Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[individual]	Characteristics[strain]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[cell type]	Material Type	Description	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[BAM_URI]	Comment[read1 file]	Comment[FASTQ_URI]	Comment[read2 file]	Comment[FASTQ_URI]	Comment[index1 file]	Comment[FASTQ_URI]	Factor Value[organism part]	Factor Value[cell type]
FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S57	ERS6860739	SAMEA9135938	Drosophila melanogaster	S57	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	ovary	  	organism part	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S57	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	6e949598__FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S57_L004	  	sequencing assay	ERX5671971	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S57_L004.bam	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S57_L004.bam	ERR6032767	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032767/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S57_L004.bam	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S57_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S57_L004_R1_001.fastq.gz	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S57_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S57_L004_R2_001.fastq.gz	  	  	ovary	    
FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S62	ERS6860739	SAMEA9135938	Drosophila melanogaster	S62	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	ovary	  	organism part	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S62	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	6e949598__FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S62_L004	  	sequencing assay	ERX5671971	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S62_L004.bam	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S62_L004.bam	ERR6032769	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032769/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S62_L004.bam	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S62_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S62_L004_R1_001.fastq.gz	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S62_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S62_L004_R2_001.fastq.gz	  	  	ovary	    
FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S58	ERS6860739	SAMEA9135938	Drosophila melanogaster	S58	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	ovary	  	organism part	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S58	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	6e949598__FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S58_L004	  	sequencing assay	ERX5671971	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S58_L004.bam	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S58_L004.bam	ERR6032768	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032768/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S58_L004.bam	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S58_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S58_L004_R1_001.fastq.gz	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S58_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S58_L004_R2_001.fastq.gz	  	  	ovary	    
FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S63	ERS6860739	SAMEA9135938	Drosophila melanogaster	S63	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	ovary	  	organism part	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S63	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	6e949598__FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S63_L004	  	sequencing assay	ERX5671971	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S63_L004.bam	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S63_L004.bam	ERR6032770	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032770/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S63_L004.bam	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S63_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S63_L004_R1_001.fastq.gz	FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S63_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA62_Female_ovary_adult_5dWT_Nystul_All_Nuclei_S63_L004_R2_001.fastq.gz	  	  	ovary	    
FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S64	ERS6860743	SAMEA9135942	Drosophila melanogaster	S64	w1118	5	day	EFO	UO_0000033	adult	femal	wild type genotype	ovary	  	organism part	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S64	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	6ea3ec82__FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S64_L004	  	sequencing assay	ERX5671972	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S64_L004.bam	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S64_L004.bam	ERR6032771	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032771/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S64_L004.bam	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S64_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S64_L004_R1_001.fastq.gz	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S64_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S64_L004_R2_001.fastq.gz	  	  	ovary	    
FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S66	ERS6860743	SAMEA9135942	Drosophila melanogaster	S66	w1118	5	day	EFO	UO_0000033	adult	femal	wild type genotype	ovary	  	organism part	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S66	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	6ea3ec82__FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S66_L004	  	sequencing assay	ERX5671972	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S66_L004.bam	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S66_L004.bam	ERR6032772	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032772/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S66_L004.bam	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S66_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S66_L004_R1_001.fastq.gz	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S66_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S66_L004_R2_001.fastq.gz	  	  	ovary	    
FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S71	ERS6860743	SAMEA9135942	Drosophila melanogaster	S71	w1118	5	day	EFO	UO_0000033	adult	femal	wild type genotype	ovary	  	organism part	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S71	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	6ea3ec82__FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S71_L004	  	sequencing assay	ERX5671972	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S71_L004.bam	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S71_L004.bam	ERR6032773	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032773/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S71_L004.bam	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S71_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S71_L004_R1_001.fastq.gz	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S71_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S71_L004_R2_001.fastq.gz	  	  	ovary	    
FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S72	ERS6860743	SAMEA9135942	Drosophila melanogaster	S72	w1118	5	day	EFO	UO_0000033	adult	femal	wild type genotype	ovary	  	organism part	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S72	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	6ea3ec82__FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S72_L004	  	sequencing assay	ERX5671972	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S72_L004.bam	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S72_L004.bam	ERR6032774	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032774/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S72_L004.bam	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S72_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S72_L004_R1_001.fastq.gz	FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S72_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA63_Female_ovary_adult_5dWT_Nystul_Big_Nuclei_S72_L004_R2_001.fastq.gz	  	  	ovary	    
FCA59_Male_testis_adult_1dWT_Fuller_sample1_S48	ERS6860763	SAMEA9135962	Drosophila melanogaster	S48	w1118	1	day	EFO	UO_0000033	adult	male	wild type genotype	testis	  	organism part	FCA59_Male_testis_adult_1dWT_Fuller_sample1_S48	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	6e669170__FCA59_Male_testis_adult_1dWT_Fuller_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA59_Male_testis_adult_1dWT_Fuller_sample1_S48_L003	  	sequencing assay	ERX5671977	FCA59_Male_testis_adult_1dWT_Fuller_sample1_S48_L003.bam	FCA59_Male_testis_adult_1dWT_Fuller_sample1_S48_L003.bam	ERR6032792	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032792/FCA59_Male_testis_adult_1dWT_Fuller_sample1_S48_L003.bam	FCA59_Male_testis_adult_1dWT_Fuller_sample1_S48_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA59_Male_testis_adult_1dWT_Fuller_sample1_S48_L003_R1_001.fastq.gz	FCA59_Male_testis_adult_1dWT_Fuller_sample1_S48_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA59_Male_testis_adult_1dWT_Fuller_sample1_S48_L003_R2_001.fastq.gz	  	  	testis	    
FCA59_Male_testis_adult_1dWT_Fuller_sample1_S56	ERS6860763	SAMEA9135962	Drosophila melanogaster	S56	w1118	1	day	EFO	UO_0000033	adult	male	wild type genotype	testis	  	organism part	FCA59_Male_testis_adult_1dWT_Fuller_sample1_S56	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	6e669170__FCA59_Male_testis_adult_1dWT_Fuller_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA59_Male_testis_adult_1dWT_Fuller_sample1_S56_L003	  	sequencing assay	ERX5671977	FCA59_Male_testis_adult_1dWT_Fuller_sample1_S56_L003.bam	FCA59_Male_testis_adult_1dWT_Fuller_sample1_S56_L003.bam	ERR6032794	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032794/FCA59_Male_testis_adult_1dWT_Fuller_sample1_S56_L003.bam	FCA59_Male_testis_adult_1dWT_Fuller_sample1_S56_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA59_Male_testis_adult_1dWT_Fuller_sample1_S56_L003_R1_001.fastq.gz	FCA59_Male_testis_adult_1dWT_Fuller_sample1_S56_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA59_Male_testis_adult_1dWT_Fuller_sample1_S56_L003_R2_001.fastq.gz	  	  	testis	    
FCA60_Male_testis_adult_1dWT_Fuller_sample2_S61	ERS6860767	SAMEA9135966	Drosophila melanogaster	S61	w1118	1	day	EFO	UO_0000033	adult	male	wild type genotype	testis	  	organism part	FCA60_Male_testis_adult_1dWT_Fuller_sample2_S61	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	6e75e580__FCA60_Male_testis_adult_1dWT_Fuller_sample2	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA60_Male_testis_adult_1dWT_Fuller_sample2_S61_L004	  	sequencing assay	ERX5671978	FCA60_Male_testis_adult_1dWT_Fuller_sample2_S61_L004.bam	FCA60_Male_testis_adult_1dWT_Fuller_sample2_S61_L004.bam	ERR6032796	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032796/FCA60_Male_testis_adult_1dWT_Fuller_sample2_S61_L004.bam	FCA60_Male_testis_adult_1dWT_Fuller_sample2_S61_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA60_Male_testis_adult_1dWT_Fuller_sample2_S61_L004_R1_001.fastq.gz	FCA60_Male_testis_adult_1dWT_Fuller_sample2_S61_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA60_Male_testis_adult_1dWT_Fuller_sample2_S61_L004_R2_001.fastq.gz	  	  	testis	    
FCA60_Male_testis_adult_1dWT_Fuller_sample2_S70	ERS6860767	SAMEA9135966	Drosophila melanogaster	S70	w1118	1	day	EFO	UO_0000033	adult	male	wild type genotype	testis	  	organism part	FCA60_Male_testis_adult_1dWT_Fuller_sample2_S70	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	6e75e580__FCA60_Male_testis_adult_1dWT_Fuller_sample2	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA60_Male_testis_adult_1dWT_Fuller_sample2_S70_L004	  	sequencing assay	ERX5671978	FCA60_Male_testis_adult_1dWT_Fuller_sample2_S70_L004.bam	FCA60_Male_testis_adult_1dWT_Fuller_sample2_S70_L004.bam	ERR6032798	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032798/FCA60_Male_testis_adult_1dWT_Fuller_sample2_S70_L004.bam	FCA60_Male_testis_adult_1dWT_Fuller_sample2_S70_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA60_Male_testis_adult_1dWT_Fuller_sample2_S70_L004_R1_001.fastq.gz	FCA60_Male_testis_adult_1dWT_Fuller_sample2_S70_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA60_Male_testis_adult_1dWT_Fuller_sample2_S70_L004_R2_001.fastq.gz	  	  	testis	    
FCA61_Male_testis_adult_1dWT_Fuller_sample3_S65	ERS6860771	SAMEA9135970	Drosophila melanogaster	S65	w1118	1	day	EFO	UO_0000033	adult	male	wild type genotype	testis	  	organism part	FCA61_Male_testis_adult_1dWT_Fuller_sample3_S65	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	6e853dd2__FCA61_Male_testis_adult_1dWT_Fuller_sample3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA61_Male_testis_adult_1dWT_Fuller_sample3_S65_L004	  	sequencing assay	ERX5671979	FCA61_Male_testis_adult_1dWT_Fuller_sample3_S65_L004.bam	FCA61_Male_testis_adult_1dWT_Fuller_sample3_S65_L004.bam	ERR6032800	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032800/FCA61_Male_testis_adult_1dWT_Fuller_sample3_S65_L004.bam	FCA61_Male_testis_adult_1dWT_Fuller_sample3_S65_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA61_Male_testis_adult_1dWT_Fuller_sample3_S65_L004_R1_001.fastq.gz	FCA61_Male_testis_adult_1dWT_Fuller_sample3_S65_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA61_Male_testis_adult_1dWT_Fuller_sample3_S65_L004_R2_001.fastq.gz	  	  	testis	    
FCA61_Male_testis_adult_1dWT_Fuller_sample3_S69	ERS6860771	SAMEA9135970	Drosophila melanogaster	S69	w1118	1	day	EFO	UO_0000033	adult	male	wild type genotype	testis	  	organism part	FCA61_Male_testis_adult_1dWT_Fuller_sample3_S69	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	6e853dd2__FCA61_Male_testis_adult_1dWT_Fuller_sample3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA61_Male_testis_adult_1dWT_Fuller_sample3_S69_L004	  	sequencing assay	ERX5671979	FCA61_Male_testis_adult_1dWT_Fuller_sample3_S69_L004.bam	FCA61_Male_testis_adult_1dWT_Fuller_sample3_S69_L004.bam	ERR6032802	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032802/FCA61_Male_testis_adult_1dWT_Fuller_sample3_S69_L004.bam	FCA61_Male_testis_adult_1dWT_Fuller_sample3_S69_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA61_Male_testis_adult_1dWT_Fuller_sample3_S69_L004_R1_001.fastq.gz	FCA61_Male_testis_adult_1dWT_Fuller_sample3_S69_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA61_Male_testis_adult_1dWT_Fuller_sample3_S69_L004_R2_001.fastq.gz	  	  	testis	    
FCA59_Male_testis_adult_1dWT_Fuller_sample1_S44	ERS6860763	SAMEA9135962	Drosophila melanogaster	S44	w1118	1	day	EFO	UO_0000033	adult	male	wild type genotype	testis	  	organism part	FCA59_Male_testis_adult_1dWT_Fuller_sample1_S44	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	6e669170__FCA59_Male_testis_adult_1dWT_Fuller_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA59_Male_testis_adult_1dWT_Fuller_sample1_S44_L003	  	sequencing assay	ERX5671977	FCA59_Male_testis_adult_1dWT_Fuller_sample1_S44_L003.bam	FCA59_Male_testis_adult_1dWT_Fuller_sample1_S44_L003.bam	ERR6032791	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032791/FCA59_Male_testis_adult_1dWT_Fuller_sample1_S44_L003.bam	FCA59_Male_testis_adult_1dWT_Fuller_sample1_S44_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA59_Male_testis_adult_1dWT_Fuller_sample1_S44_L003_R1_001.fastq.gz	FCA59_Male_testis_adult_1dWT_Fuller_sample1_S44_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA59_Male_testis_adult_1dWT_Fuller_sample1_S44_L003_R2_001.fastq.gz	  	  	testis	    
