libraryId	experimentId	platform	SRSId	anatId	anatName	cellTypeId	cellTypeName	stageId	stageName	url_GSM	infoOrgan	infoCellType_abInitio	infoCellType_inferred	clusterId	clusterName	infoStage	anatAnnotationStatus	cellTypeAnnotationStatus	stageAnnotationStatus	sex	strain	genotype	speciesId	RNAseqTags	protocol	protocolType	lib_name	sampleTitle	comment	condition	annotatorId	lastModificationDate
SRX22231652	SRP467631	Illumina NovaSeq 6000	SRS19286354	UBERON:0001943	midbrain tegmentum			MmusDv:0000154	8-week-old stage		MB - PAG-Ramb: Midbrain - Periaqueductal gray - Midbrain raphe nuclei					59 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200130_01_G01	SAMN37926607		Light	SAC	2025-01-10
SRX22231651	SRP467631	Illumina NovaSeq 6000	SRS19286354	UBERON:0001943	midbrain tegmentum			MmusDv:0000154	8-week-old stage		MB - PAG-Ramb: Midbrain - Periaqueductal gray - Midbrain raphe nuclei					59 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200130_01_F01	SAMN37926607		Light	SAC	2025-01-10
SRX22231650	SRP467631	Illumina NovaSeq 6000	SRS19286353	UBERON:0001891	midbrain			MmusDv:0000155	9-week-old stage		MB - MRN-CUN-RN-RR-PN: Midbrain - Midbrain reticular nucleus - Cuneiform nucleus - Red nucleus - Midbrain reticular nucleus, retrorubral area - Paranigral nucleus					66 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200130_01_B02	SAMN37926606		Light	SAC	2025-01-10
SRX22231649	SRP467631	Illumina NovaSeq 6000	SRS19286353	UBERON:0001891	midbrain			MmusDv:0000155	9-week-old stage		MB - MRN-CUN-RN-RR-PN: Midbrain - Midbrain reticular nucleus - Cuneiform nucleus - Red nucleus - Midbrain reticular nucleus, retrorubral area - Paranigral nucleus					66 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200130_01_G02	SAMN37926606		Light	SAC	2025-01-10
SRX22231648	SRP467631	Illumina NovaSeq 6000	SRS19286352	UBERON:0001891	midbrain			MmusDv:0000156	10-week-old stage		MB - MRN-CUN-RN-RR-PPN-NB-SAG-PBG: Midbrain - Midbrain reticular nucleus - Cuneiform nucleus - Red nucleus - Midbrain reticular nucleus, retrorubral area - Pedunculopontine nucleus - Nucleus of the brachium of the inferior colliculus - Nucleus sagulum - Parabigeminal nucleus					70 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200130_01_E02	SAMN37926605		Light	SAC	2025-01-10
SRX22231647	SRP467631	Illumina NovaSeq 6000	SRS19286321	UBERON:0006514	pallidum			MmusDv:0000154	8-week-old stage		CNU - PAL: Cerebral nuclei - Pallidum					56 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_190327_01_E04	SAMN37926545		Light	SAC	2025-01-10
SRX22231646	SRP467631	Illumina NovaSeq 6000	SRS19286352	UBERON:0001891	midbrain			MmusDv:0000156	10-week-old stage		MB - MRN-CUN-RN-RR-PPN-NB-SAG-PBG: Midbrain - Midbrain reticular nucleus - Cuneiform nucleus - Red nucleus - Midbrain reticular nucleus, retrorubral area - Pedunculopontine nucleus - Nucleus of the brachium of the inferior colliculus - Nucleus sagulum - Parabigeminal nucleus					70 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200130_01_D02	SAMN37926605		Light	SAC	2025-01-10
SRX22231645	SRP467631	Illumina NovaSeq 6000	SRS19286351	UBERON:0001944	pretectal region			MmusDv:0000155	9-week-old stage		MB - PRT: Pretectal region					66 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200122_01_E12	SAMN37926604		Light	SAC	2025-01-10
SRX22231644	SRP467631	Illumina NovaSeq 6000	SRS19286350	UBERON:0001944	pretectal region			MmusDv:0000155	9-week-old stage		MB - PRT: Pretectal region					66 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200122_01_G12	SAMN37926603		Light	SAC	2025-01-10
SRX22231643	SRP467631	Illumina NovaSeq 6000	SRS19286349	UBERON:0001891	midbrain			MmusDv:0000155	9-week-old stage		MB - VTA-SN: Midbrain - Ventral tegmental area-Substantia nigra					67 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200122_01_F12	SAMN37926602		Light	SAC	2025-01-10
SRX22231642	SRP467631	Illumina NovaSeq 6000	SRS19286348	UBERON:0000988	pons			MmusDv:0000154	8-week-old stage		PONS - Psen: Pons - Pons, sensory related					62 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200114_01_B12	SAMN37926601		Light	SAC	2025-01-10
SRX22231641	SRP467631	Illumina NovaSeq 6000	SRS19286347	UBERON:0000988	pons			MmusDv:0000155	9-week-old stage		PONS - Pmot-Psat ant: Pons - Pons, motor related - Pons, behavioral state related anterior					67 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200106_01_C08	SAMN37926598		Light	SAC	2025-01-10
SRX22231640	SRP467631	Illumina NovaSeq 6000	SRS19286321	UBERON:0006514	pallidum			MmusDv:0000154	8-week-old stage		CNU - PAL: Cerebral nuclei - Pallidum					56 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_190327_01_C04	SAMN37926545		Light	SAC	2025-01-10
SRX22231639	SRP467631	Illumina NovaSeq 6000	SRS19286346	UBERON:0002130	cerebellar nuclear complex			MmusDv:0000155	9-week-old stage		CB - CBN: Cerebellum - Cerebellar nuclei					66 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191217_01_E07	SAMN37926597		Light	SAC	2025-01-10
SRX22231638	SRP467631	Illumina NovaSeq 6000	SRS19286321	UBERON:0006514	pallidum			MmusDv:0000154	8-week-old stage		CNU - PAL: Cerebral nuclei - Pallidum					56 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_190327_01_B04	SAMN37926545		Light	SAC	2025-01-10
SRX22231637	SRP467631	Illumina NovaSeq 6000	SRS19286346	UBERON:0002130	cerebellar nuclear complex			MmusDv:0000155	9-week-old stage		CB - CBN: Cerebellum - Cerebellar nuclei					66 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191217_01_D07	SAMN37926597		Light	SAC	2025-01-10
SRX22231636	SRP467631	Illumina NovaSeq 6000	SRS19286345	UBERON:0001384	primary motor cortex			MmusDv:0000152	7-week-old stage		MOp: Primary motor area					53 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191126_01_F01	SAMN37926591		Light	SAC	2025-01-10
SRX22231635	SRP467631	Illumina NovaSeq 6000	SRS19286345	UBERON:0001384	primary motor cortex			MmusDv:0000152	7-week-old stage		MOp: Primary motor area					53 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191126_01_C02	SAMN37926591		Light	SAC	2025-01-10
SRX22231634	SRP467631	Illumina NovaSeq 6000	SRS19286344	UBERON:0001896	medulla oblongata			MmusDv:0000152	7-week-old stage		MY - MYsat-MYmot-vent post: Medulla -Medulla, behavioral state related - Medulla, motor related - ventral posterior					54 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191217_01_F05	SAMN37926592		Light	SAC	2025-01-10
SRX22231633	SRP467631	Illumina NovaSeq 6000	SRS19286322	UBERON:0004720	cerebellar vermis			MmusDv:0000152	7-week-old stage		CB - VERM: Cerebellum - Vermal regions					54 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191217_01_H05	SAMN37926593		Light	SAC	2025-01-10
SRX22231632	SRP467631	Illumina NovaSeq 6000	SRS19286343	UBERON:0001944	pretectal region			MmusDv:0000154	8-week-old stage		MB - PRT: Pretectal region					56 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_190822_01_B01	SAMN37926570		Light	SAC	2025-01-10
SRX22231631	SRP467631	Illumina NovaSeq 6000	SRS19286342	UBERON:0001891	midbrain			MmusDv:0000154	8-week-old stage		MB - MRN-CUN-RN-RR-PPN-NB-SAG-PBG: Midbrain - Midbrain reticular nucleus - Cuneiform nucleus - Red nucleus - Midbrain reticular nucleus, retrorubral area - Pedunculopontine nucleus - Nucleus of the brachium of the inferior colliculus - Nucleus sagulum - Parabigeminal nucleus					59 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_190822_01_C12	SAMN37926569		Light	SAC	2025-01-10
SRX22231630	SRP467631	Illumina NovaSeq 6000	SRS19286342	UBERON:0001891	midbrain			MmusDv:0000154	8-week-old stage		MB - MRN-CUN-RN-RR-PPN-NB-SAG-PBG: Midbrain - Midbrain reticular nucleus - Cuneiform nucleus - Red nucleus - Midbrain reticular nucleus, retrorubral area - Pedunculopontine nucleus - Nucleus of the brachium of the inferior colliculus - Nucleus sagulum - Parabigeminal nucleus					59 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_190822_01_B12	SAMN37926569		Light	SAC	2025-01-10
SRX22231629	SRP467631	Illumina NovaSeq 6000	SRS19286341	UBERON:0001870	frontal cortex			MmusDv:0000155	9-week-old stage		PL-ILA-ORB: Prelimbic area - Infralimbic area - Orbital area					66 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_220421_01_G07	SAMN37926695		Light	SAC	2025-01-10
SRX22231628	SRP467631	Illumina NovaSeq 6000	SRS19286340	UBERON:0000988	pons			MmusDv:0000152	7-week-old stage		PONS - Psen: Pons - Pons, sensory related					55 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_211118_01_H10	SAMN37926674		Light	SAC	2025-01-10
SRX22231627	SRP467631	Illumina NovaSeq 6000	SRS19286339	UBERON:0001891	midbrain			MmusDv:0000152	7-week-old stage		MB - MRN-CUN-RN-RR-PPN-PRT: Midbrain - Midbrain reticular nucleus - Cuneiform nucleus - Red nucleus - Midbrain reticular nucleus, retrorubral area - Pedunculopontine nucleus - Pretectal region					55 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_211118_01_G10	SAMN37926673		Light	SAC	2025-01-10
SRX22231626	SRP467631	Illumina NovaSeq 6000	SRS19286328	UBERON:0001384	primary motor cortex			MmusDv:0000154	8-week-old stage		MOp: Primary motor area					58 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_190430_01_A08	SAMN37926548		Light	SAC	2025-01-10
SRX22231625	SRP467631	Illumina NovaSeq 6000	SRS19286338	UBERON:0034893	agranular insular cortex			MmusDv:0000154	8-week-old stage		AI-CLA: Agranular insular area - Claustrum					60 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_220407_01_D06	SAMN37926692		Light	SAC	2025-01-10
SRX22231624	SRP467631	Illumina NovaSeq 6000	SRS19286337	UBERON:0001898	hypothalamus			MmusDv:0000155	9-week-old stage		HY - MEZ-PVZ-PVR: Hypothalamus - Hypothalamic medial zone - Periventricular zone - Periventricular region					65 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_220331_01_D05	SAMN37926691		Light	SAC	2025-01-10
SRX22231623	SRP467631	Illumina NovaSeq 6000	SRS19286336	UBERON:0007635	nucleus of medulla oblongata			MmusDv:0000154	8-week-old stage		MY - CN-DCN-ECU-NTS-SPVC-SPVI-SPVO: Medulla -Medulla, behavioral state related - Medulla, motor related					57 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_220210_01_A04	SAMN37926690		Light	SAC	2025-01-10
SRX22231622	SRP467631	Illumina NovaSeq 6000	SRS19286335	UBERON:0000988	pons			MmusDv:0000155	9-week-old stage		PONS - Pmot-Psat post: Pons - Pons, motor related - Pons, behavioral state related anterior					68 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_220120_01_B02	SAMN37926689		Light	SAC	2025-01-10
SRX22231621	SRP467631	Illumina NovaSeq 6000	SRS19286334	UBERON:0000988	pons			MmusDv:0000155	9-week-old stage		PONS - Pmot-Psat ant: Pons - Pons, motor related - Pons, behavioral state related anterior					68 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_220120_01_C02	SAMN37926688		Light	SAC	2025-01-10
SRX22231620	SRP467631	Illumina NovaSeq 6000	SRS19286333	UBERON:0007635	nucleus of medulla oblongata			MmusDv:0000156	10-week-old stage		MY - CN-DCN-ECU-NTS-SPVC-SPVI-SPVO: Medulla -Medulla, behavioral state related - Medulla, motor related					70 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_220120_01_E02	SAMN37926687		Light	SAC	2025-01-10
SRX22231619	SRP467631	Illumina NovaSeq 6000	SRS19286332	UBERON:0000988	pons			MmusDv:0000155	9-week-old stage		PONS - Pmot-Psat post: Pons - Pons, motor related - Pons, behavioral state related anterior					69 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_220120_01_A02	SAMN37926686		Light	SAC	2025-01-10
SRX22231618	SRP467631	Illumina NovaSeq 6000	SRS19286330	UBERON:0000988	pons			MmusDv:0000155	9-week-old stage		PONS - Pmot-Psat ant: Pons - Pons, motor related - Pons, behavioral state related anterior					69 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_220120_01_D02	SAMN37926685		Light	SAC	2025-01-10
SRX22231617	SRP467631	Illumina NovaSeq 6000	SRS19286331	UBERON:0001896	medulla oblongata			MmusDv:0000154	8-week-old stage		MY - MYsat-MYmot post: Medulla -Medulla, behavioral state related - Medulla, motor related - posterior					60 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_220106_03_A10	SAMN37926684		Light	SAC	2025-01-10
SRX22231616	SRP467631	Illumina NovaSeq 6000	SRS19286329	UBERON:0001896	medulla oblongata			MmusDv:0000154	8-week-old stage		MY - MYsat-MYmot ant: Medulla -Medulla, behavioral state related - Medulla, motor related - anterior					60 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_220106_03_H09	SAMN37926683		Light	SAC	2025-01-10
SRX22231615	SRP467631	Illumina NovaSeq 6000	SRS19286328	UBERON:0001384	primary motor cortex			MmusDv:0000154	8-week-old stage		MOp: Primary motor area					58 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_190430_01_D08	SAMN37926548		Light	SAC	2025-01-10
SRX22231614	SRP467631	Illumina NovaSeq 6000	SRS19286327	UBERON:0001896	medulla oblongata			MmusDv:0000154	8-week-old stage		MY - MYsat-MYmot post: Medulla -Medulla, behavioral state related - Medulla, motor related - posterior					56-62 days	other		perfect match	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_220106_03_E09	SAMN37926682		Light	SAC	2025-01-10
SRX22231613	SRP467631	Illumina NovaSeq 6000	SRS19286326	UBERON:0001896	medulla oblongata			MmusDv:0000154	8-week-old stage		MY - MYsat-MYmot ant: Medulla -Medulla, behavioral state related - Medulla, motor related - anterior					56-62 days	other		perfect match	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_220106_03_B09	SAMN37926681		Light	SAC	2025-01-10
SRX22231612	SRP467631	Illumina NovaSeq 6000	SRS19286325	UBERON:0001891	midbrain			MmusDv:0000154	8-week-old stage		MB - VTA-SN: Midbrain - Ventral tegmental area-Substantia nigra					61 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_220106_03_B10	SAMN37926680		Light	SAC	2025-01-10
SRX22231611	SRP467631	Illumina NovaSeq 6000	SRS19286324	UBERON:0001943	midbrain tegmentum			MmusDv:0000154	8-week-old stage		MB - PAG-Ramb: Midbrain - Periaqueductal gray - Midbrain raphe nuclei					61 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_220106_03_F09	SAMN37926679		Light	SAC	2025-01-10
SRX22231610	SRP467631	Illumina NovaSeq 6000	SRS19286323	UBERON:0000988	pons			MmusDv:0000152	7-week-old stage		PONS - Psen: Pons - Pons, sensory related					55 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_211216_01_E04	SAMN37926678		Light	SAC	2025-01-10
SRX22231609	SRP467631	Illumina NovaSeq 6000	SRS19286322	UBERON:0004720	cerebellar vermis			MmusDv:0000152	7-week-old stage		CB - VERM: Cerebellum - Vermal regions					54 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191217_01_B06	SAMN37926593		Light	SAC	2025-01-10
SRX22231608	SRP467631	Illumina NovaSeq 6000	SRS19286322	UBERON:0004720	cerebellar vermis			MmusDv:0000152	7-week-old stage		CB - VERM: Cerebellum - Vermal regions					54 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191217_01_A06	SAMN37926593		Light	SAC	2025-01-10
SRX22231607	SRP467631	Illumina NovaSeq 6000	SRS19286322	UBERON:0004720	cerebellar vermis			MmusDv:0000152	7-week-old stage		CB - VERM: Cerebellum - Vermal regions					54 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191217_01_G05	SAMN37926593		Light	SAC	2025-01-10
SRX22231606	SRP467631	Illumina NovaSeq 6000	SRS19286321	UBERON:0006514	pallidum			MmusDv:0000154	8-week-old stage		CNU - PAL: Cerebral nuclei - Pallidum					56 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_190327_01_D04	SAMN37926545		Light	SAC	2025-01-10
SRX22231605	SRP467631	Illumina NovaSeq 6000	SRS19286320	UBERON:0002245	cerebellar hemisphere			MmusDv:0000154	8-week-old stage		CB - HEM: Cerebellum - Hemispheric regions 					59 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191217_01_D06	SAMN37926594		Light	SAC	2025-01-10
SRX22231604	SRP467631	Illumina NovaSeq 6000	SRS19286320	UBERON:0002245	cerebellar hemisphere			MmusDv:0000154	8-week-old stage		CB - HEM: Cerebellum - Hemispheric regions 					59 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191217_01_F06	SAMN37926594		Light	SAC	2025-01-10
SRX22231603	SRP467631	Illumina NovaSeq 6000	SRS19286320	UBERON:0002245	cerebellar hemisphere			MmusDv:0000154	8-week-old stage		CB - HEM: Cerebellum - Hemispheric regions 					59 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191217_01_E06	SAMN37926594		Light	SAC	2025-01-10
SRX22231602	SRP467631	Illumina NovaSeq 6000	SRS19286320	UBERON:0002245	cerebellar hemisphere			MmusDv:0000154	8-week-old stage		CB - HEM: Cerebellum - Hemispheric regions 					59 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191217_01_C06	SAMN37926594		Light	SAC	2025-01-10
SRX22231601	SRP467631	Illumina NovaSeq 6000	SRS19286319	UBERON:0002130	cerebellar nuclear complex			MmusDv:0000154	8-week-old stage		CB - CBN: Cerebellum - Cerebellar nuclei					59 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191217_01_G06	SAMN37926595		Light	SAC	2025-01-10
SRX22231600	SRP467631	Illumina NovaSeq 6000	SRS19286319	UBERON:0002130	cerebellar nuclear complex			MmusDv:0000154	8-week-old stage		CB - CBN: Cerebellum - Cerebellar nuclei					59 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191217_01_H06	SAMN37926595		Light	SAC	2025-01-10
SRX22231599	SRP467631	Illumina NovaSeq 6000	SRS19286318	UBERON:0001943	midbrain tegmentum			MmusDv:0000155	9-week-old stage		MB - PAG-Ramb: Midbrain - Periaqueductal gray - Midbrain raphe nuclei					67 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191217_01_H04	SAMN37926596		Light	SAC	2025-01-10
SRX22231598	SRP467631	Illumina NovaSeq 6000	SRS19286318	UBERON:0001943	midbrain tegmentum			MmusDv:0000155	9-week-old stage		MB - PAG-Ramb: Midbrain - Periaqueductal gray - Midbrain raphe nuclei					67 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191217_01_A05	SAMN37926596		Light	SAC	2025-01-10
SRX22231597	SRP467631	Illumina NovaSeq 6000	SRS19286318	UBERON:0001943	midbrain tegmentum			MmusDv:0000155	9-week-old stage		MB - PAG-Ramb: Midbrain - Periaqueductal gray - Midbrain raphe nuclei					67 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191217_01_B05	SAMN37926596		Light	SAC	2025-01-10
SRX22231596	SRP467631	Illumina NovaSeq 6000	SRS19286317	UBERON:0001896	medulla oblongata			MmusDv:0000154	8-week-old stage		MY - AP-DCO-VCO-DCN-ECU-NTS: Medulla - Area postrema - Dorsal cochlear nucleus - Ventral cochlear nucleus - Dorsal column nuclei - External cuneate nucleus - Nucleus of the solitary tract					62 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191119_01_B11	SAMN37926589		Light	SAC	2025-01-10
SRX22231595	SRP467631	Illumina NovaSeq 6000	SRS19286317	UBERON:0001896	medulla oblongata			MmusDv:0000154	8-week-old stage		MY - AP-DCO-VCO-DCN-ECU-NTS: Medulla - Area postrema - Dorsal cochlear nucleus - Ventral cochlear nucleus - Dorsal column nuclei - External cuneate nucleus - Nucleus of the solitary tract					62 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191119_01_C11	SAMN37926589		Light	SAC	2025-01-10
SRX22231594	SRP467631	Illumina NovaSeq 6000	SRS19286317	UBERON:0001896	medulla oblongata			MmusDv:0000154	8-week-old stage		MY - AP-DCO-VCO-DCN-ECU-NTS: Medulla - Area postrema - Dorsal cochlear nucleus - Ventral cochlear nucleus - Dorsal column nuclei - External cuneate nucleus - Nucleus of the solitary tract					62 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191119_01_D11	SAMN37926589		Light	SAC	2025-01-10
SRX22231593	SRP467631	Illumina NovaSeq 6000	SRS19286316	UBERON:0002245	cerebellar hemisphere			MmusDv:0000155	9-week-old stage		CB - HEM: Cerebellum - Hemispheric regions 					63 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_191119_01_F11	SAMN37926590		Light	SAC	2025-01-10
