sample_accession	experiment_id	library_id	run_accession	read_count	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	submitted_ftp	source
SAMEA110381729	ERP139683	ERX9511921	ERR9970234	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970234/B4_SIGAA9_S22_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970234/B4_SIGAA9_S22_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970234/B4_SIGAA9_S22_L002_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970211	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970211/B1_SIGAA9_S21_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970211/B1_SIGAA9_S21_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970211/B1_SIGAA9_S21_L001_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970212	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970212/B1_SIGAA9_S21_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970212/B1_SIGAA9_S21_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970212/B1_SIGAA9_S21_L002_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970218	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970218/B1_SIGAA9_S24_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970218/B1_SIGAA9_S24_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970218/B1_SIGAA9_S24_L002_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970221	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970221/B2_SIGAA9_S23_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970221/B2_SIGAA9_S23_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970221/B2_SIGAA9_S23_L002_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970228	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970228/B3_SIGAA9_S23_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970228/B3_SIGAA9_S23_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970228/B3_SIGAA9_S23_L002_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970231	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970231/B4_SIGAA9_S21_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970231/B4_SIGAA9_S21_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970231/B4_SIGAA9_S21_L001_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970232	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970232/B4_SIGAA9_S21_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970232/B4_SIGAA9_S21_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970232/B4_SIGAA9_S21_L002_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970236	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970236/B4_SIGAA9_S23_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970236/B4_SIGAA9_S23_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970236/B4_SIGAA9_S23_L002_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970237	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970237/B4_SIGAA9_S24_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970237/B4_SIGAA9_S24_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970237/B4_SIGAA9_S24_L001_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970213	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970213/B1_SIGAA9_S22_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970213/B1_SIGAA9_S22_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970213/B1_SIGAA9_S22_L001_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970214	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970214/B1_SIGAA9_S22_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970214/B1_SIGAA9_S22_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970214/B1_SIGAA9_S22_L002_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970215	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970215/B1_SIGAA9_S23_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970215/B1_SIGAA9_S23_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970215/B1_SIGAA9_S23_L001_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970217	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970217/B1_SIGAA9_S24_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970217/B1_SIGAA9_S24_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970217/B1_SIGAA9_S24_L001_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970220	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970220/B2_SIGAA9_S22_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970220/B2_SIGAA9_S22_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970220/B2_SIGAA9_S22_L002_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970222	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970222/B2_SIGAA9_S24_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970222/B2_SIGAA9_S24_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970222/B2_SIGAA9_S24_L002_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970223	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970223/B3_SIGAA9_S21_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970223/B3_SIGAA9_S21_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970223/B3_SIGAA9_S21_L001_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970227	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970227/B3_SIGAA9_S23_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970227/B3_SIGAA9_S23_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970227/B3_SIGAA9_S23_L001_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970229	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970229/B3_SIGAA9_S24_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970229/B3_SIGAA9_S24_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970229/B3_SIGAA9_S24_L001_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970230	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970230/B3_SIGAA9_S24_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970230/B3_SIGAA9_S24_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970230/B3_SIGAA9_S24_L002_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970235	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970235/B4_SIGAA9_S23_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970235/B4_SIGAA9_S23_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970235/B4_SIGAA9_S23_L001_R2_001.fastq.gz	EBI
SAMEA110381729	ERP139683	ERX9511921	ERR9970238	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970238/B4_SIGAA9_S24_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970238/B4_SIGAA9_S24_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970238/B4_SIGAA9_S24_L002_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970240	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970240/B1_SIGAB9_S25_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970240/B1_SIGAB9_S25_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970240/B1_SIGAB9_S25_L002_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970242	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970242/B1_SIGAB9_S26_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970242/B1_SIGAB9_S26_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970242/B1_SIGAB9_S26_L002_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970245	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970245/B1_SIGAB9_S28_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970245/B1_SIGAB9_S28_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970245/B1_SIGAB9_S28_L001_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970247	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970247/B2_SIGAB9_S25_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970247/B2_SIGAB9_S25_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970247/B2_SIGAB9_S25_L002_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970249	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970249/B2_SIGAB9_S27_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970249/B2_SIGAB9_S27_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970249/B2_SIGAB9_S27_L002_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970253	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970253/B3_SIGAB9_S26_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970253/B3_SIGAB9_S26_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970253/B3_SIGAB9_S26_L001_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970254	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970254/B3_SIGAB9_S26_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970254/B3_SIGAB9_S26_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970254/B3_SIGAB9_S26_L002_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970255	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970255/B3_SIGAB9_S27_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970255/B3_SIGAB9_S27_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970255/B3_SIGAB9_S27_L001_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970260	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970260/B4_SIGAB9_S25_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970260/B4_SIGAB9_S25_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970260/B4_SIGAB9_S25_L002_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970262	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970262/B4_SIGAB9_S26_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970262/B4_SIGAB9_S26_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970262/B4_SIGAB9_S26_L002_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970263	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970263/B4_SIGAB9_S27_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970263/B4_SIGAB9_S27_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970263/B4_SIGAB9_S27_L001_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970239	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970239/B1_SIGAB9_S25_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970239/B1_SIGAB9_S25_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970239/B1_SIGAB9_S25_L001_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970241	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970241/B1_SIGAB9_S26_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970241/B1_SIGAB9_S26_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970241/B1_SIGAB9_S26_L001_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970243	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970243/B1_SIGAB9_S27_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970243/B1_SIGAB9_S27_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970243/B1_SIGAB9_S27_L001_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970244	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970244/B1_SIGAB9_S27_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970244/B1_SIGAB9_S27_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970244/B1_SIGAB9_S27_L002_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970251	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970251/B3_SIGAB9_S25_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970251/B3_SIGAB9_S25_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970251/B3_SIGAB9_S25_L001_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970252	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970252/B3_SIGAB9_S25_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970252/B3_SIGAB9_S25_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970252/B3_SIGAB9_S25_L002_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970258	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970258/B3_SIGAB9_S28_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970258/B3_SIGAB9_S28_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970258/B3_SIGAB9_S28_L002_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970261	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970261/B4_SIGAB9_S26_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970261/B4_SIGAB9_S26_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970261/B4_SIGAB9_S26_L001_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970266	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970266/B4_SIGAB9_S28_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970266/B4_SIGAB9_S28_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970266/B4_SIGAB9_S28_L002_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970246	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970246/B1_SIGAB9_S28_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970246/B1_SIGAB9_S28_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970246/B1_SIGAB9_S28_L002_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970248	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970248/B2_SIGAB9_S26_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970248/B2_SIGAB9_S26_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970248/B2_SIGAB9_S26_L002_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970250	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970250/B2_SIGAB9_S28_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970250/B2_SIGAB9_S28_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970250/B2_SIGAB9_S28_L002_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970256	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970256/B3_SIGAB9_S27_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970256/B3_SIGAB9_S27_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970256/B3_SIGAB9_S27_L002_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970257	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970257/B3_SIGAB9_S28_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970257/B3_SIGAB9_S28_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970257/B3_SIGAB9_S28_L001_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970259	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970259/B4_SIGAB9_S25_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970259/B4_SIGAB9_S25_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970259/B4_SIGAB9_S25_L001_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970264	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970264/B4_SIGAB9_S27_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970264/B4_SIGAB9_S27_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970264/B4_SIGAB9_S27_L002_R2_001.fastq.gz	EBI
SAMEA110381730	ERP139683	ERX9511922	ERR9970265	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970265/B4_SIGAB9_S28_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970265/B4_SIGAB9_S28_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970265/B4_SIGAB9_S28_L001_R2_001.fastq.gz	EBI
SAMEA110381731	ERP139683	ERX9511923	ERR9970267	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970267/B1_SIGAC9_S29_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970267/B1_SIGAC9_S29_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970267/B1_SIGAC9_S29_L001_R2_001.fastq.gz	EBI
SAMEA110381731	ERP139683	ERX9511923	ERR9970268	0	9986	Oryctolagus cuniculus	Illumina NovaSeq 6000	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970268/B1_SIGAC9_S29_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970268/B1_SIGAC9_S29_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR997/ERR9970268/B1_SIGAC9_S29_L002_R2_001.fastq.gz	EBI
