"#libraryId"	"experimentId"	"platform"	"SRSId"	"anatId"	"anatName"	"stageId"	"stageName"	"url_GSM"	"infoOrgan"	"infoStage"	"anatAnnotationStatus"	"anatBiologicalStatus"	"stageAnnotationStatus"	"sex"	"strain"	"genotype"	"speciesId"	"protocol"	"protocolType"	"RNASelection"	"globin_reduction"	"replicate"	"sampleTitle"	"PATOid"	"PATOname"	"comment"	"condition"	"annotatorId"	"lastModificationDate"
"SRX1022576"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932420"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"early embryo"	"embryo at 390 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		8				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022577"	"SRP000401"	"Illumina MiSeq"	"SRS932420"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"early embryo"	"embryo at 390 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		8				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022578"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932421"	"UBERON:0019248"	"early embryo"	"Wbls:0000016"	"bean embryo Ce"		"early embryo"	"embryo at 420 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022579"	"SRP000401"	"Illumina MiSeq"	"SRS932421"	"UBERON:0019248"	"early embryo"	"Wbls:0000016"	"bean embryo Ce"		"early embryo"	"embryo at 420 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022580"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932422"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"early embryo"	"embryo at 300 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		9				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022581"	"SRP000401"	"Illumina MiSeq"	"SRS932422"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"early embryo"	"embryo at 300 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		9				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022582"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932423"	"UBERON:0019248"	"early embryo"	"Wbls:0000016"	"bean embryo Ce"		"early embryo"	"embryo at 450 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		3				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022583"	"SRP000401"	"Illumina MiSeq"	"SRS932423"	"UBERON:0019248"	"early embryo"	"Wbls:0000017"	"comma embryo Ce"		"early embryo"	"embryo at 450 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"						"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022584"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932424"	"UBERON:0019248"	"early embryo"	"Wbls:0000088"	"86-cell embryo Ce (C elegans)"		"early embryo"	"embryo at 180 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022585"	"SRP000401"	"Illumina MiSeq"	"SRS932424"	"UBERON:0019248"	"early embryo"	"Wbls:0000088"	"86-cell embryo Ce (C elegans)"		"early embryo"	"embryo at 180 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022586"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932425"	"UBERON:0019248"	"early embryo"	"Wbls:0000018"	"1.5-fold embryo Ce"		"early embryo"	"embryo at 480 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022587"	"SRP000401"	"Illumina MiSeq"	"SRS932425"	"UBERON:0019248"	"early embryo"	"Wbls:0000018"	"1.5-fold embryo Ce"		"early embryo"	"embryo at 480 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022588"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932426"	"UBERON:0019248"	"early embryo"	"Wbls:0000019"	"2-fold embryo Ce"		"early embryo"	"embryo at 510 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		3				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022589"	"SRP000401"	"Illumina MiSeq"	"SRS932426"	"UBERON:0019248"	"early embryo"	"Wbls:0000019"	"2-fold embryo Ce"		"early embryo"	"embryo at 510 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		3				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022592"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932429"	"UBERON:0019248"	"early embryo"	"Wbls:0000019"	"2-fold embryo Ce"		"early embryo"	"embryo at 540 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		4				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022593"	"SRP000401"	"Illumina MiSeq"	"SRS932429"	"UBERON:0019248"	"early embryo"	"Wbls:0000019"	"2-fold embryo Ce"		"early embryo"	"embryo at 540 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		4				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022595"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932431"	"UBERON:0019248"	"early embryo"	"Wbls:0000020"	"3-fold embryo Ce"		"early embryo"	"embryo at 600 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		5				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022596"	"SRP000401"	"Illumina MiSeq"	"SRS932431"	"UBERON:0019248"	"early embryo"	"Wbls:0000020"	"3-fold embryo Ce"		"early embryo"	"embryo at 600 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		5				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022597"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932432"	"UBERON:0019248"	"early embryo"	"Wbls:0000020"	"3-fold embryo Ce"		"early embryo"	"embryo at 570 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		6				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022598"	"SRP000401"	"Illumina MiSeq"	"SRS932432"	"UBERON:0019248"	"early embryo"	"Wbls:0000020"	"3-fold embryo Ce"		"early embryo"	"embryo at 570 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		6				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022599"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932433"	"UBERON:0019248"	"early embryo"	"WBls:0000004"	"proliferating embryo Ce"		"early embryo"	"embryo at 60 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		7				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022600"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932434"	"UBERON:0019248"	"early embryo"	"WBls:0000006"	"1-cell embryo Ce"		"early embryo"	"embryo at 0 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		5				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022601"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932435"	"UBERON:0019248"	"early embryo"	"WBls:0000010"	"gastrulating embryo Ce"		"early embryo"	"embryo at 150 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		7				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022602"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932436"	"UBERON:0019248"	"early embryo"	"WBls:0000010"	"gastrulating embryo Ce"		"early embryo"	"embryo at 120 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		8				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022603"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932437"	"UBERON:0019248"	"early embryo"	"Wbls:0000088"	"86-cell embryo Ce (C elegans)"		"early embryo"	"embryo at 180 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		3				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022604"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932438"	"UBERON:0019248"	"early embryo"	"Wbls:0000089"	"190-cells embryo Ce (C elegans)"		"early embryo"	"embryo at 240 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		3				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022605"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932439"	"UBERON:0019248"	"early embryo"	"Wbls:0000008"	"4-cell embryo Ce"		"early embryo"	"embryo at 90 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		3				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022607"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932441"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"early embryo"	"embryo at 360 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		10				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022608"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932442"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"early embryo"	"embryo at 300 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		11				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022609"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932443"	"UBERON:0019248"	"early embryo"	"Wbls:0000020"	"3-fold embryo Ce"		"early embryo"	"embryo at 600 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		7				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022610"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932444"	"UBERON:0019248"	"early embryo"	"WBls:0000006"	"1-cell embryo Ce"		"early embryo"	"embryo at 30 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		6				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022611"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932445"	"UBERON:0019248"	"early embryo"	"Wbls:0000008"	"4-cell embryo Ce"		"early embryo"	"embryo at 90 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		4				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022645"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932475"	"UBERON:0019248"	"early embryo"	"WBls:0000010"	"gastrulating embryo Ce"		"early embryo"	"embryo at 120 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		9				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022646"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932476"	"UBERON:0019248"	"early embryo"	"WBls:0000010"	"gastrulating embryo Ce"		"early embryo"	"embryo at 150 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		10				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022647"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932477"	"UBERON:0019248"	"early embryo"	"Wbls:0000088"	"86-cell embryo Ce (C elegans)"		"early embryo"	"embryo at 180 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		4				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022648"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932478"	"UBERON:0019248"	"early embryo"	"Wbls:0000089"	"190-cells embryo Ce (C elegans)"		"early embryo"	"embryo at 240 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		4				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022649"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932479"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"early embryo"	"embryo at 270 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		12				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022650"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932480"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"early embryo"	"embryo at 300 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		13				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022651"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932481"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"early embryo"	"embryo at 330 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		14				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022652"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932482"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"early embryo"	"embryo at 360 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		15				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022653"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932483"	"UBERON:0019248"	"early embryo"	"Wbls:0000016"	"bean embryo Ce"		"early embryo"	"embryo at 420 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		3				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022654"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932484"	"UBERON:0019248"	"early embryo"	"Wbls:0000017"	"comma embryo Ce"		"early embryo"	"embryo at 450 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"						"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"#SRX103269"	"SRP000401"													"NA"														"ANN"	"2021-05-11"
"#SRX103270"	"SRP000401"													"NA"														"ANN"	"2021-05-11"
"#SRX103271"	"SRP000401"													"NA"														"ANN"	"2021-05-11"
"#SRX103272"	"SRP000401"													"NA"														"ANN"	"2021-05-11"
"#SRX103273"	"SRP000401"													"NA"														"ANN"	"2021-05-11"
"#SRX103274"	"SRP000401"													"NA"														"ANN"	"2021-05-11"
"#SRX103275"	"SRP000401"													"NA"														"ANN"	"2021-05-11"
"#SRX103276"	"SRP000401"													"NA"														"ANN"	"2021-05-11"
"#SRX103277"	"SRP000401"													"NA"														"ANN"	"2021-05-11"
"#SRX103278"	"SRP000401"													"NA"														"ANN"	"2021-05-11"
"#SRX103279"	"SRP000401"													"NA"														"ANN"	"2021-05-11"
"#SRX103280"	"SRP000401"													"NA"														"ANN"	"2021-05-11"
"#SRX103281"	"SRP000401"													"NA"														"ANN"	"2021-05-11"
"SRX103649"	"SRP000401"	"Illumina HiSeq 2000"	"SRS258165"	"UBERON:0019248"	"early embryo"	"WBls:0000006"	"1-cell embryo Ce"		"early embryo"	"embryo at 0 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX103650"	"SRP000401"	"Illumina HiSeq 2000"	"SRS258085"	"UBERON:0019248"	"early embryo"	"WBls:0000006"	"1-cell embryo Ce"		"early embryo"	"embryo at 30 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX103651"	"SRP000401"	"Illumina HiSeq 2000"	"SRS258166"	"UBERON:0019248"	"early embryo"	"Wbls:0000008"	"4-cell embryo Ce"		"early embryo"	"embryo at 90 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX103652"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266275"	"UBERON:0019248"	"early embryo"	"WBls:0000010"	"gastrulating embryo Ce"		"early embryo"	"embryo at 210 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		3				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX103653"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266270"	"UBERON:0019248"	"early embryo"	"Wbls:0000089"	"190-cells embryo Ce (C elegans)"		"early embryo"	"embryo at 240 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX103669"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266272"	"UBERON:0019248"	"early embryo"	"Wbls:0000019"	"2-fold embryo Ce"		"embryo"	"embryo incubated 540 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX103670"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266262"	"UBERON:0019248"	"early embryo"	"Wbls:0000020"	"3-fold embryo Ce"		"early embryo"	"embryo incubated 600 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX103671"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266261"	"UBERON:0019248"	"early embryo"	"Wbls:0000020"	"3-fold embryo Ce"		"early embryo"	"embryo at 570 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX103672"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266271"	"UBERON:0019248"	"early embryo"	"Wbls:0000018"	"1.5-fold embryo Ce"		"early embryo"	"embryo at 480 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX103673"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266278"	"UBERON:0019248"	"early embryo"	"Wbls:0000019"	"2-fold embryo Ce"		"early embryo"	"embryo at 510 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX103677"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266276"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"early embryo"	"embryo at 270 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		4				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"#SRX103983"														"NA"															
"#SRX103984"														"NA"															
"#SRX103985"														"NA"															
