"#libraryId"	"experimentId"	"comments"	"annotatorId"	"lastModificationDate"
"SRX1127877"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127878"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127879"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127880"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127881"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127882"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127883"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127884"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127885"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127886"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127887"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127888"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127889"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127890"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127891"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127892"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127893"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127894"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127895"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127896"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127897"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127898"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127899"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127900"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127901"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127902"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127903"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127904"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127905"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127906"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127907"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127908"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127909"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127910"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127911"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127912"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127913"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127914"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127915"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127916"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127917"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127918"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127919"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127920"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127921"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127922"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127923"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127924"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127925"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127926"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127927"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127928"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127929"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127930"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127931"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127932"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127933"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127934"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127935"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127936"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127937"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127938"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127939"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127940"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127941"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127942"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127943"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127944"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127945"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127946"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127947"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127948"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127949"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127950"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127951"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127952"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127953"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127954"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127955"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127956"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127957"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127958"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127959"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127960"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127961"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127962"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127963"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127964"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127965"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127966"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127967"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127970"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127971"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127972"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127973"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127974"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127975"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127976"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127977"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127978"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127979"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127980"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127981"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127982"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127983"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127984"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127986"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127987"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127988"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127989"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127990"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127991"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127992"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127993"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127994"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127995"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127996"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127997"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127998"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1127999"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
"SRX1128000"	"SRP061902"	"rejected for annotation due to tamoxifen injection step, see https://groupmrr.slack.com/archives/C2GG4D4TD/p1576009462051300?thread_ts=1575916258.024700&cid=C2GG4D4TD"	"ANN"	"2020-03-09"
