sample_accession	experiment_accession	run_accession	read_count	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	submitted_ftp
SAMN05160176	SRX1788822	SRR3563210	3104936	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563210/SRR3563210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563210/SRR3563210_2.fastq.gz	NA
SAMN05160027	SRX1788823	SRR3563211	609639	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563211/SRR3563211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563211/SRR3563211_2.fastq.gz	NA
SAMN05160029	SRX1788825	SRR3563213	4097753	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/003/SRR3563213/SRR3563213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/003/SRR3563213/SRR3563213_2.fastq.gz	NA
SAMN05160032	SRX1788828	SRR3563216	9123508	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/006/SRR3563216/SRR3563216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/006/SRR3563216/SRR3563216_2.fastq.gz	NA
SAMN05160033	SRX1788829	SRR3563217	1413914	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/007/SRR3563217/SRR3563217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/007/SRR3563217/SRR3563217_2.fastq.gz	NA
SAMN05160034	SRX1788830	SRR3563218	564229	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563218/SRR3563218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563218/SRR3563218_2.fastq.gz	NA
SAMN05160036	SRX1788832	SRR3563220	363029	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563220/SRR3563220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563220/SRR3563220_2.fastq.gz	NA
SAMN05160037	SRX1788833	SRR3563221	1613039	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563221/SRR3563221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563221/SRR3563221_2.fastq.gz	NA
SAMN05160039	SRX1788835	SRR3563223	3291788	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/003/SRR3563223/SRR3563223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/003/SRR3563223/SRR3563223_2.fastq.gz	NA
SAMN05160040	SRX1788836	SRR3563224	600158	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/004/SRR3563224/SRR3563224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/004/SRR3563224/SRR3563224_2.fastq.gz	NA
SAMN05160041	SRX1788837	SRR3563225	9227824	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/005/SRR3563225/SRR3563225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/005/SRR3563225/SRR3563225_2.fastq.gz	NA
SAMN05160044	SRX1788840	SRR3563228	559109	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563228/SRR3563228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563228/SRR3563228_2.fastq.gz	NA
SAMN05160046	SRX1788842	SRR3563230	2986319	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563230/SRR3563230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563230/SRR3563230_2.fastq.gz	NA
SAMN05160051	SRX1788847	SRR3563235	783951	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/005/SRR3563235/SRR3563235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/005/SRR3563235/SRR3563235_2.fastq.gz	NA
SAMN05160052	SRX1788848	SRR3563236	1392364	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/006/SRR3563236/SRR3563236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/006/SRR3563236/SRR3563236_2.fastq.gz	NA
SAMN05160053	SRX1788849	SRR3563237	7001431	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/007/SRR3563237/SRR3563237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/007/SRR3563237/SRR3563237_2.fastq.gz	NA
SAMN05160054	SRX1788850	SRR3563238	539474	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563238/SRR3563238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563238/SRR3563238_2.fastq.gz	NA
SAMN05160056	SRX1788852	SRR3563240	740821	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563240/SRR3563240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563240/SRR3563240_2.fastq.gz	NA
SAMN05159967	SRX1788853	SRR3563241	3243824	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563241/SRR3563241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563241/SRR3563241_2.fastq.gz	NA
SAMN05159968	SRX1788854	SRR3563242	3009698	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/002/SRR3563242/SRR3563242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/002/SRR3563242/SRR3563242_2.fastq.gz	NA
SAMN05159970	SRX1788856	SRR3563244	2319069	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/004/SRR3563244/SRR3563244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/004/SRR3563244/SRR3563244_2.fastq.gz	NA
SAMN05159974	SRX1788860	SRR3563248	2407573	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563248/SRR3563248_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563248/SRR3563248_2.fastq.gz	NA
SAMN05159980	SRX1788866	SRR3563254	2728357	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/004/SRR3563254/SRR3563254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/004/SRR3563254/SRR3563254_2.fastq.gz	NA
SAMN05159985	SRX1788869	SRR3563257	2313757	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/007/SRR3563257/SRR3563257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/007/SRR3563257/SRR3563257_2.fastq.gz	NA
SAMN05159983	SRX1788873	SRR3563261	2757150	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563261/SRR3563261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563261/SRR3563261_2.fastq.gz	NA
SAMN05159996	SRX1788882	SRR3563270	2081654	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563270/SRR3563270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563270/SRR3563270_2.fastq.gz	NA
SAMN05160057	SRX1788883	SRR3563271	1615583	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563271/SRR3563271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563271/SRR3563271_2.fastq.gz	NA
SAMN05160072	SRX1788898	SRR3563286	2529917	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/006/SRR3563286/SRR3563286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/006/SRR3563286/SRR3563286_2.fastq.gz	NA
SAMN05160081	SRX1788902	SRR3563290	2142923	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563290/SRR3563290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563290/SRR3563290_2.fastq.gz	NA
SAMN05160084	SRX1788910	SRR3563298	1730781	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563298/SRR3563298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563298/SRR3563298_2.fastq.gz	NA
SAMN05160085	SRX1788911	SRR3563299	1867602	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/009/SRR3563299/SRR3563299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/009/SRR3563299/SRR3563299_2.fastq.gz	NA
SAMN05160250	SRX1788921	SRR3563309	3406783	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/009/SRR3563309/SRR3563309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/009/SRR3563309/SRR3563309_2.fastq.gz	NA
SAMN05160258	SRX1788924	SRR3563312	3296146	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/002/SRR3563312/SRR3563312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/002/SRR3563312/SRR3563312_2.fastq.gz	NA
SAMN05160283	SRX1788933	SRR3563321	2446738	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563321/SRR3563321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563321/SRR3563321_2.fastq.gz	NA
SAMN05160089	SRX1788975	SRR3563363	2242165	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/003/SRR3563363/SRR3563363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/003/SRR3563363/SRR3563363_2.fastq.gz	NA
SAMN05160096	SRX1788982	SRR3563370	2078715	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563370/SRR3563370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563370/SRR3563370_2.fastq.gz	NA
SAMN05160100	SRX1788986	SRR3563374	1260946	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/004/SRR3563374/SRR3563374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/004/SRR3563374/SRR3563374_2.fastq.gz	NA
SAMN05160101	SRX1788987	SRR3563375	1403400	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/005/SRR3563375/SRR3563375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/005/SRR3563375/SRR3563375_2.fastq.gz	NA
SAMN05160105	SRX1788991	SRR3563379	2290892	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/009/SRR3563379/SRR3563379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/009/SRR3563379/SRR3563379_2.fastq.gz	NA
SAMN05160110	SRX1788996	SRR3563384	2092300	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/004/SRR3563384/SRR3563384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/004/SRR3563384/SRR3563384_2.fastq.gz	NA
SAMN05160113	SRX1788999	SRR3563387	1921583	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/007/SRR3563387/SRR3563387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/007/SRR3563387/SRR3563387_2.fastq.gz	NA
SAMN05160114	SRX1789000	SRR3563388	1906098	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563388/SRR3563388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563388/SRR3563388_2.fastq.gz	NA
SAMN05159997	SRX1789003	SRR3563391	3085857	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563391/SRR3563391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563391/SRR3563391_2.fastq.gz	NA
SAMN05160007	SRX1789013	SRR3563401	2134832	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563401/SRR3563401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563401/SRR3563401_2.fastq.gz	NA
SAMN05160805	SRX1789463	SRR3563851	3149369	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563851/SRR3563851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563851/SRR3563851_2.fastq.gz	NA
SAMN05160752	SRX1789465	SRR3563853	2490093	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/003/SRR3563853/SRR3563853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/003/SRR3563853/SRR3563853_2.fastq.gz	NA
SAMN05160809	SRX1789468	SRR3563856	2173729	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/006/SRR3563856/SRR3563856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/006/SRR3563856/SRR3563856_2.fastq.gz	NA
SAMN05160754	SRX1789472	SRR3563860	2133175	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563860/SRR3563860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563860/SRR3563860_2.fastq.gz	NA
SAMN05160755	SRX1789473	SRR3563861	1714613	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563861/SRR3563861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563861/SRR3563861_2.fastq.gz	NA
SAMN05160756	SRX1789474	SRR3563862	2256089	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/002/SRR3563862/SRR3563862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/002/SRR3563862/SRR3563862_2.fastq.gz	NA
SAMN05160757	SRX1789475	SRR3563863	2960474	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/003/SRR3563863/SRR3563863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/003/SRR3563863/SRR3563863_2.fastq.gz	NA
SAMN05160761	SRX1789479	SRR3563867	2459262	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/007/SRR3563867/SRR3563867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/007/SRR3563867/SRR3563867_2.fastq.gz	NA
SAMN05160762	SRX1789480	SRR3563868	2185031	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563868/SRR3563868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563868/SRR3563868_2.fastq.gz	NA
SAMN05160763	SRX1789481	SRR3563869	4204142	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/009/SRR3563869/SRR3563869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/009/SRR3563869/SRR3563869_2.fastq.gz	NA
SAMN05160764	SRX1789482	SRR3563870	1609795	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563870/SRR3563870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563870/SRR3563870_2.fastq.gz	NA
SAMN05160765	SRX1789483	SRR3563871	2589482	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563871/SRR3563871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563871/SRR3563871_2.fastq.gz	NA
SAMN05160766	SRX1789484	SRR3563872	2271699	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/002/SRR3563872/SRR3563872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/002/SRR3563872/SRR3563872_2.fastq.gz	NA
SAMN05160769	SRX1789487	SRR3563875	3146577	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/005/SRR3563875/SRR3563875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/005/SRR3563875/SRR3563875_2.fastq.gz	NA
SAMN05160770	SRX1789488	SRR3563876	1860976	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/006/SRR3563876/SRR3563876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/006/SRR3563876/SRR3563876_2.fastq.gz	NA
SAMN05160722	SRX1789500	SRR3563888	1999147	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563888/SRR3563888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563888/SRR3563888_2.fastq.gz	NA
SAMN05160727	SRX1789505	SRR3563893	1652111	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/003/SRR3563893/SRR3563893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/003/SRR3563893/SRR3563893_2.fastq.gz	NA
SAMN05160730	SRX1789508	SRR3563896	2029579	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/006/SRR3563896/SRR3563896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/006/SRR3563896/SRR3563896_2.fastq.gz	NA
SAMN05160733	SRX1789511	SRR3563899	1948161	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/009/SRR3563899/SRR3563899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/009/SRR3563899/SRR3563899_2.fastq.gz	NA
SAMN05160734	SRX1789512	SRR3563900	2408306	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563900/SRR3563900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563900/SRR3563900_2.fastq.gz	NA
SAMN05160736	SRX1789514	SRR3563902	2144524	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/002/SRR3563902/SRR3563902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/002/SRR3563902/SRR3563902_2.fastq.gz	NA
SAMN05160738	SRX1789516	SRR3563904	2595845	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/004/SRR3563904/SRR3563904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/004/SRR3563904/SRR3563904_2.fastq.gz	NA
SAMN05160739	SRX1789517	SRR3563905	3342049	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/005/SRR3563905/SRR3563905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/005/SRR3563905/SRR3563905_2.fastq.gz	NA
SAMN05160741	SRX1789519	SRR3563907	2606011	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/007/SRR3563907/SRR3563907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/007/SRR3563907/SRR3563907_2.fastq.gz	NA
SAMN05160742	SRX1789520	SRR3563908	2058352	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563908/SRR3563908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563908/SRR3563908_2.fastq.gz	NA
SAMN05160743	SRX1789521	SRR3563909	1653040	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/009/SRR3563909/SRR3563909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/009/SRR3563909/SRR3563909_2.fastq.gz	NA
SAMN05160744	SRX1789522	SRR3563910	2966887	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563910/SRR3563910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563910/SRR3563910_2.fastq.gz	NA
SAMN05160749	SRX1789525	SRR3563913	3224135	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/003/SRR3563913/SRR3563913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/003/SRR3563913/SRR3563913_2.fastq.gz	NA
SAMN05160746	SRX1789526	SRR3563914	2543456	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/004/SRR3563914/SRR3563914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/004/SRR3563914/SRR3563914_2.fastq.gz	NA
SAMN05160661	SRX1789529	SRR3563917	1404810	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/007/SRR3563917/SRR3563917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/007/SRR3563917/SRR3563917_2.fastq.gz	NA
SAMN05160663	SRX1789531	SRR3563919	1418860	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/009/SRR3563919/SRR3563919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/009/SRR3563919/SRR3563919_2.fastq.gz	NA
SAMN05160664	SRX1789532	SRR3563920	2449755	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563920/SRR3563920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563920/SRR3563920_2.fastq.gz	NA
SAMN05160668	SRX1789536	SRR3563924	2824322	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/004/SRR3563924/SRR3563924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/004/SRR3563924/SRR3563924_2.fastq.gz	NA
SAMN05160671	SRX1789539	SRR3563927	2832546	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/007/SRR3563927/SRR3563927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/007/SRR3563927/SRR3563927_2.fastq.gz	NA
SAMN05160672	SRX1789540	SRR3563928	2436844	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563928/SRR3563928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/008/SRR3563928/SRR3563928_2.fastq.gz	NA
SAMN05160675	SRX1789543	SRR3563931	2504327	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563931/SRR3563931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/001/SRR3563931/SRR3563931_2.fastq.gz	NA
SAMN05160696	SRX1789564	SRR3563952	2676059	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/002/SRR3563952/SRR3563952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/002/SRR3563952/SRR3563952_2.fastq.gz	NA
SAMN05160536	SRX1789594	SRR3563982	1336398	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/002/SRR3563982/SRR3563982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/002/SRR3563982/SRR3563982_2.fastq.gz	NA
SAMN05159987	SRX1788871	SRR3563259	1478526	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/009/SRR3563259/SRR3563259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/009/SRR3563259/SRR3563259_2.fastq.gz	NA
SAMN05159982	SRX1788872	SRR3563260	1930238	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563260/SRR3563260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563260/SRR3563260_2.fastq.gz	NA
SAMN05159992	SRX1788878	SRR3563266	1933734	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/006/SRR3563266/SRR3563266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/006/SRR3563266/SRR3563266_2.fastq.gz	NA
