libraryId	experimentId	cellTypeName	cellTypeId	speciesId	platform	protocol	protocolType	libraryType	infoOrgan	stageId	uberonId	sex	strain	readLength	organism
SRX1787865	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787868	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787870	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787872	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787873	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787875	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787877	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787881	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787883	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787884	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787885	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787886	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	63	Homo_sapiens
SRX1787888	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787890	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787891	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787892	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787894	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787896	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787897	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787898	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787900	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787902	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787903	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787904	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787906	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787907	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787910	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787911	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787913	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787915	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787916	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787921	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787922	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787924	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787925	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787926	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787928	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787930	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787931	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	63	Homo_sapiens
SRX1787933	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787934	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787935	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787936	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787940	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787941	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787946	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787949	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787953	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787954	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1787956	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1788273	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0001264	M	White	64	Homo_sapiens
SRX1788327	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788329	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788349	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788350	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788357	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788358	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788362	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788370	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788371	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788372	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788378	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788379	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788380	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788386	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788389	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788396	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788402	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788405	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788406	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788407	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788409	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788419	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788421	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788433	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788439	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788441	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788443	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788444	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788459	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	64	Homo_sapiens
SRX1788611	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788624	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	60	Homo_sapiens
SRX1788634	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788635	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788639	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788640	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	62	Homo_sapiens
SRX1788646	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788650	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788665	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788666	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788668	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788674	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788678	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788679	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788686	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788687	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	62	Homo_sapiens
SRX1788705	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788763	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788767	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	62	Homo_sapiens
SRX1788770	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788780	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	62	Homo_sapiens
SRX1788781	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788783	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788785	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788789	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788791	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788793	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788794	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788797	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788798	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788799	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	62	Homo_sapiens
SRX1788804	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788805	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788807	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788808	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	61	Homo_sapiens
SRX1788809	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	62	Homo_sapiens
SRX1788810	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	62	Homo_sapiens
SRX1788819	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788826	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788831	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788838	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	62	Homo_sapiens
SRX1788841	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788843	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788845	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	62	Homo_sapiens
SRX1788846	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788851	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	63	Homo_sapiens
SRX1788855	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0001264	F	White	62	Homo_sapiens
SRX1788726	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000174	UBERON:0001264	M	Black_or_African_American	63	Homo_sapiens
SRX1788736	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000174	UBERON:0001264	M	Black_or_African_American	63	Homo_sapiens
SRX1788744	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000174	UBERON:0001264	M	Black_or_African_American	63	Homo_sapiens
SRX1789646	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000174	UBERON:0001264	M	Black_or_African_American	64	Homo_sapiens
SRX1789648	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000174	UBERON:0001264	M	Black_or_African_American	64	Homo_sapiens
SRX1789650	SRP075496	pancreatic acinar cell	CL:0002064	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000174	UBERON:0001264	M	Black_or_African_American	64	Homo_sapiens
