"libraryId"	"experimentId"	"platform"	"SRSId"	"anatId"	"anatName"	"cellTypeId"	"cellTypeName"	"stageId"	"stageName"	"url_GSM"	"infoOrgan"	"infoCellType_abInitio"	"infoCellType_inferred"	"clusterId"	"clusterName"	"infoStage"	"anatAnnotationStatus"	"cellTypeAnnotationStatus"	"stageAnnotationStatus"	"sex"	"strain"	"genotype"	"speciesId"	"RNAseqTags"	"protocol"	"protocolType"	"lib_name"	"sampleTitle"	"comment"	"condition"	"annotatorId"	"lastModificationDate"	"run_accession"	"read_count"	"tax_id"	"scientific_name"	"library_layout"
"ERX9511934"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479937"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAC12"	"SAMEA110381742"	""	""	"WAH"	"2023-09-22"	"ERR9970576"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511934"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479937"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAC12"	"SAMEA110381742"	""	""	"WAH"	"2023-09-22"	"ERR9970581"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511934"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479937"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAC12"	"SAMEA110381742"	""	""	"WAH"	"2023-09-22"	"ERR9970590"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511934"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479937"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAC12"	"SAMEA110381742"	""	""	"WAH"	"2023-09-22"	"ERR9970594"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511934"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479937"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAC12"	"SAMEA110381742"	""	""	"WAH"	"2023-09-22"	"ERR9970595"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511934"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479937"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAC12"	"SAMEA110381742"	""	""	"WAH"	"2023-09-22"	"ERR9970586"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511934"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479937"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAC12"	"SAMEA110381742"	""	""	"WAH"	"2023-09-22"	"ERR9970579"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511934"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479937"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAC12"	"SAMEA110381742"	""	""	"WAH"	"2023-09-22"	"ERR9970584"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511934"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479937"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAC12"	"SAMEA110381742"	""	""	"WAH"	"2023-09-22"	"ERR9970587"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511934"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479937"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAC12"	"SAMEA110381742"	""	""	"WAH"	"2023-09-22"	"ERR9970578"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511934"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479937"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAC12"	"SAMEA110381742"	""	""	"WAH"	"2023-09-22"	"ERR9970596"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511934"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479937"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAC12"	"SAMEA110381742"	""	""	"WAH"	"2023-09-22"	"ERR9970588"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970606"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970607"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970609"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970611"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970623"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970604"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970624"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970628"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970629"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970613"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970620"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970621"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970622"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970614"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970616"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970617"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970625"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970626"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970627"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970605"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970608"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970610"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970630"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970619"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970603"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970615"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970612"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511935"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479938"	"UBERON:0001040"	"yolk sac"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAD12"	"SAMEA110381743"	""	""	"WAH"	"2023-09-22"	"ERR9970618"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511936"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479939"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAE12"	"SAMEA110381744"	""	""	"WAH"	"2023-09-22"	"ERR9970653"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511936"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479939"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAE12"	"SAMEA110381744"	""	""	"WAH"	"2023-09-22"	"ERR9970655"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511936"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479939"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAE12"	"SAMEA110381744"	""	""	"WAH"	"2023-09-22"	"ERR9970652"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511936"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479939"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAE12"	"SAMEA110381744"	""	""	"WAH"	"2023-09-22"	"ERR9970636"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511936"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479939"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAE12"	"SAMEA110381744"	""	""	"WAH"	"2023-09-22"	"ERR9970637"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511936"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479939"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAE12"	"SAMEA110381744"	""	""	"WAH"	"2023-09-22"	"ERR9970647"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511936"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479939"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAE12"	"SAMEA110381744"	""	""	"WAH"	"2023-09-22"	"ERR9970649"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
"ERX9511936"	"ERP139683"	"Illumina NovaSeq 6000"	"ERS12479939"	"UBERON:0000922"	"embryo"	"CL:0002321"	"embryonic cell (metazoa)"	"OcunDv:0000002"	"prenatal stage"	""	"whole organism"	""	NA	NA	NA	"gestational day 9"	"perfect match"	"other"	"other"	"mixed"	"New Zealand white rabbit"	"wild type genotype"	9986	"scRNA-seq"	"10X Genomics V3"	"3'end"	"SIGAE12"	"SAMEA110381744"	""	""	"WAH"	"2023-09-22"	"ERR9970656"	0	9986	"Oryctolagus cuniculus"	"PAIRED"
