Uberon ID	Uberon name	female	male	hermaphrodite
FBbt:00005948	Dd2 neuroblast (Drosophila)	F	F	F
FBbt:00005949	Dd3 neuroblast (Drosophila)	F	F	F
FBbt:00005950	Dd4 neuroblast (Drosophila)	F	F	F
FBbt:00005951	Dd5 neuroblast (Drosophila)	F	F	F
FBbt:00005952	Dd6 neuroblast (Drosophila)	F	F	F
FBbt:00005953	Dd7 neuroblast (Drosophila)	F	F	F
FBbt:00005954	Dd8 neuroblast (Drosophila)	F	F	F
FBbt:00005955	Dd9 neuroblast (Drosophila)	F	F	F
FBbt:00005956	Dd10 neuroblast (Drosophila)	F	F	F
FBbt:00005957	Dd11 neuroblast (Drosophila)	F	F	F
FBbt:00005958	Dd12 neuroblast (Drosophila)	F	F	F
FBbt:00005959	Dd13 neuroblast (Drosophila)	F	F	F
FBbt:00005960	Dv1 neuroblast (Drosophila)	F	F	F
FBbt:00005961	Dv2 neuroblast (Drosophila)	F	F	F
FBbt:00005962	Dv3 neuroblast (Drosophila)	F	F	F
FBbt:00005963	Dv4 neuroblast (Drosophila)	F	F	F
FBbt:00005964	Dv5 neuroblast (Drosophila)	F	F	F
FBbt:00005965	Dv6 neuroblast (Drosophila)	F	F	F
FBbt:00005966	Dv7 neuroblast (Drosophila)	F	F	F
FBbt:00005967	Dv8 neuroblast (Drosophila)	F	F	F
FBbt:00005968	dorsal tritocerebral neuroblast (Drosophila)	F	F	F
FBbt:00005969	ventral tritocerebral neuroblast (Drosophila)	F	F	F
FBbt:00005970	Td1 neuroblast (Drosophila)	F	F	F
FBbt:00005971	Td2 neuroblast (Drosophila)	F	F	F
FBbt:00005972	Td3 neuroblast (Drosophila)	F	F	F
FBbt:00005973	Td4 neuroblast (Drosophila)	F	F	F
FBbt:00005974	Td5 neuroblast (Drosophila)	F	F	F
FBbt:00005975	Td6 neuroblast (Drosophila)	F	F	F
FBbt:00005976	Td7 neuroblast (Drosophila)	F	F	F
FBbt:00005977	Td8 neuroblast (Drosophila)	F	F	F
FBbt:00005978	Tv2 neuroblast (Drosophila)	F	F	F
FBbt:00005979	VI fascicle (Drosophila)	F	F	F
FBbt:00005980	Tv3 neuroblast (Drosophila)	F	F	F
FBbt:00005981	Tv4 neuroblast (Drosophila)	F	F	F
FBbt:00005982	Tv5 neuroblast (Drosophila)	F	F	F
FBbt:00005983	transverse projection (Drosophila)	F	F	F
FBbt:00005984	TP1 (Drosophila)	F	F	F
FBbt:00005985	TP2 (Drosophila)	F	F	F
FBbt:00005986	TP3 (Drosophila)	F	F	F
FBbt:00005987	TP4 (Drosophila)	F	F	F
FBbt:00005988	TP5 (Drosophila)	F	F	F
FBbt:00005989	Pcd12 neuroblast (Drosophila)	F	F	F
FBbt:00005990	Pcd13 neuroblast (Drosophila)	F	F	F
FBbt:00005991	Pcd14 neuroblast (Drosophila)	F	F	F
FBbt:00005992	Pcd15 neuroblast (Drosophila)	F	F	F
FBbt:00005993	Pcd16 neuroblast (Drosophila)	F	F	F
FBbt:00005994	Pcd17 neuroblast (Drosophila)	F	F	F
FBbt:00005995	Pcd18 neuroblast (Drosophila)	F	F	F
FBbt:00005996	Pcd19 neuroblast (Drosophila)	F	F	F
FBbt:00005997	Pcd20 neuroblast (Drosophila)	F	F	F
FBbt:00005998	Pcd21 neuroblast (Drosophila)	F	F	F
FBbt:00006000	Pcv1 neuroblast (Drosophila)	F	F	F
FBbt:00006001	somatic mesoderm derivative (Drosophila)	F	F	F
FBbt:00006002	Pcv5 neuroblast (Drosophila)	F	F	F
FBbt:00006003	Pcv6 neuroblast (Drosophila)	F	F	F
FBbt:00006004	Pcv7 neuroblast (Drosophila)	F	F	F
FBbt:00006005	Pcv8 neuroblast (Drosophila)	F	F	F
FBbt:00006006	Pcv9 neuroblast (Drosophila)	F	F	F
FBbt:00006007	outer photoreceptor cell (Drosophila)	F	F	F
FBbt:00006008	inner photoreceptor cell (Drosophila)	F	F	F
FBbt:00006009	eye photoreceptor cell (Drosophila)	F	F	F
FBbt:00006010	gonadal somatic stem cell (Drosophila)	F	F	F
FBbt:00006012	stage A3 adult (Drosophila)	F	F	F
FBbt:00006013	midgut longitudinal visceral muscle primordium (Drosophila)	F	F	F
FBbt:00006014	embryonic/larval midgut longitudinal visceral muscle (Drosophila)	F	F	F
FBbt:00006015	wing blade (Drosophila)	F	F	F
FBbt:00006016	peritracheal cell (Drosophila)	F	F	F
FBbt:00006017	embryonic/larval peritracheal cell (Drosophila)	F	F	F
FBbt:00006018	adult peritracheal cell (Drosophila)	F	F	F
FBbt:00006019	Tv neuron (Drosophila)	F	F	F
FBbt:00006020	lch5 cap attachment cell (Drosophila)	F	F	F
FBbt:00006021	lch5 ligament attachment cell (Drosophila)	F	F	F
FBbt:00006022	external sensory organ precursor cell IIIb (Drosophila)	F	F	F
FBbt:00006023	eo glial cell (Drosophila)	F	F	F
FBbt:00006024	dorsal multidendritic neuron ddaF (Drosophila)	F	F	F
FBbt:00006025	abdominal dorsal multidendritic neuron ddaF (Drosophila)	F	F	F
FBbt:00006026	abdominal 1 dorsal multidendritic neuron ddaF (Drosophila)	F	F	F
FBbt:00006027	metathoracic dorsal multidendritic neuron ddaF (Drosophila)	F	F	F
FBbt:00006028	EH neurosecretory neuron (Drosophila)	F	F	F
FBbt:00006029	wing pouch (Drosophila)	F	F	F
FBbt:00006030	somatic cell of ovary (Drosophila)	T	F	F
FBbt:00006031	somatic cell of testis (Drosophila)	F	T	F
FBbt:00006033	wing hinge primordium (Drosophila)	F	F	F
FBbt:00006034	primordium of dorsal mesothoracic pleura (Drosophila)	F	F	F
FBbt:00006035	ganglion mother cell GMC7-1a (Drosophila)	F	F	F
FBbt:00006036	ganglion mother cell GMC7-1b (Drosophila)	F	F	F
FBbt:00006037	ganglion mother cell GMC7-1c (Drosophila)	F	F	F
FBbt:00006038	ganglion mother cell GMC7-1d (Drosophila)	F	F	F
FBbt:00006039	ganglion mother cell GMC7-1e (Drosophila)	F	F	F
FBbt:00006040	ganglion mother cell GMC7-1f (Drosophila)	F	F	F
FBbt:00006041	U4 neuron (Drosophila)	F	F	F
FBbt:00006042	A1-7 DA3sib motor neuron (Drosophila)	F	F	F
FBbt:00006043	U5 neuron (Drosophila)	F	F	F
FBbt:00006044	A1-7 LL1sib motor neuron (Drosophila)	F	F	F
FBbt:00006045	antennal nerve (Drosophila)	F	F	F
FBbt:00006046	Tv1 neuroblast (Drosophila)	F	F	F
FBbt:00006047	Tvb neuron (Drosophila)	F	F	F
FBbt:00006048	pacemaker neuron (Drosophila)	F	F	F
FBbt:00006049	escort cell (Drosophila)	T	F	F
FBbt:00006050	escort stem cell (Drosophila)	T	F	F
FBbt:00007002	cell (Drosophila)	F	F	F
FBbt:00007007	embryonic hemocyte anlage (Drosophila)	F	F	F
FBbt:00007008	somatic precursor cell (Drosophila)	F	F	F
FBbt:00007012	cell component (Drosophila)	F	F	F
FBbt:00007014	stem cell (Drosophila)	F	F	F
FBbt:00007021	embryonic/larval oenocyte precursor (Drosophila)	F	F	F
FBbt:00007022	C4 chordotonal organ precursor cell (Drosophila)	F	F	F
FBbt:00007023	C2 chordotonal organ precursor cell (Drosophila)	F	F	F
FBbt:00007024	C3 chordotonal organ precursor cell (Drosophila)	F	F	F
FBbt:00007025	C5 chordotonal organ precursor cell (Drosophila)	F	F	F
FBbt:00007026	adult midgut epithelium (Drosophila)	F	F	F
FBbt:00007028	squamous epithelium (Drosophila)	F	F	F
FBbt:00007029	disc epithelium proper (Drosophila)	F	F	F
FBbt:00007030	oocyte associated follicular epithelium (Drosophila)	T	F	F
FBbt:00007031	nurse cell associated follicular epithelium (Drosophila)	T	F	F
FBbt:00007032	chitinous intima (Drosophila)	F	F	F
FBbt:00007033	chitinous intima of the adult foregut (Drosophila)	F	F	F
FBbt:00007034	chitinous intima of the adult hindgut (Drosophila)	F	F	F
FBbt:00007035	anterior adult hindgut (Drosophila)	F	F	F
FBbt:00007036	adult posterior midgut epithelium (Drosophila)	F	F	F
FBbt:00007037	enterocyte of posterior adult midgut epithelium (Drosophila)	F	F	F
FBbt:00007038	enteroendocrine cell (Drosophila)	F	F	F
FBbt:00007039	intestinal stem cell (Drosophila)	F	F	F
FBbt:00007040	adult anterior midgut epithelium (Drosophila)	F	F	F
FBbt:00007041	chitinous intima of the cardial valve (Drosophila)	F	F	F
FBbt:00007042	enterocyte (Drosophila)	F	F	F
FBbt:00007043	adult cardial valve muscle (Drosophila)	F	F	F
FBbt:00007044	adult midgut pyloric epithelium (Drosophila)	F	F	F
FBbt:00007047	ventral sensory complex anlage (Drosophila)	F	F	F
FBbt:00007048	dorsal pharyngeal muscle anlage (Drosophila)	F	F	F
FBbt:00007049	head visceral muscle primordium (Drosophila)	F	F	F
FBbt:00007050	adult cerebrum (Drosophila)	F	F	F
FBbt:00007051	procephalic glioblast (Drosophila)	F	F	F
FBbt:00007052	ventral midline glioblast (Drosophila)	F	F	F
FBbt:00007053	lateral horn (Drosophila)	F	F	F
FBbt:00007054	superior lateral protocerebrum (Drosophila)	F	F	F
FBbt:00007055	superior medial protocerebrum (Drosophila)	F	F	F
FBbt:00007058	ventrolateral protocerebrum (Drosophila)	F	F	F
FBbt:00007059	anterior optic tubercle (Drosophila)	F	F	F
FBbt:00007063	baso-posterior medial compartment (Drosophila)	F	F	F
FBbt:00007064	dorsal centro-posterior lateral synaptic neuropil domain (Drosophila)	F	F	F
FBbt:00007065	dorso-anterior synaptic neuropil domain (Drosophila)	F	F	F
FBbt:00007066	dorso-posterior synaptic neuropil domain (Drosophila)	F	F	F
FBbt:00007067	baso-central synaptic neuropil domain (Drosophila)	F	F	F
FBbt:00007068	baso-posterior lateral synaptic neuropil domain (Drosophila)	F	F	F
FBbt:00007069	centro-posterior lateral synaptic neuropil domain (Drosophila)	F	F	F
FBbt:00007072	anterior dorsal commissure (Drosophila)	F	F	F
FBbt:00007073	frontal median commissure (Drosophila)	F	F	F
FBbt:00007074	lateral accessory lobe commissure (Drosophila)	F	F	F
FBbt:00007075	superior arch commissure (Drosophila)	F	F	F
FBbt:00007076	anterior cross (Drosophila)	F	F	F
FBbt:00007077	superior posterior lateral protocerebrum commissure (Drosophila)	F	F	F
FBbt:00007078	sub-ellipsoid commissure (Drosophila)	F	F	F
FBbt:00007079	inferior ventral body commissure (Drosophila)	F	F	F
FBbt:00007080	great commissure (Drosophila)	F	F	F
FBbt:00007081	lateral medial fascicle (Drosophila)	F	F	F
FBbt:00007082	medial fascicle (Drosophila)	F	F	F
FBbt:00007083	posterior lateral fascicle (Drosophila)	F	F	F
FBbt:00007084	midline crossing tract (Drosophila)	F	F	F
FBbt:00007085	fascicle of optic foci (Drosophila)	F	F	F
FBbt:00007086	posterior tract of the ventral body (Drosophila)	F	F	F
FBbt:00007087	embryonic/larval cardial valve (Drosophila)	F	F	F
FBbt:00007088	neural lamella (Drosophila)	F	F	F
FBbt:00007089	perineurial sheath (Drosophila)	F	F	F
FBbt:00007090	perineurium (Drosophila)	F	F	F
FBbt:00007092	antennal lobe glomerulus VM7v (Drosophila)	F	F	F
FBbt:00007093	antennal lobe glomerulus 2 (Drosophila)	F	F	F
FBbt:00007094	antennal lobe glomerulus compartment (Drosophila)	F	F	F
FBbt:00007097	antennal lobe glomerulus DP1m (Drosophila)	F	F	F
FBbt:00007098	antennal lobe glomerulus DP1l (Drosophila)	F	F	F
FBbt:00007101	antennal lobe glomerulus VA1d (Drosophila)	F	F	F
FBbt:00007102	antennal lobe glomerulus VA7m (Drosophila)	F	F	F
FBbt:00007103	antennal lobe glomerulus VA7l (Drosophila)	F	F	F
FBbt:00007104	antennal lobe glomerulus VC3m (Drosophila)	F	F	F
FBbt:00007105	antennal lobe glomerulus VC3l (Drosophila)	F	F	F
FBbt:00007106	antennal lobe glomerulus VL2a (Drosophila)	F	F	F
FBbt:00007107	antennal lobe glomerulus VL2p (Drosophila)	F	F	F
FBbt:00007108	imaginal disc epithelial cell (Drosophila)	F	F	F
FBbt:00007109	imaginal disc anterior compartment (Drosophila)	F	F	F
FBbt:00007110	developmental compartment (Drosophila)	F	F	F
FBbt:00007111	imaginal disc posterior compartment (Drosophila)	F	F	F
FBbt:00007112	cell body rind of mushroom body (Drosophila)	F	F	F
FBbt:00007113	mushroom body neuroblast (Drosophila)	F	F	F
FBbt:00007114	cell body rind of the central nervous system (Drosophila)	F	F	F
FBbt:00007115	embryonic/larval neuroblast (Drosophila)	F	F	F
FBbt:00007117	neuropil glial sheath (Drosophila)	F	F	F
FBbt:00007118	centro-anterior synaptic neuropil domain (Drosophila)	F	F	F
FBbt:00007119	anterior transverse tract (Drosophila)	F	F	F
FBbt:00007120	posterior transverse tract (Drosophila)	F	F	F
FBbt:00007121	dorsal posterior commissure (Drosophila)	F	F	F
FBbt:00007122	dorsal posterior protocerebral tract (Drosophila)	F	F	F
FBbt:00007125	centro-posterior intermediate synaptic neuropil domain (Drosophila)	F	F	F
FBbt:00007126	embryonic/larval posterior cervical tract (Drosophila)	F	F	F
FBbt:00007127	embryonic/larval antennal lobe (Drosophila)	F	F	F
FBbt:00007128	antero-basal tract (Drosophila)	F	F	F
FBbt:00007129	baso-cervical synaptic neuropil domain (Drosophila)	F	F	F
FBbt:00007130	baso-medial protocerebral tract (Drosophila)	F	F	F
FBbt:00007131	larval optic focus (Drosophila)	F	F	F
FBbt:00007132	dorsal air sac (Drosophila)	F	F	F
FBbt:00007133	air sac subdivision (Drosophila)	F	F	F
FBbt:00007134	head air sac (Drosophila)	F	F	F
FBbt:00007135	dorsal air sac primordium (Drosophila)	F	F	F
FBbt:00007136	male germline cyst (Drosophila)	F	T	F
FBbt:00007137	female germline cyst (Drosophila)	F	F	F
FBbt:00007138	spermatogonial cyst (Drosophila)	F	T	F
FBbt:00007139	male fusome (Drosophila)	F	T	F
FBbt:00007140	female fusome (Drosophila)	T	F	F
FBbt:00007141	germinal proliferation center hub (Drosophila)	F	T	F
FBbt:00007142	eye disc anterior to the morphogenetic furrow (Drosophila)	F	F	F
FBbt:00007143	eye disc posterior to the morphogenetic furrow (Drosophila)	F	F	F
FBbt:00007144	early ommatidial precursor cluster (Drosophila)	F	F	F
FBbt:00007146	adult deutocerebrum (Drosophila)	F	F	F
FBbt:00007147	adult tritocerebrum (Drosophila)	F	F	F
FBbt:00007148	embryonic/larval antenno-cerebral tract (Drosophila)	F	F	F
FBbt:00007151	adult antennal sense organ (Drosophila)	F	F	F
FBbt:00007153	embryonic/larval antennal lobe glomerulus (Drosophila)	F	F	F
FBbt:00007157	anterior bundle (Drosophila)	F	F	F
FBbt:00007158	adult maxillary neuromere (Drosophila)	F	F	F
FBbt:00007159	adult mandibular neuromere (Drosophila)	F	F	F
FBbt:00007160	adult labial neuromere (Drosophila)	F	F	F
FBbt:00007161	maxillary subesophageal commissure (Drosophila)	F	F	F
FBbt:00007162	labial commissure (Drosophila)	F	F	F
FBbt:00007163	ventral arm of pharyngeal sclerite (Drosophila)	F	F	F
FBbt:00007164	dorsal arm of pharyngeal sclerite (Drosophila)	F	F	F
FBbt:00007165	dorsal wing blade (Drosophila)	F	F	F
FBbt:00007166	ventral wing blade (Drosophila)	F	F	F
FBbt:00007173	cholinergic neuron (Drosophila)	F	F	F
FBbt:00007189	central dome sensillum (Drosophila)	F	F	F
FBbt:00007190	olfactory receptor neuron of dorsal organ (Drosophila)	F	F	F
FBbt:00007191	calyx of larval mushroom body (Drosophila)	F	F	F
FBbt:00007192	larval MB calyx glomerulus A1 (Drosophila)	F	F	F
FBbt:00007193	larval MB calyx glomerulus A2 (Drosophila)	F	F	F
FBbt:00007194	larval MB calyx glomerulus V3 (Drosophila)	F	F	F
FBbt:00007195	larval MB calyx glomerulus D1 (Drosophila)	F	F	F
FBbt:00007196	larval MB calyx glomerulus L1 (Drosophila)	F	F	F
FBbt:00007197	larval MB calyx glomerulus M3 (Drosophila)	F	F	F
FBbt:00007198	larval MB calyx glomerulus A3 (Drosophila)	F	F	F
FBbt:00007199	larval MB calyx glomerulus V4 (Drosophila)	F	F	F
FBbt:00007200	larval MB calyx glomerulus L2 (Drosophila)	F	F	F
FBbt:00007201	larval MB calyx glomerulus D3 (Drosophila)	F	F	F
FBbt:00007203	larval MB calyx glomerulus I1 (Drosophila)	F	F	F
FBbt:00007204	larval MB calyx glomerulus D5 (Drosophila)	F	F	F
FBbt:00007205	larval MB calyx glomerulus I7 (Drosophila)	F	F	F
FBbt:00007206	larval MB calyx glomerulus A4 (Drosophila)	F	F	F
FBbt:00007207	larval MB calyx glomerulus L7 (Drosophila)	F	F	F
FBbt:00007208	larval MB calyx glomerulus M1 (Drosophila)	F	F	F
FBbt:00007209	larval MB calyx glomerulus I2 (Drosophila)	F	F	F
FBbt:00007210	larval MB calyx glomerulus V7 (Drosophila)	F	F	F
FBbt:00007211	larval MB calyx glomerulus V6 (Drosophila)	F	F	F
FBbt:00007212	larval MB calyx glomerulus D4 (Drosophila)	F	F	F
FBbt:00007213	larval MB calyx glomerulus M2 (Drosophila)	F	F	F
FBbt:00007214	larval MB calyx glomerulus L5 (Drosophila)	F	F	F
FBbt:00007215	larval MB calyx glomerulus I4 (Drosophila)	F	F	F
FBbt:00007216	larval MB calyx glomerulus M4 (Drosophila)	F	F	F
FBbt:00007217	larval MB calyx glomerulus V2 (Drosophila)	F	F	F
FBbt:00007218	larval MB calyx glomerulus D2 (Drosophila)	F	F	F
FBbt:00007219	larval MB calyx glomerulus I6 (Drosophila)	F	F	F
FBbt:00007220	larval MB calyx glomerulus I3 (Drosophila)	F	F	F
FBbt:00007221	larval MB calyx glomerulus I5 (Drosophila)	F	F	F
FBbt:00007222	larval MB calyx glomerulus V5 (Drosophila)	F	F	F
FBbt:00007223	larval MB calyx glomerulus V8 (Drosophila)	F	F	F
FBbt:00007224	larval mushroom body calyx glomerulus (Drosophila)	F	F	F
FBbt:00007225	embryonic/larval antennal lobe projection neuron (Drosophila)	F	F	F
FBbt:00007226	local interneuron of larval antennal lobe (Drosophila)	F	F	F
FBbt:00007227	dorsal organ ganglion (Drosophila)	F	F	F
FBbt:00007228	GABAergic neuron (Drosophila)	F	F	F
FBbt:00007234	compound sense organ (Drosophila)	F	F	F
FBbt:00007235	external compound sense organ (Drosophila)	F	F	F
FBbt:00007236	internal compound sense organ (Drosophila)	F	F	F
FBbt:00007237	pentascolopidial chordotonal organ (Drosophila)	F	F	F
FBbt:00007238	triscolopidial chordotonal organ (Drosophila)	F	F	F
FBbt:00007239	adult sensillum (Drosophila)	F	F	F
FBbt:00007241	adult head sensillum (Drosophila)	F	F	F
FBbt:00007243	embryonic/larval foregut sensillum (Drosophila)	F	F	F
FBbt:00007244	embryonic/larval thoracic sensillum (Drosophila)	F	F	F
FBbt:00007246	cuticle layer (Drosophila)	F	F	F
FBbt:00007247	chorionic layer (Drosophila)	F	F	F
FBbt:00007249	adult prothoracic chordotonal organ (Drosophila)	F	F	F
FBbt:00007250	inter-ommatidial cell (Drosophila)	F	F	F
FBbt:00007251	rhabdomeric photoreceptor cell (Drosophila)	F	F	F
FBbt:00007252	ciliated photoreceptor cell (Drosophila)	F	F	F
FBbt:00007253	photoreceptor cell of Bolwig organ (Drosophila)	F	F	F
FBbt:00007254	eo support cell (Drosophila)	F	F	F
FBbt:00007255	abdominal ventral monoscolopidial chordotonal organ vch2 (Drosophila)	F	F	F
FBbt:00007256	vch2 neuron (Drosophila)	F	F	F
FBbt:00007257	abdominal vch2 neuron (Drosophila)	F	F	F
FBbt:00007258	abdominal 7 vch2 neuron (Drosophila)	F	F	F
FBbt:00007259	abdominal 2 vch2 neuron (Drosophila)	F	F	F
FBbt:00007260	abdominal 3 vch2 neuron (Drosophila)	F	F	F
FBbt:00007261	abdominal 4 vch2 neuron (Drosophila)	F	F	F
FBbt:00007262	abdominal 5 vch2 neuron (Drosophila)	F	F	F
FBbt:00007263	abdominal 6 vch2 neuron (Drosophila)	F	F	F
FBbt:00007264	abdominal 1 vch2 neuron (Drosophila)	F	F	F
FBbt:00007265	abdominal 7 ventral monoscolopidial chordotonal organ vch2 (Drosophila)	F	F	F
FBbt:00007266	abdominal 2 ventral monoscolopidial chordotonal organ vch2 (Drosophila)	F	F	F
FBbt:00007267	abdominal 3 ventral monoscolopidial chordotonal organ vch2 (Drosophila)	F	F	F
FBbt:00007268	abdominal 4 ventral monoscolopidial chordotonal organ vch2 (Drosophila)	F	F	F
FBbt:00007269	abdominal 5 ventral monoscolopidial chordotonal organ vch2 (Drosophila)	F	F	F
FBbt:00007270	abdominal 6 ventral monoscolopidial chordotonal organ vch2 (Drosophila)	F	F	F
FBbt:00007271	abdominal 1 ventral monoscolopidial chordotonal organ vch2 (Drosophila)	F	F	F
FBbt:00007272	class I dendritic arborizing neuron (Drosophila)	F	F	F
FBbt:00007273	class II dendritic arborizing neuron (Drosophila)	F	F	F
FBbt:00007274	class III dendritic arborizing neuron (Drosophila)	F	F	F
FBbt:00007275	class IV dendritic arborizing neuron (Drosophila)	F	F	F
FBbt:00007279	labial complex (Drosophila)	F	F	F
FBbt:00007281	epiphysis (Drosophila)	F	F	F
FBbt:00007282	labial organ sensillum (Drosophila)	F	F	F
FBbt:00007286	integument of adult abdominal segment 1 (Drosophila)	F	F	F
FBbt:00007290	syncytium (Drosophila)	F	F	F
FBbt:00007291	region of integument defined by pigmentation pattern (Drosophila)	F	F	F
FBbt:00007292	sensory neuron of trichoid sensillum (Drosophila)	F	F	F
FBbt:00007294	endocrine cell (Drosophila)	F	F	F
FBbt:00007295	embryonic/larval thoracic/abdominal ventral sensory cluster (Drosophila)	F	F	F
FBbt:00007296	embryonic/larval thoracic/abdominal dorsal sensory cluster (Drosophila)	F	F	F
FBbt:00007297	embryonic/larval thoracic/abdominal lateral sensory cluster (Drosophila)	F	F	F
FBbt:00007298	embryonic/larval mesothoracic dorsal sensory cluster (Drosophila)	F	F	F
FBbt:00007299	embryonic/larval prothoracic dorsal sensory cluster (Drosophila)	F	F	F
FBbt:00007300	embryonic/larval metathoracic dorsal sensory cluster (Drosophila)	F	F	F
FBbt:00007301	embryonic/larval dorsal sensory cluster of A1-7 (Drosophila)	F	F	F
FBbt:00007302	embryonic/larval prothoracic lateral sensory cluster (Drosophila)	F	F	F
FBbt:00007303	embryonic/larval mesothoracic lateral sensory cluster (Drosophila)	F	F	F
FBbt:00007304	embryonic/larval metathoracic lateral sensory cluster (Drosophila)	F	F	F
FBbt:00007305	embryonic/larval lateral sensory cluster of A1-7 (Drosophila)	F	F	F
FBbt:00007306	embryonic/larval prothoracic ventral sensory cluster (Drosophila)	F	F	F
FBbt:00007307	embryonic/larval mesothoracic ventral sensory cluster (Drosophila)	F	F	F
FBbt:00007308	embryonic/larval metathoracic ventral sensory cluster (Drosophila)	F	F	F
FBbt:00007309	embryonic/larval ventral sensory cluster of A1-7 (Drosophila)	F	F	F
FBbt:00007310	integument of larval mesothoracic segment (Drosophila)	F	F	F
FBbt:00007311	integument of larval metathoracic segment (Drosophila)	F	F	F
FBbt:00007312	integument of larval prothoracic segment (Drosophila)	F	F	F
FBbt:00007313	integument of larval segment A1-7 (Drosophila)	F	F	F
FBbt:00007314	intersegmental nerve of A1-7 (Drosophila)	F	F	F
FBbt:00007315	segmental nerve of A1-7 (Drosophila)	F	F	F
FBbt:00007316	sensory cluster (Drosophila)	F	F	F
FBbt:00007317	adult oenocyte band (Drosophila)	F	F	F
FBbt:00007318	embryonic/larval head nerve (Drosophila)	F	F	F
FBbt:00007319	cardial cell (Drosophila)	F	F	F
FBbt:00007320	embryonic/larval cardial cell (Drosophila)	F	F	F
FBbt:00007321	embryonic cardioblast (Drosophila)	F	F	F
FBbt:00007322	embryonic heart cardioblast (Drosophila)	F	F	F
FBbt:00007323	embryonic aortic cardioblast (Drosophila)	F	F	F
FBbt:00007324	embryonic ostial cardioblast (Drosophila)	F	F	F
FBbt:00007325	epidermal cell (Drosophila)	F	F	F
FBbt:00007326	intersegmental nerve branch ISNb of A1-7 (Drosophila)	F	F	F
FBbt:00007327	intersegmental nerve branch ISNd of A1-7 (Drosophila)	F	F	F
FBbt:00007328	segmental nerve branch SNa of A1-7 (Drosophila)	F	F	F
FBbt:00007329	segmental nerve branch SNc of A1-7 (Drosophila)	F	F	F
FBbt:00007332	tagmatic subdivision of organ system (Drosophila)	F	F	F
FBbt:00007333	AC thermosensory neuron (Drosophila)	F	F	F
FBbt:00007334	antennal segment 3 thermosensory organ (Drosophila)	F	F	F
FBbt:00007335	embryonic/larval intercalary segment sense organ (Drosophila)	F	F	F
FBbt:00007336	abdominal nerve to the ovary (Drosophila)	F	F	F
FBbt:00007337	abdominal nerve to the uterus (Drosophila)	F	F	F
FBbt:00007338	lateral oviduct circular muscle (Drosophila)	F	F	F
FBbt:00007339	serotonergic SP1 neuron (Drosophila)	F	F	F
FBbt:00007340	haltere trichome (Drosophila)	F	F	F
FBbt:00007341	serotonergic LP2 neuron (Drosophila)	F	F	F
FBbt:00007342	thoracic neuroblast b (Drosophila)	F	F	F
FBbt:00007343	thoracic neuroblast d (Drosophila)	F	F	F
FBbt:00007344	somatic stem cell (Drosophila)	F	F	F
FBbt:00007345	antennal coeloconic sensillum C2 (Drosophila)	F	F	F
FBbt:00007346	antennal coeloconic sensillum C3 (Drosophila)	F	F	F
FBbt:00007347	sensillar lymph space (Drosophila)	F	F	F
FBbt:00007348	antennal sensillum trichodeum T1 (Drosophila)	F	F	F
FBbt:00007349	antennal sensillum trichodeum T2 (Drosophila)	F	F	F
FBbt:00007350	antennal sensillum trichodeum T3 (Drosophila)	F	F	F
FBbt:00007352	antennal olfactory receptor neuron (Drosophila)	F	F	F
FBbt:00007353	maxillary palp olfactory receptor neuron (Drosophila)	F	F	F
FBbt:00007354	antenno-subesophageal tract (Drosophila)	F	F	F
FBbt:00007355	basiconic sensillum LB-I (Drosophila)	F	F	F
FBbt:00007356	basiconic sensillum LB-II2 (Drosophila)	F	F	F
FBbt:00007357	basiconic sensillum LB-II4 (Drosophila)	F	F	F
FBbt:00007358	sensillum intermedia (Drosophila)	F	F	F
FBbt:00007359	sensillum intermedia of antennal segment 3 (Drosophila)	F	F	F
FBbt:00007360	antennal lobe glomerulus DA4l (Drosophila)	F	F	F
FBbt:00007361	antennal lobe glomerulus DA4m (Drosophila)	F	F	F
FBbt:00007362	glomerulus compartment (Drosophila)	F	F	F
FBbt:00007363	antennal lobe glomerulus VA1v (Drosophila)	F	F	F
FBbt:00007364	octopaminergic neuron (Drosophila)	F	F	F
FBbt:00007365	antennal lobe glomerulus VM5v (Drosophila)	F	F	F
FBbt:00007366	antennal lobe glomerulus VC4 (Drosophila)	F	F	F
FBbt:00007367	histaminergic neuron (Drosophila)	F	F	F
FBbt:00007368	aminergic neuron (Drosophila)	F	F	F
FBbt:00007369	inter-ommatidial precursor cell (Drosophila)	F	F	F
FBbt:00007370	primary pigment cell precursor (Drosophila)	F	F	F
FBbt:00007371	retinal pigment cell (Drosophila)	F	F	F
FBbt:00007372	retinal pigment granule (Drosophila)	F	F	F
FBbt:00007374	ganglion mother cell GMC7-3a (Drosophila)	F	F	F
FBbt:00007375	ganglion mother cell GMC7-3b (Drosophila)	F	F	F
FBbt:00007376	ganglion mother cell GMC7-3c (Drosophila)	F	F	F
FBbt:00007377	embryonic/larval tritocerebral commissure (Drosophila)	F	F	F
FBbt:00007378	embryonic/larval protocerebral commissure (Drosophila)	F	F	F
FBbt:00007379	frontal connective (Drosophila)	F	F	F
FBbt:00007380	spinule (Drosophila)	F	F	F
FBbt:00007381	spinule of maxillary palpus (Drosophila)	F	F	F
FBbt:00007383	uniglomerular antennal lobe projection neuron (Drosophila)	F	F	F
FBbt:00007384	multiglomerular antennal lobe projection neuron (Drosophila)	F	F	F
