Gene stable ID	Transcript stable ID	AFFY Mu11KsubB probe
ENSMUSG00000000869	ENSMUST00000150568	IL4_at
ENSMUSG00000000869	ENSMUST00000140684	IL4_at
ENSMUSG00000000869	ENSMUST00000000889	IL4_at
ENSMUSG00000022283	ENSMUST00000001809	Msa.2609.0_f_at
ENSMUSG00000022283	ENSMUST00000001809	X65553_f_at
ENSMUSG00000022283	ENSMUST00000155116	Msa.2609.0_f_at
ENSMUSG00000022283	ENSMUST00000155116	X65553_f_at
ENSMUSG00000022283	ENSMUST00000146577	Msa.2609.0_f_at
ENSMUSG00000022283	ENSMUST00000146577	X65553_f_at
ENSMUSG00000022283	ENSMUST00000147116	Msa.2609.0_f_at
ENSMUSG00000022283	ENSMUST00000147116	X65553_f_at
ENSMUSG00000022283	ENSMUST00000156793	Msa.2609.0_f_at
ENSMUSG00000022283	ENSMUST00000156793	X65553_f_at
ENSMUSG00000083443	ENSMUST00000120088	Msa.4201.0_s_at
ENSMUSG00000036322	ENSMUST00000134042	Msa.950.0_at
ENSMUSG00000036322	ENSMUST00000235482	Msa.950.0_at
ENSMUSG00000001663	ENSMUST00000001713	X98055_s_at
ENSMUSG00000001663	ENSMUST00000120177	X98055_s_at
ENSMUSG00000024456	ENSMUST00000115634	U96963_s_at
ENSMUSG00000024456	ENSMUST00000025337	U96963_s_at
ENSMUSG00000024456	ENSMUST00000115631	U96963_s_at
ENSMUSG00000024456	ENSMUST00000127346	U96963_s_at
ENSMUSG00000024456	ENSMUST00000115629	U96963_s_at
ENSMUSG00000024456	ENSMUST00000080033	U96963_s_at
ENSMUSG00000056962	ENSMUST00000141735	Z31236_s_at
ENSMUSG00000056962	ENSMUST00000047616	Z31236_s_at
ENSMUSG00000056962	ENSMUST00000130120	Z31236_s_at
ENSMUSG00000056962	ENSMUST00000142495	Z31236_s_at
ENSMUSG00000056962	ENSMUST00000124831	Z31236_s_at
ENSMUSG00000056962	ENSMUST00000140349	Z31236_s_at
ENSMUSG00000056962	ENSMUST00000140513	Z31236_s_at
ENSMUSG00000058927	ENSMUST00000073080	Msa.2245.0_s_at
ENSMUSG00000058927	ENSMUST00000073080	X01756_f_at
ENSMUSG00000049321	ENSMUST00000109129	Y00850_at
ENSMUSG00000049321	ENSMUST00000109129	Y00850_g_at
ENSMUSG00000049321	ENSMUST00000116378	Y00850_at
ENSMUSG00000049321	ENSMUST00000116378	Y00850_g_at
ENSMUSG00000049321	ENSMUST00000109128	Y00850_at
ENSMUSG00000049321	ENSMUST00000109128	Y00850_g_at
ENSMUSG00000021549	ENSMUST00000109552	Msa.37527.0_s_at
ENSMUSG00000021549	ENSMUST00000223598	Msa.37527.0_s_at
ENSMUSG00000021549	ENSMUST00000146792	Msa.37527.0_s_at
ENSMUSG00000021549	ENSMUST00000142285	Msa.37527.0_s_at
ENSMUSG00000079465	ENSMUST00000113457	Msa.3098.0_at
ENSMUSG00000079465	ENSMUST00000125563	Msa.3098.0_at
ENSMUSG00000079465	ENSMUST00000152664	Msa.3098.0_at
ENSMUSG00000064193	ENSMUST00000138679	Msa.13616.0_f_at
ENSMUSG00000064193	ENSMUST00000138679	Msa.5307.0_f_at
ENSMUSG00000022841	ENSMUST00000090023	Msa.1678.0_s_at
ENSMUSG00000022841	ENSMUST00000007216	Msa.1678.0_s_at
ENSMUSG00000022841	ENSMUST00000134981	Msa.1678.0_s_at
ENSMUSG00000022841	ENSMUST00000148507	Msa.1678.0_s_at
ENSMUSG00000022841	ENSMUST00000131203	Msa.1678.0_s_at
ENSMUSG00000022841	ENSMUST00000150986	Msa.1678.0_s_at
ENSMUSG00000022841	ENSMUST00000150537	Msa.1678.0_s_at
ENSMUSG00000051490	ENSMUST00000058600	X86368_s_at
ENSMUSG00000020108	ENSMUST00000020308	w10325_s_at
ENSMUSG00000032525	ENSMUST00000183070	Msa.28134.0_s_at
ENSMUSG00000032525	ENSMUST00000035112	Msa.28134.0_s_at
ENSMUSG00000032525	ENSMUST00000182763	Msa.28134.0_s_at
ENSMUSG00000032525	ENSMUST00000182904	Msa.28134.0_s_at
ENSMUSG00000032525	ENSMUST00000182311	Msa.28134.0_s_at
ENSMUSG00000032525	ENSMUST00000183311	Msa.28134.0_s_at
ENSMUSG00000032525	ENSMUST00000183207	Msa.28134.0_s_at
ENSMUSG00000032525	ENSMUST00000182179	Msa.28134.0_s_at
ENSMUSG00000032525	ENSMUST00000182225	Msa.28134.0_s_at
ENSMUSG00000016087	ENSMUST00000016231	X59421_s_at
ENSMUSG00000100555	ENSMUST00000186797	Msa.8738.0_s_at
ENSMUSG00000100555	ENSMUST00000186797	Msa.32763.0_s_at
ENSMUSG00000038843	ENSMUST00000174236	Msa.1398.0_s_at
ENSMUSG00000038843	ENSMUST00000236139	Msa.1398.0_s_at
ENSMUSG00000038843	ENSMUST00000235184	Msa.1398.0_s_at
ENSMUSG00000038843	ENSMUST00000169897	Msa.1398.0_s_at
ENSMUSG00000038210	ENSMUST00000048026	Msa.1832.0_at
ENSMUSG00000038210	ENSMUST00000131495	Msa.1832.0_at
ENSMUSG00000078765	ENSMUST00000168222	Msa.7315.0_s_at
ENSMUSG00000078765	ENSMUST00000170453	Msa.7315.0_s_at
ENSMUSG00000078765	ENSMUST00000165773	Msa.7315.0_s_at
ENSMUSG00000078765	ENSMUST00000169283	Msa.7315.0_s_at
ENSMUSG00000078765	ENSMUST00000169962	Msa.7315.0_s_at
ENSMUSG00000078765	ENSMUST00000165009	Msa.7315.0_s_at
ENSMUSG00000078765	ENSMUST00000171364	Msa.7315.0_s_at
ENSMUSG00000078765	ENSMUST00000165524	Msa.7315.0_s_at
ENSMUSG00000024055	ENSMUST00000075253	w64560_s_at
ENSMUSG00000024055	ENSMUST00000139353	w64560_s_at
ENSMUSG00000024055	ENSMUST00000235098	w64560_s_at
ENSMUSG00000024055	ENSMUST00000137222	w64560_s_at
ENSMUSG00000024055	ENSMUST00000123653	w64560_s_at
ENSMUSG00000024055	ENSMUST00000234534	w64560_s_at
ENSMUSG00000021548	ENSMUST00000022030	Msa.31187.0_s_at
ENSMUSG00000021548	ENSMUST00000165077	Msa.31187.0_s_at
ENSMUSG00000021548	ENSMUST00000164127	Msa.31187.0_s_at
ENSMUSG00000021548	ENSMUST00000163600	Msa.31187.0_s_at
ENSMUSG00000025370	ENSMUST00000228307	Msa.3036.0_s_at
ENSMUSG00000025370	ENSMUST00000026432	Msa.3036.0_s_at
ENSMUSG00000033880	ENSMUST00000144529	x67809_s_at
ENSMUSG00000033880	ENSMUST00000043722	x67809_s_at
ENSMUSG00000027249	ENSMUST00000111335	x52308_s_at
ENSMUSG00000027249	ENSMUST00000028681	x52308_s_at
ENSMUSG00000110720	ENSMUST00000215196	Msa.2275.0_at
ENSMUSG00000092534	ENSMUST00000172958	w41032_s_at
ENSMUSG00000083892	ENSMUST00000120711	Msa.21575.0_s_at
ENSMUSG00000046223	ENSMUST00000002284	Msa.1452.0_s_at
ENSMUSG00000046223	ENSMUST00000205877	Msa.1452.0_s_at
ENSMUSG00000046223	ENSMUST00000206514	Msa.1452.0_s_at
ENSMUSG00000046223	ENSMUST00000206636	Msa.1452.0_s_at
ENSMUSG00000047182	ENSMUST00000196511	Msa.21274.0_s_at
ENSMUSG00000047182	ENSMUST00000057314	Msa.21274.0_s_at
ENSMUSG00000024621	ENSMUST00000025523	X06368_s_at
ENSMUSG00000024621	ENSMUST00000115268	X06368_s_at
ENSMUSG00000020017	ENSMUST00000129421	Msa.738.0_s_at
ENSMUSG00000020017	ENSMUST00000016031	Msa.738.0_s_at
ENSMUSG00000020017	ENSMUST00000152883	Msa.738.0_s_at
ENSMUSG00000045114	ENSMUST00000159916	Msa.19133.0_s_at
ENSMUSG00000045114	ENSMUST00000160767	Msa.19133.0_s_at
ENSMUSG00000045114	ENSMUST00000161931	Msa.19133.0_s_at
ENSMUSG00000045114	ENSMUST00000201963	Msa.19133.0_s_at
ENSMUSG00000045114	ENSMUST00000202936	Msa.19133.0_s_at
ENSMUSG00000024517	ENSMUST00000173985	Msa.19228.0_s_at
ENSMUSG00000024517	ENSMUST00000025395	Msa.19228.0_s_at
ENSMUSG00000024517	ENSMUST00000173530	Msa.19228.0_s_at
ENSMUSG00000030680	ENSMUST00000200948	w41032_s_at
ENSMUSG00000030680	ENSMUST00000162069	w41032_s_at
ENSMUSG00000108506	ENSMUST00000206719	Z50159_f_at
ENSMUSG00000105373	ENSMUST00000198579	Msa.623.0_f_at
ENSMUSG00000107068	ENSMUST00000032918	Msa.19133.0_s_at
ENSMUSG00000107068	ENSMUST00000032918	w41032_s_at
ENSMUSG00000107068	ENSMUST00000201606	w41032_s_at
ENSMUSG00000107068	ENSMUST00000202624	w41032_s_at
ENSMUSG00000107068	ENSMUST00000161728	w41032_s_at
ENSMUSG00000107068	ENSMUST00000202798	w41032_s_at
ENSMUSG00000025194	ENSMUST00000026208	Msa.21579.0_s_at
ENSMUSG00000020152	ENSMUST00000000137	Msa.40979.0_at
ENSMUSG00000062327	ENSMUST00000074667	X51683_s_at
ENSMUSG00000062327	ENSMUST00000177118	X51683_s_at
ENSMUSG00000108179	ENSMUST00000203417	Msa.26976.0_s_at
ENSMUSG00000047104	ENSMUST00000050471	Msa.26976.0_s_at
ENSMUSG00000028080	ENSMUST00000107635	w11010_s_at
ENSMUSG00000028080	ENSMUST00000195524	w11010_s_at
ENSMUSG00000074862	ENSMUST00000119492	Msa.14596.0_s_at
ENSMUSG00000074862	ENSMUST00000119753	Msa.14596.0_s_at
ENSMUSG00000074862	ENSMUST00000121138	Msa.14596.0_s_at
ENSMUSG00000074862	ENSMUST00000099442	Msa.14596.0_s_at
ENSMUSG00000071322	ENSMUST00000095726	x58169_s_at
ENSMUSG00000071322	ENSMUST00000128533	x58169_s_at
ENSMUSG00000071322	ENSMUST00000129709	x58169_s_at
ENSMUSG00000071322	ENSMUST00000140192	x58169_s_at
ENSMUSG00000071322	ENSMUST00000138222	x58169_s_at
ENSMUSG00000028599	ENSMUST00000030336	TNFRII_at
ENSMUSG00000029513	ENSMUST00000031486	Msa.15571.0_s_at
ENSMUSG00000029513	ENSMUST00000031486	Msa.13815.0_s_at
ENSMUSG00000029513	ENSMUST00000111999	Msa.15571.0_s_at
ENSMUSG00000029513	ENSMUST00000111999	Msa.13815.0_s_at
ENSMUSG00000029513	ENSMUST00000133098	Msa.15571.0_s_at
ENSMUSG00000029513	ENSMUST00000133098	Msa.13815.0_s_at
ENSMUSG00000029513	ENSMUST00000148208	Msa.15571.0_s_at
ENSMUSG00000029513	ENSMUST00000148208	Msa.13815.0_s_at
ENSMUSG00000029513	ENSMUST00000147343	Msa.15571.0_s_at
ENSMUSG00000029513	ENSMUST00000147343	Msa.13815.0_s_at
ENSMUSG00000029513	ENSMUST00000141018	Msa.13815.0_s_at
ENSMUSG00000029513	ENSMUST00000152174	Msa.15571.0_s_at
ENSMUSG00000049676	ENSMUST00000166419	Msa.3963.0_s_at
ENSMUSG00000049676	ENSMUST00000085819	Msa.3963.0_s_at
ENSMUSG00000049676	ENSMUST00000163782	Msa.3963.0_s_at
ENSMUSG00000027947	ENSMUST00000197679	x51975_s_at
ENSMUSG00000027947	ENSMUST00000029559	x51975_s_at
ENSMUSG00000038203	ENSMUST00000147595	Msa.2789.0_s_at
ENSMUSG00000038203	ENSMUST00000174763	Msa.2789.0_s_at
ENSMUSG00000038203	ENSMUST00000172961	Msa.2789.0_s_at
ENSMUSG00000038203	ENSMUST00000173368	Msa.2789.0_s_at
ENSMUSG00000038203	ENSMUST00000047993	Msa.2789.0_s_at
ENSMUSG00000038203	ENSMUST00000114416	Msa.2789.0_s_at
ENSMUSG00000029759	ENSMUST00000129344	Msa.2122.0_s_at
ENSMUSG00000029759	ENSMUST00000031773	Msa.2122.0_s_at
ENSMUSG00000029759	ENSMUST00000125686	Msa.2122.0_s_at
ENSMUSG00000068697	ENSMUST00000090469	w29466_s_at
ENSMUSG00000068697	ENSMUST00000224472	w29466_s_at
ENSMUSG00000031644	ENSMUST00000120689	S45828_at
ENSMUSG00000031644	ENSMUST00000034065	S45828_at
ENSMUSG00000031644	ENSMUST00000211256	S45828_at
ENSMUSG00000031644	ENSMUST00000211672	S45828_at
ENSMUSG00000082691	ENSMUST00000117045	Msa.1218.0_f_at
ENSMUSG00000081170	ENSMUST00000120626	Msa.1150.0_f_at
ENSMUSG00000041261	ENSMUST00000066674	X61397_s_at
ENSMUSG00000090019	ENSMUST00000054368	Msa.3043.0_s_at
ENSMUSG00000090019	ENSMUST00000140054	Msa.3043.0_s_at
ENSMUSG00000090019	ENSMUST00000204168	Msa.3043.0_s_at
ENSMUSG00000090019	ENSMUST00000142703	Msa.3043.0_s_at
ENSMUSG00000090019	ENSMUST00000203797	Msa.3043.0_s_at
ENSMUSG00000105263	ENSMUST00000200473	Msa.2275.0_at
ENSMUSG00000038482	ENSMUST00000209885	X72310_s_at
ENSMUSG00000038482	ENSMUST00000209396	X72310_s_at
ENSMUSG00000038482	ENSMUST00000210501	X72310_s_at
ENSMUSG00000038482	ENSMUST00000211606	X72310_s_at
ENSMUSG00000038482	ENSMUST00000170909	X72310_s_at
ENSMUSG00000071359	ENSMUST00000127698	Msa.24485.0_s_at
ENSMUSG00000038374	ENSMUST00000048915	Msa.22528.0_s_at
ENSMUSG00000038374	ENSMUST00000196456	Msa.22528.0_s_at
ENSMUSG00000038374	ENSMUST00000198027	Msa.22528.0_s_at
ENSMUSG00000038374	ENSMUST00000199628	Msa.22528.0_s_at
ENSMUSG00000038374	ENSMUST00000200647	Msa.22528.0_s_at
ENSMUSG00000038374	ENSMUST00000199022	Msa.22528.0_s_at
ENSMUSG00000026043	ENSMUST00000087883	x52046_s_at
ENSMUSG00000026043	ENSMUST00000186021	x52046_s_at
ENSMUSG00000028452	ENSMUST00000030164	Z14044_f_at
ENSMUSG00000028452	ENSMUST00000030164	Msa.2527.0_f_at
ENSMUSG00000039771	ENSMUST00000111127	Msa.7869.0_f_at
ENSMUSG00000039771	ENSMUST00000041366	Msa.7869.0_f_at
ENSMUSG00000023795	ENSMUST00000184936	Msa.10535.0_s_at
ENSMUSG00000023795	ENSMUST00000127960	Msa.10535.0_s_at
ENSMUSG00000018347	ENSMUST00000018491	Msa.7273.0_s_at
ENSMUSG00000018347	ENSMUST00000071465	Msa.7273.0_s_at
ENSMUSG00000021361	ENSMUST00000021790	w30230_g_at
ENSMUSG00000053390	ENSMUST00000141815	Msa.26250.0_s_at
ENSMUSG00000053390	ENSMUST00000087666	Msa.26250.0_s_at
ENSMUSG00000053390	ENSMUST00000157017	Msa.26250.0_s_at
ENSMUSG00000069132	ENSMUST00000102945	Msa.3203.0_s_at
ENSMUSG00000026254	ENSMUST00000113232	Msa.7866.0_s_at
ENSMUSG00000026254	ENSMUST00000113233	Msa.7866.0_s_at
ENSMUSG00000026254	ENSMUST00000050876	Msa.7866.0_s_at
ENSMUSG00000026254	ENSMUST00000076362	Msa.7866.0_s_at
ENSMUSG00000026254	ENSMUST00000113235	Msa.7866.0_s_at
ENSMUSG00000026254	ENSMUST00000113230	Msa.7866.0_s_at
ENSMUSG00000026254	ENSMUST00000123735	Msa.7866.0_s_at
ENSMUSG00000026254	ENSMUST00000113231	Msa.7866.0_s_at
ENSMUSG00000001750	ENSMUST00000162688	Msa.33720.0_s_at
ENSMUSG00000001750	ENSMUST00000126643	Msa.33720.0_s_at
ENSMUSG00000019370	ENSMUST00000019514	Msa.3544.0_s_at
ENSMUSG00000019370	ENSMUST00000019514	Msa.1497.0_f_at
ENSMUSG00000019370	ENSMUST00000172594	Msa.1497.0_f_at
ENSMUSG00000019370	ENSMUST00000173139	Msa.3544.0_s_at
ENSMUSG00000019370	ENSMUST00000173139	Msa.1497.0_f_at
ENSMUSG00000019370	ENSMUST00000173557	Msa.3544.0_s_at
ENSMUSG00000019370	ENSMUST00000173557	Msa.1497.0_f_at
ENSMUSG00000029781	ENSMUST00000031795	Msa.6363.0_s_at
ENSMUSG00000029781	ENSMUST00000031795	Msa.28615.0_s_at
ENSMUSG00000028478	ENSMUST00000107846	Msa.4956.0_f_at
ENSMUSG00000028478	ENSMUST00000107847	Msa.4956.0_f_at
ENSMUSG00000028478	ENSMUST00000107849	Msa.4956.0_f_at
ENSMUSG00000028478	ENSMUST00000107851	Msa.4956.0_f_at
ENSMUSG00000028478	ENSMUST00000107845	Msa.4956.0_f_at
ENSMUSG00000028478	ENSMUST00000170241	Msa.4956.0_f_at
ENSMUSG00000099471	ENSMUST00000170338	X05021_f_at
ENSMUSG00000099471	ENSMUST00000170338	Msa.2195.0_f_at
ENSMUSG00000047953	ENSMUST00000061190	Z69595_s_at
ENSMUSG00000038145	ENSMUST00000119215	Msa.31651.0_at
ENSMUSG00000038145	ENSMUST00000146832	Msa.31651.0_at
ENSMUSG00000038145	ENSMUST00000118886	Msa.31651.0_at
ENSMUSG00000038145	ENSMUST00000120173	Msa.31651.0_at
ENSMUSG00000038145	ENSMUST00000139181	Msa.31651.0_at
ENSMUSG00000038145	ENSMUST00000134949	Msa.31651.0_at
ENSMUSG00000038145	ENSMUST00000142784	Msa.31651.0_at
ENSMUSG00000117875	ENSMUST00000237314	Msa.1312.0_f_at
ENSMUSG00000108577	ENSMUST00000206193	Msa.3157.0_at
ENSMUSG00000028626	ENSMUST00000030372	Z22923_s_at
ENSMUSG00000028626	ENSMUST00000140119	Z22923_s_at
ENSMUSG00000103847	ENSMUST00000194813	Msa.10373.0_s_at
ENSMUSG00000036432	ENSMUST00000070368	Z19581_s_at
ENSMUSG00000036432	ENSMUST00000145032	Z19581_s_at
ENSMUSG00000060807	ENSMUST00000044159	X70533_s_at
ENSMUSG00000056201	ENSMUST00000209469	Msa.7.0_f_at
ENSMUSG00000056201	ENSMUST00000236645	Msa.7.0_f_at
ENSMUSG00000056201	ENSMUST00000237122	Msa.7.0_f_at
ENSMUSG00000056201	ENSMUST00000116560	Msa.7.0_f_at
ENSMUSG00000022863	ENSMUST00000023570	z72000_s_at
ENSMUSG00000109378	ENSMUST00000163994	Msa.7315.0_s_at
ENSMUSG00000030209	ENSMUST00000053880	Msa.17.0_at
ENSMUSG00000030209	ENSMUST00000111905	Msa.17.0_at
ENSMUSG00000029994	ENSMUST00000113675	Msa.38321.0_s_at
ENSMUSG00000029994	ENSMUST00000113675	Msa.10010.0_s_at
ENSMUSG00000029994	ENSMUST00000001187	Msa.38321.0_s_at
ENSMUSG00000029994	ENSMUST00000001187	Msa.10010.0_s_at
ENSMUSG00000029994	ENSMUST00000127152	Msa.38321.0_s_at
ENSMUSG00000029994	ENSMUST00000127152	Msa.10010.0_s_at
ENSMUSG00000029994	ENSMUST00000135921	Msa.38321.0_s_at
ENSMUSG00000029994	ENSMUST00000155456	Msa.38321.0_s_at
ENSMUSG00000029994	ENSMUST00000123732	Msa.38321.0_s_at
ENSMUSG00000029994	ENSMUST00000123732	Msa.10010.0_s_at
ENSMUSG00000029994	ENSMUST00000204441	Msa.38321.0_s_at
ENSMUSG00000029994	ENSMUST00000204441	Msa.10010.0_s_at
ENSMUSG00000029994	ENSMUST00000204398	Msa.38321.0_s_at
ENSMUSG00000029994	ENSMUST00000204398	Msa.10010.0_s_at
ENSMUSG00000029994	ENSMUST00000129772	Msa.10010.0_s_at
ENSMUSG00000100937	ENSMUST00000189704	Msa.26204.0_s_at
ENSMUSG00000037470	ENSMUST00000046875	w98049_s_at
ENSMUSG00000037470	ENSMUST00000173999	w98049_s_at
ENSMUSG00000037470	ENSMUST00000174266	w98049_s_at
ENSMUSG00000032667	ENSMUST00000057792	Msa.2121.0_f_at
ENSMUSG00000020553	ENSMUST00000020864	Z50024_s_at
ENSMUSG00000021081	ENSMUST00000117053	Msa.32530.0_s_at
ENSMUSG00000021081	ENSMUST00000021490	Msa.32530.0_s_at
ENSMUSG00000021081	ENSMUST00000021490	Msa.31993.0_s_at
ENSMUSG00000021081	ENSMUST00000118101	Msa.32530.0_s_at
ENSMUSG00000021081	ENSMUST00000118101	Msa.31993.0_s_at
ENSMUSG00000047187	ENSMUST00000060232	X95403_s_at
ENSMUSG00000005892	ENSMUST00000006046	X59387_s_at
ENSMUSG00000067038	ENSMUST00000086764	X15962_f_at
ENSMUSG00000040506	ENSMUST00000099712	W41417_at
ENSMUSG00000040506	ENSMUST00000045705	W41417_at
ENSMUSG00000040506	ENSMUST00000111316	W41417_at
ENSMUSG00000040506	ENSMUST00000045699	W41417_at
ENSMUSG00000040506	ENSMUST00000111317	W41417_at
ENSMUSG00000036972	ENSMUST00000172646	Msa.2919.0_s_at
ENSMUSG00000036972	ENSMUST00000173933	Msa.2919.0_s_at
ENSMUSG00000036972	ENSMUST00000172858	Msa.2919.0_s_at
ENSMUSG00000036972	ENSMUST00000066384	Msa.2919.0_s_at
ENSMUSG00000036972	ENSMUST00000085242	Msa.2919.0_s_at
ENSMUSG00000068196	ENSMUST00000089332	Msa.2740.0_at
ENSMUSG00000020184	ENSMUST00000020408	Msa.1904.0_s_at
ENSMUSG00000020184	ENSMUST00000105263	Msa.1904.0_s_at
ENSMUSG00000020184	ENSMUST00000155285	Msa.1904.0_s_at
ENSMUSG00000020184	ENSMUST00000132277	Msa.1904.0_s_at
ENSMUSG00000020184	ENSMUST00000131627	Msa.1904.0_s_at
ENSMUSG00000073889	ENSMUST00000108041	x74953_s_at
ENSMUSG00000073889	ENSMUST00000098132	x74953_s_at
ENSMUSG00000073889	ENSMUST00000108040	x74953_s_at
ENSMUSG00000073889	ENSMUST00000108042	x74953_s_at
ENSMUSG00000073889	ENSMUST00000145445	x74953_s_at
ENSMUSG00000073889	ENSMUST00000155538	x74953_s_at
ENSMUSG00000073889	ENSMUST00000152748	x74953_s_at
ENSMUSG00000073889	ENSMUST00000142059	x74953_s_at
ENSMUSG00000032763	ENSMUST00000105384	w42062_s_at
ENSMUSG00000032763	ENSMUST00000218875	w42062_s_at
ENSMUSG00000032763	ENSMUST00000218885	w42062_s_at
ENSMUSG00000032763	ENSMUST00000218215	w42062_s_at
ENSMUSG00000032763	ENSMUST00000219588	w42062_s_at
ENSMUSG00000032763	ENSMUST00000218670	w42062_s_at
ENSMUSG00000032763	ENSMUST00000219971	w42062_s_at
ENSMUSG00000021466	ENSMUST00000021921	Msa.2054.0_s_at
ENSMUSG00000021466	ENSMUST00000194663	Msa.2054.0_s_at
ENSMUSG00000021466	ENSMUST00000195258	Msa.2054.0_s_at
ENSMUSG00000021466	ENSMUST00000192155	Msa.2054.0_s_at
ENSMUSG00000021466	ENSMUST00000222040	Msa.2054.0_s_at
ENSMUSG00000015846	ENSMUST00000077257	x66223_s_at
ENSMUSG00000015846	ENSMUST00000100251	x66223_s_at
ENSMUSG00000015846	ENSMUST00000113934	x66223_s_at
ENSMUSG00000015846	ENSMUST00000238913	x66223_s_at
ENSMUSG00000015846	ENSMUST00000166775	x66223_s_at
ENSMUSG00000082896	ENSMUST00000119417	Msa.11039.0_f_at
ENSMUSG00000082896	ENSMUST00000119417	Msa.10932.0_s_at
ENSMUSG00000082896	ENSMUST00000119417	Msa.43197.0_f_at
ENSMUSG00000027669	ENSMUST00000155737	Msa.681.0_s_at
ENSMUSG00000027669	ENSMUST00000155737	Msa.681.0_i_at
ENSMUSG00000027669	ENSMUST00000108234	Msa.681.0_s_at
ENSMUSG00000027669	ENSMUST00000108234	Msa.681.0_i_at
ENSMUSG00000027669	ENSMUST00000152901	Msa.681.0_s_at
ENSMUSG00000027669	ENSMUST00000152901	Msa.681.0_i_at
ENSMUSG00000027669	ENSMUST00000184130	Msa.681.0_s_at
ENSMUSG00000027669	ENSMUST00000184130	Msa.681.0_i_at
ENSMUSG00000020572	ENSMUST00000220200	Msa.28697.0_s_at
ENSMUSG00000020572	ENSMUST00000020886	Msa.25674.0_s_at
ENSMUSG00000020572	ENSMUST00000020886	Msa.28697.0_s_at
ENSMUSG00000020572	ENSMUST00000020886	Msa.13966.0_s_at
ENSMUSG00000020572	ENSMUST00000218491	Msa.28697.0_s_at
ENSMUSG00000026817	ENSMUST00000113278	Msa.3851.0_s_at
ENSMUSG00000026817	ENSMUST00000113278	Msa.9533.0_f_at
ENSMUSG00000026817	ENSMUST00000113277	Msa.3851.0_s_at
ENSMUSG00000026817	ENSMUST00000113277	Msa.9533.0_f_at
ENSMUSG00000026817	ENSMUST00000195721	Msa.9533.0_f_at
ENSMUSG00000026817	ENSMUST00000156578	Msa.9533.0_f_at
ENSMUSG00000026817	ENSMUST00000068271	Msa.3851.0_s_at
ENSMUSG00000026817	ENSMUST00000068271	Msa.9533.0_f_at
ENSMUSG00000026817	ENSMUST00000135392	Msa.3851.0_s_at
ENSMUSG00000026817	ENSMUST00000135392	Msa.9533.0_f_at
ENSMUSG00000021108	ENSMUST00000221153	Msa.30.0_at
ENSMUSG00000021108	ENSMUST00000021527	Msa.30.0_at
ENSMUSG00000036580	ENSMUST00000044116	w71635_s_at
ENSMUSG00000036580	ENSMUST00000107971	w71635_s_at
ENSMUSG00000036580	ENSMUST00000118118	w71635_s_at
ENSMUSG00000044252	ENSMUST00000121808	Msa.8992.0_s_at
ENSMUSG00000044252	ENSMUST00000074352	Msa.8992.0_s_at
ENSMUSG00000044252	ENSMUST00000234118	Msa.8992.0_s_at
ENSMUSG00000044252	ENSMUST00000234194	Msa.8992.0_s_at
ENSMUSG00000044252	ENSMUST00000235027	Msa.8992.0_s_at
ENSMUSG00000044252	ENSMUST00000121888	Msa.8992.0_s_at
ENSMUSG00000044252	ENSMUST00000118313	Msa.8992.0_s_at
ENSMUSG00000044252	ENSMUST00000117361	Msa.8992.0_s_at
ENSMUSG00000044252	ENSMUST00000234871	Msa.8992.0_s_at
ENSMUSG00000044252	ENSMUST00000234428	Msa.8992.0_s_at
ENSMUSG00000044252	ENSMUST00000121774	Msa.8992.0_s_at
ENSMUSG00000044252	ENSMUST00000119043	Msa.8992.0_s_at
ENSMUSG00000044252	ENSMUST00000119512	Msa.8992.0_s_at
ENSMUSG00000044252	ENSMUST00000145777	Msa.8992.0_s_at
ENSMUSG00000044252	ENSMUST00000124570	Msa.8992.0_s_at
ENSMUSG00000044252	ENSMUST00000234427	Msa.8992.0_s_at
ENSMUSG00000044252	ENSMUST00000143077	Msa.8992.0_s_at
ENSMUSG00000044252	ENSMUST00000154614	Msa.8992.0_s_at
ENSMUSG00000072235	ENSMUST00000097014	Msa.1257.0_f_at
ENSMUSG00000072235	ENSMUST00000097014	Msa.22043.0_f_at
ENSMUSG00000116358	ENSMUST00000134214	Msa.33563.0_f_at
ENSMUSG00000023004	ENSMUST00000077577	Msa.33563.0_f_at
ENSMUSG00000023004	ENSMUST00000140969	Msa.33563.0_f_at
ENSMUSG00000052825	ENSMUST00000182415	Msa.4559.0_s_at
ENSMUSG00000028602	ENSMUST00000030339	Msa.1954.0_at
ENSMUSG00000028602	ENSMUST00000123027	Msa.1954.0_at
ENSMUSG00000029193	ENSMUST00000200691	Msa.32938.0_s_at
ENSMUSG00000029193	ENSMUST00000031093	Msa.32938.0_s_at
ENSMUSG00000029217	ENSMUST00000071944	x55663_s_at
ENSMUSG00000029217	ENSMUST00000113594	x55663_s_at
ENSMUSG00000029217	ENSMUST00000126481	x55663_s_at
ENSMUSG00000029217	ENSMUST00000155342	x55663_s_at
ENSMUSG00000029217	ENSMUST00000073843	x55663_s_at
ENSMUSG00000029217	ENSMUST00000138842	x55663_s_at
ENSMUSG00000024387	ENSMUST00000173114	Msa.2024.0_f_at
ENSMUSG00000024387	ENSMUST00000173114	x80685_f_at
ENSMUSG00000024387	ENSMUST00000174779	Msa.2024.0_f_at
ENSMUSG00000024387	ENSMUST00000174779	x80685_f_at
ENSMUSG00000024387	ENSMUST00000025246	Msa.2024.0_f_at
