Gene stable ID	Transcript stable ID	AFFY HG U133B probe
ENSG00000198825	ENST00000648515	230363_s_at
ENSG00000198825	ENST00000649454	230363_s_at
ENSG00000198825	ENST00000649957	230363_s_at
ENSG00000198825	ENST00000647699	230363_s_at
ENSG00000260772	ENST00000561622	224984_at
ENSG00000189241	ENST00000368608	239437_at
ENSG00000285446	ENST00000644499	229390_at
ENSG00000285446	ENST00000644499	229391_s_at
ENSG00000244158	ENST00000476099	229543_at
ENSG00000188820	ENST00000368606	229390_at
ENSG00000188820	ENST00000368606	229391_s_at
ENSG00000188820	ENST00000368605	229390_at
ENSG00000188820	ENST00000368605	229391_s_at
ENSG00000188820	ENST00000368604	229390_at
ENSG00000188820	ENST00000368604	229391_s_at
ENSG00000173626	ENST00000356128	232368_at
ENSG00000173626	ENST00000368602	232368_at
ENSG00000178033	ENST00000368599	230254_at
ENSG00000178033	ENST00000368599	232217_at
ENSG00000224897	ENST00000449642	244705_at
ENSG00000224897	ENST00000415715	244705_at
ENSG00000111832	ENST00000466444	240214_at
ENSG00000141101	ENST00000268802	223018_at
ENSG00000141101	ENST00000569871	223018_at
ENSG00000197771	ENST00000360003	222464_s_at
ENSG00000197771	ENST00000369077	222464_s_at
ENSG00000197771	ENST00000466047	222464_s_at
ENSG00000197771	ENST00000495407	233028_at
ENSG00000260290	ENST00000566277	200057_s_at
ENSG00000111834	ENST00000229554	233071_at
ENSG00000111834	ENST00000368580	233071_at
ENSG00000111834	ENST00000368581	233071_at
ENSG00000088727	ENST00000265529	223778_at
ENSG00000088727	ENST00000265529	231319_x_at
ENSG00000088727	ENST00000265529	228429_x_at
ENSG00000088727	ENST00000444589	223778_at
ENSG00000088727	ENST00000444589	231319_x_at
ENSG00000088727	ENST00000444589	228429_x_at
ENSG00000088727	ENST00000452770	223778_at
ENSG00000088727	ENST00000452770	231319_x_at
ENSG00000088727	ENST00000452770	228429_x_at
ENSG00000088727	ENST00000487440	231319_x_at
ENSG00000088727	ENST00000487440	228429_x_at
ENSG00000088727	ENST00000443784	231319_x_at
ENSG00000088727	ENST00000443784	228429_x_at
ENSG00000088727	ENST00000484629	231319_x_at
ENSG00000088727	ENST00000484629	228429_x_at
ENSG00000088727	ENST00000456548	231319_x_at
ENSG00000088727	ENST00000456548	228429_x_at
ENSG00000088727	ENST00000425853	231319_x_at
ENSG00000088727	ENST00000425853	228429_x_at
ENSG00000088727	ENST00000432493	231319_x_at
ENSG00000088727	ENST00000432493	228429_x_at
ENSG00000088727	ENST00000425452	231319_x_at
ENSG00000088727	ENST00000425452	228429_x_at
ENSG00000088727	ENST00000498584	228429_x_at
ENSG00000153975	ENST00000485498	228330_at
ENSG00000153975	ENST00000368576	228330_at
ENSG00000220842	ENST00000495531	200012_x_at
ENSG00000196911	ENST00000368564	227934_at
ENSG00000196911	ENST00000368564	229317_at
ENSG00000203805	ENST00000398250	236044_at
ENSG00000203805	ENST00000398250	237416_at
ENSG00000203805	ENST00000369073	236044_at
ENSG00000177234	ENST00000623529	236855_at
ENSG00000177234	ENST00000369071	236855_at
ENSG00000183807	ENST00000368557	228875_at
ENSG00000120008	ENST00000604509	229694_at
ENSG00000048405	ENST00000393313	227104_x_at
ENSG00000048405	ENST00000393313	227101_at
ENSG00000048405	ENST00000265827	227104_x_at
ENSG00000048405	ENST00000265827	227101_at
ENSG00000048405	ENST00000393312	227104_x_at
ENSG00000048405	ENST00000393312	227101_at
ENSG00000048405	ENST00000434602	227101_at
ENSG00000048405	ENST00000436992	227101_at
ENSG00000048405	ENST00000619291	227104_x_at
ENSG00000048405	ENST00000619291	227101_at
ENSG00000157322	ENST00000393701	230022_at
ENSG00000157322	ENST00000568461	230022_at
ENSG00000157322	ENST00000568102	230022_at
ENSG00000157322	ENST00000288040	230022_at
ENSG00000157322	ENST00000615430	230022_at
ENSG00000157322	ENST00000449317	230022_at
ENSG00000170162	ENST00000352536	236352_at
ENSG00000170162	ENST00000326274	236352_at
ENSG00000164342	ENST00000296795	239587_at
ENSG00000164342	ENST00000296795	242667_at
ENSG00000047936	ENST00000403284	244363_at
ENSG00000279265	ENST00000623124	240066_at
ENSG00000280347	ENST00000624029	236531_at
ENSG00000179562	ENST00000321407	243306_s_at
ENSG00000076201	ENST00000602307	223149_s_at
ENSG00000076201	ENST00000602307	223150_s_at
ENSG00000076201	ENST00000265562	223149_s_at
ENSG00000076201	ENST00000265562	223150_s_at
ENSG00000164465	ENST00000338728	226609_at
ENSG00000185482	ENST00000554578	230852_at
ENSG00000185482	ENST00000332782	230852_at
ENSG00000185482	ENST00000557176	230852_at
ENSG00000185482	ENST00000546246	230852_at
ENSG00000185482	ENST00000554003	230852_at
ENSG00000047932	ENST00000368498	225023_at
ENSG00000047932	ENST00000368498	227215_at
ENSG00000047932	ENST00000368498	225022_at
ENSG00000047932	ENST00000368498	227214_at
ENSG00000047932	ENST00000052569	225023_at
ENSG00000047932	ENST00000052569	227215_at
ENSG00000047932	ENST00000052569	225022_at
ENSG00000047932	ENST00000052569	227214_at
ENSG00000047932	ENST00000535237	225023_at
ENSG00000047932	ENST00000535237	227215_at
ENSG00000047932	ENST00000535237	225022_at
ENSG00000047932	ENST00000535237	227214_at
ENSG00000090857	ENST00000288050	224902_at
ENSG00000090857	ENST00000288050	224904_at
ENSG00000090857	ENST00000568530	224902_at
ENSG00000090857	ENST00000568530	224904_at
ENSG00000179241	ENST00000315571	234985_at
ENSG00000275740	ENST00000506502	243295_at
ENSG00000091009	ENST00000265271	243295_at
ENSG00000091009	ENST00000265271	225326_at
ENSG00000153989	ENST00000368494	225070_at
ENSG00000153989	ENST00000368494	229640_x_at
ENSG00000153989	ENST00000368494	225071_at
ENSG00000179915	ENST00000401669	237535_x_at
ENSG00000179915	ENST00000401669	228547_at
ENSG00000179915	ENST00000625672	237535_x_at
ENSG00000179915	ENST00000625672	228547_at
ENSG00000179915	ENST00000406316	237535_x_at
ENSG00000179915	ENST00000406316	228547_at
ENSG00000179915	ENST00000636345	228547_at
ENSG00000179915	ENST00000634764	228547_at
ENSG00000179915	ENST00000634431	228547_at
ENSG00000179915	ENST00000635519	228547_at
ENSG00000179915	ENST00000635164	228547_at
ENSG00000179915	ENST00000412315	228547_at
ENSG00000179915	ENST00000404971	237535_x_at
ENSG00000179915	ENST00000404971	228547_at
ENSG00000179915	ENST00000405472	237535_x_at
ENSG00000179915	ENST00000630543	237535_x_at
ENSG00000179915	ENST00000627198	237535_x_at
ENSG00000179915	ENST00000405581	237535_x_at
ENSG00000179915	ENST00000636066	237535_x_at
ENSG00000179915	ENST00000675235	237535_x_at
ENSG00000179915	ENST00000637511	237535_x_at
ENSG00000179915	ENST00000626899	237535_x_at
ENSG00000179915	ENST00000496792	237535_x_at
ENSG00000179915	ENST00000636104	240678_at
ENSG00000179915	ENST00000447773	240678_at
ENSG00000179915	ENST00000637975	240678_at
ENSG00000179915	ENST00000416262	240678_at
ENSG00000179915	ENST00000637368	240678_at
ENSG00000196376	ENST00000360388	228060_at
ENSG00000196376	ENST00000621341	228060_at
ENSG00000110442	ENST00000355500	244557_at
ENSG00000111860	ENST00000368491	228007_at
ENSG00000111860	ENST00000368491	232444_at
ENSG00000111860	ENST00000368488	228007_at
ENSG00000111860	ENST00000368488	232444_at
ENSG00000113649	ENST00000507175	229706_at
ENSG00000113649	ENST00000509810	229706_at
ENSG00000113649	ENST00000504116	238838_at
ENSG00000163832	ENST00000296149	229863_s_at
ENSG00000163832	ENST00000296149	223277_at
ENSG00000163832	ENST00000442215	229863_s_at
ENSG00000163832	ENST00000442215	223277_at
ENSG00000163832	ENST00000446787	229863_s_at
ENSG00000163832	ENST00000446787	223277_at
ENSG00000163832	ENST00000439305	229863_s_at
ENSG00000163832	ENST00000412761	229863_s_at
ENSG00000163832	ENST00000444760	229863_s_at
ENSG00000163832	ENST00000445044	229863_s_at
ENSG00000163832	ENST00000461208	229864_at
ENSG00000163832	ENST00000461208	229863_s_at
ENSG00000163832	ENST00000425291	229864_at
ENSG00000163832	ENST00000425291	229863_s_at
ENSG00000163832	ENST00000494161	229864_at
ENSG00000163832	ENST00000494161	229863_s_at
ENSG00000163832	ENST00000449409	229864_at
ENSG00000163832	ENST00000449409	229863_s_at
ENSG00000163832	ENST00000414236	229864_at
ENSG00000163832	ENST00000414236	229863_s_at
ENSG00000163832	ENST00000483205	242813_at
ENSG00000145476	ENST00000378802	228391_at
ENSG00000145476	ENST00000378802	226745_at
ENSG00000145476	ENST00000507209	228391_at
ENSG00000145476	ENST00000507209	226745_at
ENSG00000145476	ENST00000502665	228391_at
ENSG00000145476	ENST00000502665	226745_at
ENSG00000157335	ENST00000618957	230022_at
ENSG00000128594	ENST00000249363	223552_at
ENSG00000198523	ENST00000357525	228202_at
ENSG00000175104	ENST00000526995	227264_at
ENSG00000106344	ENST00000223073	231844_at
ENSG00000088926	ENST00000403665	235915_at
ENSG00000166352	ENST00000678060	228249_at
ENSG00000166352	ENST00000679072	228249_at
ENSG00000166352	ENST00000446510	228249_at
ENSG00000166352	ENST00000676979	228249_at
ENSG00000166352	ENST00000677808	228249_at
ENSG00000166352	ENST00000334307	228249_at
ENSG00000166352	ENST00000617650	228249_at
ENSG00000166352	ENST00000531554	228249_at
ENSG00000166352	ENST00000677116	228249_at
ENSG00000166352	ENST00000347206	228249_at
ENSG00000166352	ENST00000534635	228249_at
ENSG00000166352	ENST00000530697	228249_at
ENSG00000166352	ENST00000527108	228249_at
ENSG00000166352	ENST00000532470	228249_at
ENSG00000166352	ENST00000528092	228249_at
ENSG00000166352	ENST00000677623	228249_at
ENSG00000166352	ENST00000678480	228249_at
ENSG00000166352	ENST00000677406	228249_at
ENSG00000166352	ENST00000677156	228249_at
ENSG00000166352	ENST00000677097	228249_at
ENSG00000123329	ENST00000552953	232543_x_at
ENSG00000123329	ENST00000552953	226906_s_at
ENSG00000123329	ENST00000552953	224451_x_at
ENSG00000123329	ENST00000424809	232543_x_at
ENSG00000123329	ENST00000424809	226906_s_at
ENSG00000123329	ENST00000424809	224451_x_at
ENSG00000123329	ENST00000393797	232543_x_at
ENSG00000123329	ENST00000393797	226906_s_at
ENSG00000123329	ENST00000393797	224451_x_at
ENSG00000123329	ENST00000550399	232543_x_at
ENSG00000123329	ENST00000550399	224451_x_at
ENSG00000123329	ENST00000546200	232543_x_at
ENSG00000123329	ENST00000546200	226906_s_at
ENSG00000123329	ENST00000546200	224451_x_at
ENSG00000123329	ENST00000550288	232543_x_at
ENSG00000123329	ENST00000550288	226906_s_at
ENSG00000123329	ENST00000550288	224451_x_at
ENSG00000123329	ENST00000393791	232543_x_at
ENSG00000123329	ENST00000393791	226906_s_at
ENSG00000123329	ENST00000393791	224451_x_at
ENSG00000123329	ENST00000430041	232543_x_at
ENSG00000123329	ENST00000430041	226906_s_at
ENSG00000123329	ENST00000430041	224451_x_at
ENSG00000123329	ENST00000550440	232543_x_at
ENSG00000123329	ENST00000550440	226906_s_at
ENSG00000123329	ENST00000550440	224451_x_at
ENSG00000123329	ENST00000550130	232543_x_at
ENSG00000123329	ENST00000550130	226906_s_at
ENSG00000123329	ENST00000550130	224451_x_at
ENSG00000123329	ENST00000546704	226906_s_at
ENSG00000261556	ENST00000573141	231989_s_at
ENSG00000261556	ENST00000565246	227696_at
ENSG00000261556	ENST00000568855	244766_at
ENSG00000261556	ENST00000568855	227696_at
ENSG00000132153	ENST00000472718	239772_x_at
ENSG00000132153	ENST00000472718	230871_at
ENSG00000132153	ENST00000348968	230871_at
ENSG00000223496	ENST00000435634	227696_at
ENSG00000250590	ENST00000515660	237312_at
ENSG00000250590	ENST00000507817	237312_at
ENSG00000250590	ENST00000667648	237312_at
ENSG00000250590	ENST00000656759	237312_at
ENSG00000250590	ENST00000669092	237312_at
ENSG00000250590	ENST00000653020	237312_at
ENSG00000250590	ENST00000514767	237312_at
ENSG00000250590	ENST00000658590	237312_at
ENSG00000250590	ENST00000657902	237312_at
ENSG00000250590	ENST00000664977	237312_at
ENSG00000250590	ENST00000654776	237312_at
ENSG00000250590	ENST00000665640	237312_at
ENSG00000250590	ENST00000668469	237312_at
ENSG00000250590	ENST00000663188	237312_at
ENSG00000250590	ENST00000659431	237312_at
ENSG00000250590	ENST00000667027	237312_at
ENSG00000250590	ENST00000654552	237312_at
ENSG00000169302	ENST00000397936	239353_at
ENSG00000169302	ENST00000397936	229866_at
ENSG00000169302	ENST00000648628	239353_at
ENSG00000169302	ENST00000648628	229866_at
ENSG00000148948	ENST00000278198	232226_at
ENSG00000148948	ENST00000527150	232226_at
ENSG00000148948	ENST00000528697	232226_at
ENSG00000148948	ENST00000528697	241585_at
ENSG00000148948	ENST00000530763	232226_at
ENSG00000148948	ENST00000530763	241585_at
ENSG00000148948	ENST00000534577	241585_at
ENSG00000148948	ENST00000619527	232226_at
ENSG00000179059	ENST00000509524	243161_x_at
ENSG00000179059	ENST00000326866	243161_x_at
ENSG00000179059	ENST00000618147	243161_x_at
ENSG00000283058	ENST00000634985	240880_at
ENSG00000047849	ENST00000434267	235066_at
ENSG00000047849	ENST00000439356	235066_at
ENSG00000146350	ENST00000398197	232038_at
ENSG00000146350	ENST00000275159	232038_at
ENSG00000146350	ENST00000464622	232038_at
ENSG00000146350	ENST00000398212	232038_at
ENSG00000146350	ENST00000519972	232038_at
ENSG00000182472	ENST00000594552	228705_at
ENSG00000182472	ENST00000328867	228705_at
ENSG00000182472	ENST00000597987	228705_at
ENSG00000182472	ENST00000601953	228705_at
ENSG00000182472	ENST00000593700	228705_at
ENSG00000182472	ENST00000597716	228705_at
ENSG00000182472	ENST00000595177	228705_at
ENSG00000182472	ENST00000597354	228705_at
ENSG00000115239	ENST00000406053	224524_s_at
ENSG00000115239	ENST00000263634	224524_s_at
ENSG00000115239	ENST00000263634	232515_at
ENSG00000115239	ENST00000406625	224524_s_at
ENSG00000115239	ENST00000406625	232515_at
ENSG00000115239	ENST00000482829	224524_s_at
ENSG00000115239	ENST00000482829	232515_at
ENSG00000115239	ENST00000406687	224524_s_at
ENSG00000115239	ENST00000394717	224524_s_at
ENSG00000115239	ENST00000470707	224524_s_at
ENSG00000115239	ENST00000470707	232515_at
ENSG00000165055	ENST00000482555	225253_s_at
ENSG00000165055	ENST00000262432	225253_s_at
ENSG00000165055	ENST00000480046	225253_s_at
ENSG00000165055	ENST00000481392	225253_s_at
ENSG00000143942	ENST00000295304	235117_at
ENSG00000279453	ENST00000624649	229319_at
ENSG00000052841	ENST00000039989	232323_s_at
ENSG00000052841	ENST00000039989	224849_at
ENSG00000052841	ENST00000039989	224852_at
ENSG00000052841	ENST00000525135	232323_s_at
ENSG00000052841	ENST00000525135	224852_at
ENSG00000052841	ENST00000525543	232323_s_at
ENSG00000052841	ENST00000525543	224849_at
ENSG00000052841	ENST00000525543	224852_at
ENSG00000052841	ENST00000418561	232323_s_at
ENSG00000052841	ENST00000418561	224852_at
ENSG00000052841	ENST00000529140	232323_s_at
ENSG00000052841	ENST00000529140	224849_at
ENSG00000052841	ENST00000533072	232323_s_at
ENSG00000052841	ENST00000533072	224849_at
ENSG00000052841	ENST00000533072	232646_at
ENSG00000135549	ENST00000392491	231120_x_at
ENSG00000135549	ENST00000392491	223551_at
ENSG00000135549	ENST00000368452	231120_x_at
ENSG00000135549	ENST00000368452	223551_at
ENSG00000135549	ENST00000368448	231120_x_at
ENSG00000135549	ENST00000368448	223551_at
ENSG00000135549	ENST00000258014	231120_x_at
ENSG00000135549	ENST00000258014	223551_at
ENSG00000135549	ENST00000354275	231120_x_at
ENSG00000135549	ENST00000354275	223551_at
ENSG00000135549	ENST00000615438	231120_x_at
ENSG00000135549	ENST00000615438	223551_at
ENSG00000135549	ENST00000392490	231120_x_at
ENSG00000135549	ENST00000392490	223551_at
ENSG00000164265	ENST00000504320	228782_at
ENSG00000164265	ENST00000507160	228782_at
ENSG00000164265	ENST00000514688	228782_at
ENSG00000164265	ENST00000296694	228782_at
ENSG00000273270	ENST00000608477	239154_at
ENSG00000273270	ENST00000608477	238690_at
ENSG00000068912	ENST00000405123	224630_at
ENSG00000068912	ENST00000185150	224630_at
ENSG00000068912	ENST00000185150	224628_at
ENSG00000068912	ENST00000378239	224630_at
ENSG00000068912	ENST00000378239	224628_at
ENSG00000243302	ENST00000465971	227922_x_at
ENSG00000243679	ENST00000450885	238678_at
ENSG00000243679	ENST00000450885	227129_x_at
ENSG00000243679	ENST00000450885	225899_x_at
ENSG00000205085	ENST00000641888	237320_at
ENSG00000205085	ENST00000641605	237320_at
ENSG00000205085	ENST00000641987	237320_at
ENSG00000205085	ENST00000477515	237320_at
ENSG00000205085	ENST00000641143	237320_at
ENSG00000135248	ENST00000485070	236214_at
ENSG00000135248	ENST00000485070	231466_at
ENSG00000135248	ENST00000484425	236214_at
ENSG00000135248	ENST00000484425	231466_at
ENSG00000135248	ENST00000493738	231466_at
ENSG00000135248	ENST00000469348	231466_at
ENSG00000135248	ENST00000621392	236214_at
ENSG00000135248	ENST00000621392	231466_at
ENSG00000135248	ENST00000315184	236214_at
ENSG00000166987	ENST00000355673	226076_s_at
ENSG00000166987	ENST00000355673	227833_s_at
ENSG00000166987	ENST00000547545	227833_s_at
ENSG00000166987	ENST00000547545	227832_at
ENSG00000166987	ENST00000552163	226076_s_at
ENSG00000166987	ENST00000547844	227833_s_at
ENSG00000265452	ENST00000581338	229926_at
ENSG00000235661	ENST00000533531	244136_at
ENSG00000186439	ENST00000334268	222919_at
ENSG00000128595	ENST00000535011	229549_at
ENSG00000128595	ENST00000542996	229549_at
ENSG00000128595	ENST00000249364	229549_at
ENSG00000157349	ENST00000562519	230974_at
ENSG00000157349	ENST00000288071	230974_at
ENSG00000188580	ENST00000368417	242002_at
ENSG00000188580	ENST00000545433	242002_at
ENSG00000166199	ENST00000532962	226127_at
ENSG00000166199	ENST00000302708	226127_at
ENSG00000166199	ENST00000530803	226127_at
ENSG00000166199	ENST00000529366	226127_at
ENSG00000166199	ENST00000532410	226127_at
ENSG00000166199	ENST00000532129	226127_at
ENSG00000166199	ENST00000529434	226127_at
ENSG00000146373	ENST00000521654	232100_at
ENSG00000146373	ENST00000521654	226885_at
ENSG00000146373	ENST00000521654	235492_at
ENSG00000146373	ENST00000519565	232100_at
ENSG00000146373	ENST00000519565	226885_at
ENSG00000146373	ENST00000519565	235492_at
ENSG00000146373	ENST00000368414	235492_at
ENSG00000146373	ENST00000359704	235492_at
ENSG00000146373	ENST00000368415	235492_at
ENSG00000146373	ENST00000560949	232100_at
ENSG00000146373	ENST00000560949	235492_at
ENSG00000128596	ENST00000378685	226972_s_at
ENSG00000128596	ENST00000464832	226972_s_at
ENSG00000128596	ENST00000297788	226972_s_at
ENSG00000128596	ENST00000297788	232989_s_at
ENSG00000128596	ENST00000487361	226972_s_at
ENSG00000128596	ENST00000480137	226972_s_at
ENSG00000128596	ENST00000480137	232989_s_at
ENSG00000128596	ENST00000494552	226972_s_at
ENSG00000128596	ENST00000494552	232989_s_at
ENSG00000128596	ENST00000464672	226972_s_at
ENSG00000128596	ENST00000464672	232989_s_at
ENSG00000128596	ENST00000471729	226972_s_at
ENSG00000214510	ENST00000512953	233340_at
ENSG00000214510	ENST00000511106	233340_at
ENSG00000214510	ENST00000398450	233340_at
ENSG00000145879	ENST00000274565	223720_at
ENSG00000145879	ENST00000523913	223720_at
ENSG00000145879	ENST00000523535	223720_at
ENSG00000183726	ENST00000374358	222401_s_at
ENSG00000183726	ENST00000498135	222401_s_at
ENSG00000183726	ENST00000491936	222401_s_at
ENSG00000187479	ENST00000617612	227099_s_at
ENSG00000187479	ENST00000339446	227099_s_at
ENSG00000145868	ENST00000340253	224369_s_at
ENSG00000145868	ENST00000394370	224369_s_at
ENSG00000145868	ENST00000513826	224369_s_at
ENSG00000145868	ENST00000505399	224369_s_at
ENSG00000145868	ENST00000508176	224369_s_at
ENSG00000145868	ENST00000296701	224369_s_at
ENSG00000244953	ENST00000501541	244252_at
ENSG00000155980	ENST00000674619	223933_at
ENSG00000155980	ENST00000455537	223933_at
ENSG00000155980	ENST00000676457	223933_at
ENSG00000155980	ENST00000675882	223933_at
ENSG00000155980	ENST00000675929	223933_at
ENSG00000155980	ENST00000675737	223933_at
ENSG00000155980	ENST00000676437	223933_at
ENSG00000155980	ENST00000674980	223933_at
ENSG00000110455	ENST00000263776	228264_at
ENSG00000110455	ENST00000527346	228264_at
ENSG00000110455	ENST00000531190	228264_at
ENSG00000110455	ENST00000531505	228264_at
ENSG00000110455	ENST00000534035	228264_at
ENSG00000104825	ENST00000576510	228388_at
ENSG00000104825	ENST00000572515	228388_at
ENSG00000104825	ENST00000509705	228388_at
ENSG00000272156	ENST00000606436	237627_at
ENSG00000178021	ENST00000317802	231339_at
ENSG00000177994	ENST00000486488	231081_at
ENSG00000177994	ENST00000398634	231081_at
ENSG00000177994	ENST00000317627	231081_at
ENSG00000177994	ENST00000447328	231081_at
ENSG00000177994	ENST00000615983	231081_at
ENSG00000178498	ENST00000548804	235721_at
ENSG00000178498	ENST00000337737	235721_at
ENSG00000178498	ENST00000548198	235721_at
ENSG00000178498	ENST00000551632	235721_at
ENSG00000151348	ENST00000533608	235685_at
ENSG00000151348	ENST00000533608	236483_at
ENSG00000240771	ENST00000333972	227427_at
ENSG00000240771	ENST00000286494	227427_at
ENSG00000240771	ENST00000616622	227427_at
ENSG00000240771	ENST00000471370	227427_at
ENSG00000240771	ENST00000469072	227427_at
ENSG00000135253	ENST00000610776	242855_at
ENSG00000135253	ENST00000611280	242855_at
ENSG00000135253	ENST00000613019	242855_at
ENSG00000135253	ENST00000620378	242855_at
ENSG00000135547	ENST00000368365	222921_s_at
ENSG00000135547	ENST00000368364	222921_s_at
ENSG00000287908	ENST00000477314	227427_at
ENSG00000111912	ENST00000368357	225344_at
ENSG00000111912	ENST00000453302	243807_at
ENSG00000111912	ENST00000428318	243807_at
ENSG00000111912	ENST00000487635	243807_at
ENSG00000111912	ENST00000438495	225344_at
ENSG00000111912	ENST00000444128	225344_at
ENSG00000111912	ENST00000392477	225344_at
ENSG00000115306	ENST00000356805	242220_at
ENSG00000115306	ENST00000333896	230540_at
ENSG00000115306	ENST00000333896	226342_at
ENSG00000115306	ENST00000615901	242220_at
ENSG00000272899	ENST00000609480	236875_at
ENSG00000128604	ENST00000489702	239412_at
ENSG00000128604	ENST00000357234	239412_at
ENSG00000128604	ENST00000402030	239412_at
ENSG00000128604	ENST00000249375	239412_at
ENSG00000128604	ENST00000473745	239412_at
ENSG00000128604	ENST00000619830	239412_at
ENSG00000128604	ENST00000465603	239412_at
ENSG00000111911	ENST00000229633	226533_at
ENSG00000111911	ENST00000229633	228697_at
ENSG00000111911	ENST00000229633	226537_at
ENSG00000161243	ENST00000292853	235169_at
ENSG00000161243	ENST00000600828	235169_at
ENSG00000161243	ENST00000594770	235169_at
ENSG00000161243	ENST00000595166	235169_at
ENSG00000161243	ENST00000509137	235169_at
ENSG00000085117	ENST00000227155	228910_at
ENSG00000085117	ENST00000342935	228910_at
ENSG00000085117	ENST00000529277	228910_at
ENSG00000085117	ENST00000525898	228910_at
ENSG00000085117	ENST00000530931	228910_at
ENSG00000085117	ENST00000524750	228910_at
ENSG00000169247	ENST00000515425	240966_at
ENSG00000169247	ENST00000323829	240966_at
ENSG00000169247	ENST00000675793	240966_at
ENSG00000169247	ENST00000643113	240966_at
ENSG00000169247	ENST00000504517	240966_at
ENSG00000169247	ENST00000502274	240966_at
ENSG00000286215	ENST00000652186	237924_at
ENSG00000286215	ENST00000651319	237924_at
ENSG00000286215	ENST00000651963	237924_at
ENSG00000286215	ENST00000651038	237924_at
ENSG00000286215	ENST00000652460	237924_at
ENSG00000286215	ENST00000651745	237924_at
ENSG00000286215	ENST00000651795	237924_at
ENSG00000286215	ENST00000651273	237924_at
ENSG00000107669	ENST00000369043	225497_at
ENSG00000107669	ENST00000369043	234584_s_at
ENSG00000107669	ENST00000224652	225497_at
ENSG00000107669	ENST00000224652	234584_s_at
ENSG00000107669	ENST00000540606	225497_at
ENSG00000107669	ENST00000540606	234584_s_at
ENSG00000107669	ENST00000369040	225497_at
ENSG00000107669	ENST00000369040	234584_s_at
ENSG00000107669	ENST00000423243	234584_s_at
ENSG00000157350	ENST00000342907	229336_at
ENSG00000157350	ENST00000342907	238896_at
ENSG00000157350	ENST00000393640	229336_at
ENSG00000157350	ENST00000393640	238896_at
ENSG00000203760	ENST00000368326	226936_at
ENSG00000203760	ENST00000368325	226936_at
ENSG00000203760	ENST00000368328	226936_at
ENSG00000107672	ENST00000459911	228506_at
ENSG00000107672	ENST00000477289	228506_at
ENSG00000107672	ENST00000483541	228506_at
ENSG00000146374	ENST00000356698	228186_s_at
ENSG00000157353	ENST00000571514	226072_at
ENSG00000157353	ENST00000288078	226072_at
ENSG00000157353	ENST00000378912	226072_at
ENSG00000157353	ENST00000464499	226072_at
ENSG00000157353	ENST00000498702	226072_at
ENSG00000157353	ENST00000485034	226072_at
ENSG00000157570	ENST00000520358	228819_at
ENSG00000157570	ENST00000520358	227307_at
ENSG00000157570	ENST00000518429	228819_at
ENSG00000157570	ENST00000340160	228819_at
ENSG00000157570	ENST00000340160	227307_at
ENSG00000118518	ENST00000368314	223886_s_at
ENSG00000118518	ENST00000356799	223886_s_at
ENSG00000118518	ENST00000489534	223886_s_at
ENSG00000118518	ENST00000610153	223886_s_at
ENSG00000118518	ENST00000608991	223886_s_at
ENSG00000118518	ENST00000309649	223886_s_at
ENSG00000118518	ENST00000616343	223886_s_at
ENSG00000179751	ENST00000318438	229995_at
ENSG00000164054	ENST00000296444	222986_s_at
ENSG00000164054	ENST00000444115	222986_s_at
ENSG00000164054	ENST00000466424	222986_s_at
ENSG00000164054	ENST00000494854	222986_s_at
ENSG00000164054	ENST00000426002	222986_s_at
ENSG00000164054	ENST00000465449	222986_s_at
ENSG00000164054	ENST00000417962	222986_s_at
ENSG00000164054	ENST00000442747	222986_s_at
ENSG00000164054	ENST00000443308	222986_s_at
ENSG00000164054	ENST00000460758	222986_s_at
ENSG00000164054	ENST00000497863	222986_s_at
ENSG00000164054	ENST00000619810	222986_s_at
ENSG00000164054	ENST00000612611	222986_s_at
ENSG00000093144	ENST00000454859	223087_at
ENSG00000093144	ENST00000454859	223088_x_at
ENSG00000093144	ENST00000454859	233124_s_at
ENSG00000093144	ENST00000531967	223087_at
ENSG00000093144	ENST00000531967	223088_x_at
ENSG00000093144	ENST00000531967	233124_s_at
ENSG00000093144	ENST00000474289	223087_at
ENSG00000093144	ENST00000474289	223088_x_at
ENSG00000093144	ENST00000474289	233124_s_at
ENSG00000093144	ENST00000368295	223087_at
ENSG00000093144	ENST00000368295	223088_x_at
ENSG00000093144	ENST00000368295	233124_s_at
ENSG00000093144	ENST00000528402	223087_at
ENSG00000093144	ENST00000528402	223088_x_at
ENSG00000093144	ENST00000528402	233124_s_at
ENSG00000093144	ENST00000454591	223087_at
ENSG00000093144	ENST00000454591	223088_x_at
ENSG00000093144	ENST00000454591	233124_s_at
ENSG00000093144	ENST00000479525	223087_at
ENSG00000093144	ENST00000479525	223088_x_at
ENSG00000093144	ENST00000479525	233124_s_at
ENSG00000093144	ENST00000368291	223088_x_at
ENSG00000093144	ENST00000368291	233124_s_at
ENSG00000093144	ENST00000475319	223087_at
ENSG00000093144	ENST00000475319	223088_x_at
ENSG00000093144	ENST00000475319	233124_s_at
ENSG00000093144	ENST00000430841	223087_at
ENSG00000093144	ENST00000430841	223088_x_at
ENSG00000093144	ENST00000430841	233124_s_at
ENSG00000093144	ENST00000368289	223088_x_at
ENSG00000093144	ENST00000368289	233124_s_at
ENSG00000093144	ENST00000417628	223088_x_at
ENSG00000093144	ENST00000417628	233124_s_at
ENSG00000093144	ENST00000368292	223088_x_at
