Gene stable ID	Transcript stable ID	AFFY MOE430B probe
ENSMUSG00000053550	ENSMUST00000117452	1444046_at
ENSMUSG00000053550	ENSMUST00000066041	1444046_at
ENSMUSG00000005107	ENSMUST00000140462	1440873_at
ENSMUSG00000029784	ENSMUST00000031797	1454010_a_at
ENSMUSG00000029784	ENSMUST00000031798	1454010_a_at
ENSMUSG00000029784	ENSMUST00000131485	1454010_a_at
ENSMUSG00000090210	ENSMUST00000119365	1440235_at
ENSMUSG00000090210	ENSMUST00000127607	1440235_at
ENSMUSG00000090210	ENSMUST00000029744	1440235_at
ENSMUSG00000022533	ENSMUST00000061350	1443868_at
ENSMUSG00000022533	ENSMUST00000153656	1443868_at
ENSMUSG00000022533	ENSMUST00000229616	1443868_at
ENSMUSG00000022533	ENSMUST00000100013	1443868_at
ENSMUSG00000038611	ENSMUST00000155123	1437115_at
ENSMUSG00000038611	ENSMUST00000106027	1437115_at
ENSMUSG00000038611	ENSMUST00000122143	1437115_at
ENSMUSG00000038611	ENSMUST00000142572	1437115_at
ENSMUSG00000038611	ENSMUST00000130687	1437115_at
ENSMUSG00000038611	ENSMUST00000144250	1437115_at
ENSMUSG00000021081	ENSMUST00000117053	1453085_at
ENSMUSG00000021081	ENSMUST00000021490	1453085_at
ENSMUSG00000021081	ENSMUST00000118101	1453085_at
ENSMUSG00000041360	ENSMUST00000076219	1434173_s_at
ENSMUSG00000041360	ENSMUST00000235859	1434173_s_at
ENSMUSG00000041360	ENSMUST00000236585	1434173_s_at
ENSMUSG00000108348	ENSMUST00000206129	1442301_at
ENSMUSG00000047187	ENSMUST00000060232	1440753_at
ENSMUSG00000001998	ENSMUST00000002063	1456948_at
ENSMUSG00000001998	ENSMUST00000002063	1440261_at
ENSMUSG00000074746	ENSMUST00000099274	1435440_at
ENSMUSG00000074746	ENSMUST00000099274	1435562_at
ENSMUSG00000039376	ENSMUST00000057090	1447657_s_at
ENSMUSG00000039376	ENSMUST00000057090	1428295_at
ENSMUSG00000039376	ENSMUST00000119483	1447657_s_at
ENSMUSG00000039376	ENSMUST00000119483	1428295_at
ENSMUSG00000039376	ENSMUST00000117386	1447657_s_at
ENSMUSG00000039376	ENSMUST00000117386	1428295_at
ENSMUSG00000104286	ENSMUST00000193639	1442891_at
ENSMUSG00000113084	ENSMUST00000222600	1457967_at
ENSMUSG00000033857	ENSMUST00000135383	1435289_at
ENSMUSG00000033857	ENSMUST00000171769	1435289_at
ENSMUSG00000033857	ENSMUST00000043447	1435289_at
ENSMUSG00000033857	ENSMUST00000139917	1435289_at
ENSMUSG00000033857	ENSMUST00000168785	1435289_at
ENSMUSG00000105274	ENSMUST00000199057	1432345_at
ENSMUSG00000113925	ENSMUST00000222426	1438768_at
ENSMUSG00000078577	ENSMUST00000106268	1440820_x_at
ENSMUSG00000066197	ENSMUST00000084650	1443129_at
ENSMUSG00000032368	ENSMUST00000034927	1439627_at
ENSMUSG00000039883	ENSMUST00000199277	1454076_at
ENSMUSG00000039883	ENSMUST00000035651	1429679_at
ENSMUSG00000116639	ENSMUST00000231830	1432548_at
ENSMUSG00000034422	ENSMUST00000042665	1432548_at
ENSMUSG00000034422	ENSMUST00000135669	1432548_at
ENSMUSG00000040506	ENSMUST00000124132	1458150_at
ENSMUSG00000040506	ENSMUST00000156496	1458150_at
ENSMUSG00000068196	ENSMUST00000089332	1455627_at
ENSMUSG00000020821	ENSMUST00000102554	1436224_at
ENSMUSG00000020821	ENSMUST00000094499	1436224_at
ENSMUSG00000020821	ENSMUST00000072187	1436224_at
ENSMUSG00000020821	ENSMUST00000137119	1436224_at
ENSMUSG00000097736	ENSMUST00000181682	1441197_at
ENSMUSG00000097736	ENSMUST00000181107	1457550_at
ENSMUSG00000097736	ENSMUST00000215759	1441197_at
ENSMUSG00000097736	ENSMUST00000181719	1441197_at
ENSMUSG00000087095	ENSMUST00000136990	1456559_at
ENSMUSG00000043969	ENSMUST00000062216	1456258_at
ENSMUSG00000043969	ENSMUST00000174353	1456258_at
ENSMUSG00000043969	ENSMUST00000174573	1456258_at
ENSMUSG00000032763	ENSMUST00000105384	1454658_at
ENSMUSG00000032763	ENSMUST00000218875	1454658_at
ENSMUSG00000032763	ENSMUST00000220430	1456300_at
ENSMUSG00000032763	ENSMUST00000218885	1454658_at
ENSMUSG00000032763	ENSMUST00000218215	1454658_at
ENSMUSG00000032763	ENSMUST00000218271	1456300_at
ENSMUSG00000032763	ENSMUST00000219588	1454658_at
ENSMUSG00000032763	ENSMUST00000218670	1454658_at
ENSMUSG00000032763	ENSMUST00000219971	1454658_at
ENSMUSG00000027564	ENSMUST00000029080	1429374_at
ENSMUSG00000048602	ENSMUST00000053896	1439222_at
ENSMUSG00000048602	ENSMUST00000131954	1439222_at
ENSMUSG00000111441	ENSMUST00000216013	1452918_at
ENSMUSG00000020424	ENSMUST00000020699	1452847_at
ENSMUSG00000117534	ENSMUST00000234958	1458609_at
ENSMUSG00000089900	ENSMUST00000163069	1431583_at
ENSMUSG00000021466	ENSMUST00000223515	1439663_at
ENSMUSG00000098374	ENSMUST00000130871	1440497_at
ENSMUSG00000098374	ENSMUST00000130871	1449655_a_at
ENSMUSG00000049728	ENSMUST00000054415	1442297_at
ENSMUSG00000049728	ENSMUST00000054415	1454986_at
ENSMUSG00000049728	ENSMUST00000106263	1454986_at
ENSMUSG00000049728	ENSMUST00000106261	1454986_at
ENSMUSG00000049728	ENSMUST00000106262	1454986_at
ENSMUSG00000049728	ENSMUST00000144721	1454986_at
ENSMUSG00000049728	ENSMUST00000150961	1458563_at
ENSMUSG00000112041	ENSMUST00000218368	1432194_at
ENSMUSG00000035367	ENSMUST00000225828	1438573_at
ENSMUSG00000035367	ENSMUST00000042450	1438573_at
ENSMUSG00000035367	ENSMUST00000224479	1456696_x_at
ENSMUSG00000035367	ENSMUST00000224479	1439248_at
ENSMUSG00000042672	ENSMUST00000070820	1432545_at
ENSMUSG00000042672	ENSMUST00000128002	1432545_at
ENSMUSG00000042672	ENSMUST00000127766	1432545_at
ENSMUSG00000079580	ENSMUST00000114683	1432437_at
ENSMUSG00000079580	ENSMUST00000234718	1432437_at
ENSMUSG00000079580	ENSMUST00000234620	1432437_at
ENSMUSG00000079580	ENSMUST00000234648	1432437_at
ENSMUSG00000079580	ENSMUST00000234979	1432437_at
ENSMUSG00000079580	ENSMUST00000235062	1432437_at
ENSMUSG00000079580	ENSMUST00000168339	1432437_at
ENSMUSG00000020895	ENSMUST00000075980	1429059_s_at
ENSMUSG00000020895	ENSMUST00000075980	1429058_at
ENSMUSG00000020895	ENSMUST00000094081	1429495_at
ENSMUSG00000020895	ENSMUST00000094081	1429059_s_at
ENSMUSG00000020895	ENSMUST00000094081	1429058_at
ENSMUSG00000020895	ENSMUST00000123821	1429059_s_at
ENSMUSG00000020895	ENSMUST00000123821	1429058_at
ENSMUSG00000020895	ENSMUST00000152142	1429495_at
ENSMUSG00000020895	ENSMUST00000152142	1429059_s_at
ENSMUSG00000020895	ENSMUST00000152142	1429058_at
ENSMUSG00000020895	ENSMUST00000123038	1429058_at
ENSMUSG00000020895	ENSMUST00000128323	1429058_at
ENSMUSG00000020895	ENSMUST00000146646	1429059_s_at
ENSMUSG00000020895	ENSMUST00000146646	1429058_at
ENSMUSG00000020895	ENSMUST00000125215	1429495_at
ENSMUSG00000020895	ENSMUST00000125215	1429059_s_at
ENSMUSG00000020895	ENSMUST00000125215	1429058_at
ENSMUSG00000027669	ENSMUST00000155737	1439632_at
ENSMUSG00000040006	ENSMUST00000188270	1429731_at
ENSMUSG00000040006	ENSMUST00000065124	1429731_at
ENSMUSG00000020572	ENSMUST00000020886	1455320_at
ENSMUSG00000027340	ENSMUST00000128899	1445589_at
ENSMUSG00000110344	ENSMUST00000124877	1435645_at
ENSMUSG00000110344	ENSMUST00000134929	1435645_at
ENSMUSG00000103287	ENSMUST00000192736	1454251_at
ENSMUSG00000046603	ENSMUST00000052740	1455118_at
ENSMUSG00000046603	ENSMUST00000136274	1455118_at
ENSMUSG00000030804	ENSMUST00000126662	1441991_at
ENSMUSG00000024018	ENSMUST00000129091	1444550_at
ENSMUSG00000024018	ENSMUST00000123502	1444550_at
ENSMUSG00000030386	ENSMUST00000098822	1429799_at
ENSMUSG00000030386	ENSMUST00000098822	1454951_at
ENSMUSG00000030386	ENSMUST00000123589	1436429_at
ENSMUSG00000030386	ENSMUST00000151933	1429799_at
ENSMUSG00000030386	ENSMUST00000151933	1454951_at
ENSMUSG00000030386	ENSMUST00000133515	1429799_at
ENSMUSG00000030386	ENSMUST00000133515	1454951_at
ENSMUSG00000071253	ENSMUST00000044977	1434996_at
ENSMUSG00000071253	ENSMUST00000144459	1434996_at
ENSMUSG00000071253	ENSMUST00000152350	1434996_at
ENSMUSG00000038119	ENSMUST00000119129	1434957_at
ENSMUSG00000038119	ENSMUST00000042842	1434957_at
ENSMUSG00000049739	ENSMUST00000205364	1439212_at
ENSMUSG00000049739	ENSMUST00000131000	1439212_at
ENSMUSG00000049739	ENSMUST00000050383	1459901_at
ENSMUSG00000049739	ENSMUST00000050383	1439212_at
ENSMUSG00000049739	ENSMUST00000206340	1459901_at
ENSMUSG00000049739	ENSMUST00000206340	1439212_at
ENSMUSG00000093948	ENSMUST00000166527	1430006_x_at
ENSMUSG00000044139	ENSMUST00000121394	1441991_at
ENSMUSG00000024570	ENSMUST00000025462	1428520_at
ENSMUSG00000024570	ENSMUST00000236460	1428520_at
ENSMUSG00000028646	ENSMUST00000030399	1415749_a_at
ENSMUSG00000028646	ENSMUST00000155757	1415749_a_at
ENSMUSG00000028646	ENSMUST00000155454	1415749_a_at
ENSMUSG00000002820	ENSMUST00000065005	1439130_at
ENSMUSG00000002820	ENSMUST00000065005	1442872_at
ENSMUSG00000002820	ENSMUST00000065005	1420135_at
ENSMUSG00000002820	ENSMUST00000216826	1439130_at
ENSMUSG00000047036	ENSMUST00000216063	1454774_at
ENSMUSG00000056019	ENSMUST00000188685	1459386_at
ENSMUSG00000056019	ENSMUST00000034259	1459386_at
ENSMUSG00000071653	ENSMUST00000186647	1457083_at
ENSMUSG00000071653	ENSMUST00000190843	1457083_at
ENSMUSG00000057788	ENSMUST00000127094	1457947_at
ENSMUSG00000057788	ENSMUST00000138688	1457947_at
ENSMUSG00000112494	ENSMUST00000220438	1432956_at
ENSMUSG00000006576	ENSMUST00000124341	1453687_at
ENSMUSG00000006576	ENSMUST00000132612	1453687_at
ENSMUSG00000059149	ENSMUST00000126927	1455623_at
ENSMUSG00000059149	ENSMUST00000163016	1455623_at
ENSMUSG00000059149	ENSMUST00000146267	1444199_at
ENSMUSG00000021108	ENSMUST00000221153	1434248_at
ENSMUSG00000021108	ENSMUST00000021527	1434248_at
ENSMUSG00000035047	ENSMUST00000183912	1449743_a_at
ENSMUSG00000007783	ENSMUST00000211901	1435281_at
ENSMUSG00000007783	ENSMUST00000212836	1435281_at
ENSMUSG00000007783	ENSMUST00000063761	1435281_at
ENSMUSG00000007783	ENSMUST00000212217	1435281_at
ENSMUSG00000007783	ENSMUST00000212890	1435281_at
ENSMUSG00000097322	ENSMUST00000180486	1445138_at
ENSMUSG00000097322	ENSMUST00000214426	1445138_at
ENSMUSG00000063488	ENSMUST00000063980	1442407_at
ENSMUSG00000063488	ENSMUST00000216429	1442407_at
ENSMUSG00000096740	ENSMUST00000187504	1457083_at
ENSMUSG00000096740	ENSMUST00000190530	1457083_at
ENSMUSG00000108382	ENSMUST00000205988	1454205_at
ENSMUSG00000085875	ENSMUST00000238344	1430608_at
ENSMUSG00000085875	ENSMUST00000181410	1430608_at
ENSMUSG00000014075	ENSMUST00000014220	1428972_at
ENSMUSG00000014075	ENSMUST00000014220	1428973_s_at
ENSMUSG00000014075	ENSMUST00000080316	1428973_s_at
ENSMUSG00000014075	ENSMUST00000131204	1428973_s_at
ENSMUSG00000091264	ENSMUST00000165561	1433986_at
ENSMUSG00000026269	ENSMUST00000179531	1457926_at
ENSMUSG00000006488	ENSMUST00000224852	1441874_x_at
ENSMUSG00000006488	ENSMUST00000224852	1441873_at
ENSMUSG00000031153	ENSMUST00000135622	1447072_at
ENSMUSG00000031153	ENSMUST00000141178	1447072_at
ENSMUSG00000078688	ENSMUST00000107490	1434110_x_at
ENSMUSG00000054556	ENSMUST00000139701	1458024_at
ENSMUSG00000015890	ENSMUST00000016034	1447380_at
ENSMUSG00000036768	ENSMUST00000214921	1431718_at
ENSMUSG00000022195	ENSMUST00000228888	1457987_at
ENSMUSG00000063681	ENSMUST00000198445	1441330_at
ENSMUSG00000028552	ENSMUST00000126015	1440729_at
ENSMUSG00000029212	ENSMUST00000031122	1443834_at
ENSMUSG00000029212	ENSMUST00000031122	1443205_at
ENSMUSG00000029212	ENSMUST00000031122	1435095_at
ENSMUSG00000027763	ENSMUST00000195077	1457924_at
ENSMUSG00000027763	ENSMUST00000099087	1457924_at
ENSMUSG00000027763	ENSMUST00000192637	1457924_at
ENSMUSG00000027763	ENSMUST00000195839	1457924_at
ENSMUSG00000027763	ENSMUST00000194069	1457924_at
ENSMUSG00000027763	ENSMUST00000192623	1457924_at
ENSMUSG00000027763	ENSMUST00000194201	1457924_at
ENSMUSG00000027763	ENSMUST00000193517	1457924_at
ENSMUSG00000027763	ENSMUST00000192607	1457924_at
ENSMUSG00000027763	ENSMUST00000192394	1440315_at
ENSMUSG00000027763	ENSMUST00000192520	1440315_at
ENSMUSG00000029361	ENSMUST00000142742	1429887_at
ENSMUSG00000097587	ENSMUST00000230737	1456421_at
ENSMUSG00000097587	ENSMUST00000180490	1456421_at
ENSMUSG00000060131	ENSMUST00000040128	1445522_at
ENSMUSG00000060131	ENSMUST00000040128	1439814_at
ENSMUSG00000060131	ENSMUST00000040149	1445522_at
ENSMUSG00000060131	ENSMUST00000134977	1445522_at
ENSMUSG00000060131	ENSMUST00000147517	1445522_at
ENSMUSG00000060131	ENSMUST00000129187	1445522_at
ENSMUSG00000051177	ENSMUST00000131552	1435043_at
ENSMUSG00000051177	ENSMUST00000110116	1435043_at
ENSMUSG00000029211	ENSMUST00000031121	1429330_at
ENSMUSG00000029211	ENSMUST00000031121	1433707_at
ENSMUSG00000029211	ENSMUST00000199357	1429330_at
ENSMUSG00000029211	ENSMUST00000197994	1429330_at
ENSMUSG00000029211	ENSMUST00000197994	1433707_at
ENSMUSG00000066880	ENSMUST00000119003	1434355_at
ENSMUSG00000059049	ENSMUST00000107230	1455280_at
ENSMUSG00000059049	ENSMUST00000071708	1455280_at
ENSMUSG00000059049	ENSMUST00000170248	1455280_at
ENSMUSG00000089857	ENSMUST00000110002	1443640_at
ENSMUSG00000089857	ENSMUST00000125802	1443640_at
ENSMUSG00000089857	ENSMUST00000126607	1443640_at
ENSMUSG00000026436	ENSMUST00000086556	1447571_at
ENSMUSG00000009907	ENSMUST00000112736	1457067_at
ENSMUSG00000009907	ENSMUST00000094646	1460104_at
ENSMUSG00000074987	ENSMUST00000135153	1457698_at
ENSMUSG00000074987	ENSMUST00000172701	1457698_at
ENSMUSG00000074987	ENSMUST00000099647	1457698_at
ENSMUSG00000031523	ENSMUST00000033923	1436173_at
ENSMUSG00000031523	ENSMUST00000033923	1460602_at
ENSMUSG00000031523	ENSMUST00000098826	1436173_at
ENSMUSG00000031523	ENSMUST00000098826	1460602_at
ENSMUSG00000042507	ENSMUST00000110294	1444107_at
ENSMUSG00000042507	ENSMUST00000110294	1457798_at
ENSMUSG00000042507	ENSMUST00000110294	1429224_at
ENSMUSG00000042507	ENSMUST00000110294	1456894_at
ENSMUSG00000042507	ENSMUST00000220974	1457798_at
ENSMUSG00000042507	ENSMUST00000220974	1456894_at
ENSMUSG00000042507	ENSMUST00000137562	1457798_at
ENSMUSG00000042507	ENSMUST00000046266	1444107_at
ENSMUSG00000042507	ENSMUST00000046266	1457798_at
ENSMUSG00000042507	ENSMUST00000046266	1429224_at
ENSMUSG00000042507	ENSMUST00000046266	1456894_at
ENSMUSG00000102813	ENSMUST00000194216	1443051_at
ENSMUSG00000044201	ENSMUST00000060710	1456077_x_at
ENSMUSG00000044201	ENSMUST00000237620	1456077_x_at
ENSMUSG00000044201	ENSMUST00000237822	1456077_x_at
ENSMUSG00000039747	ENSMUST00000041048	1434762_at
ENSMUSG00000039747	ENSMUST00000041048	1434763_at
ENSMUSG00000039747	ENSMUST00000196454	1434762_at
ENSMUSG00000039747	ENSMUST00000196454	1434763_at
ENSMUSG00000074139	ENSMUST00000098477	1457453_at
ENSMUSG00000074139	ENSMUST00000134712	1457453_at
ENSMUSG00000074139	ENSMUST00000185580	1457453_at
ENSMUSG00000074139	ENSMUST00000135182	1457453_at
ENSMUSG00000108652	ENSMUST00000205326	1430444_at
ENSMUSG00000071984	ENSMUST00000097425	1430119_at
ENSMUSG00000071984	ENSMUST00000239425	1430119_at
ENSMUSG00000071984	ENSMUST00000167580	1430119_at
ENSMUSG00000079055	ENSMUST00000085238	1440962_at
ENSMUSG00000079055	ENSMUST00000064594	1440962_at
ENSMUSG00000052955	ENSMUST00000203101	1432056_at
ENSMUSG00000052955	ENSMUST00000204674	1432056_at
ENSMUSG00000052955	ENSMUST00000166545	1432056_at
ENSMUSG00000117592	ENSMUST00000234551	1440744_at
ENSMUSG00000117592	ENSMUST00000234239	1440744_at
ENSMUSG00000113052	ENSMUST00000223261	1459273_at
ENSMUSG00000085016	ENSMUST00000148743	1431333_at
ENSMUSG00000020121	ENSMUST00000020322	1442175_at
ENSMUSG00000020121	ENSMUST00000081688	1442175_at
ENSMUSG00000047635	ENSMUST00000111477	1458837_at
ENSMUSG00000026841	ENSMUST00000028188	1435482_at
ENSMUSG00000038371	ENSMUST00000169740	1431433_at
ENSMUSG00000038371	ENSMUST00000165449	1457689_at
ENSMUSG00000038371	ENSMUST00000171378	1457689_at
ENSMUSG00000038371	ENSMUST00000211732	1443160_at
ENSMUSG00000049878	ENSMUST00000056635	1439555_at
ENSMUSG00000049878	ENSMUST00000222814	1446057_at
ENSMUSG00000049878	ENSMUST00000168615	1439555_at
ENSMUSG00000025786	ENSMUST00000140497	1438897_at
ENSMUSG00000025786	ENSMUST00000238520	1438897_at
ENSMUSG00000025786	ENSMUST00000147563	1438897_at
ENSMUSG00000025786	ENSMUST00000147563	1455368_at
ENSMUSG00000056602	ENSMUST00000202530	1458985_at
ENSMUSG00000056602	ENSMUST00000203000	1458985_at
ENSMUSG00000056602	ENSMUST00000087204	1457131_at
ENSMUSG00000056602	ENSMUST00000087204	1456480_at
ENSMUSG00000056602	ENSMUST00000239118	1457131_at
ENSMUSG00000056602	ENSMUST00000239118	1456480_at
ENSMUSG00000056602	ENSMUST00000202566	1457131_at
ENSMUSG00000056602	ENSMUST00000202566	1456480_at
ENSMUSG00000056602	ENSMUST00000200863	1456480_at
ENSMUSG00000056602	ENSMUST00000201196	1456480_at
ENSMUSG00000056602	ENSMUST00000201628	1456480_at
ENSMUSG00000038126	ENSMUST00000031344	1438063_at
ENSMUSG00000038126	ENSMUST00000031344	1440915_at
ENSMUSG00000038126	ENSMUST00000031344	1431053_at
ENSMUSG00000038126	ENSMUST00000147737	1438063_at
ENSMUSG00000038126	ENSMUST00000147737	1440915_at
ENSMUSG00000038126	ENSMUST00000147737	1431053_at
ENSMUSG00000038126	ENSMUST00000184951	1438063_at
ENSMUSG00000038126	ENSMUST00000184951	1440915_at
ENSMUSG00000038126	ENSMUST00000184951	1431053_at
ENSMUSG00000038126	ENSMUST00000143476	1438063_at
ENSMUSG00000038126	ENSMUST00000143476	1440915_at
ENSMUSG00000038126	ENSMUST00000143476	1431053_at
ENSMUSG00000042063	ENSMUST00000183125	1458585_at
ENSMUSG00000073764	ENSMUST00000097905	1443601_at
ENSMUSG00000098128	ENSMUST00000182077	1433022_at
ENSMUSG00000060630	ENSMUST00000080407	1440453_at
ENSMUSG00000034300	ENSMUST00000049281	1447539_at
ENSMUSG00000034300	ENSMUST00000097622	1447539_at
ENSMUSG00000034300	ENSMUST00000235929	1447539_at
ENSMUSG00000049502	ENSMUST00000081933	1439825_at
ENSMUSG00000049502	ENSMUST00000081933	1435208_at
ENSMUSG00000017639	ENSMUST00000017783	1434156_at
ENSMUSG00000017639	ENSMUST00000017783	1445241_at
ENSMUSG00000055026	ENSMUST00000068911	1430101_at
ENSMUSG00000055026	ENSMUST00000068911	1445846_at
ENSMUSG00000055026	ENSMUST00000068911	1444549_at
ENSMUSG00000055026	ENSMUST00000068394	1439717_at
ENSMUSG00000086356	ENSMUST00000140104	1430873_at
ENSMUSG00000033152	ENSMUST00000141401	1455622_at
ENSMUSG00000033152	ENSMUST00000038409	1455622_at
ENSMUSG00000033152	ENSMUST00000061262	1455622_at
ENSMUSG00000033152	ENSMUST00000145944	1455622_at
ENSMUSG00000033152	ENSMUST00000124562	1455622_at
ENSMUSG00000033152	ENSMUST00000141348	1455622_at
ENSMUSG00000070420	ENSMUST00000199563	1436606_at
ENSMUSG00000041255	ENSMUST00000040856	1432203_at
ENSMUSG00000075033	ENSMUST00000099705	1436941_at
ENSMUSG00000103844	ENSMUST00000192824	1454185_at
ENSMUSG00000105741	ENSMUST00000199610	1459606_at
ENSMUSG00000003929	ENSMUST00000054072	1444076_at
ENSMUSG00000003929	ENSMUST00000234016	1444076_at
ENSMUSG00000101320	ENSMUST00000189675	1440742_at
ENSMUSG00000010721	ENSMUST00000055195	1431365_at
ENSMUSG00000010721	ENSMUST00000055195	1442371_at
ENSMUSG00000010721	ENSMUST00000179191	1431365_at
ENSMUSG00000010721	ENSMUST00000179191	1442371_at
ENSMUSG00000087434	ENSMUST00000145652	1446370_at
ENSMUSG00000032783	ENSMUST00000230054	1453370_at
ENSMUSG00000032783	ENSMUST00000230054	1433790_at
ENSMUSG00000032783	ENSMUST00000039665	1453370_at
ENSMUSG00000032783	ENSMUST00000039665	1433790_at
ENSMUSG00000032783	ENSMUST00000230868	1453370_at
ENSMUSG00000032783	ENSMUST00000230311	1453370_at
ENSMUSG00000032783	ENSMUST00000229740	1433790_at
ENSMUSG00000032783	ENSMUST00000229224	1433790_at
ENSMUSG00000022982	ENSMUST00000023707	1459976_s_at
ENSMUSG00000022982	ENSMUST00000232505	1459976_s_at
ENSMUSG00000022982	ENSMUST00000232505	1440222_at
ENSMUSG00000031521	ENSMUST00000211424	1434665_at
ENSMUSG00000031521	ENSMUST00000033920	1434665_at
ENSMUSG00000031521	ENSMUST00000209811	1434665_at
ENSMUSG00000057130	ENSMUST00000145963	1442808_at
ENSMUSG00000033964	ENSMUST00000039867	1428779_at
ENSMUSG00000033964	ENSMUST00000039867	1458873_at
ENSMUSG00000033964	ENSMUST00000039867	1439089_at
ENSMUSG00000033964	ENSMUST00000199011	1439089_at
ENSMUSG00000043850	ENSMUST00000055636	1438347_at
ENSMUSG00000043850	ENSMUST00000072551	1438347_at
ENSMUSG00000043850	ENSMUST00000161419	1438347_at
ENSMUSG00000084873	ENSMUST00000150382	1430501_at
ENSMUSG00000084873	ENSMUST00000150382	1433302_at
ENSMUSG00000038496	ENSMUST00000045560	1436417_at
ENSMUSG00000038496	ENSMUST00000142805	1436417_at
ENSMUSG00000046985	ENSMUST00000055128	1454730_at
ENSMUSG00000046985	ENSMUST00000199374	1454730_at
ENSMUSG00000046985	ENSMUST00000198388	1454730_at
ENSMUSG00000097494	ENSMUST00000180391	1430246_at
ENSMUSG00000025231	ENSMUST00000120778	1431713_at
ENSMUSG00000025231	ENSMUST00000235166	1431713_at
ENSMUSG00000025231	ENSMUST00000235166	1440004_at
ENSMUSG00000021843	ENSMUST00000187839	1458502_at
ENSMUSG00000021843	ENSMUST00000189986	1458502_at
ENSMUSG00000021843	ENSMUST00000186700	1446749_at
ENSMUSG00000021843	ENSMUST00000188049	1446702_at
ENSMUSG00000110945	ENSMUST00000217077	1431209_s_at
ENSMUSG00000037933	ENSMUST00000048544	1437875_at
ENSMUSG00000037933	ENSMUST00000110084	1437875_at
ENSMUSG00000037933	ENSMUST00000110085	1437875_at
ENSMUSG00000025787	ENSMUST00000026893	1438341_at
ENSMUSG00000071537	ENSMUST00000202245	1430606_at
ENSMUSG00000071537	ENSMUST00000096030	1430606_at
ENSMUSG00000109429	ENSMUST00000207037	1455773_at
ENSMUSG00000050240	ENSMUST00000090190	1454944_at
ENSMUSG00000050240	ENSMUST00000090190	1437571_at
ENSMUSG00000050240	ENSMUST00000232082	1437571_at
ENSMUSG00000109279	ENSMUST00000207847	1441328_at
ENSMUSG00000052013	ENSMUST00000102802	1455656_at
ENSMUSG00000032377	ENSMUST00000034941	1443406_at
ENSMUSG00000032377	ENSMUST00000034941	1433626_at
ENSMUSG00000032377	ENSMUST00000143866	1443406_at
ENSMUSG00000026031	ENSMUST00000097723	1453482_at
ENSMUSG00000026031	ENSMUST00000189858	1453482_at
ENSMUSG00000003484	ENSMUST00000141975	1433389_at
ENSMUSG00000052616	ENSMUST00000064576	1442013_at
ENSMUSG00000052616	ENSMUST00000161520	1442013_at
ENSMUSG00000052616	ENSMUST00000159713	1442013_at
ENSMUSG00000052616	ENSMUST00000162014	1442013_at
ENSMUSG00000052616	ENSMUST00000162014	1441886_at
ENSMUSG00000085631	ENSMUST00000153402	1446437_at
ENSMUSG00000085631	ENSMUST00000129868	1447004_at
ENSMUSG00000085247	ENSMUST00000138303	1430481_at
ENSMUSG00000025964	ENSMUST00000087374	1447946_at
ENSMUSG00000025964	ENSMUST00000114107	1447946_at
ENSMUSG00000025964	ENSMUST00000097717	1447946_at
ENSMUSG00000038354	ENSMUST00000048427	1438474_at
ENSMUSG00000036744	ENSMUST00000166880	1432098_a_at
ENSMUSG00000036744	ENSMUST00000075414	1432098_a_at
ENSMUSG00000036744	ENSMUST00000075414	1430455_at
ENSMUSG00000036744	ENSMUST00000217739	1432098_a_at
ENSMUSG00000036744	ENSMUST00000217739	1430455_at
ENSMUSG00000026360	ENSMUST00000127206	1447830_s_at
ENSMUSG00000026360	ENSMUST00000127206	1443250_at
ENSMUSG00000034867	ENSMUST00000040844	1454717_at
ENSMUSG00000034867	ENSMUST00000190503	1454717_at
ENSMUSG00000052446	ENSMUST00000131237	1434296_at
ENSMUSG00000052446	ENSMUST00000138304	1434296_at
ENSMUSG00000052446	ENSMUST00000109997	1434296_at
ENSMUSG00000052446	ENSMUST00000144807	1434296_at
ENSMUSG00000052446	ENSMUST00000136878	1433390_at
ENSMUSG00000026785	ENSMUST00000148650	1434525_at
ENSMUSG00000026785	ENSMUST00000045246	1434525_at
ENSMUSG00000026785	ENSMUST00000137240	1434525_at
ENSMUSG00000036009	ENSMUST00000046638	1434749_at
ENSMUSG00000036009	ENSMUST00000176924	1434749_at
ENSMUSG00000036009	ENSMUST00000176830	1453534_at
ENSMUSG00000085069	ENSMUST00000136217	1457215_at
ENSMUSG00000099610	ENSMUST00000186512	1459230_at
ENSMUSG00000103622	ENSMUST00000191720	1459230_at
ENSMUSG00000021113	ENSMUST00000021532	1458400_at
ENSMUSG00000021113	ENSMUST00000021532	1429335_at
ENSMUSG00000021113	ENSMUST00000220882	1429335_at
ENSMUSG00000116607	ENSMUST00000232326	1458986_at
ENSMUSG00000039737	ENSMUST00000151786	1442084_at
ENSMUSG00000039737	ENSMUST00000151786	1442598_at
ENSMUSG00000039737	ENSMUST00000040980	1442598_at
ENSMUSG00000039737	ENSMUST00000149151	1442598_at
ENSMUSG00000092519	ENSMUST00000174088	1453546_at
ENSMUSG00000092519	ENSMUST00000174088	1437038_x_at
ENSMUSG00000036699	ENSMUST00000115258	1428434_at
ENSMUSG00000036699	ENSMUST00000048067	1428434_at
ENSMUSG00000036699	ENSMUST00000115257	1428434_at
ENSMUSG00000036699	ENSMUST00000115256	1428434_at
ENSMUSG00000085766	ENSMUST00000154246	1431796_at
ENSMUSG00000090069	ENSMUST00000160177	1457919_at
