Gene stable ID	Transcript stable ID	AFFY RG U34A probe
ENSRNOG00000033280	ENSRNOT00000041418	M82845_s_at
ENSRNOG00000033280	ENSRNOT00000056457	E03428cds_s_at
ENSRNOG00000033280	ENSRNOT00000056457	U52663mRNA#3_s_at
ENSRNOG00000033280	ENSRNOT00000056457	rc_AA891068_f_at
ENSRNOG00000033280	ENSRNOT00000056457	rc_AA799575_f_at
ENSRNOG00000023688	ENSRNOT00000030893	M35077_s_at
ENSRNOG00000023688	ENSRNOT00000030893	S46131mRNA_s_at
ENSRNOG00000023688	ENSRNOT00000030893	S46131mRNA_r_at
ENSRNOG00000028711	ENSRNOT00000039795	rc_AA859529_at
ENSRNOG00000032877	ENSRNOT00000046642	rc_AI235364_at
ENSRNOG00000055982	ENSRNOT00000090151	AF091569_s_at
ENSRNOG00000001302	ENSRNOT00000001759	S47609_s_at
ENSRNOG00000023440	ENSRNOT00000010970	AJ001637cds_at
ENSRNOG00000049575	ENSRNOT00000051841	U31777_at
ENSRNOG00000049575	ENSRNOT00000051841	U31777_g_at
ENSRNOG00000004912	ENSRNOT00000088549	S58528_at
ENSRNOG00000004912	ENSRNOT00000006961	S58528_at
ENSRNOG00000054979	ENSRNOT00000080334	M26534_f_at
ENSRNOG00000054979	ENSRNOT00000080334	M26534_i_at
ENSRNOG00000005301	ENSRNOT00000007763	Z48225_at
ENSRNOG00000025695	ENSRNOT00000012661	rc_AA891734_at
ENSRNOG00000046698	ENSRNOT00000085821	X87885_at
ENSRNOG00000046698	ENSRNOT00000071645	X87885_at
ENSRNOG00000016288	ENSRNOT00000022073	D12927_at
ENSRNOG00000029799	ENSRNOT00000040156	rc_H31323_at
ENSRNOG00000011774	ENSRNOT00000089345	rc_AA875261_at
ENSRNOG00000011774	ENSRNOT00000045237	rc_AA875261_at
ENSRNOG00000046154	ENSRNOT00000072209	X14788_s_at
ENSRNOG00000055814	ENSRNOT00000072748	X83399_at
ENSRNOG00000042308	ENSRNOT00000043747	rc_AA893091_at
ENSRNOG00000058006	ENSRNOT00000087150	X86789_at
ENSRNOG00000058006	ENSRNOT00000080635	X86789_at
ENSRNOG00000001577	ENSRNOT00000033511	M37569_at
ENSRNOG00000032443	ENSRNOT00000047453	rc_AI639267_at
ENSRNOG00000009538	ENSRNOT00000013262	rc_AI176422_at
ENSRNOG00000009538	ENSRNOT00000013262	rc_AI237007_at
ENSRNOG00000009538	ENSRNOT00000013262	rc_AI176422_g_at
ENSRNOG00000001890	ENSRNOT00000002593	AF072865_at
ENSRNOG00000001890	ENSRNOT00000002593	AF072865_g_at
ENSRNOG00000001890	ENSRNOT00000081972	AF072865_at
ENSRNOG00000001890	ENSRNOT00000081972	AF072865_g_at
ENSRNOG00000037765	ENSRNOT00000064288	rc_AA799637_g_at
ENSRNOG00000037765	ENSRNOT00000092075	rc_AA799637_g_at
ENSRNOG00000001456	ENSRNOT00000001979	rc_AI177052_at
ENSRNOG00000001456	ENSRNOT00000001979	rc_AA818240_at
ENSRNOG00000003276	ENSRNOT00000004609	X71997_at
ENSRNOG00000004807	ENSRNOT00000006483	L12381_at
ENSRNOG00000031827	ENSRNOT00000042577	rc_AA893590_at
ENSRNOG00000016348	ENSRNOT00000022721	X02741_s_at
ENSRNOG00000031852	ENSRNOT00000047907	U31554_at
ENSRNOG00000031852	ENSRNOT00000042024	U31554_at
ENSRNOG00000019417	ENSRNOT00000026290	M67465_at
ENSRNOG00000019417	ENSRNOT00000079754	M67465_at
ENSRNOG00000016620	ENSRNOT00000042369	U22296_at
ENSRNOG00000016620	ENSRNOT00000090096	U22296_at
ENSRNOG00000049025	ENSRNOT00000073270	M29358_at
ENSRNOG00000049025	ENSRNOT00000073270	M29358_g_at
ENSRNOG00000001412	ENSRNOT00000001914	D10763_at
ENSRNOG00000023433	ENSRNOT00000030726	rc_AA800786_at
ENSRNOG00000023433	ENSRNOT00000030726	rc_AA955182_at
ENSRNOG00000023433	ENSRNOT00000030726	L22760_at
ENSRNOG00000023433	ENSRNOT00000030726	rc_AA955182_g_at
ENSRNOG00000023433	ENSRNOT00000081399	L22760_at
ENSRNOG00000023433	ENSRNOT00000081399	rc_AA955182_g_at
ENSRNOG00000019257	ENSRNOT00000026054	AF035954_at
ENSRNOG00000019257	ENSRNOT00000080683	AF035954_at
ENSRNOG00000031474	ENSRNOT00000041802	X51707cds_s_at
ENSRNOG00000019559	ENSRNOT00000026525	rc_AI639008_at
ENSRNOG00000021355	ENSRNOT00000051309	rc_AI638943_at
ENSRNOG00000008746	ENSRNOT00000012510	rc_AI233365_at
ENSRNOG00000008746	ENSRNOT00000066986	rc_AI233365_at
ENSRNOG00000010258	ENSRNOT00000013727	U14746_at
ENSRNOG00000010258	ENSRNOT00000013727	S80345_s_at
ENSRNOG00000018804	ENSRNOT00000048298	rc_AI231807_g_at
ENSRNOG00000018804	ENSRNOT00000048298	rc_AI231807_at
ENSRNOG00000047945	ENSRNOT00000015801	M33550cds_s_at
ENSRNOG00000047945	ENSRNOT00000015801	J03786_s_at
ENSRNOG00000053282	ENSRNOT00000071321	rc_AI176589_g_at
ENSRNOG00000016547	ENSRNOT00000022451	AF068136_at
ENSRNOG00000018931	ENSRNOT00000025779	rc_AA875511_at
ENSRNOG00000018931	ENSRNOT00000084590	rc_AA875511_at
ENSRNOG00000006870	ENSRNOT00000009989	AF100421_at
ENSRNOG00000039776	ENSRNOT00000020251	U32575_at
ENSRNOG00000039776	ENSRNOT00000020251	U32575_g_at
ENSRNOG00000039776	ENSRNOT00000077740	U32575_at
ENSRNOG00000039776	ENSRNOT00000077740	U32575_g_at
ENSRNOG00000020492	ENSRNOT00000027780	rc_AA891729_at
ENSRNOG00000025587	ENSRNOT00000030329	U72620_at
ENSRNOG00000025587	ENSRNOT00000030329	rc_AA900750_s_at
ENSRNOG00000001295	ENSRNOT00000001743	S53527mRNA_s_at
ENSRNOG00000053764	ENSRNOT00000087746	rc_AA891713_at
ENSRNOG00000053764	ENSRNOT00000087746	rc_AI012805_at
ENSRNOG00000003736	ENSRNOT00000005073	rc_AI179399_at
ENSRNOG00000012684	ENSRNOT00000017006	rc_AA893584_at
ENSRNOG00000012684	ENSRNOT00000090755	rc_AA893584_at
ENSRNOG00000008604	ENSRNOT00000011654	AB002086_at
ENSRNOG00000008604	ENSRNOT00000011654	AB002086_g_at
ENSRNOG00000008604	ENSRNOT00000090211	AB002086_at
ENSRNOG00000008604	ENSRNOT00000090211	AB002086_g_at
ENSRNOG00000031420	ENSRNOT00000081353	AF034218_g_at
ENSRNOG00000031420	ENSRNOT00000081353	AF034218_at
ENSRNOG00000031420	ENSRNOT00000017461	AF034218_g_at
ENSRNOG00000031420	ENSRNOT00000017461	AF034218_at
ENSRNOG00000016474	ENSRNOT00000022419	rc_AA892498_at
ENSRNOG00000012213	ENSRNOT00000016490	rc_H33255_at
ENSRNOG00000048449	ENSRNOT00000082780	S58529_at
ENSRNOG00000048449	ENSRNOT00000073350	S58529_at
ENSRNOG00000048449	ENSRNOT00000073350	rc_AA894332_at
ENSRNOG00000059469	ENSRNOT00000090664	S81924_s_at
ENSRNOG00000059469	ENSRNOT00000090664	L32602_at
ENSRNOG00000007705	ENSRNOT00000010146	U27558_at
ENSRNOG00000007705	ENSRNOT00000010146	X83585cds_s_at
ENSRNOG00000046883	ENSRNOT00000072870	rc_AA891209_at
ENSRNOG00000009920	ENSRNOT00000013159	M11942_s_at
ENSRNOG00000009920	ENSRNOT00000013159	rc_AI234604_s_at
ENSRNOG00000014656	ENSRNOT00000019679	U40836mRNA_s_at
ENSRNOG00000014656	ENSRNOT00000019679	X64827cds_s_at
ENSRNOG00000020762	ENSRNOT00000049877	U56862_at
ENSRNOG00000009199	ENSRNOT00000044121	rc_AA892959_at
ENSRNOG00000009199	ENSRNOT00000012214	rc_AA892959_at
ENSRNOG00000002874	ENSRNOT00000003834	rc_AI639342_at
ENSRNOG00000055650	ENSRNOT00000087572	L25866cds_at
ENSRNOG00000055650	ENSRNOT00000084569	L25866cds_at
ENSRNOG00000011463	ENSRNOT00000015618	D21799_at
ENSRNOG00000011463	ENSRNOT00000015618	D21799_g_at
ENSRNOG00000050547	ENSRNOT00000074225	AF039085_at
ENSRNOG00000058474	ENSRNOT00000079300	X51707cds_s_at
ENSRNOG00000014347	ENSRNOT00000019666	J05166_g_at
ENSRNOG00000014347	ENSRNOT00000019666	J05166_at
ENSRNOG00000030667	ENSRNOT00000083470	S74572_g_at
ENSRNOG00000030667	ENSRNOT00000040509	S74572_g_at
ENSRNOG00000030667	ENSRNOT00000040509	S74572_at
ENSRNOG00000030667	ENSRNOT00000048656	S74572_g_at
ENSRNOG00000030667	ENSRNOT00000048656	S90449_at
ENSRNOG00000030667	ENSRNOT00000048656	rc_AA799980_at
ENSRNOG00000030667	ENSRNOT00000079279	S74572_g_at
ENSRNOG00000005378	ENSRNOT00000007202	AB015308_s_at
ENSRNOG00000061641	ENSRNOT00000078641	rc_AA945611_at
ENSRNOG00000029115	ENSRNOT00000041210	X53504cds_g_at
ENSRNOG00000029115	ENSRNOT00000041210	X53504cds_at
ENSRNOG00000054371	ENSRNOT00000080032	M13707_at
ENSRNOG00000054371	ENSRNOT00000080032	X07287cds_s_at
ENSRNOG00000054371	ENSRNOT00000080032	M55417exon_s_at
ENSRNOG00000018355	ENSRNOT00000024766	U12514_at
ENSRNOG00000005538	ENSRNOT00000064285	rc_AA892831_s_at
ENSRNOG00000005538	ENSRNOT00000079156	rc_AA892831_s_at
ENSRNOG00000055962	ENSRNOT00000085201	rc_AA859830_s_at
ENSRNOG00000055962	ENSRNOT00000085201	U17834_at
ENSRNOG00000003606	ENSRNOT00000004798	rc_AA892234_at
ENSRNOG00000038480	ENSRNOT00000058642	rc_H33660_at
ENSRNOG00000054270	ENSRNOT00000085162	X62325cds_f_at
ENSRNOG00000054270	ENSRNOT00000085162	X62325cds_r_at
ENSRNOG00000054270	ENSRNOT00000085162	X62325cds_i_at
ENSRNOG00000001827	ENSRNOT00000047678	AF004661_at
ENSRNOG00000001827	ENSRNOT00000002507	AF004661_at
ENSRNOG00000046186	ENSRNOT00000074522	rc_AA866477_at
ENSRNOG00000009912	ENSRNOT00000013778	X57018_at
ENSRNOG00000009912	ENSRNOT00000085674	X57018_at
ENSRNOG00000049382	ENSRNOT00000071025	rc_AA800054_at
ENSRNOG00000007271	ENSRNOT00000083488	rc_AA892737_at
ENSRNOG00000007271	ENSRNOT00000009693	rc_AA892737_at
ENSRNOG00000005270	ENSRNOT00000007088	X75785_at
ENSRNOG00000021218	ENSRNOT00000028814	AF032872_at
ENSRNOG00000054584	ENSRNOT00000079459	rc_AA799899_i_at
ENSRNOG00000022921	ENSRNOT00000080065	rc_AA875577_at
ENSRNOG00000022921	ENSRNOT00000035125	rc_AA875577_at
ENSRNOG00000004688	ENSRNOT00000090370	rc_AI638955_at
ENSRNOG00000004688	ENSRNOT00000066431	rc_AI638955_at
ENSRNOG00000002343	ENSRNOT00000003248	D10699_g_at
ENSRNOG00000002343	ENSRNOT00000003248	D10699_at
ENSRNOG00000002343	ENSRNOT00000003248	rc_AA859882_s_at
ENSRNOG00000041744	ENSRNOT00000063497	D83349_at
ENSRNOG00000011782	ENSRNOT00000015956	M18467_at
ENSRNOG00000011782	ENSRNOT00000015956	rc_AA892012_g_at
ENSRNOG00000005668	ENSRNOT00000084069	rc_AI232012_at
ENSRNOG00000005668	ENSRNOT00000044885	rc_AI232012_at
ENSRNOG00000007114	ENSRNOT00000084062	D10755_s_at
ENSRNOG00000007114	ENSRNOT00000009666	D10755_s_at
ENSRNOG00000018911	ENSRNOT00000068354	AB006710_s_at
ENSRNOG00000018911	ENSRNOT00000068354	D87240_at
ENSRNOG00000018911	ENSRNOT00000025731	AB006710_s_at
ENSRNOG00000018911	ENSRNOT00000051067	AB006710_s_at
ENSRNOG00000018911	ENSRNOT00000051067	D87240_at
ENSRNOG00000018911	ENSRNOT00000025700	AB006710_s_at
ENSRNOG00000034180	ENSRNOT00000046519	X66369_at
ENSRNOG00000046005	ENSRNOT00000075397	M15114_g_at
ENSRNOG00000046005	ENSRNOT00000075397	U67995_s_at
ENSRNOG00000046005	ENSRNOT00000075397	rc_AA875269_at
ENSRNOG00000046005	ENSRNOT00000075397	AF036761_g_at
ENSRNOG00000046005	ENSRNOT00000075397	S75730_at
ENSRNOG00000046005	ENSRNOT00000075397	AF036761_at
ENSRNOG00000032482	ENSRNOT00000047732	X51707cds_s_at
ENSRNOG00000047005	ENSRNOT00000075153	rc_AA800928_at
ENSRNOG00000016322	ENSRNOT00000021864	rc_AA858621_g_at
ENSRNOG00000031445	ENSRNOT00000040857	D88586_at
ENSRNOG00000016596	ENSRNOT00000023628	AF077354_at
ENSRNOG00000016596	ENSRNOT00000023628	AF077354_g_at
ENSRNOG00000038370	ENSRNOT00000078203	D10261_g_at
ENSRNOG00000038370	ENSRNOT00000058422	X63446_at
ENSRNOG00000038370	ENSRNOT00000058422	D10261_g_at
ENSRNOG00000012283	ENSRNOT00000016452	L08227_at
ENSRNOG00000022234	ENSRNOT00000035271	rc_AA892843_at
ENSRNOG00000049743	ENSRNOT00000072342	U86635_g_at
ENSRNOG00000049743	ENSRNOT00000072342	U86635_at
ENSRNOG00000053888	ENSRNOT00000090107	rc_AI176460_s_at
ENSRNOG00000010262	ENSRNOT00000086724	M38759_at
ENSRNOG00000010262	ENSRNOT00000041569	M38759_at
ENSRNOG00000057012	ENSRNOT00000090622	U03390_at
ENSRNOG00000014318	ENSRNOT00000019199	S80127_s_at
ENSRNOG00000027030	ENSRNOT00000036718	D15069_s_at
ENSRNOG00000036246	ENSRNOT00000054369	E00988mRNA_s_at
ENSRNOG00000000906	ENSRNOT00000001205	rc_AA892578_at
ENSRNOG00000056246	ENSRNOT00000090026	rc_AI176504_at
ENSRNOG00000033245	ENSRNOT00000072465	J03524_s_at
ENSRNOG00000019968	ENSRNOT00000027047	rc_AA875001_at
ENSRNOG00000052207	ENSRNOT00000041483	rc_AI235364_at
ENSRNOG00000017979	ENSRNOT00000024326	rc_AA891838_at
ENSRNOG00000012573	ENSRNOT00000086896	U67138_at
ENSRNOG00000012573	ENSRNOT00000057845	U67138_at
ENSRNOG00000061441	ENSRNOT00000087364	X52619_at
ENSRNOG00000019484	ENSRNOT00000048770	U28975mRNA#2_at
ENSRNOG00000019484	ENSRNOT00000048770	U28975mRNA#2_g_at
ENSRNOG00000019484	ENSRNOT00000048770	L13600_at
ENSRNOG00000015557	ENSRNOT00000021027	S75960_s_at
ENSRNOG00000015030	ENSRNOT00000065921	U75916_at
ENSRNOG00000009470	ENSRNOT00000088264	rc_AA892820_at
ENSRNOG00000009470	ENSRNOT00000066546	rc_AA892820_at
ENSRNOG00000004709	ENSRNOT00000006604	rc_AI639381_at
ENSRNOG00000019439	ENSRNOT00000026313	Z71925_at
ENSRNOG00000007649	ENSRNOT00000066007	rc_AA851887_s_at
ENSRNOG00000007649	ENSRNOT00000010947	rc_AA851887_s_at
ENSRNOG00000007649	ENSRNOT00000010947	L25605_at
ENSRNOG00000007649	ENSRNOT00000065028	rc_AA851887_s_at
ENSRNOG00000002051	ENSRNOT00000052033	AJ006855_s_at
ENSRNOG00000002051	ENSRNOT00000052033	U45479_at
ENSRNOG00000002051	ENSRNOT00000002812	AJ006855_s_at
ENSRNOG00000002051	ENSRNOT00000002812	U45479_at
ENSRNOG00000002051	ENSRNOT00000065535	AJ006855_s_at
ENSRNOG00000002051	ENSRNOT00000065535	U45479_at
ENSRNOG00000019328	ENSRNOT00000056173	X97772_g_at
ENSRNOG00000019328	ENSRNOT00000056173	X97772_at
ENSRNOG00000019328	ENSRNOT00000056173	rc_AI008677_s_at
ENSRNOG00000013304	ENSRNOT00000017911	J02720_at
ENSRNOG00000004302	ENSRNOT00000005844	M12337_at
ENSRNOG00000048192	ENSRNOT00000074538	U15425_at
ENSRNOG00000007931	ENSRNOT00000010790	L36029_at
ENSRNOG00000007378	ENSRNOT00000010260	X95189_at
ENSRNOG00000008380	ENSRNOT00000011300	rc_AI179632_at
ENSRNOG00000006459	ENSRNOT00000050793	rc_AI013194_at
ENSRNOG00000006459	ENSRNOT00000050793	rc_AI177986_at
ENSRNOG00000057989	ENSRNOT00000080996	AB000929_at
ENSRNOG00000057989	ENSRNOT00000088536	AB000929_at
ENSRNOG00000013973	ENSRNOT00000018776	rc_AA946503_at
ENSRNOG00000016558	ENSRNOT00000022277	Z49858_at
ENSRNOG00000060728	ENSRNOT00000083156	J00797cds_s_at
ENSRNOG00000060728	ENSRNOT00000083156	V01227_s_at
ENSRNOG00000061471	ENSRNOT00000087715	rc_AA875620_g_at
ENSRNOG00000009715	ENSRNOT00000013244	rc_AI171506_at
ENSRNOG00000009715	ENSRNOT00000013244	rc_AI008020_at
ENSRNOG00000009715	ENSRNOT00000013244	rc_AI171506_g_at
ENSRNOG00000009715	ENSRNOT00000013244	M26594_at
ENSRNOG00000009715	ENSRNOT00000078977	rc_AI171506_at
ENSRNOG00000009715	ENSRNOT00000078977	rc_AI008020_at
ENSRNOG00000009715	ENSRNOT00000078977	rc_AI171506_g_at
ENSRNOG00000009715	ENSRNOT00000078977	M26594_at
ENSRNOG00000004806	ENSRNOT00000006527	X99326_at
ENSRNOG00000022325	ENSRNOT00000066226	rc_AI639509_at
ENSRNOG00000033567	ENSRNOT00000048457	U34985_at
ENSRNOG00000060924	ENSRNOT00000087056	rc_AI177054_at
ENSRNOG00000005102	ENSRNOT00000006903	rc_AA799472_g_at
ENSRNOG00000010227	ENSRNOT00000013602	rc_AA800763_at
ENSRNOG00000015420	ENSRNOT00000021178	rc_AI102079_at
ENSRNOG00000018669	ENSRNOT00000079784	D28508_at
ENSRNOG00000018669	ENSRNOT00000025312	D28508_at
ENSRNOG00000018669	ENSRNOT00000080146	D28508_at
ENSRNOG00000046192	ENSRNOT00000016013	rc_AA800200_at
ENSRNOG00000011815	ENSRNOT00000083452	L01624_at
ENSRNOG00000011815	ENSRNOT00000040736	L01624_at
ENSRNOG00000011815	ENSRNOT00000061157	L01624_at
ENSRNOG00000011815	ENSRNOT00000016121	L01624_at
ENSRNOG00000000112	ENSRNOT00000000124	rc_AA800044_at
ENSRNOG00000028043	ENSRNOT00000034090	D21095_at
ENSRNOG00000046301	ENSRNOT00000045209	X76996_f_at
ENSRNOG00000008907	ENSRNOT00000011767	rc_AA799971_at
ENSRNOG00000008907	ENSRNOT00000011767	rc_AA799971_g_at
ENSRNOG00000020615	ENSRNOT00000054862	rc_AA799449_g_at
ENSRNOG00000020615	ENSRNOT00000054862	rc_AA799449_at
ENSRNOG00000020615	ENSRNOT00000087961	rc_AA799449_g_at
ENSRNOG00000020615	ENSRNOT00000087961	rc_AA799449_at
ENSRNOG00000004255	ENSRNOT00000005811	rc_AA891717_at
ENSRNOG00000004255	ENSRNOT00000005811	rc_AA891717_g_at
ENSRNOG00000004255	ENSRNOT00000005811	AF026476_at
ENSRNOG00000012364	ENSRNOT00000016628	rc_AA800882_g_at
ENSRNOG00000012364	ENSRNOT00000016628	rc_AA800882_at
ENSRNOG00000022762	ENSRNOT00000039313	M64986_g_at
ENSRNOG00000042787	ENSRNOT00000064855	rc_AA800971_at
ENSRNOG00000012036	ENSRNOT00000016164	rc_AA859578_at
ENSRNOG00000004616	ENSRNOT00000006591	J03969_at
ENSRNOG00000004616	ENSRNOT00000064744	J04943_at
ENSRNOG00000025625	ENSRNOT00000041495	AF041066_at
ENSRNOG00000025625	ENSRNOT00000090272	AF041066_at
ENSRNOG00000046708	ENSRNOT00000074145	AF091563_f_at
ENSRNOG00000046708	ENSRNOT00000074145	AF091563_r_at
ENSRNOG00000016740	ENSRNOT00000084902	rc_AA891733_at
ENSRNOG00000056184	ENSRNOT00000082624	L34049_at
ENSRNOG00000056184	ENSRNOT00000082624	rc_AA891764_s_at
ENSRNOG00000056184	ENSRNOT00000082624	L34049_g_at
ENSRNOG00000050585	ENSRNOT00000071965	rc_AI169417_s_at
ENSRNOG00000050585	ENSRNOT00000071965	S63233_g_at
ENSRNOG00000050585	ENSRNOT00000071965	S63233_at
ENSRNOG00000009882	ENSRNOT00000047975	D90035_s_at
ENSRNOG00000003815	ENSRNOT00000005144	rc_AA859975_at
ENSRNOG00000003815	ENSRNOT00000005144	U84727_at
ENSRNOG00000000170	ENSRNOT00000000184	Y16774_at
ENSRNOG00000053787	ENSRNOT00000082453	rc_AI639149_s_at
ENSRNOG00000008822	ENSRNOT00000012608	D86641_at
ENSRNOG00000008822	ENSRNOT00000012608	rc_AA875594_s_at
ENSRNOG00000008822	ENSRNOT00000012608	rc_AI228738_s_at
ENSRNOG00000008822	ENSRNOT00000012608	rc_AI176170_at
ENSRNOG00000018584	ENSRNOT00000025093	M86564_at
ENSRNOG00000012934	ENSRNOT00000043449	rc_AA875133_at
ENSRNOG00000012934	ENSRNOT00000043449	rc_AA859562_at
ENSRNOG00000012934	ENSRNOT00000043449	rc_AA874918_at
ENSRNOG00000012934	ENSRNOT00000017947	rc_AA875133_at
ENSRNOG00000012934	ENSRNOT00000017947	rc_AA859562_at
ENSRNOG00000012934	ENSRNOT00000017947	rc_AA874918_at
ENSRNOG00000024907	ENSRNOT00000033975	rc_AA893853_at
ENSRNOG00000030445	ENSRNOT00000049621	rc_AA800198_at
ENSRNOG00000031273	ENSRNOT00000041326	X52733cds_s_at
ENSRNOG00000022521	ENSRNOT00000031974	rc_H31554_at
ENSRNOG00000012387	ENSRNOT00000016593	rc_AA893035_s_at
ENSRNOG00000012387	ENSRNOT00000016593	AB019693_at
ENSRNOG00000011146	ENSRNOT00000014837	U96130_at
ENSRNOG00000011146	ENSRNOT00000014837	L01793_g_at
ENSRNOG00000011146	ENSRNOT00000014837	L01793_at
ENSRNOG00000011146	ENSRNOT00000080699	U96130_at
ENSRNOG00000011146	ENSRNOT00000080699	L01793_g_at
ENSRNOG00000011146	ENSRNOT00000080699	L01793_at
ENSRNOG00000051859	ENSRNOT00000079721	rc_AA800795_at
ENSRNOG00000025023	ENSRNOT00000039306	AF055292mRNA_at
ENSRNOG00000025023	ENSRNOT00000085350	AF055292mRNA_at
ENSRNOG00000006471	ENSRNOT00000067635	rc_AI175539_at
ENSRNOG00000055465	ENSRNOT00000090176	D25224_g_at
ENSRNOG00000055465	ENSRNOT00000090176	D25224_at
ENSRNOG00000006472	ENSRNOT00000079359	X15705cds_at
ENSRNOG00000006472	ENSRNOT00000008504	X15705cds_at
ENSRNOG00000005190	ENSRNOT00000006943	rc_AA859508_at
ENSRNOG00000014492	ENSRNOT00000019650	X04644_at
ENSRNOG00000061690	ENSRNOT00000079019	Y08981_at
ENSRNOG00000061690	ENSRNOT00000078047	Y08981_at
ENSRNOG00000048021	ENSRNOT00000073262	M58169_i_at
ENSRNOG00000008553	ENSRNOT00000011384	U57049_at
ENSRNOG00000019336	ENSRNOT00000026187	AB000217mRNA_at
ENSRNOG00000019750	ENSRNOT00000026731	M26161_at
ENSRNOG00000019750	ENSRNOT00000026731	X12589cds_s_at
ENSRNOG00000017060	ENSRNOT00000067949	U95157_at
ENSRNOG00000017060	ENSRNOT00000023601	U95157_at
ENSRNOG00000048589	ENSRNOT00000071483	rc_AA893307_at
ENSRNOG00000048462	ENSRNOT00000072501	rc_AA800678_at
ENSRNOG00000011287	ENSRNOT00000015017	rc_AI111401_s_at
ENSRNOG00000053244	ENSRNOT00000086805	rc_AA858573_s_at
ENSRNOG00000053244	ENSRNOT00000086805	U19485_at
ENSRNOG00000014372	ENSRNOT00000019266	M59936cds_at
ENSRNOG00000048660	ENSRNOT00000074018	rc_AI639421_at
ENSRNOG00000016654	ENSRNOT00000022401	U30290_at
ENSRNOG00000007753	ENSRNOT00000010621	U17901_at
ENSRNOG00000008939	ENSRNOT00000011833	L27867_at
ENSRNOG00000020687	ENSRNOT00000028091	X66022mRNA#1_s_at
ENSRNOG00000016456	ENSRNOT00000022056	rc_AA892986_at
ENSRNOG00000019374	ENSRNOT00000026358	X58631cds_at
ENSRNOG00000019374	ENSRNOT00000091223	X58631cds_at
ENSRNOG00000016857	ENSRNOT00000022758	Z30584_at
ENSRNOG00000019183	ENSRNOT00000026038	S69383_at
ENSRNOG00000019183	ENSRNOT00000026038	L06040_s_at
ENSRNOG00000034130	ENSRNOT00000047553	M64986_at
ENSRNOG00000034130	ENSRNOT00000047553	M64986_g_at
ENSRNOG00000045948	ENSRNOT00000073186	rc_AA891166_at
ENSRNOG00000045948	ENSRNOT00000073186	rc_H33467_at
ENSRNOG00000008376	ENSRNOT00000085447	D13962_g_at
ENSRNOG00000008376	ENSRNOT00000088270	D13962_g_at
ENSRNOG00000008376	ENSRNOT00000011298	D13962_g_at
ENSRNOG00000008001	ENSRNOT00000010645	AA799389_at
ENSRNOG00000008001	ENSRNOT00000010645	AA799389_g_at
ENSRNOG00000009550	ENSRNOT00000012883	D37920_at
ENSRNOG00000031540	ENSRNOT00000044575	rc_AI231807_g_at
ENSRNOG00000031540	ENSRNOT00000044575	rc_AI231807_at
ENSRNOG00000055277	ENSRNOT00000089792	rc_AA892270_at
ENSRNOG00000055277	ENSRNOT00000089792	rc_AA892270_g_at
ENSRNOG00000007924	ENSRNOT00000010952	rc_AA892645_at
ENSRNOG00000050169	ENSRNOT00000071928	rc_AA858572_at
ENSRNOG00000008552	ENSRNOT00000033427	X90651_at
ENSRNOG00000008552	ENSRNOT00000077573	X90651_at
ENSRNOG00000003134	ENSRNOT00000033806	AF004017_at
ENSRNOG00000003134	ENSRNOT00000004391	AF004017_at
ENSRNOG00000003728	ENSRNOT00000055582	rc_AA892497_at
ENSRNOG00000003728	ENSRNOT00000082972	rc_AA892497_at
ENSRNOG00000058152	ENSRNOT00000082390	rc_AA875054_at
ENSRNOG00000053583	ENSRNOT00000087625	M61177_s_at
ENSRNOG00000003158	ENSRNOT00000004213	M34331_at
ENSRNOG00000010365	ENSRNOT00000014250	M27812_at
ENSRNOG00000011631	ENSRNOT00000015680	rc_AA858520_at
ENSRNOG00000011631	ENSRNOT00000015680	rc_AA858520_g_at
ENSRNOG00000005333	ENSRNOT00000079644	rc_AI043631_s_at
ENSRNOG00000005333	ENSRNOT00000079644	D89983_at
ENSRNOG00000005333	ENSRNOT00000007999	rc_AI043631_s_at
ENSRNOG00000005333	ENSRNOT00000007999	D89983_at
ENSRNOG00000004426	ENSRNOT00000005872	rc_AA891729_at
ENSRNOG00000034242	ENSRNOT00000046102	rc_AI044341_s_at
ENSRNOG00000034242	ENSRNOT00000046102	U11760_at
ENSRNOG00000015616	ENSRNOT00000021596	U92279_at
ENSRNOG00000015616	ENSRNOT00000090536	U92279_at
ENSRNOG00000034182	ENSRNOT00000045705	rc_AA859957_at
ENSRNOG00000020247	ENSRNOT00000027421	rc_AA866291_at
ENSRNOG00000013172	ENSRNOT00000018154	U11685_at
ENSRNOG00000047905	ENSRNOT00000086042	rc_H31907_at
ENSRNOG00000047905	ENSRNOT00000073956	rc_H31907_at
ENSRNOG00000004900	ENSRNOT00000006764	AF039203UTR#1_at
ENSRNOG00000004900	ENSRNOT00000006764	U53486mRNA_s_at
ENSRNOG00000004900	ENSRNOT00000006764	U53500_s_at
ENSRNOG00000004900	ENSRNOT00000032941	U53486mRNA_s_at
ENSRNOG00000004900	ENSRNOT00000032941	U53500_s_at
ENSRNOG00000028075	ENSRNOT00000087029	rc_AA892331_at
ENSRNOG00000028075	ENSRNOT00000036954	rc_AA892331_at
ENSRNOG00000016448	ENSRNOT00000022726	X96426_at
ENSRNOG00000016448	ENSRNOT00000022726	rc_AI059692_s_at
ENSRNOG00000036684	ENSRNOT00000054952	AF080568_g_at
ENSRNOG00000036684	ENSRNOT00000054952	AF080568_at
ENSRNOG00000018740	ENSRNOT00000071200	S56937_s_at
