Gene stable ID	Transcript stable ID	AFFY HG U95C probe
ENSG00000113597	ENST00000399438	49771_s_at
ENSG00000113597	ENST00000399438	49774_r_at
ENSG00000113597	ENST00000512009	49771_s_at
ENSG00000113597	ENST00000512009	49774_r_at
ENSG00000113597	ENST00000231526	49771_s_at
ENSG00000113597	ENST00000231526	49774_r_at
ENSG00000113597	ENST00000505108	49774_r_at
ENSG00000113597	ENST00000415825	49774_r_at
ENSG00000129353	ENST00000407327	58800_at
ENSG00000129353	ENST00000407327	48798_at
ENSG00000129353	ENST00000586078	58800_at
ENSG00000129353	ENST00000586078	48798_at
ENSG00000129353	ENST00000335757	58800_at
ENSG00000129353	ENST00000335757	48798_at
ENSG00000129353	ENST00000589561	58800_at
ENSG00000129353	ENST00000589561	48798_at
ENSG00000129353	ENST00000586549	58800_at
ENSG00000129353	ENST00000586549	48798_at
ENSG00000129353	ENST00000590475	58800_at
ENSG00000129353	ENST00000590475	48798_at
ENSG00000260534	ENST00000566291	63928_at
ENSG00000260534	ENST00000566291	63929_g_at
ENSG00000260672	ENST00000563464	63176_at
ENSG00000215186	ENST00000421285	61767_at
ENSG00000185070	ENST00000557419	65248_at
ENSG00000185070	ENST00000555398	65248_at
ENSG00000185070	ENST00000553627	65248_at
ENSG00000177947	ENST00000325113	66813_at
ENSG00000177947	ENST00000531679	66813_at
ENSG00000177947	ENST00000342593	66813_at
ENSG00000259061	ENST00000554181	52202_at
ENSG00000258496	ENST00000555490	51464_at
ENSG00000258958	ENST00000555990	54106_at
ENSG00000177963	ENST00000526104	49093_at
ENSG00000177963	ENST00000325207	49093_at
ENSG00000177963	ENST00000527696	49093_at
ENSG00000177963	ENST00000530149	49093_at
ENSG00000177963	ENST00000529275	49093_at
ENSG00000177963	ENST00000526557	49093_at
ENSG00000177963	ENST00000531541	49093_at
ENSG00000197860	ENST00000381007	49769_at
ENSG00000123213	ENST00000380985	62572_at
ENSG00000123213	ENST00000380985	60821_at
ENSG00000123213	ENST00000502464	62572_at
ENSG00000123213	ENST00000502464	60821_at
ENSG00000101935	ENST00000262844	49524_at
ENSG00000101935	ENST00000372059	49524_at
ENSG00000101935	ENST00000372057	49524_at
ENSG00000101935	ENST00000496695	62618_at
ENSG00000255790	ENST00000539178	57482_at
ENSG00000255790	ENST00000540635	57482_at
ENSG00000255790	ENST00000653546	57482_at
ENSG00000260898	ENST00000563592	54167_at
ENSG00000130714	ENST00000677216	59713_at
ENSG00000130714	ENST00000372228	59713_at
ENSG00000130714	ENST00000404875	59713_at
ENSG00000130714	ENST00000423007	59713_at
ENSG00000130714	ENST00000676640	59713_at
ENSG00000130714	ENST00000341012	59713_at
ENSG00000130714	ENST00000402686	59713_at
ENSG00000130714	ENST00000677029	59713_at
ENSG00000130714	ENST00000677853	59713_at
ENSG00000130714	ENST00000678833	59713_at
ENSG00000130714	ENST00000678548	59713_at
ENSG00000130714	ENST00000676803	59713_at
ENSG00000130714	ENST00000679111	59713_at
ENSG00000130714	ENST00000679023	59713_at
ENSG00000130714	ENST00000677586	59713_at
ENSG00000130714	ENST00000678303	59713_at
ENSG00000130714	ENST00000677626	59713_at
ENSG00000130714	ENST00000372220	59713_at
ENSG00000130714	ENST00000678546	59713_at
ENSG00000130714	ENST00000676835	59713_at
ENSG00000130714	ENST00000678264	59713_at
ENSG00000130714	ENST00000678366	59713_at
ENSG00000130714	ENST00000677099	59713_at
ENSG00000130714	ENST00000677295	59713_at
ENSG00000130714	ENST00000678739	59713_at
ENSG00000130714	ENST00000678626	59713_at
ENSG00000130714	ENST00000679076	59713_at
ENSG00000130714	ENST00000677444	59713_at
ENSG00000130714	ENST00000485278	59713_at
ENSG00000130714	ENST00000677221	59713_at
ENSG00000130714	ENST00000494883	59713_at
ENSG00000112851	ENST00000284037	65956_at
ENSG00000112851	ENST00000284037	60591_at
ENSG00000112851	ENST00000380943	65956_at
ENSG00000112851	ENST00000380943	60591_at
ENSG00000112851	ENST00000380935	65956_at
ENSG00000112851	ENST00000380935	60591_at
ENSG00000185627	ENST00000534590	50015_at
ENSG00000185627	ENST00000527047	50015_at
ENSG00000185627	ENST00000533717	50015_at
ENSG00000140030	ENST00000267549	57374_at
ENSG00000275445	ENST00000612618	58227_at
ENSG00000111261	ENST00000535902	62490_f_at
ENSG00000111261	ENST00000396349	62490_f_at
ENSG00000111261	ENST00000545735	62490_f_at
ENSG00000205791	ENST00000381800	53728_at
ENSG00000138622	ENST00000261917	54329_at
ENSG00000259998	ENST00000563140	52395_at
ENSG00000111276	ENST00000477087	52535_s_at
ENSG00000111276	ENST00000228872	52535_s_at
ENSG00000275560	ENST00000614874	63732_at
ENSG00000058600	ENST00000299853	65574_at
ENSG00000058600	ENST00000418581	65574_at
ENSG00000058600	ENST00000359210	65574_at
ENSG00000058600	ENST00000564750	65574_at
ENSG00000058600	ENST00000563282	65574_at
ENSG00000058600	ENST00000565117	65574_at
ENSG00000058600	ENST00000615879	65574_at
ENSG00000042317	ENST00000556553	65212_at
ENSG00000042317	ENST00000393545	65212_at
ENSG00000042317	ENST00000553626	65212_at
ENSG00000042317	ENST00000556666	65212_at
ENSG00000042317	ENST00000553303	65212_at
ENSG00000042317	ENST00000356583	65212_at
ENSG00000101901	ENST00000371979	50428_at
ENSG00000013588	ENST00000014914	57027_at
ENSG00000013588	ENST00000542056	57027_at
ENSG00000013588	ENST00000648791	57027_at
ENSG00000247498	ENST00000542078	63058_at
ENSG00000247498	ENST00000538231	52967_at
ENSG00000247498	ENST00000607894	63058_at
ENSG00000247498	ENST00000499948	63058_at
ENSG00000070756	ENST00000677892	59809_f_at
ENSG00000070756	ENST00000677892	64962_r_at
ENSG00000070756	ENST00000677765	59809_f_at
ENSG00000070756	ENST00000677765	64962_r_at
ENSG00000070756	ENST00000676662	59809_f_at
ENSG00000070756	ENST00000676662	64962_r_at
ENSG00000070756	ENST00000678709	59809_f_at
ENSG00000070756	ENST00000678709	64962_r_at
ENSG00000070756	ENST00000677140	59809_f_at
ENSG00000070756	ENST00000677140	64962_r_at
ENSG00000070756	ENST00000677787	59809_f_at
ENSG00000070756	ENST00000677787	64962_r_at
ENSG00000070756	ENST00000678290	59809_f_at
ENSG00000070756	ENST00000678290	64962_r_at
ENSG00000070756	ENST00000676976	59809_f_at
ENSG00000070756	ENST00000676976	64962_r_at
ENSG00000070756	ENST00000676655	59809_f_at
ENSG00000070756	ENST00000676655	64962_r_at
ENSG00000070756	ENST00000678954	59809_f_at
ENSG00000070756	ENST00000678954	64962_r_at
ENSG00000070756	ENST00000677775	59809_f_at
ENSG00000070756	ENST00000677775	64962_r_at
ENSG00000070756	ENST00000520142	59809_f_at
ENSG00000070756	ENST00000520142	64962_r_at
ENSG00000070756	ENST00000677380	59809_f_at
ENSG00000070756	ENST00000677380	64962_r_at
ENSG00000070756	ENST00000677478	59809_f_at
ENSG00000070756	ENST00000677478	64962_r_at
ENSG00000070756	ENST00000521865	59809_f_at
ENSG00000070756	ENST00000521865	64962_r_at
ENSG00000070756	ENST00000520804	59809_f_at
ENSG00000070756	ENST00000520804	64962_r_at
ENSG00000070756	ENST00000522720	59809_f_at
ENSG00000070756	ENST00000522720	64962_r_at
ENSG00000070756	ENST00000520868	59809_f_at
ENSG00000070756	ENST00000318607	59809_f_at
ENSG00000070756	ENST00000679197	59809_f_at
ENSG00000070756	ENST00000519100	59809_f_at
ENSG00000070756	ENST00000519004	59809_f_at
ENSG00000070756	ENST00000677285	59809_f_at
ENSG00000070756	ENST00000677285	64962_r_at
ENSG00000070756	ENST00000522387	59809_f_at
ENSG00000070756	ENST00000523636	59809_f_at
ENSG00000070756	ENST00000678822	59809_f_at
ENSG00000183935	ENST00000624664	57621_f_at
ENSG00000183935	ENST00000624664	57620_i_at
ENSG00000107263	ENST00000372189	51157_at
ENSG00000107263	ENST00000372189	65978_at
ENSG00000107263	ENST00000372195	51157_at
ENSG00000107263	ENST00000372195	65978_at
ENSG00000107263	ENST00000372190	51157_at
ENSG00000107263	ENST00000372190	65978_at
ENSG00000257122	ENST00000551766	49266_at
ENSG00000243716	ENST00000356156	63430_at
ENSG00000134531	ENST00000256951	56675_at
ENSG00000072315	ENST00000262839	49966_at
ENSG00000100722	ENST00000251038	63238_at
ENSG00000100722	ENST00000251038	54263_at
ENSG00000204252	ENST00000229829	65126_at
ENSG00000103404	ENST00000219689	60428_at
ENSG00000174915	ENST00000308020	59524_at
ENSG00000174915	ENST00000308020	59522_at
ENSG00000174915	ENST00000526878	59524_at
ENSG00000174915	ENST00000527325	59524_at
ENSG00000174915	ENST00000531411	59524_at
ENSG00000174915	ENST00000531411	59522_at
ENSG00000174915	ENST00000530029	59524_at
ENSG00000174915	ENST00000530029	59522_at
ENSG00000171681	ENST00000543189	64807_at
ENSG00000171681	ENST00000536444	59410_at
ENSG00000171681	ENST00000544627	59410_at
ENSG00000171681	ENST00000540793	59410_at
ENSG00000171681	ENST00000535738	64807_at
ENSG00000171681	ENST00000261168	59410_at
ENSG00000231389	ENST00000479107	54984_at
ENSG00000231389	ENST00000437811	54984_at
ENSG00000231389	ENST00000453337	54984_at
ENSG00000250313	ENST00000508486	61401_at
ENSG00000223865	ENST00000418931	66616_at
ENSG00000267544	ENST00000590455	48711_at
ENSG00000284570	ENST00000614758	59809_f_at
ENSG00000284570	ENST00000614758	64962_r_at
ENSG00000130224	ENST00000317135	62523_at
ENSG00000130224	ENST00000538422	62523_at
ENSG00000188523	ENST00000393215	52332_at
ENSG00000188523	ENST00000343036	52332_at
ENSG00000188523	ENST00000393216	52332_at
ENSG00000125485	ENST00000372155	60363_at
ENSG00000125485	ENST00000372159	60363_at
ENSG00000125485	ENST00000480876	62088_at
ENSG00000204248	ENST00000374708	65322_at
ENSG00000204248	ENST00000341947	65322_at
ENSG00000204248	ENST00000395194	65322_at
ENSG00000204248	ENST00000361917	65322_at
ENSG00000130733	ENST00000253031	65086_at
ENSG00000130733	ENST00000586748	65086_at
ENSG00000130733	ENST00000592646	65086_at
ENSG00000130733	ENST00000589971	65086_at
ENSG00000130733	ENST00000591872	65086_at
ENSG00000130733	ENST00000586575	65086_at
ENSG00000130733	ENST00000587943	65086_at
ENSG00000130733	ENST00000588347	65086_at
ENSG00000130733	ENST00000585858	65086_at
ENSG00000130733	ENST00000588962	65086_at
ENSG00000223587	ENST00000660204	51302_at
ENSG00000223587	ENST00000660491	51302_at
ENSG00000246705	ENST00000501744	64194_at
ENSG00000084463	ENST00000261167	60997_r_at
ENSG00000084463	ENST00000261167	48983_at
ENSG00000182993	ENST00000533472	53982_at
ENSG00000182993	ENST00000648334	53982_at
ENSG00000182993	ENST00000527783	53982_at
ENSG00000182993	ENST00000543822	53982_at
ENSG00000003096	ENST00000371882	64666_at
ENSG00000003096	ENST00000371876	64666_at
ENSG00000003096	ENST00000371878	64666_at
ENSG00000003096	ENST00000262820	64666_at
ENSG00000003096	ENST00000545703	64666_at
ENSG00000003096	ENST00000540167	64666_at
ENSG00000003096	ENST00000541812	64666_at
ENSG00000139055	ENST00000266397	60005_at
ENSG00000139055	ENST00000540097	60005_at
ENSG00000159289	ENST00000290438	61767_at
ENSG00000159289	ENST00000562157	61767_at
ENSG00000103353	ENST00000567212	65861_at
ENSG00000103353	ENST00000395878	65861_at
ENSG00000120963	ENST00000311212	61350_at
ENSG00000254815	ENST00000527620	66785_i_at
ENSG00000254815	ENST00000527113	66785_i_at
ENSG00000254815	ENST00000659402	66785_i_at
ENSG00000254815	ENST00000533844	66785_i_at
ENSG00000253679	ENST00000523121	52115_at
ENSG00000127616	ENST00000643549	57257_s_at
ENSG00000127616	ENST00000642726	57257_s_at
ENSG00000127616	ENST00000646484	57257_s_at
ENSG00000127616	ENST00000646693	57257_s_at
ENSG00000127616	ENST00000644737	57257_s_at
ENSG00000127616	ENST00000642628	57257_s_at
ENSG00000127616	ENST00000643296	57257_s_at
ENSG00000127616	ENST00000647230	57257_s_at
ENSG00000127616	ENST00000646510	57257_s_at
ENSG00000127616	ENST00000429416	57257_s_at
ENSG00000127616	ENST00000344626	57257_s_at
ENSG00000127616	ENST00000645460	57257_s_at
ENSG00000127616	ENST00000541122	57257_s_at
ENSG00000127616	ENST00000589677	57257_s_at
ENSG00000127616	ENST00000444061	57257_s_at
ENSG00000127616	ENST00000590574	57257_s_at
ENSG00000127616	ENST00000413806	57257_s_at
ENSG00000127616	ENST00000450717	57257_s_at
ENSG00000127616	ENST00000591545	57257_s_at
ENSG00000127616	ENST00000643995	57257_s_at
ENSG00000127616	ENST00000644327	57257_s_at
ENSG00000127616	ENST00000644065	57257_s_at
ENSG00000127616	ENST00000644963	57257_s_at
ENSG00000127616	ENST00000643208	57257_s_at
ENSG00000127616	ENST00000642350	57257_s_at
ENSG00000127616	ENST00000645061	57257_s_at
ENSG00000127616	ENST00000644290	57257_s_at
ENSG00000127616	ENST00000647268	57257_s_at
ENSG00000127616	ENST00000644267	57257_s_at
ENSG00000127616	ENST00000643857	57257_s_at
ENSG00000127616	ENST00000646183	57257_s_at
ENSG00000127616	ENST00000646746	57257_s_at
ENSG00000127616	ENST00000643534	57257_s_at
ENSG00000127616	ENST00000646593	57257_s_at
ENSG00000127616	ENST00000645648	57257_s_at
ENSG00000127616	ENST00000592604	57257_s_at
ENSG00000127616	ENST00000591595	57257_s_at
ENSG00000127616	ENST00000646236	57257_s_at
ENSG00000127616	ENST00000585799	57257_s_at
ENSG00000127616	ENST00000642508	57257_s_at
ENSG00000127616	ENST00000645236	57257_s_at
ENSG00000254024	ENST00000520268	62362_at
ENSG00000166847	ENST00000300087	65610_at
ENSG00000166847	ENST00000563614	65610_at
ENSG00000145740	ENST00000396591	66873_at
ENSG00000145740	ENST00000396591	65193_at
ENSG00000145740	ENST00000380860	66873_at
ENSG00000145740	ENST00000504103	66873_at
ENSG00000145740	ENST00000502979	66873_at
ENSG00000145740	ENST00000507354	65193_at
ENSG00000145740	ENST00000513937	65193_at
ENSG00000145740	ENST00000511158	65193_at
ENSG00000145740	ENST00000621204	66873_at
ENSG00000145740	ENST00000621204	65193_at
ENSG00000248664	ENST00000504129	58138_at
ENSG00000134057	ENST00000256442	63638_at
ENSG00000134057	ENST00000506572	63638_at
ENSG00000134057	ENST00000505500	63638_at
ENSG00000134057	ENST00000513102	63638_at
ENSG00000165533	ENST00000622513	62208_r_at
ENSG00000165533	ENST00000380656	62208_r_at
ENSG00000165533	ENST00000338104	62208_r_at
ENSG00000165533	ENST00000346301	62208_r_at
ENSG00000165533	ENST00000354441	62208_r_at
ENSG00000165533	ENST00000555057	62208_r_at
ENSG00000165533	ENST00000554686	62208_r_at
ENSG00000144619	ENST00000418658	57466_at
ENSG00000144619	ENST00000397461	57466_at
ENSG00000144619	ENST00000397459	57466_at
ENSG00000144619	ENST00000484686	57466_at
ENSG00000144619	ENST00000427331	57466_at
ENSG00000174460	ENST00000310164	63480_at
ENSG00000166501	ENST00000643927	62569_at
ENSG00000260264	ENST00000567127	66749_at
ENSG00000122257	ENST00000567686	58697_r_at
ENSG00000122257	ENST00000319715	60424_at
ENSG00000122257	ENST00000381039	60424_at
ENSG00000122257	ENST00000646282	60424_at
ENSG00000122257	ENST00000348022	60424_at
ENSG00000122257	ENST00000562430	60424_at
ENSG00000204220	ENST00000395134	58884_at
ENSG00000204220	ENST00000395134	55975_at
ENSG00000204220	ENST00000491382	58884_at
ENSG00000204220	ENST00000491382	55975_at
ENSG00000104517	ENST00000520539	49311_r_at
ENSG00000104517	ENST00000521767	57383_at
ENSG00000077721	ENST00000625379	62232_at
ENSG00000077721	ENST00000469205	62232_at
ENSG00000284064	ENST00000622807	58884_at
ENSG00000284064	ENST00000622807	55975_at
ENSG00000274937	ENST00000611178	60665_at
ENSG00000042088	ENST00000556867	66965_at
ENSG00000042088	ENST00000553527	66965_at
ENSG00000042088	ENST00000553989	66965_at
ENSG00000042088	ENST00000556498	66965_at
ENSG00000196205	ENST00000436459	60075_f_at
ENSG00000196205	ENST00000436459	57355_f_at
ENSG00000148308	ENST00000372097	65881_at
ENSG00000148308	ENST00000372108	65881_at
ENSG00000148308	ENST00000342018	65881_at
ENSG00000148308	ENST00000489842	65881_at
ENSG00000148308	ENST00000372099	65881_at
ENSG00000198918	ENST00000468844	63620_f_at
ENSG00000198918	ENST00000361575	63620_f_at
ENSG00000072756	ENST00000339437	61834_r_at
ENSG00000072756	ENST00000339437	61833_f_at
ENSG00000072756	ENST00000402675	61834_r_at
ENSG00000072756	ENST00000402675	61833_f_at
ENSG00000113851	ENST00000491834	65753_at
ENSG00000113851	ENST00000491834	65754_g_at
ENSG00000113851	ENST00000488263	65753_at
ENSG00000113851	ENST00000488263	65754_g_at
ENSG00000113851	ENST00000424814	65753_at
ENSG00000113851	ENST00000424814	65754_g_at
ENSG00000113851	ENST00000231948	65753_at
ENSG00000113851	ENST00000231948	65754_g_at
ENSG00000113851	ENST00000432408	65753_at
ENSG00000113851	ENST00000432408	65754_g_at
ENSG00000113851	ENST00000459840	65753_at
ENSG00000113851	ENST00000459840	65754_g_at
ENSG00000113851	ENST00000498442	65753_at
ENSG00000113851	ENST00000498442	65754_g_at
ENSG00000140750	ENST00000289968	48944_r_at
ENSG00000140750	ENST00000289968	57053_s_at
ENSG00000140750	ENST00000573703	48944_r_at
ENSG00000140750	ENST00000573703	57053_s_at
ENSG00000140750	ENST00000570320	48944_r_at
ENSG00000140750	ENST00000570320	57053_s_at
ENSG00000140750	ENST00000303665	48944_r_at
ENSG00000140750	ENST00000303665	57053_s_at
ENSG00000140750	ENST00000571843	48944_r_at
ENSG00000140750	ENST00000571843	57053_s_at
ENSG00000140750	ENST00000575283	48944_r_at
ENSG00000140750	ENST00000575283	55171_at
ENSG00000140750	ENST00000575283	57053_s_at
ENSG00000140750	ENST00000573765	48944_r_at
ENSG00000140750	ENST00000573765	57053_s_at
ENSG00000140750	ENST00000571406	48944_r_at
ENSG00000140750	ENST00000571406	57053_s_at
ENSG00000140750	ENST00000572314	48944_r_at
ENSG00000140750	ENST00000572314	57053_s_at
ENSG00000140750	ENST00000575656	62402_at
ENSG00000140750	ENST00000576387	62402_at
ENSG00000258545	ENST00000553843	58958_f_at
ENSG00000258545	ENST00000665317	58958_f_at
ENSG00000177485	ENST00000326624	58520_at
ENSG00000177485	ENST00000557385	58520_at
ENSG00000177106	ENST00000533256	60445_at
ENSG00000177106	ENST00000614442	60445_at
ENSG00000177106	ENST00000650127	60445_at
ENSG00000177106	ENST00000526909	60445_at
ENSG00000177106	ENST00000318562	60445_at
ENSG00000177106	ENST00000530636	60445_at
ENSG00000177106	ENST00000526198	60445_at
ENSG00000177106	ENST00000528770	60445_at
ENSG00000177106	ENST00000610855	60445_at
ENSG00000177106	ENST00000531393	60445_at
ENSG00000177106	ENST00000527832	60445_at
ENSG00000177106	ENST00000534679	60445_at
ENSG00000177106	ENST00000534027	60445_at
ENSG00000177106	ENST00000534449	60445_at
ENSG00000198668	ENST00000356978	51680_at
ENSG00000125355	ENST00000309720	61842_at
ENSG00000125355	ENST00000371369	61842_at
ENSG00000125355	ENST00000371352	61842_at
ENSG00000125355	ENST00000440464	61842_at
ENSG00000179151	ENST00000315127	54839_at
ENSG00000179151	ENST00000647659	54839_at
ENSG00000179151	ENST00000565602	54839_at
ENSG00000179151	ENST00000426797	54839_at
ENSG00000179151	ENST00000568176	54839_at
ENSG00000179151	ENST00000569606	54839_at
ENSG00000255565	ENST00000544015	64841_r_at
ENSG00000259789	ENST00000647570	50808_at
ENSG00000259789	ENST00000567837	50808_at
ENSG00000183474	ENST00000510979	59407_at
ENSG00000183474	ENST00000380729	59407_at
ENSG00000183474	ENST00000513959	59407_at
ENSG00000170364	ENST00000430981	59233_at
ENSG00000170364	ENST00000462115	59233_at
ENSG00000260034	ENST00000565214	48624_at
ENSG00000177042	ENST00000608174	65630_at
ENSG00000177042	ENST00000397512	65630_at
ENSG00000177042	ENST00000492023	65630_at
ENSG00000177042	ENST00000528024	65630_at
ENSG00000100784	ENST00000614987	52423_at
ENSG00000171155	ENST00000304661	64447_at
ENSG00000171155	ENST00000371313	64447_at
ENSG00000236446	ENST00000371311	58374_at
ENSG00000278646	ENST00000613352	58374_at
ENSG00000226685	ENST00000419982	58374_at
ENSG00000226929	ENST00000457020	58374_at
ENSG00000224089	ENST00000430448	58374_at
ENSG00000226600	ENST00000417256	58374_at
ENSG00000169189	ENST00000361439	49071_at
ENSG00000169189	ENST00000361439	64289_at
ENSG00000169189	ENST00000569236	49071_at
ENSG00000169189	ENST00000569236	64289_at
ENSG00000169189	ENST00000565070	49071_at
ENSG00000169189	ENST00000565070	64289_at
ENSG00000169189	ENST00000565384	49071_at
ENSG00000169189	ENST00000565384	64289_at
ENSG00000230347	ENST00000457977	58374_at
ENSG00000261606	ENST00000488000	58382_at
ENSG00000261606	ENST00000564823	58382_at
ENSG00000213578	ENST00000395018	58382_at
ENSG00000228517	ENST00000434883	58374_at
ENSG00000171102	ENST00000372034	54812_r_at
ENSG00000171102	ENST00000473737	54812_r_at
ENSG00000171102	ENST00000461961	54812_r_at
ENSG00000171102	ENST00000618116	54812_r_at
ENSG00000171102	ENST00000372032	54812_r_at
ENSG00000226023	ENST00000419194	58374_at
ENSG00000164932	ENST00000330295	48774_at
ENSG00000164932	ENST00000520337	48774_at
ENSG00000140474	ENST00000440863	64945_at
ENSG00000140474	ENST00000566479	64945_at
ENSG00000140474	ENST00000561725	64945_at
ENSG00000140474	ENST00000569437	64945_at
ENSG00000140474	ENST00000570276	64945_at
ENSG00000140474	ENST00000647587	64945_at
ENSG00000140474	ENST00000567472	64945_at
ENSG00000140474	ENST00000568718	64945_at
ENSG00000140474	ENST00000568273	64945_at
ENSG00000140474	ENST00000568210	64945_at
ENSG00000140474	ENST00000566631	64945_at
ENSG00000140474	ENST00000565881	64945_at
ENSG00000237957	ENST00000439466	58374_at
ENSG00000230594	ENST00000415858	58374_at
ENSG00000236126	ENST00000441330	58374_at
ENSG00000242362	ENST00000458218	58374_at
ENSG00000164933	ENST00000297578	60525_at
ENSG00000164933	ENST00000523256	60525_at
ENSG00000164933	ENST00000521645	60525_at
ENSG00000236371	ENST00000433030	58374_at
ENSG00000285982	ENST00000649416	60525_at
ENSG00000256389	ENST00000539105	59851_at
ENSG00000256389	ENST00000658328	59851_at
ENSG00000256389	ENST00000671474	59851_at
ENSG00000148297	ENST00000610672	63978_s_at
ENSG00000148297	ENST00000343730	63978_s_at
ENSG00000148297	ENST00000610888	63978_s_at
ENSG00000148297	ENST00000614493	63978_s_at
ENSG00000213588	ENST00000395064	61365_at
ENSG00000103522	ENST00000337929	66639_r_at
ENSG00000150995	ENST00000649051	53913_at
ENSG00000140497	ENST00000268099	57026_s_at
ENSG00000140497	ENST00000566480	57026_s_at
ENSG00000140497	ENST00000563663	57026_s_at
ENSG00000140497	ENST00000563829	57026_s_at
ENSG00000140497	ENST00000569251	57026_s_at
ENSG00000269983	ENST00000602697	59407_at
ENSG00000148248	ENST00000371989	65743_at
ENSG00000148248	ENST00000545297	65743_at
ENSG00000148248	ENST00000613129	65743_at
ENSG00000148248	ENST00000618229	65743_at
ENSG00000101972	ENST00000218089	64266_at
ENSG00000101972	ENST00000218089	48630_r_at
ENSG00000101972	ENST00000218089	48629_s_at
ENSG00000101972	ENST00000371160	64266_at
ENSG00000101972	ENST00000371160	48630_r_at
ENSG00000101972	ENST00000371160	48629_s_at
ENSG00000101972	ENST00000371157	64266_at
ENSG00000101972	ENST00000371157	48630_r_at
ENSG00000101972	ENST00000371157	48629_s_at
ENSG00000101972	ENST00000371145	64266_at
ENSG00000101972	ENST00000371145	48630_r_at
ENSG00000101972	ENST00000371145	48629_s_at
ENSG00000178802	ENST00000352410	57208_at
ENSG00000178802	ENST00000566377	57208_at
ENSG00000178802	ENST00000566556	57208_at
ENSG00000161896	ENST00000293756	62742_at
ENSG00000148300	ENST00000371942	60516_i_at
ENSG00000148300	ENST00000454825	60516_i_at
ENSG00000148300	ENST00000371935	60516_i_at
ENSG00000161904	ENST00000506578	60869_at
ENSG00000161904	ENST00000506578	65458_at
ENSG00000161904	ENST00000293760	60869_at
ENSG00000161904	ENST00000293760	65458_at
ENSG00000161904	ENST00000511171	60869_at
ENSG00000161904	ENST00000511171	65458_at
ENSG00000161904	ENST00000421671	60869_at
ENSG00000161904	ENST00000421671	65458_at
ENSG00000161904	ENST00000614475	60869_at
ENSG00000161904	ENST00000614475	65458_at
ENSG00000147647	ENST00000520483	53527_at
ENSG00000147647	ENST00000521372	53527_at
ENSG00000169181	ENST00000447459	54396_at
ENSG00000169181	ENST00000395724	54396_at
ENSG00000169181	ENST00000380897	54396_at
ENSG00000169181	ENST00000569166	54396_at
ENSG00000232729	ENST00000619652	56194_at
ENSG00000232729	ENST00000595409	56194_at
ENSG00000169946	ENST00000521923	62843_at
ENSG00000233183	ENST00000451317	59902_at
ENSG00000139154	ENST00000398731	49956_at
ENSG00000178761	ENST00000357635	63338_at
ENSG00000178761	ENST00000563119	63338_at
ENSG00000178761	ENST00000569524	63338_at
ENSG00000178761	ENST00000566894	63338_at
ENSG00000254141	ENST00000519805	58168_at
ENSG00000164830	ENST00000531443	65467_at
ENSG00000164830	ENST00000517566	65467_at
ENSG00000164830	ENST00000435082	65467_at
ENSG00000164830	ENST00000435082	62829_at
ENSG00000164830	ENST00000312046	65467_at
ENSG00000164830	ENST00000519415	65467_at
ENSG00000164830	ENST00000449762	65467_at
ENSG00000164830	ENST00000297447	65467_at
ENSG00000145332	ENST00000273963	66581_at
ENSG00000145332	ENST00000273963	58498_at
ENSG00000145332	ENST00000498875	66581_at
ENSG00000145332	ENST00000498875	58498_at
ENSG00000145332	ENST00000425278	66581_at
ENSG00000145332	ENST00000425278	58498_at
ENSG00000145332	ENST00000506985	58498_at
ENSG00000145332	ENST00000512111	58498_at
ENSG00000145736	ENST00000274400	59407_at
ENSG00000145736	ENST00000520085	59407_at
ENSG00000277072	ENST00000651031	55349_at
ENSG00000277072	ENST00000650988	55349_at
ENSG00000277072	ENST00000652688	55349_at
ENSG00000277072	ENST00000426587	62505_f_at
ENSG00000277072	ENST00000426587	55349_at
ENSG00000277072	ENST00000622110	55349_at
ENSG00000277072	ENST00000618922	55349_at
ENSG00000277072	ENST00000611766	62504_at
ENSG00000277072	ENST00000611766	55349_at
ENSG00000277072	ENST00000622215	62504_at
ENSG00000277072	ENST00000622215	55349_at
ENSG00000178718	ENST00000322177	55054_at
ENSG00000172572	ENST00000359062	61343_at
ENSG00000198794	ENST00000425597	63956_at
ENSG00000198794	ENST00000562212	63956_at
ENSG00000198794	ENST00000361900	63956_at
ENSG00000160325	ENST00000291722	61874_at
ENSG00000160325	ENST00000316948	61874_at
ENSG00000160325	ENST00000542192	61874_at
ENSG00000160325	ENST00000540581	61874_at
ENSG00000188322	ENST00000341901	65113_at
ENSG00000100796	ENST00000554684	63350_at
ENSG00000100796	ENST00000554943	63350_at
ENSG00000100796	ENST00000555462	63350_at
ENSG00000100796	ENST00000557382	63350_at
ENSG00000100796	ENST00000555718	63350_at
ENSG00000274523	ENST00000610322	65894_at
ENSG00000274523	ENST00000618102	65894_at
ENSG00000256663	ENST00000540175	63346_at
ENSG00000137309	ENST00000347617	64363_f_at
ENSG00000137309	ENST00000401473	64363_f_at
ENSG00000137309	ENST00000311487	64363_f_at
ENSG00000137309	ENST00000478214	64363_f_at
ENSG00000137309	ENST00000374116	64363_f_at
ENSG00000137309	ENST00000447654	64363_f_at
ENSG00000138621	ENST00000342932	66574_at
ENSG00000138621	ENST00000342932	61323_at
ENSG00000138621	ENST00000569562	61323_at
ENSG00000138621	ENST00000568649	61323_at
ENSG00000138621	ENST00000563393	61323_at
ENSG00000167173	ENST00000360639	59327_at
ENSG00000167173	ENST00000394987	59327_at
