Gene stable ID	Transcript stable ID	AFFY MG U74Bv2 probe
ENSMUSG00000015542	ENSMUST00000103041	163963_at
ENSMUSG00000015542	ENSMUST00000134399	163963_at
ENSMUSG00000015542	ENSMUST00000103039	163963_at
ENSMUSG00000015542	ENSMUST00000153796	163963_at
ENSMUSG00000015542	ENSMUST00000137843	163963_at
ENSMUSG00000015542	ENSMUST00000127419	163963_at
ENSMUSG00000017718	ENSMUST00000073388	110308_at
ENSMUSG00000021180	ENSMUST00000222731	116249_at
ENSMUSG00000021180	ENSMUST00000222731	116886_f_at
ENSMUSG00000021180	ENSMUST00000222731	116885_i_at
ENSMUSG00000021180	ENSMUST00000043599	116249_at
ENSMUSG00000021180	ENSMUST00000043599	116886_f_at
ENSMUSG00000021180	ENSMUST00000043599	116885_i_at
ENSMUSG00000021180	ENSMUST00000221323	116249_at
ENSMUSG00000021180	ENSMUST00000221323	116886_f_at
ENSMUSG00000021180	ENSMUST00000221323	116885_i_at
ENSMUSG00000021180	ENSMUST00000221246	116886_f_at
ENSMUSG00000021180	ENSMUST00000221246	116885_i_at
ENSMUSG00000062061	ENSMUST00000077667	106877_at
ENSMUSG00000029461	ENSMUST00000107042	110858_at
ENSMUSG00000029461	ENSMUST00000107042	117250_at
ENSMUSG00000029461	ENSMUST00000107042	105650_at
ENSMUSG00000029461	ENSMUST00000107042	108373_at
ENSMUSG00000029461	ENSMUST00000107042	105651_g_at
ENSMUSG00000029461	ENSMUST00000049053	110858_at
ENSMUSG00000029461	ENSMUST00000049053	117250_at
ENSMUSG00000029461	ENSMUST00000049053	105650_at
ENSMUSG00000029461	ENSMUST00000049053	108373_at
ENSMUSG00000029461	ENSMUST00000049053	105651_g_at
ENSMUSG00000029461	ENSMUST00000207875	110858_at
ENSMUSG00000029461	ENSMUST00000207875	117250_at
ENSMUSG00000029461	ENSMUST00000207875	105650_at
ENSMUSG00000029461	ENSMUST00000207875	108373_at
ENSMUSG00000029461	ENSMUST00000207875	105651_g_at
ENSMUSG00000060038	ENSMUST00000152871	104788_at
ENSMUSG00000060038	ENSMUST00000129826	104788_at
ENSMUSG00000037904	ENSMUST00000128353	162893_at
ENSMUSG00000037904	ENSMUST00000148765	162893_at
ENSMUSG00000037904	ENSMUST00000140788	162893_at
ENSMUSG00000037904	ENSMUST00000142012	162893_at
ENSMUSG00000037904	ENSMUST00000043459	162893_at
ENSMUSG00000037904	ENSMUST00000135131	162893_at
ENSMUSG00000037904	ENSMUST00000144882	162893_at
ENSMUSG00000067577	ENSMUST00000186596	115205_at
ENSMUSG00000067577	ENSMUST00000087947	115205_at
ENSMUSG00000067577	ENSMUST00000188480	115205_at
ENSMUSG00000067577	ENSMUST00000189565	115205_at
ENSMUSG00000067577	ENSMUST00000186052	115205_at
ENSMUSG00000038860	ENSMUST00000102810	163615_at
ENSMUSG00000038860	ENSMUST00000049618	163615_at
ENSMUSG00000038860	ENSMUST00000137381	163615_at
ENSMUSG00000027603	ENSMUST00000029131	163645_at
ENSMUSG00000042579	ENSMUST00000195940	106832_at
ENSMUSG00000047888	ENSMUST00000067689	105264_at
ENSMUSG00000047888	ENSMUST00000067689	162846_at
ENSMUSG00000047888	ENSMUST00000067689	113849_at
ENSMUSG00000047888	ENSMUST00000228124	113849_at
ENSMUSG00000047888	ENSMUST00000228525	113849_at
ENSMUSG00000033009	ENSMUST00000109556	109562_at
ENSMUSG00000033009	ENSMUST00000109556	116697_at
ENSMUSG00000033009	ENSMUST00000093301	109562_at
ENSMUSG00000033009	ENSMUST00000093301	116697_at
ENSMUSG00000033009	ENSMUST00000060632	109562_at
ENSMUSG00000033009	ENSMUST00000060632	116697_at
ENSMUSG00000054763	ENSMUST00000067990	164091_at
ENSMUSG00000054763	ENSMUST00000111203	164091_at
ENSMUSG00000031479	ENSMUST00000033866	163707_at
ENSMUSG00000031479	ENSMUST00000033866	113135_at
ENSMUSG00000031479	ENSMUST00000153949	113135_at
ENSMUSG00000077450	ENSMUST00000235046	111190_at
ENSMUSG00000077450	ENSMUST00000057373	111190_at
ENSMUSG00000077450	ENSMUST00000173860	111190_at
ENSMUSG00000036398	ENSMUST00000040402	111287_at
ENSMUSG00000036398	ENSMUST00000040402	112735_at
ENSMUSG00000036398	ENSMUST00000040402	113964_at
ENSMUSG00000036398	ENSMUST00000173540	111287_at
ENSMUSG00000036398	ENSMUST00000173540	112735_at
ENSMUSG00000036398	ENSMUST00000173540	113964_at
ENSMUSG00000027605	ENSMUST00000029135	106070_at
ENSMUSG00000027605	ENSMUST00000103142	106070_at
ENSMUSG00000027605	ENSMUST00000133654	106070_at
ENSMUSG00000026604	ENSMUST00000097442	114462_at
ENSMUSG00000031919	ENSMUST00000034393	110198_at
ENSMUSG00000093485	ENSMUST00000132298	110308_at
ENSMUSG00000029248	ENSMUST00000118941	106103_at
ENSMUSG00000032537	ENSMUST00000035129	113858_at
ENSMUSG00000032537	ENSMUST00000085169	113858_at
ENSMUSG00000032537	ENSMUST00000217014	113858_at
ENSMUSG00000032537	ENSMUST00000217184	113858_at
ENSMUSG00000032537	ENSMUST00000215514	113858_at
ENSMUSG00000000804	ENSMUST00000108075	109329_at
ENSMUSG00000000804	ENSMUST00000108075	117138_at
ENSMUSG00000000804	ENSMUST00000000821	109329_at
ENSMUSG00000000804	ENSMUST00000000821	117138_at
ENSMUSG00000045319	ENSMUST00000114942	114975_at
ENSMUSG00000045319	ENSMUST00000054254	114975_at
ENSMUSG00000045319	ENSMUST00000126551	114975_at
ENSMUSG00000053347	ENSMUST00000153985	116511_at
ENSMUSG00000003154	ENSMUST00000003238	112192_at
ENSMUSG00000003154	ENSMUST00000177927	112192_at
ENSMUSG00000002728	ENSMUST00000110000	162982_at
ENSMUSG00000002728	ENSMUST00000002805	162982_at
ENSMUSG00000002728	ENSMUST00000129502	162982_at
ENSMUSG00000002728	ENSMUST00000169732	162982_at
ENSMUSG00000037376	ENSMUST00000152836	111372_at
ENSMUSG00000037376	ENSMUST00000039554	111372_at
ENSMUSG00000037376	ENSMUST00000147336	111372_at
ENSMUSG00000074102	ENSMUST00000055843	162665_at
ENSMUSG00000074102	ENSMUST00000055843	106208_at
ENSMUSG00000117234	ENSMUST00000232840	116077_r_at
ENSMUSG00000027376	ENSMUST00000028855	111367_at
ENSMUSG00000027376	ENSMUST00000103214	111367_at
ENSMUSG00000031791	ENSMUST00000034244	106624_at
ENSMUSG00000024856	ENSMUST00000025779	117009_at
ENSMUSG00000024856	ENSMUST00000172914	117009_at
ENSMUSG00000045201	ENSMUST00000163937	163823_at
ENSMUSG00000045201	ENSMUST00000055211	163823_at
ENSMUSG00000045201	ENSMUST00000223700	163823_at
ENSMUSG00000022718	ENSMUST00000009321	106196_at
ENSMUSG00000022718	ENSMUST00000009321	112087_at
ENSMUSG00000022718	ENSMUST00000115633	106196_at
ENSMUSG00000022718	ENSMUST00000115633	112087_at
ENSMUSG00000022718	ENSMUST00000152033	106196_at
ENSMUSG00000022718	ENSMUST00000144536	106196_at
ENSMUSG00000022718	ENSMUST00000232476	112087_at
ENSMUSG00000022718	ENSMUST00000128856	112087_at
ENSMUSG00000022718	ENSMUST00000156274	112087_at
ENSMUSG00000000056	ENSMUST00000103015	116350_at
ENSMUSG00000027366	ENSMUST00000028844	109083_at
ENSMUSG00000027366	ENSMUST00000028844	110679_at
ENSMUSG00000027366	ENSMUST00000143700	110679_at
ENSMUSG00000030315	ENSMUST00000152710	162847_at
ENSMUSG00000030315	ENSMUST00000152710	111434_at
ENSMUSG00000030315	ENSMUST00000152710	115091_at
ENSMUSG00000030315	ENSMUST00000032459	111434_at
ENSMUSG00000030315	ENSMUST00000032459	115091_at
ENSMUSG00000030315	ENSMUST00000123478	111434_at
ENSMUSG00000030315	ENSMUST00000123478	115091_at
ENSMUSG00000030315	ENSMUST00000155620	111434_at
ENSMUSG00000030315	ENSMUST00000155620	115091_at
ENSMUSG00000030315	ENSMUST00000147639	111434_at
ENSMUSG00000030315	ENSMUST00000147639	115091_at
ENSMUSG00000030315	ENSMUST00000139640	111434_at
ENSMUSG00000030315	ENSMUST00000139640	115091_at
ENSMUSG00000062078	ENSMUST00000233645	105981_at
ENSMUSG00000062078	ENSMUST00000233645	115629_at
ENSMUSG00000062078	ENSMUST00000097414	105981_at
ENSMUSG00000062078	ENSMUST00000097414	115629_at
ENSMUSG00000062078	ENSMUST00000232721	105981_at
ENSMUSG00000062078	ENSMUST00000042296	105981_at
ENSMUSG00000062078	ENSMUST00000233828	105981_at
ENSMUSG00000000811	ENSMUST00000000828	162642_at
ENSMUSG00000000811	ENSMUST00000101171	162642_at
ENSMUSG00000102887	ENSMUST00000195343	115797_at
ENSMUSG00000102887	ENSMUST00000195480	115797_at
ENSMUSG00000030244	ENSMUST00000032371	110456_at
ENSMUSG00000030244	ENSMUST00000126939	110456_at
ENSMUSG00000035062	ENSMUST00000120620	116465_at
ENSMUSG00000035062	ENSMUST00000119640	116465_at
ENSMUSG00000035062	ENSMUST00000044382	116465_at
ENSMUSG00000048379	ENSMUST00000065562	111155_at
ENSMUSG00000048379	ENSMUST00000065562	114248_at
ENSMUSG00000048379	ENSMUST00000065562	113429_at
ENSMUSG00000048379	ENSMUST00000227413	111155_at
ENSMUSG00000048379	ENSMUST00000227413	113429_at
ENSMUSG00000022094	ENSMUST00000068044	112445_at
ENSMUSG00000022094	ENSMUST00000068044	106538_at
ENSMUSG00000022094	ENSMUST00000022688	106538_at
ENSMUSG00000022094	ENSMUST00000152067	106538_at
ENSMUSG00000026198	ENSMUST00000027396	108570_at
ENSMUSG00000026198	ENSMUST00000160081	108570_at
ENSMUSG00000026198	ENSMUST00000159219	108570_at
ENSMUSG00000028434	ENSMUST00000030142	108096_at
ENSMUSG00000028434	ENSMUST00000150665	108096_at
ENSMUSG00000037408	ENSMUST00000153128	111097_at
ENSMUSG00000023025	ENSMUST00000057632	107151_at
ENSMUSG00000023025	ENSMUST00000057632	115798_at
ENSMUSG00000023025	ENSMUST00000100206	107151_at
ENSMUSG00000023025	ENSMUST00000100206	115798_at
ENSMUSG00000023025	ENSMUST00000100206	109084_at
ENSMUSG00000023025	ENSMUST00000231160	107151_at
ENSMUSG00000023025	ENSMUST00000231160	115798_at
ENSMUSG00000023025	ENSMUST00000231128	107151_at
ENSMUSG00000063383	ENSMUST00000080249	116077_r_at
ENSMUSG00000024354	ENSMUST00000025212	114181_at
ENSMUSG00000024354	ENSMUST00000237305	114181_at
ENSMUSG00000042572	ENSMUST00000038356	113989_at
ENSMUSG00000042572	ENSMUST00000038356	113130_at
ENSMUSG00000042572	ENSMUST00000196726	113989_at
ENSMUSG00000096433	ENSMUST00000179996	116244_at
ENSMUSG00000117284	ENSMUST00000233465	116077_r_at
ENSMUSG00000117284	ENSMUST00000233465	116076_f_at
ENSMUSG00000117284	ENSMUST00000233465	110445_at
ENSMUSG00000022900	ENSMUST00000023617	115355_at
ENSMUSG00000022900	ENSMUST00000089618	115355_at
ENSMUSG00000022900	ENSMUST00000119464	115355_at
ENSMUSG00000022208	ENSMUST00000022819	106847_at
ENSMUSG00000022208	ENSMUST00000022819	115434_at
ENSMUSG00000022208	ENSMUST00000124493	106847_at
ENSMUSG00000022208	ENSMUST00000124493	115434_at
ENSMUSG00000021840	ENSMUST00000166743	113863_at
ENSMUSG00000021840	ENSMUST00000166743	162744_at
ENSMUSG00000021840	ENSMUST00000164235	113863_at
ENSMUSG00000021840	ENSMUST00000164235	162744_at
ENSMUSG00000026199	ENSMUST00000151887	113900_at
ENSMUSG00000026199	ENSMUST00000134378	113900_at
ENSMUSG00000026199	ENSMUST00000134233	113900_at
ENSMUSG00000026199	ENSMUST00000131788	113900_at
ENSMUSG00000026199	ENSMUST00000127860	113900_at
ENSMUSG00000026199	ENSMUST00000127625	113900_at
ENSMUSG00000023044	ENSMUST00000230328	117171_at
ENSMUSG00000070960	ENSMUST00000095050	113601_at
ENSMUSG00000070960	ENSMUST00000095050	113602_at
ENSMUSG00000029370	ENSMUST00000202784	112980_at
ENSMUSG00000029370	ENSMUST00000202807	112980_at
ENSMUSG00000029370	ENSMUST00000031317	112980_at
ENSMUSG00000037349	ENSMUST00000041686	113176_at
ENSMUSG00000048285	ENSMUST00000057859	106153_g_at
ENSMUSG00000048285	ENSMUST00000057859	106152_at
ENSMUSG00000048285	ENSMUST00000220515	106153_g_at
ENSMUSG00000048285	ENSMUST00000220515	106152_at
ENSMUSG00000040363	ENSMUST00000115513	163610_at
ENSMUSG00000040363	ENSMUST00000115512	163610_at
ENSMUSG00000040363	ENSMUST00000065143	163610_at
ENSMUSG00000040363	ENSMUST00000124033	163610_at
ENSMUSG00000040363	ENSMUST00000043441	163610_at
ENSMUSG00000040363	ENSMUST00000209776	110070_at
ENSMUSG00000031480	ENSMUST00000069828	116461_at
ENSMUSG00000031480	ENSMUST00000160585	116461_at
ENSMUSG00000031480	ENSMUST00000162447	116461_at
ENSMUSG00000002396	ENSMUST00000110052	115270_at
ENSMUSG00000020021	ENSMUST00000020208	108782_at
ENSMUSG00000024592	ENSMUST00000025488	109914_f_at
ENSMUSG00000024592	ENSMUST00000025488	109913_i_at
ENSMUSG00000069080	ENSMUST00000091278	115239_at
ENSMUSG00000052334	ENSMUST00000064162	163515_r_at
ENSMUSG00000052334	ENSMUST00000168972	163515_r_at
ENSMUSG00000059791	ENSMUST00000074259	115394_at
ENSMUSG00000059791	ENSMUST00000174873	115394_at
ENSMUSG00000059791	ENSMUST00000172931	115394_at
ENSMUSG00000038495	ENSMUST00000090785	113746_at
ENSMUSG00000038495	ENSMUST00000098849	113746_at
ENSMUSG00000038495	ENSMUST00000035519	113746_at
ENSMUSG00000084921	ENSMUST00000132130	115253_at
ENSMUSG00000033192	ENSMUST00000046290	115782_at
ENSMUSG00000033192	ENSMUST00000210099	115782_at
ENSMUSG00000033192	ENSMUST00000209265	115782_at
ENSMUSG00000033192	ENSMUST00000151106	115782_at
ENSMUSG00000042797	ENSMUST00000206389	115654_at
ENSMUSG00000042797	ENSMUST00000206389	109772_at
ENSMUSG00000042797	ENSMUST00000206389	113722_at
ENSMUSG00000042797	ENSMUST00000084986	109772_at
ENSMUSG00000042797	ENSMUST00000205784	115654_at
ENSMUSG00000042797	ENSMUST00000205737	115654_at
ENSMUSG00000075703	ENSMUST00000145167	110003_at
ENSMUSG00000075703	ENSMUST00000145167	111744_at
ENSMUSG00000075703	ENSMUST00000145167	116557_at
ENSMUSG00000075703	ENSMUST00000132404	110003_at
ENSMUSG00000075703	ENSMUST00000132404	111744_at
ENSMUSG00000075703	ENSMUST00000197299	110003_at
ENSMUSG00000075703	ENSMUST00000197299	111744_at
ENSMUSG00000075703	ENSMUST00000151795	110003_at
ENSMUSG00000075703	ENSMUST00000151795	111744_at
ENSMUSG00000033124	ENSMUST00000189702	109955_at
ENSMUSG00000033124	ENSMUST00000189820	109955_at
ENSMUSG00000033124	ENSMUST00000189665	109955_at
ENSMUSG00000033124	ENSMUST00000239085	109955_at
ENSMUSG00000033124	ENSMUST00000188347	109955_at
ENSMUSG00000033124	ENSMUST00000040689	109955_at
ENSMUSG00000024998	ENSMUST00000182481	114844_at
ENSMUSG00000024998	ENSMUST00000182481	114450_at
ENSMUSG00000024998	ENSMUST00000182481	114843_at
ENSMUSG00000024998	ENSMUST00000169713	114844_at
ENSMUSG00000024998	ENSMUST00000169713	114450_at
ENSMUSG00000024998	ENSMUST00000169713	114843_at
ENSMUSG00000024998	ENSMUST00000182267	114450_at
ENSMUSG00000024998	ENSMUST00000182589	114844_at
ENSMUSG00000024998	ENSMUST00000182589	114450_at
ENSMUSG00000024998	ENSMUST00000182589	114843_at
ENSMUSG00000025184	ENSMUST00000026188	113038_at
ENSMUSG00000025184	ENSMUST00000160107	113038_at
ENSMUSG00000028331	ENSMUST00000151903	107832_at
ENSMUSG00000028331	ENSMUST00000086563	107832_at
ENSMUSG00000028331	ENSMUST00000030015	107832_at
ENSMUSG00000037437	ENSMUST00000121438	163944_at
ENSMUSG00000037437	ENSMUST00000156719	163944_at
ENSMUSG00000035578	ENSMUST00000115100	163855_at
ENSMUSG00000035578	ENSMUST00000231235	163855_at
ENSMUSG00000035578	ENSMUST00000133219	163855_at
ENSMUSG00000021699	ENSMUST00000152630	114968_at
ENSMUSG00000021699	ENSMUST00000120664	115539_at
ENSMUSG00000026544	ENSMUST00000027826	106934_at
ENSMUSG00000048039	ENSMUST00000055984	163696_at
ENSMUSG00000048039	ENSMUST00000055984	113348_at
ENSMUSG00000022801	ENSMUST00000023491	114564_at
ENSMUSG00000022801	ENSMUST00000023491	110326_at
ENSMUSG00000004896	ENSMUST00000160648	112887_at
ENSMUSG00000004896	ENSMUST00000159091	112887_at
ENSMUSG00000004896	ENSMUST00000005016	112887_at
ENSMUSG00000004896	ENSMUST00000168070	112887_at
ENSMUSG00000004896	ENSMUST00000160074	112887_at
ENSMUSG00000004896	ENSMUST00000160068	112887_at
ENSMUSG00000004896	ENSMUST00000159831	112887_at
ENSMUSG00000004896	ENSMUST00000161014	112887_at
ENSMUSG00000004896	ENSMUST00000159967	112887_at
ENSMUSG00000004896	ENSMUST00000161471	112887_at
ENSMUSG00000004896	ENSMUST00000164439	112887_at
ENSMUSG00000038910	ENSMUST00000043938	111969_at
ENSMUSG00000050373	ENSMUST00000172577	116495_at
ENSMUSG00000050373	ENSMUST00000056181	116495_at
ENSMUSG00000050373	ENSMUST00000173945	116495_at
ENSMUSG00000085060	ENSMUST00000140614	110415_f_at
ENSMUSG00000026975	ENSMUST00000028351	110016_at
ENSMUSG00000026975	ENSMUST00000126909	110016_at
ENSMUSG00000026975	ENSMUST00000146382	110016_at
ENSMUSG00000017677	ENSMUST00000150416	113094_at
ENSMUSG00000017677	ENSMUST00000153585	113094_at
ENSMUSG00000017677	ENSMUST00000137890	113094_at
ENSMUSG00000006395	ENSMUST00000194248	163751_i_at
ENSMUSG00000006395	ENSMUST00000179719	163751_i_at
ENSMUSG00000006395	ENSMUST00000106393	163751_i_at
ENSMUSG00000006395	ENSMUST00000132882	163751_i_at
ENSMUSG00000006395	ENSMUST00000006562	163751_i_at
ENSMUSG00000030770	ENSMUST00000106643	111200_at
ENSMUSG00000030770	ENSMUST00000106643	107072_at
ENSMUSG00000030770	ENSMUST00000033030	111200_at
ENSMUSG00000030770	ENSMUST00000033030	107072_at
ENSMUSG00000030770	ENSMUST00000033030	109106_f_at
ENSMUSG00000030770	ENSMUST00000033030	109105_i_at
ENSMUSG00000030770	ENSMUST00000106640	107072_at
ENSMUSG00000024780	ENSMUST00000225310	110248_at
ENSMUSG00000024780	ENSMUST00000225310	114373_at
ENSMUSG00000024780	ENSMUST00000225210	110248_at
ENSMUSG00000024780	ENSMUST00000225210	114373_at
ENSMUSG00000024780	ENSMUST00000224511	105302_at
ENSMUSG00000024780	ENSMUST00000050148	115976_at
ENSMUSG00000024780	ENSMUST00000050148	114373_at
ENSMUSG00000026584	ENSMUST00000162234	110616_at
ENSMUSG00000026584	ENSMUST00000161908	110616_at
ENSMUSG00000026584	ENSMUST00000162920	110616_at
ENSMUSG00000026584	ENSMUST00000027876	110616_at
ENSMUSG00000026584	ENSMUST00000170359	110616_at
ENSMUSG00000042570	ENSMUST00000062855	162939_at
ENSMUSG00000042570	ENSMUST00000165028	162939_at
ENSMUSG00000042570	ENSMUST00000168601	162939_at
ENSMUSG00000042570	ENSMUST00000167760	162939_at
ENSMUSG00000042570	ENSMUST00000172158	162939_at
ENSMUSG00000010914	ENSMUST00000011058	113524_at
ENSMUSG00000010914	ENSMUST00000011058	115211_at
ENSMUSG00000059013	ENSMUST00000074248	113007_at
ENSMUSG00000059013	ENSMUST00000113242	113007_at
ENSMUSG00000002012	ENSMUST00000114473	113780_f_at
ENSMUSG00000002012	ENSMUST00000114473	113779_i_at
ENSMUSG00000002012	ENSMUST00000002087	113780_f_at
ENSMUSG00000002012	ENSMUST00000002087	113779_i_at
ENSMUSG00000002012	ENSMUST00000114472	113780_f_at
ENSMUSG00000002012	ENSMUST00000114472	113779_i_at
ENSMUSG00000002012	ENSMUST00000129106	113780_f_at
ENSMUSG00000002012	ENSMUST00000129106	113779_i_at
ENSMUSG00000002012	ENSMUST00000144187	113780_f_at
ENSMUSG00000002012	ENSMUST00000144187	113779_i_at
ENSMUSG00000033253	ENSMUST00000075406	109649_at
ENSMUSG00000033253	ENSMUST00000183402	109649_at
ENSMUSG00000033253	ENSMUST00000130058	109649_at
ENSMUSG00000032064	ENSMUST00000034566	117297_at
ENSMUSG00000032064	ENSMUST00000141919	117297_at
ENSMUSG00000032064	ENSMUST00000117646	117297_at
ENSMUSG00000031508	ENSMUST00000169782	111984_at
ENSMUSG00000031508	ENSMUST00000211445	111984_at
ENSMUSG00000037747	ENSMUST00000046513	162521_i_at
ENSMUSG00000037747	ENSMUST00000162144	162521_i_at
ENSMUSG00000026878	ENSMUST00000113025	108294_at
ENSMUSG00000026878	ENSMUST00000202602	108294_at
ENSMUSG00000026878	ENSMUST00000201694	105420_at
ENSMUSG00000033032	ENSMUST00000154876	162659_at
ENSMUSG00000033032	ENSMUST00000120472	162659_at
ENSMUSG00000033032	ENSMUST00000147278	162659_at
ENSMUSG00000032534	ENSMUST00000162655	105662_at
ENSMUSG00000032534	ENSMUST00000093791	105662_at
ENSMUSG00000032534	ENSMUST00000093791	114075_at
ENSMUSG00000032534	ENSMUST00000191074	105662_at
ENSMUSG00000032534	ENSMUST00000216281	105662_at
ENSMUSG00000032534	ENSMUST00000162960	114075_at
ENSMUSG00000039087	ENSMUST00000110238	114534_at
ENSMUSG00000039087	ENSMUST00000128570	114534_at
ENSMUSG00000039087	ENSMUST00000128570	112303_at
ENSMUSG00000039087	ENSMUST00000149745	114534_at
ENSMUSG00000039087	ENSMUST00000110237	114534_at
ENSMUSG00000039087	ENSMUST00000124268	114534_at
ENSMUSG00000039087	ENSMUST00000124268	112303_at
ENSMUSG00000039087	ENSMUST00000037232	114534_at
ENSMUSG00000039087	ENSMUST00000037232	112303_at
ENSMUSG00000038756	ENSMUST00000167258	114970_at
ENSMUSG00000038756	ENSMUST00000107680	114970_at
ENSMUSG00000032041	ENSMUST00000175765	116611_at
ENSMUSG00000032041	ENSMUST00000176531	116611_at
ENSMUSG00000032041	ENSMUST00000177129	116611_at
ENSMUSG00000032041	ENSMUST00000176685	116611_at
ENSMUSG00000032041	ENSMUST00000176021	116611_at
ENSMUSG00000032041	ENSMUST00000176611	116611_at
ENSMUSG00000085241	ENSMUST00000155816	162914_i_at
ENSMUSG00000085241	ENSMUST00000152943	162914_i_at
ENSMUSG00000085241	ENSMUST00000141090	162914_i_at
ENSMUSG00000085241	ENSMUST00000151374	162914_i_at
ENSMUSG00000085241	ENSMUST00000136127	162914_i_at
ENSMUSG00000049807	ENSMUST00000121799	113615_r_at
ENSMUSG00000049807	ENSMUST00000142465	113615_r_at
ENSMUSG00000049807	ENSMUST00000093940	113615_r_at
ENSMUSG00000049807	ENSMUST00000107601	113615_r_at
ENSMUSG00000034028	ENSMUST00000236828	115672_at
ENSMUSG00000028896	ENSMUST00000084250	162775_at
ENSMUSG00000028896	ENSMUST00000030726	162775_at
ENSMUSG00000028896	ENSMUST00000105951	162775_at
ENSMUSG00000060679	ENSMUST00000057208	162920_at
ENSMUSG00000060679	ENSMUST00000185523	162920_at
ENSMUSG00000060679	ENSMUST00000201108	162920_at
ENSMUSG00000041258	ENSMUST00000171071	115194_at
ENSMUSG00000041258	ENSMUST00000183324	115194_at
ENSMUSG00000041258	ENSMUST00000183048	115194_at
ENSMUSG00000021786	ENSMUST00000022311	114751_at
ENSMUSG00000021786	ENSMUST00000022311	164073_at
ENSMUSG00000021786	ENSMUST00000112625	114751_at
ENSMUSG00000021786	ENSMUST00000112625	164073_at
ENSMUSG00000021786	ENSMUST00000112624	164073_at
ENSMUSG00000021786	ENSMUST00000148121	164073_at
ENSMUSG00000047656	ENSMUST00000237234	112398_at
ENSMUSG00000047656	ENSMUST00000088223	112398_at
ENSMUSG00000054134	ENSMUST00000114555	114870_at
ENSMUSG00000054134	ENSMUST00000237889	114870_at
ENSMUSG00000054134	ENSMUST00000235156	114870_at
ENSMUSG00000054134	ENSMUST00000235827	114870_at
ENSMUSG00000054134	ENSMUST00000066554	114870_at
ENSMUSG00000054134	ENSMUST00000066981	114870_at
ENSMUSG00000025979	ENSMUST00000159311	164801_at
ENSMUSG00000025979	ENSMUST00000162364	164801_at
ENSMUSG00000025979	ENSMUST00000162930	164801_at
ENSMUSG00000025979	ENSMUST00000027122	164801_at
ENSMUSG00000025979	ENSMUST00000161122	164801_at
ENSMUSG00000025979	ENSMUST00000162553	164801_at
ENSMUSG00000029802	ENSMUST00000147213	111243_at
ENSMUSG00000029802	ENSMUST00000143447	111243_at
ENSMUSG00000029334	ENSMUST00000161490	116426_at
ENSMUSG00000029334	ENSMUST00000162619	116426_at
ENSMUSG00000029334	ENSMUST00000162147	116426_at
ENSMUSG00000029334	ENSMUST00000031277	116426_at
ENSMUSG00000021785	ENSMUST00000022310	111375_at
ENSMUSG00000021785	ENSMUST00000224656	111375_at
ENSMUSG00000025955	ENSMUST00000159896	115407_at
ENSMUSG00000051675	ENSMUST00000050850	163170_at
ENSMUSG00000051675	ENSMUST00000107366	163170_at
ENSMUSG00000037992	ENSMUST00000107474	164041_at
ENSMUSG00000037992	ENSMUST00000107475	164041_at
ENSMUSG00000037992	ENSMUST00000068133	164041_at
ENSMUSG00000037992	ENSMUST00000068133	112056_at
ENSMUSG00000037992	ENSMUST00000107473	164041_at
ENSMUSG00000037992	ENSMUST00000107473	112056_at
ENSMUSG00000037992	ENSMUST00000164748	164041_at
ENSMUSG00000037992	ENSMUST00000164748	112056_at
ENSMUSG00000020087	ENSMUST00000020284	107337_r_at
ENSMUSG00000020087	ENSMUST00000020284	107336_i_at
ENSMUSG00000020087	ENSMUST00000218135	107337_r_at
ENSMUSG00000020087	ENSMUST00000218135	107336_i_at
ENSMUSG00000020087	ENSMUST00000219768	107337_r_at
ENSMUSG00000020087	ENSMUST00000219768	107336_i_at
ENSMUSG00000020087	ENSMUST00000218280	107337_r_at
ENSMUSG00000020087	ENSMUST00000218280	107336_i_at
ENSMUSG00000021097	ENSMUST00000109936	111629_at
ENSMUSG00000021097	ENSMUST00000109936	104890_at
ENSMUSG00000021097	ENSMUST00000109936	113860_at
ENSMUSG00000021097	ENSMUST00000109936	164121_at
ENSMUSG00000021097	ENSMUST00000109937	111629_at
ENSMUSG00000021097	ENSMUST00000109937	104890_at
ENSMUSG00000021097	ENSMUST00000223103	111629_at
ENSMUSG00000021097	ENSMUST00000223103	104890_at
ENSMUSG00000021097	ENSMUST00000223342	111629_at
ENSMUSG00000021097	ENSMUST00000223342	104890_at
ENSMUSG00000021097	ENSMUST00000223177	111629_at
ENSMUSG00000021097	ENSMUST00000223177	104890_at
ENSMUSG00000021097	ENSMUST00000222323	111629_at
ENSMUSG00000074766	ENSMUST00000184404	117149_at
ENSMUSG00000074766	ENSMUST00000099307	117149_at
ENSMUSG00000027879	ENSMUST00000029476	110816_at
ENSMUSG00000027879	ENSMUST00000130778	110816_at
ENSMUSG00000027879	ENSMUST00000122288	117069_at
ENSMUSG00000033777	ENSMUST00000040065	105429_at
ENSMUSG00000034911	ENSMUST00000212626	115555_at
ENSMUSG00000034911	ENSMUST00000049184	115555_at
ENSMUSG00000034911	ENSMUST00000212516	115555_at
ENSMUSG00000034911	ENSMUST00000212496	115555_at
ENSMUSG00000099519	ENSMUST00000185727	109955_at
ENSMUSG00000099519	ENSMUST00000185727	108570_at
ENSMUSG00000037896	ENSMUST00000084968	163722_at
ENSMUSG00000037896	ENSMUST00000084968	111311_at
ENSMUSG00000037896	ENSMUST00000116388	163722_at
