Gene stable ID	Transcript stable ID	AFFY MOE430A probe
ENSMUSG00000061232	ENSMUST00000236740	1427746_x_at
ENSMUSG00000061232	ENSMUST00000236469	1425336_x_at
ENSMUSG00000061232	ENSMUST00000236469	1427746_x_at
ENSMUSG00000061232	ENSMUST00000173602	1425336_x_at
ENSMUSG00000061232	ENSMUST00000173602	1427746_x_at
ENSMUSG00000061232	ENSMUST00000025181	1425336_x_at
ENSMUSG00000061232	ENSMUST00000025181	1427746_x_at
ENSMUSG00000061232	ENSMUST00000238021	1425336_x_at
ENSMUSG00000061232	ENSMUST00000238021	1427746_x_at
ENSMUSG00000061232	ENSMUST00000173543	1425336_x_at
ENSMUSG00000061232	ENSMUST00000173543	1427746_x_at
ENSMUSG00000061232	ENSMUST00000235463	1425336_x_at
ENSMUSG00000061232	ENSMUST00000235463	1427746_x_at
ENSMUSG00000061232	ENSMUST00000087189	1425336_x_at
ENSMUSG00000061232	ENSMUST00000087189	1427746_x_at
ENSMUSG00000061232	ENSMUST00000238098	1425336_x_at
ENSMUSG00000061232	ENSMUST00000238098	1427746_x_at
ENSMUSG00000061232	ENSMUST00000173317	1425336_x_at
ENSMUSG00000061232	ENSMUST00000173317	1427746_x_at
ENSMUSG00000061232	ENSMUST00000236757	1425336_x_at
ENSMUSG00000061232	ENSMUST00000236757	1427746_x_at
ENSMUSG00000061232	ENSMUST00000173075	1425336_x_at
ENSMUSG00000061232	ENSMUST00000173075	1427746_x_at
ENSMUSG00000061232	ENSMUST00000172782	1425336_x_at
ENSMUSG00000061232	ENSMUST00000172782	1427746_x_at
ENSMUSG00000004056	ENSMUST00000108344	1421324_a_at
ENSMUSG00000004056	ENSMUST00000108344	1424480_s_at
ENSMUSG00000004056	ENSMUST00000108343	1421324_a_at
ENSMUSG00000004056	ENSMUST00000108343	1424480_s_at
ENSMUSG00000004056	ENSMUST00000051356	1421324_a_at
ENSMUSG00000004056	ENSMUST00000051356	1424480_s_at
ENSMUSG00000004056	ENSMUST00000085917	1421324_a_at
ENSMUSG00000004056	ENSMUST00000136981	1421324_a_at
ENSMUSG00000004056	ENSMUST00000136981	1424480_s_at
ENSMUSG00000004056	ENSMUST00000167435	1421324_a_at
ENSMUSG00000004056	ENSMUST00000167435	1424480_s_at
ENSMUSG00000094683	ENSMUST00000177652	1448309_at
ENSMUSG00000094683	ENSMUST00000177652	1416374_at
ENSMUSG00000003420	ENSMUST00000003512	1416978_at
ENSMUSG00000003420	ENSMUST00000210642	1416978_at
ENSMUSG00000003420	ENSMUST00000211668	1416978_at
ENSMUSG00000002059	ENSMUST00000002128	1416590_a_at
ENSMUSG00000002059	ENSMUST00000002128	1416591_at
ENSMUSG00000002059	ENSMUST00000150941	1416590_a_at
ENSMUSG00000002059	ENSMUST00000150941	1416591_at
ENSMUSG00000002059	ENSMUST00000108322	1416590_a_at
ENSMUSG00000002059	ENSMUST00000108322	1416591_at
ENSMUSG00000002059	ENSMUST00000056241	1416590_a_at
ENSMUSG00000002059	ENSMUST00000056241	1416591_at
ENSMUSG00000002059	ENSMUST00000148603	1416591_at
ENSMUSG00000002059	ENSMUST00000126864	1416590_a_at
ENSMUSG00000002059	ENSMUST00000126864	1416591_at
ENSMUSG00000002059	ENSMUST00000156435	1416590_a_at
ENSMUSG00000002059	ENSMUST00000156435	1416591_at
ENSMUSG00000002059	ENSMUST00000154542	1416590_a_at
ENSMUSG00000002059	ENSMUST00000154542	1416591_at
ENSMUSG00000030605	ENSMUST00000206338	1420911_a_at
ENSMUSG00000030605	ENSMUST00000107409	1420911_a_at
ENSMUSG00000030605	ENSMUST00000032825	1420911_a_at
ENSMUSG00000030605	ENSMUST00000205563	1420911_a_at
ENSMUSG00000030605	ENSMUST00000205649	1420911_a_at
ENSMUSG00000022235	ENSMUST00000226951	1451322_at
ENSMUSG00000022235	ENSMUST00000162532	1451322_at
ENSMUSG00000022235	ENSMUST00000070918	1451322_at
ENSMUSG00000025173	ENSMUST00000026173	1416281_at
ENSMUSG00000025173	ENSMUST00000137230	1416281_at
ENSMUSG00000029122	ENSMUST00000114154	1451697_a_at
ENSMUSG00000029122	ENSMUST00000031005	1451697_a_at
ENSMUSG00000029122	ENSMUST00000031005	1448876_at
ENSMUSG00000029122	ENSMUST00000146568	1448876_at
ENSMUSG00000029122	ENSMUST00000149890	1448876_at
ENSMUSG00000029122	ENSMUST00000114148	1451697_a_at
ENSMUSG00000029122	ENSMUST00000154885	1451697_a_at
ENSMUSG00000025127	ENSMUST00000026119	1450127_a_at
ENSMUSG00000025127	ENSMUST00000147877	1450127_a_at
ENSMUSG00000025127	ENSMUST00000128827	1450127_a_at
ENSMUSG00000017692	ENSMUST00000017836	1427579_at
ENSMUSG00000017692	ENSMUST00000017836	1435941_at
ENSMUSG00000017692	ENSMUST00000157016	1427579_at
ENSMUSG00000030525	ENSMUST00000032738	1450299_at
ENSMUSG00000030216	ENSMUST00000116514	1415799_at
ENSMUSG00000057244	ENSMUST00000079261	1422156_a_at
ENSMUSG00000002845	ENSMUST00000163884	1423316_at
ENSMUSG00000002845	ENSMUST00000171687	1423316_at
ENSMUSG00000002845	ENSMUST00000002924	1423316_at
ENSMUSG00000002845	ENSMUST00000169554	1423316_at
ENSMUSG00000002845	ENSMUST00000170097	1423316_at
ENSMUSG00000002845	ENSMUST00000165140	1423316_at
ENSMUSG00000030357	ENSMUST00000139448	1416362_a_at
ENSMUSG00000030357	ENSMUST00000139448	1416363_at
ENSMUSG00000030357	ENSMUST00000032508	1416362_a_at
ENSMUSG00000030357	ENSMUST00000032508	1416363_at
ENSMUSG00000030357	ENSMUST00000150387	1416362_a_at
ENSMUSG00000030357	ENSMUST00000151796	1416362_a_at
ENSMUSG00000049123	ENSMUST00000208607	1425852_at
ENSMUSG00000049123	ENSMUST00000209126	1425852_at
ENSMUSG00000049123	ENSMUST00000207115	1425852_at
ENSMUSG00000049123	ENSMUST00000207483	1425852_at
ENSMUSG00000049123	ENSMUST00000207251	1425852_at
ENSMUSG00000049123	ENSMUST00000208345	1425852_at
ENSMUSG00000049123	ENSMUST00000061193	1425852_at
ENSMUSG00000022370	ENSMUST00000164542	1435966_x_at
ENSMUSG00000022370	ENSMUST00000164542	1424204_at
ENSMUSG00000022370	ENSMUST00000164542	1460354_a_at
ENSMUSG00000022370	ENSMUST00000172387	1435966_x_at
ENSMUSG00000022370	ENSMUST00000172387	1424204_at
ENSMUSG00000022370	ENSMUST00000172387	1460354_a_at
ENSMUSG00000022370	ENSMUST00000165356	1424204_at
ENSMUSG00000021439	ENSMUST00000021888	1422289_a_at
ENSMUSG00000021439	ENSMUST00000144401	1422289_a_at
ENSMUSG00000030291	ENSMUST00000032429	1425806_a_at
ENSMUSG00000030291	ENSMUST00000125539	1425806_a_at
ENSMUSG00000030291	ENSMUST00000134387	1425806_a_at
ENSMUSG00000030291	ENSMUST00000204040	1425806_a_at
ENSMUSG00000030291	ENSMUST00000075077	1425806_a_at
ENSMUSG00000026222	ENSMUST00000155094	1451821_a_at
ENSMUSG00000026222	ENSMUST00000145440	1451821_a_at
ENSMUSG00000026222	ENSMUST00000147552	1451821_a_at
ENSMUSG00000026222	ENSMUST00000153574	1451821_a_at
ENSMUSG00000026222	ENSMUST00000150967	1451821_a_at
ENSMUSG00000026222	ENSMUST00000066427	1451821_a_at
ENSMUSG00000055368	ENSMUST00000165470	1421641_at
ENSMUSG00000055368	ENSMUST00000072939	1421641_at
ENSMUSG00000026815	ENSMUST00000028156	1420399_at
ENSMUSG00000026815	ENSMUST00000164290	1420399_at
ENSMUSG00000029595	ENSMUST00000031591	1420348_at
ENSMUSG00000025507	ENSMUST00000190068	1421397_a_at
ENSMUSG00000025507	ENSMUST00000128703	1421397_a_at
ENSMUSG00000025507	ENSMUST00000131980	1421397_a_at
ENSMUSG00000025507	ENSMUST00000026580	1421397_a_at
ENSMUSG00000025507	ENSMUST00000147268	1421397_a_at
ENSMUSG00000025507	ENSMUST00000138065	1421397_a_at
ENSMUSG00000025507	ENSMUST00000190882	1421397_a_at
ENSMUSG00000025507	ENSMUST00000154949	1421397_a_at
ENSMUSG00000025507	ENSMUST00000131621	1421397_a_at
ENSMUSG00000025507	ENSMUST00000106005	1421397_a_at
ENSMUSG00000060724	ENSMUST00000227811	1450598_at
ENSMUSG00000060724	ENSMUST00000227811	1450603_s_at
ENSMUSG00000060724	ENSMUST00000228680	1450598_at
ENSMUSG00000060724	ENSMUST00000228680	1450603_s_at
ENSMUSG00000060724	ENSMUST00000227229	1450598_at
ENSMUSG00000060724	ENSMUST00000227229	1450603_s_at
ENSMUSG00000060724	ENSMUST00000074881	1450598_at
ENSMUSG00000060724	ENSMUST00000074881	1450603_s_at
ENSMUSG00000040234	ENSMUST00000037709	1428098_a_at
ENSMUSG00000040234	ENSMUST00000037709	1452664_a_at
ENSMUSG00000021608	ENSMUST00000022099	1424460_s_at
ENSMUSG00000021608	ENSMUST00000022099	1424459_at
ENSMUSG00000021608	ENSMUST00000022099	1451359_at
ENSMUSG00000021608	ENSMUST00000123766	1424460_s_at
ENSMUSG00000021608	ENSMUST00000123766	1424459_at
ENSMUSG00000021608	ENSMUST00000123766	1451359_at
ENSMUSG00000021608	ENSMUST00000147566	1424460_s_at
ENSMUSG00000021608	ENSMUST00000147566	1424459_at
ENSMUSG00000021608	ENSMUST00000147566	1451359_at
ENSMUSG00000021608	ENSMUST00000223060	1424460_s_at
ENSMUSG00000021608	ENSMUST00000223060	1424459_at
ENSMUSG00000021608	ENSMUST00000140431	1424460_s_at
ENSMUSG00000021608	ENSMUST00000140431	1424459_at
ENSMUSG00000021608	ENSMUST00000222881	1424460_s_at
ENSMUSG00000021608	ENSMUST00000222881	1424459_at
ENSMUSG00000021608	ENSMUST00000222881	1451359_at
ENSMUSG00000035864	ENSMUST00000105276	1431191_a_at
ENSMUSG00000035864	ENSMUST00000105276	1421990_at
ENSMUSG00000035864	ENSMUST00000064054	1431191_a_at
ENSMUSG00000035864	ENSMUST00000064054	1421990_at
ENSMUSG00000035864	ENSMUST00000147593	1431191_a_at
ENSMUSG00000035864	ENSMUST00000156979	1431191_a_at
ENSMUSG00000036285	ENSMUST00000047860	1418222_at
ENSMUSG00000023030	ENSMUST00000023774	1417584_at
ENSMUSG00000023030	ENSMUST00000023774	1452078_a_at
ENSMUSG00000023030	ENSMUST00000138843	1426441_at
ENSMUSG00000023030	ENSMUST00000138843	1452078_a_at
ENSMUSG00000023030	ENSMUST00000124324	1452078_a_at
ENSMUSG00000023030	ENSMUST00000140535	1452078_a_at
ENSMUSG00000031130	ENSMUST00000033464	1422265_at
ENSMUSG00000035283	ENSMUST00000038949	1423420_at
ENSMUSG00000042211	ENSMUST00000048688	1452255_at
ENSMUSG00000022369	ENSMUST00000022998	1448638_at
ENSMUSG00000022369	ENSMUST00000169667	1448638_at
ENSMUSG00000022369	ENSMUST00000171146	1448638_at
ENSMUSG00000057726	ENSMUST00000081927	1418422_at
ENSMUSG00000057726	ENSMUST00000081927	1418423_s_at
ENSMUSG00000057592	ENSMUST00000073415	1450603_s_at
ENSMUSG00000107896	ENSMUST00000203602	1431506_s_at
ENSMUSG00000107896	ENSMUST00000203602	1424136_a_at
ENSMUSG00000040747	ENSMUST00000038845	1448617_at
ENSMUSG00000030359	ENSMUST00000112132	1417246_at
ENSMUSG00000030359	ENSMUST00000204291	1417246_at
ENSMUSG00000092450	ENSMUST00000174112	1422377_at
ENSMUSG00000037010	ENSMUST00000039026	1451038_at
ENSMUSG00000021175	ENSMUST00000021592	1451306_at
ENSMUSG00000084291	ENSMUST00000118950	1415876_a_at
ENSMUSG00000031622	ENSMUST00000109950	1424355_a_at
ENSMUSG00000031622	ENSMUST00000109950	1434637_x_at
ENSMUSG00000031622	ENSMUST00000109950	1455039_a_at
ENSMUSG00000031622	ENSMUST00000004494	1425630_at
ENSMUSG00000031622	ENSMUST00000004494	1424355_a_at
ENSMUSG00000031622	ENSMUST00000212095	1424355_a_at
ENSMUSG00000031622	ENSMUST00000212095	1434637_x_at
ENSMUSG00000031622	ENSMUST00000212095	1455039_a_at
ENSMUSG00000031622	ENSMUST00000212096	1424355_a_at
ENSMUSG00000031622	ENSMUST00000212256	1425630_at
ENSMUSG00000076439	ENSMUST00000102665	1448768_at
ENSMUSG00000076439	ENSMUST00000167275	1448768_at
ENSMUSG00000020486	ENSMUST00000239011	1455422_x_at
ENSMUSG00000020486	ENSMUST00000239011	1448729_a_at
ENSMUSG00000020486	ENSMUST00000107962	1455422_x_at
ENSMUSG00000020486	ENSMUST00000107962	1448729_a_at
ENSMUSG00000020486	ENSMUST00000140398	1455422_x_at
ENSMUSG00000020486	ENSMUST00000140398	1448729_a_at
ENSMUSG00000020486	ENSMUST00000122067	1455422_x_at
ENSMUSG00000020486	ENSMUST00000122067	1448729_a_at
ENSMUSG00000020486	ENSMUST00000132723	1455422_x_at
ENSMUSG00000020486	ENSMUST00000132723	1448729_a_at
ENSMUSG00000020486	ENSMUST00000133638	1455422_x_at
ENSMUSG00000020486	ENSMUST00000133638	1448729_a_at
ENSMUSG00000020486	ENSMUST00000107961	1455422_x_at
ENSMUSG00000020486	ENSMUST00000107961	1448729_a_at
ENSMUSG00000020486	ENSMUST00000018544	1455422_x_at
ENSMUSG00000020486	ENSMUST00000018544	1448729_a_at
ENSMUSG00000020486	ENSMUST00000063156	1455422_x_at
ENSMUSG00000020486	ENSMUST00000063156	1448729_a_at
ENSMUSG00000020486	ENSMUST00000107960	1455422_x_at
ENSMUSG00000020486	ENSMUST00000107960	1448729_a_at
ENSMUSG00000020486	ENSMUST00000134923	1455422_x_at
ENSMUSG00000020486	ENSMUST00000134923	1448729_a_at
ENSMUSG00000020486	ENSMUST00000133202	1455422_x_at
ENSMUSG00000020486	ENSMUST00000133202	1448729_a_at
ENSMUSG00000020486	ENSMUST00000148216	1455422_x_at
ENSMUSG00000020486	ENSMUST00000148216	1448729_a_at
ENSMUSG00000020486	ENSMUST00000127414	1455422_x_at
ENSMUSG00000020486	ENSMUST00000127414	1448729_a_at
ENSMUSG00000020486	ENSMUST00000143950	1455422_x_at
ENSMUSG00000020486	ENSMUST00000143950	1448729_a_at
ENSMUSG00000007659	ENSMUST00000007803	1420888_at
ENSMUSG00000007659	ENSMUST00000007803	1426191_a_at
ENSMUSG00000007659	ENSMUST00000007803	1420887_a_at
ENSMUSG00000007659	ENSMUST00000173755	1426050_at
ENSMUSG00000007659	ENSMUST00000173755	1420888_at
ENSMUSG00000007659	ENSMUST00000173755	1420887_a_at
ENSMUSG00000007659	ENSMUST00000134902	1426050_at
ENSMUSG00000007659	ENSMUST00000134902	1426191_a_at
ENSMUSG00000007659	ENSMUST00000140436	1426050_at
ENSMUSG00000007659	ENSMUST00000140436	1426191_a_at
ENSMUSG00000007659	ENSMUST00000128172	1426050_at
ENSMUSG00000007659	ENSMUST00000128172	1426191_a_at
ENSMUSG00000007659	ENSMUST00000134357	1426050_at
ENSMUSG00000007659	ENSMUST00000134357	1426191_a_at
ENSMUSG00000007659	ENSMUST00000146380	1426050_at
ENSMUSG00000007659	ENSMUST00000146380	1426191_a_at
ENSMUSG00000007659	ENSMUST00000156688	1426050_at
ENSMUSG00000007659	ENSMUST00000156688	1426191_a_at
ENSMUSG00000007659	ENSMUST00000109820	1420888_at
ENSMUSG00000007659	ENSMUST00000109820	1426191_a_at
ENSMUSG00000007659	ENSMUST00000109820	1420887_a_at
ENSMUSG00000099041	ENSMUST00000139454	1428394_at
ENSMUSG00000063851	ENSMUST00000107455	1425124_at
ENSMUSG00000063851	ENSMUST00000107454	1425124_at
ENSMUSG00000063851	ENSMUST00000079420	1425124_at
ENSMUSG00000075419	ENSMUST00000100219	1424366_at
ENSMUSG00000024789	ENSMUST00000238009	1421065_at
ENSMUSG00000024789	ENSMUST00000025705	1421066_at
ENSMUSG00000024789	ENSMUST00000025705	1421065_at
ENSMUSG00000024789	ENSMUST00000065796	1421066_at
ENSMUSG00000024789	ENSMUST00000065796	1421065_at
ENSMUSG00000046341	ENSMUST00000120560	1448113_at
ENSMUSG00000046341	ENSMUST00000120560	1415849_s_at
ENSMUSG00000084342	ENSMUST00000120465	1456374_x_at
ENSMUSG00000018581	ENSMUST00000176756	1421544_at
ENSMUSG00000018581	ENSMUST00000084806	1421544_at
ENSMUSG00000079484	ENSMUST00000154647	1428394_at
ENSMUSG00000079484	ENSMUST00000113645	1428394_at
ENSMUSG00000079484	ENSMUST00000133877	1428394_at
ENSMUSG00000079484	ENSMUST00000139719	1428394_at
ENSMUSG00000079484	ENSMUST00000113643	1428394_at
ENSMUSG00000079484	ENSMUST00000085290	1428394_at
ENSMUSG00000079484	ENSMUST00000150695	1428394_at
ENSMUSG00000079484	ENSMUST00000127689	1428394_at
ENSMUSG00000079484	ENSMUST00000138254	1428394_at
ENSMUSG00000079484	ENSMUST00000147204	1428394_at
ENSMUSG00000079484	ENSMUST00000129512	1428394_at
ENSMUSG00000079484	ENSMUST00000154988	1428394_at
ENSMUSG00000079484	ENSMUST00000091132	1428394_at
ENSMUSG00000019893	ENSMUST00000219173	1425970_a_at
ENSMUSG00000019893	ENSMUST00000020045	1425970_a_at
ENSMUSG00000019893	ENSMUST00000218452	1425970_a_at
ENSMUSG00000019893	ENSMUST00000219692	1425970_a_at
ENSMUSG00000068823	ENSMUST00000029446	1427396_a_at
ENSMUSG00000068823	ENSMUST00000029446	1423997_at
ENSMUSG00000068823	ENSMUST00000198180	1427396_a_at
ENSMUSG00000068823	ENSMUST00000198180	1423997_at
ENSMUSG00000068823	ENSMUST00000197827	1427396_a_at
ENSMUSG00000068823	ENSMUST00000197827	1423997_at
ENSMUSG00000068823	ENSMUST00000199240	1427396_a_at
ENSMUSG00000068823	ENSMUST00000199240	1423997_at
ENSMUSG00000068823	ENSMUST00000199420	1427396_a_at
ENSMUSG00000068823	ENSMUST00000199420	1423997_at
ENSMUSG00000068823	ENSMUST00000199571	1427396_a_at
ENSMUSG00000068823	ENSMUST00000199571	1423997_at
ENSMUSG00000068823	ENSMUST00000197488	1427396_a_at
ENSMUSG00000068823	ENSMUST00000197488	1423997_at
ENSMUSG00000068823	ENSMUST00000198174	1427396_a_at
ENSMUSG00000068823	ENSMUST00000198174	1423997_at
ENSMUSG00000068823	ENSMUST00000197844	1427396_a_at
ENSMUSG00000068823	ENSMUST00000197844	1423997_at
ENSMUSG00000102193	ENSMUST00000194441	1435791_x_at
ENSMUSG00000102193	ENSMUST00000194441	1436822_x_at
ENSMUSG00000029053	ENSMUST00000103178	1418085_at
ENSMUSG00000029053	ENSMUST00000030922	1418085_at
ENSMUSG00000029053	ENSMUST00000140256	1418085_at
ENSMUSG00000027195	ENSMUST00000145967	1450010_at
ENSMUSG00000027195	ENSMUST00000145967	1450011_at
ENSMUSG00000027195	ENSMUST00000028619	1450010_at
ENSMUSG00000027195	ENSMUST00000028619	1450011_at
ENSMUSG00000027195	ENSMUST00000127084	1450010_at
ENSMUSG00000027195	ENSMUST00000127084	1450011_at
ENSMUSG00000027195	ENSMUST00000146580	1450010_at
ENSMUSG00000027195	ENSMUST00000146580	1450011_at
ENSMUSG00000054499	ENSMUST00000206750	1452070_at
ENSMUSG00000054499	ENSMUST00000205271	1452070_at
ENSMUSG00000054499	ENSMUST00000058702	1452070_at
ENSMUSG00000015882	ENSMUST00000045586	1439272_at
ENSMUSG00000015882	ENSMUST00000238522	1439272_at
ENSMUSG00000015882	ENSMUST00000190036	1439272_at
ENSMUSG00000015882	ENSMUST00000121573	1439272_at
ENSMUSG00000007570	ENSMUST00000114803	1424197_s_at
ENSMUSG00000007570	ENSMUST00000114801	1424197_s_at
ENSMUSG00000007570	ENSMUST00000124870	1424197_s_at
ENSMUSG00000007570	ENSMUST00000133527	1424197_s_at
ENSMUSG00000007570	ENSMUST00000088007	1424197_s_at
ENSMUSG00000007570	ENSMUST00000114804	1424197_s_at
ENSMUSG00000007570	ENSMUST00000233381	1424197_s_at
ENSMUSG00000007570	ENSMUST00000128079	1424197_s_at
ENSMUSG00000007570	ENSMUST00000146104	1424197_s_at
ENSMUSG00000007570	ENSMUST00000151312	1424197_s_at
ENSMUSG00000007570	ENSMUST00000140404	1424197_s_at
ENSMUSG00000007570	ENSMUST00000123248	1424197_s_at
ENSMUSG00000007570	ENSMUST00000141648	1424197_s_at
ENSMUSG00000007570	ENSMUST00000156505	1424197_s_at
ENSMUSG00000007570	ENSMUST00000156569	1424197_s_at
ENSMUSG00000027863	ENSMUST00000029456	1418770_at
ENSMUSG00000027863	ENSMUST00000156103	1418770_at
ENSMUSG00000070372	ENSMUST00000094028	1452038_at
ENSMUSG00000070372	ENSMUST00000094028	1439455_x_at
ENSMUSG00000019890	ENSMUST00000020040	1422860_at
ENSMUSG00000025089	ENSMUST00000026076	1421973_at
ENSMUSG00000025089	ENSMUST00000026076	1450440_at
ENSMUSG00000025089	ENSMUST00000129100	1421973_at
ENSMUSG00000025089	ENSMUST00000129100	1450440_at
ENSMUSG00000025089	ENSMUST00000152507	1421973_at
ENSMUSG00000025089	ENSMUST00000140141	1421973_at
ENSMUSG00000025089	ENSMUST00000169850	1421973_at
ENSMUSG00000025089	ENSMUST00000169850	1450440_at
ENSMUSG00000023094	ENSMUST00000023856	1424433_at
ENSMUSG00000023094	ENSMUST00000126894	1424433_at
ENSMUSG00000023094	ENSMUST00000153289	1424433_at
ENSMUSG00000074491	ENSMUST00000160527	1431575_at
ENSMUSG00000074491	ENSMUST00000062037	1427428_at
ENSMUSG00000074491	ENSMUST00000159612	1427428_at
ENSMUSG00000074491	ENSMUST00000058040	1431575_at
ENSMUSG00000037818	ENSMUST00000159774	1455475_at
ENSMUSG00000037818	ENSMUST00000203472	1452477_at
ENSMUSG00000037818	ENSMUST00000204496	1455475_at
ENSMUSG00000037818	ENSMUST00000203214	1452477_at
ENSMUSG00000037818	ENSMUST00000205065	1455475_at
ENSMUSG00000037818	ENSMUST00000205065	1452477_at
ENSMUSG00000037818	ENSMUST00000203892	1452477_at
ENSMUSG00000037818	ENSMUST00000204797	1452477_at
ENSMUSG00000037818	ENSMUST00000204464	1455475_at
ENSMUSG00000037818	ENSMUST00000108077	1455475_at
ENSMUSG00000060791	ENSMUST00000108292	1419194_s_at
ENSMUSG00000060791	ENSMUST00000108292	1419193_a_at
ENSMUSG00000060791	ENSMUST00000108289	1419194_s_at
ENSMUSG00000060791	ENSMUST00000078845	1419194_s_at
ENSMUSG00000060791	ENSMUST00000078845	1419193_a_at
ENSMUSG00000060791	ENSMUST00000135686	1419194_s_at
ENSMUSG00000060791	ENSMUST00000135686	1419193_a_at
ENSMUSG00000060791	ENSMUST00000138741	1419194_s_at
ENSMUSG00000041935	ENSMUST00000046633	1421543_at
ENSMUSG00000041935	ENSMUST00000046633	1426459_s_at
ENSMUSG00000020591	ENSMUST00000221596	1417151_a_at
ENSMUSG00000020591	ENSMUST00000111064	1417151_a_at
ENSMUSG00000020591	ENSMUST00000220892	1417151_a_at
ENSMUSG00000020591	ENSMUST00000222957	1417151_a_at
ENSMUSG00000020591	ENSMUST00000221049	1417151_a_at
ENSMUSG00000029624	ENSMUST00000031628	1416391_at
ENSMUSG00000029624	ENSMUST00000031628	1425096_a_at
ENSMUSG00000027456	ENSMUST00000028950	1424090_at
ENSMUSG00000034471	ENSMUST00000041684	1450691_at
ENSMUSG00000034471	ENSMUST00000125658	1450691_at
ENSMUSG00000020075	ENSMUST00000045866	1448270_at
ENSMUSG00000020075	ENSMUST00000045866	1448271_a_at
ENSMUSG00000040310	ENSMUST00000042078	1421737_at
ENSMUSG00000040310	ENSMUST00000111254	1421737_at
ENSMUSG00000041112	ENSMUST00000072519	1424523_at
ENSMUSG00000041112	ENSMUST00000072519	1450208_a_at
ENSMUSG00000096413	ENSMUST00000174430	1450331_s_at
ENSMUSG00000026735	ENSMUST00000028068	1419424_at
ENSMUSG00000027198	ENSMUST00000028623	1460170_at
ENSMUSG00000027198	ENSMUST00000139321	1460170_at
ENSMUSG00000027198	ENSMUST00000125407	1460170_at
ENSMUSG00000028848	ENSMUST00000030661	1448836_s_at
ENSMUSG00000028848	ENSMUST00000105899	1448836_s_at
ENSMUSG00000096534	ENSMUST00000179707	1425431_at
ENSMUSG00000096534	ENSMUST00000179707	1427549_s_at
ENSMUSG00000061082	ENSMUST00000074861	1417553_at
ENSMUSG00000061082	ENSMUST00000114843	1417553_at
ENSMUSG00000061082	ENSMUST00000174390	1417553_at
ENSMUSG00000026432	ENSMUST00000027690	1422204_at
ENSMUSG00000026432	ENSMUST00000190410	1422204_at
ENSMUSG00000045591	ENSMUST00000053225	1421728_at
ENSMUSG00000000606	ENSMUST00000159674	1427686_at
ENSMUSG00000000606	ENSMUST00000159674	1427681_s_at
ENSMUSG00000000606	ENSMUST00000163019	1427686_at
ENSMUSG00000000606	ENSMUST00000163019	1427681_s_at
ENSMUSG00000000606	ENSMUST00000233394	1427686_at
ENSMUSG00000000606	ENSMUST00000233394	1427681_s_at
ENSMUSG00000000606	ENSMUST00000232951	1427686_at
ENSMUSG00000000606	ENSMUST00000232951	1427681_s_at
ENSMUSG00000000606	ENSMUST00000232797	1427686_at
ENSMUSG00000000606	ENSMUST00000232797	1427681_s_at
ENSMUSG00000000606	ENSMUST00000233766	1427686_at
ENSMUSG00000000606	ENSMUST00000233766	1427681_s_at
ENSMUSG00000000606	ENSMUST00000233848	1427686_at
ENSMUSG00000000606	ENSMUST00000233848	1427681_s_at
ENSMUSG00000000606	ENSMUST00000233280	1427686_at
ENSMUSG00000000606	ENSMUST00000233280	1427681_s_at
ENSMUSG00000000606	ENSMUST00000233920	1427686_at
ENSMUSG00000000606	ENSMUST00000233920	1427681_s_at
ENSMUSG00000000606	ENSMUST00000233126	1427686_at
ENSMUSG00000000606	ENSMUST00000233126	1427681_s_at
ENSMUSG00000000606	ENSMUST00000233651	1427686_at
ENSMUSG00000000606	ENSMUST00000233651	1427681_s_at
ENSMUSG00000000606	ENSMUST00000022438	1427686_at
ENSMUSG00000000606	ENSMUST00000022438	1427681_s_at
ENSMUSG00000025389	ENSMUST00000026455	1435447_at
ENSMUSG00000025389	ENSMUST00000026455	1421039_at
ENSMUSG00000001763	ENSMUST00000046750	1425157_x_at
ENSMUSG00000001763	ENSMUST00000046750	1451608_a_at
ENSMUSG00000001763	ENSMUST00000046750	1451609_at
ENSMUSG00000001763	ENSMUST00000046750	1455618_x_at
ENSMUSG00000001763	ENSMUST00000115250	1425157_x_at
ENSMUSG00000001763	ENSMUST00000115250	1451608_a_at
ENSMUSG00000001763	ENSMUST00000115250	1451609_at
ENSMUSG00000001763	ENSMUST00000115250	1455618_x_at
ENSMUSG00000062458	ENSMUST00000071573	1416404_s_at
ENSMUSG00000029466	ENSMUST00000122010	1418458_at
ENSMUSG00000029466	ENSMUST00000119792	1418458_at
ENSMUSG00000029466	ENSMUST00000031422	1418458_at
ENSMUSG00000068075	ENSMUST00000089106	1425872_at
ENSMUSG00000020594	ENSMUST00000111123	1418017_at
ENSMUSG00000020594	ENSMUST00000111123	1418016_at
ENSMUSG00000020594	ENSMUST00000111123	1418015_at
ENSMUSG00000020594	ENSMUST00000020915	1418015_at
ENSMUSG00000020594	ENSMUST00000111122	1418017_at
ENSMUSG00000020594	ENSMUST00000111122	1418016_at
ENSMUSG00000020594	ENSMUST00000111122	1418015_at
ENSMUSG00000020594	ENSMUST00000165293	1418017_at
ENSMUSG00000020594	ENSMUST00000165293	1418016_at
ENSMUSG00000020594	ENSMUST00000165293	1418015_at
ENSMUSG00000020594	ENSMUST00000163569	1418015_at
ENSMUSG00000020594	ENSMUST00000169089	1418015_at
ENSMUSG00000020594	ENSMUST00000164818	1418015_at
ENSMUSG00000020594	ENSMUST00000178015	1418017_at
