Gene stable ID	Transcript stable ID	AFFY Zebrafish probe
ENSDARG00000070866	ENSDART00000104397	Dr.16878.2.A1_a_at
ENSDARG00000055945	ENSDART00000099208	Dr.805.1.A1_at
ENSDARG00000096792	ENSDART00000153354	Dr.19054.1.A1_at
ENSDARG00000062060	ENSDART00000151169	Dr.9381.1.A1_at
ENSDARG00000095904	ENSDART00000137029	Dr.14102.1.S1_at
ENSDARG00000095904	ENSDART00000190122	Dr.14102.1.S1_at
ENSDARG00000103409	ENSDART00000169317	Dr.18169.1.S1_at
ENSDARG00000103409	ENSDART00000169317	Dr.9809.2.S1_at
ENSDARG00000102960	ENSDART00000170001	Dr.21814.1.S1_s_at
ENSDARG00000102960	ENSDART00000170001	Dr.21814.1.S1_at
ENSDARG00000054578	ENSDART00000058955	Dr.1214.1.S1_at
ENSDARG00000054578	ENSDART00000145382	Dr.1214.1.S1_at
ENSDARG00000079994	ENSDART00000164218	Dr.9078.1.A1_at
ENSDARG00000079994	ENSDART00000156769	Dr.9078.1.A1_at
ENSDARG00000007231	ENSDART00000132097	Dr.3476.1.A1_at
ENSDARG00000007231	ENSDART00000128985	Dr.3476.1.A1_at
ENSDARG00000007231	ENSDART00000079397	Dr.3476.1.A1_at
ENSDARG00000041853	ENSDART00000061328	Dr.8743.2.S1_at
ENSDARG00000041853	ENSDART00000061328	Dr.8743.1.S1_at
ENSDARG00000041853	ENSDART00000098634	Dr.8743.2.S1_at
ENSDARG00000041853	ENSDART00000189275	Dr.8743.2.S1_at
ENSDARG00000041853	ENSDART00000189275	Dr.8743.1.S1_at
ENSDARG00000041853	ENSDART00000178556	Dr.8743.2.S1_at
ENSDARG00000041853	ENSDART00000178556	Dr.8743.1.S1_at
ENSDARG00000015006	ENSDART00000173434	Dr.25932.1.A1_at
ENSDARG00000015006	ENSDART00000173434	Dr.4370.1.A1_at
ENSDARG00000015006	ENSDART00000006840	Dr.4370.1.A1_at
ENSDARG00000031366	ENSDART00000040032	Dr.16642.1.S1_at
ENSDARG00000056167	ENSDART00000143103	Dr.11312.1.S1_at
ENSDARG00000056167	ENSDART00000144947	Dr.11312.1.S1_at
ENSDARG00000056167	ENSDART00000127916	Dr.11312.1.S1_at
ENSDARG00000056167	ENSDART00000185153	Dr.11312.1.S1_at
ENSDARG00000056167	ENSDART00000183298	Dr.11312.1.S1_at
ENSDARG00000056167	ENSDART00000078608	Dr.11312.1.S1_at
ENSDARG00000032188	ENSDART00000148138	Dr.24951.1.A1_at
ENSDARG00000059908	ENSDART00000083836	Dr.15996.1.S1_at
ENSDARG00000014222	ENSDART00000020344	Dr.10045.1.S1_at
ENSDARG00000014222	ENSDART00000193144	Dr.10045.1.S1_at
ENSDARG00000014222	ENSDART00000181288	Dr.10045.1.S1_at
ENSDARG00000061656	ENSDART00000088177	Dr.13445.1.A1_at
ENSDARG00000076634	ENSDART00000148595	Dr.12032.1.S1_at
ENSDARG00000076634	ENSDART00000109890	Dr.12032.1.S1_at
ENSDARG00000044521	ENSDART00000065373	Dr.1081.1.S1_at
ENSDARG00000044521	ENSDART00000134583	Dr.1081.1.S1_at
ENSDARG00000044521	ENSDART00000138094	Dr.1081.1.S1_at
ENSDARG00000044521	ENSDART00000147851	Dr.1081.1.S1_at
ENSDARG00000044521	ENSDART00000185321	Dr.11270.1.A1_at
ENSDARG00000069853	ENSDART00000136902	Dr.4765.1.S1_at
ENSDARG00000069853	ENSDART00000101991	Dr.4765.1.S1_at
ENSDARG00000099373	ENSDART00000168654	Dr.15594.1.A1_at
ENSDARG00000008808	ENSDART00000155154	Dr.14063.1.A1_at
ENSDARG00000008808	ENSDART00000192461	Dr.14063.1.A1_at
ENSDARG00000008808	ENSDART00000017268	Dr.14063.1.A1_at
ENSDARG00000054292	ENSDART00000131384	Dr.25606.1.A1_at
ENSDARG00000054292	ENSDART00000141614	Dr.25606.1.A1_at
ENSDARG00000054292	ENSDART00000192707	Dr.25606.1.A1_at
ENSDARG00000054292	ENSDART00000159396	Dr.25606.1.A1_at
ENSDARG00000096689	ENSDART00000153074	Dr.17886.1.S1_at
ENSDARG00000014085	ENSDART00000008986	Dr.4617.1.A1_at
ENSDARG00000011582	ENSDART00000134595	DrAffx.2.71.A1_at
ENSDARG00000011582	ENSDART00000134595	Dr.11222.1.A1_at
ENSDARG00000011582	ENSDART00000162945	DrAffx.2.71.A1_at
ENSDARG00000013741	ENSDART00000016139	Dr.1004.1.S1_at
ENSDARG00000013741	ENSDART00000132217	Dr.1004.1.S1_at
ENSDARG00000013741	ENSDART00000135112	Dr.1004.1.S1_at
ENSDARG00000038867	ENSDART00000056747	Dr.5753.1.S1_at
ENSDARG00000061335	ENSDART00000140673	Dr.4592.1.A1_at
ENSDARG00000012325	ENSDART00000100307	Dr.13872.1.A1_at
ENSDARG00000012325	ENSDART00000005381	Dr.13872.1.A1_at
ENSDARG00000076318	ENSDART00000154259	Dr.2855.1.A1_a_at
ENSDARG00000076318	ENSDART00000154259	Dr.2855.2.S1_at
ENSDARG00000039269	ENSDART00000057377	Dr.2022.1.A1_at
ENSDARG00000089930	ENSDART00000163971	Dr.4022.1.A1_at
ENSDARG00000054290	ENSDART00000142342	Dr.26527.1.S1_at
ENSDARG00000054290	ENSDART00000136082	Dr.8816.1.A1_at
ENSDARG00000054290	ENSDART00000136082	Dr.26527.1.S1_at
ENSDARG00000054290	ENSDART00000144518	Dr.8816.1.A1_at
ENSDARG00000054290	ENSDART00000144518	Dr.26527.1.S1_at
ENSDARG00000054290	ENSDART00000128043	Dr.8816.1.A1_at
ENSDARG00000054290	ENSDART00000128043	Dr.26527.1.S1_at
ENSDARG00000045155	ENSDART00000141346	Dr.17446.1.S1_at
ENSDARG00000045155	ENSDART00000066397	Dr.17446.1.S1_at
ENSDARG00000045155	ENSDART00000144771	Dr.17446.1.S1_at
ENSDARG00000104451	ENSDART00000166562	Dr.3818.1.S1_at
ENSDARG00000104451	ENSDART00000166562	Dr.3818.2.A1_at
ENSDARG00000056160	ENSDART00000078596	Dr.7108.1.S1_at
ENSDARG00000056160	ENSDART00000127938	Dr.7108.1.S1_at
ENSDARG00000069850	ENSDART00000101986	Dr.16980.1.S1_at
ENSDARG00000036658	ENSDART00000053240	Dr.3256.1.A1_s_at
ENSDARG00000036658	ENSDART00000053240	Dr.20383.1.A1_at
ENSDARG00000036658	ENSDART00000053240	Dr.20567.1.S1_at
ENSDARG00000045768	ENSDART00000067281	Dr.10329.1.S1_at
ENSDARG00000045768	ENSDART00000130692	Dr.10329.1.S1_at
ENSDARG00000087417	ENSDART00000128508	Dr.23989.1.A1_at
ENSDARG00000027419	ENSDART00000122348	Dr.9917.1.S1_at
ENSDARG00000027419	ENSDART00000185273	Dr.9917.1.S1_at
ENSDARG00000027419	ENSDART00000179091	Dr.9917.1.S1_at
ENSDARG00000027419	ENSDART00000003008	Dr.9917.1.S1_at
ENSDARG00000068177	ENSDART00000169547	Dr.17502.1.A1_at
ENSDARG00000068177	ENSDART00000098417	Dr.17502.1.A1_at
ENSDARG00000068177	ENSDART00000159541	Dr.8824.1.S1_at
ENSDARG00000068177	ENSDART00000159541	Dr.17502.1.A1_at
ENSDARG00000101419	ENSDART00000184548	Dr.26258.1.A1_at
ENSDARG00000039117	ENSDART00000057125	Dr.578.2.S1_a_at
ENSDARG00000039117	ENSDART00000057124	Dr.578.2.S1_a_at
ENSDARG00000039117	ENSDART00000057124	Dr.578.1.A1_at
ENSDARG00000068886	ENSDART00000099782	Dr.18377.1.S1_at
ENSDARG00000034270	ENSDART00000148206	Dr.15381.1.S1_at
ENSDARG00000034270	ENSDART00000148206	Dr.901.1.A1_at
ENSDARG00000034270	ENSDART00000132965	Dr.15381.1.S1_at
ENSDARG00000034270	ENSDART00000046064	Dr.15381.1.S1_at
ENSDARG00000034270	ENSDART00000022242	Dr.15381.1.S1_at
ENSDARG00000034270	ENSDART00000170485	Dr.15381.1.S1_at
ENSDARG00000034270	ENSDART00000170485	Dr.901.1.A1_at
ENSDARG00000000551	ENSDART00000057584	Dr.25217.1.S1_at
ENSDARG00000002192	ENSDART00000143164	Dr.9642.1.A1_at
ENSDARG00000002192	ENSDART00000064798	Dr.9642.1.A1_at
ENSDARG00000002192	ENSDART00000064798	Dr.21007.1.S1_at
ENSDARG00000002192	ENSDART00000184366	Dr.9642.1.A1_at
ENSDARG00000002192	ENSDART00000184366	Dr.21007.1.S1_at
ENSDARG00000068461	ENSDART00000143809	Dr.23503.1.A1_at
ENSDARG00000068461	ENSDART00000111358	Dr.23503.1.A1_at
ENSDARG00000025391	ENSDART00000036703	Dr.4286.1.A1_at
ENSDARG00000042992	ENSDART00000063127	Dr.15246.1.S1_at
ENSDARG00000042992	ENSDART00000145265	Dr.15246.1.S1_at
ENSDARG00000042992	ENSDART00000183743	Dr.15246.1.S1_at
ENSDARG00000043566	ENSDART00000135221	Dr.502.1.S1_at
ENSDARG00000043566	ENSDART00000135221	Dr.502.2.S1_a_at
ENSDARG00000043566	ENSDART00000134454	Dr.502.2.S1_a_at
ENSDARG00000102070	ENSDART00000157698	Dr.16833.1.A1_at
ENSDARG00000102070	ENSDART00000157698	Dr.10071.1.A1_at
ENSDARG00000055655	ENSDART00000134710	Dr.953.1.S1_at
ENSDARG00000055655	ENSDART00000139111	Dr.953.1.S1_at
ENSDARG00000055655	ENSDART00000142179	Dr.953.1.S1_at
ENSDARG00000043820	ENSDART00000152835	Dr.9836.1.S1_at
ENSDARG00000043820	ENSDART00000153424	Dr.9836.1.S1_at
ENSDARG00000043820	ENSDART00000064339	Dr.9836.1.S1_at
ENSDARG00000043820	ENSDART00000181253	Dr.9836.1.S1_at
ENSDARG00000101076	ENSDART00000162850	Dr.8282.2.S1_a_at
ENSDARG00000101076	ENSDART00000168658	Dr.8282.2.S1_a_at
ENSDARG00000101076	ENSDART00000179004	Dr.8282.2.S1_a_at
ENSDARG00000077583	ENSDART00000111708	Dr.22881.1.A1_at
ENSDARG00000009212	ENSDART00000137036	Dr.9654.1.A1_at
ENSDARG00000009212	ENSDART00000137036	Dr.12423.1.S1_at
ENSDARG00000009212	ENSDART00000025620	Dr.9654.1.A1_at
ENSDARG00000009212	ENSDART00000025620	Dr.12423.1.S1_at
ENSDARG00000009212	ENSDART00000139986	Dr.9654.1.A1_at
ENSDARG00000009212	ENSDART00000139986	Dr.12423.1.S1_at
ENSDARG00000009212	ENSDART00000123878	Dr.12423.1.S1_at
ENSDARG00000009212	ENSDART00000179658	Dr.12423.1.S1_at
ENSDARG00000041032	ENSDART00000146695	Dr.15702.1.S1_at
ENSDARG00000041032	ENSDART00000060125	Dr.15702.1.S1_at
ENSDARG00000041032	ENSDART00000159182	Dr.15702.1.S1_at
ENSDARG00000037713	ENSDART00000054925	Dr.15829.1.S1_at
ENSDARG00000037713	ENSDART00000101586	Dr.15829.1.S1_at
ENSDARG00000037713	ENSDART00000146682	Dr.15829.1.S1_at
ENSDARG00000037713	ENSDART00000140189	Dr.15829.1.S1_at
ENSDARG00000037713	ENSDART00000146238	Dr.15829.1.S1_at
ENSDARG00000037713	ENSDART00000134213	Dr.15829.1.S1_at
ENSDARG00000037713	ENSDART00000184465	Dr.15829.1.S1_at
ENSDARG00000018989	ENSDART00000002469	Dr.11431.1.S1_at
ENSDARG00000070116	ENSDART00000102629	Dr.16022.1.A1_at
ENSDARG00000070116	ENSDART00000180475	Dr.16022.1.A1_at
ENSDARG00000058656	ENSDART00000081550	Dr.34.1.S1_at
ENSDARG00000058656	ENSDART00000081553	Dr.34.1.S1_at
ENSDARG00000041030	ENSDART00000060124	Dr.5783.1.S1_at
ENSDARG00000086633	ENSDART00000125585	Dr.551.1.S1_at
ENSDARG00000079564	ENSDART00000099532	Dr.10607.1.A1_at
ENSDARG00000079564	ENSDART00000192445	Dr.10607.1.A1_at
ENSDARG00000088846	ENSDART00000127447	Dr.5784.1.S1_at
ENSDARG00000043797	ENSDART00000064313	Dr.10661.1.S1_at
ENSDARG00000039578	ENSDART00000057823	Dr.26322.1.A1_at
ENSDARG00000039578	ENSDART00000057823	Dr.4846.1.S1_at
ENSDARG00000091791	ENSDART00000100068	Dr.550.1.S1_at
ENSDARG00000011072	ENSDART00000009217	Dr.245.1.A1_at
ENSDARG00000011072	ENSDART00000192886	Dr.245.1.A1_at
ENSDARG00000068175	ENSDART00000098415	Dr.8824.1.S1_at
ENSDARG00000041033	ENSDART00000134933	Dr.15707.1.S1_at
ENSDARG00000041033	ENSDART00000173915	Dr.15707.1.S1_at
ENSDARG00000032575	ENSDART00000041960	Dr.14079.1.S1_at
ENSDARG00000038414	ENSDART00000160777	Dr.16812.1.A1_at
ENSDARG00000025658	ENSDART00000127485	Dr.552.1.S1_at
ENSDARG00000068103	ENSDART00000124798	Dr.13882.1.S1_at
ENSDARG00000068103	ENSDART00000127379	Dr.13882.1.S1_at
ENSDARG00000068103	ENSDART00000192545	Dr.13882.1.S1_at
ENSDARG00000068103	ENSDART00000192545	Dr.3917.1.A1_at
ENSDARG00000068103	ENSDART00000098292	Dr.13882.1.S1_at
ENSDARG00000074597	ENSDART00000146795	Dr.18084.1.A1_at
ENSDARG00000074597	ENSDART00000109277	Dr.18084.1.A1_at
ENSDARG00000104279	ENSDART00000172116	Dr.1442.2.S2_a_at
ENSDARG00000104279	ENSDART00000172116	Dr.1442.2.S1_a_at
ENSDARG00000104279	ENSDART00000167331	Dr.1442.2.S2_a_at
ENSDARG00000104279	ENSDART00000167331	Dr.22516.1.S1_at
ENSDARG00000104279	ENSDART00000167331	Dr.1442.2.S1_a_at
ENSDARG00000104279	ENSDART00000161223	Dr.1442.2.S2_a_at
ENSDARG00000104279	ENSDART00000161223	Dr.1442.2.S1_a_at
ENSDARG00000104279	ENSDART00000170483	Dr.1442.2.S1_a_at
ENSDARG00000104279	ENSDART00000166786	Dr.1442.2.S1_a_at
ENSDARG00000024306	ENSDART00000131240	Dr.17906.2.S1_at
ENSDARG00000024306	ENSDART00000034534	Dr.17906.2.S1_at
ENSDARG00000055250	ENSDART00000077577	Dr.25133.6.S1_at
ENSDARG00000031971	ENSDART00000042297	Dr.20639.1.S1_at
ENSDARG00000104359	ENSDART00000166183	Dr.4833.1.S1_at
ENSDARG00000104359	ENSDART00000162368	Dr.4833.1.S1_at
ENSDARG00000104359	ENSDART00000161876	Dr.4833.1.S1_at
ENSDARG00000006225	ENSDART00000014727	Dr.1111.1.S1_at
ENSDARG00000074367	ENSDART00000114429	Dr.13630.1.A1_at
ENSDARG00000014233	ENSDART00000021260	Dr.23228.1.A1_at
ENSDARG00000014233	ENSDART00000144441	Dr.23228.1.A1_at
ENSDARG00000008384	ENSDART00000148993	Dr.4465.1.A1_at
ENSDARG00000008384	ENSDART00000180659	Dr.4465.1.A1_at
ENSDARG00000041397	ENSDART00000060689	Dr.4626.1.S1_at
ENSDARG00000058693	ENSDART00000133171	Dr.2945.3.S1_at
ENSDARG00000058693	ENSDART00000132699	Dr.2945.3.S1_at
ENSDARG00000058693	ENSDART00000132699	Dr.2945.1.A1_x_at
ENSDARG00000058693	ENSDART00000132699	Dr.2945.2.A1_at
ENSDARG00000058693	ENSDART00000132699	Dr.2945.1.A1_a_at
ENSDARG00000008796	ENSDART00000145336	Dr.463.1.S1_at
ENSDARG00000103432	ENSDART00000163310	Dr.9715.3.S1_a_at
ENSDARG00000103432	ENSDART00000163310	Dr.9715.2.S1_x_at
ENSDARG00000103432	ENSDART00000163310	Dr.9715.3.S1_x_at
ENSDARG00000103432	ENSDART00000163310	Dr.9715.1.S1_a_at
ENSDARG00000103432	ENSDART00000163310	Dr.9715.1.S1_at
ENSDARG00000032746	ENSDART00000128011	DrAffx.2.88.S1_at
ENSDARG00000004680	ENSDART00000019417	Dr.22717.1.A1_at
ENSDARG00000004680	ENSDART00000185119	Dr.22717.1.A1_at
ENSDARG00000097693	ENSDART00000155379	Dr.16415.1.A1_at
ENSDARG00000097693	ENSDART00000155379	Dr.16415.2.S1_at
ENSDARG00000097693	ENSDART00000155379	Dr.16415.3.S1_at
ENSDARG00000097693	ENSDART00000156028	Dr.16415.2.S1_at
ENSDARG00000097693	ENSDART00000186628	Dr.16415.2.S1_at
ENSDARG00000097693	ENSDART00000186628	Dr.16415.3.S1_at
ENSDARG00000097620	ENSDART00000181518	Dr.17717.1.A1_at
ENSDARG00000037108	ENSDART00000053936	Dr.16568.1.S1_at
ENSDARG00000030636	ENSDART00000101401	Dr.19692.1.A1_at
ENSDARG00000030636	ENSDART00000136412	Dr.19692.1.A1_at
ENSDARG00000030636	ENSDART00000186499	Dr.19692.1.A1_at
ENSDARG00000019797	ENSDART00000040171	Dr.6000.1.A1_at
ENSDARG00000019797	ENSDART00000155776	Dr.6000.1.A1_at
ENSDARG00000019797	ENSDART00000187376	Dr.6000.1.A1_at
ENSDARG00000019797	ENSDART00000181953	Dr.6000.1.A1_at
ENSDARG00000005004	ENSDART00000156782	Dr.26480.1.S1_at
ENSDARG00000005004	ENSDART00000009271	Dr.26480.1.S1_at
ENSDARG00000006292	ENSDART00000143101	Dr.18532.1.A1_at
ENSDARG00000006292	ENSDART00000081859	Dr.18532.1.A1_at
ENSDARG00000006292	ENSDART00000188567	Dr.18532.1.A1_at
ENSDARG00000097008	ENSDART00000002046	Dr.8102.1.S1_at
ENSDARG00000044143	ENSDART00000111962	Dr.14881.1.A1_at
ENSDARG00000015208	ENSDART00000081335	Dr.1119.1.S1_at
ENSDARG00000015208	ENSDART00000142481	Dr.1119.1.S1_at
ENSDARG00000015208	ENSDART00000131059	Dr.1119.1.S1_at
ENSDARG00000038870	ENSDART00000145241	Dr.3350.1.A1_at
ENSDARG00000038870	ENSDART00000145241	Dr.3350.2.A1_at
ENSDARG00000038870	ENSDART00000141545	Dr.3350.1.A1_at
ENSDARG00000038870	ENSDART00000141545	Dr.3350.2.A1_at
ENSDARG00000042724	ENSDART00000062676	Dr.20907.1.S1_at
ENSDARG00000042724	ENSDART00000166846	Dr.20907.1.S1_at
ENSDARG00000059400	ENSDART00000082512	Dr.6946.2.S1_at
ENSDARG00000059400	ENSDART00000082512	Dr.6946.1.A1_at
ENSDARG00000024325	ENSDART00000149787	Dr.16824.1.A1_at
ENSDARG00000024325	ENSDART00000190837	Dr.16824.1.A1_at
ENSDARG00000024325	ENSDART00000190312	Dr.16824.1.A1_at
ENSDARG00000035136	ENSDART00000145833	Dr.10201.1.S1_at
ENSDARG00000035136	ENSDART00000137110	Dr.10201.1.S1_at
ENSDARG00000022944	ENSDART00000133650	Dr.11504.1.A1_at
ENSDARG00000092721	ENSDART00000135612	Dr.13246.1.A1_at
ENSDARG00000035325	ENSDART00000152044	Dr.701.1.S1_at
ENSDARG00000035325	ENSDART00000142388	Dr.701.1.S1_at
ENSDARG00000035325	ENSDART00000134493	Dr.701.1.S1_at
ENSDARG00000035325	ENSDART00000151984	Dr.701.1.S1_at
ENSDARG00000035325	ENSDART00000135776	Dr.701.1.S1_at
ENSDARG00000035325	ENSDART00000147561	Dr.701.1.S1_at
ENSDARG00000035325	ENSDART00000051185	Dr.701.1.S1_at
ENSDARG00000035325	ENSDART00000141984	Dr.701.1.S1_at
ENSDARG00000062518	ENSDART00000142243	Dr.14953.1.A1_at
ENSDARG00000062518	ENSDART00000090534	Dr.14953.1.A1_at
ENSDARG00000013087	ENSDART00000016181	Dr.20517.1.S1_at
ENSDARG00000013087	ENSDART00000132879	Dr.20517.1.S1_at
ENSDARG00000013087	ENSDART00000183700	Dr.20517.1.S1_at
ENSDARG00000013087	ENSDART00000128705	Dr.20517.1.S1_at
ENSDARG00000013087	ENSDART00000190058	Dr.20517.1.S1_at
ENSDARG00000020008	ENSDART00000147012	Dr.25189.1.S1_at
ENSDARG00000020008	ENSDART00000136601	Dr.25189.1.S1_at
ENSDARG00000020008	ENSDART00000023779	Dr.25189.1.S1_at
ENSDARG00000020008	ENSDART00000143654	Dr.25189.1.S1_at
ENSDARG00000041391	ENSDART00000060685	Dr.26356.1.S1_at
ENSDARG00000041391	ENSDART00000181720	Dr.26356.1.S1_at
ENSDARG00000040635	ENSDART00000098691	Dr.22417.1.A1_at
ENSDARG00000074809	ENSDART00000114358	Dr.5801.1.A1_at
ENSDARG00000057296	ENSDART00000145342	Dr.22832.1.A1_at
ENSDARG00000020387	ENSDART00000125058	Dr.17452.1.S1_at
ENSDARG00000044488	ENSDART00000065338	Dr.5701.1.S1_at
ENSDARG00000056483	ENSDART00000133982	Dr.10638.1.A1_at
ENSDARG00000056483	ENSDART00000064902	Dr.10638.1.A1_at
ENSDARG00000055305	ENSDART00000077627	Dr.17711.1.S1_at
ENSDARG00000055305	ENSDART00000077627	Dr.23453.1.S1_s_at
ENSDARG00000055305	ENSDART00000139237	Dr.17711.1.S1_at
ENSDARG00000055305	ENSDART00000139237	Dr.23453.1.S1_s_at
ENSDARG00000003257	ENSDART00000006256	Dr.11130.1.A1_at
ENSDARG00000053518	ENSDART00000075551	Dr.16867.1.A1_at
ENSDARG00000040485	ENSDART00000059252	Dr.21797.1.S1_at
ENSDARG00000040485	ENSDART00000182869	Dr.21797.1.S1_at
ENSDARG00000071494	ENSDART00000105751	Dr.24986.1.S1_at
ENSDARG00000094602	ENSDART00000135392	Dr.17318.1.A1_at
ENSDARG00000094602	ENSDART00000135392	Dr.25501.1.A1_at
ENSDARG00000095236	ENSDART00000144857	Dr.5635.3.S1_at
ENSDARG00000095236	ENSDART00000144857	Dr.5635.3.S1_a_at
ENSDARG00000095236	ENSDART00000143328	Dr.5635.3.S1_at
ENSDARG00000095236	ENSDART00000143328	Dr.5635.3.S1_a_at
ENSDARG00000095236	ENSDART00000138683	Dr.5635.3.S1_at
ENSDARG00000095236	ENSDART00000138683	Dr.5635.3.S1_a_at
ENSDARG00000095236	ENSDART00000137618	Dr.5635.3.S1_at
ENSDARG00000095236	ENSDART00000137618	Dr.5635.3.S1_a_at
ENSDARG00000059046	ENSDART00000146061	Dr.15234.1.A1_at
ENSDARG00000056773	ENSDART00000079323	Dr.6224.1.A1_at
ENSDARG00000012674	ENSDART00000020283	Dr.22105.1.A1_at
ENSDARG00000012674	ENSDART00000188329	Dr.22105.1.A1_at
ENSDARG00000012674	ENSDART00000179986	Dr.22105.1.A1_at
ENSDARG00000055548	ENSDART00000123143	Dr.12034.2.A1_x_at
ENSDARG00000055548	ENSDART00000123143	Dr.12034.1.A1_a_at
ENSDARG00000055548	ENSDART00000123143	Dr.12034.1.A1_x_at
ENSDARG00000055548	ENSDART00000123143	Dr.12034.1.A1_at
ENSDARG00000003469	ENSDART00000145072	Dr.10718.1.S1_at
ENSDARG00000091211	ENSDART00000008498	Dr.20966.1.S1_at
ENSDARG00000088975	ENSDART00000146642	Dr.19496.1.A1_at
ENSDARG00000088975	ENSDART00000163624	Dr.19496.1.A1_at
ENSDARG00000070743	ENSDART00000104157	Dr.4293.1.S1_at
ENSDARG00000037099	ENSDART00000053924	Dr.17415.1.S1_at
ENSDARG00000037099	ENSDART00000053924	Dr.20545.1.S1_at
ENSDARG00000002967	ENSDART00000018626	Dr.1791.1.S1_at
ENSDARG00000102417	ENSDART00000159408	Dr.13173.1.S1_at
ENSDARG00000102417	ENSDART00000183915	Dr.13173.1.S1_at
ENSDARG00000004851	ENSDART00000124487	Dr.2053.1.A1_at
ENSDARG00000004851	ENSDART00000051414	Dr.2053.1.A1_at
ENSDARG00000004851	ENSDART00000188375	Dr.2053.1.A1_at
ENSDARG00000078310	ENSDART00000110426	Dr.13669.1.A1_at
ENSDARG00000052030	ENSDART00000145019	Dr.13132.2.S1_at
ENSDARG00000052030	ENSDART00000145019	Dr.13132.1.A1_at
ENSDARG00000052030	ENSDART00000137268	Dr.13132.2.S1_at
ENSDARG00000052030	ENSDART00000141822	Dr.13132.2.S1_at
ENSDARG00000052030	ENSDART00000132762	Dr.13132.2.S1_at
ENSDARG00000052030	ENSDART00000148142	Dr.13132.2.S1_at
ENSDARG00000052030	ENSDART00000142213	Dr.13132.2.S1_at
ENSDARG00000052030	ENSDART00000147494	Dr.13132.1.A1_at
ENSDARG00000013730	ENSDART00000124336	Dr.13902.1.S1_at
ENSDARG00000013730	ENSDART00000183714	Dr.13902.1.S1_at
ENSDARG00000013730	ENSDART00000041503	Dr.13902.1.S1_at
ENSDARG00000014196	ENSDART00000014207	Dr.1448.1.S1_at
ENSDARG00000098999	ENSDART00000158474	Dr.11698.3.S1_at
ENSDARG00000098999	ENSDART00000168943	Dr.11698.3.S1_at
ENSDARG00000098999	ENSDART00000168943	Dr.25332.1.A1_at
ENSDARG00000098999	ENSDART00000169944	Dr.11698.3.S1_at
ENSDARG00000098999	ENSDART00000169944	Dr.25332.1.A1_at
ENSDARG00000032221	ENSDART00000044235	Dr.11332.1.A1_at
ENSDARG00000035810	ENSDART00000138953	Dr.1289.1.S1_at
ENSDARG00000015537	ENSDART00000021609	DrAffx.2.18.S1_at
ENSDARG00000015537	ENSDART00000021609	Dr.7883.1.A1_at
ENSDARG00000116005	ENSDART00000115331	Dr.4412.8.S1_a_at
ENSDARG00000116005	ENSDART00000115331	Dr.4412.8.S1_at
ENSDARG00000116005	ENSDART00000115331	Dr.4412.8.S1_x_at
ENSDARG00000116005	ENSDART00000113517	Dr.4412.8.S1_a_at
ENSDARG00000116005	ENSDART00000113517	Dr.4412.8.S1_at
ENSDARG00000116005	ENSDART00000113517	Dr.4412.8.S1_x_at
ENSDARG00000116005	ENSDART00000179861	Dr.4412.8.S1_a_at
ENSDARG00000116005	ENSDART00000179861	Dr.4412.8.S1_at
ENSDARG00000116005	ENSDART00000179861	Dr.4412.8.S1_x_at
ENSDARG00000017441	ENSDART00000145445	Dr.24260.1.S1_at
ENSDARG00000017441	ENSDART00000015732	Dr.24260.1.S1_at
ENSDARG00000028816	ENSDART00000046689	Dr.4767.2.A1_x_at
ENSDARG00000028816	ENSDART00000046689	Dr.4767.2.A1_at
ENSDARG00000028816	ENSDART00000046689	Dr.4767.1.A1_a_at
ENSDARG00000101774	ENSDART00000166266	Dr.14949.1.A1_at
ENSDARG00000101774	ENSDART00000165580	Dr.14949.1.A1_at
ENSDARG00000017762	ENSDART00000018895	Dr.4841.1.S1_at
ENSDARG00000069846	ENSDART00000101985	Dr.13632.1.S1_at
ENSDARG00000069846	ENSDART00000144447	Dr.13632.1.S1_at
ENSDARG00000102986	ENSDART00000163585	Dr.10333.1.S1_at
ENSDARG00000102986	ENSDART00000183810	Dr.10333.1.S1_at
ENSDARG00000102986	ENSDART00000184370	Dr.10333.1.S1_at
ENSDARG00000103266	ENSDART00000158188	Dr.19590.2.A1_a_at
ENSDARG00000008032	ENSDART00000008402	Dr.21754.1.A1_at
ENSDARG00000041533	ENSDART00000060888	Dr.18993.1.S1_at
ENSDARG00000041533	ENSDART00000060888	Dr.12018.1.A1_at
ENSDARG00000041533	ENSDART00000142821	Dr.18993.1.S1_at
ENSDARG00000041533	ENSDART00000169397	Dr.18993.1.S1_at
ENSDARG00000041533	ENSDART00000169397	Dr.12018.1.A1_at
ENSDARG00000104773	ENSDART00000170917	Dr.737.1.A1_at
ENSDARG00000054363	ENSDART00000076554	Dr.12710.1.A1_at
ENSDARG00000054363	ENSDART00000174038	Dr.12710.1.A1_at
ENSDARG00000054363	ENSDART00000174248	Dr.12710.1.A1_at
ENSDARG00000030108	ENSDART00000043499	Dr.8759.1.S1_at
ENSDARG00000030108	ENSDART00000153323	Dr.8759.1.S1_at
ENSDARG00000051888	ENSDART00000137729	Dr.1122.1.S1_at
ENSDARG00000051888	ENSDART00000135259	Dr.1122.1.S1_at
ENSDARG00000051888	ENSDART00000073596	Dr.1122.1.S1_at
ENSDARG00000040503	ENSDART00000098419	Dr.13772.1.A1_at
ENSDARG00000009930	ENSDART00000056369	Dr.13791.1.A1_at
