Gene stable ID	Transcript stable ID	AFFY HuGeneFL probe
ENSG00000169203	ENST00000458643	D86974_at
ENSG00000169203	ENST00000458643	AC002045_xpt2_s_at
ENSG00000169203	ENST00000550665	D86974_at
ENSG00000169203	ENST00000550665	AC002045_xpt2_s_at
ENSG00000169203	ENST00000549733	AC002045_xpt2_s_at
ENSG00000169203	ENST00000551448	AC002045_xpt2_s_at
ENSG00000169203	ENST00000552123	AC002045_xpt2_s_at
ENSG00000134086	ENST00000256474	L15409_at
ENSG00000134086	ENST00000345392	L15409_at
ENSG00000134086	ENST00000477538	L15409_at
ENSG00000197471	ENST00000395389	M61827_rna1_s_at
ENSG00000197471	ENST00000436527	M61827_rna1_s_at
ENSG00000197471	ENST00000360121	X52075_rna1_at
ENSG00000197471	ENST00000360121	M61827_rna1_s_at
ENSG00000197471	ENST00000652691	X52075_rna1_at
ENSG00000197471	ENST00000652691	M61827_rna1_s_at
ENSG00000157014	ENST00000287652	D86972_at
ENSG00000157014	ENST00000448281	D86972_at
ENSG00000157014	ENST00000496355	D86972_at
ENSG00000181649	ENST00000314222	AF001294_at
ENSG00000112578	ENST00000230340	L36720_at
ENSG00000112578	ENST00000489290	L36720_at
ENSG00000112578	ENST00000372996	L36720_at
ENSG00000155966	ENST00000370460	U48436_s_at
ENSG00000155966	ENST00000370460	X95463_s_at
ENSG00000155966	ENST00000370460	L76569_at
ENSG00000155966	ENST00000342251	U48436_s_at
ENSG00000155966	ENST00000342251	X95463_s_at
ENSG00000155966	ENST00000342251	L76569_at
ENSG00000155966	ENST00000370458	X95463_s_at
ENSG00000155966	ENST00000370457	X95463_s_at
ENSG00000155966	ENST00000286437	U48436_s_at
ENSG00000155966	ENST00000286437	L76569_at
ENSG00000169836	ENST00000304883	M89473_at
ENSG00000079616	ENST00000561482	D38751_at
ENSG00000079616	ENST00000160827	D38751_at
ENSG00000079616	ENST00000400751	D38751_at
ENSG00000079616	ENST00000569382	D38751_at
ENSG00000079616	ENST00000565736	D38751_at
ENSG00000079616	ENST00000568312	D38751_at
ENSG00000112576	ENST00000372991	M92287_at
ENSG00000112576	ENST00000511642	M92287_at
ENSG00000112576	ENST00000372987	M92287_at
ENSG00000112576	ENST00000415497	M92287_at
ENSG00000112576	ENST00000372988	M92287_at
ENSG00000112576	ENST00000414200	M92287_at
ENSG00000112576	ENST00000510503	M92287_at
ENSG00000112576	ENST00000511686	M92287_at
ENSG00000112576	ENST00000616010	M92287_at
ENSG00000205531	ENST00000620138	U77456_at
ENSG00000205531	ENST00000380542	U77456_at
ENSG00000205531	ENST00000469805	U77456_at
ENSG00000205531	ENST00000469089	U77456_at
ENSG00000205531	ENST00000526115	U77456_at
ENSG00000205531	ENST00000492594	U77456_at
ENSG00000205531	ENST00000526023	U77456_at
ENSG00000251259	ENST00000504082	X04347_s_at
ENSG00000010404	ENST00000340855	L13329_at
ENSG00000010404	ENST00000466323	L40586_at
ENSG00000010404	ENST00000370441	L40586_at
ENSG00000010404	ENST00000490775	L40586_at
ENSG00000010404	ENST00000464251	L40586_at
ENSG00000113296	ENST00000350881	Z19585_at
ENSG00000113296	ENST00000511733	Z19585_at
ENSG00000113296	ENST00000504720	Z19585_at
ENSG00000113296	ENST00000511888	Z19585_at
ENSG00000171848	ENST00000641198	X59618_at
ENSG00000171848	ENST00000360566	X59618_at
ENSG00000171848	ENST00000652660	X59618_at
ENSG00000171848	ENST00000304567	X59618_at
ENSG00000171848	ENST00000615152	X59618_at
ENSG00000171848	ENST00000485717	X59618_at
ENSG00000241489	ENST00000651111	L13329_at
ENSG00000241489	ENST00000651111	U66052_at
ENSG00000241489	ENST00000422081	L13329_at
ENSG00000241489	ENST00000422081	U66052_at
ENSG00000241489	ENST00000441880	L13329_at
ENSG00000103495	ENST00000545521	D85131_s_at
ENSG00000103495	ENST00000545521	M94046_at
ENSG00000103495	ENST00000322945	D85131_s_at
ENSG00000103495	ENST00000322945	M94046_at
ENSG00000103495	ENST00000562337	D85131_s_at
ENSG00000103495	ENST00000562337	M94046_at
ENSG00000103495	ENST00000566906	M94046_at
ENSG00000103495	ENST00000563402	M94046_at
ENSG00000103495	ENST00000219782	D85131_s_at
ENSG00000103495	ENST00000219782	M94046_at
ENSG00000103495	ENST00000561855	D85131_s_at
ENSG00000103495	ENST00000567444	D85131_s_at
ENSG00000103495	ENST00000568411	D85131_s_at
ENSG00000103495	ENST00000563012	D85131_s_at
ENSG00000103495	ENST00000562557	D85131_s_at
ENSG00000103495	ENST00000568544	D85131_s_at
ENSG00000103495	ENST00000568544	M94046_at
ENSG00000103495	ENST00000569978	D85131_s_at
ENSG00000103495	ENST00000568282	D85131_s_at
ENSG00000103495	ENST00000568282	M94046_at
ENSG00000103495	ENST00000565777	D85131_s_at
ENSG00000103495	ENST00000565777	M94046_at
ENSG00000103495	ENST00000616501	D85131_s_at
ENSG00000241769	ENST00000618757	U66052_at
ENSG00000241769	ENST00000430173	U66052_at
ENSG00000241769	ENST00000451969	U66052_at
ENSG00000241769	ENST00000447209	U66052_at
ENSG00000241769	ENST00000609161	U66052_at
ENSG00000241769	ENST00000608616	U66052_at
ENSG00000241769	ENST00000431214	U66052_at
ENSG00000241769	ENST00000608342	U66052_at
ENSG00000241769	ENST00000618820	U66052_at
ENSG00000104549	ENST00000523430	D78129_at
ENSG00000104549	ENST00000265896	D78129_at
ENSG00000104549	ENST00000518931	D78129_at
ENSG00000104549	ENST00000520493	D78129_at
ENSG00000197620	ENST00000431132	L43579_s_at
ENSG00000197620	ENST00000450602	L43579_s_at
ENSG00000197620	ENST00000450602	L43576_at
ENSG00000197620	ENST00000450602	L43575_s_at
ENSG00000197620	ENST00000441248	L43579_s_at
ENSG00000197620	ENST00000441248	L43576_at
ENSG00000197620	ENST00000441248	L43575_s_at
ENSG00000197620	ENST00000393985	L43579_s_at
ENSG00000197620	ENST00000393985	L43576_at
ENSG00000197620	ENST00000393985	L43575_s_at
ENSG00000197620	ENST00000423421	L43579_s_at
ENSG00000197620	ENST00000423421	L43576_at
ENSG00000197620	ENST00000423421	L43575_s_at
ENSG00000197620	ENST00000423540	L43579_s_at
ENSG00000197620	ENST00000423540	L43575_s_at
ENSG00000197620	ENST00000434353	L43579_s_at
ENSG00000197620	ENST00000514208	L43579_s_at
ENSG00000197620	ENST00000428236	L43579_s_at
ENSG00000197620	ENST00000428236	L43576_at
ENSG00000197620	ENST00000428236	L43575_s_at
ENSG00000197620	ENST00000422892	L43579_s_at
ENSG00000197620	ENST00000359293	L43579_s_at
ENSG00000197620	ENST00000359293	L43576_at
ENSG00000197620	ENST00000359293	L43575_s_at
ENSG00000157020	ENST00000397109	L09260_at
ENSG00000157020	ENST00000337354	L09260_at
ENSG00000157020	ENST00000350697	L09260_at
ENSG00000157020	ENST00000479868	L09260_at
ENSG00000157020	ENST00000397117	L09260_at
ENSG00000157020	ENST00000383801	L09260_at
ENSG00000220157	ENST00000515379	X04347_s_at
ENSG00000220157	ENST00000515379	X12671_rna1_at
ENSG00000164961	ENST00000519042	D83780_at
ENSG00000164961	ENST00000318410	D83780_at
ENSG00000164961	ENST00000517845	D83780_at
ENSG00000100600	ENST00000555699	D55696_at
ENSG00000100600	ENST00000334869	D55696_at
ENSG00000100600	ENST00000555169	D55696_at
ENSG00000100600	ENST00000557434	D55696_at
ENSG00000100600	ENST00000393218	D55696_at
ENSG00000100600	ENST00000557609	D55696_at
ENSG00000100600	ENST00000556790	D55696_at
ENSG00000233381	ENST00000418260	X60673_rna1_at
ENSG00000280607	ENST00000562594	D85131_s_at
ENSG00000287363	ENST00000659095	L36861_at
ENSG00000287363	ENST00000394237	L36861_at
ENSG00000117899	ENST00000261758	D42039_at
ENSG00000048545	ENST00000654459	L36861_at
ENSG00000048545	ENST00000372958	L36861_at
ENSG00000048545	ENST00000679182	L36861_at
ENSG00000115756	ENST00000307845	D16227_at
ENSG00000115756	ENST00000381765	D16227_at
ENSG00000115756	ENST00000419810	D16227_at
ENSG00000115756	ENST00000622018	D16227_at
ENSG00000115756	ENST00000613496	D16227_at
ENSG00000115756	ENST00000620771	D16227_at
ENSG00000115756	ENST00000422133	D16227_at
ENSG00000267978	ENST00000595065	U66083_at
ENSG00000267978	ENST00000593349	U66083_at
ENSG00000267978	ENST00000602102	U66083_at
ENSG00000267978	ENST00000594744	U66083_at
ENSG00000249264	ENST00000514975	J04617_s_at
ENSG00000172349	ENST00000360547	M90391_s_at
ENSG00000172349	ENST00000394660	M90391_s_at
ENSG00000172349	ENST00000302987	M90391_s_at
ENSG00000172349	ENST00000560115	M90391_s_at
ENSG00000172349	ENST00000394652	M90391_s_at
ENSG00000013364	ENST00000357402	X79882_at
ENSG00000013364	ENST00000395353	X79882_at
ENSG00000185247	ENST00000412632	U10686_at
ENSG00000185247	ENST00000518694	U10686_at
ENSG00000185247	ENST00000355220	U10686_at
ENSG00000185247	ENST00000333104	U10686_at
ENSG00000123584	ENST00000243314	U66083_at
ENSG00000115758	ENST00000234111	M33764_at
ENSG00000115758	ENST00000405333	M33764_at
ENSG00000110619	ENST00000531387	L06845_at
ENSG00000110619	ENST00000397111	L06845_at
ENSG00000110619	ENST00000484484	L06845_at
ENSG00000110619	ENST00000278224	L06845_at
ENSG00000110619	ENST00000380525	L06845_at
ENSG00000110619	ENST00000466442	L06845_at
ENSG00000110619	ENST00000470221	L06845_at
ENSG00000110619	ENST00000526890	L06845_at
ENSG00000110619	ENST00000529772	L06845_at
ENSG00000148408	ENST00000277551	M94172_s_at
ENSG00000148408	ENST00000371372	M94172_s_at
ENSG00000148408	ENST00000371363	M94172_s_at
ENSG00000148408	ENST00000371357	M94172_s_at
ENSG00000148408	ENST00000277549	M94172_s_at
ENSG00000148408	ENST00000371355	M94172_s_at
ENSG00000156009	ENST00000286482	U10693_at
ENSG00000156009	ENST00000345830	U10693_at
ENSG00000156009	ENST00000493910	U10693_at
ENSG00000156009	ENST00000535454	U10693_at
ENSG00000156009	ENST00000542674	U10693_at
ENSG00000197021	ENST00000462691	L43579_s_at
ENSG00000197021	ENST00000370406	L43579_s_at
ENSG00000197021	ENST00000370406	L43576_at
ENSG00000197021	ENST00000370406	L43575_s_at
ENSG00000197021	ENST00000355203	L43579_s_at
ENSG00000197021	ENST00000355203	L43576_at
ENSG00000197021	ENST00000355203	L43575_s_at
ENSG00000197021	ENST00000370404	L43579_s_at
ENSG00000197021	ENST00000370404	L43576_at
ENSG00000197021	ENST00000370404	L43575_s_at
ENSG00000197021	ENST00000370409	L43579_s_at
ENSG00000197021	ENST00000370409	L43576_at
ENSG00000197021	ENST00000370409	L43575_s_at
ENSG00000197021	ENST00000483447	L43579_s_at
ENSG00000173334	ENST00000311922	AJ000480_at
ENSG00000173334	ENST00000520847	AJ000480_at
ENSG00000173334	ENST00000519576	AJ000480_at
ENSG00000112619	ENST00000230381	M62958_at
ENSG00000124659	ENST00000372876	U61234_at
ENSG00000112624	ENST00000314073	D87077_at
ENSG00000112624	ENST00000394168	D87077_at
ENSG00000112624	ENST00000614467	D87077_at
ENSG00000235703	ENST00000449111	U66052_at
ENSG00000235703	ENST00000444489	U66052_at
ENSG00000235703	ENST00000450989	U66052_at
ENSG00000235703	ENST00000452864	U66052_at
ENSG00000235703	ENST00000432696	U66052_at
ENSG00000235703	ENST00000425602	U66052_at
ENSG00000235703	ENST00000455777	U66048_at
ENSG00000235703	ENST00000654890	U66052_at
ENSG00000235703	ENST00000670799	U66052_at
ENSG00000235703	ENST00000669126	U66052_at
ENSG00000235703	ENST00000671125	U66052_at
ENSG00000228716	ENST00000439211	J00139_s_at
ENSG00000228716	ENST00000505337	J00139_s_at
ENSG00000228716	ENST00000504396	J00139_s_at
ENSG00000228716	ENST00000513048	J00139_s_at
ENSG00000228716	ENST00000508282	J00139_s_at
ENSG00000100604	ENST00000216492	J03915_s_at
ENSG00000100604	ENST00000334654	J03915_s_at
ENSG00000146223	ENST00000493763	S81578_at
ENSG00000146223	ENST00000483998	S81578_at
ENSG00000146223	ENST00000397415	S81578_at
ENSG00000146223	ENST00000304734	S81578_at
ENSG00000234825	ENST00000457831	J04611_at
ENSG00000157087	ENST00000397077	X63575_s_at
ENSG00000157087	ENST00000360273	X63575_s_at
ENSG00000157087	ENST00000460129	X63575_s_at
ENSG00000157087	ENST00000352432	X63575_s_at
ENSG00000157087	ENST00000467702	X63575_s_at
ENSG00000157087	ENST00000644553	X63575_s_at
ENSG00000157087	ENST00000643662	X63575_s_at
ENSG00000157087	ENST00000646379	X63575_s_at
ENSG00000157087	ENST00000452124	X63575_s_at
ENSG00000157087	ENST00000645850	X63575_s_at
ENSG00000157087	ENST00000638646	X63575_s_at
ENSG00000157087	ENST00000644807	X63575_s_at
ENSG00000157087	ENST00000468426	X63575_s_at
ENSG00000013619	ENST00000370401	U46023_at
ENSG00000013619	ENST00000432680	U46023_at
ENSG00000013619	ENST00000464149	U46023_at
ENSG00000013619	ENST00000426613	U46023_at
ENSG00000013619	ENST00000262858	U46023_at
ENSG00000171611	ENST00000441198	U36759_s_at
ENSG00000171611	ENST00000446507	U36759_s_at
ENSG00000171611	ENST00000616441	U36759_s_at
ENSG00000171611	ENST00000304672	U36759_s_at
ENSG00000171100	ENST00000370396	U46024_at
ENSG00000171100	ENST00000306167	U46024_at
ENSG00000100605	ENST00000267615	U51336_at
ENSG00000100605	ENST00000556603	U51336_at
ENSG00000100605	ENST00000555495	U51336_at
ENSG00000113318	ENST00000670357	U61981_at
ENSG00000113318	ENST00000670357	J04810_s_at
ENSG00000113318	ENST00000265081	U61981_at
ENSG00000113318	ENST00000265081	J04810_s_at
ENSG00000113318	ENST00000667069	U61981_at
ENSG00000113318	ENST00000667069	J04810_s_at
ENSG00000113318	ENST00000658259	J04810_s_at
ENSG00000113318	ENST00000659302	U61981_at
ENSG00000113318	ENST00000659302	J04810_s_at
ENSG00000063601	ENST00000485376	U58032_at
ENSG00000063601	ENST00000370390	U58032_at
ENSG00000063601	ENST00000445323	U58032_at
ENSG00000063601	ENST00000488357	U58032_at
ENSG00000063601	ENST00000370387	U58032_at
ENSG00000124587	ENST00000304611	D83703_at
ENSG00000124587	ENST00000244546	D83703_at
ENSG00000112640	ENST00000394110	L76702_at
ENSG00000112640	ENST00000472118	L76702_at
ENSG00000112640	ENST00000485511	L76702_at
ENSG00000112640	ENST00000230402	L76702_at
ENSG00000112640	ENST00000470467	L76702_at
ENSG00000112640	ENST00000676174	L76702_at
ENSG00000005471	ENST00000649586	M23234_s_at
ENSG00000005471	ENST00000265723	M23234_s_at
ENSG00000005471	ENST00000359206	M23234_s_at
ENSG00000005471	ENST00000453593	M23234_s_at
ENSG00000212993	ENST00000645438	Z11899_s_at
ENSG00000212993	ENST00000465342	Z11899_s_at
ENSG00000136997	ENST00000259523	M13929_s_at
ENSG00000136997	ENST00000517291	M13929_s_at
ENSG00000136997	ENST00000651626	M13929_s_at
ENSG00000136997	ENST00000651626	L00058_at
ENSG00000136997	ENST00000377970	M13929_s_at
ENSG00000136997	ENST00000377970	L00058_at
ENSG00000136997	ENST00000524013	M13929_s_at
ENSG00000136997	ENST00000524013	L00058_at
ENSG00000136997	ENST00000520751	M13929_s_at
ENSG00000136997	ENST00000621592	M13929_s_at
ENSG00000136997	ENST00000621592	L00058_at
ENSG00000136997	ENST00000652288	M13929_s_at
ENSG00000136997	ENST00000652288	L00058_at
ENSG00000087470	ENST00000452533	AF000430_at
ENSG00000087470	ENST00000553257	AF000430_at
ENSG00000087470	ENST00000549701	AF000430_at
ENSG00000087470	ENST00000358214	AF000430_at
ENSG00000087470	ENST00000266481	AF000430_at
ENSG00000087470	ENST00000547312	AF000430_at
ENSG00000087470	ENST00000546649	AF000430_at
ENSG00000087470	ENST00000381000	AF000430_at
ENSG00000087470	ENST00000546757	AF000430_at
ENSG00000087470	ENST00000547640	AF000430_at
ENSG00000087470	ENST00000553031	AF000430_at
ENSG00000087470	ENST00000414834	AF000430_at
ENSG00000237550	ENST00000418824	U09953_at
ENSG00000237550	ENST00000466501	U09953_at
ENSG00000107404	ENST00000378891	U46461_at
ENSG00000107404	ENST00000378888	U46461_at
ENSG00000107404	ENST00000610709	U46461_at
ENSG00000143870	ENST00000272227	D49489_at
ENSG00000143870	ENST00000404371	D49489_at
ENSG00000143870	ENST00000404824	D49489_at
ENSG00000143870	ENST00000617249	D49489_at
ENSG00000143870	ENST00000540494	D49489_at
ENSG00000143870	ENST00000381611	D49489_at
ENSG00000085563	ENST00000622132	M14758_at
ENSG00000085563	ENST00000265724	M14758_at
ENSG00000085563	ENST00000543898	M14758_at
ENSG00000085563	ENST00000488737	M14758_at
ENSG00000085563	ENST00000491360	M14758_at
ENSG00000085563	ENST00000476862	X58723_at
ENSG00000183862	ENST00000329903	S76067_at
ENSG00000131730	ENST00000254035	J05401_at
ENSG00000131730	ENST00000424301	J05401_at
ENSG00000131730	ENST00000514086	J05401_at
ENSG00000131730	ENST00000437669	J05401_at
ENSG00000284803	ENST00000561440	M18000_at
ENSG00000182774	ENST00000647841	M18000_at
ENSG00000182774	ENST00000561157	M18000_at
ENSG00000182774	ENST00000558397	M18000_at
ENSG00000182774	ENST00000561068	M18000_at
ENSG00000182774	ENST00000560612	M18000_at
ENSG00000182774	ENST00000560639	M18000_at
ENSG00000182774	ENST00000559776	M18000_at
ENSG00000182774	ENST00000560229	M18000_at
ENSG00000147381	ENST00000431963	U10687_s_at
ENSG00000147381	ENST00000448295	U10687_s_at
ENSG00000147381	ENST00000430273	U10687_s_at
ENSG00000147381	ENST00000441865	U10687_s_at
ENSG00000147381	ENST00000370340	U10687_s_at
ENSG00000147381	ENST00000425182	U10687_s_at
ENSG00000147381	ENST00000416020	U10687_s_at
ENSG00000147381	ENST00000457310	U10687_s_at
ENSG00000147381	ENST00000370335	U10687_s_at
ENSG00000147381	ENST00000360243	U10687_s_at
ENSG00000147381	ENST00000431971	U10687_s_at
ENSG00000147381	ENST00000393921	U10687_s_at
ENSG00000147381	ENST00000393920	U10687_s_at
ENSG00000147381	ENST00000276344	U10687_s_at
ENSG00000124702	ENST00000244670	X98248_rna1_at
ENSG00000124702	ENST00000326974	X98248_rna1_at
ENSG00000124702	ENST00000332245	X98248_rna1_at
ENSG00000260836	ENST00000562833	M18000_at
ENSG00000260836	ENST00000642270	M18000_at
ENSG00000132164	ENST00000254488	S75989_at
ENSG00000102287	ENST00000370328	U66661_at
ENSG00000102287	ENST00000483564	U66661_at
ENSG00000102287	ENST00000486255	U66661_at
ENSG00000164022	ENST00000442366	U10117_at
ENSG00000164022	ENST00000358008	U10117_at
ENSG00000164022	ENST00000394701	U10117_at
ENSG00000164022	ENST00000672337	U10117_at
ENSG00000164022	ENST00000672341	U10117_at
ENSG00000164022	ENST00000671868	U10117_at
ENSG00000164022	ENST00000672003	U10117_at
ENSG00000164022	ENST00000673123	U10117_at
ENSG00000164022	ENST00000672328	U10117_at
ENSG00000164022	ENST00000672911	U10117_at
ENSG00000164022	ENST00000672285	U10117_at
ENSG00000164022	ENST00000671960	U10117_at
ENSG00000164022	ENST00000673018	U10117_at
ENSG00000242520	ENST00000446757	U10689_f_at
ENSG00000242520	ENST00000446757	U10690_f_at
ENSG00000266560	ENST00000583636	U10689_f_at
ENSG00000266560	ENST00000583636	U10690_f_at
ENSG00000266560	ENST00000509345	U10689_f_at
ENSG00000266560	ENST00000509345	U10690_f_at
ENSG00000124260	ENST00000370323	U10685_at
ENSG00000124260	ENST00000444834	U10685_at
ENSG00000124260	ENST00000427322	U10685_at
ENSG00000124260	ENST00000583480	U10685_at
ENSG00000124260	ENST00000579960	U10685_at
ENSG00000124260	ENST00000244096	U10685_at
ENSG00000044090	ENST00000265348	D38548_at
ENSG00000044090	ENST00000535468	D38548_at
ENSG00000044090	ENST00000674112	D38548_at
ENSG00000044090	ENST00000674134	D38548_at
ENSG00000044090	ENST00000674100	D38548_at
ENSG00000044090	ENST00000673725	D38548_at
ENSG00000044090	ENST00000673753	D38548_at
ENSG00000011677	ENST00000370314	A28102_at
ENSG00000011677	ENST00000535043	A28102_at
ENSG00000268089	ENST00000598523	U47334_at
ENSG00000221867	ENST00000370278	U03735_f_at
ENSG00000221867	ENST00000417212	U03735_f_at
ENSG00000221867	ENST00000598245	U03735_f_at
ENSG00000183305	ENST00000370293	L18920_f_at
ENSG00000183305	ENST00000423993	L18920_f_at
ENSG00000183305	ENST00000447530	L18920_f_at
ENSG00000183305	ENST00000458057	L18920_f_at
ENSG00000183305	ENST00000422085	L18920_f_at
ENSG00000183305	ENST00000453150	L18920_f_at
ENSG00000183305	ENST00000409560	L18920_f_at
ENSG00000183305	ENST00000331220	L18920_f_at
ENSG00000157103	ENST00000646702	X54673_at
ENSG00000157103	ENST00000287766	X54673_at
ENSG00000157103	ENST00000642767	X54673_at
ENSG00000157103	ENST00000642515	X54673_at
ENSG00000157103	ENST00000643498	X54673_at
ENSG00000157103	ENST00000646072	X54673_at
ENSG00000157103	ENST00000646570	X54673_at
ENSG00000157103	ENST00000645281	X54673_at
ENSG00000157103	ENST00000642820	X54673_at
ENSG00000157103	ENST00000645054	X54673_at
ENSG00000157103	ENST00000642735	X54673_at
ENSG00000157103	ENST00000646022	X54673_at
ENSG00000157103	ENST00000645776	X54673_at
ENSG00000157103	ENST00000645592	X54673_at
ENSG00000157103	ENST00000646924	X54673_at
ENSG00000157103	ENST00000645974	X54673_at
ENSG00000157103	ENST00000644314	X54673_at
ENSG00000157103	ENST00000642639	X54673_at
ENSG00000157103	ENST00000646886	X54673_at
ENSG00000157103	ENST00000646060	X54673_at
ENSG00000157103	ENST00000642201	X54673_at
ENSG00000157103	ENST00000646487	X54673_at
ENSG00000157103	ENST00000647194	X54673_at
ENSG00000157103	ENST00000643396	X54673_at
ENSG00000157103	ENST00000645029	X54673_at
ENSG00000157103	ENST00000644803	X54673_at
ENSG00000157103	ENST00000645985	X54673_at
ENSG00000157103	ENST00000646836	X54673_at
ENSG00000157103	ENST00000495636	X54673_at
ENSG00000213401	ENST00000357916	L18877_f_at
ENSG00000213401	ENST00000393900	L18877_f_at
ENSG00000213401	ENST00000393869	L18877_f_at
ENSG00000268606	ENST00000620710	L18920_f_at
ENSG00000268606	ENST00000595583	L18920_f_at
ENSG00000268606	ENST00000617846	L18920_f_at
ENSG00000268606	ENST00000617505	L18920_f_at
ENSG00000268606	ENST00000623806	L18920_f_at
ENSG00000268606	ENST00000623438	L18920_f_at
ENSG00000268606	ENST00000611557	L18920_f_at
ENSG00000268606	ENST00000598543	L18920_f_at
ENSG00000268606	ENST00000611674	L18920_f_at
ENSG00000165949	ENST00000614204	X67325_at
ENSG00000165949	ENST00000618863	X67325_at
ENSG00000165949	ENST00000611954	X67325_at
ENSG00000165949	ENST00000618200	X67325_at
ENSG00000165949	ENST00000621160	X67325_at
ENSG00000165949	ENST00000620396	X67325_at
ENSG00000165949	ENST00000612813	X67325_at
ENSG00000165949	ENST00000612499	X67325_at
ENSG00000165949	ENST00000614288	X67325_at
ENSG00000165949	ENST00000614648	X67325_at
ENSG00000165949	ENST00000616764	X67325_at
ENSG00000165949	ENST00000620066	X67325_at
ENSG00000197172	ENST00000329342	U03735_f_at
ENSG00000197172	ENST00000457643	U03735_f_at
ENSG00000197172	ENST00000412733	U03735_f_at
ENSG00000197172	ENST00000616035	U03735_f_at
ENSG00000103723	ENST00000642989	U37673_at
ENSG00000103723	ENST00000668990	U37673_at
ENSG00000103723	ENST00000535359	U37673_at
ENSG00000103723	ENST00000660624	U37673_at
ENSG00000103723	ENST00000543938	U37673_at
ENSG00000103723	ENST00000537735	U37673_at
ENSG00000103723	ENST00000652847	U37673_at
ENSG00000103723	ENST00000663651	U37673_at
ENSG00000103723	ENST00000261722	U37673_at
ENSG00000103723	ENST00000667758	U37673_at
ENSG00000103723	ENST00000669930	U37673_at
ENSG00000103723	ENST00000661532	U37673_at
ENSG00000103723	ENST00000666973	U37673_at
ENSG00000103723	ENST00000657321	U37673_at
ENSG00000103723	ENST00000668385	U37673_at
ENSG00000103723	ENST00000535348	U37673_at
ENSG00000103723	ENST00000535385	U37673_at
ENSG00000103723	ENST00000668458	U37673_at
ENSG00000147400	ENST00000370277	X72964_at
ENSG00000147400	ENST00000493482	X72964_at
ENSG00000147383	ENST00000370274	U47105_at
ENSG00000147383	ENST00000440023	U47105_at
ENSG00000149927	ENST00000350119	D31897_at
ENSG00000149927	ENST00000616445	D31897_at
ENSG00000149927	ENST00000564233	D31897_at
ENSG00000149927	ENST00000564357	D31897_at
ENSG00000149927	ENST00000564944	D31897_at
ENSG00000149927	ENST00000564979	D31897_at
ENSG00000149927	ENST00000566310	D31897_at
ENSG00000149927	ENST00000561671	D31897_at
ENSG00000147394	ENST00000370268	U82671_cds2_at
ENSG00000147394	ENST00000436731	U82671_cds2_at
ENSG00000147394	ENST00000370270	U82671_cds2_at
ENSG00000147394	ENST00000426821	U82671_cds2_at
ENSG00000147394	ENST00000454925	U82671_cds2_at
ENSG00000147394	ENST00000318504	U82671_cds2_at
ENSG00000147394	ENST00000449285	U82671_cds2_at
ENSG00000147394	ENST00000539731	U82671_cds2_at
ENSG00000147394	ENST00000318529	U82671_cds2_at
ENSG00000147394	ENST00000535861	U82671_cds2_at
ENSG00000147394	ENST00000324823	U82671_cds2_at
ENSG00000138796	ENST00000603302	X96752_at
ENSG00000138796	ENST00000505878	X96752_at
ENSG00000138796	ENST00000639335	X96752_at
ENSG00000138796	ENST00000639146	X96752_at
ENSG00000138796	ENST00000640752	X96752_at
ENSG00000138796	ENST00000309522	X96752_at
ENSG00000138796	ENST00000403312	X96752_at
ENSG00000138796	ENST00000640060	X96752_at
ENSG00000138796	ENST00000638559	X96752_at
ENSG00000138796	ENST00000640201	X96752_at
ENSG00000138796	ENST00000639698	X96752_at
ENSG00000138796	ENST00000638648	X96752_at
ENSG00000138796	ENST00000626637	X96752_at
ENSG00000138796	ENST00000639784	X96752_at
ENSG00000138796	ENST00000640048	X96752_at
ENSG00000138796	ENST00000515462	X96752_at
ENSG00000138796	ENST00000510728	X96752_at
ENSG00000138796	ENST00000514776	X96752_at
ENSG00000170099	ENST00000555056	J02943_at
ENSG00000170099	ENST00000341584	J02943_at
ENSG00000197249	ENST00000393087	K01396_at
ENSG00000197249	ENST00000440909	K01396_at
ENSG00000197249	ENST00000355814	K01396_at
ENSG00000197249	ENST00000437397	K01396_at
ENSG00000197249	ENST00000448921	K01396_at
ENSG00000197249	ENST00000489769	K01396_at
ENSG00000197249	ENST00000636712	K01396_at
ENSG00000197249	ENST00000393088	K01396_at
ENSG00000197249	ENST00000404814	K01396_at
ENSG00000197249	ENST00000449399	K01396_at
ENSG00000197249	ENST00000402629	K01396_at
ENSG00000182048	ENST00000451043	X89067_at
ENSG00000182048	ENST00000526541	X89067_at
ENSG00000112655	ENST00000230419	U40271_s_at
ENSG00000112655	ENST00000470019	U40271_s_at
ENSG00000112655	ENST00000230418	U40271_s_at
ENSG00000112655	ENST00000345201	U40271_s_at
ENSG00000112655	ENST00000349241	U40271_s_at
ENSG00000112655	ENST00000352931	U40271_s_at
ENSG00000112655	ENST00000487673	U40271_s_at
ENSG00000112655	ENST00000489707	U40271_s_at
ENSG00000112655	ENST00000461389	U40271_s_at
ENSG00000129744	ENST00000250693	S74683_at
ENSG00000285043	ENST00000338110	X12447_at
ENSG00000285043	ENST00000395248	X12447_at
ENSG00000285043	ENST00000566897	X12447_at
ENSG00000198681	ENST00000356661	M77481_rna1_f_at
ENSG00000149925	ENST00000569545	X12447_at
ENSG00000149925	ENST00000563060	X12447_at
ENSG00000149925	ENST00000564521	X12447_at
ENSG00000149925	ENST00000412304	X12447_at
ENSG00000149925	ENST00000642816	X12447_at
ENSG00000149925	ENST00000643777	X12447_at
