Gene stable ID	Transcript stable ID	AFFY MG U74Av2 probe
ENSMUSG00000017466	ENSMUST00000017610	93507_at
ENSMUSG00000017466	ENSMUST00000155707	93507_at
ENSMUSG00000058159	ENSMUST00000234809	94175_at
ENSMUSG00000058159	ENSMUST00000169635	94175_at
ENSMUSG00000058159	ENSMUST00000163578	94175_at
ENSMUSG00000020782	ENSMUST00000103032	101916_at
ENSMUSG00000020782	ENSMUST00000137951	101916_at
ENSMUSG00000020782	ENSMUST00000130518	101916_at
ENSMUSG00000020782	ENSMUST00000128826	101916_at
ENSMUSG00000020782	ENSMUST00000147878	101916_at
ENSMUSG00000020782	ENSMUST00000132999	101916_at
ENSMUSG00000020782	ENSMUST00000177736	101916_at
ENSMUSG00000106239	ENSMUST00000199781	100362_f_at
ENSMUSG00000106239	ENSMUST00000199781	97008_f_at
ENSMUSG00000096150	ENSMUST00000103552	97008_f_at
ENSMUSG00000076433	ENSMUST00000103024	92455_at
ENSMUSG00000076433	ENSMUST00000168100	92455_at
ENSMUSG00000027170	ENSMUST00000028592	96882_at
ENSMUSG00000027170	ENSMUST00000131266	96882_at
ENSMUSG00000027170	ENSMUST00000111110	96882_at
ENSMUSG00000027793	ENSMUST00000198102	92911_at
ENSMUSG00000027793	ENSMUST00000029368	92911_at
ENSMUSG00000027793	ENSMUST00000198320	92911_at
ENSMUSG00000027793	ENSMUST00000197238	92911_at
ENSMUSG00000073468	ENSMUST00000154553	103863_at
ENSMUSG00000073468	ENSMUST00000150728	103863_at
ENSMUSG00000073468	ENSMUST00000130782	103863_at
ENSMUSG00000073468	ENSMUST00000135627	103863_at
ENSMUSG00000073468	ENSMUST00000145276	103863_at
ENSMUSG00000073468	ENSMUST00000135964	103863_at
ENSMUSG00000073468	ENSMUST00000128087	103863_at
ENSMUSG00000041248	ENSMUST00000047334	103973_at
ENSMUSG00000041248	ENSMUST00000047334	103972_at
ENSMUSG00000041248	ENSMUST00000213393	103973_at
ENSMUSG00000041248	ENSMUST00000213393	103972_at
ENSMUSG00000041248	ENSMUST00000172015	103973_at
ENSMUSG00000041248	ENSMUST00000172015	103972_at
ENSMUSG00000060438	ENSMUST00000074353	99093_at
ENSMUSG00000030761	ENSMUST00000107128	94713_at
ENSMUSG00000030761	ENSMUST00000156992	94713_at
ENSMUSG00000030761	ENSMUST00000084979	94713_at
ENSMUSG00000030761	ENSMUST00000107122	94713_at
ENSMUSG00000025854	ENSMUST00000026972	100949_at
ENSMUSG00000025854	ENSMUST00000160645	100949_at
ENSMUSG00000025854	ENSMUST00000159176	100949_at
ENSMUSG00000025854	ENSMUST00000161641	100949_at
ENSMUSG00000028750	ENSMUST00000105808	99326_at
ENSMUSG00000028750	ENSMUST00000124660	99326_at
ENSMUSG00000028750	ENSMUST00000030530	99326_at
ENSMUSG00000038619	ENSMUST00000058230	93722_at
ENSMUSG00000038619	ENSMUST00000037983	93722_at
ENSMUSG00000038619	ENSMUST00000197050	93722_at
ENSMUSG00000015709	ENSMUST00000085077	92910_at
ENSMUSG00000015709	ENSMUST00000209133	92910_at
ENSMUSG00000015709	ENSMUST00000208232	92910_at
ENSMUSG00000015709	ENSMUST00000208564	92910_at
ENSMUSG00000039518	ENSMUST00000044804	104363_at
ENSMUSG00000035764	ENSMUST00000042732	93217_at
ENSMUSG00000037946	ENSMUST00000110087	102619_at
ENSMUSG00000037946	ENSMUST00000048716	102619_at
ENSMUSG00000029191	ENSMUST00000203581	98335_at
ENSMUSG00000029191	ENSMUST00000203581	98336_s_at
ENSMUSG00000029191	ENSMUST00000172732	98335_at
ENSMUSG00000029191	ENSMUST00000172732	98336_s_at
ENSMUSG00000029191	ENSMUST00000204965	98335_at
ENSMUSG00000029191	ENSMUST00000204965	98336_s_at
ENSMUSG00000029191	ENSMUST00000203471	98336_s_at
ENSMUSG00000029191	ENSMUST00000203596	98335_at
ENSMUSG00000031015	ENSMUST00000033325	93218_at
ENSMUSG00000021546	ENSMUST00000116403	94041_at
ENSMUSG00000021546	ENSMUST00000224182	94041_at
ENSMUSG00000021546	ENSMUST00000177497	94041_at
ENSMUSG00000021546	ENSMUST00000225674	94041_at
ENSMUSG00000021546	ENSMUST00000177019	94041_at
ENSMUSG00000021546	ENSMUST00000043269	94041_at
ENSMUSG00000021546	ENSMUST00000176207	94041_at
ENSMUSG00000021546	ENSMUST00000177051	94041_at
ENSMUSG00000021546	ENSMUST00000176257	94041_at
ENSMUSG00000021546	ENSMUST00000176359	94041_at
ENSMUSG00000021546	ENSMUST00000224531	94041_at
ENSMUSG00000021546	ENSMUST00000226015	94041_at
ENSMUSG00000021546	ENSMUST00000225866	94041_at
ENSMUSG00000038612	ENSMUST00000037947	93093_at
ENSMUSG00000047213	ENSMUST00000108345	95395_at
ENSMUSG00000047213	ENSMUST00000108346	95395_at
ENSMUSG00000025328	ENSMUST00000026377	103803_at
ENSMUSG00000025328	ENSMUST00000172098	103803_at
ENSMUSG00000005609	ENSMUST00000005749	100460_at
ENSMUSG00000005609	ENSMUST00000146709	95962_at
ENSMUSG00000005609	ENSMUST00000209912	100460_at
ENSMUSG00000032532	ENSMUST00000216176	96055_at
ENSMUSG00000032532	ENSMUST00000216138	96055_at
ENSMUSG00000032532	ENSMUST00000035120	96055_at
ENSMUSG00000032532	ENSMUST00000215228	96055_at
ENSMUSG00000032532	ENSMUST00000213106	96055_at
ENSMUSG00000032532	ENSMUST00000217581	96055_at
ENSMUSG00000070980	ENSMUST00000095080	101864_at
ENSMUSG00000038227	ENSMUST00000048680	92745_at
ENSMUSG00000038227	ENSMUST00000154641	92745_at
ENSMUSG00000038227	ENSMUST00000114425	92745_at
ENSMUSG00000038227	ENSMUST00000156540	92745_at
ENSMUSG00000019689	ENSMUST00000147651	94907_f_at
ENSMUSG00000019689	ENSMUST00000019833	94907_f_at
ENSMUSG00000019689	ENSMUST00000019833	94908_r_at
ENSMUSG00000022292	ENSMUST00000022901	103767_f_at
ENSMUSG00000022292	ENSMUST00000127362	94823_at
ENSMUSG00000022292	ENSMUST00000145175	94823_at
ENSMUSG00000072647	ENSMUST00000100757	102832_at
ENSMUSG00000072647	ENSMUST00000200170	102832_at
ENSMUSG00000072647	ENSMUST00000200170	104364_at
ENSMUSG00000020962	ENSMUST00000021345	95530_at
ENSMUSG00000000706	ENSMUST00000041674	102708_at
ENSMUSG00000061723	ENSMUST00000078497	92885_at
ENSMUSG00000061723	ENSMUST00000105953	92885_at
ENSMUSG00000061723	ENSMUST00000125649	92885_at
ENSMUSG00000061723	ENSMUST00000179658	92885_at
ENSMUSG00000061723	ENSMUST00000105954	92885_at
ENSMUSG00000061723	ENSMUST00000105952	92885_at
ENSMUSG00000061723	ENSMUST00000105955	92885_at
ENSMUSG00000061723	ENSMUST00000105958	92885_at
ENSMUSG00000061723	ENSMUST00000105949	92885_at
ENSMUSG00000061723	ENSMUST00000128294	92885_at
ENSMUSG00000061723	ENSMUST00000146804	92885_at
ENSMUSG00000061723	ENSMUST00000105942	92885_at
ENSMUSG00000061723	ENSMUST00000105947	92885_at
ENSMUSG00000061723	ENSMUST00000105943	92885_at
ENSMUSG00000061723	ENSMUST00000105941	92885_at
ENSMUSG00000061723	ENSMUST00000105946	92885_at
ENSMUSG00000061723	ENSMUST00000105948	92885_at
ENSMUSG00000061723	ENSMUST00000105945	92885_at
ENSMUSG00000061723	ENSMUST00000105944	92885_at
ENSMUSG00000061723	ENSMUST00000153262	92885_at
ENSMUSG00000061723	ENSMUST00000169299	92885_at
ENSMUSG00000061723	ENSMUST00000074187	92885_at
ENSMUSG00000061723	ENSMUST00000105957	92885_at
ENSMUSG00000061723	ENSMUST00000180152	92885_at
ENSMUSG00000061723	ENSMUST00000105950	92885_at
ENSMUSG00000009621	ENSMUST00000185188	92998_at
ENSMUSG00000009621	ENSMUST00000056176	92998_at
ENSMUSG00000001123	ENSMUST00000108268	103335_at
ENSMUSG00000001123	ENSMUST00000073001	103335_at
ENSMUSG00000001123	ENSMUST00000108269	103335_at
ENSMUSG00000021210	ENSMUST00000021630	92556_at
ENSMUSG00000048616	ENSMUST00000061728	97727_at
ENSMUSG00000026479	ENSMUST00000185356	100428_at
ENSMUSG00000026479	ENSMUST00000189005	100428_at
ENSMUSG00000026479	ENSMUST00000027753	100428_at
ENSMUSG00000022528	ENSMUST00000023171	160887_at
ENSMUSG00000022528	ENSMUST00000161676	160887_at
ENSMUSG00000022528	ENSMUST00000161839	160887_at
ENSMUSG00000085442	ENSMUST00000148102	94823_at
ENSMUSG00000026150	ENSMUST00000078332	95140_at
ENSMUSG00000026150	ENSMUST00000073025	95140_at
ENSMUSG00000026150	ENSMUST00000161648	95140_at
ENSMUSG00000026150	ENSMUST00000160786	95140_at
ENSMUSG00000026150	ENSMUST00000162003	95140_at
ENSMUSG00000026150	ENSMUST00000160972	95140_at
ENSMUSG00000026150	ENSMUST00000160750	95140_at
ENSMUSG00000026150	ENSMUST00000160044	95140_at
ENSMUSG00000026150	ENSMUST00000160744	95140_at
ENSMUSG00000026150	ENSMUST00000160632	95140_at
ENSMUSG00000026150	ENSMUST00000162794	95140_at
ENSMUSG00000026150	ENSMUST00000162573	95140_at
ENSMUSG00000035831	ENSMUST00000038004	93801_at
ENSMUSG00000116896	ENSMUST00000232026	101633_at
ENSMUSG00000068141	ENSMUST00000089221	97486_at
ENSMUSG00000001156	ENSMUST00000001184	94688_at
ENSMUSG00000001156	ENSMUST00000204437	94688_at
ENSMUSG00000032528	ENSMUST00000035115	98777_at
ENSMUSG00000032528	ENSMUST00000149959	98777_at
ENSMUSG00000034220	ENSMUST00000045970	104614_at
ENSMUSG00000061742	ENSMUST00000113451	102429_at
ENSMUSG00000061742	ENSMUST00000129698	102429_at
ENSMUSG00000061742	ENSMUST00000126142	102429_at
ENSMUSG00000026721	ENSMUST00000028052	102225_at
ENSMUSG00000067341	ENSMUST00000050325	97048_at
ENSMUSG00000036112	ENSMUST00000047910	93505_at
ENSMUSG00000036112	ENSMUST00000181894	93505_at
ENSMUSG00000036112	ENSMUST00000180840	93505_at
ENSMUSG00000036112	ENSMUST00000181091	93505_at
ENSMUSG00000036112	ENSMUST00000181217	93505_at
ENSMUSG00000036112	ENSMUST00000181009	93505_at
ENSMUSG00000000869	ENSMUST00000127858	92285_at
ENSMUSG00000000869	ENSMUST00000150568	92286_g_at
ENSMUSG00000000869	ENSMUST00000150568	AFFX-MurIL4_at
ENSMUSG00000000869	ENSMUST00000140684	92283_s_at
ENSMUSG00000000869	ENSMUST00000140684	92286_g_at
ENSMUSG00000000869	ENSMUST00000140684	AFFX-MurIL4_at
ENSMUSG00000000869	ENSMUST00000000889	92284_r_at
ENSMUSG00000000869	ENSMUST00000000889	92283_s_at
ENSMUSG00000000869	ENSMUST00000000889	92286_g_at
ENSMUSG00000000869	ENSMUST00000000889	AFFX-MurIL4_at
ENSMUSG00000091898	ENSMUST00000169169	101063_at
ENSMUSG00000091898	ENSMUST00000170268	101063_at
ENSMUSG00000091898	ENSMUST00000161399	101063_at
ENSMUSG00000062694	ENSMUST00000075477	99050_at
ENSMUSG00000062694	ENSMUST00000075477	162297_s_at
ENSMUSG00000023087	ENSMUST00000023849	99535_at
ENSMUSG00000023087	ENSMUST00000144826	99535_at
ENSMUSG00000023087	ENSMUST00000193018	99535_at
ENSMUSG00000023087	ENSMUST00000167780	99535_at
ENSMUSG00000002588	ENSMUST00000002663	96895_at
ENSMUSG00000002588	ENSMUST00000177159	96895_at
ENSMUSG00000022283	ENSMUST00000001809	100720_at
ENSMUSG00000022283	ENSMUST00000155116	100720_at
ENSMUSG00000022283	ENSMUST00000146577	100720_at
ENSMUSG00000022283	ENSMUST00000147116	100720_at
ENSMUSG00000022283	ENSMUST00000156793	100720_at
ENSMUSG00000022283	ENSMUST00000226830	100720_at
ENSMUSG00000031551	ENSMUST00000110667	97731_at
ENSMUSG00000031551	ENSMUST00000033956	97731_at
ENSMUSG00000018395	ENSMUST00000057330	100398_at
ENSMUSG00000018395	ENSMUST00000120613	100398_at
ENSMUSG00000018395	ENSMUST00000173744	100398_at
ENSMUSG00000018395	ENSMUST00000118353	100398_at
ENSMUSG00000018395	ENSMUST00000130037	100398_at
ENSMUSG00000029633	ENSMUST00000121490	96079_at
ENSMUSG00000036322	ENSMUST00000134042	102904_at
ENSMUSG00000036322	ENSMUST00000235482	102904_at
ENSMUSG00000001663	ENSMUST00000001713	95019_at
ENSMUSG00000001663	ENSMUST00000120177	95019_at
ENSMUSG00000024456	ENSMUST00000115634	104681_at
ENSMUSG00000024456	ENSMUST00000115634	160976_at
ENSMUSG00000024456	ENSMUST00000025337	104681_at
ENSMUSG00000024456	ENSMUST00000025337	160976_at
ENSMUSG00000024456	ENSMUST00000115631	104681_at
ENSMUSG00000024456	ENSMUST00000115631	160976_at
ENSMUSG00000024456	ENSMUST00000127346	104681_at
ENSMUSG00000024456	ENSMUST00000127346	160976_at
ENSMUSG00000024456	ENSMUST00000115629	104681_at
ENSMUSG00000024456	ENSMUST00000115629	160976_at
ENSMUSG00000024456	ENSMUST00000080033	104681_at
ENSMUSG00000035642	ENSMUST00000136757	99154_s_at
ENSMUSG00000035642	ENSMUST00000072725	99154_s_at
ENSMUSG00000035642	ENSMUST00000126085	99154_s_at
ENSMUSG00000035642	ENSMUST00000154853	99154_s_at
ENSMUSG00000035642	ENSMUST00000138060	99154_s_at
ENSMUSG00000035642	ENSMUST00000154779	99154_s_at
ENSMUSG00000035642	ENSMUST00000146605	99154_s_at
ENSMUSG00000035642	ENSMUST00000135998	99154_s_at
ENSMUSG00000035642	ENSMUST00000151840	99154_s_at
ENSMUSG00000035642	ENSMUST00000178078	99154_s_at
ENSMUSG00000035642	ENSMUST00000042627	99154_s_at
ENSMUSG00000056962	ENSMUST00000141735	95486_at
ENSMUSG00000056962	ENSMUST00000047616	95486_at
ENSMUSG00000056962	ENSMUST00000130120	95486_at
ENSMUSG00000056962	ENSMUST00000142495	95486_at
ENSMUSG00000056962	ENSMUST00000124831	95486_at
ENSMUSG00000056962	ENSMUST00000140349	95486_at
ENSMUSG00000056962	ENSMUST00000140513	95486_at
ENSMUSG00000004846	ENSMUST00000004968	160742_at
ENSMUSG00000004846	ENSMUST00000127100	160742_at
ENSMUSG00000051397	ENSMUST00000058178	160651_at
ENSMUSG00000051397	ENSMUST00000058178	103648_at
ENSMUSG00000058927	ENSMUST00000073080	98132_at
ENSMUSG00000032526	ENSMUST00000035113	95478_at
ENSMUSG00000032526	ENSMUST00000215966	95478_at
ENSMUSG00000032526	ENSMUST00000214535	95478_at
ENSMUSG00000032526	ENSMUST00000215833	95478_at
ENSMUSG00000032526	ENSMUST00000213768	95478_at
ENSMUSG00000032526	ENSMUST00000215104	95478_at
ENSMUSG00000032526	ENSMUST00000217579	95478_at
ENSMUSG00000002249	ENSMUST00000154873	100971_at
ENSMUSG00000002249	ENSMUST00000114799	100971_at
ENSMUSG00000002249	ENSMUST00000156862	100971_at
ENSMUSG00000002249	ENSMUST00000127212	100971_at
ENSMUSG00000049321	ENSMUST00000109129	101158_at
ENSMUSG00000049321	ENSMUST00000116378	101158_at
ENSMUSG00000049321	ENSMUST00000109128	101158_at
ENSMUSG00000025764	ENSMUST00000026865	95883_at
ENSMUSG00000025764	ENSMUST00000163764	95883_at
ENSMUSG00000025764	ENSMUST00000168086	95883_at
ENSMUSG00000046974	ENSMUST00000050937	103472_at
ENSMUSG00000034120	ENSMUST00000092404	95791_s_at
ENSMUSG00000034120	ENSMUST00000092404	94017_s_at
ENSMUSG00000034120	ENSMUST00000138484	94017_s_at
ENSMUSG00000034120	ENSMUST00000176834	94017_s_at
ENSMUSG00000034120	ENSMUST00000136914	94017_s_at
ENSMUSG00000034120	ENSMUST00000177429	94017_s_at
ENSMUSG00000034120	ENSMUST00000190993	94017_s_at
ENSMUSG00000008140	ENSMUST00000118808	96320_at
ENSMUSG00000008140	ENSMUST00000118515	96320_at
ENSMUSG00000008140	ENSMUST00000147102	96320_at
ENSMUSG00000008140	ENSMUST00000150342	96320_at
ENSMUSG00000008140	ENSMUST00000138328	96320_at
ENSMUSG00000008140	ENSMUST00000239015	96320_at
ENSMUSG00000021549	ENSMUST00000109552	99467_at
ENSMUSG00000021549	ENSMUST00000223598	99467_at
ENSMUSG00000021549	ENSMUST00000146792	99467_at
ENSMUSG00000021549	ENSMUST00000142285	99467_at
ENSMUSG00000079465	ENSMUST00000113457	100285_at
ENSMUSG00000079465	ENSMUST00000125563	100285_at
ENSMUSG00000079465	ENSMUST00000152664	100285_at
ENSMUSG00000013419	ENSMUST00000093772	101210_at
ENSMUSG00000013419	ENSMUST00000093772	97158_at
ENSMUSG00000013419	ENSMUST00000213743	101210_at
ENSMUSG00000013419	ENSMUST00000213743	97158_at
ENSMUSG00000064193	ENSMUST00000138679	160568_at
ENSMUSG00000041870	ENSMUST00000102578	160338_at
ENSMUSG00000041870	ENSMUST00000140604	160338_at
ENSMUSG00000041870	ENSMUST00000129001	160338_at
ENSMUSG00000041870	ENSMUST00000131803	160338_at
ENSMUSG00000059518	ENSMUST00000156963	99147_at
ENSMUSG00000059518	ENSMUST00000085941	99147_at
ENSMUSG00000059518	ENSMUST00000034953	99147_at
ENSMUSG00000059518	ENSMUST00000111090	99147_at
ENSMUSG00000059518	ENSMUST00000111091	99147_at
ENSMUSG00000059518	ENSMUST00000137272	99147_at
ENSMUSG00000022841	ENSMUST00000090023	93362_at
ENSMUSG00000022841	ENSMUST00000007216	93362_at
ENSMUSG00000022841	ENSMUST00000134981	93362_at
ENSMUSG00000022841	ENSMUST00000131203	93362_at
ENSMUSG00000022841	ENSMUST00000150986	93362_at
ENSMUSG00000022841	ENSMUST00000150537	93362_at
ENSMUSG00000051490	ENSMUST00000058600	101648_at
ENSMUSG00000020108	ENSMUST00000020308	103460_at
ENSMUSG00000000938	ENSMUST00000125581	92970_at
ENSMUSG00000000938	ENSMUST00000126402	92970_at
ENSMUSG00000000938	ENSMUST00000121043	92970_at
ENSMUSG00000000938	ENSMUST00000142611	92970_at
ENSMUSG00000096336	ENSMUST00000103303	99405_at
ENSMUSG00000105406	ENSMUST00000198638	96290_f_at
ENSMUSG00000042240	ENSMUST00000112336	100688_at
ENSMUSG00000042240	ENSMUST00000199639	100688_at
ENSMUSG00000042240	ENSMUST00000031295	100688_at
ENSMUSG00000033352	ENSMUST00000046963	99960_at
ENSMUSG00000052656	ENSMUST00000064637	97972_at
ENSMUSG00000052656	ENSMUST00000114178	97972_at
ENSMUSG00000052656	ENSMUST00000114179	97972_at
ENSMUSG00000016087	ENSMUST00000016231	94698_at
ENSMUSG00000021364	ENSMUST00000021793	94393_r_at
ENSMUSG00000021364	ENSMUST00000117096	94393_r_at
ENSMUSG00000020131	ENSMUST00000137177	104674_s_at
ENSMUSG00000020131	ENSMUST00000137177	104675_at
ENSMUSG00000020131	ENSMUST00000128653	104674_s_at
ENSMUSG00000020131	ENSMUST00000128653	104675_at
ENSMUSG00000020131	ENSMUST00000020340	104674_s_at
ENSMUSG00000020131	ENSMUST00000020340	104675_at
ENSMUSG00000020131	ENSMUST00000147132	104674_s_at
ENSMUSG00000020131	ENSMUST00000147132	104675_at
ENSMUSG00000020131	ENSMUST00000130521	104674_s_at
ENSMUSG00000020131	ENSMUST00000130521	104675_at
ENSMUSG00000020131	ENSMUST00000135071	104674_s_at
ENSMUSG00000020131	ENSMUST00000135071	104675_at
ENSMUSG00000086427	ENSMUST00000156515	93873_s_at
ENSMUSG00000086427	ENSMUST00000134512	93873_s_at
ENSMUSG00000086427	ENSMUST00000147174	93873_s_at
ENSMUSG00000086427	ENSMUST00000141850	93873_s_at
ENSMUSG00000086427	ENSMUST00000137729	93873_s_at
ENSMUSG00000086427	ENSMUST00000154027	93873_s_at
ENSMUSG00000038843	ENSMUST00000174236	92655_at
ENSMUSG00000038843	ENSMUST00000236139	92655_at
ENSMUSG00000038843	ENSMUST00000235184	92655_at
ENSMUSG00000038843	ENSMUST00000169897	92655_at
ENSMUSG00000038210	ENSMUST00000048026	104021_at
ENSMUSG00000038210	ENSMUST00000131495	104021_at
ENSMUSG00000078765	ENSMUST00000166960	160432_at
ENSMUSG00000078765	ENSMUST00000163330	160432_at
ENSMUSG00000078765	ENSMUST00000163848	160432_at
ENSMUSG00000078765	ENSMUST00000043273	160432_at
ENSMUSG00000078765	ENSMUST00000163654	160432_at
ENSMUSG00000078765	ENSMUST00000168222	160432_at
ENSMUSG00000078765	ENSMUST00000166510	160432_at
ENSMUSG00000078765	ENSMUST00000164438	160432_at
ENSMUSG00000078765	ENSMUST00000169911	160432_at
ENSMUSG00000078765	ENSMUST00000168229	160432_at
ENSMUSG00000078765	ENSMUST00000168555	160432_at
ENSMUSG00000078765	ENSMUST00000170453	160432_at
ENSMUSG00000078765	ENSMUST00000165773	160432_at
ENSMUSG00000078765	ENSMUST00000167501	160432_at
ENSMUSG00000078765	ENSMUST00000169071	160432_at
ENSMUSG00000078765	ENSMUST00000167024	160432_at
ENSMUSG00000078765	ENSMUST00000167361	160432_at
ENSMUSG00000078765	ENSMUST00000166257	160432_at
ENSMUSG00000078765	ENSMUST00000163464	160432_at
ENSMUSG00000078765	ENSMUST00000168333	160432_at
ENSMUSG00000078765	ENSMUST00000171850	160432_at
ENSMUSG00000078765	ENSMUST00000168931	160432_at
ENSMUSG00000078765	ENSMUST00000165543	160432_at
ENSMUSG00000078765	ENSMUST00000169962	160432_at
ENSMUSG00000078765	ENSMUST00000164365	160432_at
ENSMUSG00000078765	ENSMUST00000165722	160432_at
ENSMUSG00000078765	ENSMUST00000165009	160432_at
ENSMUSG00000078765	ENSMUST00000171364	160432_at
ENSMUSG00000078765	ENSMUST00000165524	160432_at
ENSMUSG00000053119	ENSMUST00000059462	96002_at
ENSMUSG00000053119	ENSMUST00000128382	96002_at
ENSMUSG00000024712	ENSMUST00000025617	97104_g_at
ENSMUSG00000024712	ENSMUST00000025617	97103_at
ENSMUSG00000024712	ENSMUST00000025617	101050_at
ENSMUSG00000024712	ENSMUST00000136162	97104_g_at
ENSMUSG00000024712	ENSMUST00000136162	97103_at
ENSMUSG00000024712	ENSMUST00000136162	101050_at
ENSMUSG00000024712	ENSMUST00000146171	101050_at
ENSMUSG00000001158	ENSMUST00000001186	99651_at
ENSMUSG00000001158	ENSMUST00000131674	99651_at
ENSMUSG00000001158	ENSMUST00000113683	99651_at
ENSMUSG00000007036	ENSMUST00000007251	99652_at
ENSMUSG00000007036	ENSMUST00000173846	99652_at
ENSMUSG00000007036	ENSMUST00000173247	99652_at
ENSMUSG00000025329	ENSMUST00000026378	95343_at
ENSMUSG00000024055	ENSMUST00000075253	104129_at
ENSMUSG00000024055	ENSMUST00000235098	104129_at
ENSMUSG00000024055	ENSMUST00000234534	104129_at
ENSMUSG00000003746	ENSMUST00000003843	160580_at
ENSMUSG00000003746	ENSMUST00000003843	160579_at
ENSMUSG00000003746	ENSMUST00000105470	160580_at
ENSMUSG00000003746	ENSMUST00000218317	160580_at
ENSMUSG00000003746	ENSMUST00000220088	160580_at
ENSMUSG00000025370	ENSMUST00000228307	94640_at
ENSMUSG00000025370	ENSMUST00000026432	94640_at
ENSMUSG00000021868	ENSMUST00000125881	99159_at
ENSMUSG00000021868	ENSMUST00000022419	99159_at
ENSMUSG00000030127	ENSMUST00000112439	92875_s_at
ENSMUSG00000030127	ENSMUST00000032220	92874_f_at
ENSMUSG00000030127	ENSMUST00000032220	92875_s_at
ENSMUSG00000030127	ENSMUST00000135645	92874_f_at
ENSMUSG00000030127	ENSMUST00000135645	92875_s_at
ENSMUSG00000030127	ENSMUST00000129976	92874_f_at
ENSMUSG00000030127	ENSMUST00000129976	92875_s_at
ENSMUSG00000030127	ENSMUST00000129446	92875_s_at
ENSMUSG00000033880	ENSMUST00000144529	97507_at
ENSMUSG00000033880	ENSMUST00000043722	97507_at
ENSMUSG00000041936	ENSMUST00000154494	97921_at
ENSMUSG00000041936	ENSMUST00000154494	104763_at
ENSMUSG00000041936	ENSMUST00000105574	97921_at
ENSMUSG00000041936	ENSMUST00000105574	104763_at
ENSMUSG00000041936	ENSMUST00000071248	97921_at
ENSMUSG00000041936	ENSMUST00000105575	97921_at
ENSMUSG00000041936	ENSMUST00000105575	104763_at
ENSMUSG00000041936	ENSMUST00000181062	97921_at
ENSMUSG00000041936	ENSMUST00000181062	104763_at
ENSMUSG00000041936	ENSMUST00000180572	97921_at
ENSMUSG00000041936	ENSMUST00000180572	104763_at
ENSMUSG00000027249	ENSMUST00000111335	101899_at
ENSMUSG00000027249	ENSMUST00000028681	101899_at
ENSMUSG00000110720	ENSMUST00000215196	93861_f_at
ENSMUSG00000110720	ENSMUST00000215196	93860_i_at
ENSMUSG00000111202	ENSMUST00000213811	103562_f_at
ENSMUSG00000032044	ENSMUST00000034543	104758_at
ENSMUSG00000032044	ENSMUST00000130552	104758_at
ENSMUSG00000032044	ENSMUST00000146571	104758_at
ENSMUSG00000092534	ENSMUST00000172958	95759_at
ENSMUSG00000030681	ENSMUST00000165096	103793_at
ENSMUSG00000044542	ENSMUST00000051159	100698_at
ENSMUSG00000044542	ENSMUST00000159179	100698_at
ENSMUSG00000044542	ENSMUST00000162420	100698_at
ENSMUSG00000046223	ENSMUST00000002284	102663_at
ENSMUSG00000046223	ENSMUST00000206514	102663_at
ENSMUSG00000046223	ENSMUST00000206636	102663_at
ENSMUSG00000039148	ENSMUST00000044207	98449_at
ENSMUSG00000039148	ENSMUST00000236511	98449_at
ENSMUSG00000039148	ENSMUST00000237915	98449_at
ENSMUSG00000026775	ENSMUST00000028117	97102_at
ENSMUSG00000026775	ENSMUST00000028117	104535_at
ENSMUSG00000027405	ENSMUST00000103198	95109_at
ENSMUSG00000027405	ENSMUST00000150745	95109_at
ENSMUSG00000027405	ENSMUST00000161543	95109_at
ENSMUSG00000027405	ENSMUST00000149955	95109_at
ENSMUSG00000027405	ENSMUST00000160976	95109_at
ENSMUSG00000027405	ENSMUST00000162063	95109_at
ENSMUSG00000027405	ENSMUST00000146454	95109_at
ENSMUSG00000027405	ENSMUST00000153353	95109_at
ENSMUSG00000027405	ENSMUST00000028890	95109_at
ENSMUSG00000027405	ENSMUST00000150401	95109_at
ENSMUSG00000027405	ENSMUST00000133351	95109_at
ENSMUSG00000027405	ENSMUST00000159373	95109_at
ENSMUSG00000027405	ENSMUST00000145335	95109_at
ENSMUSG00000076666	ENSMUST00000195706	93904_f_at
ENSMUSG00000076666	ENSMUST00000103475	93904_f_at
ENSMUSG00000047182	ENSMUST00000196511	94664_at
ENSMUSG00000047182	ENSMUST00000057314	94664_at
ENSMUSG00000031910	ENSMUST00000034385	99394_at
ENSMUSG00000031910	ENSMUST00000176144	99394_at
ENSMUSG00000030353	ENSMUST00000130454	102868_g_at
ENSMUSG00000030353	ENSMUST00000130454	102867_at
ENSMUSG00000030353	ENSMUST00000006311	102868_g_at
ENSMUSG00000030353	ENSMUST00000006311	102866_at
ENSMUSG00000030353	ENSMUST00000006311	102867_at
ENSMUSG00000030353	ENSMUST00000112157	102868_g_at
ENSMUSG00000030353	ENSMUST00000112157	102867_at
ENSMUSG00000024621	ENSMUST00000025523	104354_at
ENSMUSG00000024621	ENSMUST00000115268	104354_at
ENSMUSG00000025731	ENSMUST00000026827	98124_at
ENSMUSG00000025731	ENSMUST00000110456	98124_at
ENSMUSG00000025731	ENSMUST00000236426	98124_at
ENSMUSG00000025731	ENSMUST00000169308	98124_at
ENSMUSG00000054764	ENSMUST00000067984	101190_at
ENSMUSG00000054764	ENSMUST00000130141	101190_at
ENSMUSG00000054764	ENSMUST00000209488	101190_at
ENSMUSG00000020017	ENSMUST00000129421	92833_at
ENSMUSG00000020017	ENSMUST00000016031	92833_at
ENSMUSG00000020017	ENSMUST00000152883	92833_at
