Gene stable ID	Transcript stable ID	AFFY Rhesus probe
ENSMMUG00000004843	ENSMMUT00000086148	MmugDNA.27237.1.S1_at
ENSMMUG00000012822	ENSMMUT00000017988	MmunewRS.934.1.S1_at
ENSMMUG00000000173	ENSMMUT00000095858	MmugDNA.26416.1.S1_at
ENSMMUG00000056944	ENSMMUT00000081636	MmugDNA.35824.1.S1_at
ENSMMUG00000014888	ENSMMUT00000020889	MmugDNA.25908.1.S1_at
ENSMMUG00000018816	ENSMMUT00000046415	MmugDNA.197.1.S1_at
ENSMMUG00000002404	ENSMMUT00000073354	MmugDNA.35044.1.S1_at
ENSMMUG00000002404	ENSMMUT00000073354	MmugDNA.21035.1.S1_s_at
ENSMMUG00000014184	ENSMMUT00000019902	MmugDNA.34083.1.S1_s_at
ENSMMUG00000014184	ENSMMUT00000019902	MmuSTS.3005.1.S1_at
ENSMMUG00000014184	ENSMMUT00000019902	MmugDNA.34083.1.S1_at
ENSMMUG00000013170	ENSMMUT00000018476	MmuSTS.3194.1.S1_at
ENSMMUG00000013170	ENSMMUT00000018476	MmugDNA.32839.1.S1_at
ENSMMUG00000017669	ENSMMUT00000047824	MmugDNA.20984.1.S1_at
ENSMMUG00000019095	ENSMMUT00000026828	MmugDNA.36105.1.S1_at
ENSMMUG00000015783	ENSMMUT00000077928	Mmu.15708.2.S1_at
ENSMMUG00000015783	ENSMMUT00000077928	MmugDNA.38850.1.S1_s_at
ENSMMUG00000015783	ENSMMUT00000077928	MmugDNA.1428.1.S1_at
ENSMMUG00000013056	ENSMMUT00000075258	MmugDNA.5606.1.S1_at
ENSMMUG00000014133	ENSMMUT00000063506	MmugDNA.27593.1.S1_at
ENSMMUG00000043883	ENSMMUT00000057362	MmugDNA.21524.1.S1_at
ENSMMUG00000043883	ENSMMUT00000057362	MmugDNA.2036.1.S1_at
ENSMMUG00000043883	ENSMMUT00000057362	MmugDNA.21524.1.S1_s_at
ENSMMUG00000003310	ENSMMUT00000074614	MmugDNA.39789.1.S1_at
ENSMMUG00000003310	ENSMMUT00000074614	MmugDNA.39788.1.S1_at
ENSMMUG00000003310	ENSMMUT00000074614	MmugDNA.39787.1.S1_at
ENSMMUG00000053254	ENSMMUT00000097005	MmugDNA.38321.1.S1_at
ENSMMUG00000053254	ENSMMUT00000097005	Mmu.4997.1.S1_at
ENSMMUG00000050212	ENSMMUT00000104428	MmugDNA.29417.1.S1_at
ENSMMUG00000011658	ENSMMUT00000016333	MmuSTS.2761.1.S1_s_at
ENSMMUG00000011658	ENSMMUT00000016333	MmunewRS.471.1.S1_at
ENSMMUG00000001121	ENSMMUT00000092554	MmugDNA.42526.1.S1_at
ENSMMUG00000006952	ENSMMUT00000009726	MmugDNA.23564.1.S1_s_at
ENSMMUG00000006952	ENSMMUT00000009726	MmugDNA.23564.1.S1_at
ENSMMUG00000006952	ENSMMUT00000009726	MmugDNA.34049.1.S1_at
ENSMMUG00000052854	ENSMMUT00000081357	MmugDNA.22798.1.S1_at
ENSMMUG00000020234	ENSMMUT00000102964	MmugDNA.22110.1.S1_at
ENSMMUG00000010050	ENSMMUT00000055443	MmugDNA.16909.1.S1_at
ENSMMUG00000010050	ENSMMUT00000055443	MmuSTS.1145.1.S1_at
ENSMMUG00000021293	ENSMMUT00000041926	MmuSTS.364.1.S1_at
ENSMMUG00000021293	ENSMMUT00000041926	Mmu.11893.1.S1_at
ENSMMUG00000009789	ENSMMUT00000096285	MmugDNA.24384.1.S1_at
ENSMMUG00000009789	ENSMMUT00000096285	MmugDNA.36342.1.S1_s_at
ENSMMUG00000023315	ENSMMUT00000032801	MmuSTS.1377.1.S1_at
ENSMMUG00000001186	ENSMMUT00000001682	MmuSTS.3405.1.S1_at
ENSMMUG00000001186	ENSMMUT00000001682	MmugDNA.32466.1.S1_at
ENSMMUG00000010440	ENSMMUT00000084375	MmugDNA.17241.1.S1_at
ENSMMUG00000002183	ENSMMUT00000003085	MmugDNA.37149.1.S1_s_at
ENSMMUG00000002183	ENSMMUT00000003085	MmugDNA.6874.1.S1_at
ENSMMUG00000002183	ENSMMUT00000003085	MmugDNA.37149.1.S1_at
ENSMMUG00000062499	ENSMMUT00000080031	MmugDNA.41388.1.S1_at
ENSMMUG00000062499	ENSMMUT00000080031	MmugDNA.34838.1.S1_at
ENSMMUG00000062499	ENSMMUT00000080031	MmugDNA.29088.1.S1_at
ENSMMUG00000020234	ENSMMUT00000098844	MmugDNA.33621.1.S1_at
ENSMMUG00000013113	ENSMMUT00000018394	MmugDNA.4722.1.S1_at
ENSMMUG00000052559	ENSMMUT00000104526	MmugDNA.39534.1.S1_at
ENSMMUG00000017278	ENSMMUT00000024288	Mmu.13562.1.S1_at
ENSMMUG00000017278	ENSMMUT00000024288	MmuSTS.3392.1.S1_at
ENSMMUG00000017278	ENSMMUT00000024288	Mmu.13562.1.S1_x_at
ENSMMUG00000013170	ENSMMUT00000078768	MmuSTS.3194.1.S1_at
ENSMMUG00000013170	ENSMMUT00000078768	MmugDNA.32839.1.S1_at
ENSMMUG00000053254	ENSMMUT00000101874	Mmu.4997.1.S1_at
ENSMMUG00000008253	ENSMMUT00000080867	Mmu.11403.1.S1_at
ENSMMUG00000008253	ENSMMUT00000080867	MmugDNA.38138.1.S1_at
ENSMMUG00000008253	ENSMMUT00000080867	Mmu.11403.1.S1_x_at
ENSMMUG00000013892	ENSMMUT00000104883	MmugDNA.11224.1.S1_at
ENSMMUG00000019095	ENSMMUT00000108667	MmugDNA.36105.1.S1_at
ENSMMUG00000005751	ENSMMUT00000087749	MmugDNA.4818.1.S1_at
ENSMMUG00000015783	ENSMMUT00000072667	MmugDNA.38850.1.S1_s_at
ENSMMUG00000005323	ENSMMUT00000064793	Mmu.2810.1.S1_at
ENSMMUG00000005323	ENSMMUT00000064793	MmuSTS.142.1.S1_at
ENSMMUG00000002361	ENSMMUT00000060565	MmugDNA.2138.1.S1_s_at
ENSMMUG00000002361	ENSMMUT00000060565	MmugDNA.2138.1.S1_at
ENSMMUG00000002361	ENSMMUT00000060565	MmugDNA.39914.1.S1_at
ENSMMUG00000002361	ENSMMUT00000060565	MmugDNA.15051.1.S1_at
ENSMMUG00000016187	ENSMMUT00000038903	MmugDNA.29345.1.S1_at
ENSMMUG00000001121	ENSMMUT00000099045	MmugDNA.42526.1.S1_at
ENSMMUG00000017883	ENSMMUT00000025131	MmugDNA.9648.1.S1_at
ENSMMUG00000004843	ENSMMUT00000108122	MmugDNA.27237.1.S1_at
ENSMMUG00000020448	ENSMMUT00000028770	MmugDNA.22059.1.S1_at
ENSMMUG00000020806	ENSMMUT00000029274	MmugDNA.7810.1.S1_at
ENSMMUG00000023514	ENSMMUT00000033078	MmugDNA.39696.1.S1_at
ENSMMUG00000002719	ENSMMUT00000075142	MmugDNA.15305.1.S1_at
ENSMMUG00000053254	ENSMMUT00000083160	Mmu.4997.1.S1_at
ENSMMUG00000005125	ENSMMUT00000095213	MmugDNA.31043.1.S1_at
ENSMMUG00000005323	ENSMMUT00000106372	Mmu.2810.1.S1_at
ENSMMUG00000005323	ENSMMUT00000106372	MmuSTS.142.1.S1_at
ENSMMUG00000018996	ENSMMUT00000026698	MmugDNA.18534.1.S1_at
ENSMMUG00000011956	ENSMMUT00000016742	MmugDNA.26426.1.S1_at
ENSMMUG00000017883	ENSMMUT00000025129	MmugDNA.9648.1.S1_at
ENSMMUG00000000376	ENSMMUT00000072472	MmugDNA.34559.1.S1_at
ENSMMUG00000000376	ENSMMUT00000072472	MmuSTS.3820.1.S1_at
ENSMMUG00000020234	ENSMMUT00000016924	MmugDNA.4328.1.S1_at
ENSMMUG00000014689	ENSMMUT00000020595	MmugDNA.29604.1.S1_at
ENSMMUG00000016187	ENSMMUT00000095007	MmugDNA.29345.1.S1_at
ENSMMUG00000010897	ENSMMUT00000015253	MmugDNA.8475.1.S1_at
ENSMMUG00000059569	ENSMMUT00000107412	MmugDNA.5950.1.S1_at
ENSMMUG00000059569	ENSMMUT00000107412	MmugDNA.32587.1.S1_at
ENSMMUG00000007004	ENSMMUT00000041765	MmugDNA.28781.1.S1_s_at
ENSMMUG00000004314	ENSMMUT00000078645	MmugDNA.24091.1.S1_at
ENSMMUG00000004314	ENSMMUT00000078645	Mmu.10481.1.S1_at
ENSMMUG00000012782	ENSMMUT00000017932	Mmu.865.1.S1_at
ENSMMUG00000012782	ENSMMUT00000017932	MmuSTS.4655.1.S1_at
ENSMMUG00000014214	ENSMMUT00000026494	MmugDNA.646.1.S1_at
ENSMMUG00000014214	ENSMMUT00000026494	MmugDNA.5846.1.S1_at
ENSMMUG00000015783	ENSMMUT00000069380	MmugDNA.25003.1.S1_at
ENSMMUG00000015783	ENSMMUT00000069380	Mmu.15708.2.S1_at
ENSMMUG00000015783	ENSMMUT00000069380	MmugDNA.38850.1.S1_s_at
ENSMMUG00000015783	ENSMMUT00000069380	MmugDNA.1428.1.S1_at
ENSMMUG00000007534	ENSMMUT00000104332	MmugDNA.7752.1.S1_at
ENSMMUG00000014293	ENSMMUT00000025210	MmugDNA.6224.1.S1_at
ENSMMUG00000053254	ENSMMUT00000086321	Mmu.4997.1.S1_at
ENSMMUG00000017669	ENSMMUT00000095033	MmugDNA.20984.1.S1_at
ENSMMUG00000019590	ENSMMUT00000027512	Mmu.12751.1.S1_at
ENSMMUG00000019590	ENSMMUT00000027512	MmuSTS.4207.1.S1_at
ENSMMUG00000052851	ENSMMUT00000081552	MmugDNA.37540.1.S1_at
ENSMMUG00000002037	ENSMMUT00000002882	Mmu.11668.1.S1_at
ENSMMUG00000002037	ENSMMUT00000002882	MmuSTS.921.1.S1_at
ENSMMUG00000005961	ENSMMUT00000055396	MmuSTS.4442.1.S1_at
ENSMMUG00000016511	ENSMMUT00000023192	MmugDNA.20379.1.S1_at
ENSMMUG00000007741	ENSMMUT00000066962	MmuSTS.213.1.S1_at
ENSMMUG00000005751	ENSMMUT00000008077	MmugDNA.4818.1.S1_at
ENSMMUG00000002774	ENSMMUT00000003938	MmugDNA.25415.1.S1_at
ENSMMUG00000002774	ENSMMUT00000003938	MmugDNA.35532.1.S1_at
ENSMMUG00000049696	ENSMMUT00000082561	MmugDNA.10469.1.S1_at
ENSMMUG00000007678	ENSMMUT00000082911	Mmu.14814.1.S1_at
ENSMMUG00000007678	ENSMMUT00000082911	MmugDNA.31406.1.S1_at
ENSMMUG00000005323	ENSMMUT00000089692	Mmu.2810.1.S1_at
ENSMMUG00000005323	ENSMMUT00000089692	MmuSTS.142.1.S1_at
ENSMMUG00000018123	ENSMMUT00000039443	MmuSTS.3666.1.S1_at
ENSMMUG00000016899	ENSMMUT00000068445	Mmu.1218.1.S1_at
ENSMMUG00000016899	ENSMMUT00000068445	MmugDNA.40148.1.S1_at
ENSMMUG00000006615	ENSMMUT00000009255	Mmu.7752.1.S1_at
ENSMMUG00000006615	ENSMMUT00000009255	MmugDNA.28335.1.S1_at
ENSMMUG00000006615	ENSMMUT00000009255	MmuSTS.2593.1.S1_at
ENSMMUG00000037981	ENSMMUT00000053377	MmugDNA.2246.1.S1_at
ENSMMUG00000037981	ENSMMUT00000053377	MmugDNA.27259.1.S1_at
ENSMMUG00000029885	ENSMMUT00000064202	MmugDNA.39607.1.S1_at
ENSMMUG00000001259	ENSMMUT00000001783	MmugDNA.35635.1.S1_at
ENSMMUG00000005612	ENSMMUT00000055232	MmugDNA.15005.1.S1_at
ENSMMUG00000005612	ENSMMUT00000055232	MmugDNA.12940.1.S1_at
ENSMMUG00000005612	ENSMMUT00000055232	Mmu.7638.1.S1_at
ENSMMUG00000005612	ENSMMUT00000055232	MmugDNA.10260.1.S1_at
ENSMMUG00000002719	ENSMMUT00000003869	MmugDNA.15305.1.S1_at
ENSMMUG00000020234	ENSMMUT00000103010	MmugDNA.22110.1.S1_at
ENSMMUG00000003386	ENSMMUT00000044328	MmugDNA.7711.1.S1_at
ENSMMUG00000003386	ENSMMUT00000044328	MmuSTS.1551.1.S1_at
ENSMMUG00000003386	ENSMMUT00000044328	MmugDNA.23371.1.S1_at
ENSMMUG00000017278	ENSMMUT00000044622	Mmu.13562.1.S1_at
ENSMMUG00000017278	ENSMMUT00000044622	MmuSTS.3392.1.S1_at
ENSMMUG00000017278	ENSMMUT00000044622	Mmu.13562.1.S1_x_at
ENSMMUG00000049696	ENSMMUT00000083138	MmugDNA.10469.1.S1_at
ENSMMUG00000008253	ENSMMUT00000086450	Mmu.11403.1.S1_at
ENSMMUG00000008253	ENSMMUT00000086450	MmugDNA.38138.1.S1_at
ENSMMUG00000008253	ENSMMUT00000086450	Mmu.11403.1.S1_x_at
ENSMMUG00000011009	ENSMMUT00000015392	MmugDNA.14188.1.S1_at
ENSMMUG00000016187	ENSMMUT00000097798	MmugDNA.29345.1.S1_at
ENSMMUG00000021515	ENSMMUT00000030283	MmugDNA.38579.1.S1_at
ENSMMUG00000007860	ENSMMUT00000011021	MmugDNA.24732.1.S1_at
ENSMMUG00000007860	ENSMMUT00000011021	MmugDNA.7964.1.S1_at
ENSMMUG00000007860	ENSMMUT00000011021	MmugDNA.24732.1.S1_s_at
ENSMMUG00000011292	ENSMMUT00000087544	MmugDNA.14660.1.S1_at
ENSMMUG00000011292	ENSMMUT00000087544	Mmu.5593.1.S1_at
ENSMMUG00000010050	ENSMMUT00000014033	MmugDNA.16909.1.S1_at
ENSMMUG00000008605	ENSMMUT00000009540	MmugDNA.30674.1.S1_at
ENSMMUG00000008605	ENSMMUT00000009540	MmugDNA.25270.1.S1_at
ENSMMUG00000008605	ENSMMUT00000009540	MmuSTS.1781.1.S1_at
ENSMMUG00000008605	ENSMMUT00000009540	MmugDNA.25270.1.S1_s_at
ENSMMUG00000008605	ENSMMUT00000009540	MmugDNA.39628.1.S1_at
ENSMMUG00000009205	ENSMMUT00000071248	MmugDNA.18408.1.S1_at
ENSMMUG00000009205	ENSMMUT00000071248	MmuSTS.645.1.S1_at
ENSMMUG00000020795	ENSMMUT00000084238	MmugDNA.12023.1.S1_s_at
ENSMMUG00000020795	ENSMMUT00000084238	MmugDNA.2915.1.S1_at
ENSMMUG00000018483	ENSMMUT00000080092	MmuSTS.2141.1.S1_at
ENSMMUG00000014214	ENSMMUT00000105550	MmugDNA.646.1.S1_at
ENSMMUG00000014214	ENSMMUT00000105550	MmugDNA.5846.1.S1_at
ENSMMUG00000000376	ENSMMUT00000054599	MmugDNA.34559.1.S1_at
ENSMMUG00000000376	ENSMMUT00000054599	MmuSTS.3820.1.S1_at
ENSMMUG00000053254	ENSMMUT00000104843	Mmu.4997.1.S1_at
ENSMMUG00000010897	ENSMMUT00000054464	MmuSTS.1210.1.S1_at
ENSMMUG00000010897	ENSMMUT00000054464	MmugDNA.8475.1.S1_at
ENSMMUG00000000670	ENSMMUT00000086691	MmugDNA.12262.1.S1_at
ENSMMUG00000000670	ENSMMUT00000086691	MmugDNA.42201.1.S1_at
ENSMMUG00000001008	ENSMMUT00000074478	MmugDNA.10567.1.S1_at
ENSMMUG00000001008	ENSMMUT00000074478	MmugDNA.12872.1.S1_at
ENSMMUG00000001008	ENSMMUT00000074478	MmugDNA.3023.1.S1_at
ENSMMUG00000001008	ENSMMUT00000074478	MmuSTS.3849.1.S1_at
ENSMMUG00000014073	ENSMMUT00000019758	MmugDNA.3190.1.S1_at
ENSMMUG00000003310	ENSMMUT00000079142	MmugDNA.39789.1.S1_at
ENSMMUG00000003310	ENSMMUT00000079142	MmugDNA.39788.1.S1_at
ENSMMUG00000003310	ENSMMUT00000079142	MmugDNA.39787.1.S1_at
ENSMMUG00000007685	ENSMMUT00000106929	MmugDNA.17787.1.S1_at
ENSMMUG00000007685	ENSMMUT00000106929	MmugDNA.42152.1.S1_at
ENSMMUG00000007685	ENSMMUT00000106929	MmugDNA.24160.1.S1_at
ENSMMUG00000011956	ENSMMUT00000016740	MmugDNA.26426.1.S1_at
ENSMMUG00000006615	ENSMMUT00000085148	Mmu.7752.1.S1_at
ENSMMUG00000006615	ENSMMUT00000085148	MmugDNA.28335.1.S1_at
ENSMMUG00000006615	ENSMMUT00000085148	MmuSTS.2593.1.S1_at
ENSMMUG00000014293	ENSMMUT00000104869	MmugDNA.6224.1.S1_at
ENSMMUG00000029510	ENSMMUT00000094179	MmugDNA.41462.1.S1_at
ENSMMUG00000004843	ENSMMUT00000106351	MmugDNA.27237.1.S1_at
ENSMMUG00000005906	ENSMMUT00000098122	MmugDNA.9206.1.S1_at
ENSMMUG00000005906	ENSMMUT00000098122	MmugDNA.14670.1.S1_at
ENSMMUG00000009160	ENSMMUT00000058322	MmugDNA.43218.1.S1_at
ENSMMUG00000000172	ENSMMUT00000000254	MmuSTS.2800.1.S1_at
ENSMMUG00000007860	ENSMMUT00000077248	MmugDNA.24732.1.S1_at
ENSMMUG00000007860	ENSMMUT00000077248	MmugDNA.7964.1.S1_at
ENSMMUG00000007860	ENSMMUT00000077248	MmugDNA.24732.1.S1_s_at
ENSMMUG00000022119	ENSMMUT00000031117	MmugDNA.33095.1.S1_at
ENSMMUG00000022119	ENSMMUT00000031117	MmugDNA.1908.1.S1_at
ENSMMUG00000022119	ENSMMUT00000031117	MmugDNA.15669.1.S1_at
ENSMMUG00000022119	ENSMMUT00000031117	MmugDNA.1908.1.S1_s_at
ENSMMUG00000009472	ENSMMUT00000013222	MmuSTS.3445.1.S1_at
ENSMMUG00000014915	ENSMMUT00000020921	MmugDNA.20244.1.S1_at
ENSMMUG00000014915	ENSMMUT00000020921	MmugDNA.41582.1.S1_at
ENSMMUG00000014915	ENSMMUT00000020921	MmugDNA.38336.1.S1_at
ENSMMUG00000012244	ENSMMUT00000096395	MmugDNA.17223.1.S1_at
ENSMMUG00000010169	ENSMMUT00000103124	MmuSTS.3277.1.S1_at
ENSMMUG00000010169	ENSMMUT00000103124	MmugDNA.36532.1.S1_at
ENSMMUG00000017883	ENSMMUT00000090588	MmugDNA.9648.1.S1_at
ENSMMUG00000001121	ENSMMUT00000001582	MmugDNA.20590.1.S1_at
ENSMMUG00000001121	ENSMMUT00000001582	MmugDNA.20589.1.S1_at
ENSMMUG00000001121	ENSMMUT00000001582	MmugDNA.5162.1.S1_at
ENSMMUG00000004314	ENSMMUT00000098986	MmugDNA.24091.1.S1_at
ENSMMUG00000020558	ENSMMUT00000107978	MmuSTS.4372.1.S1_at
ENSMMUG00000020558	ENSMMUT00000107978	MmugDNA.5616.1.S1_at
ENSMMUG00000015613	ENSMMUT00000062832	MmugDNA.36000.1.S1_at
ENSMMUG00000020234	ENSMMUT00000099540	MmugDNA.33621.1.S1_at
ENSMMUG00000017278	ENSMMUT00000024287	Mmu.13562.1.S1_at
ENSMMUG00000017278	ENSMMUT00000024287	MmuSTS.3392.1.S1_at
ENSMMUG00000017278	ENSMMUT00000024287	Mmu.13562.1.S1_x_at
ENSMMUG00000003386	ENSMMUT00000083805	MmugDNA.7711.1.S1_at
ENSMMUG00000003386	ENSMMUT00000083805	MmuSTS.1551.1.S1_at
ENSMMUG00000003386	ENSMMUT00000083805	MmugDNA.23371.1.S1_at
ENSMMUG00000002742	ENSMMUT00000102257	MmuSTS.1040.1.S1_at
ENSMMUG00000004843	ENSMMUT00000062314	MmugDNA.27237.1.S1_at
ENSMMUG00000016187	ENSMMUT00000038906	MmugDNA.29345.1.S1_at
ENSMMUG00000013892	ENSMMUT00000019503	MmugDNA.11224.1.S1_at
ENSMMUG00000011956	ENSMMUT00000043262	MmugDNA.26426.1.S1_at
ENSMMUG00000005612	ENSMMUT00000044972	MmugDNA.42567.1.S1_s_at
ENSMMUG00000005612	ENSMMUT00000044972	MmugDNA.24556.1.S1_at
ENSMMUG00000018483	ENSMMUT00000025993	MmuSTS.2141.1.S1_at
ENSMMUG00000006615	ENSMMUT00000108583	Mmu.7752.1.S1_at
ENSMMUG00000006615	ENSMMUT00000108583	MmugDNA.28335.1.S1_at
ENSMMUG00000006615	ENSMMUT00000108583	MmuSTS.2593.1.S1_at
ENSMMUG00000039562	ENSMMUT00000080727	MmuSTS.1380.1.S1_at
ENSMMUG00000039562	ENSMMUT00000080727	MmugDNA.41992.1.S1_at
ENSMMUG00000014214	ENSMMUT00000019949	MmugDNA.9730.1.S1_at
ENSMMUG00000014073	ENSMMUT00000069163	MmugDNA.3190.1.S1_at
ENSMMUG00000005962	ENSMMUT00000008346	MmuSTS.1605.1.S1_at
ENSMMUG00000005962	ENSMMUT00000008346	MmugDNA.10665.1.S1_at
ENSMMUG00000059569	ENSMMUT00000000651	MmugDNA.5950.1.S1_at
ENSMMUG00000059569	ENSMMUT00000000651	MmugDNA.32587.1.S1_at
ENSMMUG00000031853	ENSMMUT00000046410	MmugDNA.24263.1.S1_at
ENSMMUG00000005323	ENSMMUT00000104148	Mmu.2810.1.S1_at
ENSMMUG00000005323	ENSMMUT00000104148	MmuSTS.142.1.S1_at
ENSMMUG00000000172	ENSMMUT00000079930	MmuSTS.2800.1.S1_at
ENSMMUG00000020912	ENSMMUT00000060763	MmuSTS.2191.1.S1_at
ENSMMUG00000020912	ENSMMUT00000060763	MmugDNA.17894.1.S1_at
ENSMMUG00000008253	ENSMMUT00000096055	Mmu.11403.1.S1_at
ENSMMUG00000008253	ENSMMUT00000096055	MmugDNA.38138.1.S1_at
ENSMMUG00000008253	ENSMMUT00000096055	Mmu.11403.1.S1_x_at
ENSMMUG00000005198	ENSMMUT00000007320	Mmu.14710.1.S1_at
ENSMMUG00000005198	ENSMMUT00000007320	MmugDNA.2050.1.S1_at
ENSMMUG00000008780	ENSMMUT00000103874	MmuSTS.3248.1.S1_at
ENSMMUG00000006494	ENSMMUT00000009103	MmugDNA.39171.1.S1_at
ENSMMUG00000006615	ENSMMUT00000085331	Mmu.7752.1.S1_at
ENSMMUG00000006615	ENSMMUT00000085331	MmugDNA.28335.1.S1_at
ENSMMUG00000011292	ENSMMUT00000068933	MmugDNA.14660.1.S1_at
ENSMMUG00000011292	ENSMMUT00000068933	Mmu.5593.1.S1_at
ENSMMUG00000052879	ENSMMUT00000102020	MmugDNA.3732.1.S1_at
ENSMMUG00000052879	ENSMMUT00000102020	MmugDNA.38318.1.S1_at
ENSMMUG00000052879	ENSMMUT00000102020	MmugDNA.35439.1.S1_s_at
ENSMMUG00000052879	ENSMMUT00000102020	MmugDNA.10872.1.S1_at
ENSMMUG00000041036	ENSMMUT00000072640	MmugDNA.6636.1.S1_at
ENSMMUG00000018994	ENSMMUT00000108800	MmuSTS.974.1.S1_at
ENSMMUG00000018994	ENSMMUT00000108800	MmugDNA.35625.1.S1_s_at
ENSMMUG00000018994	ENSMMUT00000108800	MmugDNA.35627.1.S1_at
ENSMMUG00000020795	ENSMMUT00000101114	MmugDNA.12023.1.S1_s_at
ENSMMUG00000020795	ENSMMUT00000101114	MmugDNA.2915.1.S1_at
ENSMMUG00000012782	ENSMMUT00000017933	Mmu.865.1.S1_at
ENSMMUG00000012782	ENSMMUT00000017933	MmuSTS.4655.1.S1_at
ENSMMUG00000016203	ENSMMUT00000086283	MmugDNA.20093.1.S1_at
ENSMMUG00000005989	ENSMMUT00000073534	MmugDNA.17083.1.S1_at
ENSMMUG00000052851	ENSMMUT00000106255	MmugDNA.37540.1.S1_at
ENSMMUG00000055983	ENSMMUT00000104307	MmugDNA.30834.1.S1_at
ENSMMUG00000007534	ENSMMUT00000057727	MmugDNA.7752.1.S1_at
ENSMMUG00000021515	ENSMMUT00000076254	MmugDNA.38579.1.S1_at
ENSMMUG00000012463	ENSMMUT00000041083	MmugDNA.10235.1.S1_at
ENSMMUG00000020234	ENSMMUT00000091214	MmugDNA.27469.1.S1_at
ENSMMUG00000020234	ENSMMUT00000091214	MmugDNA.22110.1.S1_at
ENSMMUG00000002742	ENSMMUT00000066353	MmuSTS.1040.1.S1_at
ENSMMUG00000020711	ENSMMUT00000029134	MmugDNA.13766.1.S1_at
ENSMMUG00000020711	ENSMMUT00000029134	MmugDNA.12929.1.S1_at
ENSMMUG00000020711	ENSMMUT00000029134	MmugDNA.42788.1.S1_at
ENSMMUG00000031826	ENSMMUT00000046343	MmuSTS.2566.1.S1_at
ENSMMUG00000017287	ENSMMUT00000084032	MmugDNA.27151.1.S1_at
ENSMMUG00000017287	ENSMMUT00000084032	MmugDNA.14055.1.S1_at
ENSMMUG00000017287	ENSMMUT00000084032	MmugDNA.27150.1.S1_at
ENSMMUG00000059401	ENSMMUT00000082477	MmugDNA.33894.1.S1_at
ENSMMUG00000059401	ENSMMUT00000082477	MmugDNA.37982.1.S1_at
ENSMMUG00000059401	ENSMMUT00000082477	MmugDNA.43434.1.S1_at
ENSMMUG00000009160	ENSMMUT00000088125	MmugDNA.43218.1.S1_at
ENSMMUG00000009160	ENSMMUT00000088125	MmugDNA.43219.1.S1_at
ENSMMUG00000049722	ENSMMUT00000101955	MmugDNA.2704.1.S1_at
ENSMMUG00000016948	ENSMMUT00000023810	MmugDNA.6490.1.S1_at
ENSMMUG00000016948	ENSMMUT00000023810	MmugDNA.6489.1.S1_at
ENSMMUG00000016023	ENSMMUT00000104673	MmugDNA.27107.1.S1_at
ENSMMUG00000039562	ENSMMUT00000062354	MmuSTS.1380.1.S1_at
ENSMMUG00000039562	ENSMMUT00000062354	MmugDNA.41992.1.S1_at
ENSMMUG00000023598	ENSMMUT00000014895	MmugDNA.31661.1.S1_at
ENSMMUG00000023598	ENSMMUT00000014895	MmuSTS.2198.1.S1_at
ENSMMUG00000000376	ENSMMUT00000079249	MmugDNA.34559.1.S1_at
ENSMMUG00000000376	ENSMMUT00000079249	MmuSTS.3820.1.S1_at
ENSMMUG00000003310	ENSMMUT00000092663	MmugDNA.39789.1.S1_at
ENSMMUG00000003310	ENSMMUT00000092663	MmugDNA.39788.1.S1_at
ENSMMUG00000003310	ENSMMUT00000092663	MmugDNA.39787.1.S1_at
ENSMMUG00000017892	ENSMMUT00000025144	MmuSTS.1048.1.S1_at
ENSMMUG00000061972	ENSMMUT00000106571	MmugDNA.12691.1.S1_at
ENSMMUG00000029510	ENSMMUT00000077020	MmugDNA.41462.1.S1_at
ENSMMUG00000017883	ENSMMUT00000081664	MmugDNA.9648.1.S1_at
ENSMMUG00000001121	ENSMMUT00000001581	MmugDNA.23011.1.S1_at
ENSMMUG00000001121	ENSMMUT00000001581	MmugDNA.6981.1.S1_at
ENSMMUG00000002651	ENSMMUT00000070571	MmugDNA.43310.1.S1_at
ENSMMUG00000000172	ENSMMUT00000069659	MmuSTS.2800.1.S1_at
ENSMMUG00000001186	ENSMMUT00000001683	MmuSTS.3405.1.S1_at
ENSMMUG00000001186	ENSMMUT00000001683	MmugDNA.32466.1.S1_at
ENSMMUG00000002317	ENSMMUT00000003281	MmugDNA.32319.1.S1_at
ENSMMUG00000002317	ENSMMUT00000003281	MmugDNA.1003.1.S1_at
ENSMMUG00000002317	ENSMMUT00000003281	MmugDNA.20220.1.S1_at
ENSMMUG00000031853	ENSMMUT00000077279	MmugDNA.24263.1.S1_at
ENSMMUG00000063522	ENSMMUT00000085081	MmugDNA.24390.1.S1_at
ENSMMUG00000020540	ENSMMUT00000028904	MmugDNA.43498.1.S1_at
ENSMMUG00000020540	ENSMMUT00000028904	MmugDNA.11603.1.S1_s_at
ENSMMUG00000029787	ENSMMUT00000040900	MmugDNA.3320.1.S1_at
ENSMMUG00000029787	ENSMMUT00000040900	MmugDNA.22102.1.S1_at
ENSMMUG00000029787	ENSMMUT00000040900	MmuSTS.4454.1.S1_at
ENSMMUG00000008253	ENSMMUT00000016928	Mmu.11403.1.S1_at
ENSMMUG00000008253	ENSMMUT00000016928	MmugDNA.38138.1.S1_at
ENSMMUG00000008253	ENSMMUT00000016928	Mmu.11403.1.S1_x_at
ENSMMUG00000022154	ENSMMUT00000031173	MmugDNA.40332.1.S1_at
