Gene stable ID	Transcript stable ID	AFFY HG U95D probe
ENSG00000110422	ENST00000303296	73191_r_at
ENSG00000110422	ENST00000303296	77291_at
ENSG00000110422	ENST00000303296	80550_at
ENSG00000110422	ENST00000379016	73191_r_at
ENSG00000110422	ENST00000379016	77291_at
ENSG00000110422	ENST00000379016	80550_at
ENSG00000110422	ENST00000456517	77291_at
ENSG00000110422	ENST00000456517	80550_at
ENSG00000249955	ENST00000508955	89126_at
ENSG00000198948	ENST00000506110	89565_at
ENSG00000198948	ENST00000514683	89565_at
ENSG00000159792	ENST00000291041	81081_at
ENSG00000138079	ENST00000260649	77704_at
ENSG00000139645	ENST00000267116	71401_at
ENSG00000213398	ENST00000573846	85158_at
ENSG00000213398	ENST00000573846	84957_at
ENSG00000213398	ENST00000575277	85158_at
ENSG00000213398	ENST00000575277	84957_at
ENSG00000198898	ENST00000461878	73361_at
ENSG00000144649	ENST00000273146	75545_at
ENSG00000144649	ENST00000488863	75545_at
ENSG00000144649	ENST00000430121	75545_at
ENSG00000245213	ENST00000660750	76223_at
ENSG00000124067	ENST00000316341	84957_at
ENSG00000124067	ENST00000422611	84957_at
ENSG00000164104	ENST00000296503	74677_at
ENSG00000164104	ENST00000438704	74677_at
ENSG00000164104	ENST00000446922	74677_at
ENSG00000164104	ENST00000511316	74677_at
ENSG00000164104	ENST00000506267	74677_at
ENSG00000272870	ENST00000658397	91119_at
ENSG00000272870	ENST00000666010	91119_at
ENSG00000272870	ENST00000609153	91119_at
ENSG00000272870	ENST00000608794	91119_at
ENSG00000286039	ENST00000652035	76441_at
ENSG00000164107	ENST00000359562	68465_at
ENSG00000170445	ENST00000675898	74823_f_at
ENSG00000170445	ENST00000675355	74823_f_at
ENSG00000170445	ENST00000675967	74823_f_at
ENSG00000170445	ENST00000675763	74823_f_at
ENSG00000170445	ENST00000675698	74823_f_at
ENSG00000170445	ENST00000676327	74823_f_at
ENSG00000170445	ENST00000675094	74823_f_at
ENSG00000170445	ENST00000506579	74823_f_at
ENSG00000170445	ENST00000675851	74823_f_at
ENSG00000170445	ENST00000675366	74823_f_at
ENSG00000170445	ENST00000674523	74823_f_at
ENSG00000170445	ENST00000431330	74823_f_at
ENSG00000170445	ENST00000457527	74823_f_at
ENSG00000170445	ENST00000675827	74823_f_at
ENSG00000170445	ENST00000504156	74823_f_at
ENSG00000170445	ENST00000504366	74823_f_at
ENSG00000170445	ENST00000307633	74823_f_at
ENSG00000170445	ENST00000509087	74823_f_at
ENSG00000170445	ENST00000438307	74823_f_at
ENSG00000170445	ENST00000645491	74823_f_at
ENSG00000170445	ENST00000512396	74823_f_at
ENSG00000170445	ENST00000675204	74823_f_at
ENSG00000170445	ENST00000646229	74823_f_at
ENSG00000170445	ENST00000643686	74823_f_at
ENSG00000170445	ENST00000507746	74823_f_at
ENSG00000170445	ENST00000415192	74823_f_at
ENSG00000254619	ENST00000527270	76595_at
ENSG00000255133	ENST00000525320	72209_at
ENSG00000011198	ENST00000649763	80687_at
ENSG00000011198	ENST00000454293	80687_at
ENSG00000135387	ENST00000341394	90166_r_at
ENSG00000135387	ENST00000526477	90166_r_at
ENSG00000135387	ENST00000389645	90166_r_at
ENSG00000135387	ENST00000528856	90166_r_at
ENSG00000135387	ENST00000534042	90166_r_at
ENSG00000135387	ENST00000531668	77867_at
ENSG00000135387	ENST00000533562	77867_at
ENSG00000272121	ENST00000606217	78171_at
ENSG00000173769	ENST00000309765	90796_at
ENSG00000173769	ENST00000309765	78148_at
ENSG00000257727	ENST00000546937	79504_at
ENSG00000257727	ENST00000273308	79504_at
ENSG00000257727	ENST00000553191	79504_at
ENSG00000257727	ENST00000551475	79504_at
ENSG00000257727	ENST00000551286	79504_at
ENSG00000179152	ENST00000444602	90082_r_at
ENSG00000143919	ENST00000402247	78272_at
ENSG00000143919	ENST00000407131	78272_at
ENSG00000143919	ENST00000403853	78272_at
ENSG00000143919	ENST00000378494	78272_at
ENSG00000143919	ENST00000454433	78272_at
ENSG00000143919	ENST00000477623	78272_at
ENSG00000143919	ENST00000428929	78272_at
ENSG00000143919	ENST00000428993	78272_at
ENSG00000259439	ENST00000437916	69027_at
ENSG00000164118	ENST00000503780	79123_at
ENSG00000164118	ENST00000457424	79123_at
ENSG00000164118	ENST00000457424	90193_at
ENSG00000164118	ENST00000396791	79123_at
ENSG00000164118	ENST00000396791	90193_at
ENSG00000164118	ENST00000515299	79123_at
ENSG00000164118	ENST00000508483	79123_at
ENSG00000164118	ENST00000296519	79123_at
ENSG00000164118	ENST00000426172	79123_at
ENSG00000164118	ENST00000426172	90193_at
ENSG00000196345	ENST00000426540	84814_at
ENSG00000196345	ENST00000431636	84814_at
ENSG00000196345	ENST00000341840	84814_at
ENSG00000196345	ENST00000273320	84814_at
ENSG00000196345	ENST00000447279	84814_at
ENSG00000196345	ENST00000496563	84814_at
ENSG00000196345	ENST00000419137	84814_at
ENSG00000170581	ENST00000556539	91777_s_at
ENSG00000170581	ENST00000314128	91777_s_at
ENSG00000170581	ENST00000651301	91777_s_at
ENSG00000170581	ENST00000651915	91777_s_at
ENSG00000170581	ENST00000651078	91777_s_at
ENSG00000170581	ENST00000651805	91777_s_at
ENSG00000170581	ENST00000652091	91777_s_at
ENSG00000170581	ENST00000651934	91777_s_at
ENSG00000170581	ENST00000652741	91777_s_at
ENSG00000170581	ENST00000650805	91777_s_at
ENSG00000170581	ENST00000652624	91777_s_at
ENSG00000170581	ENST00000556140	91777_s_at
ENSG00000170581	ENST00000651967	91777_s_at
ENSG00000170581	ENST00000652398	91777_s_at
ENSG00000170581	ENST00000651339	91777_s_at
ENSG00000072736	ENST00000575270	89554_at
ENSG00000168594	ENST00000507969	78985_at
ENSG00000168594	ENST00000513477	78985_at
ENSG00000168594	ENST00000505141	78985_at
ENSG00000168594	ENST00000502305	78985_at
ENSG00000168594	ENST00000510280	78985_at
ENSG00000168594	ENST00000515538	78985_at
ENSG00000168594	ENST00000404450	77050_at
ENSG00000168594	ENST00000514159	77050_at
ENSG00000168594	ENST00000359240	77050_at
ENSG00000168594	ENST00000359240	78985_at
ENSG00000168594	ENST00000615367	77050_at
ENSG00000168594	ENST00000615367	78985_at
ENSG00000168594	ENST00000445694	77050_at
ENSG00000168594	ENST00000445694	78985_at
ENSG00000168594	ENST00000618444	77050_at
ENSG00000267309	ENST00000592087	78027_at
ENSG00000186020	ENST00000452073	81227_at
ENSG00000186020	ENST00000452073	91471_at
ENSG00000186020	ENST00000590656	81227_at
ENSG00000186020	ENST00000590656	91471_at
ENSG00000186020	ENST00000591340	81227_at
ENSG00000186020	ENST00000591340	91471_at
ENSG00000186020	ENST00000334116	81227_at
ENSG00000186020	ENST00000334116	91471_at
ENSG00000186020	ENST00000586115	81227_at
ENSG00000186020	ENST00000586115	91471_at
ENSG00000186020	ENST00000585983	81227_at
ENSG00000186020	ENST00000585983	91471_at
ENSG00000186020	ENST00000585960	81227_at
ENSG00000186020	ENST00000585960	91471_at
ENSG00000250565	ENST00000306448	89901_s_at
ENSG00000250565	ENST00000522587	89901_s_at
ENSG00000105989	ENST00000647844	90436_at
ENSG00000105989	ENST00000647844	76179_at
ENSG00000105989	ENST00000265441	90436_at
ENSG00000105989	ENST00000265441	76179_at
ENSG00000105989	ENST00000449446	90436_at
ENSG00000119729	ENST00000238738	82984_at
ENSG00000001626	ENST00000673785	77392_at
ENSG00000001626	ENST00000436097	77392_at
ENSG00000133216	ENST00000374630	80277_at
ENSG00000133216	ENST00000400191	80277_at
ENSG00000225975	ENST00000433232	76837_at
ENSG00000225975	ENST00000665321	76837_at
ENSG00000225975	ENST00000590952	76837_at
ENSG00000225975	ENST00000425254	76837_at
ENSG00000189042	ENST00000536254	79937_at
ENSG00000189042	ENST00000360729	79937_at
ENSG00000189042	ENST00000588311	88703_at
ENSG00000189042	ENST00000588311	79937_at
ENSG00000189042	ENST00000585696	79937_at
ENSG00000189042	ENST00000589264	88703_at
ENSG00000189042	ENST00000591308	88703_at
ENSG00000255271	ENST00000527984	85847_at
ENSG00000168438	ENST00000606893	91158_at
ENSG00000168438	ENST00000606893	77496_at
ENSG00000168438	ENST00000368932	91158_at
ENSG00000168438	ENST00000368932	77496_at
ENSG00000168438	ENST00000307731	91158_at
ENSG00000168438	ENST00000307731	77496_at
ENSG00000112852	ENST00000194155	80021_r_at
ENSG00000112852	ENST00000622947	80021_r_at
ENSG00000267353	ENST00000588717	78070_at
ENSG00000197863	ENST00000356725	73212_at
ENSG00000197863	ENST00000528994	73212_at
ENSG00000197863	ENST00000586323	73212_at
ENSG00000197863	ENST00000525288	73212_at
ENSG00000197863	ENST00000527645	73212_at
ENSG00000197863	ENST00000613249	73212_at
ENSG00000197863	ENST00000614179	73212_at
ENSG00000197863	ENST00000615484	73212_at
ENSG00000113209	ENST00000231134	80019_at
ENSG00000135423	ENST00000471282	71127_at
ENSG00000135423	ENST00000491880	71127_at
ENSG00000280336	ENST00000623581	80382_at
ENSG00000113212	ENST00000231137	89089_at
ENSG00000203797	ENST00000368923	77604_at
ENSG00000203797	ENST00000479373	77604_at
ENSG00000203797	ENST00000368924	77604_at
ENSG00000272674	ENST00000609684	83739_at
ENSG00000120327	ENST00000239449	76812_at
ENSG00000120327	ENST00000624896	76812_at
ENSG00000262096	ENST00000570871	67448_at
ENSG00000262096	ENST00000625133	67448_at
ENSG00000113248	ENST00000231173	77985_at
ENSG00000169964	ENST00000477126	91518_at
ENSG00000148735	ENST00000361048	92039_at
ENSG00000148735	ENST00000369310	88758_at
ENSG00000148735	ENST00000369309	92039_at
ENSG00000148735	ENST00000354462	92039_at
ENSG00000148735	ENST00000448805	88758_at
ENSG00000169641	ENST00000302291	67162_r_at
ENSG00000169641	ENST00000314174	67162_r_at
ENSG00000169641	ENST00000471849	67162_r_at
ENSG00000169641	ENST00000475164	67162_r_at
ENSG00000169641	ENST00000418342	67162_r_at
ENSG00000249883	ENST00000506917	82558_at
ENSG00000253731	ENST00000610583	85538_r_at
ENSG00000253731	ENST00000610583	67618_at
ENSG00000253731	ENST00000610583	85216_at
ENSG00000163812	ENST00000339420	89847_at
ENSG00000163812	ENST00000424952	89847_at
ENSG00000196865	ENST00000369301	81721_at
ENSG00000196967	ENST00000292841	81385_at
ENSG00000196967	ENST00000356958	81385_at
ENSG00000196967	ENST00000392157	81385_at
ENSG00000128534	ENST00000249299	74600_g_at
ENSG00000128534	ENST00000424702	74600_g_at
ENSG00000128534	ENST00000424702	74597_at
ENSG00000128534	ENST00000422760	74600_g_at
ENSG00000197498	ENST00000441448	82121_at
ENSG00000197498	ENST00000607388	82121_at
ENSG00000188283	ENST00000586068	82288_at
ENSG00000188283	ENST00000589413	82288_at
ENSG00000188283	ENST00000352998	82288_at
ENSG00000165816	ENST00000392982	81496_at
ENSG00000173214	ENST00000671876	70570_at
ENSG00000173214	ENST00000368847	70570_at
ENSG00000163814	ENST00000296129	72530_at
ENSG00000163814	ENST00000296129	80136_at
ENSG00000151718	ENST00000403733	86250_at
ENSG00000151718	ENST00000403733	89384_at
ENSG00000151718	ENST00000513834	86250_at
ENSG00000151718	ENST00000448232	86250_at
ENSG00000151718	ENST00000448232	89384_at
ENSG00000151718	ENST00000427431	86250_at
ENSG00000151718	ENST00000427431	89384_at
ENSG00000151718	ENST00000438543	86250_at
ENSG00000151718	ENST00000504005	86250_at
ENSG00000151718	ENST00000504005	89384_at
ENSG00000151718	ENST00000508747	86250_at
ENSG00000071243	ENST00000315870	82961_at
ENSG00000071243	ENST00000427726	82961_at
ENSG00000009413	ENST00000434009	73965_s_at
ENSG00000009413	ENST00000422377	73965_s_at
ENSG00000009413	ENST00000368802	73965_s_at
ENSG00000009413	ENST00000435970	73965_s_at
ENSG00000009413	ENST00000358835	73965_s_at
ENSG00000011376	ENST00000650792	72782_at
ENSG00000026508	ENST00000526025	78201_at
ENSG00000026508	ENST00000526025	78203_g_at
ENSG00000276846	ENST00000611171	86475_f_at
ENSG00000276846	ENST00000611171	86473_i_at
ENSG00000260441	ENST00000563175	78513_at
ENSG00000196937	ENST00000497622	80949_at
ENSG00000267115	ENST00000586176	76966_at
ENSG00000188227	ENST00000627814	83566_at
ENSG00000188227	ENST00000587143	83566_at
ENSG00000188227	ENST00000586138	83566_at
ENSG00000188227	ENST00000588578	83566_at
ENSG00000188227	ENST00000587986	83566_at
ENSG00000188227	ENST00000589319	83566_at
ENSG00000188227	ENST00000542455	83566_at
ENSG00000188227	ENST00000445217	83566_at
ENSG00000188227	ENST00000587490	83566_at
ENSG00000171720	ENST00000492506	69667_at
ENSG00000132600	ENST00000565983	84653_at
ENSG00000231889	ENST00000532353	78246_at
ENSG00000180479	ENST00000328550	85636_at
ENSG00000120784	ENST00000587199	68678_r_at
ENSG00000120784	ENST00000591444	68678_r_at
ENSG00000120784	ENST00000589676	68678_r_at
ENSG00000120784	ENST00000586732	68678_r_at
ENSG00000007968	ENST00000361729	84129_at
ENSG00000007968	ENST00000361729	73591_at
ENSG00000271538	ENST00000605270	86033_at
ENSG00000271538	ENST00000604660	86033_at
ENSG00000117318	ENST00000374561	67083_at
ENSG00000117318	ENST00000463312	67083_at
ENSG00000117318	ENST00000486541	67083_at
ENSG00000182645	ENST00000333254	74437_at
ENSG00000163818	ENST00000296135	83198_at
ENSG00000163818	ENST00000536047	83198_at
ENSG00000163818	ENST00000539217	83198_at
ENSG00000011007	ENST00000418390	89797_at
ENSG00000011007	ENST00000613537	89797_at
ENSG00000225868	ENST00000592640	91276_at
ENSG00000234690	ENST00000419035	81261_at
ENSG00000234690	ENST00000658129	81261_at
ENSG00000173585	ENST00000357632	69680_at
ENSG00000173585	ENST00000395963	69680_at
ENSG00000173585	ENST00000355983	69680_at
ENSG00000201635	ENST00000364765	69680_at
ENSG00000081791	ENST00000506775	89488_at
ENSG00000165868	ENST00000635765	89197_at
ENSG00000165868	ENST00000674505	89197_at
ENSG00000165868	ENST00000674167	89197_at
ENSG00000165868	ENST00000674401	89197_at
ENSG00000165868	ENST00000674267	86991_at
ENSG00000165868	ENST00000674267	89197_at
ENSG00000165868	ENST00000453491	89197_at
ENSG00000165868	ENST00000674455	89197_at
ENSG00000165868	ENST00000674326	89197_at
ENSG00000165868	ENST00000674400	89197_at
ENSG00000227012	ENST00000655782	76882_at
ENSG00000227012	ENST00000653948	76882_at
ENSG00000227012	ENST00000449069	76882_at
ENSG00000095002	ENST00000645506	86665_at
ENSG00000095002	ENST00000646415	86665_at
ENSG00000095002	ENST00000645339	86665_at
ENSG00000095002	ENST00000644092	86665_at
ENSG00000095002	ENST00000406134	86665_at
ENSG00000095002	ENST00000644900	86665_at
ENSG00000234418	ENST00000446053	67085_at
ENSG00000234418	ENST00000657866	67085_at
ENSG00000234418	ENST00000655568	67085_at
ENSG00000234418	ENST00000668971	67085_at
ENSG00000234418	ENST00000654647	67085_at
ENSG00000234418	ENST00000662395	67085_at
ENSG00000234418	ENST00000655802	67085_at
ENSG00000074935	ENST00000603651	68971_r_at
ENSG00000074935	ENST00000604689	68971_r_at
ENSG00000074935	ENST00000441191	68971_r_at
ENSG00000187164	ENST00000615301	78441_at
ENSG00000187164	ENST00000355371	78441_at
ENSG00000187164	ENST00000260777	78441_at
ENSG00000286037	ENST00000651064	72566_r_at
ENSG00000203778	ENST00000368656	77682_at
ENSG00000131507	ENST00000503388	71988_at
ENSG00000188822	ENST00000374472	71015_r_at
ENSG00000188822	ENST00000374472	78943_at
ENSG00000229106	ENST00000412176	87557_r_at
ENSG00000280047	ENST00000622952	73254_at
ENSG00000103047	ENST00000261778	89585_at
ENSG00000103047	ENST00000562000	89585_at
ENSG00000103047	ENST00000568361	89585_at
ENSG00000103047	ENST00000561931	89585_at
ENSG00000229847	ENST00000440007	67778_at
ENSG00000229847	ENST00000551288	67778_at
ENSG00000229847	ENST00000656309	67778_at
ENSG00000229847	ENST00000659715	67778_at
ENSG00000229847	ENST00000423419	67778_at
ENSG00000163825	ENST00000296142	88515_at
ENSG00000235760	ENST00000439182	76478_at
ENSG00000185436	ENST00000327535	75510_at
ENSG00000116062	ENST00000607272	68631_at
ENSG00000081800	ENST00000194130	76702_at
ENSG00000081800	ENST00000427975	76702_at
ENSG00000081800	ENST00000439260	76702_at
ENSG00000081800	ENST00000539873	76702_at
ENSG00000226272	ENST00000433595	90170_at
ENSG00000226272	ENST00000432015	90170_at
ENSG00000226272	ENST00000434610	90170_at
ENSG00000186352	ENST00000511311	75702_at
ENSG00000113580	ENST00000505058	76985_at
ENSG00000113580	ENST00000503701	76985_at
ENSG00000109775	ENST00000514247	86340_at
ENSG00000109775	ENST00000264689	86340_at
ENSG00000109775	ENST00000510755	86340_at
ENSG00000109775	ENST00000509180	86340_at
ENSG00000168807	ENST00000336278	76686_at
ENSG00000128609	ENST00000471770	74839_r_at
ENSG00000128609	ENST00000355749	74839_r_at
ENSG00000128609	ENST00000677306	74839_r_at
ENSG00000128609	ENST00000676730	74839_r_at
ENSG00000128609	ENST00000677251	74839_r_at
ENSG00000128609	ENST00000679163	74839_r_at
ENSG00000128609	ENST00000676614	74839_r_at
ENSG00000128609	ENST00000678090	74839_r_at
ENSG00000128609	ENST00000677264	74839_r_at
ENSG00000128609	ENST00000677391	74839_r_at
ENSG00000128609	ENST00000676516	74839_r_at
ENSG00000128609	ENST00000611607	74839_r_at
ENSG00000128609	ENST00000618945	74839_r_at
ENSG00000128609	ENST00000678032	74839_r_at
ENSG00000128609	ENST00000492549	74839_r_at
ENSG00000128609	ENST00000677134	74839_r_at
ENSG00000128609	ENST00000467117	74839_r_at
ENSG00000128609	ENST00000679052	74839_r_at
ENSG00000128609	ENST00000378795	74839_r_at
ENSG00000128609	ENST00000470123	74839_r_at
ENSG00000128609	ENST00000459880	74839_r_at
ENSG00000151893	ENST00000369151	75328_at
ENSG00000151893	ENST00000493518	75328_at
ENSG00000205129	ENST00000511138	81843_at
ENSG00000205129	ENST00000511581	81843_at
ENSG00000205129	ENST00000508698	81843_at
ENSG00000205129	ENST00000378850	81843_at
ENSG00000001460	ENST00000483261	78753_at
ENSG00000001460	ENST00000498488	78753_at
ENSG00000001460	ENST00000483528	78753_at
ENSG00000188613	ENST00000425699	83101_at
ENSG00000188613	ENST00000340087	83101_at
ENSG00000206549	ENST00000460241	90282_at
ENSG00000283706	ENST00000315170	90282_at
ENSG00000138081	ENST00000493962	88686_at
ENSG00000249679	ENST00000669100	72904_r_at
ENSG00000249679	ENST00000657486	72904_r_at
ENSG00000249679	ENST00000671042	72904_r_at
ENSG00000249679	ENST00000512874	72904_r_at
ENSG00000001461	ENST00000374399	87420_f_at
ENSG00000001461	ENST00000374399	87417_i_at
ENSG00000001461	ENST00000003912	87420_f_at
ENSG00000001461	ENST00000003912	87417_i_at
ENSG00000179168	ENST00000334928	80438_at
ENSG00000179168	ENST00000585737	80438_at
ENSG00000179168	ENST00000586599	80438_at
ENSG00000179168	ENST00000587676	80438_at
ENSG00000132604	ENST00000569584	74524_at
ENSG00000132604	ENST00000566750	74524_at
ENSG00000132604	ENST00000569542	74524_at
ENSG00000132604	ENST00000566257	74524_at
ENSG00000226440	ENST00000433684	90486_at
ENSG00000226440	ENST00000585450	90486_at
ENSG00000226440	ENST00000629766	90486_at
ENSG00000226440	ENST00000590804	90486_at
ENSG00000226440	ENST00000590584	90486_at
ENSG00000103018	ENST00000514123	70487_at
ENSG00000102908	ENST00000567990	68436_at
ENSG00000102908	ENST00000567990	73654_f_at
ENSG00000154556	ENST00000498125	74022_at
ENSG00000154556	ENST00000487836	74022_at
ENSG00000154556	ENST00000495932	74022_at
ENSG00000154556	ENST00000490562	74022_at
ENSG00000154556	ENST00000492104	74022_at
ENSG00000154556	ENST00000490779	77148_at
ENSG00000154556	ENST00000492810	74022_at
ENSG00000154556	ENST00000492810	77148_at
ENSG00000154556	ENST00000476311	74022_at
ENSG00000154556	ENST00000476311	77148_at
ENSG00000154556	ENST00000466289	74022_at
ENSG00000154556	ENST00000466289	77148_at
ENSG00000154556	ENST00000485380	74022_at
ENSG00000154556	ENST00000485380	77148_at
ENSG00000154556	ENST00000470685	77148_at
ENSG00000154556	ENST00000494140	77148_at
ENSG00000154556	ENST00000444771	74022_at
ENSG00000154556	ENST00000430503	74022_at
ENSG00000154556	ENST00000450341	74022_at
ENSG00000154556	ENST00000445115	74022_at
ENSG00000154556	ENST00000457247	74022_at
ENSG00000154556	ENST00000456596	74022_at
ENSG00000154556	ENST00000425679	74022_at
ENSG00000154556	ENST00000439049	74022_at
ENSG00000154556	ENST00000451958	74022_at
ENSG00000154556	ENST00000444781	74022_at
ENSG00000154556	ENST00000418609	74022_at
ENSG00000279130	ENST00000623204	79383_at
ENSG00000242593	ENST00000650961	83740_at
ENSG00000242593	ENST00000497598	83740_at
ENSG00000242593	ENST00000665593	83740_at
ENSG00000243574	ENST00000467017	82166_at
ENSG00000272663	ENST00000609028	79847_at
ENSG00000165672	ENST00000463322	73485_at
ENSG00000251031	ENST00000504204	84816_at
ENSG00000133226	ENST00000471693	72692_r_at
ENSG00000228624	ENST00000517965	74122_at
ENSG00000156463	ENST00000511217	71157_at
ENSG00000151923	ENST00000369093	71267_at
ENSG00000249853	ENST00000312719	70506_at
ENSG00000111817	ENST00000643175	75741_at
ENSG00000111817	ENST00000452085	69357_at
ENSG00000111817	ENST00000452085	82969_i_at
ENSG00000111817	ENST00000452085	82971_r_at
ENSG00000111817	ENST00000449314	75741_at
ENSG00000111817	ENST00000453463	75741_at
ENSG00000111817	ENST00000331677	69357_at
ENSG00000111817	ENST00000331677	82969_i_at
ENSG00000111817	ENST00000331677	82971_r_at
ENSG00000111817	ENST00000644252	69357_at
ENSG00000111817	ENST00000644252	82969_i_at
ENSG00000111817	ENST00000644252	82971_r_at
ENSG00000111817	ENST00000646710	82969_i_at
ENSG00000111817	ENST00000646710	82971_r_at
ENSG00000111817	ENST00000359564	82969_i_at
ENSG00000111817	ENST00000359564	82971_r_at
ENSG00000189241	ENST00000652202	70927_at
ENSG00000189241	ENST00000368608	70927_at
ENSG00000117616	ENST00000243189	73532_r_at
ENSG00000117616	ENST00000569495	73532_r_at
ENSG00000117616	ENST00000498238	73532_r_at
ENSG00000117616	ENST00000566395	73532_r_at
ENSG00000117616	ENST00000568254	73532_r_at
ENSG00000117616	ENST00000473314	73532_r_at
ENSG00000117616	ENST00000570063	73532_r_at
ENSG00000117616	ENST00000564223	73532_r_at
ENSG00000117616	ENST00000475766	73532_r_at
ENSG00000173626	ENST00000356128	78697_at
ENSG00000173626	ENST00000437098	78697_at
ENSG00000173626	ENST00000368602	78697_at
ENSG00000181555	ENST00000431180	72506_at
ENSG00000181555	ENST00000330022	72506_at
ENSG00000181555	ENST00000445387	72506_at
ENSG00000181555	ENST00000409792	72506_at
ENSG00000181555	ENST00000412450	72506_at
ENSG00000224897	ENST00000429134	80480_at
ENSG00000224897	ENST00000435452	80480_at
ENSG00000224897	ENST00000449642	80480_at
ENSG00000224897	ENST00000449642	77716_at
ENSG00000224897	ENST00000449642	80478_s_at
ENSG00000224897	ENST00000453342	80480_at
ENSG00000224897	ENST00000453342	77716_at
ENSG00000224897	ENST00000652238	80480_at
ENSG00000224897	ENST00000458437	80480_at
ENSG00000224897	ENST00000651909	80480_at
ENSG00000224897	ENST00000415715	80478_s_at
ENSG00000224897	ENST00000657243	80480_at
ENSG00000224897	ENST00000659682	80480_at
ENSG00000224897	ENST00000670073	80480_at
ENSG00000224897	ENST00000660851	80480_at
ENSG00000224897	ENST00000664377	80480_at
ENSG00000224897	ENST00000667446	80480_at
ENSG00000224897	ENST00000667446	80478_s_at
ENSG00000224897	ENST00000657149	80480_at
ENSG00000224897	ENST00000661643	80480_at
ENSG00000224897	ENST00000661643	80478_s_at
ENSG00000224897	ENST00000657167	80480_at
ENSG00000224897	ENST00000657167	77716_at
ENSG00000224897	ENST00000667793	80480_at
ENSG00000224897	ENST00000657213	80480_at
ENSG00000224897	ENST00000657042	80480_at
ENSG00000224897	ENST00000657042	80478_s_at
ENSG00000224897	ENST00000663263	80480_at
ENSG00000224897	ENST00000663263	77716_at
ENSG00000224897	ENST00000663263	80478_s_at
ENSG00000224897	ENST00000655668	80480_at
ENSG00000111832	ENST00000466444	81561_at
ENSG00000107651	ENST00000369075	67262_at
ENSG00000107651	ENST00000369075	75914_at
ENSG00000107651	ENST00000483890	67262_at
ENSG00000227398	ENST00000670818	85297_at
ENSG00000198373	ENST00000568684	90864_i_at
ENSG00000198373	ENST00000568684	90866_r_at
ENSG00000198373	ENST00000568185	90866_r_at
ENSG00000111834	ENST00000229554	83953_at
ENSG00000111834	ENST00000368580	83953_at
ENSG00000111834	ENST00000368581	83953_at
ENSG00000120008	ENST00000263461	68092_at
ENSG00000120008	ENST00000605543	68092_at
ENSG00000120008	ENST00000497136	68092_at
ENSG00000120008	ENST00000604509	68092_at
ENSG00000120008	ENST00000478567	68092_at
ENSG00000120008	ENST00000605320	68092_at
ENSG00000120008	ENST00000604714	86369_at
ENSG00000164342	ENST00000296795	80052_i_at
ENSG00000164342	ENST00000296795	80054_r_at
ENSG00000047936	ENST00000403284	77023_at
ENSG00000280347	ENST00000624029	78587_at
ENSG00000282218	ENST00000467125	74349_at
ENSG00000066468	ENST00000358487	73572_at
ENSG00000066468	ENST00000356226	73572_at
ENSG00000066468	ENST00000604236	73572_at
ENSG00000066468	ENST00000369059	73572_at
ENSG00000066468	ENST00000457416	73572_at
ENSG00000066468	ENST00000360144	73572_at
ENSG00000066468	ENST00000336553	73572_at
ENSG00000066468	ENST00000613048	73572_at
ENSG00000164465	ENST00000338728	69467_at
ENSG00000164465	ENST00000534777	69467_at
ENSG00000164465	ENST00000478345	69467_at
ENSG00000185482	ENST00000554578	73667_at
ENSG00000185482	ENST00000332782	73667_at
ENSG00000185482	ENST00000553489	73667_at
ENSG00000185482	ENST00000553294	73667_at
ENSG00000106328	ENST00000265825	90586_at
ENSG00000047932	ENST00000368498	74349_at
ENSG00000047932	ENST00000052569	74349_at
ENSG00000047932	ENST00000535237	74349_at
ENSG00000090857	ENST00000288050	77513_at
ENSG00000090857	ENST00000568530	77513_at
ENSG00000090857	ENST00000565186	77513_at
ENSG00000090857	ENST00000562100	77513_at
ENSG00000090857	ENST00000569042	77513_at
ENSG00000090857	ENST00000563930	77513_at
ENSG00000090857	ENST00000564563	77513_at
ENSG00000179241	ENST00000315571	85493_at
ENSG00000258830	ENST00000548184	73667_at
ENSG00000153989	ENST00000368494	69192_at
ENSG00000179915	ENST00000404971	74020_at
ENSG00000179915	ENST00000627198	74020_at
ENSG00000179915	ENST00000636104	67514_at
ENSG00000179915	ENST00000447773	67514_at
ENSG00000179915	ENST00000637975	67514_at
ENSG00000179915	ENST00000416262	67514_at
ENSG00000179915	ENST00000637368	67514_at
ENSG00000113649	ENST00000504116	72292_at
ENSG00000128594	ENST00000249363	71589_r_at
ENSG00000128594	ENST00000478726	71589_r_at
ENSG00000286339	ENST00000659521	77958_at
ENSG00000111877	ENST00000436788	88761_at
ENSG00000111877	ENST00000316068	88761_at
ENSG00000175104	ENST00000526995	82386_at
ENSG00000106344	ENST00000223073	81347_at
ENSG00000173473	ENST00000254480	67424_at
ENSG00000166352	ENST00000679072	68697_r_at
ENSG00000166352	ENST00000677116	68697_r_at
ENSG00000166352	ENST00000678480	68697_r_at
ENSG00000132153	ENST00000472718	91568_at
ENSG00000148948	ENST00000528697	81872_at
ENSG00000148948	ENST00000530763	81872_at
ENSG00000148948	ENST00000534577	81872_at
ENSG00000283058	ENST00000634985	76194_at
ENSG00000047849	ENST00000360240	70685_at
ENSG00000047849	ENST00000468075	70685_at
ENSG00000166181	ENST00000455725	74579_s_at
ENSG00000166181	ENST00000531273	74579_s_at
ENSG00000166181	ENST00000420461	74579_s_at
