Gene stable ID	Transcript stable ID	AFFY MG U74Cv2 probe
ENSMUSG00000031146	ENSMUST00000143854	140736_at
ENSMUSG00000046456	ENSMUST00000086363	134202_f_at
ENSMUSG00000069515	ENSMUST00000092162	139754_f_at
ENSMUSG00000044313	ENSMUST00000061831	166710_at
ENSMUSG00000044313	ENSMUST00000118411	166710_at
ENSMUSG00000034825	ENSMUST00000041460	166260_at
ENSMUSG00000034825	ENSMUST00000033331	166260_at
ENSMUSG00000045098	ENSMUST00000113974	130823_at
ENSMUSG00000045098	ENSMUST00000113972	130823_at
ENSMUSG00000045098	ENSMUST00000113973	130823_at
ENSMUSG00000045098	ENSMUST00000113968	166660_at
ENSMUSG00000045098	ENSMUST00000176262	130823_at
ENSMUSG00000045098	ENSMUST00000236012	166660_at
ENSMUSG00000045098	ENSMUST00000005518	166660_at
ENSMUSG00000045098	ENSMUST00000113977	130823_at
ENSMUSG00000074364	ENSMUST00000098799	166065_f_at
ENSMUSG00000038028	ENSMUST00000039913	166340_at
ENSMUSG00000038028	ENSMUST00000200988	166340_at
ENSMUSG00000035093	ENSMUST00000053699	167091_at
ENSMUSG00000035093	ENSMUST00000139944	167091_at
ENSMUSG00000021680	ENSMUST00000221025	136270_at
ENSMUSG00000021680	ENSMUST00000045583	136270_at
ENSMUSG00000001918	ENSMUST00000108496	168271_f_at
ENSMUSG00000001918	ENSMUST00000127401	168271_f_at
ENSMUSG00000022159	ENSMUST00000022765	140489_f_at
ENSMUSG00000022159	ENSMUST00000022765	140488_i_at
ENSMUSG00000022159	ENSMUST00000174585	140489_f_at
ENSMUSG00000022159	ENSMUST00000174585	140488_i_at
ENSMUSG00000022159	ENSMUST00000100631	140489_f_at
ENSMUSG00000022159	ENSMUST00000100631	140488_i_at
ENSMUSG00000022159	ENSMUST00000173046	140489_f_at
ENSMUSG00000022159	ENSMUST00000173046	140488_i_at
ENSMUSG00000022159	ENSMUST00000172488	140488_i_at
ENSMUSG00000022159	ENSMUST00000174020	140489_f_at
ENSMUSG00000022159	ENSMUST00000174020	140488_i_at
ENSMUSG00000033107	ENSMUST00000050004	168499_s_at
ENSMUSG00000033107	ENSMUST00000234316	168499_s_at
ENSMUSG00000028906	ENSMUST00000212761	136756_at
ENSMUSG00000100001	ENSMUST00000187629	165923_r_at
ENSMUSG00000028441	ENSMUST00000123356	165473_at
ENSMUSG00000028441	ENSMUST00000123865	165473_at
ENSMUSG00000028441	ENSMUST00000124019	165473_at
ENSMUSG00000028441	ENSMUST00000125303	165473_at
ENSMUSG00000028441	ENSMUST00000030152	165473_at
ENSMUSG00000028441	ENSMUST00000095126	165473_at
ENSMUSG00000028441	ENSMUST00000134546	137981_at
ENSMUSG00000028999	ENSMUST00000120869	140828_at
ENSMUSG00000028999	ENSMUST00000196607	140828_at
ENSMUSG00000093593	ENSMUST00000176751	138548_at
ENSMUSG00000034235	ENSMUST00000022356	130997_r_at
ENSMUSG00000034235	ENSMUST00000022356	137711_at
ENSMUSG00000034235	ENSMUST00000143267	137711_at
ENSMUSG00000034235	ENSMUST00000127342	137711_at
ENSMUSG00000034235	ENSMUST00000035340	130997_r_at
ENSMUSG00000034235	ENSMUST00000035340	137711_at
ENSMUSG00000043644	ENSMUST00000143813	165992_f_at
ENSMUSG00000072722	ENSMUST00000100882	167548_i_at
ENSMUSG00000020696	ENSMUST00000074515	135633_at
ENSMUSG00000020696	ENSMUST00000021036	135633_at
ENSMUSG00000020696	ENSMUST00000103218	135633_at
ENSMUSG00000068748	ENSMUST00000090568	165782_at
ENSMUSG00000068748	ENSMUST00000202102	165782_at
ENSMUSG00000068748	ENSMUST00000200769	165782_at
ENSMUSG00000079036	ENSMUST00000176758	167408_at
ENSMUSG00000079036	ENSMUST00000162961	167408_at
ENSMUSG00000079036	ENSMUST00000160113	167408_at
ENSMUSG00000079036	ENSMUST00000162247	167408_at
ENSMUSG00000079036	ENSMUST00000161712	167408_at
ENSMUSG00000079036	ENSMUST00000160687	167408_at
ENSMUSG00000079036	ENSMUST00000091090	133813_at
ENSMUSG00000079036	ENSMUST00000185301	133813_at
ENSMUSG00000042323	ENSMUST00000146325	136585_at
ENSMUSG00000040710	ENSMUST00000043336	135906_at
ENSMUSG00000040710	ENSMUST00000189556	168063_at
ENSMUSG00000114491	ENSMUST00000224219	135908_at
ENSMUSG00000114491	ENSMUST00000226088	135908_at
ENSMUSG00000114491	ENSMUST00000225918	135908_at
ENSMUSG00000022840	ENSMUST00000114913	138967_i_at
ENSMUSG00000022840	ENSMUST00000114913	135805_at
ENSMUSG00000022840	ENSMUST00000114913	138968_f_at
ENSMUSG00000024843	ENSMUST00000125411	140210_at
ENSMUSG00000024317	ENSMUST00000234107	169471_at
ENSMUSG00000024317	ENSMUST00000234107	167886_f_at
ENSMUSG00000024317	ENSMUST00000234536	169471_at
ENSMUSG00000024317	ENSMUST00000234536	167886_f_at
ENSMUSG00000024317	ENSMUST00000052396	169471_at
ENSMUSG00000024317	ENSMUST00000052396	167886_f_at
ENSMUSG00000024317	ENSMUST00000234545	169471_at
ENSMUSG00000024317	ENSMUST00000234545	167886_f_at
ENSMUSG00000024317	ENSMUST00000234169	169471_at
ENSMUSG00000024317	ENSMUST00000234169	167886_f_at
ENSMUSG00000024317	ENSMUST00000072847	169471_at
ENSMUSG00000024317	ENSMUST00000072847	167886_f_at
ENSMUSG00000048540	ENSMUST00000196324	166814_f_at
ENSMUSG00000048540	ENSMUST00000066187	166814_f_at
ENSMUSG00000048540	ENSMUST00000198675	166814_f_at
ENSMUSG00000028709	ENSMUST00000030477	136544_at
ENSMUSG00000040594	ENSMUST00000102815	140878_at
ENSMUSG00000037089	ENSMUST00000225226	130444_at
ENSMUSG00000037089	ENSMUST00000226086	130444_at
ENSMUSG00000037089	ENSMUST00000233139	130444_at
ENSMUSG00000080316	ENSMUST00000177859	133892_at
ENSMUSG00000080316	ENSMUST00000012759	133892_at
ENSMUSG00000080316	ENSMUST00000150302	133892_at
ENSMUSG00000080316	ENSMUST00000155293	133892_at
ENSMUSG00000080316	ENSMUST00000178888	133892_at
ENSMUSG00000087336	ENSMUST00000197262	131815_at
ENSMUSG00000087336	ENSMUST00000124914	131815_at
ENSMUSG00000087336	ENSMUST00000137257	131815_at
ENSMUSG00000021799	ENSMUST00000168444	167061_at
ENSMUSG00000021799	ENSMUST00000226806	167061_at
ENSMUSG00000093771	ENSMUST00000176972	131115_at
ENSMUSG00000020220	ENSMUST00000036579	136276_at
ENSMUSG00000020220	ENSMUST00000130704	136276_at
ENSMUSG00000020220	ENSMUST00000020441	136276_at
ENSMUSG00000020220	ENSMUST00000185113	136276_at
ENSMUSG00000109859	ENSMUST00000209890	133982_at
ENSMUSG00000087355	ENSMUST00000132211	135979_at
ENSMUSG00000043257	ENSMUST00000062118	137557_at
ENSMUSG00000067925	ENSMUST00000088779	166567_f_at
ENSMUSG00000067924	ENSMUST00000088778	166567_f_at
ENSMUSG00000020620	ENSMUST00000020948	129165_at
ENSMUSG00000071165	ENSMUST00000095430	168422_at
ENSMUSG00000101894	ENSMUST00000186770	167317_f_at
ENSMUSG00000051758	ENSMUST00000181553	170617_at
ENSMUSG00000118223	ENSMUST00000237665	167140_at
ENSMUSG00000066798	ENSMUST00000112932	135812_at
ENSMUSG00000066798	ENSMUST00000053098	135812_at
ENSMUSG00000029158	ENSMUST00000031045	167158_i_at
ENSMUSG00000090698	ENSMUST00000167323	166870_at
ENSMUSG00000033769	ENSMUST00000161443	131871_at
ENSMUSG00000085998	ENSMUST00000148826	138016_at
ENSMUSG00000085998	ENSMUST00000138201	138016_at
ENSMUSG00000085998	ENSMUST00000188573	138016_at
ENSMUSG00000085998	ENSMUST00000208904	138016_at
ENSMUSG00000030243	ENSMUST00000100832	134534_at
ENSMUSG00000030243	ENSMUST00000141504	134260_at
ENSMUSG00000030243	ENSMUST00000141504	134534_at
ENSMUSG00000030243	ENSMUST00000138578	134534_at
ENSMUSG00000030243	ENSMUST00000111803	167409_f_at
ENSMUSG00000030243	ENSMUST00000154870	167409_f_at
ENSMUSG00000049128	ENSMUST00000053107	140849_at
ENSMUSG00000109734	ENSMUST00000211111	168496_r_at
ENSMUSG00000047531	ENSMUST00000061030	135281_at
ENSMUSG00000047531	ENSMUST00000231038	135281_at
ENSMUSG00000045797	ENSMUST00000059967	168785_at
ENSMUSG00000057173	ENSMUST00000151913	166383_r_at
ENSMUSG00000074925	ENSMUST00000237333	166688_i_at
ENSMUSG00000074925	ENSMUST00000237333	167497_r_at
ENSMUSG00000074925	ENSMUST00000236951	166688_i_at
ENSMUSG00000074925	ENSMUST00000099560	166688_i_at
ENSMUSG00000003410	ENSMUST00000003501	138015_r_at
ENSMUSG00000003410	ENSMUST00000213700	138015_r_at
ENSMUSG00000053896	ENSMUST00000102713	166151_f_at
ENSMUSG00000053896	ENSMUST00000137117	166151_f_at
ENSMUSG00000026313	ENSMUST00000097644	137676_at
ENSMUSG00000026313	ENSMUST00000097644	166861_at
ENSMUSG00000043029	ENSMUST00000049676	141068_at
ENSMUSG00000028944	ENSMUST00000139698	168023_at
ENSMUSG00000040896	ENSMUST00000098761	135927_at
ENSMUSG00000040896	ENSMUST00000147209	135927_at
ENSMUSG00000100212	ENSMUST00000189483	167557_i_at
ENSMUSG00000063455	ENSMUST00000117556	137728_at
ENSMUSG00000063455	ENSMUST00000117556	140760_at
ENSMUSG00000063455	ENSMUST00000127925	140760_at
ENSMUSG00000063455	ENSMUST00000144973	140760_at
ENSMUSG00000063455	ENSMUST00000169256	137728_at
ENSMUSG00000063455	ENSMUST00000169256	140760_at
ENSMUSG00000020653	ENSMUST00000020982	134038_r_at
ENSMUSG00000034083	ENSMUST00000037783	135579_at
ENSMUSG00000034083	ENSMUST00000136090	135579_at
ENSMUSG00000034083	ENSMUST00000147188	135579_at
ENSMUSG00000034083	ENSMUST00000151378	135579_at
ENSMUSG00000038564	ENSMUST00000201274	131862_at
ENSMUSG00000029830	ENSMUST00000096040	135858_at
ENSMUSG00000029830	ENSMUST00000172585	135858_at
ENSMUSG00000104882	ENSMUST00000196173	166940_r_at
ENSMUSG00000070425	ENSMUST00000123372	168028_at
ENSMUSG00000070425	ENSMUST00000139104	168028_at
ENSMUSG00000106636	ENSMUST00000200134	134721_at
ENSMUSG00000086700	ENSMUST00000141216	140947_at
ENSMUSG00000091443	ENSMUST00000165885	133281_at
ENSMUSG00000038542	ENSMUST00000168164	128839_at
ENSMUSG00000038542	ENSMUST00000164416	128839_at
ENSMUSG00000107214	ENSMUST00000202156	167787_at
ENSMUSG00000074997	ENSMUST00000099659	137160_at
ENSMUSG00000053846	ENSMUST00000066532	167380_i_at
ENSMUSG00000045639	ENSMUST00000058038	131682_at
ENSMUSG00000045639	ENSMUST00000058038	137055_at
ENSMUSG00000045639	ENSMUST00000122066	131682_at
ENSMUSG00000045639	ENSMUST00000122066	137055_at
ENSMUSG00000045639	ENSMUST00000084564	131682_at
ENSMUSG00000045639	ENSMUST00000084564	137055_at
ENSMUSG00000026843	ENSMUST00000113482	165830_f_at
ENSMUSG00000026843	ENSMUST00000055244	165830_f_at
ENSMUSG00000026843	ENSMUST00000130578	165830_f_at
ENSMUSG00000026843	ENSMUST00000132534	165830_f_at
ENSMUSG00000050334	ENSMUST00000131907	139205_at
ENSMUSG00000050334	ENSMUST00000182788	171586_at
ENSMUSG00000050334	ENSMUST00000182701	171586_at
ENSMUSG00000092335	ENSMUST00000173283	140565_f_at
ENSMUSG00000017195	ENSMUST00000107509	165894_s_at
ENSMUSG00000017195	ENSMUST00000017339	165894_s_at
ENSMUSG00000017195	ENSMUST00000107513	165894_s_at
ENSMUSG00000017195	ENSMUST00000126236	165894_s_at
ENSMUSG00000017195	ENSMUST00000107511	165894_s_at
ENSMUSG00000017195	ENSMUST00000081033	165894_s_at
ENSMUSG00000015342	ENSMUST00000015486	167403_f_at
ENSMUSG00000009216	ENSMUST00000151224	136188_at
ENSMUSG00000009216	ENSMUST00000151224	138454_at
ENSMUSG00000048029	ENSMUST00000200910	168243_at
ENSMUSG00000048029	ENSMUST00000201123	168243_at
ENSMUSG00000048029	ENSMUST00000054280	168243_at
ENSMUSG00000025277	ENSMUST00000166497	139211_at
ENSMUSG00000025277	ENSMUST00000225234	139211_at
ENSMUSG00000055333	ENSMUST00000068853	137712_at
ENSMUSG00000055333	ENSMUST00000108864	137712_at
ENSMUSG00000099481	ENSMUST00000106950	168028_at
ENSMUSG00000099481	ENSMUST00000094130	168028_at
ENSMUSG00000099481	ENSMUST00000142629	168028_at
ENSMUSG00000099481	ENSMUST00000140395	168028_at
ENSMUSG00000099481	ENSMUST00000143839	168028_at
ENSMUSG00000097166	ENSMUST00000180811	136685_at
ENSMUSG00000097166	ENSMUST00000180569	136685_at
ENSMUSG00000028417	ENSMUST00000030124	129118_at
ENSMUSG00000069727	ENSMUST00000107992	135675_at
ENSMUSG00000045975	ENSMUST00000170757	131390_at
ENSMUSG00000045975	ENSMUST00000232343	131390_at
ENSMUSG00000045975	ENSMUST00000232063	131390_at
ENSMUSG00000091594	ENSMUST00000166837	140565_f_at
ENSMUSG00000028420	ENSMUST00000030127	166793_r_at
ENSMUSG00000021451	ENSMUST00000110042	138086_f_at
ENSMUSG00000106843	ENSMUST00000201914	140454_at
ENSMUSG00000019768	ENSMUST00000105590	133838_at
ENSMUSG00000019768	ENSMUST00000067086	133838_at
ENSMUSG00000097292	ENSMUST00000180894	168692_i_at
ENSMUSG00000097292	ENSMUST00000185973	168692_i_at
ENSMUSG00000117698	ENSMUST00000236819	138801_at
ENSMUSG00000117698	ENSMUST00000238165	138801_at
ENSMUSG00000086660	ENSMUST00000132140	130596_at
ENSMUSG00000020932	ENSMUST00000067444	140546_at
ENSMUSG00000019873	ENSMUST00000218920	139164_at
ENSMUSG00000028530	ENSMUST00000102781	168512_s_at
ENSMUSG00000058975	ENSMUST00000025202	137979_at
ENSMUSG00000024668	ENSMUST00000025570	130498_f_at
ENSMUSG00000024668	ENSMUST00000235853	130498_f_at
ENSMUSG00000024668	ENSMUST00000235243	130498_f_at
ENSMUSG00000024668	ENSMUST00000235446	130498_f_at
ENSMUSG00000024668	ENSMUST00000237827	130498_f_at
ENSMUSG00000024668	ENSMUST00000235486	130498_f_at
ENSMUSG00000024668	ENSMUST00000237847	130498_f_at
ENSMUSG00000066516	ENSMUST00000085455	168876_f_at
ENSMUSG00000117814	ENSMUST00000236822	166645_at
ENSMUSG00000029095	ENSMUST00000101280	130476_at
ENSMUSG00000029095	ENSMUST00000054598	130476_at
ENSMUSG00000029095	ENSMUST00000114205	130476_at
ENSMUSG00000029095	ENSMUST00000114210	130476_at
ENSMUSG00000029095	ENSMUST00000114206	130476_at
ENSMUSG00000029095	ENSMUST00000114204	130476_at
ENSMUSG00000029095	ENSMUST00000129347	130476_at
ENSMUSG00000029095	ENSMUST00000114203	130476_at
ENSMUSG00000027630	ENSMUST00000193734	133202_at
ENSMUSG00000027630	ENSMUST00000063988	133202_at
ENSMUSG00000024339	ENSMUST00000025197	165667_r_at
ENSMUSG00000024339	ENSMUST00000138491	137148_at
ENSMUSG00000024339	ENSMUST00000127543	165667_r_at
ENSMUSG00000024339	ENSMUST00000131105	137148_at
ENSMUSG00000013611	ENSMUST00000013755	137641_at
ENSMUSG00000013611	ENSMUST00000161202	137641_at
ENSMUSG00000052675	ENSMUST00000120006	133153_at
ENSMUSG00000052675	ENSMUST00000005413	133153_at
ENSMUSG00000052675	ENSMUST00000215113	133153_at
ENSMUSG00000035275	ENSMUST00000038463	133702_at
ENSMUSG00000026915	ENSMUST00000028279	138507_at
ENSMUSG00000039133	ENSMUST00000035939	167728_at
ENSMUSG00000039133	ENSMUST00000197011	167728_at
ENSMUSG00000038822	ENSMUST00000037044	136081_at
ENSMUSG00000038822	ENSMUST00000131568	136081_at
ENSMUSG00000038822	ENSMUST00000136905	136081_at
ENSMUSG00000038822	ENSMUST00000142956	136081_at
ENSMUSG00000055531	ENSMUST00000069168	128850_at
ENSMUSG00000087341	ENSMUST00000204759	132115_at
ENSMUSG00000028439	ENSMUST00000108049	137981_at
ENSMUSG00000028439	ENSMUST00000108052	137981_at
ENSMUSG00000028439	ENSMUST00000108050	137981_at
ENSMUSG00000048484	ENSMUST00000058918	140887_at
ENSMUSG00000071890	ENSMUST00000096608	167780_i_at
ENSMUSG00000042369	ENSMUST00000046389	133930_at
ENSMUSG00000043633	ENSMUST00000056474	165520_f_at
ENSMUSG00000043633	ENSMUST00000056474	133512_at
ENSMUSG00000052353	ENSMUST00000064174	166590_at
ENSMUSG00000052353	ENSMUST00000145171	166590_at
ENSMUSG00000036330	ENSMUST00000037478	166604_at
ENSMUSG00000031835	ENSMUST00000212813	167060_i_at
ENSMUSG00000053310	ENSMUST00000065668	166833_at
ENSMUSG00000053310	ENSMUST00000182070	166833_at
ENSMUSG00000026260	ENSMUST00000187098	134332_at
ENSMUSG00000006273	ENSMUST00000153079	131277_at
ENSMUSG00000006273	ENSMUST00000153079	138577_at
ENSMUSG00000006273	ENSMUST00000129797	138577_at
ENSMUSG00000054325	ENSMUST00000067318	165497_i_at
ENSMUSG00000021696	ENSMUST00000022207	166862_at
ENSMUSG00000021696	ENSMUST00000022207	131971_at
ENSMUSG00000021696	ENSMUST00000225550	166862_at
ENSMUSG00000021696	ENSMUST00000225550	131971_at
ENSMUSG00000042031	ENSMUST00000046234	165963_f_at
ENSMUSG00000113965	ENSMUST00000221700	136440_at
ENSMUSG00000085770	ENSMUST00000138574	136967_s_at
ENSMUSG00000042229	ENSMUST00000047978	139012_at
ENSMUSG00000042229	ENSMUST00000047978	139538_at
ENSMUSG00000032023	ENSMUST00000034521	136389_at
ENSMUSG00000032023	ENSMUST00000162122	136389_at
ENSMUSG00000007907	ENSMUST00000008051	165406_at
ENSMUSG00000041747	ENSMUST00000040972	166207_at
ENSMUSG00000041747	ENSMUST00000040972	166669_f_at
ENSMUSG00000025762	ENSMUST00000048490	165646_r_at
ENSMUSG00000025762	ENSMUST00000191872	165646_r_at
ENSMUSG00000025762	ENSMUST00000191998	165646_r_at
ENSMUSG00000025762	ENSMUST00000191805	165646_r_at
ENSMUSG00000007279	ENSMUST00000007423	138494_at
ENSMUSG00000007279	ENSMUST00000106729	138494_at
ENSMUSG00000007279	ENSMUST00000106728	138494_at
ENSMUSG00000007279	ENSMUST00000132113	138494_at
ENSMUSG00000051037	ENSMUST00000120861	133111_f_at
ENSMUSG00000051037	ENSMUST00000117110	133111_f_at
ENSMUSG00000043702	ENSMUST00000052932	167309_r_at
ENSMUSG00000043702	ENSMUST00000052932	133546_r_at
ENSMUSG00000085338	ENSMUST00000138424	167610_s_at
ENSMUSG00000084876	ENSMUST00000124118	138030_at
ENSMUSG00000084876	ENSMUST00000131314	138030_at
ENSMUSG00000033735	ENSMUST00000204757	166469_f_at
ENSMUSG00000033735	ENSMUST00000204757	167260_f_at
ENSMUSG00000033735	ENSMUST00000204757	168088_f_at
ENSMUSG00000033735	ENSMUST00000045986	166469_f_at
ENSMUSG00000033735	ENSMUST00000045986	167260_f_at
ENSMUSG00000033735	ENSMUST00000045986	168088_f_at
ENSMUSG00000033735	ENSMUST00000174769	166469_f_at
ENSMUSG00000033735	ENSMUST00000174769	167260_f_at
ENSMUSG00000033735	ENSMUST00000174769	168088_f_at
ENSMUSG00000021493	ENSMUST00000153230	133795_at
ENSMUSG00000021493	ENSMUST00000128910	133795_at
ENSMUSG00000044681	ENSMUST00000141601	138472_at
ENSMUSG00000042742	ENSMUST00000045235	135120_r_at
ENSMUSG00000042742	ENSMUST00000203078	135120_r_at
ENSMUSG00000068885	ENSMUST00000090863	165956_f_at
ENSMUSG00000020182	ENSMUST00000146359	171186_at
ENSMUSG00000000581	ENSMUST00000000594	130426_r_at
ENSMUSG00000030092	ENSMUST00000161070	136734_at
ENSMUSG00000030092	ENSMUST00000089215	136734_at
ENSMUSG00000030092	ENSMUST00000162872	136734_at
ENSMUSG00000030411	ENSMUST00000032571	139270_at
ENSMUSG00000030411	ENSMUST00000220302	139270_at
ENSMUSG00000027035	ENSMUST00000028426	138476_at
ENSMUSG00000002679	ENSMUST00000161211	165993_f_at
ENSMUSG00000002679	ENSMUST00000161598	165993_f_at
ENSMUSG00000002679	ENSMUST00000160739	165993_f_at
ENSMUSG00000002679	ENSMUST00000002756	165993_f_at
ENSMUSG00000051804	ENSMUST00000063317	166656_f_at
ENSMUSG00000018593	ENSMUST00000108858	135263_at
ENSMUSG00000018593	ENSMUST00000018737	135263_at
ENSMUSG00000027858	ENSMUST00000029451	138078_at
ENSMUSG00000027858	ENSMUST00000197345	138078_at
ENSMUSG00000086391	ENSMUST00000151032	140187_f_at
ENSMUSG00000044471	ENSMUST00000231007	134833_at
ENSMUSG00000044471	ENSMUST00000115107	134833_at
ENSMUSG00000044471	ENSMUST00000185982	134833_at
ENSMUSG00000044471	ENSMUST00000188611	134833_at
ENSMUSG00000003341	ENSMUST00000219648	167533_at
ENSMUSG00000107181	ENSMUST00000201257	140565_f_at
ENSMUSG00000087380	ENSMUST00000144612	137335_at
ENSMUSG00000087380	ENSMUST00000123149	137335_at
ENSMUSG00000087380	ENSMUST00000123149	129952_at
ENSMUSG00000087380	ENSMUST00000155345	137335_at
ENSMUSG00000087380	ENSMUST00000155345	129952_at
ENSMUSG00000087380	ENSMUST00000151800	137335_at
ENSMUSG00000087380	ENSMUST00000151800	129952_at
ENSMUSG00000087380	ENSMUST00000152157	137335_at
ENSMUSG00000087380	ENSMUST00000139444	137335_at
ENSMUSG00000087380	ENSMUST00000139444	129952_at
ENSMUSG00000087380	ENSMUST00000138606	129952_at
ENSMUSG00000087380	ENSMUST00000146778	137335_at
ENSMUSG00000087380	ENSMUST00000146778	129952_at
ENSMUSG00000087380	ENSMUST00000153057	137335_at
ENSMUSG00000087380	ENSMUST00000153057	129952_at
ENSMUSG00000087380	ENSMUST00000151076	137335_at
ENSMUSG00000087380	ENSMUST00000151076	129952_at
ENSMUSG00000087380	ENSMUST00000136571	137335_at
ENSMUSG00000087380	ENSMUST00000133510	129952_at
ENSMUSG00000087380	ENSMUST00000138653	137335_at
ENSMUSG00000087380	ENSMUST00000138653	129952_at
ENSMUSG00000087380	ENSMUST00000124811	137335_at
ENSMUSG00000064194	ENSMUST00000205912	140565_f_at
ENSMUSG00000064194	ENSMUST00000205912	135675_at
ENSMUSG00000064194	ENSMUST00000202535	140565_f_at
ENSMUSG00000064194	ENSMUST00000202535	135675_at
ENSMUSG00000064194	ENSMUST00000200973	135675_at
ENSMUSG00000064194	ENSMUST00000072829	140565_f_at
ENSMUSG00000064194	ENSMUST00000072829	135675_at
ENSMUSG00000031176	ENSMUST00000033519	167201_f_at
ENSMUSG00000031176	ENSMUST00000125030	167201_f_at
ENSMUSG00000054400	ENSMUST00000034342	165871_f_at
ENSMUSG00000054400	ENSMUST00000212410	165871_f_at
ENSMUSG00000054400	ENSMUST00000211809	165871_f_at
ENSMUSG00000054400	ENSMUST00000211829	165871_f_at
ENSMUSG00000054400	ENSMUST00000212259	165871_f_at
ENSMUSG00000047804	ENSMUST00000102650	166419_at
ENSMUSG00000047804	ENSMUST00000137323	166419_at
ENSMUSG00000036545	ENSMUST00000040523	131513_s_at
ENSMUSG00000027806	ENSMUST00000099090	166726_at
ENSMUSG00000027806	ENSMUST00000199784	134656_at
ENSMUSG00000048216	ENSMUST00000060442	165795_f_at
ENSMUSG00000048216	ENSMUST00000115492	165795_f_at
ENSMUSG00000048216	ENSMUST00000115491	165795_f_at
ENSMUSG00000083844	ENSMUST00000142942	166712_at
ENSMUSG00000083844	ENSMUST00000121354	166712_at
ENSMUSG00000083844	ENSMUST00000135394	166712_at
ENSMUSG00000053070	ENSMUST00000065291	135163_r_at
ENSMUSG00000024566	ENSMUST00000091790	137336_at
ENSMUSG00000024566	ENSMUST00000225980	137336_at
ENSMUSG00000024566	ENSMUST00000225235	137336_at
ENSMUSG00000024566	ENSMUST00000225075	137336_at
ENSMUSG00000037910	ENSMUST00000036023	165890_at
ENSMUSG00000001774	ENSMUST00000001825	134118_r_at
ENSMUSG00000001774	ENSMUST00000001825	134002_at
ENSMUSG00000085034	ENSMUST00000142047	167027_at
ENSMUSG00000106775	ENSMUST00000202489	135751_at
ENSMUSG00000017211	ENSMUST00000127692	167150_f_at
ENSMUSG00000017211	ENSMUST00000131549	167150_f_at
ENSMUSG00000017211	ENSMUST00000138686	167150_f_at
ENSMUSG00000030105	ENSMUST00000032196	136704_at
ENSMUSG00000029776	ENSMUST00000031788	168493_at
ENSMUSG00000029776	ENSMUST00000155948	168493_at
ENSMUSG00000097616	ENSMUST00000181225	140189_at
ENSMUSG00000030350	ENSMUST00000032500	166831_i_at
ENSMUSG00000030350	ENSMUST00000032500	138052_g_at
ENSMUSG00000031906	ENSMUST00000067512	166886_at
ENSMUSG00000031906	ENSMUST00000212896	166886_at
ENSMUSG00000042359	ENSMUST00000111929	129016_f_at
ENSMUSG00000042359	ENSMUST00000111929	129015_i_at
ENSMUSG00000042359	ENSMUST00000111929	133864_r_at
ENSMUSG00000042359	ENSMUST00000111930	129016_f_at
ENSMUSG00000042359	ENSMUST00000111930	129015_i_at
ENSMUSG00000042359	ENSMUST00000184442	129016_f_at
ENSMUSG00000042359	ENSMUST00000184442	129015_i_at
ENSMUSG00000042359	ENSMUST00000077972	129016_f_at
ENSMUSG00000042359	ENSMUST00000077972	129015_i_at
ENSMUSG00000042359	ENSMUST00000077972	133864_r_at
ENSMUSG00000015966	ENSMUST00000136726	129475_at
ENSMUSG00000046798	ENSMUST00000060947	165747_i_at
ENSMUSG00000046798	ENSMUST00000115446	165747_i_at
ENSMUSG00000046798	ENSMUST00000115445	165747_i_at
ENSMUSG00000046798	ENSMUST00000179804	165747_i_at
ENSMUSG00000045751	ENSMUST00000138567	130610_at
ENSMUSG00000038515	ENSMUST00000210317	165452_at
ENSMUSG00000038515	ENSMUST00000165605	165452_at
ENSMUSG00000038515	ENSMUST00000209691	165452_at
ENSMUSG00000038515	ENSMUST00000209516	165452_at
ENSMUSG00000038515	ENSMUST00000209465	165452_at
ENSMUSG00000054247	ENSMUST00000210603	133865_at
ENSMUSG00000054247	ENSMUST00000210951	133865_at
ENSMUSG00000054247	ENSMUST00000067161	133865_at
ENSMUSG00000073725	ENSMUST00000191471	134256_at
ENSMUSG00000073725	ENSMUST00000095062	134256_at
ENSMUSG00000021916	ENSMUST00000228718	166428_at
ENSMUSG00000021916	ENSMUST00000226348	166428_at
ENSMUSG00000021916	ENSMUST00000228255	166428_at
ENSMUSG00000021916	ENSMUST00000226271	166428_at
ENSMUSG00000021916	ENSMUST00000227783	166428_at
ENSMUSG00000021916	ENSMUST00000226959	166428_at
ENSMUSG00000106617	ENSMUST00000196660	134857_at
ENSMUSG00000030041	ENSMUST00000113980	132063_f_at
ENSMUSG00000030041	ENSMUST00000204891	132063_f_at
ENSMUSG00000030041	ENSMUST00000144906	132063_f_at
ENSMUSG00000020864	ENSMUST00000149867	134696_at
ENSMUSG00000037957	ENSMUST00000191983	136164_at
ENSMUSG00000113211	ENSMUST00000220691	166290_r_at
ENSMUSG00000078451	ENSMUST00000105507	166791_at
ENSMUSG00000078451	ENSMUST00000215608	140666_at
ENSMUSG00000097962	ENSMUST00000183186	167204_at
ENSMUSG00000097962	ENSMUST00000182949	167204_at
ENSMUSG00000002731	ENSMUST00000002808	167278_f_at
ENSMUSG00000048481	ENSMUST00000130268	140984_r_at
ENSMUSG00000071551	ENSMUST00000118663	133288_at
ENSMUSG00000037962	ENSMUST00000036109	167555_i_at
ENSMUSG00000037962	ENSMUST00000145946	167555_i_at
ENSMUSG00000037962	ENSMUST00000197746	167555_i_at
ENSMUSG00000039458	ENSMUST00000038172	138265_at
