Gene stable ID	Transcript stable ID	AFFY HG Focus probe
ENSG00000227057	ENST00000473611	209196_at
ENSG00000227057	ENST00000461951	209196_at
ENSG00000227057	ENST00000374617	209196_at
ENSG00000227057	ENST00000489905	209196_at
ENSG00000134058	ENST00000506563	211297_s_at
ENSG00000134058	ENST00000256443	211297_s_at
ENSG00000134058	ENST00000514676	211297_s_at
ENSG00000134058	ENST00000508726	211297_s_at
ENSG00000134058	ENST00000502604	211297_s_at
ENSG00000134058	ENST00000629350	211297_s_at
ENSG00000101856	ENST00000217971	201121_s_at
ENSG00000101856	ENST00000535419	201121_s_at
ENSG00000006116	ENST00000005284	206384_at
ENSG00000053254	ENST00000345097	205022_s_at
ENSG00000053254	ENST00000557258	205022_s_at
ENSG00000053254	ENST00000261302	205022_s_at
ENSG00000053254	ENST00000615335	205022_s_at
ENSG00000122257	ENST00000564314	205178_s_at
ENSG00000122257	ENST00000319715	205178_s_at
ENSG00000122257	ENST00000646282	205178_s_at
ENSG00000122257	ENST00000348022	205178_s_at
ENSG00000122257	ENST00000562430	205178_s_at
ENSG00000204220	ENST00000395134	222019_at
ENSG00000204220	ENST00000491382	222019_at
ENSG00000005022	ENST00000317881	200657_at
ENSG00000005022	ENST00000475354	200657_at
ENSG00000005022	ENST00000460013	200657_at
ENSG00000005022	ENST00000463551	200657_at
ENSG00000140459	ENST00000358632	204309_at
ENSG00000140459	ENST00000268053	204309_at
ENSG00000140459	ENST00000498141	204309_at
ENSG00000140459	ENST00000435365	204309_at
ENSG00000104517	ENST00000520539	208882_s_at
ENSG00000104517	ENST00000220959	208882_s_at
ENSG00000104517	ENST00000517465	208882_s_at
ENSG00000077721	ENST00000625938	201899_s_at
ENSG00000077721	ENST00000371558	201899_s_at
ENSG00000077721	ENST00000630695	201899_s_at
ENSG00000077721	ENST00000371569	201899_s_at
ENSG00000077721	ENST00000628734	201899_s_at
ENSG00000091181	ENST00000430514	211516_at
ENSG00000091181	ENST00000456302	211516_at
ENSG00000284064	ENST00000622807	222019_at
ENSG00000185507	ENST00000528413	208436_s_at
ENSG00000185507	ENST00000397566	208436_s_at
ENSG00000185507	ENST00000348655	208436_s_at
ENSG00000185507	ENST00000525445	208436_s_at
ENSG00000185507	ENST00000533182	208436_s_at
ENSG00000185507	ENST00000397570	208436_s_at
ENSG00000185507	ENST00000469048	208436_s_at
ENSG00000185507	ENST00000531912	208436_s_at
ENSG00000185507	ENST00000330243	208436_s_at
ENSG00000185507	ENST00000532326	208436_s_at
ENSG00000185507	ENST00000525750	208436_s_at
ENSG00000049541	ENST00000352131	1053_at
ENSG00000049541	ENST00000055077	1053_at
ENSG00000049541	ENST00000621097	1053_at
ENSG00000049541	ENST00000485545	1053_at
ENSG00000049541	ENST00000497430	1053_at
ENSG00000237441	ENST00000491168	209110_s_at
ENSG00000237441	ENST00000483151	209110_s_at
ENSG00000237441	ENST00000437840	209110_s_at
ENSG00000237441	ENST00000497454	209110_s_at
ENSG00000237441	ENST00000471319	209110_s_at
ENSG00000138623	ENST00000261918	210083_at
ENSG00000138623	ENST00000542748	210083_at
ENSG00000138623	ENST00000543145	210083_at
ENSG00000138623	ENST00000569617	210083_at
ENSG00000215006	ENST00000503744	217720_at
ENSG00000085231	ENST00000380822	203893_at
ENSG00000085231	ENST00000502819	203893_at
ENSG00000085231	ENST00000380818	203893_at
ENSG00000085231	ENST00000512561	203893_at
ENSG00000277391	ENST00000616450	210083_at
ENSG00000186416	ENST00000649446	205004_at
ENSG00000186416	ENST00000304449	205004_at
ENSG00000186416	ENST00000542113	205004_at
ENSG00000273841	ENST00000506736	202168_at
ENSG00000273841	ENST00000217893	202168_at
ENSG00000273841	ENST00000503245	202168_at
ENSG00000273841	ENST00000509462	202168_at
ENSG00000273841	ENST00000504109	202168_at
ENSG00000273841	ENST00000512152	202168_at
ENSG00000273841	ENST00000508954	202168_at
ENSG00000273841	ENST00000328663	202168_at
ENSG00000099834	ENST00000358353	219796_s_at
ENSG00000099834	ENST00000397542	219796_s_at
ENSG00000099834	ENST00000531177	219796_s_at
ENSG00000099834	ENST00000349570	219796_s_at
ENSG00000099834	ENST00000674088	219796_s_at
ENSG00000152942	ENST00000361732	207405_s_at
ENSG00000152942	ENST00000509734	207405_s_at
ENSG00000152942	ENST00000354868	207405_s_at
ENSG00000152942	ENST00000504177	207405_s_at
ENSG00000152942	ENST00000354312	207405_s_at
ENSG00000152942	ENST00000345306	207405_s_at
ENSG00000152942	ENST00000305138	207405_s_at
ENSG00000152942	ENST00000358030	207405_s_at
ENSG00000152942	ENST00000616683	207405_s_at
ENSG00000165702	ENST00000339463	208501_at
ENSG00000165702	ENST00000636137	208501_at
ENSG00000165702	ENST00000372122	208501_at
ENSG00000165702	ENST00000372123	208501_at
ENSG00000165702	ENST00000636263	208501_at
ENSG00000231925	ENST00000434618	208829_at
ENSG00000231925	ENST00000456592	213081_at
ENSG00000196205	ENST00000436459	206559_x_at
ENSG00000196205	ENST00000436459	204892_x_at
ENSG00000148308	ENST00000372097	217876_at
ENSG00000148308	ENST00000372108	217876_at
ENSG00000148308	ENST00000342018	217876_at
ENSG00000148308	ENST00000489842	217876_at
ENSG00000148308	ENST00000372099	217876_at
ENSG00000236104	ENST00000431845	213081_at
ENSG00000236104	ENST00000418724	213081_at
ENSG00000151491	ENST00000281172	202609_at
ENSG00000151491	ENST00000543468	202609_at
ENSG00000151491	ENST00000543523	202609_at
ENSG00000151491	ENST00000644374	202609_at
ENSG00000151491	ENST00000646918	202609_at
ENSG00000151491	ENST00000642939	202609_at
ENSG00000151491	ENST00000645775	202609_at
ENSG00000151491	ENST00000646828	202609_at
ENSG00000151491	ENST00000647224	202609_at
ENSG00000151491	ENST00000642278	202609_at
ENSG00000151491	ENST00000646123	202609_at
ENSG00000151491	ENST00000647087	202609_at
ENSG00000198918	ENST00000477403	208695_s_at
ENSG00000198918	ENST00000468844	208695_s_at
ENSG00000198918	ENST00000361575	208695_s_at
ENSG00000206622	ENST00000383895	208695_s_at
ENSG00000125351	ENST00000276201	218757_s_at
ENSG00000125351	ENST00000345865	218757_s_at
ENSG00000125351	ENST00000619445	218757_s_at
ENSG00000179361	ENST00000346246	218964_at
ENSG00000179361	ENST00000563567	218964_at
ENSG00000179361	ENST00000622429	218964_at
ENSG00000006704	ENST00000265755	218412_s_at
ENSG00000006704	ENST00000455841	218412_s_at
ENSG00000006704	ENST00000424337	218412_s_at
ENSG00000006704	ENST00000476977	218412_s_at
ENSG00000070031	ENST00000176195	221198_at
ENSG00000179335	ENST00000345005	202140_s_at
ENSG00000179335	ENST00000483723	202140_s_at
ENSG00000179335	ENST00000395066	202140_s_at
ENSG00000179335	ENST00000454830	202140_s_at
ENSG00000179335	ENST00000569406	202140_s_at
ENSG00000179335	ENST00000562078	202140_s_at
ENSG00000179335	ENST00000563842	202140_s_at
ENSG00000179335	ENST00000564468	202140_s_at
ENSG00000179335	ENST00000567805	202140_s_at
ENSG00000179335	ENST00000562626	202140_s_at
ENSG00000179335	ENST00000568232	202140_s_at
ENSG00000069696	ENST00000176183	208215_x_at
ENSG00000069696	ENST00000528733	208215_x_at
ENSG00000125352	ENST00000371442	209565_at
ENSG00000125356	ENST00000371437	202298_at
ENSG00000177030	ENST00000527170	209407_s_at
ENSG00000177030	ENST00000382409	209407_s_at
ENSG00000177030	ENST00000525904	209407_s_at
ENSG00000152315	ENST00000282146	221325_at
ENSG00000100764	ENST00000261303	204219_s_at
ENSG00000100764	ENST00000543772	204219_s_at
ENSG00000100764	ENST00000555787	204219_s_at
ENSG00000113851	ENST00000491834	218142_s_at
ENSG00000113851	ENST00000488263	218142_s_at
ENSG00000113851	ENST00000424814	218142_s_at
ENSG00000113851	ENST00000231948	218142_s_at
ENSG00000113851	ENST00000432408	218142_s_at
ENSG00000113851	ENST00000459840	218142_s_at
ENSG00000113851	ENST00000498442	218142_s_at
ENSG00000170835	ENST00000372080	205910_s_at
ENSG00000170835	ENST00000673714	205910_s_at
ENSG00000112511	ENST00000374512	40446_at
ENSG00000112511	ENST00000374516	40446_at
ENSG00000112511	ENST00000495509	40446_at
ENSG00000112511	ENST00000486845	40446_at
ENSG00000112511	ENST00000427826	40446_at
ENSG00000112511	ENST00000479029	40446_at
ENSG00000155087	ENST00000285402	214485_at
ENSG00000155090	ENST00000285407	202393_s_at
ENSG00000155090	ENST00000395884	202393_s_at
ENSG00000170827	ENST00000411440	207412_x_at
ENSG00000170827	ENST00000421286	207412_x_at
ENSG00000242571	ENST00000461458	200012_x_at
ENSG00000177485	ENST00000326624	214631_at
ENSG00000177485	ENST00000557385	214631_at
ENSG00000198668	ENST00000557020	200655_s_at
ENSG00000198668	ENST00000356978	211985_s_at
ENSG00000198668	ENST00000356978	200655_s_at
ENSG00000198668	ENST00000553630	200655_s_at
ENSG00000198668	ENST00000553964	200655_s_at
ENSG00000198668	ENST00000544280	200655_s_at
ENSG00000198668	ENST00000554296	200655_s_at
ENSG00000198668	ENST00000556721	200655_s_at
ENSG00000198668	ENST00000626705	200655_s_at
ENSG00000155096	ENST00000337198	201772_at
ENSG00000155096	ENST00000337198	212461_at
ENSG00000155096	ENST00000347770	201772_at
ENSG00000155096	ENST00000518697	201772_at
ENSG00000101892	ENST00000218008	220556_at
ENSG00000101892	ENST00000361319	220556_at
ENSG00000101892	ENST00000539306	220556_at
ENSG00000023734	ENST00000541731	200870_at
ENSG00000023734	ENST00000419869	200870_at
ENSG00000023734	ENST00000538718	200870_at
ENSG00000023734	ENST00000539887	200870_at
ENSG00000112514	ENST00000462802	221488_s_at
ENSG00000112514	ENST00000374500	221488_s_at
ENSG00000112514	ENST00000479249	221488_s_at
ENSG00000112514	ENST00000488034	221488_s_at
ENSG00000112514	ENST00000607266	221488_s_at
ENSG00000112514	ENST00000494751	221488_s_at
ENSG00000112514	ENST00000488478	221488_s_at
ENSG00000112514	ENST00000482684	221488_s_at
ENSG00000112514	ENST00000374484	221488_s_at
ENSG00000112514	ENST00000465956	221488_s_at
ENSG00000112514	ENST00000440279	221488_s_at
ENSG00000112514	ENST00000487637	221488_s_at
ENSG00000112514	ENST00000374496	221488_s_at
ENSG00000197822	ENST00000355237	209925_at
ENSG00000197822	ENST00000396442	209925_at
ENSG00000197822	ENST00000514370	209925_at
ENSG00000197822	ENST00000510666	209925_at
ENSG00000197822	ENST00000538151	209925_at
ENSG00000005893	ENST00000371335	200821_at
ENSG00000140465	ENST00000379727	205749_at
ENSG00000140465	ENST00000566503	205749_at
ENSG00000140465	ENST00000617691	205749_at
ENSG00000140465	ENST00000395048	205749_at
ENSG00000140465	ENST00000612821	205749_at
ENSG00000263001	ENST00000650807	210891_s_at
ENSG00000263001	ENST00000573035	210891_s_at
ENSG00000263001	ENST00000614986	210891_s_at
ENSG00000263001	ENST00000621734	210891_s_at
ENSG00000263001	ENST00000620879	210891_s_at
ENSG00000263001	ENST00000621040	210891_s_at
ENSG00000263001	ENST00000614048	210891_s_at
ENSG00000158290	ENST00000371322	202213_s_at
ENSG00000158290	ENST00000371323	202213_s_at
ENSG00000158290	ENST00000336592	202213_s_at
ENSG00000158290	ENST00000674137	202213_s_at
ENSG00000158290	ENST00000673919	202213_s_at
ENSG00000158290	ENST00000674073	202213_s_at
ENSG00000183474	ENST00000510979	221540_x_at
ENSG00000183474	ENST00000380729	221540_x_at
ENSG00000183474	ENST00000446221	221540_x_at
ENSG00000140505	ENST00000343932	207609_s_at
ENSG00000170364	ENST00000358065	206554_x_at
ENSG00000170364	ENST00000413809	206554_x_at
ENSG00000170364	ENST00000425046	206554_x_at
ENSG00000170364	ENST00000425863	206554_x_at
ENSG00000170364	ENST00000358950	206554_x_at
ENSG00000170364	ENST00000490691	206554_x_at
ENSG00000103653	ENST00000220003	202329_at
ENSG00000103653	ENST00000439220	202329_at
ENSG00000103653	ENST00000567571	202329_at
ENSG00000103653	ENST00000568329	202329_at
ENSG00000103653	ENST00000564216	202329_at
ENSG00000103653	ENST00000569321	202329_at
ENSG00000103653	ENST00000563010	202329_at
ENSG00000103375	ENST00000566125	206784_at
ENSG00000103375	ENST00000219660	206784_at
ENSG00000155097	ENST00000518857	202872_at
ENSG00000155097	ENST00000395862	202872_at
ENSG00000155097	ENST00000521514	202872_at
ENSG00000155097	ENST00000518738	202872_at
ENSG00000155097	ENST00000518959	202872_at
ENSG00000230330	ENST00000433603	208668_x_at
ENSG00000100784	ENST00000614987	204635_at
ENSG00000100784	ENST00000648062	204635_at
ENSG00000100784	ENST00000536315	204635_at
ENSG00000100784	ENST00000556178	204635_at
ENSG00000256238	ENST00000537175	217815_at
ENSG00000177156	ENST00000528097	201463_s_at
ENSG00000177156	ENST00000319006	201463_s_at
ENSG00000177156	ENST00000530666	201463_s_at
ENSG00000177156	ENST00000532202	201463_s_at
ENSG00000048540	ENST00000441439	204424_s_at
ENSG00000048540	ENST00000447609	204424_s_at
ENSG00000048540	ENST00000320122	204424_s_at
ENSG00000048540	ENST00000396205	204424_s_at
ENSG00000048540	ENST00000453727	204424_s_at
ENSG00000048540	ENST00000537304	204424_s_at
ENSG00000048540	ENST00000541295	204424_s_at
ENSG00000048540	ENST00000261169	204424_s_at
ENSG00000048540	ENST00000354662	204424_s_at
ENSG00000048540	ENST00000616247	204424_s_at
ENSG00000140506	ENST00000309664	220420_at
ENSG00000140506	ENST00000379709	220420_at
ENSG00000140506	ENST00000565585	220420_at
ENSG00000164930	ENST00000522566	203987_at
ENSG00000164930	ENST00000522484	203987_at
ENSG00000164930	ENST00000523739	203987_at
ENSG00000164930	ENST00000519011	203987_at
ENSG00000164930	ENST00000521195	203987_at
ENSG00000164930	ENST00000358755	203987_at
ENSG00000261606	ENST00000488000	220420_at
ENSG00000261606	ENST00000564823	220420_at
ENSG00000171102	ENST00000372034	220959_s_at
ENSG00000171102	ENST00000473737	220959_s_at
ENSG00000171102	ENST00000618116	220959_s_at
ENSG00000171102	ENST00000372032	220959_s_at
ENSG00000205572	ENST00000380750	219982_s_at
ENSG00000205572	ENST00000506542	219982_s_at
ENSG00000164933	ENST00000297578	221020_s_at
ENSG00000164933	ENST00000523256	221020_s_at
ENSG00000164933	ENST00000521645	221020_s_at
ENSG00000164933	ENST00000523866	221020_s_at
ENSG00000182890	ENST00000328078	215794_x_at
ENSG00000285982	ENST00000649416	221020_s_at
ENSG00000077238	ENST00000395762	203233_at
ENSG00000077238	ENST00000543915	203233_at
ENSG00000077238	ENST00000568746	203233_at
ENSG00000077238	ENST00000170630	203233_at
ENSG00000125675	ENST00000620443	206730_at
ENSG00000125675	ENST00000460123	206730_at
ENSG00000125675	ENST00000622768	206730_at
ENSG00000125675	ENST00000620581	206730_at
ENSG00000205571	ENST00000626847	203852_s_at
ENSG00000205571	ENST00000506734	203852_s_at
ENSG00000205571	ENST00000380742	203852_s_at
ENSG00000205571	ENST00000380743	203852_s_at
ENSG00000205571	ENST00000505346	203852_s_at
ENSG00000205571	ENST00000514914	203852_s_at
ENSG00000205571	ENST00000507458	203852_s_at
ENSG00000163629	ENST00000427191	204201_s_at
ENSG00000163629	ENST00000316707	204201_s_at
ENSG00000163629	ENST00000411767	204201_s_at
ENSG00000163629	ENST00000511467	204201_s_at
ENSG00000163629	ENST00000436978	204201_s_at
ENSG00000184524	ENST00000330106	219591_at
ENSG00000184524	ENST00000524587	219591_at
ENSG00000148297	ENST00000610672	206593_s_at
ENSG00000148297	ENST00000343730	206593_s_at
ENSG00000148297	ENST00000610888	206593_s_at
ENSG00000148297	ENST00000614493	206593_s_at
ENSG00000179978	ENST00000511830	204860_s_at
ENSG00000030110	ENST00000374467	203728_at
ENSG00000030110	ENST00000442998	203728_at
ENSG00000030110	ENST00000360661	203728_at
ENSG00000148303	ENST00000323345	217740_x_at
ENSG00000148303	ENST00000496554	217740_x_at
ENSG00000148303	ENST00000463740	217740_x_at
ENSG00000148303	ENST00000426651	217740_x_at
ENSG00000148303	ENST00000468019	217740_x_at
ENSG00000148303	ENST00000485706	217740_x_at
ENSG00000148303	ENST00000315731	217740_x_at
ENSG00000148303	ENST00000489392	217740_x_at
ENSG00000103522	ENST00000337929	219971_at
ENSG00000103522	ENST00000564089	219971_at
ENSG00000103522	ENST00000395754	219971_at
ENSG00000226259	ENST00000508065	221540_x_at
ENSG00000226259	ENST00000513202	221540_x_at
ENSG00000150995	ENST00000357086	203710_at
ENSG00000150995	ENST00000354582	203710_at
ENSG00000150995	ENST00000456211	203710_at
ENSG00000150995	ENST00000648266	203710_at
ENSG00000150995	ENST00000650294	203710_at
ENSG00000150995	ENST00000649015	203710_at
ENSG00000150995	ENST00000648309	203710_at
ENSG00000150995	ENST00000443694	203710_at
ENSG00000150995	ENST00000648038	203710_at
ENSG00000150995	ENST00000647717	203710_at
ENSG00000150995	ENST00000648431	203710_at
ENSG00000150995	ENST00000648212	203710_at
ENSG00000150995	ENST00000648016	203710_at
ENSG00000150995	ENST00000647708	203710_at
ENSG00000150995	ENST00000648390	203710_at
ENSG00000150995	ENST00000649144	203710_at
ENSG00000150995	ENST00000649694	203710_at
ENSG00000150995	ENST00000467545	203710_at
ENSG00000150995	ENST00000650139	203710_at
ENSG00000150995	ENST00000649767	203710_at
ENSG00000150995	ENST00000650074	203710_at
ENSG00000150995	ENST00000463980	203710_at
ENSG00000150995	ENST00000493491	203710_at
ENSG00000150995	ENST00000648208	203710_at
ENSG00000150995	ENST00000649314	203710_at
ENSG00000150995	ENST00000650552	203710_at
ENSG00000150995	ENST00000648770	203710_at
ENSG00000150995	ENST00000647997	203710_at
ENSG00000150995	ENST00000649430	203710_at
ENSG00000150995	ENST00000649139	203710_at
ENSG00000150995	ENST00000647685	203710_at
ENSG00000150995	ENST00000649908	203710_at
ENSG00000150995	ENST00000302640	203710_at
ENSG00000096433	ENST00000374316	201189_s_at
ENSG00000096433	ENST00000605930	201189_s_at
ENSG00000200831	ENST00000363961	217740_x_at
ENSG00000199744	ENST00000362874	217740_x_at
ENSG00000148290	ENST00000371974	204295_at
ENSG00000148290	ENST00000495952	204295_at
ENSG00000148290	ENST00000437995	204295_at
ENSG00000148290	ENST00000615505	204295_at
ENSG00000077235	ENST00000567806	35671_at
ENSG00000077235	ENST00000561623	35671_at
ENSG00000077235	ENST00000564747	35671_at
ENSG00000077235	ENST00000356183	35671_at
ENSG00000077235	ENST00000562609	35671_at
ENSG00000140497	ENST00000268099	218143_s_at
ENSG00000140497	ENST00000566480	218143_s_at
ENSG00000140497	ENST00000563663	218143_s_at
ENSG00000140497	ENST00000563829	218143_s_at
ENSG00000140497	ENST00000569251	218143_s_at
ENSG00000140497	ENST00000569904	218143_s_at
ENSG00000101966	ENST00000481776	206536_s_at
ENSG00000101966	ENST00000468691	206536_s_at
ENSG00000101966	ENST00000371199	206536_s_at
ENSG00000101966	ENST00000497640	206536_s_at
ENSG00000101966	ENST00000355640	206536_s_at
ENSG00000101966	ENST00000434753	206536_s_at
ENSG00000148291	ENST00000371964	205224_at
ENSG00000172058	ENST00000354833	219982_s_at
ENSG00000172058	ENST00000513436	219982_s_at
ENSG00000172058	ENST00000512868	219982_s_at
ENSG00000101972	ENST00000218089	209022_at
ENSG00000101972	ENST00000371160	209022_at
ENSG00000101972	ENST00000371157	209022_at
ENSG00000101972	ENST00000371145	209022_at
ENSG00000178802	ENST00000569931	202472_at
ENSG00000178802	ENST00000352410	202472_at
ENSG00000178802	ENST00000566377	202472_at
ENSG00000178802	ENST00000562800	202472_at
ENSG00000178802	ENST00000563786	202472_at
ENSG00000178802	ENST00000535694	202472_at
ENSG00000178802	ENST00000323744	202472_at
ENSG00000178802	ENST00000567177	202472_at
ENSG00000178802	ENST00000566556	202472_at
ENSG00000172062	ENST00000503079	203852_s_at
ENSG00000172062	ENST00000380707	203852_s_at
ENSG00000172062	ENST00000514951	203852_s_at
ENSG00000172062	ENST00000506239	203852_s_at
ENSG00000172062	ENST00000506163	203852_s_at
ENSG00000172062	ENST00000510679	203852_s_at
ENSG00000227525	ENST00000480903	200717_x_at
ENSG00000148300	ENST00000371942	218767_at
ENSG00000148300	ENST00000454825	218767_at
ENSG00000148300	ENST00000371935	218767_at
ENSG00000147647	ENST00000351513	206065_s_at
ENSG00000147647	ENST00000520806	206065_s_at
ENSG00000147647	ENST00000533874	206065_s_at
ENSG00000147647	ENST00000520483	206065_s_at
ENSG00000160323	ENST00000485925	220208_at
ENSG00000160323	ENST00000371929	220208_at
ENSG00000160323	ENST00000495234	220208_at
ENSG00000160323	ENST00000355699	220208_at
ENSG00000160323	ENST00000356589	220208_at
ENSG00000160323	ENST00000474918	220208_at
ENSG00000160323	ENST00000371916	220208_at
ENSG00000164935	ENST00000297581	221266_s_at
ENSG00000164935	ENST00000518051	221266_s_at
ENSG00000164935	ENST00000520080	221266_s_at
ENSG00000164935	ENST00000622554	221266_s_at
ENSG00000147650	ENST00000424843	220253_s_at
ENSG00000147650	ENST00000276654	220253_s_at
ENSG00000147650	ENST00000518375	220253_s_at
ENSG00000147650	ENST00000523007	220253_s_at
ENSG00000147650	ENST00000522046	220253_s_at
ENSG00000096395	ENST00000430124	207473_at
ENSG00000096395	ENST00000266003	207473_at
ENSG00000096395	ENST00000507738	207473_at
ENSG00000249437	ENST00000315147	204860_s_at
ENSG00000249437	ENST00000517649	204860_s_at
ENSG00000249437	ENST00000523981	204860_s_at
ENSG00000249437	ENST00000508426	204860_s_at
ENSG00000249437	ENST00000514857	204860_s_at
ENSG00000249437	ENST00000194097	204860_s_at
ENSG00000249437	ENST00000503719	204860_s_at
ENSG00000169946	ENST00000407775	219778_at
ENSG00000169946	ENST00000520492	219778_at
ENSG00000169946	ENST00000522296	219778_at
ENSG00000158517	ENST00000289473	204961_s_at
ENSG00000158517	ENST00000398421	204961_s_at
ENSG00000158517	ENST00000455062	204961_s_at
ENSG00000172493	ENST00000395146	201924_at
ENSG00000172493	ENST00000544085	201924_at
ENSG00000172493	ENST00000307808	201924_at
ENSG00000124493	ENST00000538487	210234_at
ENSG00000124493	ENST00000374177	210234_at
ENSG00000124493	ENST00000545715	210234_at
ENSG00000124493	ENST00000609222	210234_at
ENSG00000124493	ENST00000609860	210234_at
ENSG00000124493	ENST00000544773	210234_at
ENSG00000124493	ENST00000455714	210234_at
ENSG00000124493	ENST00000609278	210234_at
ENSG00000124493	ENST00000535756	210234_at
ENSG00000124493	ENST00000374181	210234_at
ENSG00000235043	ENST00000513307	208336_s_at
ENSG00000119714	ENST00000531499	211249_at
ENSG00000119714	ENST00000529102	211249_at
ENSG00000119714	ENST00000529300	211249_at
ENSG00000119714	ENST00000650645	211249_at
ENSG00000119714	ENST00000535815	211249_at
ENSG00000145736	ENST00000274400	221540_x_at
ENSG00000145736	ENST00000519783	221540_x_at
ENSG00000145736	ENST00000330280	221540_x_at
ENSG00000145736	ENST00000518898	221540_x_at
ENSG00000178741	ENST00000322347	203663_s_at
ENSG00000178741	ENST00000562233	203663_s_at
ENSG00000178741	ENST00000567270	203663_s_at
ENSG00000178741	ENST00000568783	203663_s_at
ENSG00000178741	ENST00000568517	203663_s_at
ENSG00000178741	ENST00000564811	203663_s_at
ENSG00000143727	ENST00000272067	201630_s_at
ENSG00000143727	ENST00000272065	201630_s_at
ENSG00000143727	ENST00000484464	201630_s_at
ENSG00000143727	ENST00000463831	201630_s_at
ENSG00000160325	ENST00000291722	61874_at
ENSG00000160325	ENST00000316948	61874_at
ENSG00000160325	ENST00000542192	61874_at
ENSG00000160325	ENST00000540581	61874_at
ENSG00000160326	ENST00000371897	220091_at
ENSG00000160326	ENST00000485978	220091_at
ENSG00000160326	ENST00000371899	220091_at
ENSG00000205609	ENST00000398944	210949_s_at
ENSG00000205609	ENST00000380876	210949_s_at
ENSG00000139155	ENST00000539415	220460_at
ENSG00000139155	ENST00000540354	220460_at
ENSG00000139155	ENST00000266509	220460_at
ENSG00000139155	ENST00000545102	220460_at
ENSG00000198189	ENST00000358290	217989_at
ENSG00000198189	ENST00000507518	217989_at
ENSG00000198189	ENST00000512344	217989_at
ENSG00000198189	ENST00000502576	217989_at
ENSG00000130164	ENST00000558518	202068_s_at
ENSG00000130164	ENST00000252444	202068_s_at
ENSG00000130164	ENST00000560628	202068_s_at
ENSG00000261832	ENST00000635887	209275_s_at
ENSG00000261832	ENST00000637376	209275_s_at
ENSG00000261832	ENST00000636078	209275_s_at
ENSG00000261832	ENST00000636503	209275_s_at
ENSG00000261832	ENST00000568224	209275_s_at
ENSG00000261832	ENST00000636866	209275_s_at
ENSG00000261832	ENST00000636017	209275_s_at
ENSG00000261832	ENST00000637299	209275_s_at
ENSG00000261832	ENST00000638036	209275_s_at
ENSG00000261832	ENST00000636766	209275_s_at
ENSG00000261832	ENST00000637745	209275_s_at
ENSG00000214810	ENST00000399027	208905_at
ENSG00000137309	ENST00000347617	206074_s_at
ENSG00000137309	ENST00000401473	206074_s_at
ENSG00000137309	ENST00000311487	206074_s_at
ENSG00000137309	ENST00000478214	206074_s_at
ENSG00000137309	ENST00000374116	206074_s_at
ENSG00000137309	ENST00000447654	206074_s_at
ENSG00000111700	ENST00000381545	206354_at
ENSG00000111700	ENST00000261196	206354_at
ENSG00000123454	ENST00000393056	206450_at
ENSG00000188603	ENST00000569430	209275_s_at
ENSG00000188603	ENST00000359984	209275_s_at
ENSG00000188603	ENST00000564091	209275_s_at
ENSG00000188603	ENST00000636147	209275_s_at
ENSG00000188603	ENST00000360019	209275_s_at
ENSG00000188603	ENST00000357857	209275_s_at
ENSG00000188603	ENST00000563874	209275_s_at
ENSG00000188603	ENST00000333496	209275_s_at
ENSG00000188603	ENST00000561689	209275_s_at
ENSG00000188603	ENST00000357806	209275_s_at
ENSG00000188603	ENST00000395653	209275_s_at
ENSG00000188603	ENST00000568076	209275_s_at
ENSG00000188603	ENST00000636907	209275_s_at
ENSG00000188603	ENST00000637184	209275_s_at
ENSG00000188603	ENST00000636839	209275_s_at
ENSG00000188603	ENST00000637107	209275_s_at
ENSG00000188603	ENST00000636351	209275_s_at
ENSG00000188603	ENST00000636977	209275_s_at
ENSG00000188603	ENST00000637578	209275_s_at
ENSG00000188603	ENST00000565354	209275_s_at
ENSG00000188603	ENST00000635958	209275_s_at
ENSG00000188603	ENST00000567963	209275_s_at
ENSG00000188603	ENST00000568452	209275_s_at
ENSG00000188603	ENST00000637871	209275_s_at
ENSG00000188603	ENST00000565316	209275_s_at
ENSG00000188603	ENST00000628023	209275_s_at
ENSG00000188603	ENST00000636228	209275_s_at
ENSG00000188603	ENST00000355477	209275_s_at
ENSG00000188603	ENST00000565140	209275_s_at
ENSG00000188603	ENST00000566057	209275_s_at
ENSG00000188603	ENST00000569030	209275_s_at
ENSG00000188603	ENST00000637699	209275_s_at
ENSG00000188603	ENST00000636172	209275_s_at
ENSG00000188603	ENST00000635861	209275_s_at
ENSG00000188603	ENST00000568422	209275_s_at
ENSG00000188603	ENST00000637050	209275_s_at
ENSG00000188603	ENST00000636853	209275_s_at
ENSG00000188603	ENST00000566824	209275_s_at
ENSG00000188603	ENST00000636685	209275_s_at
ENSG00000152583	ENST00000282470	200795_at
ENSG00000152583	ENST00000503414	200795_at
ENSG00000152583	ENST00000418378	200795_at
ENSG00000167195	ENST00000300576	207575_at
ENSG00000230847	ENST00000445744	209925_at
ENSG00000123453	ENST00000371872	210862_s_at
ENSG00000123453	ENST00000427237	210862_s_at
ENSG00000123453	ENST00000439388	210862_s_at
ENSG00000123453	ENST00000422262	210862_s_at
ENSG00000140478	ENST00000434739	207575_at
ENSG00000140478	ENST00000618219	207575_at
ENSG00000165178	ENST00000438382	204961_s_at
ENSG00000277053	ENST00000618412	210891_s_at
ENSG00000277053	ENST00000622829	210891_s_at
ENSG00000277053	ENST00000621948	210891_s_at
ENSG00000272325	ENST00000607016	221579_s_at
