Gene stable ID	Transcript stable ID	AFFY RAE230A probe
ENSRNOG00000004893	ENSRNOT00000006509	1373212_at
ENSRNOG00000004893	ENSRNOT00000006509	1382446_at
ENSRNOG00000054626	ENSRNOT00000081747	1367597_at
ENSRNOG00000011329	ENSRNOT00000015332	1369931_at
ENSRNOG00000011329	ENSRNOT00000083666	1369931_at
ENSRNOG00000009166	ENSRNOT00000012256	1376116_at
ENSRNOG00000009166	ENSRNOT00000012256	1376739_at
ENSRNOG00000015732	ENSRNOT00000020409	1369611_at
ENSRNOG00000003536	ENSRNOT00000004740	1374050_at
ENSRNOG00000047219	ENSRNOT00000074000	1371728_at
ENSRNOG00000009921	ENSRNOT00000013175	1371147_at
ENSRNOG00000046023	ENSRNOT00000071249	1376774_at
ENSRNOG00000000392	ENSRNOT00000000441	1372350_at
ENSRNOG00000004775	ENSRNOT00000055101	1389348_at
ENSRNOG00000017684	ENSRNOT00000023810	1371566_at
ENSRNOG00000050717	ENSRNOT00000074413	1370735_at
ENSRNOG00000051499	ENSRNOT00000077122	1369684_at
ENSRNOG00000014670	ENSRNOT00000045183	1372068_at
ENSRNOG00000051499	ENSRNOT00000085899	1369684_at
ENSRNOG00000000392	ENSRNOT00000080773	1372350_at
ENSRNOG00000014670	ENSRNOT00000049391	1372068_at
ENSRNOG00000001325	ENSRNOT00000001792	1387935_at
ENSRNOG00000028206	ENSRNOT00000030600	1385508_x_at
ENSRNOG00000028206	ENSRNOT00000030600	1377178_at
ENSRNOG00000028206	ENSRNOT00000030600	1385507_at
ENSRNOG00000008829	ENSRNOT00000012056	1373969_at
ENSRNOG00000048431	ENSRNOT00000074659	1374023_at
ENSRNOG00000027008	ENSRNOT00000039335	1375796_at
ENSRNOG00000016447	ENSRNOT00000022601	1372202_at
ENSRNOG00000060798	ENSRNOT00000071106	1371269_at
ENSRNOG00000011283	ENSRNOT00000015286	1372847_at
ENSRNOG00000011283	ENSRNOT00000050827	1372847_at
ENSRNOG00000016021	ENSRNOT00000061054	1388422_at
ENSRNOG00000042374	ENSRNOT00000066341	1390681_at
ENSRNOG00000012314	ENSRNOT00000016479	1373387_at
ENSRNOG00000010048	ENSRNOT00000068102	1367848_at
ENSRNOG00000000967	ENSRNOT00000001292	1368126_at
ENSRNOG00000005249	ENSRNOT00000007300	1371779_at
ENSRNOG00000015159	ENSRNOT00000020711	1387542_at
ENSRNOG00000032878	ENSRNOT00000085120	1371629_at
ENSRNOG00000032878	ENSRNOT00000085120	1375231_a_at
ENSRNOG00000010048	ENSRNOT00000078175	1367848_at
ENSRNOG00000002364	ENSRNOT00000003228	1387923_at
ENSRNOG00000032878	ENSRNOT00000045795	1371629_at
ENSRNOG00000032878	ENSRNOT00000045795	1375231_a_at
ENSRNOG00000018228	ENSRNOT00000058074	1399007_at
ENSRNOG00000027839	ENSRNOT00000030007	1369688_s_at
ENSRNOG00000015144	ENSRNOT00000020365	1388412_at
ENSRNOG00000055526	ENSRNOT00000091664	1371295_at
ENSRNOG00000020893	ENSRNOT00000028389	1372203_at
ENSRNOG00000020893	ENSRNOT00000028389	1377526_at
ENSRNOG00000020056	ENSRNOT00000027217	1376087_at
ENSRNOG00000027839	ENSRNOT00000030036	1369688_s_at
ENSRNOG00000002364	ENSRNOT00000085011	1387923_at
ENSRNOG00000020893	ENSRNOT00000071442	1372203_at
ENSRNOG00000034241	ENSRNOT00000051397	1372461_at
ENSRNOG00000034241	ENSRNOT00000051397	1372460_at
ENSRNOG00000015410	ENSRNOT00000020704	1381504_at
ENSRNOG00000020573	ENSRNOT00000027920	1372844_at
ENSRNOG00000020573	ENSRNOT00000027920	1398273_at
ENSRNOG00000017548	ENSRNOT00000023904	1373341_at
ENSRNOG00000059489	ENSRNOT00000088343	1375655_at
ENSRNOG00000019143	ENSRNOT00000080860	1385402_at
ENSRNOG00000019143	ENSRNOT00000080860	1375913_at
ENSRNOG00000019143	ENSRNOT00000080860	1375912_a_at
ENSRNOG00000019143	ENSRNOT00000080860	1375214_at
ENSRNOG00000007331	ENSRNOT00000068028	1373427_at
ENSRNOG00000019143	ENSRNOT00000065431	1385402_at
ENSRNOG00000019143	ENSRNOT00000065431	1375913_at
ENSRNOG00000019143	ENSRNOT00000065431	1375912_a_at
ENSRNOG00000019143	ENSRNOT00000065431	1375214_at
ENSRNOG00000001931	ENSRNOT00000002650	1370233_at
ENSRNOG00000026965	ENSRNOT00000029845	1390042_at
ENSRNOG00000020541	ENSRNOT00000089435	1373948_at
ENSRNOG00000058908	ENSRNOT00000081634	1388783_at
ENSRNOG00000058908	ENSRNOT00000081634	1368042_a_at
ENSRNOG00000011245	ENSRNOT00000015547	1390406_at
ENSRNOG00000005733	ENSRNOT00000008612	1389293_at
ENSRNOG00000018956	ENSRNOT00000025635	1370762_at
ENSRNOG00000033330	ENSRNOT00000040697	1377523_at
ENSRNOG00000005733	ENSRNOT00000091300	1389293_at
ENSRNOG00000017328	ENSRNOT00000023446	1387851_at
ENSRNOG00000020541	ENSRNOT00000066430	1373948_at
ENSRNOG00000005338	ENSRNOT00000007074	1369856_at
ENSRNOG00000000604	ENSRNOT00000000742	1370908_at
ENSRNOG00000017172	ENSRNOT00000023172	1388513_at
ENSRNOG00000018790	ENSRNOT00000025518	1368357_at
ENSRNOG00000027088	ENSRNOT00000030485	1373063_at
ENSRNOG00000027088	ENSRNOT00000030485	1375965_at
ENSRNOG00000015724	ENSRNOT00000021746	1370661_a_at
ENSRNOG00000042228	ENSRNOT00000041957	1370027_a_at
ENSRNOG00000003691	ENSRNOT00000004942	1390152_at
ENSRNOG00000003691	ENSRNOT00000004942	1373862_at
ENSRNOG00000003691	ENSRNOT00000004942	1386477_at
ENSRNOG00000048542	ENSRNOT00000073741	1370765_at
ENSRNOG00000050121	ENSRNOT00000072144	1387522_at
ENSRNOG00000020863	ENSRNOT00000028303	1379993_at
ENSRNOG00000016219	ENSRNOT00000021694	1389253_at
ENSRNOG00000004647	ENSRNOT00000006246	1387711_at
ENSRNOG00000020863	ENSRNOT00000075569	1379993_at
ENSRNOG00000012055	ENSRNOT00000016281	1374110_at
ENSRNOG00000049221	ENSRNOT00000089374	1388572_at
ENSRNOG00000013763	ENSRNOT00000018973	1374209_at
ENSRNOG00000046558	ENSRNOT00000074363	1367552_at
ENSRNOG00000011881	ENSRNOT00000078971	1374800_at
ENSRNOG00000049221	ENSRNOT00000071199	1388572_at
ENSRNOG00000020165	ENSRNOT00000027297	1389160_at
ENSRNOG00000049221	ENSRNOT00000091450	1388572_at
ENSRNOG00000016578	ENSRNOT00000022462	1373653_at
ENSRNOG00000011052	ENSRNOT00000014780	1388715_at
ENSRNOG00000001494	ENSRNOT00000002044	1398782_at
ENSRNOG00000014674	ENSRNOT00000020662	1398384_at
ENSRNOG00000013336	ENSRNOT00000060146	1374715_at
ENSRNOG00000007243	ENSRNOT00000009573	1387965_at
ENSRNOG00000002177	ENSRNOT00000002992	1373669_at
ENSRNOG00000015903	ENSRNOT00000081173	1368603_at
ENSRNOG00000059911	ENSRNOT00000078964	1373228_at
ENSRNOG00000030616	ENSRNOT00000051979	1375080_at
ENSRNOG00000014761	ENSRNOT00000020017	1370372_at
ENSRNOG00000014761	ENSRNOT00000020017	1370373_at
ENSRNOG00000013076	ENSRNOT00000088424	1369804_a_at
ENSRNOG00000043159	ENSRNOT00000089015	1370660_at
ENSRNOG00000013766	ENSRNOT00000067018	1386880_at
ENSRNOG00000060112	ENSRNOT00000077949	1388087_at
ENSRNOG00000042899	ENSRNOT00000057120	1375039_x_at
ENSRNOG00000042899	ENSRNOT00000057120	1389783_s_at
ENSRNOG00000049995	ENSRNOT00000073557	1390412_at
ENSRNOG00000049995	ENSRNOT00000073557	1387130_at
ENSRNOG00000013076	ENSRNOT00000018126	1369804_a_at
ENSRNOG00000013766	ENSRNOT00000085601	1386880_at
ENSRNOG00000017420	ENSRNOT00000023437	1370435_a_at
ENSRNOG00000017420	ENSRNOT00000023448	1370435_a_at
ENSRNOG00000043159	ENSRNOT00000089091	1370660_at
ENSRNOG00000013076	ENSRNOT00000087800	1369804_a_at
ENSRNOG00000031479	ENSRNOT00000085448	1388918_at
ENSRNOG00000031479	ENSRNOT00000085448	1398859_at
ENSRNOG00000017420	ENSRNOT00000084825	1370435_a_at
ENSRNOG00000005931	ENSRNOT00000008211	1368399_a_at
ENSRNOG00000031479	ENSRNOT00000051155	1398859_at
ENSRNOG00000013892	ENSRNOT00000018787	1388859_at
ENSRNOG00000034246	ENSRNOT00000049535	1367685_at
ENSRNOG00000008195	ENSRNOT00000035628	1372249_at
ENSRNOG00000008195	ENSRNOT00000035628	1387774_at
ENSRNOG00000000395	ENSRNOT00000000444	1373809_at
ENSRNOG00000002117	ENSRNOT00000002887	1369284_at
ENSRNOG00000056376	ENSRNOT00000090946	1375967_a_at
ENSRNOG00000053991	ENSRNOT00000084651	1367967_at
ENSRNOG00000004763	ENSRNOT00000091935	1370574_a_at
ENSRNOG00000003864	ENSRNOT00000005374	1368065_at
ENSRNOG00000004763	ENSRNOT00000006408	1370574_a_at
ENSRNOG00000004763	ENSRNOT00000006408	1367881_at
ENSRNOG00000002881	ENSRNOT00000003901	1368673_at
ENSRNOG00000019418	ENSRNOT00000026259	1384178_at
ENSRNOG00000019418	ENSRNOT00000026259	1375149_at
ENSRNOG00000046393	ENSRNOT00000048726	1371316_at
ENSRNOG00000007031	ENSRNOT00000009560	1387486_at
ENSRNOG00000031081	ENSRNOT00000049536	1373670_at
ENSRNOG00000031081	ENSRNOT00000049536	1389571_at
ENSRNOG00000005628	ENSRNOT00000007807	1369544_a_at
ENSRNOG00000005628	ENSRNOT00000007807	1387612_at
ENSRNOG00000031081	ENSRNOT00000088201	1373670_at
ENSRNOG00000031081	ENSRNOT00000088201	1389571_at
ENSRNOG00000004035	ENSRNOT00000063917	1377400_at
ENSRNOG00000003772	ENSRNOT00000067011	1370282_at
ENSRNOG00000005628	ENSRNOT00000083658	1369544_a_at
ENSRNOG00000005628	ENSRNOT00000083658	1387612_at
ENSRNOG00000014096	ENSRNOT00000044287	1368222_at
ENSRNOG00000014096	ENSRNOT00000044287	1368221_at
ENSRNOG00000019340	ENSRNOT00000055251	1377062_at
ENSRNOG00000003772	ENSRNOT00000080598	1370282_at
ENSRNOG00000019618	ENSRNOT00000084735	1369060_a_at
ENSRNOG00000003680	ENSRNOT00000004970	1369818_at
ENSRNOG00000019618	ENSRNOT00000060417	1369060_a_at
ENSRNOG00000014766	ENSRNOT00000019886	1371251_at
ENSRNOG00000020150	ENSRNOT00000027301	1369031_at
ENSRNOG00000019618	ENSRNOT00000078667	1369060_a_at
ENSRNOG00000030018	ENSRNOT00000028058	1368377_at
ENSRNOG00000012393	ENSRNOT00000016519	1375954_at
ENSRNOG00000004826	ENSRNOT00000006425	1376489_at
ENSRNOG00000014835	ENSRNOT00000020108	1370692_at
ENSRNOG00000014835	ENSRNOT00000020144	1387273_at
ENSRNOG00000002773	ENSRNOT00000003774	1368505_at
ENSRNOG00000002773	ENSRNOT00000003774	1368506_at
ENSRNOG00000053811	ENSRNOT00000083433	1368672_at
ENSRNOG00000008816	ENSRNOT00000011945	1368187_at
ENSRNOG00000004247	ENSRNOT00000064984	1371539_at
ENSRNOG00000025350	ENSRNOT00000047105	1374377_at
ENSRNOG00000019970	ENSRNOT00000084650	1367506_at
ENSRNOG00000051711	ENSRNOT00000078285	1390615_at
ENSRNOG00000019970	ENSRNOT00000027091	1367506_at
ENSRNOG00000005357	ENSRNOT00000007447	1373665_at
ENSRNOG00000061346	ENSRNOT00000083484	1390575_at
ENSRNOG00000047739	ENSRNOT00000074497	1368383_at
ENSRNOG00000037199	ENSRNOT00000056180	1371677_at
ENSRNOG00000047364	ENSRNOT00000075116	1374698_at
ENSRNOG00000054033	ENSRNOT00000089590	1368449_at
ENSRNOG00000054033	ENSRNOT00000089590	1387194_at
ENSRNOG00000054033	ENSRNOT00000089590	1378039_at
ENSRNOG00000037897	ENSRNOT00000027246	1371377_at
ENSRNOG00000010697	ENSRNOT00000014658	1370237_at
ENSRNOG00000054033	ENSRNOT00000092186	1368449_at
ENSRNOG00000054033	ENSRNOT00000092186	1387194_at
ENSRNOG00000054033	ENSRNOT00000092186	1378039_at
ENSRNOG00000008480	ENSRNOT00000011523	1369687_at
ENSRNOG00000011195	ENSRNOT00000015624	1371899_at
ENSRNOG00000054770	ENSRNOT00000085927	1373918_at
ENSRNOG00000039783	ENSRNOT00000061041	1388303_at
ENSRNOG00000026432	ENSRNOT00000048704	1369185_a_at
ENSRNOG00000010712	ENSRNOT00000014660	1388780_at
ENSRNOG00000018305	ENSRNOT00000024752	1387435_at
ENSRNOG00000013852	ENSRNOT00000018523	1372451_at
ENSRNOG00000013852	ENSRNOT00000088314	1372451_at
ENSRNOG00000050589	ENSRNOT00000073815	AFFX_rat_5S_rRNA_at
ENSRNOG00000018087	ENSRNOT00000024430	1367574_at
ENSRNOG00000052802	ENSRNOT00000088473	1367617_at
ENSRNOG00000052802	ENSRNOT00000087928	1367617_at
ENSRNOG00000052802	ENSRNOT00000080988	1367617_at
ENSRNOG00000026432	ENSRNOT00000036232	1370514_a_at
ENSRNOG00000026432	ENSRNOT00000036232	1370515_x_at
ENSRNOG00000026432	ENSRNOT00000036232	1369185_a_at
ENSRNOG00000005166	ENSRNOT00000006862	1376360_at
ENSRNOG00000027204	ENSRNOT00000034389	1368345_at
ENSRNOG00000027204	ENSRNOT00000034389	1371087_a_at
ENSRNOG00000026432	ENSRNOT00000035576	1369185_a_at
ENSRNOG00000014118	ENSRNOT00000019237	1387323_at
ENSRNOG00000026432	ENSRNOT00000036180	1370514_a_at
ENSRNOG00000026432	ENSRNOT00000036180	1369185_a_at
ENSRNOG00000026432	ENSRNOT00000036168	1369185_a_at
ENSRNOG00000026432	ENSRNOT00000047964	1370514_a_at
ENSRNOG00000026432	ENSRNOT00000047964	1370515_x_at
ENSRNOG00000026432	ENSRNOT00000047964	1369185_a_at
ENSRNOG00000026432	ENSRNOT00000036283	1369185_a_at
ENSRNOG00000026132	ENSRNOT00000038651	1379036_at
ENSRNOG00000005920	ENSRNOT00000007780	1375211_at
ENSRNOG00000047611	ENSRNOT00000086260	1399046_at
ENSRNOG00000047611	ENSRNOT00000086260	1369421_at
ENSRNOG00000003891	ENSRNOT00000005162	1369885_at
ENSRNOG00000048402	ENSRNOT00000045874	1388272_at
ENSRNOG00000020351	ENSRNOT00000050612	1399014_at
ENSRNOG00000009031	ENSRNOT00000012212	1369162_at
ENSRNOG00000018440	ENSRNOT00000025159	1373591_at
ENSRNOG00000004471	ENSRNOT00000005943	1399035_at
ENSRNOG00000048651	ENSRNOT00000072592	1374048_at
ENSRNOG00000007159	ENSRNOT00000009448	1367973_at
ENSRNOG00000050237	ENSRNOT00000072022	1373177_x_at
ENSRNOG00000026432	ENSRNOT00000007429	1370514_a_at
ENSRNOG00000026432	ENSRNOT00000007429	1370515_x_at
ENSRNOG00000026432	ENSRNOT00000007429	1369185_a_at
ENSRNOG00000002636	ENSRNOT00000003633	1369799_at
ENSRNOG00000018774	ENSRNOT00000059501	1368211_at
ENSRNOG00000018986	ENSRNOT00000090428	1376423_at
ENSRNOG00000026048	ENSRNOT00000086041	1389044_at
ENSRNOG00000013930	ENSRNOT00000077799	1388089_a_at
ENSRNOG00000033543	ENSRNOT00000041926	1371270_at
ENSRNOG00000018986	ENSRNOT00000065187	1376423_at
ENSRNOG00000013930	ENSRNOT00000019555	1371489_at
ENSRNOG00000013930	ENSRNOT00000019555	1387458_at
ENSRNOG00000013930	ENSRNOT00000019555	1388089_a_at
ENSRNOG00000058105	ENSRNOT00000090422	1367553_x_at
ENSRNOG00000001816	ENSRNOT00000002487	1388458_at
ENSRNOG00000017181	ENSRNOT00000068418	1375953_at
ENSRNOG00000059467	ENSRNOT00000087021	1374433_at
ENSRNOG00000018040	ENSRNOT00000024301	1389103_at
ENSRNOG00000054855	ENSRNOT00000079827	1367501_at
ENSRNOG00000054855	ENSRNOT00000079827	1399144_at
ENSRNOG00000053247	ENSRNOT00000084283	1374745_at
ENSRNOG00000053247	ENSRNOT00000084283	1374791_at
ENSRNOG00000008673	ENSRNOT00000011499	1371977_at
ENSRNOG00000003809	ENSRNOT00000086311	1371774_at
ENSRNOG00000003809	ENSRNOT00000068078	1371774_at
ENSRNOG00000014532	ENSRNOT00000019787	1387868_at
ENSRNOG00000012847	ENSRNOT00000017137	1393436_at
ENSRNOG00000026048	ENSRNOT00000036156	1389044_at
ENSRNOG00000007118	ENSRNOT00000009321	1376792_at
ENSRNOG00000012835	ENSRNOT00000017314	1376084_a_at
ENSRNOG00000014231	ENSRNOT00000019117	1368369_at
ENSRNOG00000009255	ENSRNOT00000012269	1372184_at
ENSRNOG00000029792	ENSRNOT00000020532	1383263_at
ENSRNOG00000029792	ENSRNOT00000020532	1385248_a_at
ENSRNOG00000029792	ENSRNOT00000020532	1390450_a_at
ENSRNOG00000029792	ENSRNOT00000020532	1376749_at
ENSRNOG00000014029	ENSRNOT00000018788	1373484_at
ENSRNOG00000037087	ENSRNOT00000055893	1371420_at
ENSRNOG00000017445	ENSRNOT00000023582	1388131_at
ENSRNOG00000049604	ENSRNOT00000073774	1368232_at
ENSRNOG00000049604	ENSRNOT00000073774	1387119_at
ENSRNOG00000018042	ENSRNOT00000024290	1371586_at
ENSRNOG00000004473	ENSRNOT00000006071	1370089_at
ENSRNOG00000015259	ENSRNOT00000021099	1369461_at
ENSRNOG00000005853	ENSRNOT00000007984	1369199_at
ENSRNOG00000005853	ENSRNOT00000007984	1387474_at
ENSRNOG00000002217	ENSRNOT00000003012	1371447_at
ENSRNOG00000020646	ENSRNOT00000028028	1373492_at
ENSRNOG00000004699	ENSRNOT00000006203	1373727_at
ENSRNOG00000051784	ENSRNOT00000090960	1368587_at
ENSRNOG00000050117	ENSRNOT00000048383	1370425_at
ENSRNOG00000015987	ENSRNOT00000021458	1373811_at
ENSRNOG00000030184	ENSRNOT00000050369	1390633_at
ENSRNOG00000043076	ENSRNOT00000067642	1371352_at
ENSRNOG00000016133	ENSRNOT00000022047	1399095_at
ENSRNOG00000008512	ENSRNOT00000011272	1373846_at
ENSRNOG00000006394	ENSRNOT00000008788	1374101_at
ENSRNOG00000014953	ENSRNOT00000020071	1377129_at
ENSRNOG00000000098	ENSRNOT00000000110	1372865_at
ENSRNOG00000058484	ENSRNOT00000091399	1369063_at
ENSRNOG00000016968	ENSRNOT00000022746	1373407_at
ENSRNOG00000030269	ENSRNOT00000043476	1368698_at
ENSRNOG00000030269	ENSRNOT00000043476	1387285_at
ENSRNOG00000010643	ENSRNOT00000045488	1377072_at
ENSRNOG00000010643	ENSRNOT00000045488	1389281_at
ENSRNOG00000060087	ENSRNOT00000087937	1368574_at
ENSRNOG00000008301	ENSRNOT00000011208	1388335_at
ENSRNOG00000006947	ENSRNOT00000088242	1398429_at
ENSRNOG00000005129	ENSRNOT00000090057	1389504_at
ENSRNOG00000010643	ENSRNOT00000014135	1377072_at
ENSRNOG00000010643	ENSRNOT00000014135	1389281_at
ENSRNOG00000030269	ENSRNOT00000067931	1368698_at
ENSRNOG00000030269	ENSRNOT00000067931	1387285_at
ENSRNOG00000019494	ENSRNOT00000026462	1374033_at
ENSRNOG00000007392	ENSRNOT00000009737	1398781_at
ENSRNOG00000006947	ENSRNOT00000009552	1398429_at
ENSRNOG00000012258	ENSRNOT00000017199	1372133_at
ENSRNOG00000001796	ENSRNOT00000002452	1387265_at
ENSRNOG00000012258	ENSRNOT00000087771	1372133_at
ENSRNOG00000007822	ENSRNOT00000010338	1375533_at
ENSRNOG00000011373	ENSRNOT00000015169	1389073_at
ENSRNOG00000025504	ENSRNOT00000036904	1371805_at
ENSRNOG00000053659	ENSRNOT00000090773	1389575_at
ENSRNOG00000016519	ENSRNOT00000022244	1390228_at
ENSRNOG00000012980	ENSRNOT00000017330	1375988_at
ENSRNOG00000025570	ENSRNOT00000049895	1373442_at
ENSRNOG00000004489	ENSRNOT00000006152	1372468_at
ENSRNOG00000019036	ENSRNOT00000079539	1382061_at
ENSRNOG00000021441	ENSRNOT00000010521	1373957_at
ENSRNOG00000021441	ENSRNOT00000010521	1369093_at
ENSRNOG00000012928	ENSRNOT00000017347	1374136_at
ENSRNOG00000021441	ENSRNOT00000061858	1373957_at
ENSRNOG00000021441	ENSRNOT00000061858	1369093_at
ENSRNOG00000017223	ENSRNOT00000023368	1368360_at
ENSRNOG00000034015	ENSRNOT00000045326	1387860_at
ENSRNOG00000058156	ENSRNOT00000081470	1374306_at
ENSRNOG00000008895	ENSRNOT00000089893	1369289_at
ENSRNOG00000008895	ENSRNOT00000089893	1382496_at
ENSRNOG00000017380	ENSRNOT00000023654	1390620_at
ENSRNOG00000007102	ENSRNOT00000009627	1372162_at
ENSRNOG00000008895	ENSRNOT00000078703	1369289_at
ENSRNOG00000008895	ENSRNOT00000078703	1382496_at
ENSRNOG00000006784	ENSRNOT00000009269	1368926_at
ENSRNOG00000017708	ENSRNOT00000023806	1374385_at
ENSRNOG00000008734	ENSRNOT00000011684	1367547_at
ENSRNOG00000019671	ENSRNOT00000026631	1374647_at
ENSRNOG00000019671	ENSRNOT00000026631	1389415_at
ENSRNOG00000018242	ENSRNOT00000025009	1368156_at
ENSRNOG00000015812	ENSRNOT00000021535	1373847_at
ENSRNOG00000001049	ENSRNOT00000001383	1367583_at
ENSRNOG00000035467	ENSRNOT00000053590	1374767_at
ENSRNOG00000012458	ENSRNOT00000078080	1367871_at
ENSRNOG00000056810	ENSRNOT00000085588	1374232_at
ENSRNOG00000016939	ENSRNOT00000023318	1372224_at
ENSRNOG00000012458	ENSRNOT00000016883	1367871_at
ENSRNOG00000008663	ENSRNOT00000012094	1388954_at
ENSRNOG00000003468	ENSRNOT00000067005	1387292_s_at
ENSRNOG00000020901	ENSRNOT00000028380	1368705_at
ENSRNOG00000003468	ENSRNOT00000004649	1387991_at
ENSRNOG00000021110	ENSRNOT00000028664	1371692_at
ENSRNOG00000008663	ENSRNOT00000044143	1388954_at
ENSRNOG00000034597	ENSRNOT00000052720	AFFX_rat_5S_rRNA_at
ENSRNOG00000008755	ENSRNOT00000046754	1367680_at
ENSRNOG00000008663	ENSRNOT00000086745	1388954_at
ENSRNOG00000012685	ENSRNOT00000016962	1389599_at
ENSRNOG00000031731	ENSRNOT00000050398	1371828_at
ENSRNOG00000021682	ENSRNOT00000080077	1389274_at
ENSRNOG00000017878	ENSRNOT00000024093	1368718_at
ENSRNOG00000034040	ENSRNOT00000051474	1374906_at
ENSRNOG00000012206	ENSRNOT00000017485	1373375_at
ENSRNOG00000018554	ENSRNOT00000025031	1374063_at
ENSRNOG00000029614	ENSRNOT00000087080	1369338_at
ENSRNOG00000003958	ENSRNOT00000005260	1372801_at
ENSRNOG00000016212	ENSRNOT00000021816	1374526_at
ENSRNOG00000029614	ENSRNOT00000042384	1369338_at
ENSRNOG00000013874	ENSRNOT00000018820	1371307_at
ENSRNOG00000012512	ENSRNOT00000083344	1370854_at
ENSRNOG00000012512	ENSRNOT00000083344	1370697_a_at
ENSRNOG00000057628	ENSRNOT00000081167	1367815_at
ENSRNOG00000023764	ENSRNOT00000067838	1389988_at
ENSRNOG00000008140	ENSRNOT00000010759	1398315_at
ENSRNOG00000014287	ENSRNOT00000060683	1375364_at
ENSRNOG00000021682	ENSRNOT00000031498	1389274_at
ENSRNOG00000004414	ENSRNOT00000006141	1387279_at
ENSRNOG00000057628	ENSRNOT00000082623	1367815_at
ENSRNOG00000012512	ENSRNOT00000016967	1370854_at
ENSRNOG00000012512	ENSRNOT00000016967	1370697_a_at
ENSRNOG00000012512	ENSRNOT00000066780	1370854_at
ENSRNOG00000012512	ENSRNOT00000066780	1370697_a_at
ENSRNOG00000002520	ENSRNOT00000003412	1370928_at
ENSRNOG00000049309	ENSRNOT00000074882	1371327_a_at
ENSRNOG00000059138	ENSRNOT00000083129	1371295_at
ENSRNOG00000014971	ENSRNOT00000020100	1370092_at
ENSRNOG00000018400	ENSRNOT00000037597	1390050_at
ENSRNOG00000045911	ENSRNOT00000073353	1372198_at
ENSRNOG00000015401	ENSRNOT00000047271	1374724_at
ENSRNOG00000015274	ENSRNOT00000068152	1370979_at
ENSRNOG00000006326	ENSRNOT00000066743	1371807_at
ENSRNOG00000016965	ENSRNOT00000055875	1389606_at
ENSRNOG00000016965	ENSRNOT00000055875	1373744_at
ENSRNOG00000002158	ENSRNOT00000002938	1368416_at
ENSRNOG00000020481	ENSRNOT00000027774	1369963_at
ENSRNOG00000061813	ENSRNOT00000081444	1370056_at
ENSRNOG00000024402	ENSRNOT00000058387	1372614_at
ENSRNOG00000007324	ENSRNOT00000009900	1390274_at
ENSRNOG00000002021	ENSRNOT00000002769	1398989_at
ENSRNOG00000013620	ENSRNOT00000018431	1398574_a_at
ENSRNOG00000013620	ENSRNOT00000018431	1377236_at
ENSRNOG00000002021	ENSRNOT00000043410	1389173_at
ENSRNOG00000019716	ENSRNOT00000026685	1387267_at
ENSRNOG00000019716	ENSRNOT00000087115	1387267_at
ENSRNOG00000009528	ENSRNOT00000012690	1376973_at
ENSRNOG00000019716	ENSRNOT00000082009	1387267_at
ENSRNOG00000008850	ENSRNOT00000011741	1388806_at
ENSRNOG00000015813	ENSRNOT00000021158	1372115_at
ENSRNOG00000017917	ENSRNOT00000024151	1390366_at
ENSRNOG00000005542	ENSRNOT00000046811	1388190_at
ENSRNOG00000005542	ENSRNOT00000046811	1371157_at
ENSRNOG00000059482	ENSRNOT00000085069	1387593_at
ENSRNOG00000005542	ENSRNOT00000007371	1388190_at
ENSRNOG00000005542	ENSRNOT00000007371	1371157_at
ENSRNOG00000020361	ENSRNOT00000077078	1387063_at
ENSRNOG00000020361	ENSRNOT00000027584	1387063_at
ENSRNOG00000002984	ENSRNOT00000003989	1387734_at
ENSRNOG00000020138	ENSRNOT00000027337	1368772_at
ENSRNOG00000014090	ENSRNOT00000019571	1370806_at
ENSRNOG00000025034	ENSRNOT00000032859	1371443_at
ENSRNOG00000036880	ENSRNOT00000082427	1377110_at
ENSRNOG00000002835	ENSRNOT00000003914	1399018_at
ENSRNOG00000036880	ENSRNOT00000037318	1377110_at
ENSRNOG00000009582	ENSRNOT00000078187	1369056_at
ENSRNOG00000043171	ENSRNOT00000051857	1372072_at
ENSRNOG00000009582	ENSRNOT00000051951	1369056_at
ENSRNOG00000008563	ENSRNOT00000011381	1370852_at
ENSRNOG00000004646	ENSRNOT00000006526	1369784_at
ENSRNOG00000019682	ENSRNOT00000026648	1398868_at
ENSRNOG00000043171	ENSRNOT00000080784	1372072_at
ENSRNOG00000020929	ENSRNOT00000028413	1373071_at
ENSRNOG00000043171	ENSRNOT00000080660	1372072_at
ENSRNOG00000018653	ENSRNOT00000025353	1398926_at
ENSRNOG00000031387	ENSRNOT00000046886	1373046_at
ENSRNOG00000005116	ENSRNOT00000006859	1375219_a_at
ENSRNOG00000005116	ENSRNOT00000006859	1367639_a_at
ENSRNOG00000017901	ENSRNOT00000024112	1389785_at
ENSRNOG00000019985	ENSRNOT00000027135	1370206_at
ENSRNOG00000049641	ENSRNOT00000084259	1368096_at
ENSRNOG00000052810	ENSRNOT00000088853	1387328_at
ENSRNOG00000049641	ENSRNOT00000073669	1368096_at
ENSRNOG00000016714	ENSRNOT00000038038	1374099_at
ENSRNOG00000010219	ENSRNOT00000013809	1367825_at
ENSRNOG00000001440	ENSRNOT00000001958	1369927_at
ENSRNOG00000010219	ENSRNOT00000084092	1367825_at
ENSRNOG00000002303	ENSRNOT00000089123	1369795_at
ENSRNOG00000004936	ENSRNOT00000007255	1370167_at
ENSRNOG00000004936	ENSRNOT00000007255	1370166_at
ENSRNOG00000002303	ENSRNOT00000057953	1369795_at
