Gene stable ID	Transcript stable ID	AFFY DrosGenome1 probe
FBgn0034345	FBtr0086684	155076_at
FBgn0034345	FBtr0340359	155076_at
FBgn0034345	FBtr0306637	155076_at
FBgn0034345	FBtr0086686	155076_at
FBgn0034345	FBtr0301149	155076_at
FBgn0034345	FBtr0086687	155076_at
FBgn0034345	FBtr0306636	155076_at
FBgn0039479	FBtr0299564	150705_at
FBgn0003319	FBtr0083250	143332_at
FBgn0003319	FBtr0344008	143332_at
FBgn0015568	FBtr0081544	154652_at
FBgn0011016	FBtr0075453	153699_at
FBgn0004655	FBtr0070429	143572_at
FBgn0004655	FBtr0070429	142777_at
FBgn0004655	FBtr0344159	143572_at
FBgn0004655	FBtr0344159	142778_at
FBgn0004655	FBtr0344159	142777_at
FBgn0004655	FBtr0070430	142777_at
FBgn0265487	FBtr0310058	147360_at
FBgn0265487	FBtr0086994	147360_at
FBgn0265487	FBtr0086992	143809_at
FBgn0265487	FBtr0310059	147360_at
FBgn0265487	FBtr0310346	147360_at
FBgn0034647	FBtr0345682	147631_at
FBgn0034647	FBtr0071682	147631_at
FBgn0050036	FBtr0088050	142873_at
FBgn0020309	FBtr0335475	143920_at
FBgn0020309	FBtr0335475	142432_at
FBgn0020309	FBtr0335475	146252_at
FBgn0020309	FBtr0080260	143920_at
FBgn0020309	FBtr0080260	142432_at
FBgn0020309	FBtr0080260	146252_at
FBgn0020309	FBtr0080261	143920_at
FBgn0020309	FBtr0335473	143920_at
FBgn0020309	FBtr0335473	142432_at
FBgn0020309	FBtr0335473	146252_at
FBgn0020309	FBtr0080263	143920_at
FBgn0020309	FBtr0080262	143920_at
FBgn0020309	FBtr0335474	143920_at
FBgn0020309	FBtr0335474	142432_at
FBgn0020309	FBtr0335474	146252_at
FBgn0020309	FBtr0305262	143920_at
FBgn0020309	FBtr0335476	143920_at
FBgn0011554	FBtr0088163	143659_at
FBgn0036712	FBtr0075242	142265_at
FBgn0036712	FBtr0331846	142265_at
FBgn0052603	FBtr0073894	145047_at
FBgn0261873	FBtr0333720	144688_at
FBgn0261873	FBtr0333720	144690_at
FBgn0261873	FBtr0333720	144689_at
FBgn0261873	FBtr0333720	144693_at
FBgn0261873	FBtr0333720	141325_at
FBgn0261873	FBtr0333720	151396_at
FBgn0261873	FBtr0340141	144691_at
FBgn0261873	FBtr0340141	144688_at
FBgn0261873	FBtr0340141	144689_at
FBgn0261873	FBtr0340141	144693_at
FBgn0261873	FBtr0340141	151396_at
FBgn0261873	FBtr0308220	144691_at
FBgn0261873	FBtr0308220	144688_at
FBgn0261873	FBtr0308220	144690_at
FBgn0261873	FBtr0308220	144689_at
FBgn0261873	FBtr0308220	144693_at
FBgn0261873	FBtr0308220	151396_at
FBgn0261873	FBtr0308219	144692_at
FBgn0261873	FBtr0308219	144693_at
FBgn0261873	FBtr0111034	144693_at
FBgn0261873	FBtr0333721	144691_at
FBgn0261873	FBtr0333721	144693_at
FBgn0261873	FBtr0089975	144692_at
FBgn0261873	FBtr0089975	144693_at
FBgn0261873	FBtr0089978	144691_at
FBgn0261873	FBtr0089978	144689_at
FBgn0261873	FBtr0089978	144693_at
FBgn0261873	FBtr0089978	141325_at
FBgn0261873	FBtr0308217	144691_at
FBgn0261873	FBtr0308217	144693_at
FBgn0261873	FBtr0100376	144691_at
FBgn0261873	FBtr0100376	144688_at
FBgn0261873	FBtr0100376	144690_at
FBgn0261873	FBtr0100376	144689_at
FBgn0261873	FBtr0100376	144693_at
FBgn0261873	FBtr0100376	151396_at
FBgn0261873	FBtr0100375	144689_at
FBgn0261873	FBtr0100375	144693_at
FBgn0261873	FBtr0308218	144691_at
FBgn0261873	FBtr0308218	144688_at
FBgn0261873	FBtr0308218	144689_at
FBgn0261873	FBtr0308218	144693_at
FBgn0261873	FBtr0308218	151396_at
FBgn0261873	FBtr0089974	144691_at
FBgn0261873	FBtr0089974	144693_at
FBgn0261873	FBtr0089974	141325_at
FBgn0261873	FBtr0340142	144688_at
FBgn0261873	FBtr0340142	144689_at
FBgn0261873	FBtr0340142	144693_at
FBgn0261873	FBtr0340142	141325_at
FBgn0261873	FBtr0340142	151396_at
FBgn0034583	FBtr0071541	155148_at
FBgn0013799	FBtr0332153	153573_at
FBgn0013799	FBtr0074882	153573_at
FBgn0013799	FBtr0332726	153573_at
FBgn0013799	FBtr0100666	153573_at
FBgn0013799	FBtr0310476	153573_at
FBgn0034122	FBtr0340061	147305_at
FBgn0034122	FBtr0087167	147305_at
FBgn0036811	FBtr0075054	149011_at
FBgn0035068	FBtr0072376	147893_at
FBgn0035068	FBtr0072376	147892_at
FBgn0030008	FBtr0071155	144681_at
FBgn0030008	FBtr0071155	154713_at
FBgn0030164	FBtr0112969	152463_at
FBgn0030164	FBtr0336906	152463_at
FBgn0030164	FBtr0336905	152463_at
FBgn0030164	FBtr0071408	152463_at
FBgn0029117	FBtr0076897	148292_at
FBgn0000039	FBtr0084640	152882_at
FBgn0000039	FBtr0084639	152882_at
FBgn0015583	FBtr0079716	143824_at
FBgn0051975	FBtr0302195	145513_at
FBgn0051975	FBtr0302196	145512_at
FBgn0051975	FBtr0302196	145513_at
FBgn0030954	FBtr0113003	145324_at
FBgn0030954	FBtr0113003	145325_at
FBgn0086706	FBtr0076558	148436_at
FBgn0086706	FBtr0076557	148436_at
FBgn0030035	FBtr0071175	144698_at
FBgn0035439	FBtr0073069	148105_at
FBgn0264087	FBtr0330702	152682_at
FBgn0264087	FBtr0330706	152682_at
FBgn0264087	FBtr0330706	145967_at
FBgn0264087	FBtr0330703	152682_at
FBgn0264087	FBtr0330700	152682_at
FBgn0264087	FBtr0330697	152682_at
FBgn0264087	FBtr0330704	152682_at
FBgn0264087	FBtr0330704	145967_at
FBgn0264087	FBtr0330699	152682_at
FBgn0264087	FBtr0330705	152682_at
FBgn0264087	FBtr0330705	145967_at
FBgn0264087	FBtr0330698	152682_at
FBgn0264087	FBtr0335491	152682_at
FBgn0264087	FBtr0335491	145967_at
FBgn0264087	FBtr0330701	152682_at
FBgn0035255	FBtr0301528	147993_at
FBgn0017430	FBtr0076650	143889_at
FBgn0028900	FBtr0080814	144298_at
FBgn0010258	FBtr0082853	143590_at
FBgn0025680	FBtr0083736	152673_at
FBgn0284415	FBtr0452182	151181_at
FBgn0005198	FBtr0074819	154762_at
FBgn0005198	FBtr0332690	154762_at
FBgn0263395	FBtr0340456	147480_at
FBgn0263395	FBtr0086503	147480_at
FBgn0263395	FBtr0086504	147480_at
FBgn0263395	FBtr0340455	147480_at
FBgn0263395	FBtr0340454	147480_at
FBgn0265045	FBtr0336650	143736_at
FBgn0265045	FBtr0336650	152599_at
FBgn0265045	FBtr0336649	143736_at
FBgn0265045	FBtr0336649	152599_at
FBgn0265045	FBtr0336646	143736_at
FBgn0265045	FBtr0336647	143736_at
FBgn0265045	FBtr0336648	152599_at
FBgn0265045	FBtr0336652	143736_at
FBgn0265045	FBtr0336652	147270_at
FBgn0265045	FBtr0336652	152517_at
FBgn0265045	FBtr0336652	152599_at
FBgn0265045	FBtr0336651	143736_at
FBgn0265045	FBtr0336651	147270_at
FBgn0265045	FBtr0336651	152517_at
FBgn0265045	FBtr0336651	152599_at
FBgn0265045	FBtr0336643	143736_at
FBgn0265045	FBtr0336644	143736_at
FBgn0020912	FBtr0089389	143946_at
FBgn0020912	FBtr0089391	143946_at
FBgn0020369	FBtr0077189	154351_at
FBgn0043043	FBtr0082592	149777_at
FBgn0036646	FBtr0301925	148905_r_at
FBgn0036646	FBtr0301925	148904_s_at
FBgn0039787	FBtr0085664	150901_at
FBgn0039787	FBtr0336448	150901_at
FBgn0039787	FBtr0336449	150901_at
FBgn0026597	FBtr0300600	154838_at
FBgn0026597	FBtr0334702	154838_at
FBgn0026597	FBtr0290030	154838_at
FBgn0026597	FBtr0334703	154838_at
FBgn0026597	FBtr0085555	154838_at
FBgn0026597	FBtr0085554	154838_at
FBgn0026597	FBtr0085553	154838_at
FBgn0030057	FBtr0071225	144710_at
FBgn0030057	FBtr0345985	144710_at
FBgn0028402	FBtr0304820	144205_at
FBgn0028402	FBtr0078288	144205_at
FBgn0028692	FBtr0330379	154111_at
FBgn0028692	FBtr0085385	154111_at
FBgn0028692	FBtr0334532	154111_at
FBgn0264273	FBtr0100001	147308_at
FBgn0264273	FBtr0329992	147308_at
FBgn0264273	FBtr0290009	147308_at
FBgn0264273	FBtr0329991	147308_at
FBgn0264273	FBtr0329991	147309_at
FBgn0011708	FBtr0080831	141717_at
FBgn0011708	FBtr0080832	141717_at
FBgn0037023	FBtr0078273	152316_at
FBgn0003300	FBtr0077279	151863_at
FBgn0003300	FBtr0345922	151863_at
FBgn0003300	FBtr0304593	151863_at
FBgn0002535	FBtr0333555	143235_at
FBgn0002535	FBtr0088744	143235_at
FBgn0025621	FBtr0070140	144072_at
FBgn0025621	FBtr0343325	144072_at
FBgn0029819	FBtr0070828	144559_at
FBgn0029819	FBtr0343537	144559_at
FBgn0035528	FBtr0300776	151896_at
FBgn0027378	FBtr0333921	154132_at
FBgn0027378	FBtr0083125	154132_at
FBgn0284253	FBtr0077562	151753_r_at
FBgn0284253	FBtr0077562	151752_s_at
FBgn0284253	FBtr0345640	151753_r_at
FBgn0284253	FBtr0345640	151752_s_at
FBgn0029131	FBtr0086108	151475_at
FBgn0035477	FBtr0333134	148133_at
FBgn0035477	FBtr0333134	148132_at
FBgn0035477	FBtr0073163	148132_at
FBgn0029082	FBtr0345419	147231_at
FBgn0029082	FBtr0087414	147231_at
FBgn0029082	FBtr0087413	147231_at
FBgn0033599	FBtr0088113	146997_at
FBgn0004859	FBtr0306168	143521_at
FBgn0004859	FBtr0089178	143521_at
FBgn0004859	FBtr0308074	143521_at
FBgn0002578	FBtr0084957	143245_at
FBgn0002578	FBtr0310083	143245_at
FBgn0031868	FBtr0332324	153788_at
FBgn0031868	FBtr0079345	153788_at
FBgn0003977	FBtr0072037	154158_at
FBgn0037609	FBtr0081953	149516_at
FBgn0040922	FBtr0071060	151391_at
FBgn0051075	FBtr0085080	150697_at
FBgn0051075	FBtr0307506	150697_at
FBgn0031775	FBtr0302213	145870_at
FBgn0052564	FBtr0074390	155011_at
FBgn0030074	FBtr0071264	144720_at
FBgn0030074	FBtr0473580	144720_at
FBgn0038894	FBtr0084113	150319_at
FBgn0003996	FBtr0070490	143410_at
FBgn0259211	FBtr0299705	141438_at
FBgn0259211	FBtr0299707	141438_at
FBgn0259211	FBtr0300539	141438_at
FBgn0259211	FBtr0306625	141438_at
FBgn0259211	FBtr0300541	141438_at
FBgn0259211	FBtr0345791	141438_at
FBgn0259211	FBtr0299706	141438_at
FBgn0260486	FBtr0330726	145962_at
FBgn0260486	FBtr0330726	145960_at
FBgn0260486	FBtr0330722	145962_at
FBgn0260486	FBtr0330722	145960_at
FBgn0260486	FBtr0330724	145962_at
FBgn0260486	FBtr0330724	145960_at
FBgn0260486	FBtr0330725	145962_at
FBgn0260486	FBtr0330725	145960_at
FBgn0260486	FBtr0330723	145962_at
FBgn0260486	FBtr0330723	145960_at
FBgn0260486	FBtr0330721	145962_at
FBgn0260486	FBtr0330721	145960_at
FBgn0260486	FBtr0332201	145962_at
FBgn0260486	FBtr0332201	145960_at
FBgn0260486	FBtr0330728	145962_at
FBgn0260486	FBtr0330728	145960_at
FBgn0260486	FBtr0330727	145962_at
FBgn0260486	FBtr0330727	145960_at
FBgn0032318	FBtr0306115	146210_at
FBgn0032318	FBtr0306114	146210_at
FBgn0032318	FBtr0080145	146210_at
FBgn0035415	FBtr0073108	148089_at
FBgn0034769	FBtr0071920	147706_at
FBgn0038547	FBtr0347216	150101_at
FBgn0038547	FBtr0083528	150101_at
FBgn0033972	FBtr0087460	154566_at
FBgn0034937	FBtr0072146	152750_at
FBgn0265264	FBtr0080101	146175_at
FBgn0259236	FBtr0299851	148815_at
FBgn0259236	FBtr0299851	148814_at
FBgn0259236	FBtr0344865	148815_at
FBgn0259236	FBtr0344865	148814_at
FBgn0259236	FBtr0299850	148816_at
FBgn0259236	FBtr0299850	148814_at
FBgn0034175	FBtr0087060	142547_at
FBgn0026878	FBtr0310443	144167_at
FBgn0026878	FBtr0070342	144167_at
FBgn0039807	FBtr0085718	150915_at
FBgn0037262	FBtr0336456	154738_at
FBgn0037262	FBtr0305312	154738_at
FBgn0037262	FBtr0345249	154738_at
FBgn0037262	FBtr0078856	154738_at
FBgn0037262	FBtr0078857	154738_at
FBgn0261395	FBtr0085738	150925_at
FBgn0028370	FBtr0080752	144199_at
FBgn0028370	FBtr0300848	144199_at
FBgn0035157	FBtr0072606	147936_at
FBgn0267690	FBtr0347194	149391_at
FBgn0243514	FBtr0310079	150710_at
FBgn0262733	FBtr0100507	143366_at
FBgn0262733	FBtr0302594	143366_at
FBgn0262733	FBtr0073321	143366_at
FBgn0262733	FBtr0343995	143366_at
FBgn0262733	FBtr0304989	143366_at
FBgn0262733	FBtr0304990	143366_at
FBgn0262733	FBtr0100504	143366_at
FBgn0262733	FBtr0100505	143366_at
FBgn0262733	FBtr0100508	143366_at
FBgn0032138	FBtr0079848	154393_at
FBgn0037754	FBtr0347364	149588_at
FBgn0037754	FBtr0082139	149588_at
FBgn0037135	FBtr0303245	154306_at
FBgn0037135	FBtr0303247	154306_at
FBgn0037135	FBtr0303246	154306_at
FBgn0037135	FBtr0078441	154306_at
FBgn0261341	FBtr0345145	141311_at
FBgn0261341	FBtr0345144	141311_at
FBgn0261341	FBtr0302335	141311_at
FBgn0052666	FBtr0340295	151326_at
FBgn0052666	FBtr0340295	144881_at
FBgn0052666	FBtr0301021	151326_at
FBgn0052666	FBtr0301021	144881_at
FBgn0052666	FBtr0301020	151326_at
FBgn0052666	FBtr0301020	144881_at
FBgn0053317	FBtr0089856	146563_f_at
FBgn0003747	FBtr0070802	144537_at
FBgn0285951	FBtr0075379	148886_at
FBgn0050443	FBtr0086109	142130_at
FBgn0037910	FBtr0082409	149691_at
FBgn0036920	FBtr0074915	154636_at
FBgn0263510	FBtr0088228	154076_at
FBgn0036824	FBtr0075076	152151_at
FBgn0002569	FBtr0088747	143241_at
FBgn0262731	FBtr0452090	151461_r_at
FBgn0262731	FBtr0452090	151460_i_at
FBgn0027785	FBtr0083712	152036_at
FBgn0031409	FBtr0077756	145630_at
FBgn0038697	FBtr0083775	150188_at
FBgn0034919	FBtr0072128	147812_at
FBgn0038292	FBtr0083026	152221_at
FBgn0031145	FBtr0113007	153255_at
FBgn0031145	FBtr0333760	153255_at
FBgn0031145	FBtr0333762	153255_at
FBgn0031145	FBtr0333762	146620_s_at
FBgn0031145	FBtr0333762	144097_at
FBgn0031145	FBtr0077241	153255_at
FBgn0053202	FBtr0081704	149406_at
FBgn0053202	FBtr0081704	149405_at
FBgn0053202	FBtr0081704	149404_at
FBgn0053202	FBtr0336453	149406_at
FBgn0053202	FBtr0336453	149405_at
FBgn0053202	FBtr0336453	149404_at
FBgn0010340	FBtr0337095	154388_at
FBgn0010340	FBtr0082909	154388_at
FBgn0033693	FBtr0100143	147063_at
FBgn0033693	FBtr0100143	147064_at
FBgn0033693	FBtr0100143	147062_at
FBgn0038202	FBtr0330081	149875_at
FBgn0038202	FBtr0082914	149875_at
FBgn0038202	FBtr0346767	149875_at
FBgn0046296	FBtr0075995	152443_at
FBgn0033391	FBtr0302511	152861_at
FBgn0033391	FBtr0302512	152861_at
FBgn0033391	FBtr0088611	152861_at
FBgn0031171	FBtr0300938	145472_at
FBgn0053080	FBtr0342972	144542_at
FBgn0053080	FBtr0070845	144542_at
FBgn0053080	FBtr0070844	151384_at
FBgn0053080	FBtr0070844	144542_at
FBgn0053080	FBtr0070844	144543_at
FBgn0053080	FBtr0342971	151384_at
FBgn0053080	FBtr0342971	144542_at
FBgn0032387	FBtr0310149	146262_at
FBgn0036364	FBtr0331532	148713_at
FBgn0036364	FBtr0075850	148713_at
FBgn0034067	FBtr0087207	141269_at
FBgn0034067	FBtr0340018	141269_at
FBgn0039531	FBtr0344340	150741_at
FBgn0039531	FBtr0085199	150741_at
FBgn0031866	FBtr0343867	145930_at
FBgn0031866	FBtr0079344	145930_at
FBgn0031866	FBtr0307033	145930_at
FBgn0037881	FBtr0082366	149678_at
FBgn0260225	FBtr0300629	144452_at
FBgn0030452	FBtr0339678	153453_at
FBgn0030452	FBtr0339678	144987_at
FBgn0030452	FBtr0073724	153453_at
FBgn0030452	FBtr0339677	153453_at
FBgn0032821	FBtr0300967	146512_at
FBgn0032821	FBtr0300966	146512_at
FBgn0032821	FBtr0081318	146512_at
FBgn0032821	FBtr0332179	146512_at
FBgn0035741	FBtr0076912	148306_at
FBgn0010317	FBtr0073128	151965_at
FBgn0010317	FBtr0073127	151965_at
FBgn0037359	FBtr0078712	149346_at
FBgn0037930	FBtr0082423	142486_at
FBgn0037930	FBtr0082423	142488_s_at
FBgn0040801	FBtr0333563	151273_at
FBgn0040801	FBtr0075480	151273_at
FBgn0038127	FBtr0082781	149826_at
FBgn0052475	FBtr0329896	141328_at
FBgn0052475	FBtr0329896	147907_at
FBgn0052475	FBtr0072462	141328_at
FBgn0001970	FBtr0080629	143216_at
FBgn0037466	FBtr0334667	151951_at
FBgn0037466	FBtr0081634	151951_at
FBgn0037466	FBtr0305315	151951_at
FBgn0038897	FBtr0084125	150322_at
FBgn0038897	FBtr0301164	150322_at
FBgn0036490	FBtr0075644	148797_at
FBgn0032800	FBtr0081248	152945_at
FBgn0025373	FBtr0088170	153220_at
FBgn0029079	FBtr0086832	141797_at
FBgn0036860	FBtr0344806	149038_at
FBgn0265084	FBtr0336853	152597_at
FBgn0265084	FBtr0336853	148354_at
FBgn0042178	FBtr0075312	148906_s_at
FBgn0042178	FBtr0075312	153972_at
FBgn0042178	FBtr0345368	148906_s_at
FBgn0042178	FBtr0345368	153972_at
FBgn0042178	FBtr0331558	148906_s_at
FBgn0042178	FBtr0331558	153972_at
FBgn0037996	FBtr0082625	149737_at
FBgn0035085	FBtr0072393	141456_at
FBgn0035085	FBtr0343502	141456_at
FBgn0037488	FBtr0303218	149434_at
FBgn0033457	FBtr0472834	146907_at
FBgn0033457	FBtr0088375	146907_at
FBgn0035440	FBtr0073082	152988_at
FBgn0030384	FBtr0073643	144931_at
FBgn0264740	FBtr0339668	142983_at
FBgn0264740	FBtr0339667	142983_at
FBgn0035470	FBtr0073180	148129_at
FBgn0038494	FBtr0339173	150062_at
FBgn0038494	FBtr0339173	150061_at
FBgn0038494	FBtr0083411	150062_at
FBgn0038494	FBtr0083411	150061_at
FBgn0031489	FBtr0331629	145684_at
FBgn0031489	FBtr0077672	145684_at
FBgn0031489	FBtr0300815	145684_at
FBgn0031489	FBtr0077671	145684_at
FBgn0266450	FBtr0344437	154607_at
FBgn0266450	FBtr0344438	154607_at
FBgn0036617	FBtr0075382	141368_at
FBgn0050499	FBtr0088954	153656_at
FBgn0050499	FBtr0310025	153656_at
FBgn0039437	FBtr0085056	150665_s_at
FBgn0039437	FBtr0085056	150671_f_at
FBgn0039437	FBtr0085056	154960_at
FBgn0039437	FBtr0085055	150665_s_at
FBgn0039437	FBtr0085055	150671_f_at
FBgn0039437	FBtr0085055	154960_at
FBgn0036761	FBtr0075160	154946_at
FBgn0036761	FBtr0345815	154946_at
FBgn0004397	FBtr0342771	143459_at
FBgn0004397	FBtr0070420	143459_at
FBgn0004397	FBtr0342770	143459_at
FBgn0033740	FBtr0087948	141249_at
FBgn0033740	FBtr0339638	141249_at
FBgn0286898	FBtr0303224	154358_at
FBgn0286898	FBtr0343864	154358_at
FBgn0286898	FBtr0079295	154358_at
FBgn0032752	FBtr0081175	154745_at
FBgn0032752	FBtr0081174	154745_at
FBgn0032752	FBtr0081176	154745_at
FBgn0032752	FBtr0303241	154745_at
FBgn0026393	FBtr0088887	142810_at
FBgn0029882	FBtr0070993	153789_at
FBgn0250815	FBtr0077040	148253_at
FBgn0023094	FBtr0074924	142342_at
FBgn0004133	FBtr0310050	141318_at
FBgn0004133	FBtr0088952	141318_at
FBgn0004133	FBtr0300368	141318_at
FBgn0040395	FBtr0333754	142554_at
FBgn0040395	FBtr0333754	151618_at
FBgn0040395	FBtr0070377	142554_at
FBgn0040395	FBtr0070377	151618_at
FBgn0040395	FBtr0070376	142554_at
FBgn0040395	FBtr0070376	151618_at
FBgn0040395	FBtr0333755	142554_at
FBgn0040395	FBtr0333755	151618_at
FBgn0265416	FBtr0339703	145011_at
FBgn0265416	FBtr0339703	145010_at
FBgn0265416	FBtr0339703	145013_at
FBgn0265416	FBtr0339703	145012_at
FBgn0265416	FBtr0339702	142267_at
FBgn0265416	FBtr0339702	145011_at
FBgn0265416	FBtr0339702	145010_at
FBgn0263005	FBtr0306847	154639_at
FBgn0263005	FBtr0306847	151337_at
FBgn0263005	FBtr0346130	154639_at
FBgn0263005	FBtr0346130	151337_at
FBgn0038133	FBtr0082738	149831_at
FBgn0266377	FBtr0344177	142383_at
FBgn0266377	FBtr0344177	151548_at
FBgn0266377	FBtr0344176	142383_at
FBgn0266377	FBtr0344176	151548_at
FBgn0266377	FBtr0344180	142383_at
FBgn0266377	FBtr0344183	142383_at
FBgn0266377	FBtr0344183	151548_at
FBgn0266377	FBtr0344183	152394_at
FBgn0266377	FBtr0344182	142383_at
FBgn0266377	FBtr0344182	151548_at
FBgn0266377	FBtr0344182	152394_at
FBgn0266377	FBtr0344179	142383_at
FBgn0266377	FBtr0344179	151548_at
FBgn0266377	FBtr0344181	142383_at
FBgn0266377	FBtr0344184	142383_at
FBgn0266377	FBtr0344184	151548_at
FBgn0266377	FBtr0344178	142383_at
FBgn0266377	FBtr0344178	151548_at
FBgn0266377	FBtr0344178	152394_at
FBgn0286785	FBtr0087369	143334_at
FBgn0286785	FBtr0087370	143334_at
FBgn0260635	FBtr0075499	152631_at
FBgn0260635	FBtr0333617	152631_at
FBgn0260635	FBtr0333619	152631_at
FBgn0260635	FBtr0075501	152631_at
FBgn0260635	FBtr0333618	152631_at
FBgn0260635	FBtr0075500	152631_at
FBgn0005632	FBtr0307550	154109_at
FBgn0005632	FBtr0339188	154109_at
FBgn0005632	FBtr0339189	154109_at
FBgn0005632	FBtr0307547	154109_at
FBgn0005632	FBtr0307548	154109_at
FBgn0005632	FBtr0085843	154109_at
FBgn0038447	FBtr0083327	150029_at
FBgn0036601	FBtr0075366	148874_at
FBgn0023175	FBtr0089998	142853_at
FBgn0267919	FBtr0347478	147951_at
FBgn0037383	FBtr0078666	149354_at
FBgn0037383	FBtr0344117	149354_at
FBgn0029955	FBtr0071078	141552_at
FBgn0029955	FBtr0300836	141552_at
FBgn0036819	FBtr0333708	149015_at
FBgn0036819	FBtr0075062	149015_at
FBgn0033168	FBtr0089004	146738_at
FBgn0033934	FBtr0339990	147201_at
FBgn0033934	FBtr0087517	147201_at
FBgn0086656	FBtr0088623	152547_at
FBgn0011705	FBtr0331453	154129_at
FBgn0011705	FBtr0079782	154129_at
FBgn0011705	FBtr0331454	154129_at
FBgn0267058	FBtr0346044	152435_at
FBgn0262518	FBtr0074921	155078_at
FBgn0262518	FBtr0308833	155078_at
FBgn0262518	FBtr0308832	155078_at
FBgn0260484	FBtr0070600	141203_at
FBgn0003378	FBtr0076160	143350_at
FBgn0032401	FBtr0080305	146266_at
FBgn0032401	FBtr0342594	146266_at
FBgn0265102	FBtr0076663	141642_at
FBgn0265102	FBtr0345038	141642_at
FBgn0259711	FBtr0299964	153101_at
FBgn0025387	FBtr0335037	152641_at
FBgn0025387	FBtr0343532	152641_at
FBgn0025387	FBtr0070696	152641_at
FBgn0038595	FBtr0083600	150127_at
FBgn0040319	FBtr0071107	144677_at
FBgn0040319	FBtr0340139	144677_at
FBgn0040319	FBtr0071108	144677_at
FBgn0040319	FBtr0340138	144677_at
FBgn0032879	FBtr0335150	142192_at
FBgn0032879	FBtr0081395	142192_at
FBgn0030802	FBtr0074347	152820_at
FBgn0030802	FBtr0310520	152820_at
FBgn0030539	FBtr0073891	153732_at
FBgn0003090	FBtr0089043	143306_at
FBgn0003090	FBtr0089043	151255_at
FBgn0003090	FBtr0089042	143306_at
FBgn0003090	FBtr0089044	143306_at
FBgn0038655	FBtr0083696	150165_at
FBgn0037880	FBtr0082352	142473_at
FBgn0003429	FBtr0084683	153878_at
FBgn0003429	FBtr0330286	153878_at
FBgn0003429	FBtr0301581	153878_at
FBgn0003429	FBtr0100632	153878_at
FBgn0003429	FBtr0100627	153878_at
FBgn0003429	FBtr0100637	153878_at
FBgn0003429	FBtr0301582	153878_at
FBgn0003429	FBtr0100631	153878_at
FBgn0003429	FBtr0084685	153878_at
FBgn0003429	FBtr0334295	153878_at
FBgn0003429	FBtr0100635	153878_at
FBgn0003429	FBtr0100634	153878_at
FBgn0003429	FBtr0100624	153878_at
FBgn0003429	FBtr0100629	153878_at
FBgn0003429	FBtr0334294	153878_at
FBgn0003429	FBtr0330287	153878_at
FBgn0003429	FBtr0100636	153878_at
FBgn0003429	FBtr0100633	153878_at
FBgn0003429	FBtr0100622	153878_at
FBgn0003429	FBtr0100623	153878_at
FBgn0003429	FBtr0084684	153878_at
FBgn0003429	FBtr0334296	153878_at
FBgn0003429	FBtr0100638	153878_at
FBgn0040308	FBtr0332112	152962_at
FBgn0040308	FBtr0072982	152962_at
FBgn0040308	FBtr0072983	152962_at
FBgn0034114	FBtr0087144	154012_at
FBgn0265297	FBtr0086740	154253_at
FBgn0265297	FBtr0086740	151215_at
FBgn0265297	FBtr0086736	154253_at
FBgn0265297	FBtr0086736	151215_at
FBgn0265297	FBtr0086738	154253_at
FBgn0035756	FBtr0333368	148320_at
FBgn0035756	FBtr0333368	148322_at
FBgn0035756	FBtr0333368	148321_at
FBgn0035756	FBtr0333368	148323_at
FBgn0035756	FBtr0290001	148320_at
FBgn0035756	FBtr0290001	148322_at
FBgn0035756	FBtr0290001	148321_at
FBgn0035756	FBtr0290001	148323_at
FBgn0083121	FBtr0300232	153215_at
FBgn0038892	FBtr0084122	150317_at
FBgn0022770	FBtr0077336	153977_at
FBgn0022770	FBtr0077335	153977_at
FBgn0022770	FBtr0308243	153977_at
FBgn0030722	FBtr0074260	145170_at
FBgn0032061	FBtr0079731	152243_at
FBgn0032061	FBtr0339543	152243_at
FBgn0028864	FBtr0080756	144274_at
FBgn0034726	FBtr0301243	147674_at
FBgn0034726	FBtr0071827	147674_at
FBgn0032068	FBtr0345752	142147_at
FBgn0032068	FBtr0079742	142147_at
FBgn0032749	FBtr0336844	146473_at
FBgn0032749	FBtr0081149	146473_at
FBgn0010051	FBtr0344265	143580_at
FBgn0010051	FBtr0078687	143580_at
FBgn0010051	FBtr0078686	143580_at
FBgn0038126	FBtr0082782	154850_at
FBgn0040795	FBtr0075429	151265_at
FBgn0051465	FBtr0473601	142304_at
FBgn0051465	FBtr0473599	142304_at
FBgn0051465	FBtr0473600	142304_at
FBgn0034707	FBtr0071770	147663_at
FBgn0034127	FBtr0087160	152703_at
FBgn0034484	FBtr0086313	147529_at
FBgn0027535	FBtr0086579	153992_at
FBgn0036405	FBtr0302433	152845_at
FBgn0036405	FBtr0075774	152845_at
FBgn0037018	FBtr0321286	149144_at
FBgn0037018	FBtr0078279	149144_at
FBgn0267955	FBtr0347531	142322_at
FBgn0015903	FBtr0332926	155124_at
FBgn0015903	FBtr0072070	155124_at
FBgn0015903	FBtr0072067	155124_at
FBgn0015903	FBtr0072069	155124_at
FBgn0015903	FBtr0072068	155124_at
FBgn0015903	FBtr0072066	155124_at
FBgn0033215	FBtr0088928	152872_at
FBgn0036368	FBtr0302487	148714_at
FBgn0036368	FBtr0304792	148714_at
FBgn0036368	FBtr0302488	148714_at
FBgn0036368	FBtr0304791	148714_at
FBgn0030006	FBtr0071191	142701_at
FBgn0030006	FBtr0345988	142701_at
FBgn0040929	FBtr0332627	151398_at
