Gene stable ID	Transcript stable ID	AFFY Drosophila 2 probe
FBgn0038261	FBtr0082992	1635898_at
FBgn0040588	FBtr0084316	1634201_at
FBgn0040588	FBtr0346733	1634201_at
FBgn0044020	FBtr0088085	1625617_at
FBgn0044020	FBtr0302211	1625617_at
FBgn0267290	FBtr0346575	1641559_at
FBgn0032881	FBtr0335148	1635645_at
FBgn0032881	FBtr0081460	1635645_at
FBgn0036361	FBtr0075854	1623226_at
FBgn0036361	FBtr0303093	1623226_at
FBgn0034485	FBtr0086315	1634667_at
FBgn0034485	FBtr0342673	1634667_at
FBgn0259680	FBtr0299937	1628677_at
FBgn0259680	FBtr0299936	1628677_at
FBgn0259680	FBtr0340086	1640636_at
FBgn0259680	FBtr0340086	1628677_at
FBgn0053802	FBtr0091806	1626867_at
FBgn0053802	FBtr0091806	1625925_at
FBgn0011824	FBtr0071639	1628723_at
FBgn0015338	FBtr0080850	1641285_at
FBgn0032848	FBtr0081334	1635013_s_at
FBgn0032848	FBtr0081335	1635013_s_at
FBgn0039503	FBtr0085177	1628852_at
FBgn0037433	FBtr0081711	1628252_at
FBgn0262366	FBtr0304649	1630700_at
FBgn0262366	FBtr0345119	1630700_at
FBgn0040007	FBtr0111120	1629984_s_at
FBgn0040007	FBtr0334985	1629984_s_at
FBgn0027363	FBtr0080143	1635260_at
FBgn0037102	FBtr0078377	1635634_at
FBgn0026417	FBtr0078876	1627856_at
FBgn0026417	FBtr0334904	1627856_at
FBgn0027596	FBtr0112929	1641050_s_at
FBgn0027596	FBtr0112929	1623036_a_at
FBgn0027596	FBtr0303757	1623036_a_at
FBgn0027596	FBtr0303756	1623036_a_at
FBgn0027596	FBtr0303758	1623036_a_at
FBgn0027596	FBtr0301334	1623036_a_at
FBgn0027596	FBtr0332856	1623036_a_at
FBgn0027596	FBtr0087430	1623036_a_at
FBgn0027596	FBtr0087431	1623036_a_at
FBgn0027596	FBtr0087429	1623036_a_at
FBgn0033153	FBtr0089049	1625139_at
FBgn0031462	FBtr0077722	1630254_at
FBgn0259202	FBtr0299688	1626177_s_at
FBgn0259202	FBtr0340393	1626177_s_at
FBgn0259202	FBtr0299689	1626177_s_at
FBgn0036596	FBtr0306796	1637211_at
FBgn0020640	FBtr0077056	1641622_at
FBgn0035838	FBtr0076687	1626571_at
FBgn0266968	FBtr0345866	1640370_at
FBgn0051087	FBtr0084855	1624569_at
FBgn0051087	FBtr0335233	1624569_at
FBgn0039908	FBtr0332906	1627955_a_at
FBgn0039908	FBtr0300342	1627955_a_at
FBgn0039908	FBtr0300344	1627955_a_at
FBgn0039908	FBtr0332905	1627955_a_at
FBgn0053887	FBtr0091891	1635715_at
FBgn0261108	FBtr0081843	1635910_at
FBgn0037670	FBtr0339168	1630527_at
FBgn0037670	FBtr0081977	1630527_at
FBgn0050461	FBtr0344459	1627427_s_at
FBgn0050461	FBtr0344459	1626003_s_at
FBgn0050461	FBtr0344459	1639303_at
FBgn0050461	FBtr0344460	1627427_s_at
FBgn0050461	FBtr0344460	1626003_s_at
FBgn0050461	FBtr0344460	1639303_at
FBgn0050461	FBtr0344458	1626003_s_at
FBgn0262975	FBtr0336455	1633379_s_at
FBgn0262975	FBtr0306752	1633379_s_at
FBgn0262975	FBtr0306755	1633379_s_at
FBgn0262975	FBtr0330372	1633379_s_at
FBgn0262975	FBtr0330372	1636746_at
FBgn0262975	FBtr0306747	1633379_s_at
FBgn0262975	FBtr0308227	1633379_s_at
FBgn0262975	FBtr0306751	1633379_s_at
FBgn0262975	FBtr0306748	1633379_s_at
FBgn0262975	FBtr0306748	1636746_at
FBgn0262975	FBtr0308226	1633379_s_at
FBgn0262975	FBtr0306745	1633379_s_at
FBgn0262975	FBtr0306754	1633379_s_at
FBgn0262975	FBtr0306754	1636746_at
FBgn0262975	FBtr0306746	1633379_s_at
FBgn0262975	FBtr0306744	1633379_s_at
FBgn0262975	FBtr0306753	1633379_s_at
FBgn0262975	FBtr0306753	1636746_at
FBgn0262975	FBtr0306749	1633379_s_at
FBgn0262975	FBtr0306750	1633379_s_at
FBgn0265452	FBtr0339809	1627022_at
FBgn0026384	FBtr0072023	1640623_at
FBgn0000307	FBtr0080839	1630995_at
FBgn0000307	FBtr0080838	1640999_at
FBgn0000307	FBtr0321313	1630995_at
FBgn0000307	FBtr0475053	1630995_at
FBgn0000307	FBtr0475053	1626196_at
FBgn0035149	FBtr0072558	1625855_at
FBgn0032857	FBtr0336750	1635943_s_at
FBgn0032857	FBtr0081370	1635943_s_at
FBgn0032857	FBtr0081369	1635943_s_at
FBgn0051406	FBtr0082236	1638793_at
FBgn0051406	FBtr0082236	1633259_a_at
FBgn0051406	FBtr0082235	1633259_a_at
FBgn0038069	FBtr0303841	1637205_at
FBgn0028515	FBtr0331442	1632026_at
FBgn0028515	FBtr0080824	1632026_at
FBgn0028515	FBtr0331443	1632026_at
FBgn0086856	FBtr0343777	1627337_at
FBgn0086856	FBtr0078128	1627337_at
FBgn0035124	FBtr0072507	1631470_at
FBgn0019982	FBtr0110812	1624340_at
FBgn0019982	FBtr0110812	1633149_at
FBgn0019982	FBtr0077453	1632028_a_at
FBgn0019982	FBtr0077453	1624340_at
FBgn0038471	FBtr0083391	1626096_at
FBgn0037613	FBtr0305339	1629876_at
FBgn0037613	FBtr0081949	1629876_at
FBgn0037613	FBtr0337074	1629876_at
FBgn0286852	FBtr0346323	1635456_at
FBgn0286852	FBtr0083588	1635456_at
FBgn0033431	FBtr0339392	1637955_a_at
FBgn0030528	FBtr0073827	1637401_at
FBgn0037315	FBtr0078803	1629233_s_at
FBgn0037315	FBtr0078804	1629233_s_at
FBgn0028717	FBtr0084937	1625898_s_at
FBgn0028717	FBtr0084935	1625898_s_at
FBgn0028717	FBtr0339161	1625898_s_at
FBgn0028717	FBtr0339160	1625898_s_at
FBgn0028717	FBtr0084936	1625898_s_at
FBgn0028717	FBtr0339162	1625898_s_at
FBgn0029858	FBtr0305494	1633845_at
FBgn0029858	FBtr0070898	1633845_at
FBgn0035282	FBtr0332672	1638184_at
FBgn0035282	FBtr0300713	1638184_at
FBgn0035282	FBtr0303155	1638184_at
FBgn0029971	FBtr0300900	1638721_s_at
FBgn0029971	FBtr0300899	1638721_s_at
FBgn0029971	FBtr0071140	1638721_s_at
FBgn0029971	FBtr0071141	1638721_s_at
FBgn0029971	FBtr0340163	1638721_s_at
FBgn0284245	FBtr0345022	1638351_s_at
FBgn0284245	FBtr0331927	1638351_s_at
FBgn0284245	FBtr0345023	1638351_s_at
FBgn0284245	FBtr0088035	1638351_s_at
FBgn0261976	FBtr0331450	1628599_at
FBgn0261976	FBtr0331449	1628599_at
FBgn0052803	FBtr0070356	1623076_at
FBgn0052803	FBtr0332582	1623076_at
FBgn0052803	FBtr0332581	1623076_at
FBgn0035380	FBtr0073010	1625913_at
FBgn0010113	FBtr0330311	1640167_s_at
FBgn0010113	FBtr0330311	1629307_s_at
FBgn0010113	FBtr0085619	1629307_s_at
FBgn0010113	FBtr0085620	1629307_s_at
FBgn0010113	FBtr0085621	1629307_s_at
FBgn0032882	FBtr0081409	1641469_at
FBgn0027335	FBtr0301545	1626315_at
FBgn0027335	FBtr0343020	1626315_at
FBgn0027335	FBtr0343019	1626315_at
FBgn0027335	FBtr0343021	1626315_at
FBgn0027335	FBtr0074616	1626315_at
FBgn0260397	FBtr0074825	1634524_s_at
FBgn0260397	FBtr0332693	1634524_s_at
FBgn0260397	FBtr0074826	1634524_s_at
FBgn0024232	FBtr0087109	1636517_at
FBgn0024232	FBtr0336950	1636517_at
FBgn0024232	FBtr0336682	1636517_at
FBgn0024232	FBtr0331921	1636517_at
FBgn0035264	FBtr0334077	1629688_at
FBgn0035264	FBtr0072797	1629688_at
FBgn0040812	FBtr0075802	1634531_at
FBgn0040812	FBtr0345696	1634531_at
FBgn0036305	FBtr0075920	1628892_s_at
FBgn0036305	FBtr0331554	1628892_s_at
FBgn0036305	FBtr0075921	1628892_s_at
FBgn0036305	FBtr0075919	1628892_s_at
FBgn0034497	FBtr0086303	1633272_at
FBgn0034497	FBtr0342680	1633272_at
FBgn0034497	FBtr0342679	1633272_at
FBgn0250746	FBtr0078806	1630851_s_at
FBgn0250746	FBtr0078805	1630851_s_at
FBgn0032336	FBtr0301761	1634436_at
FBgn0032336	FBtr0080234	1634436_at
FBgn0029642	FBtr0070551	1635658_at
FBgn0065071	FBtr0091642	1639893_s_at
FBgn0030097	FBtr0071341	1626342_at
FBgn0004908	FBtr0081838	1641687_at
FBgn0004554	FBtr0083502	1640299_at
FBgn0004554	FBtr0300767	1640299_at
FBgn0025777	FBtr0332330	1634147_a_at
FBgn0025777	FBtr0329893	1634147_a_at
FBgn0025777	FBtr0329892	1634147_a_at
FBgn0025777	FBtr0079306	1634147_a_at
FBgn0025777	FBtr0333346	1634147_a_at
FBgn0025777	FBtr0079307	1634147_a_at
FBgn0250838	FBtr0072031	1627732_s_at
FBgn0250838	FBtr0072030	1627732_s_at
FBgn0038790	FBtr0083884	1628446_at
FBgn0030960	FBtr0074635	1640015_at
FBgn0085282	FBtr0112447	1628992_at
FBgn0085282	FBtr0112447	1626303_s_at
FBgn0283510	FBtr0088385	1636841_at
FBgn0283510	FBtr0339423	1636841_at
FBgn0053833	FBtr0091837	1626867_at
FBgn0053833	FBtr0091837	1638308_s_at
FBgn0050431	FBtr0085991	1635271_at
FBgn0082978	FBtr0113578	1626449_s_at
FBgn0082978	FBtr0113578	1625197_at
FBgn0030542	FBtr0100281	1624374_at
FBgn0034032	FBtr0087353	1638782_at
FBgn0004687	FBtr0070783	1631832_at
FBgn0004687	FBtr0308579	1631832_at
FBgn0026427	FBtr0087501	1637356_a_at
FBgn0026427	FBtr0087502	1637356_a_at
FBgn0027934	FBtr0090038	1633007_at
FBgn0039916	FBtr0089102	1626574_at
FBgn0039916	FBtr0344874	1626574_at
FBgn0039916	FBtr0110906	1626574_at
FBgn0039474	FBtr0085151	1636343_at
FBgn0035263	FBtr0072766	1627273_at
FBgn0029906	FBtr0070970	1632521_at
FBgn0035789	FBtr0076789	1625092_at
FBgn0284444	FBtr0306849	1634505_at
FBgn0284444	FBtr0299836	1634505_at
FBgn0284444	FBtr0299835	1634505_at
FBgn0266166	FBtr0343746	1636547_at
FBgn0034275	FBtr0089546	1634012_at
FBgn0000253	FBtr0345018	1623682_a_at
FBgn0000253	FBtr0304963	1632546_at
FBgn0000253	FBtr0304963	1627129_at
FBgn0000253	FBtr0304963	1623682_a_at
FBgn0000253	FBtr0088001	1623682_a_at
FBgn0000253	FBtr0304964	1627129_at
FBgn0000253	FBtr0304964	1623682_a_at
FBgn0002283	FBtr0075311	1631479_at
FBgn0002283	FBtr0307336	1631479_at
FBgn0263767	FBtr0310484	1640205_at
FBgn0038738	FBtr0083860	1632710_s_at
FBgn0038738	FBtr0083861	1632710_s_at
FBgn0038738	FBtr0302327	1632710_s_at
FBgn0036239	FBtr0076060	1634474_s_at
FBgn0036239	FBtr0076059	1634474_s_at
FBgn0036239	FBtr0076058	1634474_s_at
FBgn0260938	FBtr0340414	1633390_at
FBgn0260938	FBtr0310066	1633390_at
FBgn0260938	FBtr0074167	1633390_at
FBgn0260938	FBtr0310065	1633390_at
FBgn0053290	FBtr0078370	1635671_at
FBgn0033523	FBtr0088314	1632971_at
FBgn0033523	FBtr0330615	1632971_at
FBgn0038118	FBtr0082712	1641590_at
FBgn0014009	FBtr0086124	1636607_at
FBgn0053208	FBtr0082213	1623984_s_at
FBgn0053208	FBtr0306608	1623984_s_at
FBgn0053208	FBtr0347214	1623984_s_at
FBgn0053208	FBtr0082206	1636412_at
FBgn0053208	FBtr0347211	1633984_at
FBgn0053208	FBtr0347211	1623984_s_at
FBgn0053208	FBtr0347211	1634434_at
FBgn0053208	FBtr0082209	1623984_s_at
FBgn0053208	FBtr0082208	1623984_s_at
FBgn0053208	FBtr0082207	1623984_s_at
FBgn0053208	FBtr0347212	1623984_s_at
FBgn0053208	FBtr0306609	1623984_s_at
FBgn0053208	FBtr0082212	1623984_s_at
FBgn0053208	FBtr0082210	1623984_s_at
FBgn0053208	FBtr0347213	1623984_s_at
FBgn0050267	FBtr0309275	1636022_at
FBgn0052736	FBtr0071007	1630983_s_at
FBgn0052736	FBtr0071007	1634582_at
FBgn0052736	FBtr0071008	1630983_s_at
FBgn0052736	FBtr0071008	1634582_at
FBgn0054002	FBtr0302155	1625512_s_at
FBgn0010328	FBtr0085178	1624714_at
FBgn0010328	FBtr0334730	1624714_at
FBgn0010328	FBtr0112857	1624714_at
FBgn0010328	FBtr0334731	1624714_at
FBgn0010328	FBtr0308502	1624714_at
FBgn0001321	FBtr0082194	1624121_at
FBgn0042134	FBtr0345806	1625004_at
FBgn0042134	FBtr0075098	1625004_at
FBgn0040582	FBtr0084180	1628639_at
FBgn0040582	FBtr0335196	1628639_at
FBgn0040582	FBtr0347257	1628639_at
FBgn0037728	FBtr0308353	1628784_at
FBgn0037728	FBtr0082082	1628784_at
FBgn0026760	FBtr0346423	1630587_at
FBgn0044826	FBtr0305003	1624923_s_at
FBgn0044826	FBtr0305003	1628149_a_at
FBgn0044826	FBtr0083312	1628149_a_at
FBgn0044826	FBtr0330047	1624923_s_at
FBgn0044826	FBtr0330047	1628149_a_at
FBgn0052816	FBtr0070102	1623949_s_at
FBgn0052816	FBtr0344151	1623949_s_at
FBgn0052816	FBtr0070101	1623949_s_at
FBgn0052816	FBtr0273443	1623949_s_at
FBgn0052816	FBtr0344150	1623949_s_at
FBgn0052816	FBtr0273442	1623949_s_at
FBgn0030733	FBtr0074216	1635023_at
FBgn0083005	FBtr0113527	1639270_at
FBgn0046793	FBtr0073369	1636975_at
FBgn0039766	FBtr0085628	1639265_at
FBgn0037065	FBtr0078411	1632865_s_at
FBgn0037065	FBtr0345804	1632865_s_at
FBgn0037065	FBtr0078410	1632865_s_at
FBgn0037065	FBtr0332860	1632865_s_at
FBgn0003206	FBtr0073212	1631816_at
FBgn0003206	FBtr0073212	1636025_at
FBgn0267135	FBtr0346259	1630435_at
FBgn0261019	FBtr0299938	1640315_at
FBgn0015229	FBtr0084157	1628743_at
FBgn0015036	FBtr0070388	1640667_at
FBgn0053223	FBtr0071239	1633593_s_at
FBgn0053223	FBtr0343354	1633593_s_at
FBgn0285926	FBtr0073417	1623455_s_at
FBgn0285926	FBtr0073419	1623455_s_at
FBgn0285926	FBtr0073418	1623455_s_at
FBgn0285926	FBtr0073418	1630309_s_at
FBgn0285926	FBtr0073418	1629905_s_at
FBgn0285926	FBtr0346315	1623455_s_at
FBgn0285926	FBtr0073413	1623455_s_at
FBgn0285926	FBtr0073413	1633352_at
FBgn0285926	FBtr0073414	1623455_s_at
FBgn0285926	FBtr0073414	1630941_s_at
FBgn0285926	FBtr0073414	1630309_s_at
FBgn0285926	FBtr0073414	1629905_s_at
FBgn0285926	FBtr0073414	1625005_s_at
FBgn0285926	FBtr0073416	1623455_s_at
FBgn0285926	FBtr0073416	1630309_s_at
FBgn0285926	FBtr0073416	1629905_s_at
FBgn0285926	FBtr0301409	1623455_s_at
FBgn0285926	FBtr0301409	1633352_at
FBgn0285926	FBtr0073415	1623455_s_at
FBgn0285926	FBtr0073415	1633352_at
FBgn0285926	FBtr0073415	1630309_s_at
FBgn0285926	FBtr0305149	1623455_s_at
FBgn0285926	FBtr0305150	1623455_s_at
FBgn0285926	FBtr0305150	1633352_at
FBgn0285926	FBtr0073420	1623455_s_at
FBgn0051675	FBtr0081429	1634382_at
FBgn0033815	FBtr0087743	1628768_at
FBgn0029532	FBtr0070149	1638223_at
FBgn0039802	FBtr0445215	1640318_at
FBgn0027783	FBtr0087461	1634149_at
FBgn0038105	FBtr0082722	1625835_at
FBgn0001285	FBtr0088704	1639364_at
FBgn0001285	FBtr0345661	1639364_at
FBgn0037838	FBtr0082281	1636309_at
FBgn0028979	FBtr0089377	1632325_at
FBgn0028979	FBtr0335391	1632325_at
FBgn0039863	FBtr0085823	1641089_s_at
FBgn0039863	FBtr0085824	1641089_s_at
FBgn0029833	FBtr0305344	1627443_at
FBgn0029833	FBtr0070867	1627443_at
FBgn0053958	FBtr0099994	1639058_at
FBgn0053958	FBtr0099994	1630838_at
FBgn0275436	FBtr0087594	1636872_at
FBgn0030432	FBtr0073694	1630130_at
FBgn0267087	FBtr0346094	1629381_at
FBgn0261647	FBtr0330666	1639151_a_at
FBgn0261647	FBtr0330665	1639151_a_at
FBgn0261647	FBtr0077763	1639151_a_at
FBgn0261647	FBtr0077762	1639151_a_at
FBgn0065059	FBtr0091781	1634250_at
FBgn0003557	FBtr0334778	1636302_s_at
FBgn0003557	FBtr0077822	1636302_s_at
FBgn0003557	FBtr0339529	1636302_s_at
FBgn0003557	FBtr0077824	1636302_s_at
FBgn0003557	FBtr0077823	1636302_s_at
FBgn0065080	FBtr0091611	1638105_at
FBgn0051493	FBtr0081566	1640609_at
FBgn0051493	FBtr0303649	1640609_at
FBgn0010309	FBtr0302561	1627340_at
FBgn0010309	FBtr0081194	1627340_at
FBgn0040361	FBtr0310612	1628640_at
FBgn0040361	FBtr0070199	1628640_at
FBgn0031739	FBtr0079160	1636482_at
FBgn0031739	FBtr0332037	1636482_at
FBgn0039396	FBtr0304043	1625101_at
FBgn0039396	FBtr0304043	1639871_at
FBgn0023507	FBtr0070382	1637491_s_at
FBgn0023507	FBtr0070383	1637491_s_at
FBgn0023507	FBtr0070381	1637491_s_at
FBgn0035162	FBtr0072597	1633394_a_at
FBgn0035162	FBtr0331404	1639329_at
FBgn0035162	FBtr0331404	1633394_a_at
FBgn0035162	FBtr0331404	1639234_at
FBgn0032313	FBtr0340558	1627699_at
FBgn0032313	FBtr0080177	1627699_at
FBgn0035181	FBtr0072621	1641178_s_at
FBgn0035181	FBtr0072622	1641178_s_at
FBgn0031902	FBtr0303251	1627979_at
FBgn0031902	FBtr0334800	1627979_at
FBgn0034543	FBtr0345353	1629525_at
FBgn0034543	FBtr0345354	1629525_at
FBgn0034543	FBtr0342718	1629525_at
FBgn0034543	FBtr0086236	1629525_at
FBgn0086061	FBtr0114337	1626931_a_at
FBgn0029589	FBtr0070374	1640716_at
FBgn0029589	FBtr0309971	1640716_at
FBgn0033851	FBtr0087674	1624394_at
FBgn0001139	FBtr0339900	1636141_s_at
FBgn0001139	FBtr0337057	1636141_s_at
FBgn0001139	FBtr0305047	1636141_s_at
FBgn0037402	FBtr0078585	1640404_at
FBgn0037402	FBtr0309512	1640404_at
FBgn0037402	FBtr0309511	1640404_at
FBgn0266393	FBtr0344334	1624497_at
FBgn0035513	FBtr0073223	1630307_at
FBgn0033401	FBtr0088596	1631304_a_at
FBgn0033401	FBtr0088595	1631304_a_at
FBgn0029726	FBtr0299601	1633128_at
FBgn0029726	FBtr0299602	1633128_at
FBgn0000359	FBtr0071203	1636228_at
FBgn0030108	FBtr0071311	1624233_at
FBgn0042125	FBtr0321267	1637473_s_at
FBgn0083952	FBtr0110816	1628330_at
FBgn0001248	FBtr0076673	1634314_s_at
FBgn0001248	FBtr0076669	1634314_s_at
FBgn0001248	FBtr0114549	1634314_s_at
FBgn0001248	FBtr0114548	1634314_s_at
FBgn0001248	FBtr0076667	1634314_s_at
FBgn0001248	FBtr0076670	1634314_s_at
FBgn0001248	FBtr0333058	1634314_s_at
FBgn0001248	FBtr0076668	1634314_s_at
FBgn0001248	FBtr0076671	1634314_s_at
FBgn0034882	FBtr0072071	1627305_at
FBgn0026061	FBtr0075398	1626990_s_at
FBgn0026061	FBtr0075399	1626990_s_at
FBgn0026061	FBtr0345813	1626990_s_at
FBgn0033645	FBtr0088084	1624123_at
FBgn0034974	FBtr0072248	1637918_s_at
FBgn0034974	FBtr0345620	1637918_s_at
FBgn0034974	FBtr0072247	1637918_s_at
FBgn0034364	FBtr0307349	1627912_at
FBgn0034364	FBtr0307347	1627912_at
FBgn0034364	FBtr0307348	1627912_at
FBgn0034364	FBtr0086713	1627912_at
FBgn0039373	FBtr0084902	1626399_at
FBgn0039373	FBtr0301962	1626399_at
FBgn0036785	FBtr0332866	1635408_at
FBgn0036785	FBtr0332865	1635408_at
FBgn0036785	FBtr0299605	1635408_at
FBgn0036785	FBtr0332864	1635408_at
FBgn0030665	FBtr0074062	1632097_at
FBgn0030665	FBtr0339692	1632097_at
FBgn0035089	FBtr0072404	1632591_at
FBgn0035089	FBtr0343510	1632591_at
FBgn0035089	FBtr0343509	1632591_at
FBgn0261588	FBtr0339350	1631222_at
FBgn0261588	FBtr0302918	1631222_at
FBgn0261588	FBtr0339349	1631222_at
FBgn0261588	FBtr0302919	1631222_at
FBgn0037027	FBtr0078256	1623688_at
FBgn0037027	FBtr0331525	1623688_at
FBgn0037027	FBtr0331526	1623688_at
FBgn0037027	FBtr0331524	1623688_at
FBgn0033631	FBtr0089939	1636961_a_at
FBgn0033631	FBtr0433531	1636961_a_at
FBgn0033631	FBtr0433531	1622906_at
FBgn0033631	FBtr0339489	1622906_at
FBgn0033631	FBtr0089938	1636961_a_at
FBgn0259209	FBtr0343338	1626709_at
FBgn0259209	FBtr0343338	1638818_at
FBgn0259209	FBtr0343338	1634485_at
FBgn0259209	FBtr0343338	1629885_at
FBgn0259209	FBtr0299696	1638818_at
FBgn0259209	FBtr0299697	1626709_at
FBgn0259209	FBtr0299697	1638818_at
FBgn0259209	FBtr0299697	1629885_at
FBgn0259209	FBtr0344996	1638818_at
FBgn0030187	FBtr0346337	1628843_at
FBgn0030187	FBtr0071484	1628843_at
FBgn0030187	FBtr0346336	1628843_at
FBgn0033287	FBtr0088740	1629128_at
FBgn0031746	FBtr0079143	1627393_at
FBgn0031746	FBtr0342615	1627393_at
FBgn0004856	FBtr0071350	1637100_at
FBgn0004856	FBtr0333809	1637100_at
FBgn0036351	FBtr0075866	1636757_at
FBgn0034688	FBtr0303766	1633513_a_at
FBgn0034688	FBtr0071802	1633513_a_at
FBgn0028962	FBtr0077168	1636795_at
FBgn0032955	FBtr0345685	1626079_a_at
FBgn0032955	FBtr0085921	1626079_a_at
FBgn0032955	FBtr0085922	1626079_a_at
FBgn0032955	FBtr0085923	1626079_a_at
FBgn0032955	FBtr0305503	1626079_a_at
FBgn0026361	FBtr0088876	1624997_s_at
FBgn0026361	FBtr0088877	1624997_s_at
FBgn0266452	FBtr0344431	1640191_a_at
FBgn0266452	FBtr0345691	1640191_a_at
FBgn0266452	FBtr0344432	1640191_a_at
FBgn0019940	FBtr0347603	1640642_at
FBgn0023169	FBtr0070218	1629357_s_at
FBgn0023169	FBtr0070217	1629357_s_at
FBgn0023169	FBtr0070216	1629357_s_at
FBgn0086443	FBtr0081162	1624475_at
FBgn0086443	FBtr0332578	1624475_at
FBgn0039760	FBtr0345231	1633631_at
FBgn0039760	FBtr0345230	1633631_at
FBgn0283462	FBtr0087654	1639019_s_at
FBgn0283462	FBtr0339757	1639019_s_at
FBgn0283462	FBtr0339757	1626319_a_at
FBgn0264357	FBtr0301587	1626570_s_at
FBgn0264357	FBtr0084022	1626570_s_at
FBgn0264357	FBtr0084018	1626570_s_at
FBgn0264357	FBtr0301588	1629452_at
FBgn0264357	FBtr0301588	1626570_s_at
FBgn0264357	FBtr0301589	1626570_s_at
FBgn0264357	FBtr0301585	1626570_s_at
FBgn0264357	FBtr0084024	1626570_s_at
FBgn0264357	FBtr0301586	1629452_at
FBgn0264357	FBtr0301586	1626570_s_at
FBgn0264357	FBtr0084021	1626570_s_at
FBgn0264357	FBtr0110938	1626570_s_at
FBgn0264357	FBtr0084020	1626570_s_at
FBgn0264357	FBtr0110939	1626570_s_at
FBgn0264357	FBtr0110937	1626570_s_at
FBgn0264357	FBtr0112916	1626570_s_at
FBgn0264357	FBtr0112915	1626570_s_at
FBgn0264357	FBtr0084019	1626570_s_at
FBgn0029903	FBtr0112956	1641620_s_at
FBgn0029903	FBtr0308228	1641620_s_at
FBgn0029903	FBtr0070967	1641620_s_at
FBgn0029903	FBtr0070965	1641620_s_at
FBgn0029903	FBtr0070968	1641620_s_at
FBgn0029903	FBtr0070966	1641620_s_at
FBgn0029903	FBtr0070964	1641620_s_at
FBgn0050090	FBtr0087279	1636154_at
FBgn0043903	FBtr0074756	1632381_at
FBgn0027279	FBtr0299522	1633081_at
FBgn0027279	FBtr0299522	1632658_a_at
FBgn0027279	FBtr0299525	1633081_at
FBgn0027279	FBtr0299525	1641542_at
FBgn0027279	FBtr0299525	1632658_a_at
FBgn0027279	FBtr0343583	1633081_at
FBgn0027279	FBtr0343583	1632658_a_at
FBgn0027279	FBtr0343580	1625785_at
FBgn0027279	FBtr0343580	1632658_a_at
FBgn0027279	FBtr0299523	1625785_at
FBgn0027279	FBtr0299523	1632658_a_at
FBgn0027279	FBtr0299526	1633081_at
FBgn0027279	FBtr0299526	1641542_at
FBgn0027279	FBtr0299526	1632658_a_at
FBgn0027279	FBtr0343582	1624265_at
FBgn0027279	FBtr0343582	1632658_a_at
FBgn0027279	FBtr0343579	1625785_at
FBgn0027279	FBtr0299524	1624265_at
FBgn0027279	FBtr0299524	1632658_a_at
FBgn0050010	FBtr0088374	1637118_at
FBgn0050010	FBtr0332914	1637118_at
FBgn0031876	FBtr0079362	1624022_at
FBgn0037297	FBtr0078774	1641420_s_at
FBgn0037297	FBtr0078775	1641420_s_at
FBgn0037297	FBtr0334907	1641420_s_at
FBgn0031312	FBtr0077961	1634419_at
FBgn0031312	FBtr0331287	1634419_at
FBgn0032770	FBtr0336818	1627741_at
FBgn0032770	FBtr0081197	1627741_at
FBgn0032770	FBtr0336817	1627741_at
FBgn0032692	FBtr0081078	1632286_at
FBgn0024807	FBtr0077372	1640779_at
FBgn0024807	FBtr0077372	1624215_s_at
FBgn0024807	FBtr0077373	1640779_at
FBgn0024807	FBtr0077373	1624215_s_at
FBgn0024807	FBtr0300373	1640779_at
FBgn0024807	FBtr0300373	1624215_s_at
FBgn0024807	FBtr0301293	1640779_at
FBgn0024807	FBtr0301293	1624215_s_at
FBgn0024807	FBtr0300374	1640779_at
FBgn0024807	FBtr0300374	1624215_s_at
FBgn0024807	FBtr0301294	1640779_at
FBgn0024807	FBtr0301294	1624215_s_at
FBgn0024807	FBtr0301292	1640779_at
FBgn0024807	FBtr0301292	1624215_s_at
FBgn0024807	FBtr0077371	1640779_at
FBgn0024807	FBtr0077371	1624215_s_at
FBgn0062517	FBtr0072928	1637969_at
FBgn0013576	FBtr0078810	1635703_s_at
FBgn0013576	FBtr0078810	1632983_s_at
FBgn0013576	FBtr0078815	1635703_s_at
FBgn0013576	FBtr0110933	1635703_s_at
FBgn0013576	FBtr0110933	1632983_s_at
FBgn0013576	FBtr0078818	1635703_s_at
FBgn0013576	FBtr0078818	1632983_s_at
FBgn0013576	FBtr0110932	1635703_s_at
FBgn0013576	FBtr0110932	1632983_s_at
FBgn0013576	FBtr0308581	1635703_s_at
FBgn0013576	FBtr0308581	1632983_s_at
FBgn0013576	FBtr0273431	1635703_s_at
FBgn0013576	FBtr0273431	1632983_s_at
FBgn0013576	FBtr0078813	1635703_s_at
FBgn0013576	FBtr0078813	1632983_s_at
FBgn0013576	FBtr0078817	1635703_s_at
FBgn0013576	FBtr0308580	1635703_s_at
FBgn0013576	FBtr0308580	1632983_s_at
FBgn0013576	FBtr0306694	1635703_s_at
FBgn0013576	FBtr0306694	1632983_s_at
FBgn0013576	FBtr0333695	1635703_s_at
FBgn0013576	FBtr0333695	1632983_s_at
FBgn0013576	FBtr0273430	1635703_s_at
FBgn0013576	FBtr0273433	1635703_s_at
FBgn0013576	FBtr0273433	1632983_s_at
FBgn0013576	FBtr0100199	1635703_s_at
FBgn0013576	FBtr0100199	1632983_s_at
FBgn0013576	FBtr0078816	1635703_s_at
FBgn0013576	FBtr0273432	1635703_s_at
FBgn0013576	FBtr0273432	1632983_s_at
