Gene stable ID	Transcript stable ID	AFFY Mu11KsubA probe
ENSMUSG00000038327	ENSMUST00000075515	aa408344_rc_at
ENSMUSG00000001767	ENSMUST00000001818	aa216808_f_at
ENSMUSG00000001767	ENSMUST00000001818	aa216808_r_at
ENSMUSG00000028332	ENSMUST00000107764	aa389150_s_at
ENSMUSG00000028332	ENSMUST00000071096	aa389150_s_at
ENSMUSG00000026818	ENSMUST00000028161	u33169_s_at
ENSMUSG00000045665	ENSMUST00000051341	aa237919_g_at
ENSMUSG00000045665	ENSMUST00000051341	aa237919_at
ENSMUSG00000033545	ENSMUST00000095176	aa008369_s_at
ENSMUSG00000033545	ENSMUST00000173506	aa008369_s_at
ENSMUSG00000033545	ENSMUST00000174376	aa008369_s_at
ENSMUSG00000033545	ENSMUST00000174454	aa008369_s_at
ENSMUSG00000033545	ENSMUST00000171182	aa008369_s_at
ENSMUSG00000024670	ENSMUST00000080292	u35370_s_at
ENSMUSG00000024670	ENSMUST00000025572	u35370_s_at
ENSMUSG00000024670	ENSMUST00000039043	u35370_s_at
ENSMUSG00000024670	ENSMUST00000173613	u35370_s_at
ENSMUSG00000080791	ENSMUST00000119676	aa162560_s_at
ENSMUSG00000024785	ENSMUST00000235900	aa177990_s_at
ENSMUSG00000024785	ENSMUST00000064393	aa177990_s_at
ENSMUSG00000029371	ENSMUST00000202380	U27267_s_at
ENSMUSG00000029371	ENSMUST00000031318	U27267_s_at
ENSMUSG00000026816	ENSMUST00000113889	AA119553_s_at
ENSMUSG00000026816	ENSMUST00000028157	AA119553_s_at
ENSMUSG00000030247	ENSMUST00000203945	D88159_s_at
ENSMUSG00000030247	ENSMUST00000032374	D88159_s_at
ENSMUSG00000032531	ENSMUST00000153965	aa509429_s_at
ENSMUSG00000032531	ENSMUST00000035121	aa509429_s_at
ENSMUSG00000032531	ENSMUST00000142011	aa509429_s_at
ENSMUSG00000032531	ENSMUST00000130602	aa509429_s_at
ENSMUSG00000032531	ENSMUST00000138224	aa509429_s_at
ENSMUSG00000032531	ENSMUST00000126616	aa509429_s_at
ENSMUSG00000032531	ENSMUST00000136934	aa509429_s_at
ENSMUSG00000083642	ENSMUST00000118892	L22067_at
ENSMUSG00000068014	ENSMUST00000119328	U93863_s_at
ENSMUSG00000083337	ENSMUST00000119837	L04128_f_at
ENSMUSG00000030629	ENSMUST00000209117	aa198202_s_at
ENSMUSG00000030629	ENSMUST00000069537	aa198202_s_at
ENSMUSG00000030629	ENSMUST00000178385	aa198202_s_at
ENSMUSG00000030629	ENSMUST00000209140	aa198202_s_at
ENSMUSG00000030629	ENSMUST00000209165	aa198202_s_at
ENSMUSG00000030629	ENSMUST00000207865	aa198202_s_at
ENSMUSG00000030629	ENSMUST00000208782	aa198202_s_at
ENSMUSG00000020265	ENSMUST00000020501	U53537_s_at
ENSMUSG00000020265	ENSMUST00000137841	U53537_s_at
ENSMUSG00000020265	ENSMUST00000141228	U53537_s_at
ENSMUSG00000020265	ENSMUST00000099538	U53537_s_at
ENSMUSG00000020265	ENSMUST00000173691	U53537_s_at
ENSMUSG00000020265	ENSMUST00000124024	U53537_s_at
ENSMUSG00000020265	ENSMUST00000174295	U53537_s_at
ENSMUSG00000036698	ENSMUST00000044113	aa104073_s_at
ENSMUSG00000036698	ENSMUST00000230158	aa104073_s_at
ENSMUSG00000073102	ENSMUST00000101448	AA466733_at
ENSMUSG00000019738	ENSMUST00000019882	aa221481_f_at
ENSMUSG00000019738	ENSMUST00000149654	aa221481_f_at
ENSMUSG00000019738	ENSMUST00000108193	aa221481_f_at
ENSMUSG00000019738	ENSMUST00000108192	aa221481_f_at
ENSMUSG00000019738	ENSMUST00000145559	aa221481_f_at
ENSMUSG00000019738	ENSMUST00000138118	aa221481_f_at
ENSMUSG00000019738	ENSMUST00000150841	aa221481_f_at
ENSMUSG00000019738	ENSMUST00000138886	aa221481_f_at
ENSMUSG00000035873	ENSMUST00000095313	c80548_rc_at
ENSMUSG00000035873	ENSMUST00000218332	c80548_rc_at
ENSMUSG00000005338	ENSMUST00000111220	af016697_g_at
ENSMUSG00000068391	ENSMUST00000089765	aa033061_s_at
ENSMUSG00000068391	ENSMUST00000137698	aa033061_s_at
ENSMUSG00000025077	ENSMUST00000183143	AA250484_at
ENSMUSG00000025077	ENSMUST00000182058	AA250484_at
ENSMUSG00000025077	ENSMUST00000182276	AA250484_at
ENSMUSG00000025077	ENSMUST00000183216	AA250484_at
ENSMUSG00000057230	ENSMUST00000089519	R75501_rc_s_at
ENSMUSG00000057230	ENSMUST00000089519	C79663_rc_at
ENSMUSG00000106311	ENSMUST00000200001	AA466733_at
ENSMUSG00000020875	ENSMUST00000000010	M34857_s_at
ENSMUSG00000020875	ENSMUST00000174042	M34857_s_at
ENSMUSG00000024966	ENSMUST00000025918	U27830_s_at
ENSMUSG00000000903	ENSMUST00000121151	D13208_s_at
ENSMUSG00000000903	ENSMUST00000000926	D13208_s_at
ENSMUSG00000037872	ENSMUST00000038227	af016697_g_at
ENSMUSG00000037872	ENSMUST00000194046	af016697_g_at
ENSMUSG00000019920	ENSMUST00000020078	aa274091_at
ENSMUSG00000019920	ENSMUST00000020078	aa274091_g_at
ENSMUSG00000019920	ENSMUST00000238939	aa274091_at
ENSMUSG00000019920	ENSMUST00000238939	aa274091_g_at
ENSMUSG00000026219	ENSMUST00000186465	aa270743_s_at
ENSMUSG00000026219	ENSMUST00000186465	aa255033_s_at
ENSMUSG00000026219	ENSMUST00000189670	aa270743_s_at
ENSMUSG00000026219	ENSMUST00000186648	aa270743_s_at
ENSMUSG00000026219	ENSMUST00000187733	aa270743_s_at
ENSMUSG00000026219	ENSMUST00000027421	aa270743_s_at
ENSMUSG00000026219	ENSMUST00000027421	aa255033_s_at
ENSMUSG00000096681	ENSMUST00000168472	aa521839_f_at
ENSMUSG00000028684	ENSMUST00000030446	U34691_s_at
ENSMUSG00000028684	ENSMUST00000135164	U34691_s_at
ENSMUSG00000028684	ENSMUST00000123079	U34691_s_at
ENSMUSG00000028684	ENSMUST00000127635	U34691_s_at
ENSMUSG00000028684	ENSMUST00000153629	U34691_s_at
ENSMUSG00000028684	ENSMUST00000139209	U34691_s_at
ENSMUSG00000028684	ENSMUST00000139816	U34691_s_at
ENSMUSG00000113113	ENSMUST00000223227	D25213_f_at
ENSMUSG00000025967	ENSMUST00000129339	C78522_rc_f_at
ENSMUSG00000025967	ENSMUST00000142062	C78522_rc_f_at
ENSMUSG00000025967	ENSMUST00000188524	C78522_rc_f_at
ENSMUSG00000025967	ENSMUST00000148553	C78522_rc_f_at
ENSMUSG00000025967	ENSMUST00000135877	C78522_rc_f_at
ENSMUSG00000025967	ENSMUST00000027108	C78522_rc_f_at
ENSMUSG00000025967	ENSMUST00000126469	C78522_rc_f_at
ENSMUSG00000029380	ENSMUST00000031327	j04596_s_at
ENSMUSG00000029380	ENSMUST00000201245	j04596_s_at
ENSMUSG00000025792	ENSMUST00000026899	aa213312_s_at
ENSMUSG00000025792	ENSMUST00000144706	aa213312_s_at
ENSMUSG00000025792	ENSMUST00000138874	aa213312_s_at
ENSMUSG00000025792	ENSMUST00000152187	aa213312_s_at
ENSMUSG00000031757	ENSMUST00000034207	U07808_s_at
ENSMUSG00000004359	ENSMUST00000004473	aa182189_at
ENSMUSG00000004359	ENSMUST00000133724	aa182189_at
ENSMUSG00000004359	ENSMUST00000138734	aa182189_at
ENSMUSG00000033585	ENSMUST00000038775	C79136_rc_s_at
ENSMUSG00000031760	ENSMUST00000034211	M93310_s_at
ENSMUSG00000031760	ENSMUST00000211930	M93310_s_at
ENSMUSG00000031760	ENSMUST00000211915	M93310_s_at
ENSMUSG00000070527	ENSMUST00000094340	U19106_s_at
ENSMUSG00000030123	ENSMUST00000015511	AA269614_s_at
ENSMUSG00000030123	ENSMUST00000205003	AA269614_s_at
ENSMUSG00000030123	ENSMUST00000123165	AA269614_s_at
ENSMUSG00000033565	ENSMUST00000171751	aa407676_rc_at
ENSMUSG00000033565	ENSMUST00000230194	aa407676_rc_at
ENSMUSG00000033565	ENSMUST00000166610	aa407676_rc_at
ENSMUSG00000023027	ENSMUST00000023769	M63725_s_at
ENSMUSG00000063870	ENSMUST00000112392	R75450_rc_s_at
ENSMUSG00000063870	ENSMUST00000112392	AA617397_rc_s_at
ENSMUSG00000063870	ENSMUST00000056889	R75450_rc_s_at
ENSMUSG00000063870	ENSMUST00000056889	AA617397_rc_s_at
ENSMUSG00000063870	ENSMUST00000112390	R75450_rc_s_at
ENSMUSG00000063870	ENSMUST00000112390	AA617397_rc_s_at
ENSMUSG00000038700	ENSMUST00000190470	M26283_s_at
ENSMUSG00000038700	ENSMUST00000049272	M26283_s_at
ENSMUSG00000021775	ENSMUST00000090543	u12142_s_at
ENSMUSG00000021775	ENSMUST00000225491	u12142_s_at
ENSMUSG00000021775	ENSMUST00000225308	u12142_s_at
ENSMUSG00000024422	ENSMUST00000025292	aa119035_s_at
ENSMUSG00000024422	ENSMUST00000174366	aa119035_s_at
ENSMUSG00000024422	ENSMUST00000173967	aa119035_s_at
ENSMUSG00000024422	ENSMUST00000174308	aa119035_s_at
ENSMUSG00000029192	ENSMUST00000146430	aa079999_s_at
ENSMUSG00000029192	ENSMUST00000136189	aa079999_s_at
ENSMUSG00000029192	ENSMUST00000031094	aa079999_s_at
ENSMUSG00000029192	ENSMUST00000126077	aa079999_s_at
ENSMUSG00000029192	ENSMUST00000140607	aa079999_s_at
ENSMUSG00000029192	ENSMUST00000171385	aa079999_s_at
ENSMUSG00000046179	ENSMUST00000058745	aa189300_s_at
ENSMUSG00000046179	ENSMUST00000119223	aa189300_s_at
ENSMUSG00000091655	ENSMUST00000174736	aa163370_s_at
ENSMUSG00000020027	ENSMUST00000139210	U88327_s_at
ENSMUSG00000020027	ENSMUST00000128854	U88327_s_at
ENSMUSG00000020027	ENSMUST00000155148	U88327_s_at
ENSMUSG00000020027	ENSMUST00000020215	U88327_s_at
ENSMUSG00000020027	ENSMUST00000134918	U88327_s_at
ENSMUSG00000020027	ENSMUST00000119917	U88327_s_at
ENSMUSG00000020027	ENSMUST00000135822	U88327_s_at
ENSMUSG00000020027	ENSMUST00000150432	U88327_s_at
ENSMUSG00000020027	ENSMUST00000129942	U88327_s_at
ENSMUSG00000020027	ENSMUST00000128363	U88327_s_at
ENSMUSG00000020027	ENSMUST00000170690	U88327_s_at
ENSMUSG00000020027	ENSMUST00000172070	U88327_s_at
ENSMUSG00000090175	ENSMUST00000073772	l02333_s_at
ENSMUSG00000024767	ENSMUST00000025679	aa671904_s_at
ENSMUSG00000024767	ENSMUST00000123594	aa671904_s_at
ENSMUSG00000024767	ENSMUST00000127241	aa671904_s_at
ENSMUSG00000024767	ENSMUST00000142085	aa671904_s_at
ENSMUSG00000024767	ENSMUST00000123743	aa671904_s_at
ENSMUSG00000032547	ENSMUST00000175883	l02210_s_at
ENSMUSG00000032547	ENSMUST00000035142	l02210_s_at
ENSMUSG00000032547	ENSMUST00000176198	l02210_s_at
ENSMUSG00000038943	ENSMUST00000163812	aa592163_s_at
ENSMUSG00000038943	ENSMUST00000047558	aa592163_s_at
ENSMUSG00000038943	ENSMUST00000174199	aa592163_s_at
ENSMUSG00000038943	ENSMUST00000173824	aa592163_s_at
ENSMUSG00000038943	ENSMUST00000174172	aa592163_s_at
ENSMUSG00000038943	ENSMUST00000174051	aa592163_s_at
ENSMUSG00000038943	ENSMUST00000174111	aa592163_s_at
ENSMUSG00000089675	ENSMUST00000113139	l02333_s_at
ENSMUSG00000089943	ENSMUST00000097659	l02333_s_at
ENSMUSG00000029417	ENSMUST00000113093	M34815_s_at
ENSMUSG00000031762	ENSMUST00000034214	K02236_f_at
ENSMUSG00000031762	ENSMUST00000212806	K02236_f_at
ENSMUSG00000049037	ENSMUST00000060484	AA389977_at
ENSMUSG00000067299	ENSMUST00000045028	K02583_s_at
ENSMUSG00000067299	ENSMUST00000146122	K02583_s_at
ENSMUSG00000067299	ENSMUST00000127762	K02583_s_at
ENSMUSG00000045730	ENSMUST00000053640	c76960_rc_at
ENSMUSG00000018916	ENSMUST00000019060	GMCSF_at
ENSMUSG00000089960	ENSMUST00000073049	l02333_s_at
ENSMUSG00000090171	ENSMUST00000049289	l02333_s_at
ENSMUSG00000095180	ENSMUST00000184866	M32484_s_at
ENSMUSG00000095180	ENSMUST00000179626	M32484_s_at
ENSMUSG00000028603	ENSMUST00000030340	m91458_s_at
ENSMUSG00000028603	ENSMUST00000145721	m91458_s_at
ENSMUSG00000028603	ENSMUST00000122878	m91458_s_at
ENSMUSG00000028603	ENSMUST00000106701	m91458_s_at
ENSMUSG00000028603	ENSMUST00000135379	m91458_s_at
ENSMUSG00000021830	ENSMUST00000139526	C77647_rc_at
ENSMUSG00000021830	ENSMUST00000022377	C77647_rc_at
ENSMUSG00000021830	ENSMUST00000123879	C77647_rc_at
ENSMUSG00000024526	ENSMUST00000025404	AA137679_at
ENSMUSG00000090124	ENSMUST00000058237	l02333_s_at
ENSMUSG00000090124	ENSMUST00000126203	l02333_s_at
ENSMUSG00000090124	ENSMUST00000113135	l02333_s_at
ENSMUSG00000037287	ENSMUST00000125995	aa266405_s_at
ENSMUSG00000037287	ENSMUST00000066148	aa266405_s_at
ENSMUSG00000037287	ENSMUST00000066179	aa266405_s_at
ENSMUSG00000037287	ENSMUST00000142775	aa266405_s_at
ENSMUSG00000031555	ENSMUST00000208247	U41765_s_at
ENSMUSG00000031555	ENSMUST00000084032	U41765_s_at
ENSMUSG00000031555	ENSMUST00000084035	U41765_s_at
ENSMUSG00000057657	ENSMUST00000080443	m76763_f_at
ENSMUSG00000033885	ENSMUST00000036682	aa290152_s_at
ENSMUSG00000033885	ENSMUST00000225653	aa290152_s_at
ENSMUSG00000033885	ENSMUST00000112689	aa290152_s_at
ENSMUSG00000005897	ENSMUST00000105290	u30482_s_at
ENSMUSG00000005897	ENSMUST00000092213	u30482_s_at
ENSMUSG00000005897	ENSMUST00000099343	u30482_s_at
ENSMUSG00000022899	ENSMUST00000164579	aa222947_at
ENSMUSG00000022899	ENSMUST00000168279	aa222947_at
ENSMUSG00000022899	ENSMUST00000166399	aa222947_at
ENSMUSG00000084384	ENSMUST00000117893	aa271399_s_at
ENSMUSG00000025582	ENSMUST00000026670	U62021_s_at
ENSMUSG00000036036	ENSMUST00000089968	D21850_s_at
ENSMUSG00000036036	ENSMUST00000172527	D21850_s_at
ENSMUSG00000036036	ENSMUST00000069250	D21850_s_at
ENSMUSG00000036036	ENSMUST00000173588	D21850_s_at
ENSMUSG00000036036	ENSMUST00000172580	D21850_s_at
ENSMUSG00000036036	ENSMUST00000174524	D21850_s_at
ENSMUSG00000036036	ENSMUST00000174672	D21850_s_at
ENSMUSG00000036036	ENSMUST00000172540	D21850_s_at
ENSMUSG00000091697	ENSMUST00000163304	L35556_s_at
ENSMUSG00000090145	ENSMUST00000113138	l02333_s_at
ENSMUSG00000090145	ENSMUST00000113137	l02333_s_at
ENSMUSG00000045624	ENSMUST00000046030	C79684_rc_at
ENSMUSG00000083087	ENSMUST00000117071	M20632_f_at
ENSMUSG00000071452	ENSMUST00000050276	AA408234_rc_g_at
ENSMUSG00000071452	ENSMUST00000050276	aa408344_rc_at
ENSMUSG00000054545	ENSMUST00000113134	l02333_s_at
ENSMUSG00000054545	ENSMUST00000124852	l02333_s_at
ENSMUSG00000054545	ENSMUST00000014263	l02333_s_at
ENSMUSG00000035885	ENSMUST00000039758	U37721_s_at
ENSMUSG00000035885	ENSMUST00000237087	U37721_s_at
ENSMUSG00000015478	ENSMUST00000015622	aa198763_s_at
ENSMUSG00000015478	ENSMUST00000174475	aa198763_s_at
ENSMUSG00000015478	ENSMUST00000174045	aa198763_s_at
ENSMUSG00000052131	ENSMUST00000007449	j05663_s_at
ENSMUSG00000090165	ENSMUST00000113142	l02333_s_at
ENSMUSG00000034949	ENSMUST00000117798	R74638_rc_at
ENSMUSG00000034949	ENSMUST00000132174	R74638_rc_at
ENSMUSG00000034949	ENSMUST00000137999	R74638_rc_at
ENSMUSG00000034949	ENSMUST00000148029	R74638_rc_at
ENSMUSG00000082864	ENSMUST00000121427	AA396262_at
ENSMUSG00000033770	ENSMUST00000105790	c75963_rc_at
ENSMUSG00000033770	ENSMUST00000042617	c75963_rc_at
ENSMUSG00000098985	ENSMUST00000184633	aa607833_at
ENSMUSG00000031482	ENSMUST00000033871	aa213259_s_at
ENSMUSG00000031482	ENSMUST00000210020	aa213259_s_at
ENSMUSG00000053398	ENSMUST00000065793	l21027_s_at
ENSMUSG00000027087	ENSMUST00000028499	aa544884_s_at
ENSMUSG00000027087	ENSMUST00000028499	U14135_s_at
ENSMUSG00000027087	ENSMUST00000111740	aa544884_s_at
ENSMUSG00000027087	ENSMUST00000111740	U14135_s_at
ENSMUSG00000027087	ENSMUST00000131192	aa544884_s_at
ENSMUSG00000029121	ENSMUST00000114158	ab006714_s_at
ENSMUSG00000029121	ENSMUST00000031004	ab006714_s_at
ENSMUSG00000079426	ENSMUST00000156898	aa727619_at
ENSMUSG00000079426	ENSMUST00000203578	aa727619_at
ENSMUSG00000079426	ENSMUST00000171058	aa727619_at
ENSMUSG00000079426	ENSMUST00000204802	aa727619_at
ENSMUSG00000047676	ENSMUST00000057740	C78471_rc_f_at
ENSMUSG00000052396	ENSMUST00000064231	AA529901_s_at
ENSMUSG00000028773	ENSMUST00000070532	u02883_s_at
ENSMUSG00000027547	ENSMUST00000075044	aa590754_at
ENSMUSG00000027547	ENSMUST00000029061	aa590754_at
ENSMUSG00000027547	ENSMUST00000103074	aa590754_at
ENSMUSG00000018861	ENSMUST00000021078	D49920_s_at
ENSMUSG00000018861	ENSMUST00000155130	D49920_s_at
ENSMUSG00000018861	ENSMUST00000147500	D49920_s_at
ENSMUSG00000052533	ENSMUST00000064447	aa002653_s_at
ENSMUSG00000052533	ENSMUST00000133421	aa002653_s_at
ENSMUSG00000041396	ENSMUST00000045694	aa241872_s_at
ENSMUSG00000041396	ENSMUST00000111490	aa241872_s_at
ENSMUSG00000045954	ENSMUST00000051572	aa673143_s_at
ENSMUSG00000024436	ENSMUST00000025305	aa611449_at
ENSMUSG00000024436	ENSMUST00000025305	aa611449_g_at
ENSMUSG00000024436	ENSMUST00000113782	aa611449_at
ENSMUSG00000024436	ENSMUST00000174807	aa611449_g_at
ENSMUSG00000024436	ENSMUST00000173737	aa611449_at
ENSMUSG00000024436	ENSMUST00000174349	aa611449_at
ENSMUSG00000024436	ENSMUST00000174574	aa611449_g_at
ENSMUSG00000039942	ENSMUST00000120563	D13458_s_at
ENSMUSG00000039942	ENSMUST00000047379	D13458_s_at
ENSMUSG00000030516	ENSMUST00000102592	D14340_s_at
ENSMUSG00000030516	ENSMUST00000032729	D14340_s_at
ENSMUSG00000030516	ENSMUST00000206612	D14340_s_at
ENSMUSG00000030516	ENSMUST00000132036	D14340_s_at
ENSMUSG00000060601	ENSMUST00000107912	U09419_s_at
ENSMUSG00000060601	ENSMUST00000073488	U09419_s_at
ENSMUSG00000060601	ENSMUST00000107911	U09419_s_at
ENSMUSG00000060601	ENSMUST00000208322	U09419_s_at
ENSMUSG00000060601	ENSMUST00000107910	U09419_s_at
ENSMUSG00000060601	ENSMUST00000123358	U09419_s_at
ENSMUSG00000060601	ENSMUST00000128354	U09419_s_at
ENSMUSG00000060601	ENSMUST00000132769	U09419_s_at
ENSMUSG00000060601	ENSMUST00000137674	U09419_s_at
ENSMUSG00000060601	ENSMUST00000167197	U09419_s_at
ENSMUSG00000021772	ENSMUST00000132374	C77212_rc_at
ENSMUSG00000021772	ENSMUST00000133460	C77212_rc_at
ENSMUSG00000021772	ENSMUST00000022294	C77212_rc_at
ENSMUSG00000021772	ENSMUST00000156186	C77212_rc_at
ENSMUSG00000026582	ENSMUST00000027874	m87862_s_at
ENSMUSG00000061232	ENSMUST00000172912	u47329_f_at
ENSMUSG00000061232	ENSMUST00000114311	u47329_f_at
ENSMUSG00000061232	ENSMUST00000236740	u47329_f_at
ENSMUSG00000061232	ENSMUST00000236469	u47329_f_at
ENSMUSG00000061232	ENSMUST00000173602	u47329_f_at
ENSMUSG00000061232	ENSMUST00000025181	u47329_f_at
ENSMUSG00000061232	ENSMUST00000238021	u47329_f_at
ENSMUSG00000061232	ENSMUST00000173543	u47329_f_at
ENSMUSG00000061232	ENSMUST00000238098	u47329_f_at
ENSMUSG00000061232	ENSMUST00000173317	u47329_f_at
ENSMUSG00000061232	ENSMUST00000236757	u47329_f_at
ENSMUSG00000061232	ENSMUST00000173075	u47329_f_at
ENSMUSG00000061232	ENSMUST00000172782	u47329_f_at
ENSMUSG00000003420	ENSMUST00000003512	d37873_s_at
ENSMUSG00000003420	ENSMUST00000210642	d37873_s_at
ENSMUSG00000003420	ENSMUST00000211668	d37873_s_at
ENSMUSG00000082101	ENSMUST00000163961	aa189500_s_at
ENSMUSG00000030605	ENSMUST00000206338	M38337_f_at
ENSMUSG00000030605	ENSMUST00000107409	M38337_f_at
ENSMUSG00000030605	ENSMUST00000032825	M38337_f_at
ENSMUSG00000030605	ENSMUST00000205563	M38337_f_at
ENSMUSG00000030605	ENSMUST00000205649	M38337_f_at
ENSMUSG00000025173	ENSMUST00000026173	aa432547_s_at
ENSMUSG00000025173	ENSMUST00000137230	aa432547_s_at
ENSMUSG00000034021	ENSMUST00000202170	aa177347_s_at
ENSMUSG00000034021	ENSMUST00000016569	aa177347_s_at
ENSMUSG00000034021	ENSMUST00000132947	aa177347_s_at
ENSMUSG00000034021	ENSMUST00000038900	aa177347_s_at
ENSMUSG00000025127	ENSMUST00000026119	L38613_s_at
ENSMUSG00000025127	ENSMUST00000147877	L38613_s_at
ENSMUSG00000025127	ENSMUST00000128827	L38613_s_at
ENSMUSG00000017692	ENSMUST00000017836	aa471748_at
ENSMUSG00000030525	ENSMUST00000032738	L37663_s_at
ENSMUSG00000030216	ENSMUST00000116514	aa117529_s_at
ENSMUSG00000057244	ENSMUST00000079261	M20632_f_at
ENSMUSG00000029595	ENSMUST00000031591	U61155_s_at
ENSMUSG00000021608	ENSMUST00000022099	aa259405_g_at
ENSMUSG00000021608	ENSMUST00000022099	aa259405_at
ENSMUSG00000021608	ENSMUST00000123766	aa259405_g_at
ENSMUSG00000021608	ENSMUST00000123766	aa259405_at
ENSMUSG00000021608	ENSMUST00000147566	aa259405_g_at
ENSMUSG00000021608	ENSMUST00000147566	aa259405_at
ENSMUSG00000021608	ENSMUST00000223060	aa259405_g_at
ENSMUSG00000021608	ENSMUST00000223060	aa259405_at
ENSMUSG00000021608	ENSMUST00000222881	aa259405_g_at
ENSMUSG00000021608	ENSMUST00000222881	aa259405_at
ENSMUSG00000035864	ENSMUST00000105276	D37792_s_at
ENSMUSG00000035864	ENSMUST00000064054	D37792_s_at
ENSMUSG00000036285	ENSMUST00000150451	C79965_rc_f_at
ENSMUSG00000036285	ENSMUST00000150451	C79965_rc_i_at
ENSMUSG00000036285	ENSMUST00000150722	C79965_rc_f_at
ENSMUSG00000036285	ENSMUST00000150722	C79965_rc_i_at
ENSMUSG00000023030	ENSMUST00000023774	L33415_s_at
ENSMUSG00000023030	ENSMUST00000138843	aa217379_s_at
ENSMUSG00000057726	ENSMUST00000081927	AA408234_rc_g_at
ENSMUSG00000057726	ENSMUST00000081927	AA408234_rc_at
ENSMUSG00000030359	ENSMUST00000112132	M93264_s_at
ENSMUSG00000030359	ENSMUST00000204291	M93264_s_at
ENSMUSG00000084291	ENSMUST00000118950	U67770_f_at
ENSMUSG00000031622	ENSMUST00000004494	L38622_s_at
ENSMUSG00000031622	ENSMUST00000212256	L38622_s_at
ENSMUSG00000031622	ENSMUST00000212677	L38622_s_at
ENSMUSG00000035629	ENSMUST00000119810	AA023577_at
ENSMUSG00000076439	ENSMUST00000102665	u64572_s_at
ENSMUSG00000076439	ENSMUST00000167275	u64572_s_at
ENSMUSG00000007659	ENSMUST00000007803	u78031_s_at
ENSMUSG00000007659	ENSMUST00000173755	u78031_s_at
ENSMUSG00000007659	ENSMUST00000109820	u78031_s_at
ENSMUSG00000024789	ENSMUST00000236990	c81467_rc_g_at
ENSMUSG00000024789	ENSMUST00000238009	L16956_at
ENSMUSG00000024789	ENSMUST00000238009	L16956_g_at
ENSMUSG00000024789	ENSMUST00000238009	c81467_rc_g_at
ENSMUSG00000024789	ENSMUST00000025705	L16956_at
ENSMUSG00000024789	ENSMUST00000025705	L16956_g_at
ENSMUSG00000024789	ENSMUST00000025705	c81467_rc_g_at
ENSMUSG00000024789	ENSMUST00000065796	L16956_at
ENSMUSG00000024789	ENSMUST00000065796	L16956_g_at
ENSMUSG00000024789	ENSMUST00000065796	c81467_rc_g_at
ENSMUSG00000068823	ENSMUST00000029446	aa592283_g_at
ENSMUSG00000068823	ENSMUST00000029446	aa592283_at
ENSMUSG00000068823	ENSMUST00000198180	aa592283_g_at
ENSMUSG00000068823	ENSMUST00000198180	aa592283_at
ENSMUSG00000068823	ENSMUST00000197827	aa592283_g_at
ENSMUSG00000068823	ENSMUST00000197827	aa592283_at
ENSMUSG00000068823	ENSMUST00000199240	aa592283_g_at
ENSMUSG00000068823	ENSMUST00000199240	aa592283_at
ENSMUSG00000068823	ENSMUST00000199420	aa592283_g_at
ENSMUSG00000068823	ENSMUST00000199420	aa592283_at
ENSMUSG00000068823	ENSMUST00000199571	aa592283_g_at
ENSMUSG00000068823	ENSMUST00000199571	aa592283_at
ENSMUSG00000068823	ENSMUST00000197488	aa592283_g_at
ENSMUSG00000068823	ENSMUST00000197488	aa592283_at
ENSMUSG00000068823	ENSMUST00000198174	aa592283_g_at
ENSMUSG00000068823	ENSMUST00000198174	aa592283_at
ENSMUSG00000068823	ENSMUST00000197844	aa592283_g_at
ENSMUSG00000068823	ENSMUST00000197844	aa592283_at
ENSMUSG00000029053	ENSMUST00000103178	C80388_rc_at
ENSMUSG00000029053	ENSMUST00000103178	M94632_s_at
ENSMUSG00000029053	ENSMUST00000030922	C80388_rc_at
ENSMUSG00000029053	ENSMUST00000030922	M94632_s_at
ENSMUSG00000029053	ENSMUST00000140256	C80388_rc_at
ENSMUSG00000029053	ENSMUST00000140256	M94632_s_at
ENSMUSG00000070372	ENSMUST00000094028	U16740_s_at
ENSMUSG00000025089	ENSMUST00000026076	af014117_at
ENSMUSG00000025089	ENSMUST00000129100	af014117_at
ENSMUSG00000025089	ENSMUST00000152507	af014117_at
ENSMUSG00000025089	ENSMUST00000140141	af014117_at
ENSMUSG00000025089	ENSMUST00000169850	af014117_at
ENSMUSG00000020591	ENSMUST00000221596	U51908_s_at
ENSMUSG00000020591	ENSMUST00000111064	U51908_s_at
ENSMUSG00000020591	ENSMUST00000220892	U51908_s_at
ENSMUSG00000020591	ENSMUST00000222957	U51908_s_at
ENSMUSG00000020591	ENSMUST00000221049	U51908_s_at
ENSMUSG00000020075	ENSMUST00000045866	aa432946_s_at
ENSMUSG00000070448	ENSMUST00000239412	af011420_i_at
ENSMUSG00000070448	ENSMUST00000239412	af011420_f_at
ENSMUSG00000070448	ENSMUST00000161670	af011420_i_at
ENSMUSG00000070448	ENSMUST00000161670	af011420_f_at
ENSMUSG00000070448	ENSMUST00000232790	af011420_i_at
ENSMUSG00000070448	ENSMUST00000232790	af011420_f_at
ENSMUSG00000070448	ENSMUST00000233023	af011420_i_at
ENSMUSG00000070448	ENSMUST00000233023	af011420_f_at
ENSMUSG00000070448	ENSMUST00000159734	af011420_i_at
ENSMUSG00000070448	ENSMUST00000159734	af011420_f_at
ENSMUSG00000070448	ENSMUST00000159611	af011420_i_at
ENSMUSG00000070448	ENSMUST00000159611	af011420_f_at
ENSMUSG00000040310	ENSMUST00000042078	AF001465_at
ENSMUSG00000040310	ENSMUST00000111254	AF001465_at
