Gene stable ID	Transcript stable ID	AFFY HG U95A probe
ENSG00000198056	ENST00000549549	798_at
ENSG00000198056	ENST00000546761	36400_at
ENSG00000198056	ENST00000548173	36400_at
ENSG00000062038	ENST00000264012	119_at
ENSG00000062038	ENST00000429102	119_at
ENSG00000062038	ENST00000542274	119_at
ENSG00000062038	ENST00000567674	119_at
ENSG00000062038	ENST00000568292	119_at
ENSG00000151726	ENST00000281455	40082_at
ENSG00000151726	ENST00000454703	40082_at
ENSG00000151726	ENST00000513001	40082_at
ENSG00000151726	ENST00000515030	40082_at
ENSG00000151726	ENST00000503407	40082_at
ENSG00000151726	ENST00000506733	40082_at
ENSG00000008311	ENST00000460376	35870_at
ENSG00000008311	ENST00000393376	35870_at
ENSG00000008311	ENST00000473553	35870_at
ENSG00000008311	ENST00000417368	35870_at
ENSG00000008311	ENST00000431170	35870_at
ENSG00000008311	ENST00000358954	35870_at
ENSG00000008311	ENST00000426162	35870_at
ENSG00000172215	ENST00000438735	36293_at
ENSG00000172215	ENST00000304552	36293_at
ENSG00000172215	ENST00000458629	36293_at
ENSG00000172215	ENST00000457814	36293_at
ENSG00000266200	ENST00000579578	35594_at
ENSG00000266200	ENST00000611850	35594_at
ENSG00000266200	ENST00000591655	35594_at
ENSG00000025423	ENST00000555159	37512_at
ENSG00000025423	ENST00000555805	37512_at
ENSG00000025423	ENST00000554643	37512_at
ENSG00000025423	ENST00000554150	37512_at
ENSG00000025423	ENST00000322165	37512_at
ENSG00000025423	ENST00000556875	37512_at
ENSG00000025423	ENST00000553476	37512_at
ENSG00000183625	ENST00000357422	33098_at
ENSG00000183625	ENST00000395940	33098_at
ENSG00000183625	ENST00000452454	33098_at
ENSG00000183625	ENST00000457243	33098_at
ENSG00000183625	ENST00000475150	33098_at
ENSG00000183625	ENST00000395942	33098_at
ENSG00000183625	ENST00000545097	33098_at
ENSG00000013561	ENST00000394520	33343_at
ENSG00000013561	ENST00000394514	33343_at
ENSG00000013561	ENST00000394519	33343_at
ENSG00000013561	ENST00000356143	33343_at
ENSG00000013561	ENST00000347642	33343_at
ENSG00000039068	ENST00000261769	2082_s_at
ENSG00000039068	ENST00000261769	977_s_at
ENSG00000039068	ENST00000566612	2082_s_at
ENSG00000039068	ENST00000566612	977_s_at
ENSG00000039068	ENST00000422392	2082_s_at
ENSG00000039068	ENST00000566510	2082_s_at
ENSG00000039068	ENST00000562836	2082_s_at
ENSG00000039068	ENST00000562118	2082_s_at
ENSG00000039068	ENST00000612417	977_s_at
ENSG00000039068	ENST00000621016	977_s_at
ENSG00000039068	ENST00000611625	2082_s_at
ENSG00000039068	ENST00000611625	977_s_at
ENSG00000163823	ENST00000296140	1128_s_at
ENSG00000163823	ENST00000296140	39994_at
ENSG00000117308	ENST00000617979	31598_s_at
ENSG00000117308	ENST00000481736	31598_s_at
ENSG00000117308	ENST00000374497	31598_s_at
ENSG00000117308	ENST00000456977	31598_s_at
ENSG00000117308	ENST00000459934	31598_s_at
ENSG00000117308	ENST00000469556	31598_s_at
ENSG00000117308	ENST00000429356	31598_s_at
ENSG00000117308	ENST00000418277	31598_s_at
ENSG00000121807	ENST00000445132	39937_at
ENSG00000121807	ENST00000445132	39936_at
ENSG00000121807	ENST00000445132	39938_g_at
ENSG00000121807	ENST00000465202	39937_at
ENSG00000121807	ENST00000465202	39938_g_at
ENSG00000121807	ENST00000400888	39936_at
ENSG00000121807	ENST00000400888	39938_g_at
ENSG00000121807	ENST00000292301	39936_at
ENSG00000121807	ENST00000292301	39938_g_at
ENSG00000160791	ENST00000292303	36724_s_at
ENSG00000165868	ENST00000369209	41666_at
ENSG00000165868	ENST00000635765	41666_at
ENSG00000165868	ENST00000674245	41666_at
ENSG00000165868	ENST00000674291	41666_at
ENSG00000165868	ENST00000674389	41666_at
ENSG00000165868	ENST00000674473	41666_at
ENSG00000165868	ENST00000674223	41666_at
ENSG00000165868	ENST00000674375	41666_at
ENSG00000165868	ENST00000674372	41666_at
ENSG00000165868	ENST00000674491	41666_at
ENSG00000165868	ENST00000674344	41666_at
ENSG00000165868	ENST00000674459	41666_at
ENSG00000165868	ENST00000674394	41666_at
ENSG00000165868	ENST00000674347	41666_at
ENSG00000165868	ENST00000674205	41666_at
ENSG00000165868	ENST00000674505	41666_at
ENSG00000165868	ENST00000674167	41666_at
ENSG00000165868	ENST00000674401	41666_at
ENSG00000165868	ENST00000674197	41666_at
ENSG00000165868	ENST00000674431	41666_at
ENSG00000121797	ENST00000399036	1445_at
ENSG00000121797	ENST00000357392	1445_at
ENSG00000121797	ENST00000400880	1445_at
ENSG00000121797	ENST00000433848	1445_at
ENSG00000121797	ENST00000400882	1445_at
ENSG00000121797	ENST00000441909	1445_at
ENSG00000095002	ENST00000543555	860_at
ENSG00000095002	ENST00000543555	861_g_at
ENSG00000095002	ENST00000645506	861_g_at
ENSG00000095002	ENST00000646415	861_g_at
ENSG00000095002	ENST00000645339	861_g_at
ENSG00000095002	ENST00000644092	861_g_at
ENSG00000095002	ENST00000406134	861_g_at
ENSG00000095002	ENST00000233146	860_at
ENSG00000095002	ENST00000233146	861_g_at
ENSG00000095002	ENST00000644900	861_g_at
ENSG00000139547	ENST00000398138	33022_at
ENSG00000139547	ENST00000360752	33022_at
ENSG00000112761	ENST00000454589	32358_at
ENSG00000112761	ENST00000604763	32358_at
ENSG00000112761	ENST00000368666	32358_at
ENSG00000112761	ENST00000368664	32358_at
ENSG00000112761	ENST00000620524	32358_at
ENSG00000112761	ENST00000613648	32358_at
ENSG00000112761	ENST00000230529	32358_at
ENSG00000112761	ENST00000639360	32358_at
ENSG00000112761	ENST00000409166	32358_at
ENSG00000166856	ENST00000300098	36429_at
ENSG00000166856	ENST00000300098	36430_at
ENSG00000166856	ENST00000556850	36429_at
ENSG00000166856	ENST00000556850	36430_at
ENSG00000166856	ENST00000622922	36430_at
ENSG00000166860	ENST00000300101	38532_at
ENSG00000167642	ENST00000301244	34348_at
ENSG00000167642	ENST00000587090	34348_at
ENSG00000167642	ENST00000454580	34348_at
ENSG00000167642	ENST00000585357	34348_at
ENSG00000113552	ENST00000311337	34332_at
ENSG00000113552	ENST00000500692	34332_at
ENSG00000113552	ENST00000508177	34332_at
ENSG00000113552	ENST00000503794	34332_at
ENSG00000012223	ENST00000231751	37149_s_at
ENSG00000012223	ENST00000426532	37149_s_at
ENSG00000012223	ENST00000417439	37149_s_at
ENSG00000012223	ENST00000443496	37149_s_at
ENSG00000012223	ENST00000493056	37149_s_at
ENSG00000012223	ENST00000478874	37149_s_at
ENSG00000117305	ENST00000374490	38425_at
ENSG00000117305	ENST00000436439	38425_at
ENSG00000117305	ENST00000374487	38425_at
ENSG00000117305	ENST00000235958	38425_at
ENSG00000179163	ENST00000374479	41814_at
ENSG00000188822	ENST00000374472	36771_at
ENSG00000112769	ENST00000389463	37671_at
ENSG00000112769	ENST00000230538	37671_at
ENSG00000112769	ENST00000522006	37671_at
ENSG00000112769	ENST00000651860	37671_at
ENSG00000112769	ENST00000651529	37671_at
ENSG00000112769	ENST00000424408	37671_at
ENSG00000113578	ENST00000359370	996_at
ENSG00000113578	ENST00000378046	996_at
ENSG00000113578	ENST00000337706	996_at
ENSG00000113578	ENST00000621536	996_at
ENSG00000113578	ENST00000619447	996_at
ENSG00000113578	ENST00000610990	996_at
ENSG00000113578	ENST00000612258	996_at
ENSG00000188529	ENST00000344989	34717_s_at
ENSG00000188529	ENST00000453840	34717_s_at
ENSG00000188529	ENST00000341154	34717_s_at
ENSG00000188529	ENST00000484146	34717_s_at
ENSG00000188529	ENST00000374452	34717_s_at
ENSG00000188529	ENST00000374453	34717_s_at
ENSG00000188529	ENST00000343255	34716_at
ENSG00000188529	ENST00000343255	34717_s_at
ENSG00000188529	ENST00000492112	34716_at
ENSG00000188529	ENST00000492112	34717_s_at
ENSG00000188529	ENST00000485841	34716_at
ENSG00000188529	ENST00000485841	34717_s_at
ENSG00000188529	ENST00000338597	34716_at
ENSG00000188529	ENST00000338597	34717_s_at
ENSG00000188529	ENST00000495785	34716_at
ENSG00000188529	ENST00000495785	34717_s_at
ENSG00000188529	ENST00000473754	34716_at
ENSG00000188529	ENST00000473754	34717_s_at
ENSG00000166866	ENST00000300119	34595_at
ENSG00000166866	ENST00000442789	34595_at
ENSG00000166866	ENST00000554234	34595_at
ENSG00000166866	ENST00000477864	34595_at
ENSG00000165646	ENST00000497497	35854_at
ENSG00000165646	ENST00000644641	35854_at
ENSG00000110436	ENST00000278379	34582_at
ENSG00000110436	ENST00000642769	34582_at
ENSG00000110436	ENST00000464522	34582_at
ENSG00000110436	ENST00000647076	34582_at
ENSG00000110436	ENST00000479543	34582_at
ENSG00000110436	ENST00000642171	34582_at
ENSG00000110436	ENST00000395753	34582_at
ENSG00000110436	ENST00000395750	34582_at
ENSG00000110436	ENST00000644459	34582_at
ENSG00000110436	ENST00000643522	34582_at
ENSG00000110436	ENST00000645303	34582_at
ENSG00000110436	ENST00000644050	34582_at
ENSG00000110436	ENST00000644779	34582_at
ENSG00000110436	ENST00000645634	34582_at
ENSG00000110436	ENST00000643000	34582_at
ENSG00000110436	ENST00000644299	34582_at
ENSG00000110436	ENST00000645194	34582_at
ENSG00000110436	ENST00000642448	34582_at
ENSG00000110436	ENST00000646080	34582_at
ENSG00000110436	ENST00000644868	34582_at
ENSG00000110436	ENST00000647104	34582_at
ENSG00000110436	ENST00000643134	34582_at
ENSG00000110436	ENST00000531628	34582_at
ENSG00000110436	ENST00000643454	34582_at
ENSG00000110436	ENST00000643305	34582_at
ENSG00000110436	ENST00000646099	34582_at
ENSG00000110436	ENST00000647372	34582_at
ENSG00000110436	ENST00000642578	34582_at
ENSG00000110436	ENST00000646167	34582_at
ENSG00000110436	ENST00000606205	34582_at
ENSG00000110436	ENST00000645966	31323_r_at
ENSG00000151729	ENST00000281456	32822_at
ENSG00000151729	ENST00000281456	34988_at
ENSG00000151729	ENST00000491736	32822_at
ENSG00000170370	ENST00000553456	31983_at
ENSG00000170370	ENST00000546446	31983_at
ENSG00000145819	ENST00000645722	37846_at
ENSG00000145819	ENST00000274498	37846_at
ENSG00000145819	ENST00000486650	37846_at
ENSG00000230979	ENST00000456046	33614_at
ENSG00000166881	ENST00000379391	31832_at
ENSG00000166881	ENST00000300128	31832_at
ENSG00000107560	ENST00000355624	32740_at
ENSG00000107560	ENST00000369199	32740_at
ENSG00000107560	ENST00000476207	32740_at
ENSG00000241186	ENST00000542931	40386_r_at
ENSG00000241186	ENST00000296145	40386_r_at
ENSG00000166886	ENST00000342556	40405_at
ENSG00000166886	ENST00000300131	40405_at
ENSG00000116062	ENST00000652107	1017_at
ENSG00000116062	ENST00000652107	2003_s_at
ENSG00000116062	ENST00000614496	2003_s_at
ENSG00000116062	ENST00000622629	2003_s_at
ENSG00000116062	ENST00000445503	1017_at
ENSG00000116062	ENST00000445503	2003_s_at
ENSG00000116062	ENST00000234420	2003_s_at
ENSG00000116062	ENST00000673637	2003_s_at
ENSG00000116062	ENST00000540021	2003_s_at
ENSG00000116062	ENST00000538136	2003_s_at
ENSG00000166888	ENST00000300134	41222_at
ENSG00000166888	ENST00000300134	845_at
ENSG00000166888	ENST00000651176	41222_at
ENSG00000166888	ENST00000651176	845_at
ENSG00000166888	ENST00000553533	41222_at
ENSG00000166888	ENST00000553533	845_at
ENSG00000166888	ENST00000554764	41222_at
ENSG00000166888	ENST00000554764	845_at
ENSG00000166888	ENST00000555222	41222_at
ENSG00000166888	ENST00000555222	845_at
ENSG00000166888	ENST00000538913	845_at
ENSG00000166888	ENST00000557563	41222_at
ENSG00000166888	ENST00000557563	845_at
ENSG00000166888	ENST00000543873	845_at
ENSG00000166888	ENST00000556155	845_at
ENSG00000166888	ENST00000537215	845_at
ENSG00000166888	ENST00000454075	845_at
ENSG00000166888	ENST00000640254	41222_at
ENSG00000166888	ENST00000640254	845_at
ENSG00000166888	ENST00000555318	845_at
ENSG00000113580	ENST00000394464	36690_at
ENSG00000113580	ENST00000394464	1102_s_at
ENSG00000113580	ENST00000394464	706_at
ENSG00000113580	ENST00000415690	36690_at
ENSG00000113580	ENST00000415690	706_at
ENSG00000113580	ENST00000343796	36690_at
ENSG00000113580	ENST00000343796	1102_s_at
ENSG00000113580	ENST00000343796	706_at
ENSG00000113580	ENST00000424646	36690_at
ENSG00000113580	ENST00000424646	1102_s_at
ENSG00000113580	ENST00000424646	706_at
ENSG00000168807	ENST00000336278	40589_at
ENSG00000168807	ENST00000467311	40589_at
ENSG00000128609	ENST00000471770	38462_at
ENSG00000128609	ENST00000355749	38462_at
ENSG00000128609	ENST00000677306	38462_at
ENSG00000128609	ENST00000676730	38462_at
ENSG00000128609	ENST00000677251	38462_at
ENSG00000128609	ENST00000679163	38462_at
ENSG00000128609	ENST00000676614	38462_at
ENSG00000128609	ENST00000678090	38462_at
ENSG00000128609	ENST00000677264	38462_at
ENSG00000128609	ENST00000677391	38462_at
ENSG00000128609	ENST00000676516	38462_at
ENSG00000128609	ENST00000611607	38462_at
ENSG00000128609	ENST00000618945	38462_at
ENSG00000128609	ENST00000678032	38462_at
ENSG00000128609	ENST00000492549	38462_at
ENSG00000128609	ENST00000677134	38462_at
ENSG00000128609	ENST00000467117	38462_at
ENSG00000128609	ENST00000679052	38462_at
ENSG00000128609	ENST00000378795	38462_at
ENSG00000128609	ENST00000470123	38462_at
ENSG00000128609	ENST00000459880	38462_at
ENSG00000107581	ENST00000369144	32785_at
ENSG00000099341	ENST00000215071	1312_at
ENSG00000099341	ENST00000215071	32584_at
ENSG00000099341	ENST00000602911	1312_at
ENSG00000099341	ENST00000602911	32584_at
ENSG00000099341	ENST00000592561	1312_at
ENSG00000099341	ENST00000592001	1312_at
ENSG00000099341	ENST00000592035	1312_at
ENSG00000099341	ENST00000620216	1312_at
ENSG00000099341	ENST00000620216	32584_at
ENSG00000001461	ENST00000374399	37850_at
ENSG00000001461	ENST00000003912	37850_at
ENSG00000154553	ENST00000284767	39690_at
ENSG00000154553	ENST00000284771	39690_at
ENSG00000154553	ENST00000284770	39690_at
ENSG00000154553	ENST00000514142	39690_at
ENSG00000154553	ENST00000643009	39690_at
ENSG00000154553	ENST00000620787	39690_at
ENSG00000154553	ENST00000514308	39690_at
ENSG00000154553	ENST00000629667	39690_at
ENSG00000132604	ENST00000254942	41097_at
ENSG00000132604	ENST00000254942	1299_at
ENSG00000132604	ENST00000566051	41097_at
ENSG00000132604	ENST00000566051	1299_at
ENSG00000106299	ENST00000223023	321_at
ENSG00000106299	ENST00000223023	39875_at
ENSG00000160808	ENST00000653454	41730_at
ENSG00000160808	ENST00000654597	41730_at
ENSG00000160808	ENST00000395869	41730_at
ENSG00000160808	ENST00000395869	41731_g_at
ENSG00000160808	ENST00000292327	41730_at
ENSG00000160808	ENST00000292327	41731_g_at
ENSG00000160808	ENST00000655244	41730_at
ENSG00000160808	ENST00000655244	41731_g_at
ENSG00000160808	ENST00000664891	41730_at
ENSG00000160808	ENST00000664891	41731_g_at
ENSG00000160808	ENST00000662933	41730_at
ENSG00000160808	ENST00000662933	41731_g_at
ENSG00000103018	ENST00000514123	34339_at
ENSG00000103018	ENST00000307892	34340_at
ENSG00000103018	ENST00000307892	34339_at
ENSG00000103018	ENST00000515314	34340_at
ENSG00000103018	ENST00000515314	34339_at
ENSG00000103018	ENST00000561792	34339_at
ENSG00000106304	ENST00000460182	35129_at
ENSG00000106304	ENST00000439500	35129_at
ENSG00000106304	ENST00000223028	35129_at
ENSG00000277443	ENST00000612661	32434_at
ENSG00000160801	ENST00000449590	532_at
ENSG00000160801	ENST00000449590	533_g_at
ENSG00000160801	ENST00000418619	532_at
ENSG00000160801	ENST00000418619	533_g_at
ENSG00000160801	ENST00000427125	532_at
ENSG00000160801	ENST00000427125	533_g_at
ENSG00000160801	ENST00000430002	532_at
ENSG00000160801	ENST00000430002	533_g_at
ENSG00000160801	ENST00000313049	532_at
ENSG00000160801	ENST00000313049	533_g_at
ENSG00000160801	ENST00000428220	532_at
ENSG00000160801	ENST00000428220	533_g_at
ENSG00000160801	ENST00000422115	532_at
ENSG00000160801	ENST00000422115	533_g_at
ENSG00000260108	ENST00000567834	34340_at
ENSG00000102908	ENST00000426654	40713_at
ENSG00000102908	ENST00000349945	40713_at
ENSG00000102908	ENST00000354436	40713_at
ENSG00000102908	ENST00000627621	40713_at
ENSG00000102908	ENST00000650987	40713_at
ENSG00000102908	ENST00000567239	40713_at
ENSG00000102908	ENST00000393742	40713_at
ENSG00000102908	ENST00000565301	40713_at
ENSG00000102908	ENST00000566899	40713_at
ENSG00000196591	ENST00000519065	34368_at
ENSG00000196591	ENST00000523334	34368_at
ENSG00000196591	ENST00000519108	34368_at
ENSG00000196591	ENST00000368632	34368_at
ENSG00000154556	ENST00000650145	39295_s_at
ENSG00000154556	ENST00000284776	39295_s_at
ENSG00000154556	ENST00000437304	39295_s_at
ENSG00000154556	ENST00000319471	39295_s_at
ENSG00000154556	ENST00000449407	39295_s_at
ENSG00000154556	ENST00000355634	39295_s_at
ENSG00000154556	ENST00000393528	39295_s_at
ENSG00000154556	ENST00000478461	39295_s_at
ENSG00000154556	ENST00000418609	39295_s_at
ENSG00000154556	ENST00000448662	39295_s_at
ENSG00000170802	ENST00000340553	31702_at
ENSG00000170802	ENST00000616844	31702_at
ENSG00000158497	ENST00000289448	31402_at
ENSG00000170775	ENST00000303921	34297_at
ENSG00000165672	ENST00000298510	36631_at
ENSG00000165672	ENST00000494433	36631_at
ENSG00000128513	ENST00000357628	39653_at
ENSG00000128513	ENST00000653274	39653_at
ENSG00000128513	ENST00000661898	39653_at
ENSG00000128513	ENST00000664330	39653_at
ENSG00000128513	ENST00000657892	39653_at
ENSG00000128513	ENST00000662531	39653_at
ENSG00000128513	ENST00000653892	39653_at
ENSG00000128513	ENST00000657333	39653_at
ENSG00000128513	ENST00000653819	39653_at
ENSG00000128513	ENST00000393329	39653_at
ENSG00000133226	ENST00000323848	41737_at
ENSG00000133226	ENST00000447431	41737_at
ENSG00000198873	ENST00000392870	40994_at
ENSG00000198873	ENST00000392870	1135_at
ENSG00000198873	ENST00000369108	40994_at
ENSG00000198873	ENST00000369108	1135_at
ENSG00000148908	ENST00000369101	33121_g_at
ENSG00000148908	ENST00000369101	33120_at
ENSG00000148908	ENST00000369103	33121_g_at
ENSG00000148908	ENST00000369103	33120_at
ENSG00000148908	ENST00000469575	33121_g_at
ENSG00000148908	ENST00000469575	33120_at
ENSG00000148908	ENST00000392865	33121_g_at
ENSG00000148908	ENST00000392865	33120_at
ENSG00000151923	ENST00000369093	41761_at
ENSG00000151923	ENST00000369093	41763_g_at
ENSG00000151923	ENST00000463089	41761_at
ENSG00000151923	ENST00000463089	41763_g_at
ENSG00000151923	ENST00000489822	41762_at
ENSG00000151923	ENST00000489822	41761_at
ENSG00000151923	ENST00000489822	41763_g_at
ENSG00000151923	ENST00000497671	41761_at
ENSG00000151923	ENST00000497671	41763_g_at
ENSG00000151923	ENST00000470781	41762_at
ENSG00000151923	ENST00000470781	41761_at
ENSG00000151923	ENST00000470781	41763_g_at
ENSG00000151923	ENST00000436547	41763_g_at
ENSG00000151923	ENST00000369087	41762_at
ENSG00000151923	ENST00000495821	41762_at
ENSG00000216471	ENST00000402237	256_s_at
ENSG00000111816	ENST00000606080	511_s_at
ENSG00000111816	ENST00000606080	35023_at
ENSG00000160796	ENST00000450053	35763_at
ENSG00000160796	ENST00000651747	35763_at
ENSG00000160796	ENST00000416683	35763_at
ENSG00000160796	ENST00000443829	35763_at
ENSG00000160796	ENST00000651453	35763_at
ENSG00000160796	ENST00000476095	35763_at
ENSG00000160796	ENST00000477412	35763_at
ENSG00000160796	ENST00000469349	35763_at
ENSG00000169504	ENST00000374379	33891_at
ENSG00000243244	ENST00000649748	34675_at
ENSG00000243244	ENST00000404752	34675_at
ENSG00000243244	ENST00000406226	34675_at
ENSG00000020633	ENST00000308873	106_at
ENSG00000020633	ENST00000399916	106_at
ENSG00000123500	ENST00000327673	38566_at
ENSG00000123500	ENST00000651968	38566_at
ENSG00000123500	ENST00000243222	38566_at
ENSG00000123384	ENST00000243077	38775_at
ENSG00000123384	ENST00000556356	38775_at
ENSG00000187189	ENST00000420283	33835_at
ENSG00000117614	ENST00000236273	32792_at
ENSG00000117614	ENST00000354361	32792_at
ENSG00000198825	ENST00000649297	36089_at
ENSG00000198825	ENST00000648621	36089_at
ENSG00000198825	ENST00000649251	36089_at
ENSG00000198825	ENST00000649742	36089_at
ENSG00000198825	ENST00000650623	36089_at
ENSG00000198825	ENST00000647933	36089_at
ENSG00000198825	ENST00000650305	36089_at
ENSG00000198825	ENST00000648661	36089_at
ENSG00000198825	ENST00000648262	36089_at
ENSG00000198825	ENST00000648515	36089_at
ENSG00000198825	ENST00000649454	36089_at
ENSG00000198825	ENST00000650409	36089_at
ENSG00000198825	ENST00000637174	36089_at
ENSG00000181019	ENST00000379047	38066_at
ENSG00000181019	ENST00000320623	38066_at
ENSG00000189241	ENST00000652202	35553_at
ENSG00000189241	ENST00000368608	35553_at
ENSG00000217241	ENST00000402326	38085_at
ENSG00000117616	ENST00000243189	38072_at
ENSG00000117616	ENST00000569495	38072_at
ENSG00000117616	ENST00000498238	38072_at
ENSG00000117616	ENST00000498238	41303_r_at
ENSG00000117616	ENST00000566395	38072_at
ENSG00000117616	ENST00000565733	38072_at
ENSG00000117616	ENST00000568254	38072_at
ENSG00000117616	ENST00000473314	38072_at
ENSG00000117616	ENST00000570063	38072_at
ENSG00000117616	ENST00000570063	41303_r_at
ENSG00000117616	ENST00000568212	41303_r_at
ENSG00000117616	ENST00000431849	41303_r_at
ENSG00000181555	ENST00000431180	35815_at
ENSG00000181555	ENST00000330022	35815_at
ENSG00000181555	ENST00000445387	35815_at
ENSG00000181555	ENST00000409792	35815_at
ENSG00000182379	ENST00000349394	34088_at
ENSG00000182379	ENST00000556415	34088_at
ENSG00000182379	ENST00000555154	34088_at
ENSG00000182199	ENST00000328923	36178_at
ENSG00000182199	ENST00000556825	36178_at
ENSG00000182199	ENST00000554467	36178_at
ENSG00000182199	ENST00000557487	36178_at
ENSG00000182199	ENST00000555634	36178_at
ENSG00000182199	ENST00000557433	36178_at
ENSG00000182199	ENST00000414700	36178_at
ENSG00000182199	ENST00000557348	36178_at
ENSG00000182199	ENST00000553474	36178_at
ENSG00000182199	ENST00000449049	36178_at
ENSG00000182199	ENST00000555774	36178_at
ENSG00000182199	ENST00000555116	36178_at
ENSG00000182199	ENST00000553837	36178_at
ENSG00000182199	ENST00000557529	36178_at
ENSG00000182199	ENST00000556798	36178_at
ENSG00000107651	ENST00000369075	34895_at
ENSG00000107651	ENST00000442952	34896_at
ENSG00000107651	ENST00000475542	34895_at
ENSG00000198373	ENST00000359154	33629_at
ENSG00000198373	ENST00000359154	785_at
ENSG00000198373	ENST00000544162	33629_at
ENSG00000198373	ENST00000544162	785_at
ENSG00000198373	ENST00000569297	33629_at
ENSG00000198373	ENST00000569297	785_at
ENSG00000198373	ENST00000566463	33629_at
ENSG00000198373	ENST00000566463	785_at
ENSG00000198373	ENST00000568684	33629_at
ENSG00000198373	ENST00000568684	785_at
ENSG00000198373	ENST00000567303	33629_at
ENSG00000198373	ENST00000356003	33629_at
ENSG00000198373	ENST00000356003	785_at
ENSG00000179603	ENST00000339582	34007_at
ENSG00000179603	ENST00000358373	34007_at
ENSG00000179603	ENST00000489939	34007_at
ENSG00000179603	ENST00000341617	34007_at
ENSG00000179603	ENST00000495315	34007_at
ENSG00000179603	ENST00000472701	34007_at
ENSG00000179603	ENST00000444921	34007_at
ENSG00000220842	ENST00000495531	32337_at
ENSG00000196911	ENST00000368564	768_at
ENSG00000196911	ENST00000356348	768_at
ENSG00000196218	ENST00000355481	37990_at
ENSG00000196218	ENST00000359596	37990_at
ENSG00000138039	ENST00000294954	32293_at
ENSG00000138039	ENST00000294954	32294_g_at
ENSG00000138039	ENST00000403273	32293_at
ENSG00000138039	ENST00000403273	32294_g_at
ENSG00000149090	ENST00000622144	40017_at
ENSG00000149090	ENST00000619888	40017_at
ENSG00000149090	ENST00000621476	40017_at
ENSG00000149090	ENST00000527605	40017_at
ENSG00000149090	ENST00000615849	40017_at
ENSG00000149090	ENST00000611014	40017_at
ENSG00000164342	ENST00000296795	33488_at
ENSG00000164342	ENST00000512264	33488_at
ENSG00000164342	ENST00000504367	33488_at
ENSG00000187010	ENST00000564398	31439_f_at
ENSG00000187010	ENST00000564398	37165_f_at
ENSG00000187010	ENST00000328664	31931_f_at
ENSG00000187010	ENST00000328664	31439_f_at
ENSG00000187010	ENST00000328664	37165_f_at
ENSG00000187010	ENST00000328664	37164_at
ENSG00000187010	ENST00000648012	31439_f_at
ENSG00000187010	ENST00000648012	37165_f_at
ENSG00000187010	ENST00000454452	31439_f_at
ENSG00000187010	ENST00000454452	37165_f_at
ENSG00000187010	ENST00000423253	31439_f_at
ENSG00000187010	ENST00000423253	37165_f_at
ENSG00000187010	ENST00000417538	31439_f_at
ENSG00000187010	ENST00000417538	37165_f_at
ENSG00000187010	ENST00000357542	31439_f_at
ENSG00000187010	ENST00000357542	37165_f_at
ENSG00000187010	ENST00000568195	31439_f_at
ENSG00000187010	ENST00000568195	37165_f_at
ENSG00000187010	ENST00000342055	31439_f_at
ENSG00000187010	ENST00000342055	37165_f_at
ENSG00000187010	ENST00000423810	31439_f_at
ENSG00000187010	ENST00000423810	37165_f_at
ENSG00000187010	ENST00000622561	31439_f_at
ENSG00000187010	ENST00000622561	37165_f_at
ENSG00000187010	ENST00000622561	37164_at
ENSG00000047936	ENST00000368508	593_s_at
ENSG00000047936	ENST00000368507	593_s_at
ENSG00000170820	ENST00000406846	561_at
ENSG00000170820	ENST00000406846	562_g_at
ENSG00000170820	ENST00000304421	561_at
ENSG00000170820	ENST00000304421	562_g_at
ENSG00000170820	ENST00000454032	562_g_at
ENSG00000114648	ENST00000232766	34285_at
ENSG00000114648	ENST00000442272	34285_at
ENSG00000109794	ENST00000503432	34423_at
ENSG00000109794	ENST00000227065	34423_at
ENSG00000109794	ENST00000502970	34423_at
ENSG00000109794	ENST00000514153	34423_at
ENSG00000109794	ENST00000512271	34423_at
ENSG00000109794	ENST00000502894	34423_at
ENSG00000109794	ENST00000356371	34423_at
ENSG00000109794	ENST00000389354	34423_at
ENSG00000280173	ENST00000624214	34285_at
ENSG00000004059	ENST00000000233	37346_at
ENSG00000004059	ENST00000463733	37346_at
ENSG00000004059	ENST00000415666	37346_at
ENSG00000004059	ENST00000489673	37346_at
ENSG00000196696	ENST00000531894	33836_at
ENSG00000196696	ENST00000530079	33836_at
ENSG00000196696	ENST00000526478	40951_at
ENSG00000196696	ENST00000529089	40951_at
ENSG00000066468	ENST00000358487	1143_s_at
ENSG00000066468	ENST00000358487	1363_at
ENSG00000066468	ENST00000358487	34354_at
ENSG00000066468	ENST00000358487	1970_s_at
ENSG00000066468	ENST00000358487	1145_g_at
ENSG00000066468	ENST00000478859	1143_s_at
ENSG00000066468	ENST00000478859	1363_at
ENSG00000066468	ENST00000478859	34354_at
ENSG00000066468	ENST00000478859	1970_s_at
ENSG00000066468	ENST00000638709	1143_s_at
ENSG00000066468	ENST00000638709	1363_at
ENSG00000066468	ENST00000638709	34354_at
ENSG00000066468	ENST00000638709	1970_s_at
ENSG00000066468	ENST00000356226	1143_s_at
ENSG00000066468	ENST00000356226	1363_at
ENSG00000066468	ENST00000356226	34354_at
ENSG00000066468	ENST00000356226	1970_s_at
ENSG00000066468	ENST00000356226	1145_g_at
ENSG00000066468	ENST00000369060	1143_s_at
ENSG00000066468	ENST00000369060	1363_at
ENSG00000066468	ENST00000369060	34354_at
ENSG00000066468	ENST00000369060	1970_s_at
ENSG00000066468	ENST00000369060	1145_g_at
