Gene stable ID	Transcript stable ID	AFFY MG U74C probe
ENSMUSG00000027405	ENSMUST00000153353	137608_f_at
ENSMUSG00000027405	ENSMUST00000153353	137607_f_at
ENSMUSG00000027405	ENSMUST00000150401	137608_f_at
ENSMUSG00000027405	ENSMUST00000150401	137607_f_at
ENSMUSG00000027405	ENSMUST00000133351	137608_f_at
ENSMUSG00000027405	ENSMUST00000133351	137607_f_at
ENSMUSG00000027405	ENSMUST00000159373	137608_f_at
ENSMUSG00000027405	ENSMUST00000159373	137607_f_at
ENSMUSG00000027405	ENSMUST00000145335	137608_f_at
ENSMUSG00000027405	ENSMUST00000145335	137607_f_at
ENSMUSG00000057531	ENSMUST00000221393	140018_s_at
ENSMUSG00000057531	ENSMUST00000222321	140018_s_at
ENSMUSG00000025157	ENSMUST00000224562	134536_at
ENSMUSG00000025157	ENSMUST00000224537	134536_at
ENSMUSG00000025157	ENSMUST00000223785	134536_at
ENSMUSG00000025157	ENSMUST00000225433	134536_at
ENSMUSG00000025157	ENSMUST00000223624	134536_at
ENSMUSG00000025157	ENSMUST00000223802	134536_at
ENSMUSG00000098176	ENSMUST00000183130	138142_at
ENSMUSG00000098176	ENSMUST00000183130	139004_r_at
ENSMUSG00000098176	ENSMUST00000182172	138142_at
ENSMUSG00000098176	ENSMUST00000182172	139004_r_at
ENSMUSG00000025194	ENSMUST00000026208	139005_at
ENSMUSG00000025194	ENSMUST00000099413	139005_at
ENSMUSG00000074862	ENSMUST00000126940	131162_at
ENSMUSG00000027130	ENSMUST00000110991	139199_at
ENSMUSG00000027130	ENSMUST00000110987	139199_at
ENSMUSG00000027130	ENSMUST00000028549	139199_at
ENSMUSG00000027130	ENSMUST00000053666	139199_at
ENSMUSG00000034071	ENSMUST00000080348	137152_at
ENSMUSG00000034071	ENSMUST00000120220	137152_at
ENSMUSG00000028284	ENSMUST00000037607	136564_at
ENSMUSG00000028284	ENSMUST00000080933	136564_at
ENSMUSG00000028284	ENSMUST00000108183	136564_at
ENSMUSG00000028284	ENSMUST00000108184	136564_at
ENSMUSG00000044700	ENSMUST00000139923	140418_at
ENSMUSG00000044700	ENSMUST00000103208	140418_at
ENSMUSG00000044700	ENSMUST00000140889	140418_at
ENSMUSG00000053617	ENSMUST00000081619	133259_at
ENSMUSG00000053617	ENSMUST00000081619	133260_g_at
ENSMUSG00000053617	ENSMUST00000237796	133260_g_at
ENSMUSG00000053617	ENSMUST00000111800	133260_g_at
ENSMUSG00000029759	ENSMUST00000129344	137604_at
ENSMUSG00000029759	ENSMUST00000031773	137604_at
ENSMUSG00000095251	ENSMUST00000091692	130580_at
ENSMUSG00000031089	ENSMUST00000033414	134826_at
ENSMUSG00000036019	ENSMUST00000130665	134747_at
ENSMUSG00000036019	ENSMUST00000061506	134747_at
ENSMUSG00000036019	ENSMUST00000147997	134747_at
ENSMUSG00000036019	ENSMUST00000133441	134747_at
ENSMUSG00000071359	ENSMUST00000138022	134123_r_at
ENSMUSG00000038374	ENSMUST00000048915	129774_f_at
ENSMUSG00000038374	ENSMUST00000196456	129774_f_at
ENSMUSG00000038374	ENSMUST00000198027	129774_f_at
ENSMUSG00000038374	ENSMUST00000200647	129774_f_at
ENSMUSG00000038374	ENSMUST00000199022	129774_f_at
ENSMUSG00000033488	ENSMUST00000194220	131392_at
ENSMUSG00000001521	ENSMUST00000203625	134465_at
ENSMUSG00000001521	ENSMUST00000157005	134465_at
ENSMUSG00000044534	ENSMUST00000214340	135132_at
ENSMUSG00000044534	ENSMUST00000050327	135132_at
ENSMUSG00000039903	ENSMUST00000232665	135719_at
ENSMUSG00000039903	ENSMUST00000232274	135719_at
ENSMUSG00000039903	ENSMUST00000099548	135719_at
ENSMUSG00000039903	ENSMUST00000130868	135719_at
ENSMUSG00000039903	ENSMUST00000037539	135719_at
ENSMUSG00000039903	ENSMUST00000152223	135719_at
ENSMUSG00000039903	ENSMUST00000231280	135719_at
ENSMUSG00000039903	ENSMUST00000099543	135719_at
ENSMUSG00000055313	ENSMUST00000239222	133888_at
ENSMUSG00000055313	ENSMUST00000239246	133888_at
ENSMUSG00000055313	ENSMUST00000148071	133888_at
ENSMUSG00000055313	ENSMUST00000239296	133888_at
ENSMUSG00000055313	ENSMUST00000151743	133888_at
ENSMUSG00000055313	ENSMUST00000122872	133888_at
ENSMUSG00000055313	ENSMUST00000099719	133888_at
ENSMUSG00000022849	ENSMUST00000023555	136197_at
ENSMUSG00000053774	ENSMUST00000115151	134619_at
ENSMUSG00000052316	ENSMUST00000064606	128791_at
ENSMUSG00000096764	ENSMUST00000141047	139199_at
ENSMUSG00000071656	ENSMUST00000096257	133835_at
ENSMUSG00000034738	ENSMUST00000041865	135828_at
ENSMUSG00000038056	ENSMUST00000045291	135070_at
ENSMUSG00000038056	ENSMUST00000173073	135070_at
ENSMUSG00000036155	ENSMUST00000038361	128637_i_at
ENSMUSG00000036155	ENSMUST00000038361	128797_f_at
ENSMUSG00000036155	ENSMUST00000038361	128638_f_at
ENSMUSG00000038145	ENSMUST00000215432	135702_at
ENSMUSG00000113425	ENSMUST00000222671	133466_at
ENSMUSG00000102311	ENSMUST00000193329	130580_at
ENSMUSG00000079722	ENSMUST00000115747	130174_at
ENSMUSG00000106663	ENSMUST00000198978	131318_at
ENSMUSG00000022865	ENSMUST00000023572	130343_at
ENSMUSG00000022865	ENSMUST00000231251	130343_at
ENSMUSG00000020941	ENSMUST00000021324	140564_at
ENSMUSG00000020941	ENSMUST00000146163	140564_at
ENSMUSG00000097990	ENSMUST00000182109	133275_at
ENSMUSG00000030310	ENSMUST00000204600	138510_at
ENSMUSG00000021306	ENSMUST00000220628	140840_at
ENSMUSG00000019302	ENSMUST00000044721	138922_g_at
ENSMUSG00000019302	ENSMUST00000103110	138922_g_at
ENSMUSG00000019302	ENSMUST00000092663	138922_g_at
ENSMUSG00000019302	ENSMUST00000154896	138922_g_at
ENSMUSG00000019302	ENSMUST00000154896	138921_at
ENSMUSG00000019302	ENSMUST00000127810	138922_g_at
ENSMUSG00000019302	ENSMUST00000127810	138921_at
ENSMUSG00000019302	ENSMUST00000139857	138922_g_at
ENSMUSG00000019302	ENSMUST00000168757	138922_g_at
ENSMUSG00000054404	ENSMUST00000108158	139008_at
ENSMUSG00000054404	ENSMUST00000067443	139008_at
ENSMUSG00000054404	ENSMUST00000108157	139008_at
ENSMUSG00000109841	ENSMUST00000211335	129132_at
ENSMUSG00000109841	ENSMUST00000211605	129132_at
ENSMUSG00000109841	ENSMUST00000211650	129132_at
ENSMUSG00000109841	ENSMUST00000210839	129132_at
ENSMUSG00000109841	ENSMUST00000209498	129132_at
ENSMUSG00000109841	ENSMUST00000209468	129132_at
ENSMUSG00000109841	ENSMUST00000231981	129132_at
ENSMUSG00000109841	ENSMUST00000211317	129132_at
ENSMUSG00000109841	ENSMUST00000231644	129132_at
ENSMUSG00000109841	ENSMUST00000231730	129132_at
ENSMUSG00000109841	ENSMUST00000232400	129132_at
ENSMUSG00000109841	ENSMUST00000231747	129132_at
ENSMUSG00000109841	ENSMUST00000231226	129132_at
ENSMUSG00000109841	ENSMUST00000210555	129132_at
ENSMUSG00000100252	ENSMUST00000186746	138023_at
ENSMUSG00000067424	ENSMUST00000131722	138493_at
ENSMUSG00000034919	ENSMUST00000047922	138997_at
ENSMUSG00000056185	ENSMUST00000237924	132400_f_at
ENSMUSG00000056185	ENSMUST00000070172	132400_f_at
ENSMUSG00000056185	ENSMUST00000237111	132400_f_at
ENSMUSG00000056185	ENSMUST00000236120	132400_f_at
ENSMUSG00000056185	ENSMUST00000237249	132400_f_at
ENSMUSG00000041037	ENSMUST00000049020	134081_f_at
ENSMUSG00000034098	ENSMUST00000038364	136731_at
ENSMUSG00000030209	ENSMUST00000053880	139231_at
ENSMUSG00000024019	ENSMUST00000024816	141118_at
ENSMUSG00000024019	ENSMUST00000024816	138209_at
ENSMUSG00000024019	ENSMUST00000138939	141118_at
ENSMUSG00000024019	ENSMUST00000234716	141118_at
ENSMUSG00000110281	ENSMUST00000210011	139325_at
ENSMUSG00000053550	ENSMUST00000117452	138012_at
ENSMUSG00000053550	ENSMUST00000066041	138012_at
ENSMUSG00000090210	ENSMUST00000119365	135131_at
ENSMUSG00000090210	ENSMUST00000127607	135131_at
ENSMUSG00000090210	ENSMUST00000029744	135131_at
ENSMUSG00000038611	ENSMUST00000155123	140730_f_at
ENSMUSG00000038611	ENSMUST00000144250	140730_f_at
ENSMUSG00000074746	ENSMUST00000099274	138088_at
ENSMUSG00000033857	ENSMUST00000135383	137365_at
ENSMUSG00000033857	ENSMUST00000171769	137365_at
ENSMUSG00000033857	ENSMUST00000043447	137365_at
ENSMUSG00000033857	ENSMUST00000139917	137365_at
ENSMUSG00000033857	ENSMUST00000168785	137365_at
ENSMUSG00000106378	ENSMUST00000197523	133195_at
ENSMUSG00000106378	ENSMUST00000196825	133195_at
ENSMUSG00000020184	ENSMUST00000020408	134102_at
ENSMUSG00000020184	ENSMUST00000105263	134102_at
ENSMUSG00000020184	ENSMUST00000155285	134102_at
ENSMUSG00000020184	ENSMUST00000132277	134102_at
ENSMUSG00000020184	ENSMUST00000131627	134102_at
ENSMUSG00000097736	ENSMUST00000181107	129415_at
ENSMUSG00000110685	ENSMUST00000212931	130401_at
ENSMUSG00000098374	ENSMUST00000130871	141118_at
ENSMUSG00000098374	ENSMUST00000130871	138209_at
ENSMUSG00000027669	ENSMUST00000155737	129724_f_at
ENSMUSG00000027669	ENSMUST00000155737	137684_at
ENSMUSG00000024018	ENSMUST00000128751	135667_at
ENSMUSG00000024018	ENSMUST00000234438	135667_at
ENSMUSG00000030386	ENSMUST00000098822	131695_at
ENSMUSG00000030386	ENSMUST00000151933	131695_at
ENSMUSG00000030386	ENSMUST00000133515	131695_at
ENSMUSG00000071253	ENSMUST00000044977	133141_at
ENSMUSG00000071253	ENSMUST00000144459	133141_at
ENSMUSG00000025128	ENSMUST00000026120	129880_s_at
ENSMUSG00000025128	ENSMUST00000026120	129881_r_at
ENSMUSG00000002820	ENSMUST00000065005	131831_at
ENSMUSG00000059149	ENSMUST00000126927	138506_at
ENSMUSG00000059149	ENSMUST00000163016	138506_at
ENSMUSG00000035047	ENSMUST00000183912	139159_at
ENSMUSG00000103631	ENSMUST00000194822	135202_at
ENSMUSG00000097322	ENSMUST00000216924	134516_at
ENSMUSG00000039844	ENSMUST00000095087	134577_at
ENSMUSG00000039844	ENSMUST00000091146	134577_at
ENSMUSG00000039844	ENSMUST00000102872	134577_at
ENSMUSG00000039844	ENSMUST00000147488	134577_at
ENSMUSG00000003573	ENSMUST00000155711	131701_at
ENSMUSG00000054556	ENSMUST00000139701	137688_at
ENSMUSG00000116955	ENSMUST00000231693	133991_at
ENSMUSG00000017057	ENSMUST00000033418	135177_at
ENSMUSG00000036768	ENSMUST00000217612	133360_at
ENSMUSG00000026436	ENSMUST00000086556	137535_at
ENSMUSG00000009907	ENSMUST00000112736	133935_at
ENSMUSG00000079055	ENSMUST00000085238	135336_at
ENSMUSG00000079055	ENSMUST00000064594	135336_at
ENSMUSG00000029299	ENSMUST00000031239	134030_at
ENSMUSG00000029299	ENSMUST00000130644	134030_at
ENSMUSG00000107265	ENSMUST00000201750	140335_f_at
ENSMUSG00000060630	ENSMUST00000080407	129353_r_at
ENSMUSG00000026837	ENSMUST00000028280	135189_f_at
ENSMUSG00000055026	ENSMUST00000068394	138175_at
ENSMUSG00000003929	ENSMUST00000054072	133527_at
ENSMUSG00000010721	ENSMUST00000055195	140010_f_at
ENSMUSG00000010721	ENSMUST00000196321	140010_f_at
ENSMUSG00000010721	ENSMUST00000198105	140010_f_at
ENSMUSG00000010721	ENSMUST00000179191	140010_f_at
ENSMUSG00000082088	ENSMUST00000119241	131389_at
ENSMUSG00000038496	ENSMUST00000045560	129012_r_at
ENSMUSG00000038496	ENSMUST00000045560	129011_i_at
ENSMUSG00000038496	ENSMUST00000142805	129012_r_at
ENSMUSG00000038496	ENSMUST00000142805	129011_i_at
ENSMUSG00000037933	ENSMUST00000048544	134078_at
ENSMUSG00000037933	ENSMUST00000110084	134078_at
ENSMUSG00000037933	ENSMUST00000110085	134078_at
ENSMUSG00000026031	ENSMUST00000097723	133966_at
ENSMUSG00000026031	ENSMUST00000189858	133966_at
ENSMUSG00000034867	ENSMUST00000186245	129262_at
ENSMUSG00000052446	ENSMUST00000131237	137585_at
ENSMUSG00000052446	ENSMUST00000138304	137585_at
ENSMUSG00000052446	ENSMUST00000109997	137585_at
ENSMUSG00000052446	ENSMUST00000132848	137585_at
ENSMUSG00000085069	ENSMUST00000136217	139509_at
ENSMUSG00000036699	ENSMUST00000115258	135902_at
ENSMUSG00000036699	ENSMUST00000048067	135902_at
ENSMUSG00000036699	ENSMUST00000115257	135902_at
ENSMUSG00000036699	ENSMUST00000115256	135902_at
ENSMUSG00000090069	ENSMUST00000160545	130141_at
ENSMUSG00000041117	ENSMUST00000094805	133926_at
ENSMUSG00000036381	ENSMUST00000197841	133456_f_at
ENSMUSG00000036381	ENSMUST00000065220	133456_f_at
ENSMUSG00000036381	ENSMUST00000196081	133456_f_at
ENSMUSG00000036381	ENSMUST00000091112	133456_f_at
ENSMUSG00000036381	ENSMUST00000200358	133456_f_at
ENSMUSG00000036381	ENSMUST00000198838	133456_f_at
ENSMUSG00000036381	ENSMUST00000200673	133456_f_at
ENSMUSG00000117718	ENSMUST00000236420	135981_at
ENSMUSG00000036339	ENSMUST00000124720	134837_at
ENSMUSG00000036339	ENSMUST00000227942	134837_at
ENSMUSG00000020173	ENSMUST00000172956	129107_at
ENSMUSG00000056078	ENSMUST00000237637	132770_at
ENSMUSG00000056078	ENSMUST00000025685	132770_at
ENSMUSG00000041468	ENSMUST00000196096	137377_i_at
ENSMUSG00000041468	ENSMUST00000196096	137378_r_at
ENSMUSG00000041468	ENSMUST00000036211	137377_i_at
ENSMUSG00000041468	ENSMUST00000036211	137378_r_at
ENSMUSG00000041468	ENSMUST00000200112	137377_i_at
ENSMUSG00000041468	ENSMUST00000200112	137378_r_at
ENSMUSG00000041468	ENSMUST00000197825	137377_i_at
ENSMUSG00000041468	ENSMUST00000197825	137378_r_at
ENSMUSG00000028976	ENSMUST00000030826	129140_at
ENSMUSG00000028976	ENSMUST00000132426	129140_at
ENSMUSG00000028976	ENSMUST00000151504	129140_at
ENSMUSG00000056476	ENSMUST00000040846	129109_at
ENSMUSG00000056476	ENSMUST00000029393	129109_at
ENSMUSG00000024774	ENSMUST00000025686	131185_at
ENSMUSG00000024774	ENSMUST00000160474	131185_at
ENSMUSG00000024774	ENSMUST00000159887	131185_at
ENSMUSG00000036435	ENSMUST00000202151	130726_at
ENSMUSG00000086913	ENSMUST00000131514	138137_at
ENSMUSG00000015653	ENSMUST00000115426	135780_at
ENSMUSG00000015653	ENSMUST00000115425	135780_at
ENSMUSG00000015653	ENSMUST00000015797	135780_at
ENSMUSG00000015653	ENSMUST00000149412	135780_at
ENSMUSG00000015653	ENSMUST00000115424	135780_at
ENSMUSG00000015653	ENSMUST00000164219	135780_at
ENSMUSG00000074502	ENSMUST00000164441	130597_r_at
ENSMUSG00000074502	ENSMUST00000169398	130597_r_at
ENSMUSG00000047508	ENSMUST00000213777	133050_at
ENSMUSG00000047508	ENSMUST00000051008	133050_at
ENSMUSG00000075585	ENSMUST00000187923	138569_at
ENSMUSG00000075585	ENSMUST00000100518	138569_at
ENSMUSG00000063268	ENSMUST00000165738	138061_at
ENSMUSG00000063268	ENSMUST00000166151	138061_at
ENSMUSG00000063268	ENSMUST00000075689	138061_at
ENSMUSG00000005615	ENSMUST00000115137	135898_s_at
ENSMUSG00000005615	ENSMUST00000079791	135898_s_at
ENSMUSG00000030972	ENSMUST00000207796	133036_at
ENSMUSG00000030972	ENSMUST00000066465	133036_at
ENSMUSG00000030972	ENSMUST00000207307	133036_at
ENSMUSG00000030972	ENSMUST00000207440	133036_at
ENSMUSG00000030972	ENSMUST00000207381	133036_at
ENSMUSG00000027167	ENSMUST00000122965	133940_at
ENSMUSG00000053153	ENSMUST00000113940	138800_at
ENSMUSG00000053153	ENSMUST00000161131	131437_at
ENSMUSG00000050765	ENSMUST00000224064	134808_at
ENSMUSG00000040423	ENSMUST00000239200	133511_at
ENSMUSG00000040423	ENSMUST00000239200	129616_at
ENSMUSG00000040423	ENSMUST00000161609	133511_at
ENSMUSG00000040423	ENSMUST00000161609	129616_at
ENSMUSG00000040423	ENSMUST00000035911	129616_at
ENSMUSG00000039987	ENSMUST00000139325	128788_at
ENSMUSG00000031918	ENSMUST00000134674	138563_at
ENSMUSG00000031918	ENSMUST00000134674	133620_at
ENSMUSG00000021149	ENSMUST00000222098	128533_at
ENSMUSG00000053117	ENSMUST00000065383	130408_at
ENSMUSG00000045348	ENSMUST00000118326	141048_at
ENSMUSG00000045348	ENSMUST00000061789	141048_at
ENSMUSG00000045348	ENSMUST00000212152	141048_at
ENSMUSG00000081519	ENSMUST00000117500	133356_r_at
ENSMUSG00000028479	ENSMUST00000030201	131165_at
ENSMUSG00000021057	ENSMUST00000095610	137165_at
ENSMUSG00000021057	ENSMUST00000172992	137165_at
ENSMUSG00000021057	ENSMUST00000154078	137165_at
ENSMUSG00000041453	ENSMUST00000035983	133729_at
ENSMUSG00000041453	ENSMUST00000135345	133729_at
ENSMUSG00000100599	ENSMUST00000231167	139022_at
ENSMUSG00000053930	ENSMUST00000123454	137132_f_at
ENSMUSG00000020546	ENSMUST00000143203	136393_at
ENSMUSG00000020546	ENSMUST00000020858	136393_at
ENSMUSG00000020546	ENSMUST00000123260	137732_at
ENSMUSG00000020546	ENSMUST00000123260	136393_at
ENSMUSG00000031812	ENSMUST00000034270	134512_at
ENSMUSG00000056752	ENSMUST00000142836	130877_at
ENSMUSG00000056752	ENSMUST00000108691	129066_at
ENSMUSG00000113235	ENSMUST00000222662	134185_at
ENSMUSG00000113235	ENSMUST00000221785	134185_at
ENSMUSG00000032103	ENSMUST00000121246	140709_at
ENSMUSG00000024379	ENSMUST00000025237	140650_at
ENSMUSG00000024379	ENSMUST00000234876	140650_at
ENSMUSG00000034087	ENSMUST00000117413	135521_r_at
ENSMUSG00000034087	ENSMUST00000117413	135520_f_at
ENSMUSG00000034087	ENSMUST00000047809	135521_r_at
ENSMUSG00000034087	ENSMUST00000047809	135520_f_at
ENSMUSG00000034087	ENSMUST00000211258	135521_r_at
ENSMUSG00000034087	ENSMUST00000211258	135520_f_at
ENSMUSG00000035370	ENSMUST00000219462	134033_at
ENSMUSG00000042700	ENSMUST00000166429	131220_f_at
ENSMUSG00000042700	ENSMUST00000222298	131220_f_at
ENSMUSG00000042700	ENSMUST00000222714	131220_f_at
ENSMUSG00000042700	ENSMUST00000053969	131220_f_at
ENSMUSG00000069867	ENSMUST00000093059	133322_s_at
ENSMUSG00000069867	ENSMUST00000212966	133322_s_at
ENSMUSG00000085285	ENSMUST00000155528	138172_at
ENSMUSG00000020640	ENSMUST00000217981	138028_at
ENSMUSG00000105744	ENSMUST00000199695	140831_at
ENSMUSG00000039968	ENSMUST00000196780	139459_f_at
ENSMUSG00000039357	ENSMUST00000048016	134248_at
ENSMUSG00000039357	ENSMUST00000225804	134248_at
ENSMUSG00000039546	ENSMUST00000105646	138033_at
ENSMUSG00000039546	ENSMUST00000149177	138033_at
ENSMUSG00000097577	ENSMUST00000224976	137894_s_at
ENSMUSG00000012777	ENSMUST00000107945	135557_f_at
ENSMUSG00000012777	ENSMUST00000012921	135557_f_at
ENSMUSG00000044066	ENSMUST00000050611	131152_at
ENSMUSG00000044066	ENSMUST00000109596	131152_at
ENSMUSG00000044066	ENSMUST00000162811	128872_f_at
ENSMUSG00000044066	ENSMUST00000162811	131152_at
ENSMUSG00000078963	ENSMUST00000237192	134434_at
ENSMUSG00000078963	ENSMUST00000166219	134434_at
ENSMUSG00000001569	ENSMUST00000001611	134282_at
ENSMUSG00000001569	ENSMUST00000001611	136225_at
ENSMUSG00000021470	ENSMUST00000095724	130300_r_at
ENSMUSG00000021470	ENSMUST00000238465	130300_r_at
ENSMUSG00000021470	ENSMUST00000162086	130300_r_at
ENSMUSG00000063894	ENSMUST00000045228	133632_r_at
ENSMUSG00000063894	ENSMUST00000045228	133631_f_at
ENSMUSG00000063894	ENSMUST00000224362	133632_r_at
ENSMUSG00000063894	ENSMUST00000224362	133631_f_at
ENSMUSG00000009731	ENSMUST00000009875	139291_at
ENSMUSG00000048878	ENSMUST00000053063	141037_at
ENSMUSG00000086854	ENSMUST00000124153	133722_at
ENSMUSG00000036814	ENSMUST00000171647	131756_at
ENSMUSG00000036814	ENSMUST00000040960	131756_at
ENSMUSG00000053825	ENSMUST00000029404	135771_at
ENSMUSG00000053825	ENSMUST00000217854	135771_at
ENSMUSG00000053825	ENSMUST00000219024	135771_at
ENSMUSG00000059586	ENSMUST00000168722	137097_at
ENSMUSG00000042472	ENSMUST00000222606	129815_f_at
ENSMUSG00000080741	ENSMUST00000120330	133720_at
ENSMUSG00000047246	ENSMUST00000129312	133720_at
ENSMUSG00000030035	ENSMUST00000131939	140610_f_at
ENSMUSG00000030035	ENSMUST00000131939	134958_f_at
ENSMUSG00000030035	ENSMUST00000131939	139910_f_at
ENSMUSG00000030035	ENSMUST00000146328	140610_f_at
ENSMUSG00000030035	ENSMUST00000146328	134958_f_at
ENSMUSG00000030035	ENSMUST00000146328	139910_f_at
ENSMUSG00000030035	ENSMUST00000131936	140610_f_at
ENSMUSG00000030035	ENSMUST00000131936	134958_f_at
ENSMUSG00000030035	ENSMUST00000131936	139910_f_at
ENSMUSG00000030035	ENSMUST00000142493	140610_f_at
ENSMUSG00000030035	ENSMUST00000142493	134958_f_at
ENSMUSG00000030035	ENSMUST00000142493	139910_f_at
ENSMUSG00000030035	ENSMUST00000123394	140610_f_at
ENSMUSG00000030035	ENSMUST00000123394	134958_f_at
ENSMUSG00000030035	ENSMUST00000123394	139910_f_at
ENSMUSG00000041235	ENSMUST00000170457	137571_at
ENSMUSG00000039043	ENSMUST00000048731	135677_f_at
ENSMUSG00000000884	ENSMUST00000167778	129924_at
ENSMUSG00000000884	ENSMUST00000090086	129924_at
ENSMUSG00000000884	ENSMUST00000115601	129924_at
ENSMUSG00000042520	ENSMUST00000064639	133336_at
ENSMUSG00000042520	ENSMUST00000196843	133336_at
ENSMUSG00000042520	ENSMUST00000199016	141049_r_at
ENSMUSG00000022652	ENSMUST00000023330	133819_at
ENSMUSG00000022652	ENSMUST00000232195	133819_at
ENSMUSG00000029263	ENSMUST00000119014	130612_r_at
ENSMUSG00000020315	ENSMUST00000149117	134219_at
ENSMUSG00000111194	ENSMUST00000216416	137631_f_at
ENSMUSG00000111194	ENSMUST00000216416	137632_f_at
ENSMUSG00000111194	ENSMUST00000215276	137631_f_at
ENSMUSG00000111194	ENSMUST00000215276	137632_f_at
ENSMUSG00000111194	ENSMUST00000217178	137631_f_at
ENSMUSG00000111194	ENSMUST00000217178	137632_f_at
ENSMUSG00000037234	ENSMUST00000037182	136755_at
ENSMUSG00000037234	ENSMUST00000037182	133460_at
ENSMUSG00000037234	ENSMUST00000211683	133460_at
ENSMUSG00000040272	ENSMUST00000111246	128663_at
ENSMUSG00000040272	ENSMUST00000068513	128663_at
ENSMUSG00000040272	ENSMUST00000041593	128663_at
ENSMUSG00000040272	ENSMUST00000146436	128663_at
ENSMUSG00000060548	ENSMUST00000111236	135199_at
ENSMUSG00000060548	ENSMUST00000111234	135199_at
ENSMUSG00000060548	ENSMUST00000225501	135199_at
ENSMUSG00000041966	ENSMUST00000154704	128529_at
ENSMUSG00000041966	ENSMUST00000154704	133574_at
ENSMUSG00000041966	ENSMUST00000064141	133574_at
ENSMUSG00000041966	ENSMUST00000112167	133574_at
ENSMUSG00000041966	ENSMUST00000102701	133574_at
ENSMUSG00000005089	ENSMUST00000080210	139264_at
ENSMUSG00000038122	ENSMUST00000099739	136540_r_at
ENSMUSG00000028521	ENSMUST00000094947	140836_at
ENSMUSG00000028521	ENSMUST00000154845	140836_at
ENSMUSG00000028078	ENSMUST00000191752	140700_r_at
ENSMUSG00000028078	ENSMUST00000029719	140700_r_at
ENSMUSG00000028078	ENSMUST00000195561	140700_r_at
ENSMUSG00000028078	ENSMUST00000193632	140700_r_at
ENSMUSG00000028078	ENSMUST00000194452	140700_r_at
ENSMUSG00000031819	ENSMUST00000034277	140638_at
ENSMUSG00000031819	ENSMUST00000181402	140638_at
ENSMUSG00000110402	ENSMUST00000210880	129054_i_at
ENSMUSG00000096054	ENSMUST00000041639	140838_at
ENSMUSG00000096054	ENSMUST00000215887	140838_at
ENSMUSG00000081497	ENSMUST00000117107	138955_at
ENSMUSG00000107726	ENSMUST00000204816	134149_at
ENSMUSG00000030407	ENSMUST00000032566	135305_at
ENSMUSG00000110704	ENSMUST00000212460	131256_r_at
ENSMUSG00000060227	ENSMUST00000078752	140247_at
ENSMUSG00000060227	ENSMUST00000089912	140247_at
ENSMUSG00000060227	ENSMUST00000089915	140247_at
ENSMUSG00000060227	ENSMUST00000126256	140247_at
ENSMUSG00000060227	ENSMUST00000136023	140247_at
ENSMUSG00000060227	ENSMUST00000110586	140247_at
ENSMUSG00000096002	ENSMUST00000233892	133608_f_at
ENSMUSG00000096002	ENSMUST00000232701	133608_f_at
ENSMUSG00000037174	ENSMUST00000108053	139218_at
ENSMUSG00000040270	ENSMUST00000108180	135069_at
ENSMUSG00000040270	ENSMUST00000171600	135069_at
ENSMUSG00000063760	ENSMUST00000081989	136208_at
ENSMUSG00000022537	ENSMUST00000144491	139809_at
ENSMUSG00000022537	ENSMUST00000089775	139809_at
ENSMUSG00000031816	ENSMUST00000047282	134077_at
ENSMUSG00000053025	ENSMUST00000165175	138070_at
ENSMUSG00000053025	ENSMUST00000085164	138070_at
ENSMUSG00000053025	ENSMUST00000206344	138070_at
ENSMUSG00000026814	ENSMUST00000139770	137060_at
ENSMUSG00000058297	ENSMUST00000138976	137714_at
ENSMUSG00000059708	ENSMUST00000133980	129465_at
ENSMUSG00000059708	ENSMUST00000051906	129465_at
ENSMUSG00000029199	ENSMUST00000031101	139578_at
ENSMUSG00000034247	ENSMUST00000041272	131853_at
ENSMUSG00000063524	ENSMUST00000130632	129223_at
ENSMUSG00000063524	ENSMUST00000141931	129223_at
ENSMUSG00000074466	ENSMUST00000145400	130058_f_at
ENSMUSG00000074466	ENSMUST00000145400	128643_r_at
ENSMUSG00000074466	ENSMUST00000152143	130058_f_at
ENSMUSG00000074466	ENSMUST00000126926	130058_f_at
ENSMUSG00000074466	ENSMUST00000153969	130058_f_at
ENSMUSG00000035834	ENSMUST00000048993	131258_r_at
ENSMUSG00000035834	ENSMUST00000162535	131258_r_at
ENSMUSG00000061374	ENSMUST00000207691	134667_at
ENSMUSG00000061374	ENSMUST00000207946	134667_at
ENSMUSG00000061374	ENSMUST00000209060	134667_at
ENSMUSG00000061374	ENSMUST00000207412	134667_at
ENSMUSG00000061436	ENSMUST00000161779	137147_at
ENSMUSG00000034930	ENSMUST00000133226	139807_at
ENSMUSG00000019124	ENSMUST00000019268	130535_f_at
ENSMUSG00000021028	ENSMUST00000021416	133340_f_at
ENSMUSG00000110186	ENSMUST00000210473	129054_i_at
ENSMUSG00000110186	ENSMUST00000211273	129054_i_at
ENSMUSG00000085887	ENSMUST00000124462	134648_at
ENSMUSG00000106158	ENSMUST00000196295	138106_at
ENSMUSG00000048897	ENSMUST00000206039	131186_at
ENSMUSG00000069554	ENSMUST00000181592	134287_at
ENSMUSG00000069554	ENSMUST00000092265	134287_at
ENSMUSG00000030862	ENSMUST00000209155	137527_at
ENSMUSG00000024778	ENSMUST00000025691	AFFX-MurFAS_at
ENSMUSG00000024778	ENSMUST00000235709	AFFX-MurFAS_at
