Gene stable ID	Transcript stable ID	AFFY HG U95E probe
ENSG00000238210	ENST00000454551	81753_at
ENSG00000140403	ENST00000485075	83511_at
ENSG00000124772	ENST00000459703	79732_at
ENSG00000124772	ENST00000244751	79732_at
ENSG00000124772	ENST00000244751	79734_s_at
ENSG00000124772	ENST00000493411	79732_at
ENSG00000124772	ENST00000633929	79732_at
ENSG00000124772	ENST00000633136	79734_s_at
ENSG00000124772	ENST00000393189	79732_at
ENSG00000136999	ENST00000259526	78099_f_at
ENSG00000136999	ENST00000259526	77424_at
ENSG00000198663	ENST00000359359	82557_at
ENSG00000198663	ENST00000480824	90718_at
ENSG00000198663	ENST00000480824	82557_at
ENSG00000140395	ENST00000558453	73479_at
ENSG00000140395	ENST00000560807	90320_at
ENSG00000140395	ENST00000560807	73479_at
ENSG00000140395	ENST00000558412	90320_at
ENSG00000140395	ENST00000559332	90320_at
ENSG00000140395	ENST00000559940	90320_at
ENSG00000140395	ENST00000558311	90320_at
ENSG00000140395	ENST00000267973	90320_at
ENSG00000140395	ENST00000558459	90320_at
ENSG00000140395	ENST00000560569	90320_at
ENSG00000177984	ENST00000495223	71373_at
ENSG00000177984	ENST00000316144	71373_at
ENSG00000177984	ENST00000316144	71371_at
ENSG00000177984	ENST00000482511	71373_at
ENSG00000177984	ENST00000482511	71371_at
ENSG00000213213	ENST00000371682	75334_at
ENSG00000137409	ENST00000460219	82430_at
ENSG00000137409	ENST00000492754	82430_at
ENSG00000145331	ENST00000394877	68065_at
ENSG00000145331	ENST00000394877	86999_at
ENSG00000145331	ENST00000394877	81728_at
ENSG00000145331	ENST00000394876	68065_at
ENSG00000145331	ENST00000394876	86999_at
ENSG00000145331	ENST00000394876	81728_at
ENSG00000145331	ENST00000273962	68065_at
ENSG00000145331	ENST00000273962	86999_at
ENSG00000145331	ENST00000273962	81728_at
ENSG00000145331	ENST00000455368	86999_at
ENSG00000145331	ENST00000514547	86999_at
ENSG00000145331	ENST00000507394	86999_at
ENSG00000029153	ENST00000544915	71900_at
ENSG00000029153	ENST00000395901	71900_at
ENSG00000029153	ENST00000546179	71900_at
ENSG00000029153	ENST00000311001	71900_at
ENSG00000029153	ENST00000261178	71900_at
ENSG00000029153	ENST00000266503	71900_at
ENSG00000029153	ENST00000457040	71900_at
ENSG00000029153	ENST00000542388	71900_at
ENSG00000196642	ENST00000371671	85574_at
ENSG00000196642	ENST00000436380	85574_at
ENSG00000184110	ENST00000565932	79411_at
ENSG00000189045	ENST00000672850	87147_at
ENSG00000189045	ENST00000672844	87147_at
ENSG00000189045	ENST00000601380	87147_at
ENSG00000189045	ENST00000672660	87147_at
ENSG00000189045	ENST00000673225	87147_at
ENSG00000189045	ENST00000673223	87147_at
ENSG00000189045	ENST00000672390	87147_at
ENSG00000189045	ENST00000506596	87147_at
ENSG00000232434	ENST00000436881	79750_r_at
ENSG00000054148	ENST00000371661	79750_r_at
ENSG00000226978	ENST00000411616	74246_at
ENSG00000237401	ENST00000454455	77644_at
ENSG00000237401	ENST00000592948	77644_at
ENSG00000237401	ENST00000586530	77644_at
ENSG00000237401	ENST00000590981	77644_at
ENSG00000237401	ENST00000425949	77644_at
ENSG00000237401	ENST00000665736	77644_at
ENSG00000237401	ENST00000453880	77644_at
ENSG00000237401	ENST00000431730	77644_at
ENSG00000237401	ENST00000457371	77644_at
ENSG00000237401	ENST00000669961	77644_at
ENSG00000237401	ENST00000656255	77644_at
ENSG00000237401	ENST00000659923	77644_at
ENSG00000237401	ENST00000659848	77644_at
ENSG00000237401	ENST00000667525	77644_at
ENSG00000237401	ENST00000588264	77644_at
ENSG00000237401	ENST00000666829	77644_at
ENSG00000237401	ENST00000668043	77644_at
ENSG00000237401	ENST00000659600	77644_at
ENSG00000237401	ENST00000588796	77644_at
ENSG00000177943	ENST00000485732	84682_at
ENSG00000177943	ENST00000317446	84682_at
ENSG00000177943	ENST00000445819	84682_at
ENSG00000177943	ENST00000479475	84682_at
ENSG00000136982	ENST00000313655	74112_at
ENSG00000136982	ENST00000313655	73048_at
ENSG00000176887	ENST00000322002	91880_at
ENSG00000176887	ENST00000322002	89221_at
ENSG00000187955	ENST00000297848	80492_at
ENSG00000187955	ENST00000247781	80492_at
ENSG00000164031	ENST00000442697	91535_at
ENSG00000164031	ENST00000420137	91535_at
ENSG00000164031	ENST00000334223	91535_at
ENSG00000164031	ENST00000398991	91535_at
ENSG00000164031	ENST00000426476	91535_at
ENSG00000164031	ENST00000474664	91535_at
ENSG00000164031	ENST00000493110	91535_at
ENSG00000164031	ENST00000471738	91535_at
ENSG00000164031	ENST00000469942	91535_at
ENSG00000164031	ENST00000610281	91535_at
ENSG00000022267	ENST00000651929	80572_at
ENSG00000022267	ENST00000652457	80572_at
ENSG00000022267	ENST00000394155	80572_at
ENSG00000022267	ENST00000618438	80572_at
ENSG00000022267	ENST00000651089	80572_at
ENSG00000022267	ENST00000535737	80572_at
ENSG00000022267	ENST00000543669	80572_at
ENSG00000022267	ENST00000539015	80572_at
ENSG00000022267	ENST00000370683	80572_at
ENSG00000022267	ENST00000628568	80572_at
ENSG00000022267	ENST00000630677	80572_at
ENSG00000022267	ENST00000394153	80572_at
ENSG00000184925	ENST00000484304	89991_at
ENSG00000184925	ENST00000371633	89991_at
ENSG00000184925	ENST00000470501	89993_at
ENSG00000184925	ENST00000470501	89991_at
ENSG00000184925	ENST00000492820	89993_at
ENSG00000184925	ENST00000492820	89991_at
ENSG00000184925	ENST00000491316	89991_at
ENSG00000184925	ENST00000495410	89991_at
ENSG00000184925	ENST00000491603	89993_at
ENSG00000184925	ENST00000491603	89991_at
ENSG00000184925	ENST00000463714	89993_at
ENSG00000184925	ENST00000463714	89991_at
ENSG00000184925	ENST00000496895	89993_at
ENSG00000184925	ENST00000496895	89991_at
ENSG00000184925	ENST00000471615	89991_at
ENSG00000184925	ENST00000371632	89991_at
ENSG00000184925	ENST00000494713	89991_at
ENSG00000184925	ENST00000476751	89991_at
ENSG00000184925	ENST00000466277	89991_at
ENSG00000184925	ENST00000480204	89991_at
ENSG00000107317	ENST00000371625	80501_f_at
ENSG00000107317	ENST00000492068	80501_f_at
ENSG00000107317	ENST00000446677	80501_f_at
ENSG00000107317	ENST00000462514	80501_f_at
ENSG00000107317	ENST00000462514	80503_r_at
ENSG00000107317	ENST00000444903	80501_f_at
ENSG00000112139	ENST00000434837	84341_at
ENSG00000112139	ENST00000434837	67540_at
ENSG00000112139	ENST00000650466	84341_at
ENSG00000112139	ENST00000373401	67540_at
ENSG00000112139	ENST00000505425	84341_at
ENSG00000112139	ENST00000503419	75986_at
ENSG00000112139	ENST00000478143	84341_at
ENSG00000214402	ENST00000482657	80501_f_at
ENSG00000214402	ENST00000482657	80503_r_at
ENSG00000168488	ENST00000563314	87862_at
ENSG00000168488	ENST00000340394	87862_at
ENSG00000168488	ENST00000325215	87862_at
ENSG00000168488	ENST00000336783	87862_at
ENSG00000168488	ENST00000382686	87862_at
ENSG00000168488	ENST00000395547	87862_at
ENSG00000168488	ENST00000564304	87862_at
ENSG00000168488	ENST00000570200	87862_at
ENSG00000168488	ENST00000568266	87862_at
ENSG00000168488	ENST00000565971	87862_at
ENSG00000168488	ENST00000570284	87862_at
ENSG00000168488	ENST00000564284	87862_at
ENSG00000205837	ENST00000424179	81546_at
ENSG00000205837	ENST00000382045	81546_at
ENSG00000107331	ENST00000341511	71904_at
ENSG00000107331	ENST00000265662	71904_at
ENSG00000107331	ENST00000371605	71904_at
ENSG00000107331	ENST00000614293	71904_at
ENSG00000107331	ENST00000459850	71904_at
ENSG00000107331	ENST00000487109	71904_at
ENSG00000107331	ENST00000492260	71904_at
ENSG00000107331	ENST00000470535	71904_at
ENSG00000107331	ENST00000467624	71904_at
ENSG00000107331	ENST00000464876	71904_at
ENSG00000008441	ENST00000592199	82862_at
ENSG00000008441	ENST00000397661	82862_at
ENSG00000008441	ENST00000360105	82862_at
ENSG00000250151	ENST00000397256	75115_at
ENSG00000250151	ENST00000397256	76925_r_at
ENSG00000134321	ENST00000382040	84893_at
ENSG00000172167	ENST00000305949	88300_r_at
ENSG00000135218	ENST00000447544	78617_at
ENSG00000135218	ENST00000464213	78617_at
ENSG00000172164	ENST00000395601	69914_at
ENSG00000172164	ENST00000395601	81358_at
ENSG00000172164	ENST00000648490	69914_at
ENSG00000172164	ENST00000648490	81358_at
ENSG00000172164	ENST00000517992	69914_at
ENSG00000172164	ENST00000517992	81358_at
ENSG00000214021	ENST00000427220	75115_at
ENSG00000214021	ENST00000427220	76925_r_at
ENSG00000214021	ENST00000426895	75115_at
ENSG00000214021	ENST00000426895	76925_r_at
ENSG00000214021	ENST00000430390	76925_r_at
ENSG00000214021	ENST00000483051	75115_at
ENSG00000214021	ENST00000483051	76925_r_at
ENSG00000214021	ENST00000310252	75115_at
ENSG00000214021	ENST00000310252	76925_r_at
ENSG00000214021	ENST00000496526	75115_at
ENSG00000214021	ENST00000496526	76925_r_at
ENSG00000214021	ENST00000496246	75115_at
ENSG00000214021	ENST00000474948	75115_at
ENSG00000214021	ENST00000452823	75115_at
ENSG00000214021	ENST00000443148	75115_at
ENSG00000214021	ENST00000383827	75115_at
ENSG00000214021	ENST00000383827	76925_r_at
ENSG00000214021	ENST00000473661	75115_at
ENSG00000214021	ENST00000473661	76925_r_at
ENSG00000214021	ENST00000455274	75115_at
ENSG00000214021	ENST00000438141	75115_at
ENSG00000214021	ENST00000430793	75115_at
ENSG00000214021	ENST00000602338	75115_at
ENSG00000214021	ENST00000471058	76925_r_at
ENSG00000214021	ENST00000493241	76925_r_at
ENSG00000153064	ENST00000504592	77719_at
ENSG00000153064	ENST00000322953	77719_at
ENSG00000153064	ENST00000508653	77719_at
ENSG00000153064	ENST00000444316	77719_at
ENSG00000153064	ENST00000510950	77719_at
ENSG00000153064	ENST00000428908	77719_at
ENSG00000170961	ENST00000303924	74888_at
ENSG00000130600	ENST00000442037	91728_at
ENSG00000130600	ENST00000431095	91728_at
ENSG00000130600	ENST00000417089	91728_at
ENSG00000130600	ENST00000411861	91728_at
ENSG00000130600	ENST00000439725	91728_at
ENSG00000130600	ENST00000412788	91728_at
ENSG00000130600	ENST00000414790	91728_at
ENSG00000130600	ENST00000428066	91728_at
ENSG00000130600	ENST00000436715	91728_at
ENSG00000130600	ENST00000447298	91728_at
ENSG00000180539	ENST00000623196	77819_r_at
ENSG00000238166	ENST00000434914	68481_at
ENSG00000129680	ENST00000370661	82194_at
ENSG00000129680	ENST00000370661	79521_at
ENSG00000129680	ENST00000316077	82194_at
ENSG00000129680	ENST00000316077	74229_at
ENSG00000129680	ENST00000370660	82194_at
ENSG00000129680	ENST00000370663	82194_at
ENSG00000129680	ENST00000370663	74229_at
ENSG00000187583	ENST00000379410	87486_at
ENSG00000136986	ENST00000259512	91552_at
ENSG00000136986	ENST00000524119	91552_at
ENSG00000136986	ENST00000405944	91552_at
ENSG00000136986	ENST00000419562	91552_at
ENSG00000267417	ENST00000586630	80780_at
ENSG00000054179	ENST00000460614	82049_at
ENSG00000054179	ENST00000355097	82049_at
ENSG00000197355	ENST00000409858	82528_at
ENSG00000197355	ENST00000360271	82528_at
ENSG00000197355	ENST00000474787	82528_at
ENSG00000138821	ENST00000424970	90587_at
ENSG00000138821	ENST00000394833	90587_at
ENSG00000138821	ENST00000394833	78153_at
ENSG00000138821	ENST00000356736	90587_at
ENSG00000188290	ENST00000428771	77244_at
ENSG00000188290	ENST00000304952	77244_at
ENSG00000188290	ENST00000481869	77244_at
ENSG00000188290	ENST00000484667	77244_at
ENSG00000249713	ENST00000511327	71176_at
ENSG00000102241	ENST00000448450	70289_at
ENSG00000102241	ENST00000425695	70289_at
ENSG00000235092	ENST00000433592	72047_at
ENSG00000235092	ENST00000421298	72047_at
ENSG00000235092	ENST00000418957	72047_at
ENSG00000087448	ENST00000539176	76214_at
ENSG00000087448	ENST00000381271	76214_at
ENSG00000087448	ENST00000649445	76214_at
ENSG00000156990	ENST00000484134	88671_at
ENSG00000156990	ENST00000433972	88671_at
ENSG00000156990	ENST00000433555	88671_at
ENSG00000156990	ENST00000451405	88671_at
ENSG00000156990	ENST00000485705	88671_at
ENSG00000156990	ENST00000473522	88671_at
ENSG00000109320	ENST00000513803	70160_at
ENSG00000160877	ENST00000292431	67429_r_at
ENSG00000160877	ENST00000585663	67429_r_at
ENSG00000285000	ENST00000646704	82301_at
ENSG00000164626	ENST00000359534	72628_at
ENSG00000164626	ENST00000359534	76463_at
ENSG00000132846	ENST00000255198	89157_at
ENSG00000132846	ENST00000511587	89157_at
ENSG00000250802	ENST00000514114	82301_at
ENSG00000250802	ENST00000646705	82301_at
ENSG00000250802	ENST00000645070	82301_at
ENSG00000250802	ENST00000511547	82301_at
ENSG00000164627	ENST00000458470	85967_at
ENSG00000164627	ENST00000538893	85967_at
ENSG00000247934	ENST00000617468	89662_at
ENSG00000163701	ENST00000421412	82882_at
ENSG00000163701	ENST00000434065	82882_at
ENSG00000163701	ENST00000383814	82882_at
ENSG00000163701	ENST00000454190	82882_at
ENSG00000163701	ENST00000383815	82882_at
ENSG00000147689	ENST00000518448	86024_at
ENSG00000147689	ENST00000518448	89360_at
ENSG00000131591	ENST00000379339	88875_at
ENSG00000131591	ENST00000465822	88875_at
ENSG00000131591	ENST00000379325	88875_at
ENSG00000131591	ENST00000421241	88875_at
ENSG00000131591	ENST00000487177	88875_at
ENSG00000131591	ENST00000477196	88875_at
ENSG00000131591	ENST00000467751	88875_at
ENSG00000131591	ENST00000464905	88875_at
ENSG00000131591	ENST00000379320	88875_at
ENSG00000131591	ENST00000434641	88875_at
ENSG00000143797	ENST00000305997	78009_r_at
ENSG00000165156	ENST00000395571	79541_at
ENSG00000165156	ENST00000522655	79541_at
ENSG00000165156	ENST00000522595	79541_at
ENSG00000165156	ENST00000524267	79541_at
ENSG00000165156	ENST00000480132	79541_at
ENSG00000165156	ENST00000297857	79541_at
ENSG00000183734	ENST00000331289	89164_at
ENSG00000156802	ENST00000287394	87339_at
ENSG00000156802	ENST00000519124	87339_at
ENSG00000156802	ENST00000521496	87339_at
ENSG00000257599	ENST00000641955	72322_at
ENSG00000260442	ENST00000561547	82876_at
ENSG00000260442	ENST00000566956	82876_at
ENSG00000109332	ENST00000453744	91086_at
ENSG00000109332	ENST00000394801	91086_at
ENSG00000109332	ENST00000394803	91086_at
ENSG00000109332	ENST00000508474	91086_at
ENSG00000109332	ENST00000343106	91086_at
ENSG00000109332	ENST00000503742	91086_at
ENSG00000109332	ENST00000505009	91086_at
ENSG00000109332	ENST00000394804	91086_at
ENSG00000109332	ENST00000618836	91086_at
ENSG00000064201	ENST00000461200	77233_at
ENSG00000064201	ENST00000182290	77233_at
ENSG00000064201	ENST00000446063	77233_at
ENSG00000064201	ENST00000493924	77233_at
ENSG00000064201	ENST00000479508	77233_at
ENSG00000064201	ENST00000498313	77233_at
ENSG00000064201	ENST00000483227	77233_at
ENSG00000064201	ENST00000381121	77233_at
ENSG00000064201	ENST00000339046	77233_at
ENSG00000064201	ENST00000451520	77233_at
ENSG00000064201	ENST00000381117	77233_at
ENSG00000064201	ENST00000484523	77233_at
ENSG00000064201	ENST00000486011	77233_at
ENSG00000064201	ENST00000612299	77233_at
ENSG00000177548	ENST00000357573	77508_r_at
ENSG00000177548	ENST00000358201	77508_r_at
ENSG00000177548	ENST00000544477	77508_r_at
ENSG00000162571	ENST00000379290	82243_at
ENSG00000162571	ENST00000379289	82243_at
ENSG00000162571	ENST00000379288	68689_at
ENSG00000162571	ENST00000486379	82243_at
ENSG00000124602	ENST00000470102	89241_at
ENSG00000124602	ENST00000244565	89241_at
ENSG00000176953	ENST00000564978	77683_r_at
ENSG00000176953	ENST00000564978	78334_at
ENSG00000176953	ENST00000320805	77683_r_at
ENSG00000176953	ENST00000320805	78334_at
ENSG00000176953	ENST00000565919	70067_at
ENSG00000176953	ENST00000565752	70067_at
ENSG00000176953	ENST00000568998	70044_at
ENSG00000119185	ENST00000360635	69698_at
ENSG00000119185	ENST00000355346	69698_at
ENSG00000184709	ENST00000371542	86291_r_at
ENSG00000261793	ENST00000568665	86291_r_at
ENSG00000263697	ENST00000580529	86291_r_at
ENSG00000185863	ENST00000430332	88432_at
ENSG00000185863	ENST00000413619	88432_at
ENSG00000185863	ENST00000427366	88432_at
ENSG00000185863	ENST00000535352	88432_at
ENSG00000184163	ENST00000462849	79694_at
ENSG00000184163	ENST00000478606	79694_at
ENSG00000184163	ENST00000330388	79694_at
ENSG00000184163	ENST00000468365	79694_at
ENSG00000184163	ENST00000486627	79694_at
ENSG00000156804	ENST00000517956	77548_at
ENSG00000153956	ENST00000356860	74099_at
ENSG00000101974	ENST00000370557	79957_r_at
ENSG00000188566	ENST00000371521	75643_at
ENSG00000188566	ENST00000427047	75643_at
ENSG00000124701	ENST00000244669	80653_g_at
ENSG00000124701	ENST00000244669	80652_at
ENSG00000176853	ENST00000521166	75593_at
ENSG00000176853	ENST00000334705	89411_at
ENSG00000176853	ENST00000334705	75593_at
ENSG00000176853	ENST00000519721	89411_at
ENSG00000176853	ENST00000519721	75593_at
ENSG00000176853	ENST00000520246	75593_at
ENSG00000161912	ENST00000435541	88411_at
ENSG00000284976	ENST00000645271	90111_at
ENSG00000198569	ENST00000673865	85560_at
ENSG00000198569	ENST00000538474	85560_at
ENSG00000198569	ENST00000673835	85560_at
ENSG00000198569	ENST00000673953	85560_at
ENSG00000198569	ENST00000361134	85560_at
ENSG00000112195	ENST00000483722	77405_at
ENSG00000170381	ENST00000643230	70241_at
ENSG00000170381	ENST00000427262	70241_at
ENSG00000164983	ENST00000297632	80823_at
ENSG00000164983	ENST00000297632	75810_at
ENSG00000124731	ENST00000244709	70994_at
ENSG00000124731	ENST00000334475	70994_at
ENSG00000124731	ENST00000589695	70994_at
ENSG00000244363	ENST00000493874	80387_s_at
ENSG00000275549	ENST00000612170	81676_at
ENSG00000171540	ENST00000515716	76564_at
ENSG00000259493	ENST00000560593	67226_at
ENSG00000136371	ENST00000258874	86183_at
ENSG00000075213	ENST00000265362	70137_at
ENSG00000261229	ENST00000567415	86183_at
ENSG00000279284	ENST00000625120	81169_at
ENSG00000137166	ENST00000307972	86431_at
ENSG00000137166	ENST00000307972	88925_at
ENSG00000137166	ENST00000307972	85975_at
ENSG00000137166	ENST00000373063	86431_at
ENSG00000137166	ENST00000373063	88925_at
ENSG00000137166	ENST00000373063	85975_at
ENSG00000137166	ENST00000409208	86431_at
ENSG00000137166	ENST00000409208	85975_at
ENSG00000137166	ENST00000373057	86431_at
ENSG00000137166	ENST00000373057	85975_at
ENSG00000198113	ENST00000357503	77352_at
ENSG00000198113	ENST00000357503	77354_at
ENSG00000187609	ENST00000491734	84136_at
ENSG00000187609	ENST00000340951	84136_at
ENSG00000187609	ENST00000487745	84136_at
ENSG00000153993	ENST00000284136	67650_at
ENSG00000266494	ENST00000578353	85975_at
ENSG00000231686	ENST00000445173	69586_f_at
ENSG00000231686	ENST00000445173	69584_at
ENSG00000246560	ENST00000501133	77037_at
ENSG00000102081	ENST00000440235	88124_at
ENSG00000102081	ENST00000370477	88124_at
ENSG00000102081	ENST00000439526	88124_at
ENSG00000102081	ENST00000370475	88124_at
ENSG00000102081	ENST00000620828	88124_at
ENSG00000102081	ENST00000218200	88124_at
ENSG00000102081	ENST00000370471	88124_at
ENSG00000164037	ENST00000296422	82394_at
ENSG00000164037	ENST00000504216	82394_at
ENSG00000163704	ENST00000295984	92092_s_at
ENSG00000163704	ENST00000412055	92092_s_at
ENSG00000125037	ENST00000487465	72161_at
ENSG00000188747	ENST00000341349	74847_s_at
ENSG00000188747	ENST00000392815	74847_s_at
ENSG00000085365	ENST00000621999	75028_r_at
ENSG00000085365	ENST00000320280	75028_r_at
ENSG00000103472	ENST00000564580	71228_at
ENSG00000103472	ENST00000564580	88948_at
ENSG00000103472	ENST00000427965	71228_at
ENSG00000103472	ENST00000427965	88948_at
ENSG00000165802	ENST00000371475	78773_at
ENSG00000165802	ENST00000371473	78773_at
ENSG00000165802	ENST00000371474	78773_at
ENSG00000165802	ENST00000437259	78773_at
ENSG00000165802	ENST00000371482	78773_at
ENSG00000165802	ENST00000371472	78773_at
ENSG00000165802	ENST00000265663	78773_at
ENSG00000165802	ENST00000484316	78773_at
ENSG00000165802	ENST00000482448	78773_at
ENSG00000284649	ENST00000641769	71228_at
ENSG00000284649	ENST00000641769	88948_at
ENSG00000284649	ENST00000562902	88948_at
ENSG00000144554	ENST00000287647	87453_s_at
ENSG00000144554	ENST00000287647	87455_at
ENSG00000144554	ENST00000676013	87453_s_at
ENSG00000144554	ENST00000676013	87455_at
ENSG00000144554	ENST00000675286	87453_s_at
ENSG00000144554	ENST00000675286	87455_at
ENSG00000144554	ENST00000419585	87453_s_at
ENSG00000144554	ENST00000419585	87455_at
ENSG00000144554	ENST00000421731	87453_s_at
ENSG00000144554	ENST00000421731	87455_at
ENSG00000144554	ENST00000470757	87453_s_at
ENSG00000144554	ENST00000480909	87453_s_at
ENSG00000144554	ENST00000480909	87455_at
ENSG00000164038	ENST00000362026	85866_f_at
ENSG00000164038	ENST00000362026	85864_at
ENSG00000164038	ENST00000506288	85864_at
ENSG00000164038	ENST00000394785	85866_f_at
ENSG00000164038	ENST00000394785	85864_at
ENSG00000164038	ENST00000503103	85866_f_at
ENSG00000164038	ENST00000503230	85866_f_at
ENSG00000198106	ENST00000604430	87303_at
ENSG00000271699	ENST00000507381	87303_at
ENSG00000132837	ENST00000255189	73707_at
ENSG00000132837	ENST00000523732	83547_at
ENSG00000132837	ENST00000518477	83547_at
ENSG00000132837	ENST00000517853	83547_at
ENSG00000181625	ENST00000330181	80466_s_at
ENSG00000181625	ENST00000565219	80466_s_at
ENSG00000181625	ENST00000351581	80466_s_at
ENSG00000181625	ENST00000566424	80466_s_at
ENSG00000135164	ENST00000331242	80303_at
ENSG00000135164	ENST00000413276	80303_at
ENSG00000135164	ENST00000447863	80303_at
ENSG00000135164	ENST00000579677	80303_at
ENSG00000135164	ENST00000425406	80303_at
ENSG00000135164	ENST00000547146	80303_at
ENSG00000135164	ENST00000579850	80303_at
ENSG00000135164	ENST00000432937	80303_at
ENSG00000135164	ENST00000584619	80303_at
ENSG00000135164	ENST00000394703	80303_at
ENSG00000135164	ENST00000412139	80303_at
ENSG00000269821	ENST00000597346	84202_at
ENSG00000132840	ENST00000255192	71358_at
ENSG00000132840	ENST00000521567	71358_at
ENSG00000132840	ENST00000519743	71358_at
ENSG00000132840	ENST00000523046	71358_at
ENSG00000115750	ENST00000263663	71653_r_at
ENSG00000115750	ENST00000434858	71653_r_at
ENSG00000145692	ENST00000521279	73194_at
ENSG00000137218	ENST00000259748	83768_at
ENSG00000137218	ENST00000373018	83768_at
ENSG00000152409	ENST00000396137	72316_at
ENSG00000152413	ENST00000334082	86578_at
ENSG00000258150	ENST00000549950	69654_at
ENSG00000284317	ENST00000611474	78773_at
ENSG00000130653	ENST00000406427	67393_at
ENSG00000130653	ENST00000277531	67393_at
ENSG00000130653	ENST00000434090	67393_at
ENSG00000130653	ENST00000491019	67393_at
ENSG00000164663	ENST00000394253	82600_at
ENSG00000164663	ENST00000394253	76141_at
ENSG00000164329	ENST00000505571	71543_at
ENSG00000164329	ENST00000423041	71543_at
ENSG00000164329	ENST00000504233	71543_at
ENSG00000164329	ENST00000515807	71543_at
ENSG00000164329	ENST00000296783	71543_at
ENSG00000164329	ENST00000503620	71543_at
ENSG00000164329	ENST00000428308	71543_at
ENSG00000164329	ENST00000453514	71543_at
ENSG00000103485	ENST00000219771	90525_at
ENSG00000103485	ENST00000395384	90525_at
ENSG00000103485	ENST00000564967	90525_at
ENSG00000249816	ENST00000510897	81875_at
ENSG00000249816	ENST00000660364	81875_at
ENSG00000249816	ENST00000504665	81875_at
ENSG00000249816	ENST00000663765	81875_at
ENSG00000249816	ENST00000533286	81875_at
ENSG00000249816	ENST00000670950	81875_at
ENSG00000249816	ENST00000660300	81875_at
ENSG00000249816	ENST00000665389	81875_at
ENSG00000249816	ENST00000656467	81875_at
ENSG00000249816	ENST00000660004	81875_at
ENSG00000249816	ENST00000657718	81875_at
ENSG00000249816	ENST00000663922	81875_at
ENSG00000249816	ENST00000665263	81875_at
ENSG00000249816	ENST00000663940	81875_at
ENSG00000249816	ENST00000671263	81875_at
ENSG00000249816	ENST00000667605	81875_at
ENSG00000249816	ENST00000665293	81875_at
ENSG00000249816	ENST00000670035	81875_at
ENSG00000249816	ENST00000670706	81875_at
ENSG00000249816	ENST00000669524	81875_at
ENSG00000249816	ENST00000662376	81875_at
ENSG00000249816	ENST00000655637	81875_at
ENSG00000249816	ENST00000660517	81875_at
ENSG00000249816	ENST00000663920	81875_at
ENSG00000249816	ENST00000656339	81875_at
ENSG00000249816	ENST00000530549	81875_at
ENSG00000249816	ENST00000664851	81875_at
ENSG00000249816	ENST00000657807	81875_at
ENSG00000249816	ENST00000656062	81875_at
ENSG00000249816	ENST00000657463	81875_at
ENSG00000249816	ENST00000663642	81875_at
ENSG00000249816	ENST00000670566	81875_at
ENSG00000249816	ENST00000664707	81875_at
ENSG00000249816	ENST00000666745	81875_at
ENSG00000249816	ENST00000663965	81875_at
ENSG00000249816	ENST00000663195	81875_at
ENSG00000249816	ENST00000670200	81875_at
ENSG00000249816	ENST00000661433	81875_at
ENSG00000249816	ENST00000661407	81875_at
ENSG00000249816	ENST00000662419	81875_at
ENSG00000249816	ENST00000654805	81875_at
ENSG00000249816	ENST00000658171	81875_at
ENSG00000249816	ENST00000658039	81875_at
ENSG00000249816	ENST00000656869	81875_at
ENSG00000249816	ENST00000661949	81875_at
ENSG00000249816	ENST00000657296	81875_at
ENSG00000249816	ENST00000656616	81875_at
ENSG00000249816	ENST00000666508	81875_at
ENSG00000249816	ENST00000663450	81875_at
ENSG00000249816	ENST00000670165	81875_at
ENSG00000249816	ENST00000656280	81875_at
ENSG00000249816	ENST00000663475	81875_at
ENSG00000249816	ENST00000653797	81875_at
ENSG00000249816	ENST00000659472	81875_at
ENSG00000249816	ENST00000662253	81875_at
ENSG00000249816	ENST00000654344	81875_at
ENSG00000249816	ENST00000655947	81875_at
ENSG00000249816	ENST00000664110	81875_at
ENSG00000249816	ENST00000661165	81875_at
ENSG00000249816	ENST00000532713	81875_at
ENSG00000249816	ENST00000529478	81875_at
ENSG00000249816	ENST00000655319	81875_at
ENSG00000249816	ENST00000671628	81875_at
ENSG00000249816	ENST00000667269	81875_at
ENSG00000168772	ENST00000394767	73596_at
ENSG00000168772	ENST00000466963	73596_at
ENSG00000168772	ENST00000515509	73596_at
ENSG00000157017	ENST00000335542	80871_at
ENSG00000157017	ENST00000481287	80871_at
ENSG00000157017	ENST00000491589	80871_at
ENSG00000157017	ENST00000430179	80871_at
ENSG00000157017	ENST00000422159	80871_at
ENSG00000157017	ENST00000287656	80871_at
ENSG00000157017	ENST00000437422	80871_at
ENSG00000157017	ENST00000449238	80871_at
ENSG00000157017	ENST00000457360	80871_at
ENSG00000157017	ENST00000429122	80871_at
ENSG00000157017	ENST00000475759	80871_at
ENSG00000157017	ENST00000476283	80871_at
ENSG00000165724	ENST00000298585	90119_at
ENSG00000248373	ENST00000506148	67436_at
ENSG00000248373	ENST00000506386	67436_at
ENSG00000248373	ENST00000671069	67436_at
ENSG00000197070	ENST00000491911	73081_s_at
ENSG00000197070	ENST00000475658	73081_s_at
ENSG00000177034	ENST00000512528	74527_at
ENSG00000177034	ENST00000512560	74527_at
ENSG00000177034	ENST00000509852	74527_at
ENSG00000177034	ENST00000617335	74527_at
ENSG00000138777	ENST00000505713	67279_at
ENSG00000171848	ENST00000641198	77842_at
ENSG00000171848	ENST00000360566	77842_at
ENSG00000171848	ENST00000652660	77842_at
ENSG00000171848	ENST00000304567	77842_at
