Gene stable ID	Transcript stable ID	AFFY C elegans probe
WBGene00008968	F20C5.3c.1	178176_at
WBGene00008968	F20C5.3d.1	178176_at
WBGene00008969	F20C5.4.1	190635_at
WBGene00008970	F20C5.5.1	178028_at
WBGene00008970	F20C5.5.2	178028_at
WBGene00008971	F20C5.6.1	188395_at
WBGene00008971	F20C5.6.1	175265_at
WBGene00008973	F20D1.1.1	179233_at
WBGene00008973	F20D1.1.1	174729_s_at
WBGene00008974	F20D1.2.1	179389_s_at
WBGene00008975	F20D1.3.1	179692_at
WBGene00008976	F20D1.4.1	193625_at
WBGene00008976	F20D1.4.1	193626_s_at
WBGene00008977	F20D1.7.1	193275_at
WBGene00008978	F20D1.8.1	188396_at
WBGene00008979	F20D1.9.1	191989_at
WBGene00008980	F20D1.10.1	182471_at
WBGene00008980	F20D1.10.2	182471_at
WBGene00008980	F20D1.10.3	182471_at
WBGene00008981	F20E11.1.1	180556_at
WBGene00008983	F20E11.5	181430_at
WBGene00008984	F20E11.7.1	180873_at
WBGene00008985	F20G2.1.1	188987_at
WBGene00008986	F20G2.2.1	188945_at
WBGene00008987	F20G2.3a.1	179155_s_at
WBGene00008987	F20G2.3b.1	179155_s_at
WBGene00008988	F20G2.5.1	179511_at
WBGene00008990	F20G4.1.1	179044_s_at
WBGene00008991	F20G4.2.1	178795_at
WBGene00008993	F21A3.3.1	189679_at
WBGene00008994	F21A3.4.1	190572_at
WBGene00008995	F21A3.5.1	178946_at
WBGene00008996	F21A3.6.1	188703_at
WBGene00008997	F21A3.7a.1	178969_at
WBGene00008997	F21A3.7b.1	178969_at
WBGene00008998	F21A10.1a.1	190031_at
WBGene00008998	F21A10.1b.1	190031_at
WBGene00008998	F21A10.1c.1	190031_at
WBGene00008999	F21A10.2a.1	174894_at
WBGene00008999	F21A10.2a.1	180693_at
WBGene00008999	F21A10.2a.2	174894_at
WBGene00008999	F21A10.2a.2	180693_at
WBGene00008999	F21A10.2a.3	174894_at
WBGene00008999	F21A10.2a.3	181219_at
WBGene00008999	F21A10.2a.3	180693_at
WBGene00008999	F21A10.2b.1	174894_at
WBGene00008999	F21A10.2b.1	181219_at
WBGene00008999	F21A10.2b.1	180693_at
WBGene00008999	F21A10.2c.1	174894_at
WBGene00008999	F21A10.2c.1	180693_at
WBGene00008999	F21A10.2d.1	174894_at
WBGene00008999	F21A10.2d.1	180693_at
WBGene00008999	F21A10.2e.1	174894_at
WBGene00008999	F21A10.2e.1	180693_at
WBGene00009000	F21A10.4.1	180634_at
WBGene00009001	F21C3.2.1	188942_s_at
WBGene00009002	F21C3.3.1	192514_at
WBGene00009002	F21C3.3.2	192514_at
WBGene00009004	F21C3.5.1	190936_s_at
WBGene00009005	F21C3.6.1	177669_at
WBGene00009006	F21D5.1.1	192039_s_at
WBGene00009007	F21D5.2a.1	173914_s_at
WBGene00009007	F21D5.2a.2	173914_s_at
WBGene00009007	F21D5.2b.1	173914_s_at
WBGene00009007	F21D5.2c.1	173914_s_at
WBGene00009008	F21D5.3a.1	191407_s_at
WBGene00009008	F21D5.3a.1	191406_at
WBGene00009008	F21D5.3a.2	191407_s_at
WBGene00009008	F21D5.3a.2	191406_at
WBGene00009008	F21D5.3b.1	191407_s_at
WBGene00009008	F21D5.3b.1	191406_at
WBGene00009008	F21D5.3c.1	191407_s_at
WBGene00009008	F21D5.3c.1	191406_at
WBGene00009008	F21D5.3c.2	191407_s_at
WBGene00009009	F21D5.4.1	189817_at
WBGene00009010	F21D5.5.1	193055_at
WBGene00009010	F21D5.5.1	175161_at
WBGene00009011	F21D5.6.1	178429_at
WBGene00009012	F21D5.7.1	173984_at
WBGene00009012	F21D5.7.1	193360_s_at
WBGene00009013	F21D5.8.1	178664_at
WBGene00009014	F21D5.9.1	190385_at
WBGene00009015	F21D9.1.1	177461_at
WBGene00009016	F21D9.2.1	177924_s_at
WBGene00009017	F21D9.3.1	172165_x_at
WBGene00009018	F21D9.4a.1	177873_at
WBGene00009018	F21D9.4b.1	177873_at
WBGene00009018	F21D9.4c.1	177873_at
WBGene00009020	F21D9.6	177722_at
WBGene00009021	F21D9.8.1	177450_at
WBGene00009023	F21G4.1.1	192451_s_at
WBGene00009023	F21G4.1.2	192451_s_at
WBGene00009024	F21G4.3.1	178936_at
WBGene00009025	F21G4.4.1	178594_at
WBGene00009025	F21G4.4.2	178594_at
WBGene00009026	F21G4.5.1	178750_at
WBGene00009027	F21G4.6.1	178991_s_at
WBGene00009028	F21H7.2.1	178141_s_at
WBGene00009028	F21H7.2.1	173177_s_at
WBGene00009028	F21H7.2.2	178141_s_at
WBGene00009028	F21H7.2.2	173177_s_at
WBGene00009029	F21H7.3.1	177570_s_at
WBGene00009030	F21H7.4.1	178180_at
WBGene00009031	F21H7.5.1	178164_at
WBGene00009032	F21H7.10.1	180227_at
WBGene00009035	F22B3.4.1	193698_at
WBGene00009035	F22B3.4.2	193698_at
WBGene00009038	F22B3.7.1	179324_at
WBGene00009039	F22B3.8.1	190605_at
WBGene00009041	F22B5.3.1	188451_s_at
WBGene00009042	F22B5.4.1	177532_at
WBGene00009042	F22B5.4.2	177532_at
WBGene00009043	F22B5.5.1	177607_s_at
WBGene00009044	F22B5.6.1	177882_at
WBGene00009045	F22B5.10.1	181225_at
WBGene00009046	F22B8.3.1	179442_at
WBGene00009046	F22B8.3.1	179443_s_at
WBGene00009047	F22B8.4	178509_at
WBGene00009048	F22B8.6a.1	191652_at
WBGene00009048	F22B8.6a.2	191652_at
WBGene00009048	F22B8.6b.1	191652_at
WBGene00009049	F22B8.7.1	179302_at
WBGene00009049	F22B8.7.2	179302_at
WBGene00009050	F22D6.2.1	175002_at
WBGene00009050	F22D6.2.1	179366_at
WBGene00009051	F22D6.4.1	193168_at
WBGene00009051	F22D6.4.2	193168_at
WBGene00009052	F22D6.6.1	178604_at
WBGene00009052	F22D6.6.1	172683_x_at
WBGene00009054	F22D6.9.1	172693_at
WBGene00009054	F22D6.9.1	192669_at
WBGene00009055	F22D6.14	172602_x_at
WBGene00009055	F22D6.14	181921_at
WBGene00009057	F22E10.5a.1	189836_at
WBGene00009057	F22E10.5b.1	189836_at
WBGene00009058	F22E12.1.1	175031_at
WBGene00009059	F22E12.2.1	190019_at
WBGene00009060	F22E12.3.1	180498_at
WBGene00009063	F22G12.3.1	183772_at
WBGene00009064	F22G12.4a.1	190512_s_at
WBGene00009064	F22G12.4b.1	190512_s_at
WBGene00009064	F22G12.4c.1	190512_s_at
WBGene00009065	F22G12.5a.1	182148_s_at
WBGene00009065	F22G12.5b.1	182148_s_at
WBGene00009065	F22G12.5b.2	182148_s_at
WBGene00009065	F22G12.5c.1	182148_s_at
WBGene00009067	F23A7.1.1	179405_at
WBGene00009068	F23A7.3.1	190044_at
WBGene00009069	F23A7.4.1	193033_at
WBGene00009069	F23A7.4.2	193033_at
WBGene00009070	F23A7.5.1	179247_at
WBGene00009071	F23A7.6	192842_at
WBGene00009073	F23B2.3.1	192473_at
WBGene00009075	F23B2.7a.1	177867_at
WBGene00009075	F23B2.7b.1	177867_at
WBGene00009076	F23B2.8	172937_s_at
WBGene00009077	F23B2.10.1	180829_at
WBGene00009078	F23B2.13a.1	172963_x_at
WBGene00009078	F23B2.13b.1	172963_x_at
WBGene00009079	F23B12.1.1	192829_at
WBGene00009081	F23B12.4a.1	183388_at
WBGene00009081	F23B12.4a.1	183603_at
WBGene00009081	F23B12.4a.2	183388_at
WBGene00009081	F23B12.4a.2	183603_at
WBGene00009081	F23B12.4b.1	183388_at
WBGene00009081	F23B12.4c.1	183603_at
WBGene00009081	F23B12.4c.2	183603_at
WBGene00009082	F23B12.5.1	194018_s_at
WBGene00009082	F23B12.5.2	194018_s_at
WBGene00009084	F23B12.7.1	193035_at
WBGene00009084	F23B12.7.2	193035_at
WBGene00009085	F23D12.1.1	182963_at
WBGene00009086	F23D12.2.1	174197_s_at
WBGene00009087	F23D12.3.1	182128_at
WBGene00009088	F23D12.4.1	183414_at
WBGene00009089	F23D12.5.1	183318_at
WBGene00009092	F23H12.2.1	171936_s_at
WBGene00009092	F23H12.2.1	192632_s_at
WBGene00009093	F23H12.3a.1	180352_at
WBGene00009093	F23H12.3b.1	180352_at
WBGene00009094	F23H12.5.1	191805_s_at
WBGene00009095	F23H12.7a.1	180899_at
WBGene00009095	F23H12.7b.1	180899_at
WBGene00009097	F23H12.9a.1	175262_at
WBGene00009097	F23H12.9b.1	175262_at
WBGene00009098	F25B3.1.1	189932_s_at
WBGene00009099	F25B3.2.1	178789_at
WBGene00009100	F25B3.3a.1	175486_at
WBGene00009100	F25B3.3a.1	192725_at
WBGene00009100	F25B3.3b.1	192725_at
WBGene00009101	F25B3.4.1	192721_at
WBGene00009101	F25B3.4.1	192722_s_at
WBGene00009102	F25B3.5a.1	179090_at
WBGene00009102	F25B3.5a.2	179090_at
WBGene00009102	F25B3.5b.1	179090_at
WBGene00009102	F25B3.5b.2	179090_at
WBGene00009103	F25B3.6.1	178486_s_at
WBGene00009104	F25C8.1	194053_s_at
WBGene00009106	F25C8.4.1	189731_at
WBGene00009107	F25D1.2.1	178002_at
WBGene00009108	F25D1.3.1	178006_at
WBGene00009109	F25D1.4.1	178061_at
WBGene00009110	F25D1.5.1	188921_at
WBGene00009112	F25D7.2.1	178768_s_at
WBGene00009112	F25D7.2.2	178768_s_at
WBGene00009113	F25D7.4.1	182691_s_at
WBGene00009113	F25D7.4.1	194218_x_at
WBGene00009113	F25D7.4.1	172775_x_at
WBGene00009113	F25D7.4.1	172776_x_at
WBGene00009114	F25D7.5.1	189139_at
WBGene00009115	F25F2.1a.1	190634_at
WBGene00009115	F25F2.1b.1	190634_at
WBGene00009116	F25H2.2.1	190838_at
WBGene00009117	F25H2.3.1	188583_at
WBGene00009118	F25H2.4.1	177606_at
WBGene00009119	F25H2.5.1	191740_s_at
WBGene00009119	F25H2.5.2	191740_s_at
WBGene00009119	F25H2.5.3	191740_s_at
WBGene00009119	F25H2.5.4	191740_s_at
WBGene00009120	F25H2.6.1	173258_s_at
WBGene00009120	F25H2.6.1	188387_at
WBGene00009120	F25H2.6.2	173258_s_at
WBGene00009120	F25H2.6.2	188387_at
WBGene00009121	F25H2.7.1	189697_at
WBGene00009122	F25H2.11.1	189339_at
WBGene00009123	F25H2.12a.1	180174_at
WBGene00009123	F25H2.12b.1	180174_at
WBGene00009124	F25H2.13.1	189848_at
WBGene00009124	F25H2.13.2	189848_at
WBGene00009125	F25H5.2.1	178177_at
WBGene00009126	F25H5.3a.1	189418_s_at
WBGene00009126	F25H5.3b.1	189418_s_at
WBGene00009126	F25H5.3c.1	189418_s_at
WBGene00009126	F25H5.3c.2	189418_s_at
WBGene00009126	F25H5.3d.1	189418_s_at
WBGene00009126	F25H5.3e.1	189418_s_at
WBGene00009127	F25H5.5a.1	177809_s_at
WBGene00009127	F25H5.5b.1	177809_s_at
WBGene00009128	F25H5.6.1	173703_s_at
WBGene00009128	F25H5.6.2	173703_s_at
WBGene00009129	F25H5.7.1	191565_at
WBGene00009129	F25H5.7.1	191763_s_at
WBGene00009130	F25H5.8.1	178186_at
WBGene00009131	F25H8.1a.1	190732_s_at
WBGene00009131	F25H8.1b.1	190732_s_at
WBGene00009132	F25H8.2.1	178056_at
WBGene00009133	F25H8.6.1	179254_at
WBGene00009134	F25H9.1.1	192951_at
WBGene00009135	F25H9.2.1	179058_at
WBGene00009136	F25H9.3.1	178888_at
WBGene00009137	F25H9.4.1	179198_at
WBGene00009138	F25H9.6.1	173860_s_at
WBGene00009139	F25H9.7a.1	178597_at
WBGene00009140	F26A3.1.1	178607_s_at
WBGene00009141	F26A3.2a.1	189781_at
WBGene00009141	F26A3.2a.2	189781_at
WBGene00009141	F26A3.2b.1	189781_at
WBGene00009141	F26A3.2b.2	189781_at
WBGene00009142	F26A3.4.1	191521_s_at
WBGene00009143	F26A3.5.1	179038_at
WBGene00009144	F26A3.6.1	178566_at
WBGene00009145	F26A3.7.1	186949_at
WBGene00009146	F26C11.1.1	190080_at
WBGene00009147	F26C11.3a.1	189307_at
WBGene00009147	F26C11.3a.1	189308_s_at
WBGene00009147	F26C11.3b.1	189307_at
WBGene00009147	F26C11.3b.1	189308_s_at
WBGene00009147	F26C11.3c.1	189307_at
WBGene00009147	F26C11.3c.1	189308_s_at
WBGene00009147	F26C11.3d.1	189307_at
WBGene00009147	F26C11.3d.1	189308_s_at
WBGene00009147	F26C11.3e	189307_at
WBGene00009147	F26C11.3e	189308_s_at
WBGene00009147	F26C11.3f.1	189307_at
WBGene00009147	F26C11.3f.1	189308_s_at
WBGene00009148	F26D2.3a.1	179474_at
WBGene00009149	F26D2.10.1	193353_s_at
WBGene00009150	F26D2.12a.1	190119_at
WBGene00009150	F26D2.12b.1	190119_at
WBGene00009150	F26D2.12c.1	190119_at
WBGene00009151	F26D2.13.1	180832_at
WBGene00009152	F26D2.14.1	180982_at
WBGene00009153	F26D2.15.1	193573_at
WBGene00009155	F26D10.11.1	185536_at
WBGene00009156	F26D10.12a.1	190344_at
WBGene00009156	F26D10.12c.1	190344_at
WBGene00009157	F26E4.2.1	178600_at
WBGene00009158	F26E4.3.1	189495_at
WBGene00009158	F26E4.3.2	189495_at
WBGene00009159	F26E4.4.1	178746_s_at
WBGene00009160	F26E4.5.1	193990_s_at
WBGene00009161	F26E4.6.1	173332_s_at
WBGene00009162	F26E4.7a.1	188464_at
WBGene00009162	F26E4.7b.1	188464_at
WBGene00009163	F26E4.10a.1	179831_at
WBGene00009163	F26E4.10a.1	188918_at
WBGene00009163	F26E4.10b.1	179831_at
WBGene00009163	F26E4.10b.1	188918_at
WBGene00009164	F26E4.11.1	193186_at
WBGene00009164	F26E4.11.1	175451_at
WBGene00009165	F26E4.12.1	191082_at
WBGene00009165	F26E4.12.2	191082_at
WBGene00009166	F26F2.1.1	179626_at
WBGene00009168	F26F2.3.1	179384_at
WBGene00009169	F26F2.4a.1	172264_x_at
WBGene00009169	F26F2.4b.1	172264_x_at
WBGene00009170	F26F2.5.1	172274_x_at
WBGene00009171	F26F2.6.1	179496_at
WBGene00009172	F26F2.7a.1	179286_at
WBGene00009172	F26F2.7b.1	179286_at
WBGene00009172	F26F2.7c.1	179286_at
WBGene00009172	F26F2.7d.1	179286_at
WBGene00009173	F26H9.1a.1	179337_at
WBGene00009173	F26H9.1b.1	179337_at
WBGene00009173	F26H9.1b.2	179337_at
WBGene00009174	F26H9.2.1	174519_at
WBGene00009174	F26H9.2.1	179184_at
WBGene00009176	F26H9.4.1	193020_at
WBGene00009177	F26H9.5.1	192355_s_at
WBGene00009178	F26H9.8.1	193691_at
WBGene00009179	F26H11.1.1	182047_at
WBGene00009179	F26H11.1.2	182047_at
WBGene00009180	F26H11.2a.1	188917_s_at
WBGene00009180	F26H11.2a.1	187818_s_at
WBGene00009180	F26H11.2b.1	187818_s_at
WBGene00009180	F26H11.2c.1	188917_s_at
WBGene00009180	F26H11.2c.1	187818_s_at
WBGene00009180	F26H11.2d.1	188917_s_at
WBGene00009180	F26H11.2d.1	187818_s_at
WBGene00009180	F26H11.2e.1	188917_s_at
WBGene00009180	F26H11.2f.1	188917_s_at
WBGene00009180	F26H11.2f.2	188917_s_at
WBGene00009180	F26H11.2g.1	188917_s_at
WBGene00009180	F26H11.2h.1	187818_s_at
WBGene00009180	F26H11.2i.1	187818_s_at
WBGene00009180	F26H11.2j.1	188917_s_at
WBGene00009180	F26H11.2j.2	188917_s_at
WBGene00009180	F26H11.2k.1	187818_s_at
WBGene00009180	F26H11.2l.1	188917_s_at
WBGene00009180	F26H11.2l.1	187818_s_at
WBGene00009180	F26H11.2m.1	188917_s_at
WBGene00009180	F26H11.2m.1	187818_s_at
WBGene00009180	F26H11.2n.1	188917_s_at
WBGene00009180	F26H11.2n.1	187818_s_at
WBGene00009180	F26H11.2o.1	188917_s_at
WBGene00009180	F26H11.2p.1	188917_s_at
WBGene00009183	F27C8.2.1	179472_at
WBGene00009184	F27C8.3.1	179426_at
WBGene00009185	F27C8.5.1	173866_s_at
WBGene00009186	F27C8.6.1	188355_s_at
WBGene00009186	F27C8.6.2	188355_s_at
WBGene00009187	F27D4.1.1	193547_at
WBGene00009188	F27D4.2a.1	174129_at
WBGene00009188	F27D4.2a.1	178247_at
WBGene00009188	F27D4.2b.1	174129_at
WBGene00009188	F27D4.2b.1	178247_at
WBGene00009189	F27D4.4a.1	193112_at
WBGene00009190	F27D4.6a.1	189722_at
WBGene00009190	F27D4.6a.1	174774_s_at
WBGene00009190	F27D4.6a.2	189722_at
WBGene00009190	F27D4.6a.2	174774_s_at
WBGene00009190	F27D4.6a.3	189722_at
WBGene00009190	F27D4.6a.3	174774_s_at
WBGene00009190	F27D4.6b.1	189722_at
WBGene00009190	F27D4.6b.1	174774_s_at
WBGene00009192	F27E5.1.1	186832_at
WBGene00009193	F27E5.3.1	189194_at
WBGene00009195	F28B1.1.1	179550_at
WBGene00009196	F28B1.2.1	178317_at
WBGene00009197	F28B1.3	178172_at
WBGene00009197	F28B1.3	178867_at
WBGene00009197	F28B1.3	179364_at
WBGene00009200	F28C1.1.1	179451_at
WBGene00009201	F28C1.3a.1	193242_at
WBGene00009201	F28C1.3b.1	193242_at
WBGene00009201	F28C1.3b.1	174691_at
WBGene00009201	F28C1.3c.1	193242_at
WBGene00009201	F28C1.3c.1	174691_at
WBGene00009201	F28C1.3d.1	193242_at
WBGene00009202	F28C6.1.1	191919_at
WBGene00009203	F28C6.2.1	191940_at
WBGene00009204	F28C6.4a.1	189173_s_at
WBGene00009204	F28C6.4a.2	189173_s_at
WBGene00009204	F28C6.4a.3	189173_s_at
WBGene00009204	F28C6.4b.1	189173_s_at
WBGene00009204	F28C6.4b.2	189173_s_at
WBGene00009204	F28C6.4b.3	189173_s_at
WBGene00009205	F28C6.5.1	178189_at
WBGene00009207	F28C6.8a.1	191240_at
WBGene00009207	F28C6.8b.1	191240_at
WBGene00009208	F28C6.9a.1	178225_at
WBGene00009208	F28C6.9b.1	178225_at
WBGene00009209	F28C6.10.1	183274_at
WBGene00009210	F28C12.6	185753_s_at
WBGene00009211	F28D1.1.1	192639_s_at
WBGene00009211	F28D1.1.2	192639_s_at
WBGene00009212	F28D1.2.1	177810_s_at
WBGene00009213	F28D1.3.1	193588_s_at
WBGene00009213	F28D1.3.1	193595_at
WBGene00009214	F28D1.4	193599_at
WBGene00009215	F28D1.5.1	193588_s_at
WBGene00009215	F28D1.5.2	193588_s_at
WBGene00009216	F28D1.6.1	177395_at
WBGene00009217	F28D1.8.1	177483_at
WBGene00009218	F28D1.9.1	174448_s_at
WBGene00009218	F28D1.9.1	191612_at
WBGene00009219	F28D1.11.1	184182_at
WBGene00009220	F28D9.4.1	185973_at
WBGene00009220	F28D9.4.1	179040_at
WBGene00009221	F28F8.2.1	174675_at
WBGene00009221	F28F8.2.1	192195_at
WBGene00009223	F28F8.5a.1	179475_s_at
WBGene00009223	F28F8.5b.1	179475_s_at
WBGene00009224	F28F8.7a.1	175878_s_at
WBGene00009224	F28F8.7b	175878_s_at
WBGene00009224	F28F8.7c.1	175878_s_at
WBGene00009225	F28F8.8a.1	179255_at
WBGene00009225	F28F8.8b.1	179255_at
WBGene00009226	F28G4.1.1	189221_at
WBGene00009227	F28G4.2.1	177941_at
WBGene00009228	F28G4.3.1	178477_at
WBGene00009229	F28G4.4.1	178337_at
WBGene00009230	F28G4.5	178436_at
WBGene00009231	F28H6.2a.1	179427_at
WBGene00009231	F28H6.2b	179427_at
WBGene00009232	F28H6.3.1	190950_at
WBGene00009233	F28H6.4.1	178753_at
WBGene00009234	F28H6.6.1	179332_at
WBGene00009234	F28H6.6.1	175012_at
WBGene00009235	F28H6.7.1	179340_at
WBGene00009236	F28H7.2.1	190461_at
WBGene00009237	F28H7.3.1	187996_s_at
WBGene00009238	F28H7.4.1	178093_at
WBGene00009239	F28H7.6.1	178073_s_at
WBGene00009240	F28H7.7.1	178473_at
WBGene00009241	F28H7.8.1	187031_at
WBGene00009242	F28H7.9.1	177621_at
WBGene00009243	F29C6.1a.1	174420_at
WBGene00009243	F29C6.1b.1	174420_at
WBGene00009243	F29C6.1b.2	174420_at
WBGene00009245	F29C12.3a.1	180684_s_at
WBGene00009245	F29C12.3a.1	180437_at
WBGene00009245	F29C12.3b.1	180684_s_at
WBGene00009245	F29C12.3b.1	180437_at
WBGene00009245	F29C12.3c.1	180684_s_at
WBGene00009246	F29C12.4.1	194084_at
WBGene00009246	F29C12.4.2	194084_at
WBGene00009247	F29C12.5.1	193684_at
WBGene00009248	F29C12.6.1	181395_at
WBGene00009250	F29D10.1.1	182151_at
WBGene00009251	F29D10.2.1	172452_x_at
WBGene00009252	F29D10.3.1	176716_at
WBGene00009254	F29D11.2.1	182131_s_at
WBGene00009254	F29D11.2.1	173631_at
WBGene00009256	F29F11.3.1	182560_at
WBGene00009257	F29G6.1.1	192054_at
WBGene00009258	F29G6.2.1	178040_at
WBGene00009259	F29G6.3a.1	171853_x_at
WBGene00009259	F29G6.3a.1	173626_s_at
WBGene00009259	F29G6.3a.2	171853_x_at
WBGene00009259	F29G6.3a.2	173626_s_at
WBGene00009259	F29G6.3b.1	172455_x_at
WBGene00009259	F29G6.3b.1	171766_x_at
WBGene00009259	F29G6.3c.1	171853_x_at
WBGene00009259	F29G6.3c.1	173626_s_at
WBGene00009259	F29G6.3c.2	171853_x_at
WBGene00009259	F29G6.3c.2	173626_s_at
WBGene00009259	F29G6.3d.1	171853_x_at
WBGene00009259	F29G6.3d.1	173626_s_at
WBGene00009259	F29G6.3d.2	171853_x_at
WBGene00009259	F29G6.3d.2	173626_s_at
WBGene00009259	F29G6.3d.3	171853_x_at
WBGene00009259	F29G6.3d.3	173626_s_at
WBGene00009259	F29G6.3d.4	171853_x_at
WBGene00009259	F29G6.3d.4	173626_s_at
WBGene00009259	F29G6.3d.5	171853_x_at
WBGene00009259	F29G6.3d.5	173626_s_at
WBGene00009259	F29G6.3d.6	171853_x_at
WBGene00009259	F29G6.3d.6	173626_s_at
WBGene00009259	F29G6.3d.7	171853_x_at
WBGene00009259	F29G6.3d.7	173626_s_at
WBGene00009259	F29G6.3d.8	171853_x_at
WBGene00009259	F29G6.3d.8	173626_s_at
WBGene00009259	F29G6.3e	172455_x_at
WBGene00009259	F29G6.3e	171766_x_at
WBGene00009259	F29G6.3f.1	172455_x_at
WBGene00009259	F29G6.3f.1	171766_x_at
WBGene00009260	F30A10.1.1	191360_at
WBGene00009262	F30A10.3.1	180327_at
WBGene00009262	F30A10.3.1	175338_at
WBGene00009262	F30A10.3.2	180327_at
WBGene00009262	F30A10.3.2	175338_at
WBGene00009263	F30A10.4.1	191918_at
WBGene00009264	F30A10.6.1	192772_at
WBGene00009266	F30A10.9.1	191678_s_at
WBGene00009267	F30A10.10.1	193005_s_at
WBGene00009270	F30F8.1.1	173937_at
WBGene00009270	F30F8.1.1	178648_s_at
WBGene00009271	F30F8.2.1	189017_at
WBGene00009272	F30F8.3.1	175402_at
WBGene00009274	F30F8.5a.1	178853_at
WBGene00009274	F30F8.5b.1	178853_at
WBGene00009276	F30F8.9a.1	193000_s_at
WBGene00009276	F30F8.9b.1	193000_s_at
WBGene00009276	F30F8.9b.2	193000_s_at
WBGene00009278	F31B9.1.1	193366_at
WBGene00009279	F31B9.2.1	178920_at
WBGene00009280	F31B9.3.1	179071_at
WBGene00009284	F31C3.2a.1	177774_at
WBGene00009284	F31C3.2b.1	177774_at
WBGene00009285	F31C3.3.1	174199_at
WBGene00009285	F31C3.3.1	177790_at
WBGene00009286	F31C3.4.1	177768_s_at
WBGene00009286	F31C3.4.1	173486_at
WBGene00009287	F31C3.5.1	177574_at
WBGene00009288	F31C3.6a.1	177486_s_at
WBGene00009288	F31C3.6b	177486_s_at
WBGene00009289	F31D4.1.1	179595_at
WBGene00009290	F31D4.2.1	179551_at
WBGene00009291	F31D4.4.1	193799_at
WBGene00009292	F31D4.5a.1	192197_at
WBGene00009292	F31D4.5b.1	192197_at
WBGene00009293	F31D4.8.1	179318_at
WBGene00009294	F31D4.9.1	179293_at
WBGene00009294	F31D4.9.2	179293_at
WBGene00009295	F31E9.1	179275_at
WBGene00009295	F31E9.1	179276_s_at
WBGene00009297	F31E9.4.1	179429_at
WBGene00009298	F31E9.5.1	179532_at
WBGene00009299	F31E9.6.1	179594_s_at
WBGene00009300	F31F6.1.1	192964_at
WBGene00009301	F31F6.2.1	192929_at
WBGene00009302	F31F6.3.1	192969_at
WBGene00009303	F31F6.7.1	188018_at
WBGene00009304	F32A7.3a.1	191366_s_at
WBGene00009304	F32A7.3a.2	191366_s_at
WBGene00009304	F32A7.3b.1	191366_s_at
WBGene00009304	F32A7.3b.2	191366_s_at
WBGene00009304	F32A7.3c.1	191366_s_at
WBGene00009304	F32A7.3c.2	191366_s_at
WBGene00009305	F32A7.4.1	178593_at
WBGene00009306	F32A7.5a.1	189026_s_at
WBGene00009306	F32A7.5b.1	189026_s_at
WBGene00009306	F32A7.5c.1	189026_s_at
WBGene00009306	F32A7.5d.1	189026_s_at
WBGene00009307	F32A11.1.1	181824_s_at
WBGene00009307	F32A11.1.1	178785_s_at
WBGene00009307	F32A11.1.2	181824_s_at
WBGene00009307	F32A11.1.2	178785_s_at
WBGene00009308	F32A11.3.1	181760_s_at
WBGene00009309	F32A11.4	193190_at
WBGene00009310	F32A11.5	193762_at
WBGene00009312	F32B4.1.1	179047_at
WBGene00009313	F32B4.2.1	179117_at
WBGene00009314	F32B4.4a.1	193790_at
WBGene00009314	F32B4.4a.1	178381_at
WBGene00009314	F32B4.4b.1	193790_at
WBGene00009314	F32B4.4b.2	193790_at
WBGene00009314	F32B4.4b.2	178381_at
WBGene00009314	F32B4.4c.1	193790_at
WBGene00009315	F32B4.5a.1	178814_at
WBGene00009315	F32B4.5b.1	178814_at
WBGene00009316	F32B4.6.1	190964_at
WBGene00009318	F32B4.8.1	178939_at
WBGene00009319	F32B6.2.1	192078_at
WBGene00009319	F32B6.2.2	192078_at
WBGene00009320	F32B6.3.1	190827_at
WBGene00009320	F32B6.3.2	190827_at
WBGene00009321	F32B6.4.1	178243_s_at
WBGene00009322	F32B6.8a.1	191911_s_at
WBGene00009322	F32B6.8b.1	191911_s_at
WBGene00009322	F32B6.8b.2	191911_s_at
WBGene00009323	F32B6.9.1	191594_at
WBGene00009324	F32B6.10a.1	190818_at
WBGene00009324	F32B6.10b.1	190818_at
WBGene00009325	F32D8.15.1	183884_at
WBGene00009326	F32D8.1.1	193365_at
WBGene00009327	F32D8.2.1	179095_at
WBGene00009328	F32D8.3.1	178886_at
WBGene00009330	F32D8.5a.1	180254_s_at
WBGene00009330	F32D8.5b.1	180254_s_at
WBGene00009331	F32D8.7a.1	193677_at
WBGene00009331	F32D8.7b.1	193677_at
WBGene00009332	F32D8.8.1	179306_at
WBGene00009332	F32D8.8.1	179642_at
WBGene00009333	F32D8.10.1	180220_at
WBGene00009334	F32D8.12a.1	190145_s_at
WBGene00009334	F32D8.12a.2	190145_s_at
WBGene00009334	F32D8.12b.1	190145_s_at
WBGene00009334	F32D8.12b.2	190145_s_at
WBGene00009334	F32D8.12c.1	190145_s_at
WBGene00009334	F32D8.12c.2	190145_s_at
WBGene00009334	F32D8.12c.3	190145_s_at
WBGene00009337	F32F2.1a.1	194002_at
WBGene00009337	F32F2.1a.1	174513_at
WBGene00009337	F32F2.1b.1	194002_at
WBGene00009337	F32F2.1b.1	174513_at
WBGene00009337	F32F2.1c.1	194002_at
WBGene00009337	F32F2.1c.1	174513_at
WBGene00009337	F32F2.1d.1	194002_at
WBGene00009337	F32F2.1d.1	174513_at
WBGene00009337	F32F2.1e.1	194002_at
WBGene00009337	F32F2.1e.1	174513_at
WBGene00009337	F32F2.1f.1	194002_at
