Paper	PMID	GSE	Platform	Experiment	Type	GSM	Tissue	Life_stage	Genotype	Species
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf-2(e1370)_HeatShocked_Fraction1_group1	microarray	GEO record: GSM556817	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf-2(e1370)_HeatShocked_Fraction1_group2	microarray	GEO record: GSM556823	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf-2(e1370)_HeatShocked_Fraction1_group3	microarray	GEO record: GSM556829	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf-2(e1370)_HeatShocked_Fraction1_group4	microarray	GEO record: GSM556835	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf-2(e1370)_HeatShocked_Fraction2_group1	microarray	GEO record: GSM556818	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf-2(e1370)_HeatShocked_Fraction2_group2	microarray	GEO record: GSM556824	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf-2(e1370)_HeatShocked_Fraction2_group3	microarray	GEO record: GSM556830	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf-2(e1370)_HeatShocked_Fraction2_group4	microarray	GEO record: GSM556836	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf-2(e1370)_HeatShocked_Fraction3_group1	microarray	GEO record: GSM556819	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf-2(e1370)_HeatShocked_Fraction3_group2	microarray	GEO record: GSM556825	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf-2(e1370)_HeatShocked_Fraction3_group3	microarray	GEO record: GSM556831	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf-2(e1370)_HeatShocked_Fraction3_group4	microarray	GEO record: GSM556837	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_control_Fraction1_group1	microarray	GEO record: GSM556838	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_control_Fraction1_group2	microarray	GEO record: GSM556844	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_control_Fraction1_group3	microarray	GEO record: GSM556856	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_control_Fraction1_group4	microarray	GEO record: GSM556862	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_control_Fraction2_group1	microarray	GEO record: GSM556839	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_control_Fraction2_group2	microarray	GEO record: GSM556847	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_control_Fraction2_group3	microarray	GEO record: GSM556857	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_control_Fraction2_group4	microarray	GEO record: GSM556863	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_control_Fraction3_group1	microarray	GEO record: GSM556840	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_control_Fraction3_group2	microarray	GEO record: GSM556849	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_control_Fraction3_group3	microarray	GEO record: GSM556858	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_control_Fraction3_group4	microarray	GEO record: GSM556864	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_HeatShocked_Fraction1_group1	microarray	GEO record: GSM556841	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_HeatShocked_Fraction1_group2	microarray	GEO record: GSM556852	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_HeatShocked_Fraction1_group3	microarray	GEO record: GSM556859	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_HeatShocked_Fraction1_group4	microarray	GEO record: GSM556865	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_HeatShocked_Fraction2_group1	microarray	GEO record: GSM556842	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_HeatShocked_Fraction2_group2	microarray	GEO record: GSM556854	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_HeatShocked_Fraction2_group3	microarray	GEO record: GSM556860	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_HeatShocked_Fraction2_group4	microarray	GEO record: GSM556866	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_HeatShocked_Fraction3_group1	microarray	GEO record: GSM556843	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_HeatShocked_Fraction3_group2	microarray	GEO record: GSM556855	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_HeatShocked_Fraction3_group3	microarray	GEO record: GSM556861	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:daf16(M26);daf-2(e1370)_HeatShocked_Fraction3_group4	microarray	GEO record: GSM556867	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	daf16(M26);daf-2(e1370) vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_control_Fraction1_group1	microarray	GEO record: GSM556790	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_control_Fraction1_group2	microarray	GEO record: GSM556796	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_control_Fraction1_group3	microarray	GEO record: GSM556802	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_control_Fraction1_group4	microarray	GEO record: GSM556808	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_control_Fraction2_group1	microarray	GEO record: GSM556791	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_control_Fraction2_group2	microarray	GEO record: GSM556797	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_control_Fraction2_group3	microarray	GEO record: GSM556803	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_control_Fraction2_group4	microarray	GEO record: GSM556809	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_control_Fraction3_group1	microarray	GEO record: GSM556792	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_control_Fraction3_group2	microarray	GEO record: GSM556798	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_control_Fraction3_group3	microarray	GEO record: GSM556804	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_control_Fraction3_group4	microarray	GEO record: GSM556810	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_HeatShocked_Fraction1_group1	microarray	GEO record: GSM556793	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_HeatShocked_Fraction1_group2	microarray	GEO record: GSM556799	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_HeatShocked_Fraction1_group3	microarray	GEO record: GSM556805	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_HeatShocked_Fraction1_group4	microarray	GEO record: GSM556811	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_HeatShocked_Fraction2_group1	microarray	GEO record: GSM556794	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_HeatShocked_Fraction2_group2	microarray	GEO record: GSM556800	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_HeatShocked_Fraction2_group3	microarray	GEO record: GSM556806	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_HeatShocked_Fraction2_group4	microarray	GEO record: GSM556812	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_HeatShocked_Fraction3_group1	microarray	GEO record: GSM556795	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_HeatShocked_Fraction3_group2	microarray	GEO record: GSM556801	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_HeatShocked_Fraction3_group3	microarray	GEO record: GSM556807	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037147	20816092	GSE22383	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00037147:N2_HeatShocked_Fraction3_group4	microarray	GEO record: GSM556813	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	N2 vs. N.A.	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:gld-2(RNAi)_bio_rep1	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	[gld-1(RNAi)]	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:gld-2(RNAi)_bio_rep2	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	[gld-1(RNAi)]	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:gld-2(RNAi)_bio_rep3	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	[gld-1(RNAi)]	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:GLD-2_gld-2(RNAi)-IP_bio_rep1	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	[gld-1(RNAi)]	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:GLD-2_gld-2(RNAi)-IP_bio_rep2	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	[gld-1(RNAi)]	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:GLD-2_gld-2(RNAi)-IP_bio_rep3	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	[gld-1(RNAi)]	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:GLD-2_gld-2(RNAi)-IP_bio_rep4	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	[gld-1(RNAi)]	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:GLD-2_wt-IP_bio_rep1	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	N2	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:GLD-2_wt-IP_bio_rep2	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	N2	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:GLD-2_wt-IP_bio_rep3	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	N2	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:GLD-2_wt-IP_bio_rep4	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	N2	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:RNP-8_rnp-8(q784)-IP_bio_rep1	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	[rnp-8(q784)]	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:RNP-8_rnp-8(q784)-IP_bio_rep2	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	[rnp-8(q784)]	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:RNP-8_rnp-8(q784)-IP_bio_rep3	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	[rnp-8(q784)]	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:RNP-8_wt-IP_bio_rep1	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	N2	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:RNP-8_wt-IP_bio_rep2	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	N2	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:RNP-8_wt-IP_bio_rep3	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	N2	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:wt_total_RNA_bio_rep1	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	N2	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:wt_total_RNA_bio_rep2	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	N2	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:wt_total_RNA_bio_rep3	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	N2	Caenorhabditis elegans
WBPaper00037611	20855596	GSE23843	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00037611:wt_total_RNA_bio_rep4	microarray	N.A.	WBbt:0007849(hermaphrodite)	WBls:0000041(adult Ce)	N2	Caenorhabditis elegans
WBPaper00037624	20862312	GSE21851	GPL7272(Agilent_C.elegans_Oligo_Microarray)	WBPaper00037624:N2_vs_ok165_rep1	microarray	GEO record: GSM543590	N.A. vs. N.A.	N.A. vs. N.A.	ets-4(ok165) vs. N2	Caenorhabditis elegans
WBPaper00037624	20862312	GSE21851	GPL7272(Agilent_C.elegans_Oligo_Microarray)	WBPaper00037624:N2_vs_ok165_rep2	microarray	GEO record: GSM543592	N.A. vs. N.A.	N.A. vs. N.A.	ets-4(ok165) vs. N2	Caenorhabditis elegans
WBPaper00037624	20862312	GSE21851	GPL7272(Agilent_C.elegans_Oligo_Microarray)	WBPaper00037624:N2_vs_ok165_rep3	microarray	GEO record: GSM543594	N.A. vs. N.A.	N.A. vs. N.A.	ets-4(ok165) vs. N2	Caenorhabditis elegans
WBPaper00037624	20862312	GSE21851	GPL7272(Agilent_C.elegans_Oligo_Microarray)	WBPaper00037624:N2_vs_uz1_rep1	microarray	GEO record: GSM543591	N.A. vs. N.A.	N.A. vs. N.A.	ets-4(uz1) vs. N2	Caenorhabditis elegans
WBPaper00037624	20862312	GSE21851	GPL7272(Agilent_C.elegans_Oligo_Microarray)	WBPaper00037624:N2_vs_uz1_rep2	microarray	GEO record: GSM543593	N.A. vs. N.A.	N.A. vs. N.A.	ets-4(uz1) vs. N2	Caenorhabditis elegans
WBPaper00037624	20862312	GSE21851	GPL7272(Agilent_C.elegans_Oligo_Microarray)	WBPaper00037624:N2_vs_uz1_rep3	microarray	GEO record: GSM543595	N.A. vs. N.A.	N.A. vs. N.A.	ets-4(uz1) vs. N2	Caenorhabditis elegans
WBPaper00037680	20947766	GSE23857	GPL7727(Agilent_C.elegans_Oligo_Microarray)	WBPaper00037680:Strain_QX1_(Cy5)_vs_CommonReference_(Cy3)	microarray	GEO record: GSM588088 	N.A. vs. N.A.	WBls:0000064(1-day post-L4 adult hermaphrodite Ce) vs. N.A.	QX1 vs. N.A.	Caenorhabditis elegans
