ID	ENSEMBL_ID	NAME	DESCRIPTION	SPECIES_ID
566434	ENSOCUG00000019028	SNORD38	Small nucleolar RNA SNORD38 [Source:RFAM;Acc:RF00212]	9986
566435	ENSOCUG00000019029	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566436	ENSOCUG00000019033	SNORA22	Small nucleolar RNA SNORA22 [Source:RFAM;Acc:RF00414]	9986
566437	ENSOCUG00000019036	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566438	ENSOCUG00000019037	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566439	ENSOCUG00000019038	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566440	ENSOCUG00000019039	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566441	ENSOCUG00000019041	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566442	ENSOCUG00000019043	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566443	ENSOCUG00000019045	SNORA33	Small nucleolar RNA SNORA33 [Source:RFAM;Acc:RF00438]	9986
566444	ENSOCUG00000019050	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566445	ENSOCUG00000019053	SNORD58	Small nucleolar RNA SNORD58 [Source:RFAM;Acc:RF00151]	9986
566446	ENSOCUG00000019054	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
566447	ENSOCUG00000019057	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566448	ENSOCUG00000019059	SNORD61	Small nucleolar RNA SNORD61 [Source:RFAM;Acc:RF00270]	9986
566449	ENSOCUG00000019063	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566450	ENSOCUG00000019066	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566451	ENSOCUG00000019068	SNORA42	Small nucleolar RNA SNORA42/SNORA80 family [Source:RFAM;Acc:RF00406]	9986
566452	ENSOCUG00000019071	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566453	ENSOCUG00000019072	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566454	ENSOCUG00000019073	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
566455	ENSOCUG00000019074			9986
566456	ENSOCUG00000019075			9986
566457	ENSOCUG00000019077	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566458	ENSOCUG00000019080	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566459	ENSOCUG00000019083			9986
566460	ENSOCUG00000019086			9986
566461	ENSOCUG00000019088			9986
566462	ENSOCUG00000019089	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566463	ENSOCUG00000019090	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566464	ENSOCUG00000019098	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566465	ENSOCUG00000019099	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
566466	ENSOCUG00000019101	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
566467	ENSOCUG00000019102	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566468	ENSOCUG00000019104	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566469	ENSOCUG00000019105	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
566470	ENSOCUG00000019111			9986
566471	ENSOCUG00000019112	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566472	ENSOCUG00000019113			9986
566473	ENSOCUG00000019116	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566474	ENSOCUG00000019117	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566475	ENSOCUG00000019118			9986
566476	ENSOCUG00000019122	U5	U5 spliceosomal RNA [Source:RFAM;Acc:RF00020]	9986
566477	ENSOCUG00000019124	SNORA62	Small nucleolar RNA SNORA62/SNORA6 family [Source:RFAM;Acc:RF00091]	9986
566478	ENSOCUG00000019125	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566479	ENSOCUG00000019132			9986
566480	ENSOCUG00000019133	U4	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	9986
566481	ENSOCUG00000019137	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566482	ENSOCUG00000019142			9986
566483	ENSOCUG00000019144			9986
566484	ENSOCUG00000019146	SNORA69	Small nucleolar RNA SNORA69 [Source:RFAM;Acc:RF00265]	9986
566485	ENSOCUG00000019151	U4	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	9986
566486	ENSOCUG00000019155	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566487	ENSOCUG00000019159			9986
566488	ENSOCUG00000019161			9986
566489	ENSOCUG00000019163			9986
566490	ENSOCUG00000019164	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566491	ENSOCUG00000019165	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566492	ENSOCUG00000019172			9986
566493	ENSOCUG00000019175	SNORA7	Small nucleolar RNA SNORA7 [Source:RFAM;Acc:RF00409]	9986
566494	ENSOCUG00000019177			9986
566495	ENSOCUG00000019179			9986
566496	ENSOCUG00000019182			9986
566497	ENSOCUG00000019183	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566498	ENSOCUG00000019186	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566499	ENSOCUG00000019187	U4	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	9986
566500	ENSOCUG00000019188	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566501	ENSOCUG00000019191	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566502	ENSOCUG00000019193	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566503	ENSOCUG00000019195	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566504	ENSOCUG00000019197			9986
566505	ENSOCUG00000019198			9986
566506	ENSOCUG00000019199			9986
566507	ENSOCUG00000019200			9986
566508	ENSOCUG00000019203			9986
566509	ENSOCUG00000019205			9986
566510	ENSOCUG00000019207			9986
566511	ENSOCUG00000019208			9986
566512	ENSOCUG00000019209			9986
566513	ENSOCUG00000019210			9986
566514	ENSOCUG00000019211			9986
566515	ENSOCUG00000019212			9986
566516	ENSOCUG00000019213			9986
566517	ENSOCUG00000019215			9986
566518	ENSOCUG00000019217			9986
566519	ENSOCUG00000019218			9986
566520	ENSOCUG00000019219			9986
566521	ENSOCUG00000019221			9986
566522	ENSOCUG00000019223			9986
566523	ENSOCUG00000019224			9986
566524	ENSOCUG00000019225			9986
566525	ENSOCUG00000019226			9986
566526	ENSOCUG00000019228			9986
566527	ENSOCUG00000019229			9986
566528	ENSOCUG00000019232			9986
566529	ENSOCUG00000019234			9986
566530	ENSOCUG00000019235			9986
566531	ENSOCUG00000019238			9986
566532	ENSOCUG00000019239			9986
566533	ENSOCUG00000019241			9986
566534	ENSOCUG00000019242			9986
566535	ENSOCUG00000019243			9986
566536	ENSOCUG00000019244			9986
566537	ENSOCUG00000019246			9986
566538	ENSOCUG00000019247	ocu-mir-302d	ocu-mir-302d [Source:miRBase;Acc:MI0030990]	9986
566539	ENSOCUG00000019249			9986
566540	ENSOCUG00000019252			9986
566541	ENSOCUG00000019253			9986
566542	ENSOCUG00000019254			9986
566543	ENSOCUG00000019256			9986
566544	ENSOCUG00000019258			9986
566545	ENSOCUG00000019259			9986
566546	ENSOCUG00000019260	ocu-mir-302b	ocu-mir-302b [Source:miRBase;Acc:MI0030987]	9986
566547	ENSOCUG00000019261			9986
566548	ENSOCUG00000019262			9986
566549	ENSOCUG00000019263			9986
566550	ENSOCUG00000019264			9986
566551	ENSOCUG00000019267			9986
566552	ENSOCUG00000019268			9986
566553	ENSOCUG00000019269			9986
566554	ENSOCUG00000019271			9986
566555	ENSOCUG00000019272			9986
566556	ENSOCUG00000019273			9986
566557	ENSOCUG00000019274			9986
566558	ENSOCUG00000019275			9986
566559	ENSOCUG00000019277			9986
566560	ENSOCUG00000019278			9986
566561	ENSOCUG00000019279			9986
566562	ENSOCUG00000019281			9986
566563	ENSOCUG00000019282			9986
566564	ENSOCUG00000019283			9986
566565	ENSOCUG00000019284			9986
566566	ENSOCUG00000019286			9986
566567	ENSOCUG00000019287			9986
566568	ENSOCUG00000019288			9986
566569	ENSOCUG00000019289			9986
566570	ENSOCUG00000019290			9986
566571	ENSOCUG00000019293			9986
566572	ENSOCUG00000019295			9986
566573	ENSOCUG00000019297			9986
566574	ENSOCUG00000019300			9986
566575	ENSOCUG00000019301			9986
566576	ENSOCUG00000019303			9986
566577	ENSOCUG00000019305			9986
566578	ENSOCUG00000019306			9986
566579	ENSOCUG00000019307			9986
566580	ENSOCUG00000019308	ocu-mir-302a	ocu-mir-302a [Source:miRBase;Acc:MI0030989]	9986
566581	ENSOCUG00000019309			9986
566582	ENSOCUG00000019310	SNORA51	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	9986
566583	ENSOCUG00000019311	SNORD65	Small nucleolar RNA SNORD65 [Source:RFAM;Acc:RF00571]	9986
566584	ENSOCUG00000019313	snoU6-53	Small nucleolar RNA U6-53/MBII-28 [Source:RFAM;Acc:RF00377]	9986
566585	ENSOCUG00000019315	SNORD61	Small nucleolar RNA SNORD61 [Source:RFAM;Acc:RF00270]	9986
566586	ENSOCUG00000019316	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566587	ENSOCUG00000019317	SNORA32	Small nucleolar RNA SNORA32 [Source:RFAM;Acc:RF00421]	9986
566588	ENSOCUG00000019319	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
566589	ENSOCUG00000019322	SNORA66	Small nucleolar RNA SNORA66 [Source:RFAM;Acc:RF00155]	9986
566590	ENSOCUG00000019323	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566591	ENSOCUG00000019326	SNORA42	Small nucleolar RNA SNORA42/SNORA80 family [Source:RFAM;Acc:RF00406]	9986
566592	ENSOCUG00000019327	SNORA9	Small nucleolar RNA SNORA9 [Source:RFAM;Acc:RF00411]	9986
566593	ENSOCUG00000019328	SNORA40	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	9986
566594	ENSOCUG00000019330	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
566595	ENSOCUG00000019331	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566596	ENSOCUG00000019332	SNORA19	Small nucleolar RNA SNORA19 [Source:RFAM;Acc:RF00413]	9986
566597	ENSOCUG00000019333	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566598	ENSOCUG00000019334	SNORA20	Small nucleolar RNA SNORA20 [Source:RFAM;Acc:RF00401]	9986
566599	ENSOCUG00000019336	SNORD30	Small nucleolar RNA SNORD30 [Source:RFAM;Acc:RF00088]	9986
566600	ENSOCUG00000019337	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
566601	ENSOCUG00000019339	SNORD77	Small nucleolar RNA SNORD77 [Source:RFAM;Acc:RF00591]	9986
566602	ENSOCUG00000019340	SNORD14	Small nucleolar RNA SNORD14 [Source:RFAM;Acc:RF00016]	9986
566603	ENSOCUG00000019343	U12	U12 minor spliceosomal RNA [Source:RFAM;Acc:RF00007]	9986
566604	ENSOCUG00000019345	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566605	ENSOCUG00000019348	SNORA71	Small nucleolar RNA SNORA71 [Source:RFAM;Acc:RF00056]	9986
566606	ENSOCUG00000019351	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566607	ENSOCUG00000019353	SNORD12	Small nucleolar SNORD12/SNORD106 [Source:RFAM;Acc:RF00581]	9986
566608	ENSOCUG00000019359	SNORA61	Small nucleolar RNA SNORA61 [Source:RFAM;Acc:RF00420]	9986
566609	ENSOCUG00000019360	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566610	ENSOCUG00000019361	SNORA42	Small nucleolar RNA SNORA42/SNORA80 family [Source:RFAM;Acc:RF00406]	9986
566611	ENSOCUG00000019362	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566612	ENSOCUG00000019366	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566613	ENSOCUG00000019369	SNORA51	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	9986
566614	ENSOCUG00000019373	SNORA27	Small nucleolar RNA SNORA27 [Source:RFAM;Acc:RF00443]	9986
566615	ENSOCUG00000019374	SNORA20	Small nucleolar RNA SNORA20 [Source:RFAM;Acc:RF00401]	9986
566616	ENSOCUG00000019375	SNORA70	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	9986
566617	ENSOCUG00000019379	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566618	ENSOCUG00000019380	SNORD22	Small nucleolar RNA SNORD22 [Source:RFAM;Acc:RF00099]	9986
566619	ENSOCUG00000019382	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566620	ENSOCUG00000019383	SNORA42	Small nucleolar RNA SNORA42/SNORA80 family [Source:RFAM;Acc:RF00406]	9986
566621	ENSOCUG00000019384	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566622	ENSOCUG00000019385	SNORA25	Small nucleolar RNA SNORA25 [Source:RFAM;Acc:RF00402]	9986
566623	ENSOCUG00000019386	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566624	ENSOCUG00000019387	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566625	ENSOCUG00000019388	SNORA72	Small nucleolar RNA SNORA72 [Source:RFAM;Acc:RF00139]	9986
566626	ENSOCUG00000019389	SNORA21	Small nucleolar RNA SNORA21 [Source:RFAM;Acc:RF00412]	9986
566627	ENSOCUG00000019390	SNORA18	Small nucleolar RNA SNORA18 [Source:RFAM;Acc:RF00425]	9986
566628	ENSOCUG00000019392	SNORD52	Small nucleolar RNA SNORD52 [Source:RFAM;Acc:RF00276]	9986
566629	ENSOCUG00000019393	SNORA74	Small nucleolar RNA SNORA74 [Source:RFAM;Acc:RF00090]	9986
566630	ENSOCUG00000019394	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566631	ENSOCUG00000019396	SNORD20	Small nucleolar RNA SNORD20 [Source:RFAM;Acc:RF00217]	9986
566632	ENSOCUG00000019399	SNORA13	Small nucleolar RNA SNORA13 [Source:RFAM;Acc:RF00396]	9986
566633	ENSOCUG00000019401	SNORA1	Small nucleolar RNA SNORA1 [Source:RFAM;Acc:RF00408]	9986
566634	ENSOCUG00000019403	SNORA40	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	9986
566635	ENSOCUG00000019406	SNORD18	Small nucleolar RNA SNORD18 [Source:RFAM;Acc:RF00093]	9986
566636	ENSOCUG00000019407	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566637	ENSOCUG00000019409	SNORD86	Small nucleolar RNA SNORD86 [Source:RFAM;Acc:RF00594]	9986
566638	ENSOCUG00000019410	SNORD70	Small nucleolar RNA SNORD70 [Source:RFAM;Acc:RF00575]	9986
566639	ENSOCUG00000019411	SNORA29	Small nucleolar RNA SNORA29 [Source:RFAM;Acc:RF00429]	9986
566640	ENSOCUG00000019412	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566641	ENSOCUG00000019413	SNORD22	Small nucleolar RNA SNORD22 [Source:RFAM;Acc:RF00099]	9986
566642	ENSOCUG00000019414	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566643	ENSOCUG00000019415	SNORD12	Small nucleolar SNORD12/SNORD106 [Source:RFAM;Acc:RF00581]	9986
566644	ENSOCUG00000019419	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566645	ENSOCUG00000019420	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
566646	ENSOCUG00000019423	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566647	ENSOCUG00000019429	SNORD18	Small nucleolar RNA SNORD18 [Source:RFAM;Acc:RF00093]	9986
566648	ENSOCUG00000019434	SNORD63	Small nucleolar RNA SNORD63 [Source:RFAM;Acc:RF00154]	9986
566649	ENSOCUG00000019435	SNORD86	Small nucleolar RNA SNORD86 [Source:RFAM;Acc:RF00594]	9986
566650	ENSOCUG00000019436	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566651	ENSOCUG00000019438	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566652	ENSOCUG00000019440	SNORA36	Small nucleolar RNA SNORA36 family [Source:RFAM;Acc:RF00340]	9986
566653	ENSOCUG00000019450	SNORA63	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	9986
566654	ENSOCUG00000019451	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
566655	ENSOCUG00000019454	SNORD101	Small nucleolar RNA SNORD101 [Source:RFAM;Acc:RF00186]	9986
566656	ENSOCUG00000019455	SNORD91	Small nucleolar RNA SNORD91 family [Source:RFAM;Acc:RF00580]	9986
566657	ENSOCUG00000019458	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566658	ENSOCUG00000019459	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566659	ENSOCUG00000019463	SNORA51	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	9986
566660	ENSOCUG00000019464	SNORA28	Small nucleolar RNA SNORA28 [Source:RFAM;Acc:RF00400]	9986
566661	ENSOCUG00000019465	SNORA42	Small nucleolar RNA SNORA42/SNORA80 family [Source:RFAM;Acc:RF00406]	9986
566662	ENSOCUG00000019468	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566663	ENSOCUG00000019469	SNORA70	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	9986
566664	ENSOCUG00000019470	SNORD78	Small nucleolar RNA SNORD78 [Source:RFAM;Acc:RF00592]	9986
566665	ENSOCUG00000019471	snoU2-30	Small nucleolar RNA U2-30 [Source:RFAM;Acc:RF00493]	9986
566666	ENSOCUG00000019472	SNORA21	Small nucleolar RNA SNORA21 [Source:RFAM;Acc:RF00412]	9986
566667	ENSOCUG00000019473	SNORA28	Small nucleolar RNA SNORA28 [Source:RFAM;Acc:RF00400]	9986
566668	ENSOCUG00000019474	SNORA41	Small nucleolar RNA SNORA41 [Source:RFAM;Acc:RF00403]	9986
566669	ENSOCUG00000019476	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566670	ENSOCUG00000019477	SNORA20	Small nucleolar RNA SNORA20 [Source:RFAM;Acc:RF00401]	9986
566671	ENSOCUG00000019478	SNORA2	Small nucleolar RNA SNORA2/SNORA34 family [Source:RFAM;Acc:RF00410]	9986
566672	ENSOCUG00000019481	SNORA33	Small nucleolar RNA SNORA33 [Source:RFAM;Acc:RF00438]	9986
566673	ENSOCUG00000019484	SNORA51	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	9986
566674	ENSOCUG00000019486	SNORA32	Small nucleolar RNA SNORA32 [Source:RFAM;Acc:RF00421]	9986
566675	ENSOCUG00000019489	SNORA58	Small nucleolar RNA SNORA58 [Source:RFAM;Acc:RF00418]	9986
566676	ENSOCUG00000019490	SNORD49	Small nucleolar RNA SNORD49 [Source:RFAM;Acc:RF00277]	9986
566677	ENSOCUG00000019492	SNORA48	Small nucleolar RNA SNORA48 [Source:RFAM;Acc:RF00554]	9986
566678	ENSOCUG00000019494	SNORA1	Small nucleolar RNA SNORA1 [Source:RFAM;Acc:RF00408]	9986
566679	ENSOCUG00000019496	SNORA29	Small nucleolar RNA SNORA29 [Source:RFAM;Acc:RF00429]	9986
566680	ENSOCUG00000019499	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566681	ENSOCUG00000019501	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566682	ENSOCUG00000019505	SNORA42	Small nucleolar RNA SNORA42/SNORA80 family [Source:RFAM;Acc:RF00406]	9986
566683	ENSOCUG00000019507	SNORD14	Small nucleolar RNA SNORD14 [Source:RFAM;Acc:RF00016]	9986
566684	ENSOCUG00000019508	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566685	ENSOCUG00000019511	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566686	ENSOCUG00000019512	snoU6-53	Small nucleolar RNA U6-53/MBII-28 [Source:RFAM;Acc:RF00377]	9986
566687	ENSOCUG00000019513	snoZ30	Z30 small nucleolar RNA [Source:RFAM;Acc:RF00288]	9986
566688	ENSOCUG00000019515	SNORA62	Small nucleolar RNA SNORA62/SNORA6 family [Source:RFAM;Acc:RF00091]	9986
566689	ENSOCUG00000019518	SNORA26	Small nucleolar RNA SNORA26 [Source:RFAM;Acc:RF00568]	9986
566690	ENSOCUG00000019520	SNORA1	Small nucleolar RNA SNORA1 [Source:RFAM;Acc:RF00408]	9986
566691	ENSOCUG00000019522	SNORA31	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	9986
566692	ENSOCUG00000019523	SNORA57	Small nucleolar RNA SNORA57 [Source:RFAM;Acc:RF00191]	9986
566693	ENSOCUG00000019526	SNORA22	Small nucleolar RNA SNORA22 [Source:RFAM;Acc:RF00414]	9986
566694	ENSOCUG00000019527	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566695	ENSOCUG00000019529	SNORD113	Small nucleolar RNA SNORD113/SNORD114 family [Source:RFAM;Acc:RF00181]	9986
566696	ENSOCUG00000019530	SNORA5	Small nucleolar RNA SNORA5 [Source:RFAM;Acc:RF00392]	9986
566697	ENSOCUG00000019532	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566698	ENSOCUG00000019535	snoU6-53	Small nucleolar RNA U6-53/MBII-28 [Source:RFAM;Acc:RF00377]	9986
566699	ENSOCUG00000019537	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
566700	ENSOCUG00000019538	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566701	ENSOCUG00000019540	SNORD116	Small nucleolar RNA SNORD116 [Source:RFAM;Acc:RF00108]	9986
566702	ENSOCUG00000019541	SNORD113	Small nucleolar RNA SNORD113/SNORD114 family [Source:RFAM;Acc:RF00181]	9986
566703	ENSOCUG00000019542	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566704	ENSOCUG00000019544	SNORA63	Small nucleolar RNA SNORA63 [Source:RFAM;Acc:RF00092]	9986
566705	ENSOCUG00000019545	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566706	ENSOCUG00000019546	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566707	ENSOCUG00000019547	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566708	ENSOCUG00000019550	SNORA7	Small nucleolar RNA SNORA7 [Source:RFAM;Acc:RF00409]	9986
566709	ENSOCUG00000019551	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566710	ENSOCUG00000019552	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566711	ENSOCUG00000019553	SNORA30	Small nucleolar RNA SNORA30/SNORA37 family [Source:RFAM;Acc:RF00415]	9986
566712	ENSOCUG00000019556	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566713	ENSOCUG00000019557	SNORA46	Small nucleolar RNA SNORA46 [Source:RFAM;Acc:RF00404]	9986
566714	ENSOCUG00000019558	SNORA28	Small nucleolar RNA SNORA28 [Source:RFAM;Acc:RF00400]	9986
566715	ENSOCUG00000019560	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566716	ENSOCUG00000019561	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566717	ENSOCUG00000019562	Y_RNA	Y RNA [Source:RFAM;Acc:RF00019]	9986
566718	ENSOCUG00000019564	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566719	ENSOCUG00000019565	SNORA42	Small nucleolar RNA SNORA42/SNORA80 family [Source:RFAM;Acc:RF00406]	9986
566720	ENSOCUG00000019567	SNORND104	Small nucleolar RNA SNORD104 [Source:RFAM;Acc:RF00289]	9986
566721	ENSOCUG00000019569	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
566722	ENSOCUG00000019570	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566723	ENSOCUG00000019571	SNORA3	Small nucleolar RNA SNORA3/SNORA45 family [Source:RFAM;Acc:RF00334]	9986
566724	ENSOCUG00000019573	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566725	ENSOCUG00000019575	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
566726	ENSOCUG00000019577	SNORD91	Small nucleolar RNA SNORD91 family [Source:RFAM;Acc:RF00580]	9986
566727	ENSOCUG00000019579	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
566728	ENSOCUG00000019580	SNORA19	Small nucleolar RNA SNORA19 [Source:RFAM;Acc:RF00413]	9986
566729	ENSOCUG00000019581	SNORD29	Small nucleolar RNA SNORD29 [Source:RFAM;Acc:RF00070]	9986
566730	ENSOCUG00000019584	SNORA21	Small nucleolar RNA SNORA21 [Source:RFAM;Acc:RF00412]	9986
566731	ENSOCUG00000019587	SNORA67	Small nucleolar RNA SNORA67 [Source:RFAM;Acc:RF00272]	9986
566732	ENSOCUG00000019588	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
566733	ENSOCUG00000019589	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
566734	ENSOCUG00000019591	SNORD78	Small nucleolar RNA SNORD78 [Source:RFAM;Acc:RF00592]	9986
566735	ENSOCUG00000019593	SNORD49	Small nucleolar RNA SNORD49 [Source:RFAM;Acc:RF00277]	9986
566736	ENSOCUG00000019594	SNORA65	Small nucleolar RNA SNORA65 [Source:RFAM;Acc:RF00302]	9986
566737	ENSOCUG00000019595	SNORA41	Small nucleolar RNA SNORA41 [Source:RFAM;Acc:RF00403]	9986
566738	ENSOCUG00000019596	SNORD73	Small nucleolar RNA SNORD73 [Source:RFAM;Acc:RF00071]	9986
566739	ENSOCUG00000019599	SNORA38	Small nucleolar RNA SNORA38 [Source:RFAM;Acc:RF00428]	9986
566740	ENSOCUG00000019601	RNase_MRP	RNase MRP [Source:RFAM;Acc:RF00030]	9986
566741	ENSOCUG00000019602	SNORA30	Small nucleolar RNA SNORA30/SNORA37 family [Source:RFAM;Acc:RF00415]	9986
566742	ENSOCUG00000019604	snoZ17	Small nucleolar RNA Z17 [Source:RFAM;Acc:RF00266]	9986
566743	ENSOCUG00000019605	SNORA61	Small nucleolar RNA SNORA61 [Source:RFAM;Acc:RF00420]	9986
